day,symbol,entry_m,exit_m,why,split,half,wk,net_R,date,pnl_R
2025-01-06,SMR,643,687,target,TRAIN,H1,2025-01-06,1.866559545454546,2025-01-06,1.866559545454546
2025-01-06,SYM,650,899,stop,TRAIN,H1,2025-01-06,-1.183564634385414,2025-01-06,-1.183564634385414
2025-01-06,VNET,609,955,eod,TRAIN,H1,2025-01-06,-0.9475037037037013,2025-01-06,-0.9475037037037013
2025-01-06,WOLF,672,761,stop,TRAIN,H1,2025-01-06,-1.1614545454545455,2025-01-06,-1.1614545454545455
2025-01-06,WULF,689,708,stop,TRAIN,H1,2025-01-06,-1.1049246307765606,2025-01-06,-1.1049246307765606
2025-01-07,AEHR,696,757,nobreak,TRAIN,H1,2025-01-06,-0.39456562499999825,2025-01-07,-0.39456562499999825
2025-01-07,FRO,622,955,eod,TRAIN,H1,2025-01-06,0.03999642857142663,2025-01-07,0.03999642857142663
2025-01-07,GDS,624,734,stop,TRAIN,H1,2025-01-06,-1.1263810810810808,2025-01-07,-1.1263810810810808
2025-01-07,MRNA,625,697,stop,TRAIN,H1,2025-01-06,-1.1663295336787558,2025-01-07,-1.1663295336787558
2025-01-07,MSTZ,758,955,eod,TRAIN,H1,2025-01-06,1.0112751381215495,2025-01-07,1.0112751381215495
2025-01-07,MUU,673,731,stop,TRAIN,H1,2025-01-06,-1.0987089011663596,2025-01-07,-1.0987089011663596
2025-01-07,NBIS,689,713,stop,TRAIN,H1,2025-01-06,-1.0869022900763357,2025-01-07,-1.0869022900763357
2025-01-07,SEDG,613,645,stop,TRAIN,H1,2025-01-06,-1.0824027546020396,2025-01-07,-1.0824027546020396
2025-01-07,SMST,728,955,eod,TRAIN,H1,2025-01-06,0.7798790697674406,2025-01-07,0.7798790697674406
2025-01-08,ANGO,609,935,target,TRAIN,H1,2025-01-06,1.915554276382935,2025-01-08,1.915554276382935
2025-01-08,MSTZ,614,675,nobreak,TRAIN,H1,2025-01-06,-0.24303020780537332,2025-01-08,-0.24303020780537332
2025-01-08,SMST,614,675,nobreak,TRAIN,H1,2025-01-06,-0.22782978723404285,2025-01-08,-0.22782978723404285
2025-01-08,VIR,663,684,stop,TRAIN,H1,2025-01-06,-1.0829605746499364,2025-01-08,-1.0829605746499364
2025-01-10,ARHS,754,815,nobreak,TRAIN,H1,2025-01-06,-0.2357466666666617,2025-01-10,-0.2357466666666617
2025-01-10,CDZI,634,674,stop,TRAIN,H1,2025-01-06,-1.0724909724912826,2025-01-10,-1.0724909724912826
2025-01-10,DBVT,711,757,target,TRAIN,H1,2025-01-06,1.8486400000000007,2025-01-10,1.8486400000000007
2025-01-10,FRO,613,674,nobreak,TRAIN,H1,2025-01-06,-0.3708305555555541,2025-01-10,-0.3708305555555541
2025-01-10,IONQ,705,955,eod,TRAIN,H1,2025-01-06,-0.505221487603304,2025-01-10,-0.505221487603304
2025-01-10,KMDA,755,767,stop,TRAIN,H1,2025-01-06,-1.196408695652173,2025-01-10,-1.196408695652173
2025-01-10,LABD,654,715,nobreak,TRAIN,H1,2025-01-06,-0.20360471894517695,2025-01-10,-0.20360471894517695
2025-01-10,UMAC,623,844,stop,TRAIN,H1,2025-01-06,-1.0800280701754388,2025-01-10,-1.0800280701754388
2025-01-10,UNG,774,955,eod,TRAIN,H1,2025-01-06,-0.5002751999999964,2025-01-10,-0.5002751999999964
2025-01-10,UVXY,665,726,nobreak,TRAIN,H1,2025-01-06,-0.10429769767441663,2025-01-10,-0.10429769767441663
2025-01-13,ATEC,619,888,stop,TRAIN,H1,2025-01-13,-1.1202031746031749,2025-01-13,-1.1202031746031749
2025-01-13,MRVI,648,709,nobreak,TRAIN,H1,2025-01-13,-1.0131300000000016,2025-01-13,-1.0131300000000016
2025-01-13,NUS,658,677,stop,TRAIN,H1,2025-01-13,-1.1702857142857146,2025-01-13,-1.1702857142857146
2025-01-13,UVIX,626,639,stop,TRAIN,H1,2025-01-13,-1.0943199999999997,2025-01-13,-1.0943199999999997
2025-01-13,UVXY,626,640,stop,TRAIN,H1,2025-01-13,-1.1165338123415045,2025-01-13,-1.1165338123415045
2025-01-14,ACMR,620,671,stop,TRAIN,H1,2025-01-13,-1.1352269662921348,2025-01-14,-1.1352269662921348
2025-01-14,AISP,836,897,nobreak,TRAIN,H1,2025-01-13,-0.709813333333335,2025-01-14,-0.709813333333335
2025-01-14,BBAI,603,639,stop,TRAIN,H1,2025-01-13,-1.1362249999999998,2025-01-14,-1.1362249999999998
2025-01-14,BTBT,821,897,stop,TRAIN,H1,2025-01-13,-1.2146181818181812,2025-01-14,-1.2146181818181812
2025-01-14,BTDR,834,955,eod,TRAIN,H1,2025-01-13,0.46270526315790117,2025-01-14,0.46270526315790117
2025-01-14,CIFR,605,625,stop,TRAIN,H1,2025-01-13,-1.1467083333333343,2025-01-14,-1.1467083333333343
2025-01-14,CLSK,604,627,stop,TRAIN,H1,2025-01-13,-1.147496,2025-01-14,-1.147496
2025-01-14,CRNC,618,634,stop,TRAIN,H1,2025-01-13,-1.0886103448275861,2025-01-14,-1.0886103448275861
2025-01-14,HOOD,608,910,stop,TRAIN,H1,2025-01-13,-1.211121167883211,2025-01-14,-1.211121167883211
2025-01-14,HUT,604,662,stop,TRAIN,H1,2025-01-13,-1.166944,2025-01-14,-1.166944
2025-01-14,IREN,604,663,stop,TRAIN,H1,2025-01-13,-1.1318234122897357,2025-01-14,-1.1318234122897357
2025-01-14,MSTU,834,899,stop,TRAIN,H1,2025-01-13,-1.1395788300835652,2025-01-14,-1.1395788300835652
2025-01-14,MSTX,834,899,stop,TRAIN,H1,2025-01-13,-1.153690999344385,2025-01-14,-1.153690999344385
2025-01-14,NVTS,834,895,nobreak,TRAIN,H1,2025-01-13,-0.3247698245614058,2025-01-14,-0.3247698245614058
2025-01-14,OPFI,612,663,stop,TRAIN,H1,2025-01-13,-1.1183612903225804,2025-01-14,-1.1183612903225804
2025-01-14,PDYN,825,955,eod,TRAIN,H1,2025-01-13,-0.09794416243654798,2025-01-14,-0.09794416243654798
2025-01-14,PLTU,618,637,stop,TRAIN,H1,2025-01-13,-1.087030137630867,2025-01-14,-1.087030137630867
2025-01-14,POET,625,640,stop,TRAIN,H1,2025-01-13,-1.129021183800623,2025-01-14,-1.129021183800623
2025-01-14,QBTS,832,955,eod,TRAIN,H1,2025-01-13,0.1438608108108097,2025-01-14,0.1438608108108097
2025-01-14,RCAT,604,634,stop,TRAIN,H1,2025-01-13,-1.1310923076923078,2025-01-14,-1.1310923076923078
2025-01-14,RIOT,609,628,stop,TRAIN,H1,2025-01-13,-1.1283303030303031,2025-01-14,-1.1283303030303031
2025-01-14,SMR,604,657,stop,TRAIN,H1,2025-01-13,-1.1368504065040648,2025-01-14,-1.1368504065040648
2025-01-14,TGTX,620,955,eod,TRAIN,H1,2025-01-13,-0.2031350804597693,2025-01-14,-0.2031350804597693
2025-01-14,TIGR,604,665,nobreak,TRAIN,H1,2025-01-13,-0.7571050791007506,2025-01-14,-0.7571050791007506
2025-01-14,WGMI,604,637,stop,TRAIN,H1,2025-01-13,-1.17879111111111,2025-01-14,-1.17879111111111
2025-01-14,WULF,603,694,stop,TRAIN,H1,2025-01-13,-1.0920983451536643,2025-01-14,-1.0920983451536643
2025-01-15,ACHR,609,955,eod,TRAIN,H1,2025-01-13,-0.580632930036824,2025-01-15,-0.580632930036824
2025-01-15,AGNT,809,955,eod,TRAIN,H1,2025-01-13,0.22107142857143414,2025-01-15,0.22107142857143414
2025-01-15,AIOT,602,955,eod,TRAIN,H1,2025-01-13,1.4679176470588216,2025-01-15,1.4679176470588216
2025-01-15,AISP,604,955,eod,TRAIN,H1,2025-01-13,0.8725333333333344,2025-01-15,0.8725333333333344
2025-01-15,AMPX,644,648,stop,TRAIN,H1,2025-01-13,-1.15875,2025-01-15,-1.15875
2025-01-15,ASAN,601,662,nobreak,TRAIN,H1,2025-01-13,-0.7237843137254893,2025-01-15,-0.7237843137254893
2025-01-15,ATOM,667,687,target,TRAIN,H1,2025-01-13,1.7502666666666673,2025-01-15,1.7502666666666673
2025-01-15,ATYR,607,625,stop,TRAIN,H1,2025-01-13,-1.1384,2025-01-15,-1.1384
2025-01-15,BEAM,624,638,stop,TRAIN,H1,2025-01-13,-1.1423142857142852,2025-01-15,-1.1423142857142852
2025-01-15,BFLY,728,822,target,TRAIN,H1,2025-01-13,1.8532,2025-01-15,1.8532
2025-01-15,BTBT,614,712,target,TRAIN,H1,2025-01-13,1.812076923076923,2025-01-15,1.812076923076923
2025-01-15,CERT,727,788,nobreak,TRAIN,H1,2025-01-13,-0.4649704476607174,2025-01-15,-0.4649704476607174
2025-01-15,CIFR,631,645,stop,TRAIN,H1,2025-01-13,-1.2258999999999998,2025-01-15,-1.2258999999999998
2025-01-15,CLSK,601,955,eod,TRAIN,H1,2025-01-13,0.335286206896552,2025-01-15,0.335286206896552
2025-01-15,COMP,603,955,eod,TRAIN,H1,2025-01-13,0.6831999999999991,2025-01-15,0.6831999999999991
2025-01-15,CONL,623,680,stop,TRAIN,H1,2025-01-13,-1.1832450913838124,2025-01-15,-1.1832450913838124
2025-01-15,DBI,797,851,stop,TRAIN,H1,2025-01-13,-1.230055555555556,2025-01-15,-1.230055555555556
2025-01-15,DNA,665,677,stop,TRAIN,H1,2025-01-13,-1.1400499999999998,2025-01-15,-1.1400499999999998
2025-01-15,ETHT,820,875,target,TRAIN,H1,2025-01-13,1.7866,2025-01-15,1.7866
2025-01-15,FUBO,621,657,stop,TRAIN,H1,2025-01-13,-1.1083384615384608,2025-01-15,-1.1083384615384608
2025-01-15,HIMX,624,955,eod,TRAIN,H1,2025-01-13,-0.9517121588089277,2025-01-15,-0.9517121588089277
2025-01-15,HIVE,601,778,stop,TRAIN,H1,2025-01-13,-1.1622153846153847,2025-01-15,-1.1622153846153847
2025-01-15,INDI,604,955,eod,TRAIN,H1,2025-01-13,0.5692933333333297,2025-01-15,0.5692933333333297
2025-01-15,IONQ,715,955,eod,TRAIN,H1,2025-01-13,1.1855645510941417,2025-01-15,1.1855645510941417
2025-01-15,IREN,631,659,stop,TRAIN,H1,2025-01-13,-1.192061904761904,2025-01-15,-1.192061904761904
2025-01-15,LUMN,601,662,nobreak,TRAIN,H1,2025-01-13,-0.6387164444444433,2025-01-15,-0.6387164444444433
2025-01-15,LUNR,601,945,target,TRAIN,H1,2025-01-13,1.8608720575022462,2025-01-15,1.8608720575022462
2025-01-15,MSTU,630,691,nobreak,TRAIN,H1,2025-01-13,-0.6178374999999998,2025-01-15,-0.6178374999999998
2025-01-15,NNE,611,955,eod,TRAIN,H1,2025-01-13,-0.3253285534238905,2025-01-15,-0.3253285534238905
2025-01-15,NRIX,625,638,stop,TRAIN,H1,2025-01-13,-1.2418071428571418,2025-01-15,-1.2418071428571418
2025-01-15,OKLO,630,932,stop,TRAIN,H1,2025-01-13,-1.1673153846153848,2025-01-15,-1.1673153846153848
2025-01-15,OLMA,623,637,stop,TRAIN,H1,2025-01-13,-1.1151874999999998,2025-01-15,-1.1151874999999998
2025-01-15,PHUN,609,670,nobreak,TRAIN,H1,2025-01-13,-0.44249818181817796,2025-01-15,-0.44249818181817796
2025-01-15,PL,602,663,nobreak,TRAIN,H1,2025-01-13,-0.35024545454545414,2025-01-15,-0.35024545454545414
2025-01-15,PRCH,622,683,nobreak,TRAIN,H1,2025-01-13,-0.37775564409030604,2025-01-15,-0.37775564409030604
2025-01-15,PSQH,735,883,target,TRAIN,H1,2025-01-13,1.8851333333333335,2025-01-15,1.8851333333333335
2025-01-15,RCAT,604,621,target,TRAIN,H1,2025-01-13,1.8636,2025-01-15,1.8636
2025-01-15,RDW,625,646,stop,TRAIN,H1,2025-01-13,-1.1849284866468839,2025-01-15,-1.1849284866468839
2025-01-15,RIOT,665,955,eod,TRAIN,H1,2025-01-13,0.5075999999999946,2025-01-15,0.5075999999999946
2025-01-15,RUM,654,658,stop,TRAIN,H1,2025-01-13,-1.1812952380952373,2025-01-15,-1.1812952380952373
2025-01-15,SERV,647,656,stop,TRAIN,H1,2025-01-13,-1.1179499999999996,2025-01-15,-1.1179499999999996
2025-01-15,SFIX,630,652,stop,TRAIN,H1,2025-01-13,-1.2084000000000001,2025-01-15,-1.2084000000000001
2025-01-15,SKYT,613,916,stop,TRAIN,H1,2025-01-13,-1.1448070175438596,2025-01-15,-1.1448070175438596
2025-01-15,SMX,815,875,target,TRAIN,H1,2025-01-13,1.8790547554347825,2025-01-15,1.8790547554347825
2025-01-15,SOUN,642,659,stop,TRAIN,H1,2025-01-13,-1.151544615384615,2025-01-15,-1.151544615384615
2025-01-15,STOK,724,759,stop,TRAIN,H1,2025-01-13,-1.1692631578947357,2025-01-15,-1.1692631578947357
2025-01-15,TEM,653,658,stop,TRAIN,H1,2025-01-13,-1.1479485380116952,2025-01-15,-1.1479485380116952
2025-01-15,TSLL,689,910,target,TRAIN,H1,2025-01-13,1.836712852142023,2025-01-15,1.836712852142023
2025-01-15,TSLR,689,912,target,TRAIN,H1,2025-01-13,1.843389847715736,2025-01-15,1.843389847715736
2025-01-15,TSLT,689,910,target,TRAIN,H1,2025-01-13,1.833923456790124,2025-01-15,1.833923456790124
2025-01-15,TWST,610,658,stop,TRAIN,H1,2025-01-13,-1.1756607734806628,2025-01-15,-1.1756607734806628
2025-01-15,TXG,607,691,stop,TRAIN,H1,2025-01-13,-1.1386050000000005,2025-01-15,-1.1386050000000005
2025-01-15,UVIX,718,763,stop,TRAIN,H1,2025-01-13,-1.1820400000000006,2025-01-15,-1.1820400000000006
2025-01-15,VRME,627,658,target,TRAIN,H1,2025-01-13,1.9351442317640994,2025-01-15,1.9351442317640994
2025-01-15,VSAT,601,636,stop,TRAIN,H1,2025-01-13,-1.1877379310344822,2025-01-15,-1.1877379310344822
2025-01-15,VUZI,612,658,stop,TRAIN,H1,2025-01-13,-1.10826,2025-01-15,-1.10826
2025-01-15,WKEY,608,633,stop,TRAIN,H1,2025-01-13,-1.0974125375125043,2025-01-15,-1.0974125375125043
2025-01-15,WOLF,609,802,target,TRAIN,H1,2025-01-13,1.9110454545454547,2025-01-15,1.9110454545454547
2025-01-15,WULF,701,762,nobreak,TRAIN,H1,2025-01-13,-0.208162878355228,2025-01-15,-0.208162878355228
2025-01-15,ZVIA,622,683,nobreak,TRAIN,H1,2025-01-13,-0.43827058823529197,2025-01-15,-0.43827058823529197
2025-01-16,API,734,795,nobreak,TRAIN,H1,2025-01-13,-0.5053611111111104,2025-01-16,-0.5053611111111104
2025-01-16,BBAI,622,676,stop,TRAIN,H1,2025-01-13,-1.0870666666666668,2025-01-16,-1.0870666666666668
2025-01-16,DFNS,741,781,stop,TRAIN,H1,2025-01-13,-1.0718938775510205,2025-01-16,-1.0718938775510205
2025-01-16,LTH,782,843,nobreak,TRAIN,H1,2025-01-13,-0.37381532925512706,2025-01-16,-0.37381532925512706
2025-01-16,QBTS,711,939,stop,TRAIN,H1,2025-01-13,-1.083168,2025-01-16,-1.083168
2025-01-16,STFS,694,741,stop,TRAIN,H1,2025-01-13,-1.102684,2025-01-16,-1.102684
2025-01-17,ATOM,613,674,nobreak,TRAIN,H1,2025-01-13,-0.4037199999999976,2025-01-17,-0.4037199999999976
2025-01-17,BTDR,613,757,stop,TRAIN,H1,2025-01-13,-1.133346086956522,2025-01-17,-1.133346086956522
2025-01-17,CIFR,639,893,stop,TRAIN,H1,2025-01-13,-1.1395791545189504,2025-01-17,-1.1395791545189504
2025-01-17,CLSK,601,955,eod,TRAIN,H1,2025-01-13,-0.3473963636363686,2025-01-17,-0.3473963636363686
2025-01-17,CONL,835,871,stop,TRAIN,H1,2025-01-13,-1.2196479486171203,2025-01-17,-1.2196479486171203
2025-01-17,ETHT,679,741,nobreak,TRAIN,H1,2025-01-13,-0.7031415983979606,2025-01-17,-0.7031415983979606
2025-01-17,ETHU,679,740,nobreak,TRAIN,H1,2025-01-13,-0.8057994712491753,2025-01-17,-0.8057994712491753
2025-01-17,HUT,640,706,stop,TRAIN,H1,2025-01-13,-1.1922000000000008,2025-01-17,-1.1922000000000008
2025-01-17,INTC,619,626,stop,TRAIN,H1,2025-01-13,-1.2151976359338061,2025-01-17,-1.2151976359338061
2025-01-17,IREN,601,888,stop,TRAIN,H1,2025-01-13,-1.1309125,2025-01-17,-1.1309125
2025-01-17,KROS,611,623,stop,TRAIN,H1,2025-01-13,-1.194789999999999,2025-01-17,-1.194789999999999
2025-01-17,LUXE,634,696,nobreak,TRAIN,H1,2025-01-13,-0.412264838225838,2025-01-17,-0.412264838225838
2025-01-17,MARA,798,902,stop,TRAIN,H1,2025-01-13,-1.1250535714285717,2025-01-17,-1.1250535714285717
2025-01-17,MSTU,640,955,eod,TRAIN,H1,2025-01-13,1.1380358208955164,2025-01-17,1.1380358208955164
2025-01-17,OKLO,653,955,eod,TRAIN,H1,2025-01-13,0.8716602409638599,2025-01-17,0.8716602409638599
2025-01-17,PROP,608,621,stop,TRAIN,H1,2025-01-13,-1.275880000000001,2025-01-17,-1.275880000000001
2025-01-17,SMR,618,696,target,TRAIN,H1,2025-01-13,1.8951714285714285,2025-01-17,1.8951714285714285
2025-01-17,TSLL,601,690,target,TRAIN,H1,2025-01-13,1.8150109090909092,2025-01-17,1.8150109090909092
2025-01-17,TSSI,638,692,stop,TRAIN,H1,2025-01-13,-1.0999633928571428,2025-01-17,-1.0999633928571428
2025-01-17,WULF,638,724,target,TRAIN,H1,2025-01-13,1.8772294968189707,2025-01-17,1.8772294968189707
2025-01-21,AISP,669,819,target,TRAIN,H1,2025-01-20,1.8793677852348993,2025-01-21,1.8793677852348993
2025-01-21,BFLY,610,955,eod,TRAIN,H1,2025-01-20,-0.44045083333333557,2025-01-21,-0.44045083333333557
2025-01-21,BKSY,660,677,stop,TRAIN,H1,2025-01-20,-1.121495601851852,2025-01-21,-1.121495601851852
2025-01-21,GH,643,649,stop,TRAIN,H1,2025-01-20,-1.2363508196721313,2025-01-21,-1.2363508196721313
2025-01-21,KROS,696,757,nobreak,TRAIN,H1,2025-01-20,-0.21646666666666486,2025-01-21,-0.21646666666666486
2025-01-21,LAES,741,750,target,TRAIN,H1,2025-01-20,1.9068,2025-01-21,1.9068
2025-01-21,LUNR,668,729,nobreak,TRAIN,H1,2025-01-20,-0.14877176470587938,2025-01-21,-0.14877176470587938
2025-01-21,MASS,682,683,stop,TRAIN,H1,2025-01-20,-1.195026401446655,2025-01-21,-1.195026401446655
2025-01-21,NNE,621,766,target,TRAIN,H1,2025-01-20,1.9215983333333335,2025-01-21,1.9215983333333335
2025-01-21,OKLO,667,710,target,TRAIN,H1,2025-01-20,1.889116344347442,2025-01-21,1.889116344347442
2025-01-21,OPFI,640,955,eod,TRAIN,H1,2025-01-20,0.08961167575171175,2025-01-21,0.08961167575171175
2025-01-21,PDYN,621,849,target,TRAIN,H1,2025-01-20,1.912323831022248,2025-01-21,1.912323831022248
2025-01-21,PL,629,955,eod,TRAIN,H1,2025-01-20,1.2434593513513532,2025-01-21,1.2434593513513532
2025-01-21,POET,777,838,nobreak,TRAIN,H1,2025-01-20,0.08633749999999324,2025-01-21,0.08633749999999324
2025-01-21,RDW,696,732,stop,TRAIN,H1,2025-01-20,-1.1333807692307694,2025-01-21,-1.1333807692307694
2025-01-21,RGTI,649,841,target,TRAIN,H1,2025-01-20,1.923544144144144,2025-01-21,1.923544144144144
2025-01-21,RGTIW,696,948,target,TRAIN,H1,2025-01-20,1.9292928571428571,2025-01-21,1.9292928571428571
2025-01-21,RKLB,618,630,target,TRAIN,H1,2025-01-20,1.9011090180360724,2025-01-21,1.9011090180360724
2025-01-21,SMR,670,731,nobreak,TRAIN,H1,2025-01-20,-0.06006503067484637,2025-01-21,-0.06006503067484637
2025-01-21,TEM,649,787,stop,TRAIN,H1,2025-01-20,-1.097369696969697,2025-01-21,-1.097369696969697
2025-01-21,TSSI,806,888,target,TRAIN,H1,2025-01-20,1.8543796610169492,2025-01-21,1.8543796610169492
2025-01-21,UMAC,791,881,target,TRAIN,H1,2025-01-20,1.886347619047619,2025-01-21,1.886347619047619
2025-01-21,VSAT,631,723,target,TRAIN,H1,2025-01-20,1.912523935799023,2025-01-21,1.912523935799023
2025-01-21,WKEY,615,664,target,TRAIN,H1,2025-01-20,1.8711192307692266,2025-01-21,1.8711192307692266
2025-01-22,AI,623,671,stop,TRAIN,H1,2025-01-20,-1.1284516129032258,2025-01-22,-1.1284516129032258
2025-01-22,ARBE,617,715,stop,TRAIN,H1,2025-01-20,-1.0903342237061768,2025-01-22,-1.0903342237061768
2025-01-22,BBAI,616,659,stop,TRAIN,H1,2025-01-20,-1.0842584388185652,2025-01-22,-1.0842584388185652
2025-01-22,GRRR,619,643,stop,TRAIN,H1,2025-01-20,-1.1021726027397263,2025-01-22,-1.1021726027397263
2025-01-22,MOB,638,650,stop,TRAIN,H1,2025-01-20,-1.0796999999999999,2025-01-22,-1.0796999999999999
2025-01-22,PLTU,696,955,eod,TRAIN,H1,2025-01-20,0.6901285714285738,2025-01-22,0.6901285714285738
2025-01-22,REPL,671,683,target,TRAIN,H1,2025-01-20,1.7791230769230773,2025-01-22,1.7791230769230773
2025-01-22,SMCX,641,649,stop,TRAIN,H1,2025-01-20,-1.0756654377880184,2025-01-22,-1.0756654377880184
2025-01-22,SOC,611,649,stop,TRAIN,H1,2025-01-20,-1.1194311377245514,2025-01-22,-1.1194311377245514
2025-01-23,ARDX,703,734,stop,TRAIN,H1,2025-01-20,-1.2038000000000006,2025-01-23,-1.2038000000000006
2025-01-23,EVLV,634,955,eod,TRAIN,H1,2025-01-20,1.013418749999998,2025-01-23,1.013418749999998
2025-01-23,NTRB,705,781,target,TRAIN,H1,2025-01-20,1.9281841298066236,2025-01-23,1.9281841298066236
2025-01-24,BKSY,652,680,stop,TRAIN,H1,2025-01-20,-1.1160799999999997,2025-01-24,-1.1160799999999997
2025-01-24,BTCS,614,678,nobreak,TRAIN,H1,2025-01-20,-0.6290626621160428,2025-01-24,-0.6290626621160428
2025-01-24,DAN,601,662,nobreak,TRAIN,H1,2025-01-20,-0.39687826086956385,2025-01-24,-0.39687826086956385
2025-01-24,DDD,665,955,eod,TRAIN,H1,2025-01-20,0.6377185714285751,2025-01-24,0.6377185714285751
2025-01-24,EVTL,651,687,target,TRAIN,H1,2025-01-20,1.8381,2025-01-24,1.8381
2025-01-24,GDS,653,715,nobreak,TRAIN,H1,2025-01-20,-0.26532335649385114,2025-01-24,-0.26532335649385114
2025-01-24,HSAI,646,942,stop,TRAIN,H1,2025-01-20,-1.1681,2025-01-24,-1.1681
