symbol,day,sized_pnl,exit_reason,prev_vol,pm_volume,pm_dollar_vol,pm_range_pct,pm_n_bars
RGTIW,2025-01-21,229.5134328750001,lock,1952746.3846153845,37087.0,162636.51028400002,7.573033707865183,36.0
KROS,2025-01-21,-78.14771841250031,eod,2372828.6923076925,170636.0,1981551.0251769999,8.413672217353206,63.0
NNE,2025-01-21,-126.19589237499972,tag_bb,4275605.307692308,127875.0,3321924.9174940004,6.412213740458014,127.0
MOB,2025-01-22,49.93181875000013,eod,474943.5714285714,76531.0,233924.67306099998,12.337261777215037,45.0
RCAT,2025-01-22,-5251.941269999982,stop,11379439.5,1067001.0,9622325.808385001,8.417697366944262,279.0
TSSI,2025-01-22,6083.392254750003,eod,970718.2142857144,55527.0,761463.2214249998,6.12023038156947,52.0
XCUR,2025-01-23,292.6863275,target,143986.6,138732.0,1918228.5983489996,21.38157894736842,117.0
PDYN,2025-01-23,-1708.432120545241,stop,10140560.266666668,851276.0,8310598.136292002,12.644710578842327,201.0
NTRB,2025-01-23,2217.8616182250057,lock,319032.93333333335,23285.0,177890.10169199997,9.192546583850945,35.0
QBTS,2025-01-28,17.784000000001647,target,106170384.22222222,2568187.0,14860797.392307006,4.753820033955862,312.0
AVL,2025-01-30,-2953.457542500001,stop,478459.4,91977.0,2636417.974233,4.085135599038784,94.0
KC,2025-02-03,118.79102964749976,lock,2268704.55,929574.0,13874504.815421995,19.78537894030851,212.0
NVDQ,2025-02-03,11.470497600001217,target,61445086.65,5415452.0,20613680.383378,7.08762886597938,307.0
ETHT,2025-02-04,-410.6101869365101,tag_bb,1330705.45,390701.0,5117151.226182998,10.490820532034471,163.0
ETHU,2025-02-05,-76.26275999999982,stop,30291754.95,8327884.0,39976369.58320797,7.377049180327876,329.0
NVNI,2025-02-05,-3630.9590131500017,stop,22983062.2,58504.0,355838.010853,8.589951377633701,74.0
KC,2025-02-06,112.72163625000177,tag_bb,3169843.35,252394.0,4257655.969899999,3.6406341749853257,146.0
PGY,2025-02-07,221.09212125000005,tag_bb,1587034.2,603340.0,7460214.715508001,11.55737704918033,252.0
TNXP,2025-02-07,687.1656000000005,lock,113674660.25,734294.0,9697288.044798998,21.203228173147473,100.0
ETHU,2025-02-10,4.02856750000065,target,34046611.85,5781296.0,24932995.747114006,4.624277456647403,324.0
GRRR,2025-02-10,162.5835250155394,eod,2554437.7,221889.0,4485147.107920999,11.497064579256367,121.0
SUUN,2025-02-10,-316.93063144301414,tag_bb,169841.6,71853.0,359183.896641,9.800000000000004,50.0
TSLT,2025-02-13,92.7717887999998,lock,2767006.95,430947.0,11262005.569604995,5.1242829827916,242.0
DOMH,2025-02-13,181.09309369725077,lock,3422982.2,784561.0,6567588.880605004,17.244525547445257,200.0
OPTU,2025-02-13,-5118.264000000003,stop,3298619.05,460251.0,1246357.8282319999,19.33333333333332,48.0
AIFF,2025-02-18,133.2685472000002,target,17373190.65,1420468.0,14440356.163791997,14.093959731543631,277.0
ETHU,2025-02-19,-8.941463474999882,stop,38392180.15,4582662.0,20423694.230818,4.48430493273541,322.0
BKSY,2025-02-19,-1129.4420560558565,stop,2098334.6,234967.0,4780307.974021002,7.410243902439033,148.0
GRRR,2025-02-19,-1094.678582843968,stop,2617633.95,107485.0,2958699.388569001,4.201668480232137,102.0
PLTD,2025-02-20,126.62496123750032,lock,3500114.75,1870284.0,27422275.197370004,6.5045992115637326,292.0
TUYA,2025-02-20,843.4561500000005,eod,4935103.6,468899.0,1529824.4499289999,7.999999999999993,99.0
BILI,2025-02-21,76.25629933999997,lock,8186895.25,1234144.0,28734247.404303007,7.46268656716418,275.0
CENX,2025-02-24,-162.69667750000045,eod,2018699.2,33799.0,613527.8400910001,7.049180327868848,20.0
KOLD,2025-02-24,-56.85781057875016,tag_b1,7809072.85,1955011.0,45083747.086049,4.882379050155339,315.0
SOUN,2025-02-26,119.53294666250082,eod,47280235.65,1062040.0,9802362.232837997,4.029692470837742,244.0
NVDX,2025-02-26,32.757448750001785,tag_bb,17058514.5,1005555.0,11824619.044718992,3.302286198137176,274.0
PDYN,2025-02-26,56.18579094000038,lock,4969483.85,159917.0,1013111.958482,7.718789076369699,134.0
ASPI,2025-02-26,-64.9112625000004,tag_bb,2006425.35,59192.0,262343.184879,6.236080178173724,37.0
LAES,2025-02-27,-259.58539407752704,stop,19467865.75,1841854.0,5900831.786816,10.638297872340429,240.0
EXFY,2025-02-28,182.57104687500023,eod,357141.8,18736.0,65162.532494,12.53644314868805,18.0
MLGO,2025-02-28,-161.7379499999989,stop,34729739.45,450499.0,2084370.5703619986,16.088005739504755,232.0
IBRX,2025-02-28,92.55755671875065,lock,5493054.4,549130.0,1713334.0654580002,5.862295081967224,175.0
CAPR,2025-03-04,-3405.41982,stop,1117339.5,556664.0,8629910.159122001,17.545514511873343,127.0
TSLS,2025-03-04,-1533.5053407000007,stop,10952848.7,2069735.0,23400643.681324992,5.139328054633669,241.0
JFIN,2025-03-05,-42.16316778749998,tag_bb,181970.15,7316.0,69495.400921,4.761904761904773,13.0
XNET,2025-03-05,503.7856339622743,eod,2949952.6,46450.0,183223.32878999997,4.773869346733678,49.0
UVXY,2025-03-10,-24.43905325000045,tag_bb,24367889.95,726862.0,18537152.357728988,6.741573033707859,247.0
FNGD,2025-03-10,195.98142000000055,eod,5545923.65,158304.0,2756905.7387469998,5.691487242531346,96.0
BTCZ,2025-03-10,-208.1363990650112,tag_bb,667861.35,18896.0,130447.40847399997,6.493506493506483,32.0
SKBL,2025-03-10,2058.094633447561,eod,1226600.9,21762.0,202615.00407599998,10.355648535564855,29.0
AVGX,2025-03-12,-167.34168,stop,1109970.4,243293.0,4947526.892865,9.644422795908428,123.0
FNGU,2025-03-12,-159.38719249999886,stop,738058.5,279564.0,4266232.023607,5.943152454780361,86.0
AMTM,2025-03-12,-52.92908887500025,tag_b1,2077702.15,1585153.0,27834689.135702,5.793871866295261,93.0
AVL,2025-03-12,-159.1103737500009,stop,542547.15,73988.0,1633475.9642900003,7.96064400715564,79.0
TSLT,2025-03-14,-183.48032000000023,stop,5439538.9,323529.0,3926553.907533002,3.8834951456310574,225.0
MLGO,2025-03-14,-118.84644987457474,tag_b1,36144841.0,365279.0,1579603.736976,11.888111888111883,99.0
ROBN,2025-03-14,552.2082300000002,eod,1039834.05,88838.0,940171.2609529998,6.0344827586206975,72.0
FNGU,2025-03-14,-99.61523249999922,stop,857575.3125,32653.0,483259.27426500013,2.4999999999999947,35.0
MSTZ,2025-03-18,-234.9878999999993,stop,23326167.4,1901296.0,29803393.06121799,6.475716064757167,299.0
VG,2025-03-19,-4043.3027250000014,stop,8929341.1,134558.0,1567428.8591590002,6.3203463203463235,93.0
HMR,2025-03-27,615.5691192380633,lock,8798889.55,268308.0,924957.6324360003,13.529411764705882,143.0
BIYA,2025-03-28,-439.7828139771862,tag_b1,998628.2,2578.0,16807.148992,3.7537537537537538,7.0
HERE,2025-03-28,707.7243654390508,lock,124151.75,11000.0,34997.56982,4.761904761904759,11.0
EBS,2025-03-31,-1699.826277599995,tag_bb,1402949.55,36755.0,175275.810461,8.847736625514417,36.0
GDXD,2025-04-04,743.5750317749996,eod,4252267.45,1043193.0,6983961.990587999,9.315866084425032,167.0
JDST,2025-04-04,480.25495999999913,eod,1288697.1,54325.0,935879.7188040001,4.628571428571422,48.0
TSL,2025-04-08,-155.4176249999972,stop,1104420.0,150085.0,1379987.0034200002,5.229455709711849,138.0
BYRN,2025-04-08,-159.39884880000005,stop,646420.0,12807.0,212799.234481,3.5119047619047614,18.0
CUK,2025-04-08,-40.489829999999486,tag_bb,1908193.8,137552.0,2109692.899043,5.768025078369906,113.0
PCN,2025-04-08,-148.02269787499932,stop,295719.6,10111.0,123153.057709,3.982926829268296,10.0
CDE,2025-04-09,346.8965812500006,eod,20418207.2,229009.0,1141426.795314,4.940711462450594,87.0
DRIP,2025-04-10,284.0814375000004,eod,1912959.3,26794.0,357702.111032,6.1940298507462686,28.0
SRTY,2025-04-10,47.6886637122002,lock,4297620.75,164821.0,4684408.247965999,7.6277116864940515,106.0
SPXS,2025-04-10,-47.42934567499995,tag_b1,96742256.8,3993578.0,29534204.96982201,6.266666666666663,307.0
FNGD,2025-04-10,-162.3553404999992,stop,6099927.05,665609.0,10090099.133383999,7.031250000000002,160.0
MSTX,2025-04-11,733.5405,eod,12535778.35,1571447.0,35132287.671408005,7.76173285198557,317.0
BBAR,2025-04-14,20.574783459998866,lock,701765.0,54843.0,1065543.8652100002,6.564102564102569,48.0
IOTR,2025-04-14,2306.609839794316,eod,0.0,41177.0,150158.02978899996,19.658119658119645,50.0
USAR,2025-04-16,551.4627402196041,lock,1831996.1,232494.0,3374643.5700639994,9.387755102040822,169.0
ROBN,2025-04-22,184.7694374999992,eod,3035302.95,40602.0,444236.26808599994,6.539509536784731,44.0
ETHU,2025-04-22,-29.47127999999968,tag_bb,30350396.95,146037.0,3951669.0919960006,7.042772861356933,159.0
ROBN,2025-04-23,-63.1382410999987,tag_bb,3047712.95,122664.0,1651459.2058600008,4.94737788971845,93.0
CADL,2025-04-24,-55.318735000000565,tag_bb,1078225.9,698949.0,3658152.3059279993,25.131736526946113,144.0
PONY,2025-04-28,2234.7682612500003,eod,5483873.15,864666.0,6545114.946058002,10.000000000000002,273.0
TMC,2025-04-28,1513.1224092899938,lock,13374452.85,339722.0,1084756.198503,9.146341463414629,118.0
TSLQ,2025-04-30,-173.16610320000035,stop,19633661.35,2800166.0,76333948.91419102,7.106963388370426,287.0
PONY,2025-05-02,778.272,eod,10288955.5,266312.0,2350074.4018359995,3.3557046979865857,156.0
OMH,2025-05-02,97.8769411949996,lock,4667500.05,8201.0,25321.520483,7.15312500000001,16.0
FETH,2025-05-09,-27.512407325000176,tag_bb,1505804.45,62901.0,1474944.9711749998,9.884959522795059,55.0
ALVO,2025-05-09,-175.92224639999864,stop,150482.45,91556.0,941820.2698999998,7.2549019607843155,35.0
ETHE,2025-05-09,-114.98961617443489,tag_bb,4247586.15,575670.0,11289916.084283998,11.629098360655735,180.0
SMCL,2025-05-13,1321.8173774999996,eod,1403729.05,119553.0,1195640.0695580004,6.376811594202899,98.0
SMCX,2025-05-13,1290.4167378375014,eod,3806626.15,324535.0,8810026.173970003,7.183279742765274,191.0
UPC,2025-05-13,107.1603401724996,lock,767487.3,715722.0,4010851.0868219985,93.92033542976941,187.0
NVDG,2025-05-14,-47.11255211250054,tag_bb,320588.6,44354.0,489642.58125200006,3.9963669391462266,60.0
ETHD,2025-05-14,-16.89203999999962,tag_bb,378669.7,175810.0,2721907.8683410003,6.752411575562693,126.0
CONI,2025-05-15,194.52777000000088,eod,689749.05,419825.0,2514448.7275510016,5.500733431124151,194.0
BNGO,2025-05-15,-459.8462429999989,stop,95023.05,51854.0,226416.49786799998,12.735849056603774,66.0
ETHT,2025-05-16,-21.4648587500008,tag_bb,4593534.3,189446.0,1699043.1084170004,6.2011173184357515,105.0
RPAY,2025-05-16,-107.93657965187523,tag_b1,2052041.45,18682.0,75828.50041699999,9.004952723998198,14.0
SMCL,2025-05-16,468.8882433886321,lock,1900798.85,283041.0,4822604.213131,9.375000000000005,151.0
ASST,2025-05-22,27129.826125,eod,36772934.9,1504452.0,14014032.481986,13.104048291640268,268.0
BKKT,2025-05-27,-159.1101674999994,eod,504675.5,14342.0,161486.486463,8.784383318544812,27.0
EDBL,2025-05-28,154.7291922750001,eod,10413362.3,93459.0,314038.01122299995,11.396011396011394,52.0
ALZN,2025-06-03,463.2702721212748,lock,4501816.85,1358920.0,5737096.894021998,44.23592493297587,289.0
UEC,2025-06-03,1262.0847899999987,eod,14673708.15,916526.0,5630984.038865,8.400646203554127,197.0
SXTP,2025-06-05,-807.8014495758243,stop,244033.55,16883.0,49587.47825400001,11.111111111111114,26.0
SPCE,2025-06-06,-222.8222637500002,stop,10452157.15,722290.0,2477389.909483999,12.60744985673352,225.0
SMCL,2025-06-06,-114.03538437499977,stop,2065828.8,111573.0,1569675.5787819999,3.2462949894142614,83.0
TWAV,2025-06-09,859.3147550000008,eod,177228.15,38442.0,131303.86929500004,12.753623188405793,36.0
QTRX,2025-06-10,-464.2616699999869,tag_bb,733925.9,22397.0,125811.05658,5.84070796460177,22.0
HERE,2025-06-10,16298.687160000009,eod,591104.6,57009.0,413944.959566,4.211956521739137,44.0
RGTIW,2025-06-11,118.78563030124972,lock,500973.35,29653.0,130241.40323499999,17.286652078774626,36.0
LAES,2025-06-11,-3757.329180000003,stop,18798505.95,1285507.0,5242951.730388,5.072463768115952,253.0
FMST,2025-06-11,-6298.093230000003,stop,1628635.2,65615.0,242190.25710900006,11.780821917808224,54.0
ARAI,2025-06-12,-959.3834399999888,tag_bb,2609381.210526316,77250.0,686453.8409970001,6.58636510789359,79.0
UMAC,2025-06-13,-61.904763,tag_bb,4022651.7,662663.0,5856483.310438999,7.045454545454535,229.0
SMCZ,2025-06-13,-100.39053020796528,tag_bb,3701432.5,253995.0,1881073.471387,2.684563758389264,145.0
SBET,2025-06-16,99.21014070000004,lock,9191941.8,4674466.0,52648146.54358004,20.718232044198896,321.0
RBNE,2025-06-17,2758.111640625,lock,5407783.4,652571.0,4441852.207018,28.04698972099852,229.0
XTIA,2025-06-17,-948.8258532000048,tag_bb,5787361.3,3610933.0,13904234.165739,73.17073170731709,306.0
AISP,2025-06-24,-266.0224999999997,stop,1121471.05,65382.0,356903.2365599998,6.3063063063063005,98.0
AMPX,2025-06-24,-159.0155877375006,stop,4613296.25,110937.0,405930.98575199983,9.80926430517712,57.0
TEMT,2025-06-24,-292.03774803750014,stop,1131339.35,36510.0,913295.392584,5.043685464654486,61.0
AISP,2025-06-25,-279.4470470999988,stop,1171038.05,169077.0,975295.9611439998,5.263065560253326,153.0
MFI,2025-06-26,75.90731975750026,lock,2625885.2,27740.0,140033.80428500002,11.474469305794617,29.0
SERV,2025-06-26,2816.2827000000125,eod,5722147.5,347818.0,3704946.0627830005,4.24044734389562,159.0
BDMD,2025-06-27,-88.44151875000058,tag_bb,213308.7,11902.0,57396.95688,15.106382978723405,23.0
NKTR,2025-06-30,-268.9746537500005,stop,4826590.45,65764.0,1765455.4744769994,7.325275530250059,85.0
MSTU,2025-07-02,-121.268979699999,stop,38150718.4,3877144.0,29977254.139211006,3.741935483870968,293.0
PRME,2025-07-03,-3539.7928462500013,stop,3547328.5,80859.0,262068.74102099997,6.48148148148148,43.0
DAIC,2025-07-07,634.6363541597337,lock,5656121.777777778,87922.0,562878.583152,12.283464566929124,90.0
XRPT,2025-07-14,45.60965325000012,lock,237055.65,331543.0,6902451.5038169995,7.398452611218557,210.0
NB,2025-07-14,-62.88172499999939,tag_bb,1474979.4,48634.0,157878.247357,7.902735562310023,32.0
BTCS,2025-07-15,-169.69253749999837,stop,10958589.8,597059.0,2543734.602503,5.244755244755236,187.0
ZEPP,2025-07-15,1459.7300417700085,lock,1099999.0,30729.0,316395.33309800003,7.418111753371864,33.0
SOLT,2025-07-16,-41.70766949999926,tag_bb,1265736.65,309940.0,5549898.936951001,6.485587583148549,227.0
RIOX,2025-07-16,-913.104989273074,eod,731478.0,29085.0,505539.95205300004,3.80249716231556,36.0
HELE,2025-07-16,-189.70179990806352,tag_bb,1103035.4,63431.0,1337588.3361230001,4.418625202907918,53.0
ZEPP,2025-07-17,61.44790056500033,lock,1272168.8,66660.0,911259.7654700002,10.537334263782274,66.0
XRPT,2025-07-18,-128.79349098750018,stop,469062.2,443494.0,12483878.57094499,14.700173555768078,257.0
DJTU,2025-07-22,-285.06360000000075,stop,314470.15,47999.0,615200.141384,5.378020265003893,57.0
ALMS,2025-07-25,-220.8659124999997,stop,747535.9,20239.0,82498.657863,4.15647921760391,21.0
OMER,2025-07-25,-5517.068444999995,stop,966140.15,163904.0,619917.500837,17.64705882352942,43.0
XRPT,2025-07-28,-1641.7651077000028,stop,991445.85,316932.0,7414515.003712004,9.199469261388758,176.0
FRMM,2025-07-29,-273.5493327499985,stop,6036893.9,,,,
QURE,2025-07-30,599.4706201500028,lock,1181097.25,136675.0,2029810.1709560005,9.38967136150235,83.0
ASST,2025-08-04,51.7459004425007,lock,7662928.3,55311.0,171605.18435399997,10.09463722397476,60.0
SMCL,2025-08-04,-14.339257799998252,eod,1106121.85,65925.0,1596933.2957089997,3.4156378600822976,63.0
PCT,2025-08-08,-353.457794999999,stop,3272662.25,35015.0,455954.661074,5.690440060698028,30.0
CYD,2025-08-08,907.9031888550096,lock,223001.8,32279.0,904885.6283169999,4.545454545454546,40.0
AXG,2025-08-11,-280.45870874999974,stop,443981.15,194523.0,886777.7034960003,9.761388286334059,45.0
MNTN,2025-08-11,-264.30637499999887,stop,824089.8,25805.0,578295.1535830001,14.957264957264957,20.0
UAMY,2025-08-11,-615.4035775392632,stop,6007334.95,437135.0,1699400.7506029995,7.532467532467534,126.0
NCNA,2025-08-12,53.220412151250336,lock,186988438.0,107192.0,490292.0035740002,13.080168776371309,104.0
ICHR,2025-08-12,-24.918894999999747,tag_bb,1031628.35,31747.0,525637.7543699999,4.381345926800474,31.0
SOLZ,2025-08-13,-30.479504999999744,tag_bb,851123.35,299034.0,6595292.942617001,3.587443946188344,116.0
SOLT,2025-08-13,-130.38149610448275,tag_bb,4058014.65,1818495.0,44134572.569358,7.6923076923076925,313.0
SY,2025-08-18,-118.06342249999852,stop,1783476.75,181764.0,731076.534073,4.962779156327548,75.0
WBTN,2025-08-18,86.2451543891349,tag_bb,1174219.6,40231.0,624965.835765,6.1946902654867175,58.0
TGEN,2025-08-18,-605.8590428795728,tag_bb,1035245.45,58520.0,510444.23333400016,4.494382022471914,52.0
SOLT,2025-08-20,-104.94399200000002,stop,4279617.85,544416.0,10498149.964482997,4.289909416255347,225.0
ALM,2025-08-20,-244.2036756249996,stop,1061886.7,34688.0,145683.002646,3.962703962703961,24.0
NCNA,2025-08-21,1134.4092220799937,lock,129275877.8,53152.0,177669.16432200003,4.477611940298504,63.0
HERE,2025-08-22,11.951026312500268,lock,582658.95,76518.0,649280.5444410001,5.029239766081868,49.0
LPTH,2025-08-22,-162.2962331123508,tag_bb,362828.3,49026.0,193459.047906,6.310606060606055,25.0
BTCZ,2025-08-25,-24.721035462499383,tag_bb,1525049.55,92454.0,283295.570419,4.224335847818958,42.0
SMST,2025-08-25,-155.78930054999978,stop,1445952.25,167561.0,4630425.140917,3.2140248356464536,101.0
CRWG,2025-08-27,-184.9857774999991,stop,1236361.8333333333,263556.0,1812443.8300349999,5.043227665706047,150.0
TONX,2025-08-28,-518.4210102315087,tag_bb,2062260.8,7807.0,122352.864041,6.881028938906743,11.0
CNTN,2025-08-29,457.712870477115,lock,30488577.1,1276420.0,8764330.708893,19.96927803379416,217.0
PMI,2025-09-02,4167.36926999999,eod,0.0,80618.0,377841.7593939998,6.185567010309275,80.0
LPTH,2025-09-03,-1604.982836099984,tag_bb,902390.55,973207.0,5697227.930849999,22.757475083056484,62.0
YDKG,2025-09-04,168.7434519375003,lock,1479553.6,11044.0,55510.291474,5.252525252525248,14.0
NAKA,2025-09-05,595.8698049999999,eod,1234409.4,1742297.0,6660731.818109003,48.857142857142854,260.0
SOLT,2025-09-08,-321.27365141511257,stop,6322702.5,1820156.0,46406440.027079985,8.77464244298415,292.0
TGEN,2025-09-09,-182.65140276249952,stop,859949.45,20364.0,141689.947407,2.4285714285714275,26.0
CRWU,2025-09-09,-87.10196641159804,tag_bb,381181.55,96026.0,1356824.1507359997,5.840957072484166,72.0
FCHL,2025-09-11,795.163302500002,eod,2771239.4,223295.0,1027061.250455,11.555555555555546,51.0
OPAD,2025-09-11,483.4631065557744,lock,22620370.05,743636.0,3189544.1197160003,12.348668280871687,180.0
PACS,2025-09-11,2978.606059935008,eod,757280.9,377541.0,3078013.115415,10.735826296743072,48.0
ZONE,2025-09-12,-210.84751302213868,tag_bb,2077944.65,1017840.0,4616270.705103998,24.378682196790137,277.0
CNTN,2025-09-12,-985.292655965932,stop,31263505.15,170454.0,587914.4368539996,8.059701492537313,112.0
CRCG,2025-09-15,-58.42903249999704,tag_bb,1032886.75,274749.0,2432551.4243360003,4.94266813671444,207.0
CRCA,2025-09-15,-75.55443999999903,tag_bb,2175192.8,533422.0,7508177.444008,4.770674079221685,241.0
CCUP,2025-09-15,-49.54195739999927,tag_bb,289014.95,140299.0,2071788.5631569999,5.08250825082508,133.0
USAR,2025-09-16,-4967.404734599983,stop,4541513.85,647656.0,9300825.030148,6.5068493150684885,108.0
DFNS,2025-09-18,73.14164962499993,eod,11506326.05,1688447.0,10112265.717585001,20.000000000000007,113.0
MVLL,2025-09-18,2.4284831999995085,eod,1572738.75,84954.0,1516379.2541949996,4.643449419568822,74.0
SMU,2025-09-19,-329.8627326750109,tag_bb,1056997.05,249649.0,6156486.463799998,8.192771084337346,197.0
IONZ,2025-09-22,-183.05403214016584,tag_bb,8479238.25,10566497.0,46011725.794656016,13.470319634703193,325.0
BKKT,2025-09-23,-1252.626959999986,tag_bb,2063301.3,233486.0,3589592.538023999,8.653846153846152,125.0
CRCA,2025-09-24,-196.00542499999952,stop,2978471.05,366060.0,5544723.946447002,5.522682445759368,224.0
CRCG,2025-09-24,-211.07773860000023,stop,1662999.95,166624.0,1593095.2037130003,5.90673575129534,133.0
FOFO,2025-09-24,1159.423871340004,lock,1604019.625,7655.0,128376.13767099999,9.216867469879514,18.0
HYPD,2025-09-26,-167.6340075000013,stop,1142077.8,12307.0,111336.58854200001,5.616740088105725,18.0
IONR,2025-09-26,695.7116442936122,lock,85248.0,144776.0,746087.9141589998,14.34343434343434,85.0
SOLT,2025-09-29,1589.5602729236286,eod,7420809.5,1327088.0,30309550.685697995,6.087340097044548,265.0
BKKT,2025-09-29,20762.19768000001,eod,2919208.7,71057.0,1325505.8576030002,5.1482059282371395,72.0
TONX,2025-09-30,-159.3289949999997,stop,993782.9,13198.0,95453.92483300001,2.203856749311297,15.0
BMNU,2025-10-02,-323.76382500000017,stop,0.0,355080.0,10441517.641555002,3.6872652782519695,217.0
RZLV,2025-10-02,-11.065885950000029,tag_bb,28861319.35,2826273.0,15174201.026829999,4.990757855822559,287.0
MRAL,2025-10-02,49.24753269738802,lock,626555.95,60344.0,1513318.753956,5.04930966469427,59.0
CCUP,2025-10-02,1269.03431865,eod,593003.65,45670.0,703805.5369789999,3.022508038585213,76.0
BTQ,2025-10-03,-27.251269100000016,tag_bb,5680126.4,707050.0,5027653.946069998,15.094339622641511,251.0
KULR,2025-10-03,4342.19298,eod,1578435.2,180625.0,899644.0995369995,5.3571428571428665,105.0
DGNX,2025-10-03,-2096.503919999972,tag_bb,607502.65,14947.0,248737.977345,7.59717314487632,16.0
KSCP,2025-10-06,284.0814375000012,eod,315703.7,47707.0,314693.787762,8.421052631578942,65.0
AISP,2025-10-06,592.6455625000012,eod,1078215.4,428994.0,2727889.422038,14.719999999999999,109.0
ALM,2025-10-07,-24.922914999999502,tag_bb,1282761.95,165245.0,1164831.3897189996,5.196629213483147,78.0
GMEX,2025-10-08,-919.4758208418036,stop,646696.2,407881.0,2460117.970935002,22.76801721046971,146.0
NMG,2025-10-08,1701.2816443972151,eod,238598.8,8038.0,25437.134751999998,3.7500000000000036,9.0
HIT,2025-10-08,-556.2754456771881,tag_bb,389835.8,32539.0,124855.66574899996,4.896907216494844,32.0
INFQ,2025-10-09,-1060.8667543283868,stop,4145825.2,473086.0,9512830.364358002,6.693108577094701,202.0
OMEX,2025-10-09,-704.363457324079,stop,2714456.4,415468.0,1311365.1653609998,14.826498422712941,114.0
SLI,2025-10-10,-78.24041999999945,tag_bb,4441559.05,125501.0,579439.5083640001,6.681034482758632,67.0
PDYN,2025-10-10,-71.28459300000071,tag_b1,2617470.2,126003.0,1235682.087688,5.120481927710841,126.0
HSDT,2025-10-13,-24.883840199999604,tag_bb,1967758.95,19248.0,285415.119206,10.269576379974325,21.0
ICHR,2025-10-13,294.7583999999995,eod,1134998.7,3623.0,69217.083984,6.510416666666667,9.0
FLNC,2025-10-13,383.9393675000008,eod,8464862.35,316991.0,4411582.070557001,6.389088298636028,184.0
STEM,2025-10-13,201.13454625000028,eod,429089.3,12985.0,289556.00758,6.801801801801808,30.0
MSTZ,2025-10-14,-166.64478749999893,stop,22274118.65,3876932.0,22100441.873980027,7.6182136602451935,294.0
QCLS,2025-10-15,-63.91198874999986,tag_bb,4113692.7,22001.0,98848.11139800001,9.586056644880165,24.0
CRDU,2025-10-15,-257.86046000000005,stop,216034.1,45475.0,731539.6450500004,10.174781523096124,59.0
OLOX,2025-10-16,-234.96532874999957,stop,4359740.35,154608.0,503857.17276100005,15.076923076923082,74.0
ARCX,2025-10-16,-510.1536412500007,stop,765774.7,38946.0,1055567.3824550002,8.23441682600383,56.0
DUST,2025-10-17,368.48629361250033,eod,12551934.9,2394584.0,21846815.095569998,8.043478260869568,235.0
OLOX,2025-10-17,-674.5730197391401,tag_bb,4515250.15,12872013.0,57520302.725347996,49.09090909090909,327.0
KZR,2025-10-17,4175.1996000000045,eod,137722.85,1240564.0,7212225.223049997,14.638447971781307,262.0
HIMZ,2025-10-20,-201.5600649999993,stop,5661324.45,1133135.0,18900227.204548005,4.466944609886838,283.0
HYMC,2025-10-20,169.59023250000092,eod,1639012.55,36104.0,294834.89249,6.354916067146296,22.0
BTCZ,2025-10-22,-34.980218749999835,tag_bb,2402644.85,64234.0,197736.90336199998,2.418300653594766,42.0
ETHD,2025-10-22,-109.45658249999866,stop,52888850.3,1874591.0,7574387.954008998,5.00625782227784,264.0
