symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,vol_open5,n_prior,rvol_open5,ratr,ratr_tier,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_rvol_key,_sized_pnl,month,_anchor
BMNG,2025-11-28,5.63686,880.4197018000068,1.7608764453969188,lock,0,1,3.804347826086956,82836.0,1.28184835569332,63.28606890929023,3.0,0.8090476190476199,1.0851449275362453,0.0,1.4239948078150866,11.740890688259093,17.55060728744939,0.7612456747404845,812948.95,18.575155026971206,-59.14137675795708,16.53094435756502,2.5862472668179226,0.1116251744143503,0.0940001468752274,0.1736111111111205,1.245667988268423,4.0,28.0,82836.0,14.0,2.394855528572137,0.1736441718286576,narrow,3333.3333333333335,58.69464678666713,0.19794540411144065,Q3,2,-2.394855528572137,58.69464678666713,2025-11,BMNR
BMNG,2025-12-02,4.62383,-1710.6176812999922,-3.421408226513502,stop,0,1,3.1158129175946527,168240.0,1.3695611271284789,36.53077204494591,4.0,0.6426018584703307,1.5590200445434164,1.0,0.1841379213346562,11.414392059553348,15.900744416873447,0.0780274656679155,1093552.5,19.01844780360941,-60.85440278988666,17.00132365669539,3.209729756916106,0.0821210699202339,-0.0146644767714554,0.2425507519073275,0.6068606674853394,1.0,2.0,168240.0,14.0,3.383209492797236,0.1241907102724481,narrow,3333.3333333333335,-114.04117875333282,0.45861729496914677,Q5,1,-3.383209492797236,-114.04117875333282,2025-12,BMNR
LGHL,2025-12-05,4.9147,-2231.9561999999937,-4.46415854477383,stop,0,1,4.115226337448563,68114.0,1.494017438778456,22.39489859605729,1.0,0.2,-2.469135802469138,0.0,-0.638023204299149,10.958904109589051,29.22374429223745,0.0625,161518.25,18.47497668593308,-43.79423601794884,345.9770305599701,5.868773342950409,0.1721496826901962,0.0904515281931584,0.1578047604436127,0.6704349328866847,4.0,5.0,68114.0,14.0,11.368845227592455,0.1955112275172421,narrow,3333.3333333333335,-148.7970799999996,0.20530741107822334,Q3,2,-11.368845227592455,-148.7970799999996,2025-12,LGHL
CAPR,2025-12-05,28.084,-1619.9037485714343,-3.24048670315585,stop,0,1,6.5818997756170585,808162.0,2.4953411643363173,19.142246321541627,4.0,0.9205113636363632,4.188855646970834,1.0,3.0130373165820927,5.275590551181102,29.7244094488189,0.311258278145695,5435692.05,14.30348546546995,-33.762695070596976,83.46545623438021,1.594820479206507,0.1721496826901962,0.0904515281931584,0.1578047604436127,0.6704349328866847,4.0,5.0,808162.0,14.0,3.25662044835181,0.5218658398142977,normal,3333.3333333333335,-107.99358323809562,0.200907897063863,Q3,2,-3.25662044835181,-107.99358323809562,2025-12,CAPR
CRCA,2025-12-16,4.132359999999999,4248.58804800001,8.497613954253765,eod,1,1,4.125000000000001,662479.0,1.4547961611080014,24.49096332558786,5.0,0.9393939393939408,2.750000000000008,1.0,1.7289717800950697,6.10079575596817,27.58620689655171,0.0865384615384614,11742769.55,15.360276666737072,-28.31541218637993,11.177210800620587,1.1251998043340634,0.2473425399723138,0.0500574188039101,-0.2203516812833282,1.1359946700144068,1.0,16.0,662479.0,14.0,1.4412356575024483,0.2388255959849435,narrow,3333.3333333333335,283.23920320000065,0.5054295915252254,Q5,1,-1.4412356575024483,283.23920320000065,2025-12,CRCL
CCUP,2025-12-16,4.4323573,4009.4771280000064,8.019436970931936,eod,1,1,4.204225352112677,61858.0,1.1960592020639242,75.88329882694134,4.0,1.0,3.73474178403757,1.0,2.6021148454324936,5.44554455445544,27.97029702970297,0.0796460176991149,1651657.9,15.27811088641767,-28.871969545181337,11.247478505015248,0.8575613630401309,0.2473425399723138,0.0500574188039101,-0.2203516812833282,1.1359946700144068,1.0,16.0,61858.0,14.0,1.080954372125244,0.2437169629598739,narrow,3333.3333333333335,267.29847520000044,0.5979319641024795,Q5,1,-1.080954372125244,267.29847520000044,2025-12,CRCL
SUPX,2025-12-29,16.21,0.0,0.0,no_fill,0,0,7.468518518518525,55202.0,2.590280267158681,42.31910859779188,2.0,0.4214397884122651,-4.259259259259256,1.0,-0.5466595189791414,8.724832214765094,30.201342281879185,0.0044444444444443,385774.3,15.65195225053372,-48.50603941513032,8.993067713739892,1.3040293249187414,0.1308995709402919,0.0741764235328326,-0.4012689950891602,0.4715023496087657,0.0,29.0,62865.0,14.0,1.9016864554185888,0.5131678538512812,normal,3333.3333333333335,0.0,0.12584841120439724,Q2,3,-1.9016864554185888,0.0,2025-12,SUPX
FLYE,2025-12-30,6.810369999999999,-639.4010999999899,-1.2789319816691112,tag_bb,1,1,3.6927621861152153,89564.0,2.121570122790858,92.87268239784656,2.0,0.2399999999999984,-2.5110782865583445,1.0,-0.4914073097256917,28.098391674550605,14.57521286660359,0.0068804361936908,1164721.35,18.38457465841568,-68.94495412844037,10.07139057910823,0.5535117906098312,0.0903629354862236,-0.0160011637209998,-0.058879116086352,0.4133836869528436,1.0,30.0,89564.0,14.0,71.26838695009663,0.3750643460644624,normal,3333.3333333333335,-42.62673999999933,0.2188468229858024,Q3,2,-71.26838695009663,-42.62673999999933,2025-12,FLYE
XRPT,2026-01-06,8.26,0.0,0.0,no_fill,0,0,1.4568651275820104,318474.0,0.525439608768548,61.056505823665816,1.0,0.6663886572143509,-0.1215066828675551,0.0,0.2720815999840565,6.33074935400517,17.829457364341085,0.8623188405797105,2159293.25,7.903521158005988,3.7831021437578896,10.11638896076487,2.5537485471229995,0.1162909016905723,0.0639599959298263,0.0305356831268427,0.7682394674400229,1.0,6.0,318474.0,14.0,3.9452556617580696,0.2066738598968127,narrow,3333.3333333333335,0.0,0.184544702588177,Q2,3,-3.9452556617580696,0.0,2026-01,
RGTX,2026-01-22,14.563559999999995,-1982.7634799999817,-3.9657885846592102,stop,0,1,3.672316384180788,276295.0,1.9442403320304804,9.00211234182491,3.0,0.507884615384614,0.7351694915254164,0.0,-0.2599303145831038,6.626506024096392,34.26204819277108,0.3142857142857143,3303337.2,15.704463098592436,-27.158995041050225,8.111899395538396,2.335497568943309,0.1333623251431411,0.013046314416182,0.6492559089582792,1.11915555070652,3.0,22.0,633847.0,14.0,5.197019016216786,0.2221771249672677,narrow,3333.3333333333335,-132.1842319999988,0.18445586486134266,Q2,3,-5.197019016216786,-132.1842319999988,2026-01,RGTI
NBIG,2026-01-26,8.804033099999998,-1968.4214691945456,-3.9369922311108656,stop,0,1,5.606807511737074,86555.0,2.35966308774753,46.0260281099726,4.0,0.6698764915218743,1.1737089201877893,1.0,-0.2826566232736223,8.535031847133757,11.210191082802549,0.181818181818181,648919.65,12.396938237498704,-21.294029616354592,8.975230446498541,1.183974009725241,0.2034845829652391,0.1173113965849269,0.1828127040320344,0.9029780243208204,0.0,26.0,86555.0,14.0,2.294232469551158,0.3638557902762647,normal,3333.3333333333335,-131.22809794630305,0.22956808399165268,Q3,2,-2.294232469551158,-131.22809794630305,2026-01,NBIS
CRMX,2026-02-03,17.90355,6215.5506792,12.434406025620618,eod,1,1,9.422492401215807,71677.0,3.426216672962738,107.93374137231388,4.0,0.7870967741935473,6.504559270516719,0.0,1.270429624752667,13.6049723756906,40.01381215469613,0.0507421470486711,648964.2142857143,34.50160596135346,-65.80752442319684,25.56773403737804,1.8332859868236184,0.1867252696743896,-0.0172361787391741,0.1150400483168301,31.02747003056668,1.0,3.0,71677.0,14.0,2.0246065196382057,,unknown,3333.3333333333335,414.37004528,0.14184417331497748,Q2,3,-2.0246065196382057,414.37004528,2026-02,CRML
SPAI,2026-02-24,4.2,0.0,0.0,no_fill,0,0,6.638095238095247,73310.0,2.7004015576825005,60.52115706736111,2.0,0.5885939741750363,-2.730952380952381,1.0,0.77574297113759,6.060606060606066,20.454545454545457,0.0864197530864195,417774.95,12.150081903897998,-34.984520123839005,7.312845653926557,5.047564484179819,0.2445373221880068,-0.1627804663440407,-0.071806444994799,1.0987018495256498,1.0,24.0,102702.0,14.0,0.558713515101447,0.5379493259232541,normal,3333.3333333333335,0.0,0.17760764085440364,Q2,3,-0.558713515101447,0.0,2026-02,SPAI
SHLS,2026-02-25,7.43,0.0,0.0,no_fill,0,0,4.450625869262857,630273.0,2.097779616873543,82.15125662276593,3.0,0.7187499999999999,2.0862308762169604,0.0,0.7261763374530668,5.193855157278718,23.262618873445497,0.0597484276729558,5196040.4,8.135890365726862,-35.544598834603306,8.25595434904137,4.745264297791064,0.1651719091844254,0.0941769657630474,0.4117261948061289,1.2780416373223291,2.0,25.0,742287.0,14.0,3.815617716302411,0.3414934632045344,normal,3333.3333333333335,0.0,0.34846837459618163,Q4,0,-3.815617716302411,0.0,2026-02,SHLS
MST,2026-02-25,3.5104999999999995,2720.087602000008,5.440551581358414,scale_eod,1,1,2.325581395348839,71770.0,0.6954834357746622,65.80988131551823,2.0,0.6250000000000028,0.8720930232558213,0.0,0.2782532793496834,6.172839506172831,11.728395061728392,0.7631578947368424,623451.2,14.52661717225125,-44.87179487179488,16.083316632435842,1.2662835519444025,0.1651719091844254,0.0941769657630474,0.4117261948061289,1.2780416373223291,2.0,25.0,71770.0,14.0,2.221991251619866,0.1394335809559909,narrow,3333.3333333333335,181.3391734666672,0.20775072957981008,Q3,2,-2.221991251619866,181.3391734666672,2026-02,MSTR
RBNE,2026-02-27,4.2,0.0,0.0,no_fill,0,0,2.6442307692307767,92963.0,1.77583392119265,39.06946627660549,2.0,0.2327272727272706,-1.0673076923077027,1.0,-0.6964220207548676,7.493540051679587,15.50129198966409,0.099849974995833,532583.95,14.121837879506996,-21.36105860113421,7.828526667094085,2.08270076482778,0.1991040318566471,0.1074868971979183,-0.9009139706948968,1.0099039711767417,4.0,27.0,92963.0,14.0,4.839824328495301,0.202812557487703,narrow,3333.3333333333335,0.0,0.21587586766146313,Q3,2,-4.839824328495301,0.0,2026-02,RBNE
ANTX,2026-03-09,3.09927,24238.75590996,48.480009859084014,scale_eod,1,1,3.973509933774824,239287.0,1.938367795666738,63.79415659881855,2.0,1.0,2.3178807947019817,1.0,2.453857684109699,5.964912280701752,49.12280701754386,0.9142857142857144,515058.2,8.95512723495218,1.6835016835016776,16.666831459037926,13.54804563833757,0.2836177013460565,-0.0060024910337735,-0.8908652845117357,1.1635763397409702,0.0,9.0,239287.0,10.0,24.75246193313472,0.6323120828953426,wide,3333.3333333333335,1615.9170606640002,0.10905223437515178,Q2,3,-24.75246193313472,1615.9170606640002,2026-03,ANTX
ANNA,2026-03-20,4.112299999999999,28245.7251101,56.49445188341748,scale_eod,1,1,6.281407035175867,237204.0,2.3534206956692114,35.98195659670956,3.0,0.8000000000000004,1.758793969849242,0.0,2.077967909331317,5.0131926121372015,17.150395778364114,0.2923076923076922,678720.85,20.72526744705013,-26.972477064220183,13.879716882153728,3.0071110972942705,0.2574218214497785,-0.2208648763918364,-0.4986359502879606,1.059983856148861,4.0,20.0,237204.0,14.0,5.328092184323723,0.2929322769970872,narrow,3333.3333333333335,1883.0483406733333,0.20923705133927362,Q3,2,-5.328092184323723,1883.0483406733333,2026-03,ANNA
CWVX,2026-03-31,17.873459999999998,-618.5006099999865,-1.2371974984138223,tag_bb,0,1,4.006968641114991,149174.0,1.7548889468216926,33.13818388875405,4.0,0.9710144927536238,3.3681765389082576,1.0,2.012501065261416,10.882163554410814,26.0785576303928,0.2419753086419749,1704604.35,12.868792542636497,-33.8328530259366,9.814222478187132,1.1912412402326673,0.0,0.0,1.1029004541354854,1.6055119409962268,1.0,31.0,149174.0,14.0,2.2864243431460456,0.228494424336881,narrow,3333.3333333333335,-41.2333739999991,0.45821665592961386,Q5,1,-2.2864243431460456,-41.2333739999991,2026-03,CRWV
UGRO,2026-04-06,20.9,0.0,0.0,no_fill,0,0,2.904972919743968,36683.0,1.5695473286866422,32.35114189118293,1.0,0.4067796610169526,1.1816838995568784,0.0,-0.6414611533404354,6.894736842105257,18.30421052631578,0.2092702283052501,15128572.8,28.971603793509345,-45.10810810810811,101.06324016618706,0.0633043190961146,0.0,0.0,0.0045743561593664,1.641148893365774,0.0,6.0,36683.0,14.0,0.0556501005427695,0.0896797189944937,narrow,3333.3333333333335,0.0,0.2722999367702742,Q3,2,-0.0556501005427695,0.0,2026-04,UGRO
FLZH,2026-04-06,20.9,0.0,0.0,no_fill,0,0,2.904972919743968,36683.0,1.5695473286866422,32.35114189118293,1.0,0.4067796610169526,1.1816838995568784,0.0,-0.6414611533404354,6.894736842105257,18.30421052631578,0.2092702283052501,15128572.8,28.971603793509345,-45.10810810810811,101.06324016618706,0.0633043190961146,0.0,0.0,0.0045743561593664,1.641148893365774,0.0,6.0,36683.0,14.0,0.052404205503767,0.0896797189944937,narrow,3333.3333333333335,0.0,0.2722999367702742,Q3,2,-0.052404205503767,0.0,2026-04,FLZH
ALOY,2026-04-09,9.0,0.0,0.0,no_fill,0,0,7.947805456702254,185843.0,2.315624567339063,18.80858689848252,4.0,0.9253731343283572,6.168446026097267,1.0,3.694867331208272,5.506883604505625,13.08886107634543,0.3721552878179391,1650340.15,13.450909650793635,-52.26500566251416,8.355877068449066,0.9283225642907617,0.0,0.0,-0.1730743628052778,0.9219109964888992,3.0,9.0,185843.0,14.0,1.803264281491431,0.576802719247403,normal,3333.3333333333335,0.0,0.19245419489871443,Q2,3,-1.803264281491431,0.0,2026-04,ALOY
UGRO,2026-04-10,17.849387999999998,-244.15756799998545,-0.4883528779809975,tag_bb,1,1,4.802325581395352,36066.0,1.779152215577812,60.591029741815625,4.0,0.5447941888619886,1.2790697674418745,1.0,0.5711409632680431,11.111111111111104,19.767441860465105,0.1405228758169934,15249521.4,30.53203143301972,-53.51351351351351,101.76232904054554,0.0384923555699262,0.0,0.0,0.2073803885808536,1.0717481862668985,4.0,10.0,36066.0,14.0,0.0541512424111161,0.1113864207308733,narrow,3333.3333333333335,-16.27717119999903,0.2901622318325762,Q4,0,-0.0541512424111161,-16.27717119999903,2026-04,UGRO
XNDU,2026-04-15,17.3,0.0,0.0,no_fill,0,0,3.077816492450645,308891.0,1.195719131761598,48.45432062482852,3.0,0.8867924528301846,0.1161440185830405,0.0,0.4706890015905716,16.115981119352654,27.039784221173303,0.6334164588528678,837551.5,16.522976570416713,5.644171779141092,13.847969265615898,4.060945506037539,0.0,0.0,0.1151974195777949,0.980016594646664,2.0,15.0,438097.0,14.0,9.268741546715026,0.2739952155064845,narrow,3333.3333333333335,0.0,0.28148633436209386,Q3,2,-9.268741546715026,0.0,2026-04,XNDU
SMU,2026-04-15,13.95173,1430.6367934599984,2.861900423818405,lock,1,1,6.320091673032843,92907.0,2.7440566973416254,29.06307668350229,3.0,0.8428623232201126,5.271199388846444,0.0,1.317129501524691,9.5397489539749,23.808368200836824,0.2444553794242729,657077.15,13.116957907314124,-32.63688760806916,9.286276336376652,3.4436641115887228,0.0,0.0,0.1151974195777949,0.980016594646664,2.0,15.0,121339.0,14.0,4.085399786921399,0.4706505238547698,normal,3333.3333333333335,95.37578623066656,0.2277527091606448,Q3,2,-4.085399786921399,95.37578623066656,2026-04,SMR
ROLR,2026-04-16,6.4192,7468.734191600005,14.937722682990964,scale_eod,1,1,3.90625,68642.0,2.1344557523921006,83.5911159905868,2.0,0.5199999999999996,-1.8750000000000016,0.0,0.4928869353967669,6.666666666666672,26.16666666666667,0.1273885350318472,4881645.4,13.246168267956843,-45.48551959114139,13.13179959040546,0.830959782535618,0.0,0.0,0.1600137154613096,1.0939355559281985,3.0,16.0,151729.0,14.0,0.4016543377297991,0.2554259775517055,narrow,3333.3333333333335,497.9156127733337,0.2777027364469595,Q3,2,-0.4016543377297991,497.9156127733337,2026-04,ROLR
HOOG,2026-04-17,29.13715,-1065.4401706928577,-2.1309080687615056,stop,0,1,4.446816079686944,117210.0,1.7921295870331893,36.227032862179534,3.0,1.0,3.344005691924586,1.0,2.575154815673288,7.3720397249809,13.636363636363638,0.5210084033613444,636634.45,9.981257012159348,0.7888131946934345,9.176188877843476,3.119344232785392,0.0,0.0,0.6384858763503717,0.8236033436002577,4.0,17.0,244884.0,14.0,6.289709527277798,0.5452095648346544,normal,3333.3333333333335,-71.02934471285718,0.3034864304632566,Q4,0,-6.289709527277798,-71.02934471285718,2026-04,HOOD
FLYX,2026-04-20,3.01,0.0,0.0,no_fill,0,0,3.322259136212613,66872.0,1.2222977541457491,36.148670520059234,1.0,0.0,-3.322259136212613,0.0,-1.8783361244635337,5.614035087719287,24.73684210526316,0.0921985815602836,745321.9,10.99095276451922,-13.753581661891127,9.45803752926918,3.990167201580954,0.0,0.0,-0.1915115329371692,0.80265702484049,0.0,20.0,66872.0,14.0,2.133894951815687,0.3382803941430508,normal,3333.3333333333335,0.0,0.13263707990116394,Q2,3,-2.133894951815687,0.0,2026-04,FLYX
LITZ,2026-05-14,16.007779699999997,-43.0652330999841,-0.0861437392219666,tag_bb,0,1,4.200769724182166,136033.0,1.7529855729822317,170.41795579317204,2.0,0.6642235455794789,0.9621552277100728,1.0,1.2701392568403576,5.766621438263226,13.696065128900942,0.4160887656033288,529569.6,16.85243304898854,-48.6156888595913,12.642882819351382,3.607684429015563,0.0,0.0,0.1805175735205011,0.8912219870426187,3.0,14.0,136033.0,14.0,3.8991423558291753,0.1661122782655012,narrow,3333.3333333333335,-2.87101553999894,0.22961741333764657,Q3,2,-3.8991423558291753,-2.87101553999894,2026-05,LITE
FRMM,2026-05-18,4.0654,0.0,0.0,no_fill,0,0,1.635000000000009,68293.0,0.3770000000000006,129.82984608252002,0.0,0.0,0.0,0.0,-0.3931977413116289,8.108108108108103,39.99999999999999,0.0,968788.6,12.96899275973091,-31.85689948892675,8.47438373110033,0.8722645993150622,0.0,0.0,0.0892893380413276,0.8930053638776971,0.0,18.0,68293.0,14.0,3.5275830516979294,0.1197994318419916,narrow,3333.3333333333335,0.0,0.3220561548331755,Q4,0,-3.5275830516979294,0.0,2026-05,FRMM
YSS,2026-05-18,26.51932,-1993.4880182982104,-3.9878598899109807,stop,0,1,5.700712589073639,148208.0,1.8540310467323744,41.51507793167555,3.0,0.7916666666666664,3.4837688044338835,0.0,0.9259318126391975,5.162364696086603,17.73522064945878,0.1478873239436618,2687021.3,12.688259492620228,-43.28693309384823,9.224913762487596,1.7184143646349213,0.0,0.0,0.0892893380413276,0.8930053638776971,0.0,18.0,155501.0,14.0,2.5644935952861685,0.365109475613497,normal,3333.3333333333335,-132.8992012198807,0.3547793169412901,Q4,0,-2.5644935952861685,-132.8992012198807,2026-05,YSS
OKLL,2026-05-26,10.5292,0.0,0.0,no_fill,0,0,6.686947988223749,1715140.0,2.129209436972896,37.248135718125305,2.0,0.839741708247726,2.2571148184494643,1.0,2.194221243733051,18.76456876456876,13.98484848484848,0.1499291607633969,14275534.1,15.931090124669812,-24.935543278084715,14.727968302931762,1.0912732855298213,0.0,0.0,0.5860737084920343,0.9100944110308964,1.0,26.0,2464088.0,14.0,3.580263918796005,0.3893687316048989,normal,3333.3333333333335,0.0,0.20488907284779373,Q3,2,-3.580263918796005,0.0,2026-05,OKLO
AAOG,2026-06-10,10.982849999999996,-4064.70839999998,-8.130403310616058,stop,0,1,8.02644003777148,266435.0,2.651553620443261,100.45077004912235,2.0,0.6705882352941183,0.7554296506137872,0.0,1.8109192858986696,11.946215076269311,71.52295478810558,0.0481673071238544,527883.7,27.35998266619627,-53.91584746537161,19.54999435275761,4.343074052106553,0.0,0.0,-0.4965741808561113,2.203481733745452,2.0,10.0,266435.0,14.0,9.529708724965955,0.244556791362647,narrow,3333.3333333333335,-270.98055999999866,0.1879704413387941,Q2,3,-9.529708724965955,-270.98055999999866,2026-06,AAOI
ATOM,2026-06-18,8.97,0.0,0.0,no_fill,0,0,5.877739331026537,89449.0,2.084298331219017,135.7523420314021,1.0,0.4464285714285726,0.2064590542099298,0.0,0.4897025759638069,6.119951040391677,11.872705018359838,0.041237113402061,1460590.8,11.961294220646629,-29.882733522038013,9.541159406276948,0.8532862181522709,0.0,0.0,0.9177283524076812,1.0459477176034118,3.0,18.0,94160.0,14.0,2.0569762960258275,0.5075336719173803,normal,3333.3333333333335,0.0,0.21021822916186167,Q3,2,-2.0569762960258275,0.0,2026-06,ATOM
BEZ,2026-06-23,12.93,0.0,0.0,no_fill,0,0,6.067961165048544,86434.0,2.086263672243276,55.39721464651949,4.0,0.5666666666666677,1.9822006472491989,1.0,1.2381814687768529,21.35493372606773,12.547864506627397,0.1588419405320822,2113778.15,15.924490910292432,-51.49136577708007,224.6513533965457,0.2797138384650253,0.0,0.0,-1.4212979755235886,1.0924426803184577,1.0,23.0,142881.0,14.0,3.636633693966559,0.1809010420478857,narrow,3333.3333333333335,0.0,0.2143318790107346,Q3,2,-3.636633693966559,0.0,2026-06,BE
AIBZ,2026-06-24,9.91,0.0,0.0,no_fill,0,0,4.306722689075632,74770.0,1.7539856707601422,38.739969365614,5.0,0.9756097560975616,3.991596638655471,1.0,1.4775499757486177,5.895439377085643,12.05895439377087,0.5903514435937643,617528.7,17.452165037866198,-7.121951219512199,13.430521437961724,1.0969757357026484,0.0,0.0,0.2167452765887726,0.8438346425717425,2.0,24.0,75370.0,10.0,1.4657863261992046,,unknown,3333.3333333333335,0.0,0.2737456750111199,Q3,2,-1.4657863261992046,0.0,2026-06,AIBZ
SNDG,2026-06-25,27.33175,-1934.586145035713,-3.86996402666182,stop,0,1,3.6466165413533793,66088.0,1.5176101653166014,49.80624759472976,3.0,0.8969072164948437,2.06766917293232,1.0,1.4370597662489109,31.683168316831694,16.584158415841575,0.4179104477611938,745103.95,15.160154404326306,-13.636363636363631,13.633759375694538,1.993904340461489,0.0,0.0,0.773280235666352,1.0626808321527643,3.0,25.0,66088.0,14.0,1.1314348744299914,0.2408559921271319,narrow,3333.3333333333335,-128.97240966904755,0.3651595797030532,Q4,0,-1.1314348744299914,-128.97240966904755,2026-06,SNDK
MUZ,2026-06-26,10.47,0.0,0.0,no_fill,0,0,4.284323271665056,850844.0,1.7280300775399473,47.11149557313862,2.0,0.6136363636363649,0.2921129503408095,0.0,0.1463267069760069,13.10572687224669,33.559471365638764,0.3174061433447099,5701982.666666667,16.866506473751087,-57.06216578937466,16.867222608311508,5.568919068384868,0.0,0.0,-0.7292659675881662,1.1904923894065988,4.0,26.0,850844.0,11.0,3.288682307608787,,unknown,3333.3333333333335,0.0,0.20953630978312796,Q3,2,-3.288682307608787,0.0,2026-06,MU
MUD,2026-06-26,10.01,0.0,0.0,no_fill,0,0,2.300706357214932,1538611.0,0.9146141304753044,28.234085807923165,2.0,0.6710526315789501,0.2522704339051498,0.0,0.4990574172601379,6.330472103004291,13.251072961373405,0.336032388663968,19621996.25,7.189274933999632,-32.16974674880218,7.965021982736305,2.14526806873689,0.0,0.0,-0.7292659675881662,1.1904923894065988,4.0,26.0,2046884.0,14.0,1.7408540448871528,0.174923338435529,narrow,3333.3333333333335,0.0,0.31470479196851314,Q4,0,-1.7408540448871528,0.0,2026-06,MU
CORD,2026-07-01,7.0,0.0,0.0,no_fill,0,0,5.105105105105103,566097.0,2.148117917096079,57.3373501216227,3.0,0.3823529411764704,1.9519519519519504,0.0,-0.5460905083233116,21.311475409836063,13.479052823315122,0.0405405405405408,4989898.25,14.763205508131136,-6.197183098591543,9.120121108114647,0.4332755682944036,0.0,0.0,-0.237020769447083,1.6564814443894391,2.0,1.0,2705600.0,14.0,12.276244010702952,0.4379198867759383,normal,3333.3333333333335,0.0,0.1564271379394655,Q2,3,-12.276244010702952,0.0,2026-07,CRWV
IREG,2026-07-06,11.35396,1758.0078249999972,3.5166144675514035,eod,1,1,5.483271375464683,43015.0,1.5719791153346536,60.45937939417302,3.0,0.5,2.4628252788104144,0.0,0.0782613326242746,16.073354908306367,32.740021574973035,0.1911037891268533,428122.85,18.780674948694926,-60.88695019992729,11.742198900670656,1.647172067550237,0.0,0.0,0.5317006364295546,1.1386683490743703,0.0,6.0,57398.0,14.0,4.209916385506821,0.2193153557001633,narrow,3333.3333333333335,117.20052166666649,0.2422885471749677,Q3,2,-4.209916385506821,117.20052166666649,2026-07,IREN
IREX,2026-07-06,20.31075,1669.1486400000058,3.3393153871718297,eod,1,1,6.328451882845193,66803.0,2.206206666461945,57.90225623429438,2.0,0.5371900826446295,2.981171548117156,0.0,0.1721303350688353,15.738498789346256,33.11138014527846,0.1974405850091407,787747.35,18.977309865052234,-60.16666666666667,11.81470974366916,1.9290195009859443,0.0,0.0,0.5317006364295546,1.1386683490743703,0.0,6.0,92115.0,14.0,3.025563183010431,0.2490223118416203,narrow,3333.3333333333335,111.27657600000039,0.16785897817023798,Q2,3,-3.025563183010431,111.27657600000039,2026-07,IREN
AMPU,2026-07-09,4.225,0.0,0.0,no_fill,0,0,5.357142857142849,21425.0,0.6771762226037257,91.30454312333896,3.0,0.3995555555555566,-2.6214285714285737,1.0,1.1621488928139492,12.000000000000004,13.474666666666655,0.5145458143677023,367816.3,18.32146710588683,-64.97080900750626,11.372375747283506,2.886601273516155,0.0,0.0,0.2616045076469071,0.7751141466417582,3.0,9.0,21425.0,14.0,2.45085222165934,0.2212096642894905,narrow,3333.3333333333335,0.0,0.12818378207742653,Q2,3,-2.45085222165934,0.0,2026-07,AMPX
LITZ,2026-07-13,17.773159999999997,-2178.3713145871448,-4.357099991544237,stop,0,1,5.191873589164776,27079.0,2.7878811245009856,47.77232887698354,3.0,0.3804347826086941,-3.216704288939054,1.0,-0.0448901229195002,6.1077844311377225,11.568263473053907,0.0993322635747192,565640.8,14.309239880198438,-25.85774058577406,10.488722352459067,0.9412598949722156,0.0,0.0,-0.3284985760646424,0.903043027364542,0.0,13.0,27079.0,14.0,1.030534994413833,0.3036790433167027,normal,3333.3333333333335,-145.22475430580965,0.11242693450015977,Q2,3,-1.030534994413833,-145.22475430580965,2026-07,LITE
IONX,2026-07-14,28.053909999999995,-2495.851379999989,-4.992494807319173,stop,0,1,4.613733905579396,57805.0,1.89340046381199,41.21734948061755,1.0,0.3255813953488387,-3.075822603719597,0.0,-0.0565712361944466,6.880733944954132,19.80122324159021,0.0791505791505791,919549.1,15.439987748695918,-62.72,9.442684508317452,1.6731689476940383,0.0,0.0,0.2322570311144345,0.86909065150585,1.0,14.0,91651.0,14.0,2.291013169923437,0.1797115817566225,narrow,3333.3333333333335,-166.39009199999927,0.2145255355539414,Q3,2,-2.291013169923437,-166.39009199999927,2026-07,IONQ
JLHL,2026-07-17,10.16039,-4230.583699999992,-8.461289379639938,stop,0,1,8.453608247422684,105856.0,3.2821747730334097,43.130363535278654,4.0,0.7682926829268278,2.4742268041237137,1.0,2.386475370169024,14.928909952606634,19.520142180094776,0.1881638846737474,6270544.25,52.24658404469517,-76.83078591407327,76.89850272447408,0.1255283383097089,0.0,0.0,-1.1508951406649597,0.7421292664490987,4.0,17.0,174101.0,14.0,1.490445828714062,0.1851431433113044,narrow,3333.3333333333335,-282.0389133333328,0.11698497847778891,Q2,3,-1.490445828714062,-282.0389133333328,2026-07,JLHL
