day,symbol,entry_m,ctrl,dist
2025-01-16,ARQQ,0,NGVT,2.157064649419141
2025-01-16,ARQQ,0,ALT,2.216375419675583
2025-01-16,ARQQ,0,RNAC,2.2531602276909415
2025-01-21,RGTIW,0,SGMT,0.15885393824589156
2025-01-21,RGTIW,0,POET,0.3664465616922761
2025-01-21,RGTIW,0,OSTX,0.4005081495124516
2025-01-21,RGTIW,0,AISP,0.4053746466058403
2025-01-21,RGTIW,0,SPCE,0.4090191559167027
2025-01-21,RGTIW,0,CMPS,0.49630420759764093
2025-01-21,RGTIW,0,HUYA,0.5080362907609153
2025-01-21,RGTIW,0,IDAI,0.5121146129421916
2025-01-21,RGTIW,0,HNST,0.5257103184361751
2025-01-21,RGTIW,0,MASS,0.5415625780605191
2025-01-21,RGTIW,0,CYH,0.5709814186218092
2025-01-21,RGTIW,0,EU,0.5716328776975317
2025-01-21,RGTIW,0,TDUP,0.6191440614058346
2025-01-21,RGTIW,0,CADL,0.6902931802577212
2025-01-21,RGTIW,0,LU,0.6959979520989343
2025-01-21,RGTIW,0,CLNE,0.7102472889935316
2025-01-21,RGTIW,0,WKEY,0.7347100798341453
2025-01-21,RGTIW,0,AUPH,0.838600311740215
2025-01-21,RGTIW,0,NEXT,0.9057748308399458
2025-01-21,RGTIW,0,VNET,0.9520265135599937
2025-01-21,RGTIW,0,BFLY,0.9547917849267353
2025-01-21,RGTIW,0,PSNL,0.9569881381009191
2025-01-21,RGTIW,0,BORR,0.9983192890012158
2025-01-21,RGTIW,0,OUST,0.9987300875299598
2025-01-21,RGTIW,0,BARK,1.0211195908854025
2025-01-22,MOB,0,ARQQW,0.2664938727947004
2025-01-22,MOB,0,BFRG,0.8073350800555169
2025-01-22,MOB,0,MOBX,0.8418153166421334
2025-01-22,MOB,0,EVAX,0.8951749984346892
2025-01-22,MOB,0,ALXO,0.9918880333127487
2025-01-22,MOB,0,PRSO,1.2258820928161578
2025-01-22,MOB,0,ANIX,1.3426721078613166
2025-01-22,MOB,0,BQ,1.363487586926404
2025-01-22,MOB,0,AUROW,1.3854347475470503
2025-01-22,MOB,0,NXGL,1.4165931075212563
2025-01-22,MOB,0,MASK,1.5922034773271712
2025-01-22,MOB,0,JMIA,1.7946520892822933
2025-01-22,MOB,0,ARLO,1.8321082510790587
2025-01-22,MOB,0,ASM,1.856093019177729
2025-01-22,MOB,0,BRN,1.897673907471722
2025-01-22,MOB,0,RADX,1.9100987404681917
2025-01-22,MOB,0,RDI,1.976644965353925
2025-01-22,MOB,0,RGNX,1.983572713475193
2025-01-22,MOB,0,DRD,2.0687940128336906
2025-01-22,MOB,0,ONMD,2.1184774866308245
2025-01-22,MOB,0,ALTG,2.14694500794755
2025-01-22,MOB,0,OKYO,2.271803581078725
2025-01-22,MOB,0,CRML,2.37919920223901
2025-01-22,MOB,0,ASUR,2.5351770068692696
2025-01-22,MOB,0,NINE,2.6051193826725676
2025-01-23,PDYN,0,EOSE,0.6332182537073596
2025-01-23,PDYN,0,VIR,0.6419639595511359
2025-01-23,PDYN,0,IOVA,0.6593290428183272
2025-01-23,PDYN,0,CLOV,1.041673768949412
2025-01-23,PDYN,0,ARDX,1.0864349381879186
2025-01-23,PDYN,0,NFE,1.1374986716056639
2025-01-23,PDYN,0,ACAD,1.138904446961384
2025-01-23,PDYN,0,HIMX,1.1421050760079736
2025-01-23,PDYN,0,GME,1.1423016451587813
2025-01-23,PDYN,0,TIGR,1.1978056361217755
2025-01-23,PDYN,0,FLNC,1.2199409277148203
2025-01-23,PDYN,0,GETY,1.2835752546152612
2025-01-23,PDYN,0,VATE,1.2838856695358416
2025-01-23,PDYN,0,XRX,1.3388062204874465
2025-01-23,PDYN,0,BDMD,1.5657456573644424
2025-01-23,PDYN,0,BORR,1.5980066283592118
2025-01-23,PDYN,0,ALT,1.6256927468235463
2025-01-23,PDYN,0,GFAI,1.6655442372945592
2025-01-23,PDYN,0,VS,1.6824073896644753
2025-01-23,PDYN,0,BTU,1.6924383572466488
2025-01-23,PDYN,0,TRIP,1.7292297891509727
2025-01-23,PDYN,0,MBOT,1.7959175391502802
2025-01-23,PDYN,0,AIOT,1.863296250655129
2025-01-23,PDYN,0,TOST,1.9215488129783544
2025-01-23,PDYN,0,PBI,1.9558960950772575
2025-01-23,NTRB,0,ELDN,0.07002312724235349
2025-01-23,NTRB,0,ENTX,0.6540650492917961
2025-01-23,NTRB,0,FLWS,0.8502470076982882
2025-01-23,NTRB,0,GNLX,0.8783189704859553
2025-01-23,NTRB,0,SYPR,0.9453890152951231
2025-01-23,NTRB,0,RADX,1.0007363294369205
2025-01-23,NTRB,0,UFG,1.0089872794447783
2025-01-23,NTRB,0,PWM,1.0574809862135226
2025-01-23,NTRB,0,COEP,1.0696216775863174
2025-01-23,NTRB,0,GELS,1.1413809077069008
2025-01-23,NTRB,0,MTW,1.1804433551582219
2025-01-23,NTRB,0,ARDT,1.2051737218800467
2025-01-23,NTRB,0,SMTK,1.2837679465765144
2025-01-23,NTRB,0,OKUR,1.2880098597372271
2025-01-23,NTRB,0,NVNI,1.3466758686454148
2025-01-23,NTRB,0,AISPW,1.363946960620419
2025-01-23,NTRB,0,RNAZ,1.5049757127749575
2025-01-23,NTRB,0,AMTX,1.51165362343023
2025-01-23,NTRB,0,CRML,1.533567867623021
2025-01-23,NTRB,0,MPU,1.6172789795669877
2025-01-23,NTRB,0,SIFY,1.6237413193881687
2025-01-23,NTRB,0,NFBK,1.7588012039480523
2025-01-23,NTRB,0,LZ,1.79720999493347
2025-01-23,NTRB,0,KNSA,1.8332632179527217
2025-01-23,NTRB,0,HTCR,1.989052470677203
2025-02-04,ETHT,0,PINC,0.6428405709502103
2025-02-04,ETHT,0,SCO,0.8067411746400754
2025-02-04,ETHT,0,SMCX,0.8681614849491566
2025-02-04,ETHT,0,AVGX,0.8736454110643663
2025-02-04,ETHT,0,UCO,0.8782740603622967
2025-02-04,ETHT,0,ETH,1.1369120470318936
2025-02-04,ETHT,0,MRNY,1.160317588205169
2025-02-04,ETHT,0,TSLR,1.1727235203073927
2025-02-04,ETHT,0,BTCZ,1.2143960953636153
2025-02-04,ETHT,0,BABX,1.2378927571602478
2025-02-04,ETHT,0,NVDS,1.2716694019690786
2025-02-04,ETHT,0,SRTY,1.2863443857741448
2025-02-04,ETHT,0,AAPU,1.3352590110330023
2025-02-04,ETHT,0,GUSH,1.4409506755444608
2025-02-04,ETHT,0,DRIP,1.4540267278764185
2025-02-04,ETHT,0,PLTU,1.5144703126392849
2025-02-04,ETHT,0,URTY,1.573059329538654
2025-02-04,ETHT,0,MUU,1.6563823957974448
2025-02-04,ETHT,0,LAZR,1.6937453255216441
2025-02-04,ETHT,0,USD,1.7012096673359896
2025-02-04,ETHT,0,TSLT,1.7169032517956277
2025-02-04,ETHT,0,ETHE,1.742150587687537
2025-02-04,ETHT,0,AVL,1.7958749792787043
2025-02-04,ETHT,0,ETHW,1.814568404602857
2025-02-04,ETHT,0,PLTD,1.8211316543700171
2025-02-04,RGTIW,0,KRKR,0.24023551546318833
2025-02-04,RGTIW,0,API,0.5652258183910277
2025-02-04,RGTIW,0,VUZI,0.7547974384828211
2025-02-04,RGTIW,0,TUYA,0.8258809417233405
2025-02-04,RGTIW,0,BLND,0.9780825438571008
2025-02-04,RGTIW,0,DHT,1.0161534821168454
2025-02-04,RGTIW,0,DNA,1.0337104169340716
2025-02-04,RGTIW,0,BKSY,1.1520452464764548
2025-02-04,RGTIW,0,TIGR,1.2897259850372098
2025-02-04,RGTIW,0,CYCN,1.2930599575538884
2025-02-04,RGTIW,0,SIDU,1.3235633162022211
2025-02-04,RGTIW,0,SB,1.3265028855068113
2025-02-04,RGTIW,0,UAVS,1.4087634334917647
2025-02-04,RGTIW,0,ZBAI,1.4367173007301686
2025-02-04,RGTIW,0,UAMY,1.438132468392908
2025-02-04,RGTIW,0,REBN,1.4519345870150513
2025-02-04,RGTIW,0,TRMD,1.4777504509395285
2025-02-04,RGTIW,0,KAVL,1.6275507437823202
2025-02-04,RGTIW,0,MOBX,1.6636429302072984
2025-02-04,RGTIW,0,INMD,1.7028316496258296
2025-02-04,RGTIW,0,HKPD,1.7290912825526388
2025-02-04,RGTIW,0,RDW,1.771707162286466
2025-02-04,RGTIW,0,JL,1.8012930916899978
2025-02-04,RGTIW,0,GDS,1.8943156002146393
2025-02-04,RGTIW,0,TMCI,1.9459245500216202
2025-02-05,NVNI,0,RNAZ,1.9965441828983126
2025-02-05,NVNI,0,SMCI,2.0199001905922893
2025-02-05,NVNI,0,VRME,2.087775323186319
2025-02-05,NVNI,0,SES,2.1308226899515192
2025-02-05,NVNI,0,CGC,2.457774696213913
2025-02-05,NVNI,0,ALT,2.476856421737774
2025-02-05,NVNI,0,GFAI,2.6411517308307104
2025-02-05,NVNI,0,ONDS,2.641811629744584
2025-02-05,NVNI,0,JG,2.774057715128703
2025-02-05,NVNI,0,BDMD,2.8671895713565396
2025-02-05,NVNI,0,WKEY,3.0341389238930665
2025-02-05,NVNI,0,TEM,3.07024874794872
2025-02-05,NVNI,0,PSNL,3.1505588325950695
2025-02-05,NVNI,0,ZNTL,3.2942246921077305
2025-02-05,NVNI,0,QXO,3.4191467018295225
2025-02-05,NVNI,0,SMMT,3.464929277978001
2025-02-05,NVNI,0,NRXP,3.5084205717219965
2025-02-05,NVNI,0,BDTX,3.6698695201667473
2025-02-05,NVNI,0,ORLA,3.7811445551197513
2025-02-05,NVNI,0,CLDI,3.786932944909408
2025-02-05,NVNI,0,OSTX,3.9758113402198796
2025-02-05,NVNI,0,ENPH,4.209469998705932
2025-02-05,NVNI,0,MIMI,4.344979877816699
2025-02-05,NVNI,0,OTLK,4.37137696043588
2025-02-05,NVNI,0,ARQQ,4.378271022827876
2025-02-07,TNXP,0,RGTI,0.6541681043250027
2025-02-07,TNXP,0,QBTS,0.7544082983016327
2025-02-07,TNXP,0,ACON,0.7569632675154516
2025-02-07,TNXP,0,CRKN,0.7645252544067584
2025-02-07,TNXP,0,SOUN,1.0541888423583923
2025-02-07,TNXP,0,RIOT,1.2097780265720766
2025-02-07,TNXP,0,BBAI,1.2767702431113763
2025-02-07,TNXP,0,QUBT,1.3044790233459995
2025-02-07,TNXP,0,MARA,1.5305242173918279
2025-02-07,TNXP,0,WULF,1.624362206206585
2025-02-07,TNXP,0,ACHR,1.7154000154982092
2025-02-07,TNXP,0,APLD,1.8268322952864908
2025-02-07,TNXP,0,IREN,1.899849111784893
2025-02-07,TNXP,0,LAES,1.9602395195527336
2025-02-07,TNXP,0,XTIA,2.180635872803984
2025-02-07,TNXP,0,RXRX,2.2194163565445524
2025-02-07,TNXP,0,SMCI,2.2225181686319186
2025-02-07,TNXP,0,LYFT,2.2384611986366907
2025-02-07,TNXP,0,CDT,2.254113232346569
2025-02-07,TNXP,0,CLF,2.2945781107555105
2025-02-07,TNXP,0,PLUG,2.2997468542988053
2025-02-07,TNXP,0,CORZ,2.3109447979134004
2025-02-07,TNXP,0,NVNI,2.364511612962793
2025-02-07,TNXP,0,WOLF,2.3858032297447043
2025-02-07,TNXP,0,PTON,2.391161854507389
2025-02-10,GRRR,0,JG,0.6320337398197071
2025-02-10,GRRR,0,LMND,1.1108308894626164
2025-02-10,GRRR,0,TDOC,1.1380342511854882
2025-02-10,GRRR,0,RNA,1.155175103002033
2025-02-10,GRRR,0,SNCY,1.3480920936682583
2025-02-10,GRRR,0,PRVA,1.635036335893263
2025-02-10,GRRR,0,FUTU,1.7466212462667974
2025-02-10,GRRR,0,DGNX,1.7539450053412606
2025-02-10,GRRR,0,POET,1.7605365682564842
2025-02-10,GRRR,0,JYD,1.8795906653988246
2025-02-10,GRRR,0,OPRA,1.8913433951521386
2025-02-10,GRRR,0,DXF,1.9322738355684996
2025-02-10,GRRR,0,API,1.9762862216290085
2025-02-10,GRRR,0,CMP,2.0579024844734963
2025-02-10,GRRR,0,STIM,2.1367098244726828
2025-02-10,GRRR,0,ATHE,2.167986216308271
2025-02-10,GRRR,0,TECX,2.19054265923585
2025-02-10,GRRR,0,ATAI,2.202981717412597
2025-02-10,GRRR,0,PSQH,2.2433747101005137
2025-02-10,GRRR,0,ORLA,2.323149418912975
2025-02-10,GRRR,0,LU,2.3588160934443856
2025-02-10,GRRR,0,MBX,2.465654614329364
2025-02-10,GRRR,0,ORN,2.5834699253298417
2025-02-10,GRRR,0,CLDI,2.666213890631564
2025-02-10,GRRR,0,AXSM,2.708589936862305
2025-02-13,DOMH,0,NVAX,0.23590060746215147
2025-02-13,DOMH,0,LX,0.3347396466362247
2025-02-13,DOMH,0,NNOX,0.35930019158702375
2025-02-13,DOMH,0,SLQT,0.4177015720760813
2025-02-13,DOMH,0,ULCC,0.46763532488532467
2025-02-13,DOMH,0,HTZ,0.4816322909111024
2025-02-13,DOMH,0,CPIX,0.4915640037608393
2025-02-13,DOMH,0,DDD,0.49360973631533067
2025-02-13,DOMH,0,ALUR,0.49715735031194197
2025-02-13,DOMH,0,EC,0.5274154639826525
2025-02-13,DOMH,0,ASPI,0.5381112456421031
2025-02-13,DOMH,0,AIOT,0.5479475622728296
2025-02-13,DOMH,0,FSLY,0.5870036800218263
2025-02-13,DOMH,0,HE,0.5976341749077039
2025-02-13,DOMH,0,PBI,0.6263072220142771
2025-02-13,DOMH,0,INDI,0.6383147695778186
2025-02-13,DOMH,0,RKT,0.6479198317707715
2025-02-13,DOMH,0,RUM,0.6620997091392204
2025-02-13,DOMH,0,VSAT,0.6728344110400333
2025-02-13,DOMH,0,ACB,0.673416109027311
2025-02-13,DOMH,0,BNGO,0.6851688894507135
2025-02-13,DOMH,0,SBH,0.7072495124172591
2025-02-13,DOMH,0,WHLR,0.707965735793572
2025-02-13,DOMH,0,KURA,0.7189450743160657
2025-02-13,DOMH,0,AMPX,0.7233408052189982
2025-02-18,LTBR,0,ENVX,0.3001554784474263
2025-02-18,LTBR,0,RUM,0.3877419189798714
2025-02-18,LTBR,0,MBLY,0.4321919647996242
2025-02-18,LTBR,0,ZIM,0.4484789389334476
2025-02-18,LTBR,0,HSAI,0.6301157683532592
2025-02-18,LTBR,0,UNG,0.6470438382947945
2025-02-18,LTBR,0,TXG,0.6605121248421559
2025-02-18,LTBR,0,QNTM,0.7703562694950565
2025-02-18,LTBR,0,NTLA,0.7905008509452358
2025-02-18,LTBR,0,VG,0.812174297240031
2025-02-18,LTBR,0,CPRI,0.8203197405635265
2025-02-18,LTBR,0,JG,0.8382302883780448
2025-02-18,LTBR,0,TIGR,0.8817777724406319
2025-02-18,LTBR,0,MGNI,0.9475393177885696
2025-02-18,LTBR,0,LX,0.9866632279608578
2025-02-18,LTBR,0,CRK,1.0150897000872972
2025-02-18,LTBR,0,REAL,1.0223131718757612
2025-02-18,LTBR,0,BNGO,1.0527552601930321
2025-02-18,LTBR,0,BTCT,1.0710403414856289
2025-02-18,LTBR,0,CPIX,1.1016279457627125
2025-02-18,LTBR,0,BKSY,1.1095546016348674
2025-02-18,LTBR,0,DNA,1.111706128493335
2025-02-18,LTBR,0,SG,1.1407090622115352
2025-02-18,LTBR,0,ARDX,1.1572538147790608
2025-02-18,LTBR,0,PTLO,1.1935999078200479
2025-02-19,BKSY,0,SBLK,0.46597500140161374
2025-02-19,BKSY,0,HSAI,0.5745319793953496
2025-02-19,BKSY,0,CNK,0.5864597118445665
2025-02-19,BKSY,0,IONS,0.8199990623305022
2025-02-19,BKSY,0,CVI,1.0649138924080495
2025-02-19,BKSY,0,GDS,1.1352718386984542
2025-02-19,BKSY,0,INDV,1.3224486323660627
2025-02-19,BKSY,0,U,1.4069444409922292
2025-02-19,BKSY,0,CADL,1.5599304528826186
2025-02-19,BKSY,0,GAMB,1.6685997830890806
2025-02-19,BKSY,0,TMDX,1.7056461751527192
2025-02-19,BKSY,0,VERX,1.7130998559934074
2025-02-19,BKSY,0,HALO,1.7467463650081423
2025-02-19,BKSY,0,CLB,1.9199429568617137
2025-02-19,BKSY,0,ENPH,1.9607092257851533
2025-02-19,BKSY,0,SKYT,1.9641869641312457
2025-02-19,BKSY,0,BZAI,2.301707573203256
2025-02-19,BKSY,0,PAHC,2.400048152671949
2025-02-19,BKSY,0,FTAI,2.4086094042101176
2025-02-19,BKSY,0,ON,2.449093825371056
2025-02-19,BKSY,0,DIOD,2.4593608788552555
2025-02-19,BKSY,0,TMC,2.5019467513940867
2025-02-19,BKSY,0,MCHP,2.548864395654066
2025-02-19,BKSY,0,EDIT,2.595291385978837
2025-02-19,BKSY,0,POWI,2.6260305082607416
2025-02-19,GRRR,0,EH,0.006543311375642791
2025-02-19,GRRR,0,RDW,0.12755679085408067
2025-02-19,GRRR,0,CNK,0.15960744593442433
2025-02-19,GRRR,0,AAOI,0.16190356140387951
2025-02-19,GRRR,0,ASAN,0.3461812576335004
2025-02-19,GRRR,0,YOU,0.5511481381768717
2025-02-19,GRRR,0,DAR,0.5600884548108138
2025-02-19,GRRR,0,UPWK,0.5647476963982294
2025-02-19,GRRR,0,GDS,0.5737070409473475
2025-02-19,GRRR,0,MIR,0.5855992148088127
