,book_net,bench_gross,excess,exec_net,exec_dollar
2020-07-31,0.029283089929090345,0.02701980018908512,0.0022632897400052254,0.03299170227519155,394.1455376830243
2020-08-31,0.04124423171855329,0.0497376345766114,-0.008493402858058108,0.005747044646167598,-2903.378935409291
2020-09-30,-0.03112771134403436,-0.040905675484433024,0.009777964140398665,-0.009315828307311591,2084.9299136900145
2020-10-31,0.01190139168218729,0.015264846803322962,-0.0033634551211356722,0.0027757428775900816,-824.2808590983701
2020-11-30,0.1610027536610914,0.16527817471113937,-0.004275421050047967,0.14760381513847887,-1166.5077317955931
2020-12-31,0.052511905924184976,0.05761415056453467,-0.005102244640349696,0.009699749385142509,-3162.350477839883
2021-01-31,0.020257597484693912,0.009603117006810047,0.010654480477883865,0.0022066161653866434,-488.16905553394463
2021-02-28,0.07488402342296929,0.08148003002900728,-0.006596006606037985,0.010134720888833826,-4708.790403251448
2021-03-31,0.06437125284201684,0.05727264550564781,0.007098607336369023,0.043976868422459736,-877.521287490413
2021-04-30,0.03936408950670045,0.043387225205931745,-0.004023135699231295,0.008154674150771868,-2325.348369640552
2021-05-31,0.028267599280761502,0.028689945658166627,-0.00042234637740512504,0.01480208048175169,-916.5991016433859
2021-06-30,-0.01213919428702237,-0.008233969342996916,-0.003905224944025454,0.0015633039447071617,646.6200369884691
2021-07-31,-0.0005985583788359339,-0.0058366936299578676,0.005238135251121934,0.03508951004085881,2701.1294422739006
2021-08-31,0.019468337639521938,0.017897947069215547,0.0015703905703063903,-0.0015700087716566946,-1284.885085497568
2021-09-30,-0.03065239691973165,-0.02242202620137257,-0.008230370718359081,-0.05373189930668565,-2066.4516249506632
2021-10-31,0.04810537455097119,0.046306749062450914,0.001798625488520278,0.010930867552063184,-2334.8081796855904
2021-11-30,-0.021920171128713584,-0.026567927695926308,0.004647756567212724,-0.007574828328137717,1253.544558274047
2021-12-31,-0.010831318498220277,-0.013064901613746516,0.0022335831155262387,-0.0013898555068323493,770.553043056335
