id,block,split,n,tr_per_mo,wk_total,wk_green_pct,wk_flat_pct,wk_red_pct,red_wk_streak,worst_wk,pnl_ex5tr,pnl_ex5pct,pnl_ex1pct,mo_green_pct,worst_mo,mdd,pnl,top1_share,top5_share,top10_share,wr,medR,p25R,p75R,iqrR,streak_tr,streak_wk,Rpick,totR,ex1,ex5,mdd_R,worst_mo_R,red_mo,months_traded,t,mde80,wk_green,n_weeks,full_market,desc,wk_traded_pct,sd,k_conv,k_vol,k_price,k_pole,k_macd,k_conc,k_mtd
POLE_4,ladder_pole,TRAIN,37,3.0833333333333335,53,28.30188679245283,56.60377358490566,15.09433962264151,2,-7355.78,35586.89,79018.57,95580.29000000001,81.81818181818183,-5680.379999999999,-13173.279999999999,115449.53000000001,17.21032558556107,69.17537039778333,103.13291877411712,62.16216216216216,1.0691999999999977,-1.046999999999997,2.281428825758544,3.3284288257585413,3,10,0.8409817393947392,31.11632435760535,0.7139999322283257,0.6350876727964012,-3.496456819649321,-1.3427927145436382,2,11,3.0181437306038776,0.7801977243257814,65.21739130434783,23,False,pole >= 4%,43.39622641509434,1.6949133870545725,1.8,200000,20.0,4.0,True,3,5
POLE_4,ladder_pole,VAL,15,3.0,22,40.909090909090914,45.45454545454545,13.636363636363635,2,-11670.75,-12301.86,16384.42,16384.42,80.0,-4756.9299999999985,-15153.47,26780.960000000003,38.820639738082576,145.93509717351435,173.38000579516194,66.66666666666666,0.7771341463414627,-1.063619378794776,1.543031425988224,2.6066508047830004,4,4,0.5553248433185978,8.329872649778967,0.38302622130968433,0.38302622130968433,-4.317527207049126,-1.9989928300280952,1,5,1.501255163294814,1.0357396925646565,75.0,12,False,pole >= 4%,54.54545454545454,1.4326437786817516,1.8,200000,20.0,4.0,True,3,5
POLE_3,ladder_pole,TRAIN,40,3.3333333333333335,53,30.18867924528302,54.71698113207547,15.09433962264151,2,-7355.78,53539.93,96971.61,113533.33,81.81818181818183,-5680.379999999999,-13173.279999999999,133402.57,14.894195816467404,59.86589313834059,91.00930364385034,65.0,1.3193780193236715,-1.0368357764769531,1.9593052257066068,2.9961410021835597,3,10,0.8906166737549484,35.624666950197934,0.774675388533649,0.703589766854385,-3.496456819649321,-1.3427927145436382,2,11,3.4383626396163067,0.7252657581203055,66.66666666666666,24,False,"pole >= 3% (= off, cache floor)",45.28301886792453,1.6382083604206612,1.8,200000,20.0,3.0,True,3,5
POLE_3,ladder_pole,VAL,16,3.2,22,40.909090909090914,40.909090909090914,18.181818181818183,2,-11670.75,-12366.279999999999,16320.000000000002,16320.000000000002,80.0,-4756.9299999999985,-15153.47,26716.540000000005,38.91424563210655,146.28698177234028,173.79806666581823,62.5,0.554925768822905,-1.0584891588951102,1.273486568225838,2.3319757271209482,4,4,0.5178086102630481,8.28493776420877,0.35449548085102567,0.35449548085102567,-4.317527207049126,-1.9989928300280952,1,5,1.4877667268078107,0.9745238165444117,69.23076923076923,13,False,"pole >= 3% (= off, cache floor)",59.09090909090909,1.392176880777731,1.8,200000,20.0,3.0,True,3,5
MACD_OFF,ladder_macd,TRAIN,38,3.1666666666666665,53,30.18867924528302,54.71698113207547,15.09433962264151,2,-12856.66,42124.58,85556.26000000001,102117.98000000001,81.81818181818183,-12856.66,-14236.989999999998,121987.22000000002,16.28796852653909,65.46803837320006,98.91214014058193,63.1578947368421,1.1874224637681137,-1.0436119254923157,2.197022236545267,3.2406341620375825,4,10,0.8716860394321374,33.12406949842122,0.7489660189469077,0.6732170469080528,-4.678356819649325,-3.6242215403021825,2,11,3.1837903839803805,0.7666085439200904,66.66666666666666,24,False,two-tier MACD surgical-drop leg off,45.28301886792453,1.687747301048808,1.8,200000,20.0,5.0,False,3,5
MACD_OFF,ladder_macd,VAL,15,3.0,22,40.909090909090914,45.45454545454545,13.636363636363635,2,-11670.75,-12301.86,16384.42,16384.42,80.0,-4756.9299999999985,-15153.47,26780.960000000003,38.820639738082576,145.93509717351435,173.38000579516194,66.66666666666666,0.7771341463414627,-1.063619378794776,1.543031425988224,2.6066508047830004,4,4,0.5553248433185978,8.329872649778967,0.38302622130968433,0.38302622130968433,-4.317527207049126,-1.9989928300280952,1,5,1.501255163294814,1.0357396925646565,75.0,12,False,two-tier MACD surgical-drop leg off,54.54545454545454,1.4326437786817516,1.8,200000,20.0,5.0,False,3,5
BK_3x8,book,TRAIN,34,2.8333333333333335,53,30.18867924528302,56.60377358490566,13.20754716981132,2,-12856.66,32417.879999999997,75849.56,92411.28,81.81818181818183,-12856.66,-14236.989999999998,112280.51999999999,17.69607052051416,71.12777888809208,104.9433775333424,64.70588235294117,1.1874224637681137,-1.0334477019692718,2.2468215619778746,3.2802692639471465,4,10,0.9117859946035667,31.000723816521266,0.7754059702768376,0.691014625212186,-4.678356819649325,-3.6242215403021825,2,11,3.1539674410956113,0.8094569245150914,69.56521739130434,23,False,max_conc 3 / max_trades_day 8,43.39622641509434,1.6856801384989009,1.8,200000,20.0,5.0,True,3,8
BK_3x8,book,VAL,15,3.0,22,40.909090909090914,45.45454545454545,13.636363636363635,2,-11670.75,-12301.86,16384.42,16384.42,80.0,-4756.9299999999985,-15153.47,26780.960000000003,38.820639738082576,145.93509717351435,173.38000579516194,66.66666666666666,0.7771341463414627,-1.063619378794776,1.543031425988224,2.6066508047830004,4,4,0.5553248433185978,8.329872649778967,0.38302622130968433,0.38302622130968433,-4.317527207049126,-1.9989928300280952,1,5,1.501255163294814,1.0357396925646565,75.0,12,False,max_conc 3 / max_trades_day 8,54.54545454545454,1.4326437786817516,1.8,200000,20.0,5.0,True,3,8
BK_5x5,book,TRAIN,34,2.8333333333333335,53,30.18867924528302,56.60377358490566,13.20754716981132,2,-12856.66,32417.879999999997,75849.56,92411.28,81.81818181818183,-12856.66,-14236.989999999998,112280.51999999999,17.69607052051416,71.12777888809208,104.9433775333424,64.70588235294117,1.1874224637681137,-1.0334477019692718,2.2468215619778746,3.2802692639471465,4,10,0.9117859946035667,31.000723816521266,0.7754059702768376,0.691014625212186,-4.678356819649325,-3.6242215403021825,2,11,3.1539674410956113,0.8094569245150914,69.56521739130434,23,False,max_conc 5 / max_trades_day 5,43.39622641509434,1.6856801384989009,1.8,200000,20.0,5.0,True,5,5
BK_5x5,book,VAL,15,3.0,22,40.909090909090914,45.45454545454545,13.636363636363635,2,-11670.75,-12301.86,16384.42,16384.42,80.0,-4756.9299999999985,-15153.47,26780.960000000003,38.820639738082576,145.93509717351435,173.38000579516194,66.66666666666666,0.7771341463414627,-1.063619378794776,1.543031425988224,2.6066508047830004,4,4,0.5553248433185978,8.329872649778967,0.38302622130968433,0.38302622130968433,-4.317527207049126,-1.9989928300280952,1,5,1.501255163294814,1.0357396925646565,75.0,12,False,max_conc 5 / max_trades_day 5,54.54545454545454,1.4326437786817516,1.8,200000,20.0,5.0,True,5,5
BK_5x8,book,TRAIN,34,2.8333333333333335,53,30.18867924528302,56.60377358490566,13.20754716981132,2,-12856.66,32417.879999999997,75849.56,92411.28,81.81818181818183,-12856.66,-14236.989999999998,112280.51999999999,17.69607052051416,71.12777888809208,104.9433775333424,64.70588235294117,1.1874224637681137,-1.0334477019692718,2.2468215619778746,3.2802692639471465,4,10,0.9117859946035667,31.000723816521266,0.7754059702768376,0.691014625212186,-4.678356819649325,-3.6242215403021825,2,11,3.1539674410956113,0.8094569245150914,69.56521739130434,23,False,max_conc 5 / max_trades_day 8,43.39622641509434,1.6856801384989009,1.8,200000,20.0,5.0,True,5,8
BK_5x8,book,VAL,15,3.0,22,40.909090909090914,45.45454545454545,13.636363636363635,2,-11670.75,-12301.86,16384.42,16384.42,80.0,-4756.9299999999985,-15153.47,26780.960000000003,38.820639738082576,145.93509717351435,173.38000579516194,66.66666666666666,0.7771341463414627,-1.063619378794776,1.543031425988224,2.6066508047830004,4,4,0.5553248433185978,8.329872649778967,0.38302622130968433,0.38302622130968433,-4.317527207049126,-1.9989928300280952,1,5,1.501255163294814,1.0357396925646565,75.0,12,False,max_conc 5 / max_trades_day 8,54.54545454545454,1.4326437786817516,1.8,200000,20.0,5.0,True,5,8
BK_8x5,book,TRAIN,34,2.8333333333333335,53,30.18867924528302,56.60377358490566,13.20754716981132,2,-12856.66,32417.879999999997,75849.56,92411.28,81.81818181818183,-12856.66,-14236.989999999998,112280.51999999999,17.69607052051416,71.12777888809208,104.9433775333424,64.70588235294117,1.1874224637681137,-1.0334477019692718,2.2468215619778746,3.2802692639471465,4,10,0.9117859946035667,31.000723816521266,0.7754059702768376,0.691014625212186,-4.678356819649325,-3.6242215403021825,2,11,3.1539674410956113,0.8094569245150914,69.56521739130434,23,False,max_conc 8 / max_trades_day 5,43.39622641509434,1.6856801384989009,1.8,200000,20.0,5.0,True,8,5
BK_8x5,book,VAL,15,3.0,22,40.909090909090914,45.45454545454545,13.636363636363635,2,-11670.75,-12301.86,16384.42,16384.42,80.0,-4756.9299999999985,-15153.47,26780.960000000003,38.820639738082576,145.93509717351435,173.38000579516194,66.66666666666666,0.7771341463414627,-1.063619378794776,1.543031425988224,2.6066508047830004,4,4,0.5553248433185978,8.329872649778967,0.38302622130968433,0.38302622130968433,-4.317527207049126,-1.9989928300280952,1,5,1.501255163294814,1.0357396925646565,75.0,12,False,max_conc 8 / max_trades_day 5,54.54545454545454,1.4326437786817516,1.8,200000,20.0,5.0,True,8,5
BK_8x8,book,TRAIN,34,2.8333333333333335,53,30.18867924528302,56.60377358490566,13.20754716981132,2,-12856.66,32417.879999999997,75849.56,92411.28,81.81818181818183,-12856.66,-14236.989999999998,112280.51999999999,17.69607052051416,71.12777888809208,104.9433775333424,64.70588235294117,1.1874224637681137,-1.0334477019692718,2.2468215619778746,3.2802692639471465,4,10,0.9117859946035667,31.000723816521266,0.7754059702768376,0.691014625212186,-4.678356819649325,-3.6242215403021825,2,11,3.1539674410956113,0.8094569245150914,69.56521739130434,23,False,max_conc 8 / max_trades_day 8,43.39622641509434,1.6856801384989009,1.8,200000,20.0,5.0,True,8,8
BK_8x8,book,VAL,15,3.0,22,40.909090909090914,45.45454545454545,13.636363636363635,2,-11670.75,-12301.86,16384.42,16384.42,80.0,-4756.9299999999985,-15153.47,26780.960000000003,38.820639738082576,145.93509717351435,173.38000579516194,66.66666666666666,0.7771341463414627,-1.063619378794776,1.543031425988224,2.6066508047830004,4,4,0.5553248433185978,8.329872649778967,0.38302622130968433,0.38302622130968433,-4.317527207049126,-1.9989928300280952,1,5,1.501255163294814,1.0357396925646565,75.0,12,False,max_conc 8 / max_trades_day 8,54.54545454545454,1.4326437786817516,1.8,200000,20.0,5.0,True,8,8
F1,frontier,TRAIN,50,4.166666666666667,53,41.509433962264154,43.39622641509434,15.09433962264151,2,-12856.66,38149.659999999996,81581.34,98143.06,75.0,-6768.43,-15771.88,118012.3,16.836583983194974,67.67314932426535,100.10320110700326,62.0,0.76469003966175,-1.0523514595103562,1.5557316748566719,2.6080831343670283,4,5,0.6583464164302013,32.91732082151007,0.5613264086556008,0.500605521078724,-6.140108872208955,-2.9133002012863285,3,12,2.9644761291153947,0.6218198041468558,73.33333333333333,30,False,P1 + vol 100K [vol ladder rung 2],56.60377358490566,1.5703321435297593,1.8,100000,20.0,5.0,True,8,8
F1,frontier,VAL,20,4.0,22,45.45454545454545,40.909090909090914,13.636363636363635,2,-11670.75,-7758.209999999999,21908.22,21908.22,80.0,-4441.729999999999,-15901.96,32304.760000000002,32.18268762869621,124.01568685234001,158.92456715357116,65.0,0.554925768822905,-1.034350473025834,2.141224450390005,3.175574923415839,6,3,0.6519613731779459,13.039227463558918,0.523544154467831,0.523544154467831,-5.412736667271574,0.06488138093940155,1,5,1.9547974144207296,0.9338521891994631,76.92307692307693,13,False,P1 + vol 100K [vol ladder rung 2],59.09090909090909,1.4915406971335676,1.8,100000,20.0,5.0,True,8,8
F2,frontier,TRAIN,67,5.583333333333333,53,39.62264150943396,35.84905660377358,24.528301886792452,3,-12856.66,70856.90999999999,102847.04,136610.61,83.33333333333334,-3108.74,-18688.27,156479.85000000003,12.697634871199071,54.71818895531916,85.43790782008031,61.19402985074627,0.7619999999999979,-1.0548571802198339,1.452397503738516,2.50725468395835,4,4,0.6475618300636844,43.386642614266854,0.5500091812171056,0.42831797110308856,-5.723734579691893,-0.7026301814112605,2,12,3.133036504913532,0.5787270979239222,61.76470588235294,34,False,P1 + vol 100K + conv 1.5 [vol r2 + conv r2],64.15094339622641,1.691816233981884,1.5,100000,20.0,5.0,True,8,8
F2,frontier,VAL,24,4.8,22,36.36363636363637,40.909090909090914,22.727272727272727,2,-11334.55,-19764.140000000003,9902.289999999997,9902.289999999997,80.0,-4105.529999999999,-15565.759999999998,20298.83,51.21743469943835,197.3659072961348,252.92196643845975,58.333333333333336,0.3042218420070061,-1.0741382590073094,1.273486568225838,2.3476248272331475,4,5,0.43071126887876865,10.337070453090448,0.31500790975740534,0.31500790975740534,-4.827878271891992,0.6497397763189832,1,5,1.4273608968281766,0.8449100402991686,61.53846153846154,13,False,P1 + vol 100K + conv 1.5 [vol r2 + conv r2],59.09090909090909,1.4782846266338108,1.5,100000,20.0,5.0,True,8,8
F3,frontier,TRAIN,82,6.833333333333333,53,45.28301886792453,30.18867924528302,24.528301886792452,3,-7607.150000000001,87465.36,103787.11,157316.3,91.66666666666666,-8396.49,-15226.000000000015,177185.54,11.213804467339717,50.63628781445709,82.29198048554073,58.536585365853654,0.7215682551123774,-1.057968879976233,1.3909674382816766,2.4489363182579096,4,4,0.6024502226149342,49.4009182544246,0.5224059456850213,0.36140212730994004,-5.1718307661804745,-1.1736732339507654,1,12,3.170173078362718,0.5321036364970392,64.86486486486487,37,False,P1 + vol 50K + conv 1.5 + price 25 [vol r3 + conv r2 + px r2],69.81132075471697,1.7208583435300584,1.5,50000,25.0,5.0,True,8,8
F3,frontier,VAL,26,5.2,22,40.909090909090914,36.36363636363637,22.727272727272727,2,-11334.55,-17822.670000000006,11843.760000000002,11843.760000000002,80.0,-4105.529999999999,-15565.759999999998,22240.3,46.74640180213397,180.136823693925,234.55326591817558,61.53846153846154,0.45878789334196435,-1.068749598694442,1.81257628375061,2.881325882445052,4,3,0.6168290180375167,16.037554468975433,0.43735772277655455,0.43735772277655455,-4.827878271891992,0.6497397763189832,1,5,1.8633904203173777,0.9268703067663504,64.28571428571429,14,False,P1 + vol 50K + conv 1.5 + price 25 [vol r3 + conv r2 + px r2],63.63636363636363,1.6879034931326256,1.5,50000,25.0,5.0,True,8,8
