Universe: 610 stocks, Volume profiles: 896 stocks
2026-03-14 22:40:15,019 [WARNING] trading.trade_planner: AMCI: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:15,056 [WARNING] backtest: ARL: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:40:15,084 [WARNING] backtest: ASTC: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:40:15,264 [WARNING] trading.trade_planner: BATL: fixed_risk shares 34188 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:15,264 [WARNING] trading.trade_planner: BATL: fixed_risk shares 41237 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:15,321 [WARNING] backtest: BLIV: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:40:16,149 [WARNING] trading.trade_planner: LSF: fixed_risk shares 26990 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,149 [WARNING] trading.trade_planner: LSF: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,151 [WARNING] trading.trade_planner: LSF: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,336 [WARNING] trading.trade_planner: MOB: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,336 [WARNING] trading.trade_planner: MOB: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,336 [WARNING] trading.trade_planner: MOB: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,556 [WARNING] trading.trade_planner: NTHI: fixed_risk shares 36363 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,556 [WARNING] trading.trade_planner: NTHI: fixed_risk shares 19550 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,558 [WARNING] trading.trade_planner: NTHI: fixed_risk shares 17391 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,685 [WARNING] trading.trade_planner: PAVM: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,685 [WARNING] trading.trade_planner: PAVM: fixed_risk shares 10493 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,700 [WARNING] trading.trade_planner: PAVM: fixed_risk shares 33726 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,862 [WARNING] trading.trade_planner: PLAG: fixed_risk shares 81632 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,862 [WARNING] trading.trade_planner: PLAG: fixed_risk shares 28776 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:16,886 [WARNING] trading.trade_planner: PLAG: fixed_risk shares 22988 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:17,607 [WARNING] trading.trade_planner: VELO: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:17,723 [WARNING] trading.trade_planner: XBP: fixed_risk shares 10526 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:18,433 [WARNING] trading.trade_planner: ELAB: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:18,433 [WARNING] backtest: ELSE: Only 2 bars, need at least 6 for setup detection
2026-03-14 22:40:18,814 [WARNING] trading.trade_planner: INDO: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:18,881 [WARNING] trading.trade_planner: JLHL: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:19,296 [WARNING] trading.trade_planner: MOB: fixed_risk shares 11764 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:19,336 [WARNING] backtest: MXC: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:40:19,495 [WARNING] trading.trade_planner: NPT: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:19,511 [WARNING] backtest: NSRX: Only 2 bars, need at least 6 for setup detection
2026-03-14 22:40:20,249 [WARNING] backtest: SSM: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:40:20,491 [WARNING] trading.trade_planner: USGO: fixed_risk shares 13351 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:20,491 [WARNING] trading.trade_planner: USGO: fixed_risk shares 19083 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:20,974 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 14285 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:20,974 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 33500 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:20,974 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 22547 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:21,547 [WARNING] trading.trade_planner: GRI: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:21,562 [WARNING] trading.trade_planner: HIND: fixed_risk shares 80000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:21,642 [WARNING] trading.trade_planner: IDAI: fixed_risk shares 68259 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:21,690 [WARNING] trading.trade_planner: INDO: fixed_risk shares 19047 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:22,035 [WARNING] trading.trade_planner: MIGI: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:22,212 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:22,301 [WARNING] trading.trade_planner: NPT: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:22,380 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:22,483 [WARNING] trading.trade_planner: PDC: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:22,871 [WARNING] trading.trade_planner: SMX: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:23,189 [WARNING] trading.trade_planner: VELO: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:23,755 [WARNING] trading.trade_planner: BOLT: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:23,755 [WARNING] trading.trade_planner: BOLT: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,205 [WARNING] trading.trade_planner: INDO: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,205 [WARNING] trading.trade_planner: INDO: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,298 [WARNING] trading.trade_planner: LFVN: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,298 [WARNING] trading.trade_planner: LFVN: fixed_risk shares 14295 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,298 [WARNING] trading.trade_planner: LFVN: fixed_risk shares 39525 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,298 [WARNING] trading.trade_planner: LFVN: fixed_risk shares 57971 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,447 [WARNING] backtest: MB: Only 2 bars, need at least 6 for setup detection
2026-03-14 22:40:24,664 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 52631 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,910 [WARNING] trading.trade_planner: PLAG: fixed_risk shares 21052 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,912 [WARNING] trading.trade_planner: PLAG: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,914 [WARNING] trading.trade_planner: PLAG: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:24,916 [WARNING] trading.trade_planner: PLAG: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:25,172 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:25,740 [WARNING] trading.trade_planner: ULY: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:26,416 [WARNING] trading.trade_planner: BNKK: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:26,490 [WARNING] trading.trade_planner: CING: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:26,523 [WARNING] backtest: CLRO: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:40:26,922 [WARNING] trading.trade_planner: HIND: fixed_risk shares 70921 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:26,999 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,081 [WARNING] trading.trade_planner: INDO: fixed_risk shares 40160 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,394 [WARNING] trading.trade_planner: MIGI: fixed_risk shares 43478 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,394 [WARNING] trading.trade_planner: MIGI: fixed_risk shares 37383 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,552 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 35587 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,622 [WARNING] trading.trade_planner: NOMA: fixed_risk shares 25000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,622 [WARNING] trading.trade_planner: NOMA: fixed_risk shares 12500 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,622 [WARNING] trading.trade_planner: NOMA: fixed_risk shares 12500 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,647 [WARNING] backtest: NSRX: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:40:27,667 [WARNING] trading.trade_planner: NTWK: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,821 [WARNING] trading.trade_planner: PHOE: fixed_risk shares 15048 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,869 [WARNING] trading.trade_planner: PLRZ: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:27,980 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 42826 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:28,060 [WARNING] trading.trade_planner: RFIL: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:28,188 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:28,188 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 18604 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:28,238 [WARNING] trading.trade_planner: RVSN: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:29,234 [WARNING] trading.trade_planner: BTOG: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:29,345 [WARNING] trading.trade_planner: CODA: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:29,614 [WARNING] trading.trade_planner: GOAI: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:30,092 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 49382 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:30,155 [WARNING] backtest: NSRX: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:40:30,347 [WARNING] trading.trade_planner: PHGE: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:30,523 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 84033 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:30,666 [WARNING] backtest: SAIH: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:40:30,967 [WARNING] trading.trade_planner: ZSTK: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:31,126 [WARNING] trading.trade_planner: ATPC: fixed_risk shares 99009 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:31,585 [WARNING] trading.trade_planner: HCTI: fixed_risk shares 12507 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:31,617 [WARNING] trading.trade_planner: JLHL: fixed_risk shares 20020 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:31,617 [WARNING] trading.trade_planner: JLHL: fixed_risk shares 19999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:31,713 [WARNING] trading.trade_planner: LITM: fixed_risk shares 52083 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:32,052 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:32,054 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:32,678 [WARNING] trading.trade_planner: TRT: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:32,678 [WARNING] trading.trade_planner: TRT: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:32,738 [WARNING] trading.trade_planner: UUU: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:33,058 [WARNING] trading.trade_planner: ALGS: fixed_risk shares 17391 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:33,058 [WARNING] trading.trade_planner: ALGS: fixed_risk shares 17391 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:33,105 [WARNING] trading.trade_planner: ARTW: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:33,153 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:33,536 [WARNING] backtest: EGG: Only 1 bars, need at least 6 for setup detection
2026-03-14 22:40:33,632 [WARNING] trading.trade_planner: FGL: fixed_risk shares 11764 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:33,774 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:33,901 [WARNING] trading.trade_planner: JLHL: fixed_risk shares 12500 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:34,155 [WARNING] trading.trade_planner: MNTS: fixed_risk shares 46189 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:34,282 [WARNING] trading.trade_planner: NCI: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:34,686 [WARNING] data_sources.alpaca_client: No historical 1-min bars returned for PLSM (2026-02-11 13:30:00+00:00 to 2026-02-11 20:00:00+00:00)
2026-03-14 22:40:34,686 [WARNING] batch_backtest: [1021/2364] PLSM 2026-02-11 — no bars, skipping
2026-03-14 22:40:34,762 [WARNING] trading.trade_planner: PRFX: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:34,762 [WARNING] trading.trade_planner: PRFX: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:34,850 [WARNING] trading.trade_planner: QVCGA: fixed_risk shares 38910 exceeds max_shares 10000, capping (risk budget distorted)
