Universe: 610 stocks, Volume profiles: 896 stocks
2026-03-14 22:30:12,612 [WARNING] trading.trade_planner: VHC: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:12,756 [WARNING] trading.trade_planner: AGH: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:12,756 [WARNING] trading.trade_planner: AGH: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:12,756 [WARNING] trading.trade_planner: AGH: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:12,756 [WARNING] trading.trade_planner: AGH: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:12,788 [WARNING] trading.trade_planner: ANNA: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:13,281 [WARNING] trading.trade_planner: LFVN: fixed_risk shares 31948 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:14,091 [WARNING] trading.trade_planner: AEYE: fixed_risk shares 20020 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:14,091 [WARNING] trading.trade_planner: AEYE: fixed_risk shares 11771 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:14,758 [WARNING] trading.trade_planner: LCFY: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:14,853 [WARNING] trading.trade_planner: LVLU: fixed_risk shares 43010 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:15,092 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 28653 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:15,092 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 23201 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:15,107 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 40404 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:15,123 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:15,123 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 23529 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:15,123 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:16,077 [WARNING] trading.trade_planner: BUUU: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:16,109 [WARNING] backtest: CVR: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:30:16,252 [WARNING] trading.trade_planner: DSY: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:16,268 [WARNING] trading.trade_planner: DSY: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:16,363 [WARNING] trading.trade_planner: GLXG: fixed_risk shares 19249 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:16,379 [WARNING] trading.trade_planner: GLXG: fixed_risk shares 18570 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:16,476 [WARNING] trading.trade_planner: IDAI: fixed_risk shares 33670 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:16,476 [WARNING] trading.trade_planner: IDAI: fixed_risk shares 44843 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:16,728 [WARNING] trading.trade_planner: MOB: fixed_risk shares 41322 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:16,794 [WARNING] backtest: NYC: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:30:16,934 [WARNING] trading.trade_planner: PTNM: fixed_risk shares 27855 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:17,459 [WARNING] trading.trade_planner: ZNB: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:17,459 [WARNING] trading.trade_planner: ZNB: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:17,459 [WARNING] trading.trade_planner: ZNB: fixed_risk shares 66445 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:17,475 [WARNING] trading.trade_planner: ZNB: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:18,080 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:18,096 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 15948 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:18,191 [WARNING] trading.trade_planner: KIDZ: fixed_risk shares 80000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:18,207 [WARNING] trading.trade_planner: KIDZ: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:18,525 [WARNING] trading.trade_planner: NTHI: fixed_risk shares 20020 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:18,986 [WARNING] trading.trade_planner: SPPL: fixed_risk shares 18198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:18,986 [WARNING] trading.trade_planner: SPPL: fixed_risk shares 25000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:18,986 [WARNING] trading.trade_planner: SPPL: fixed_risk shares 25000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:18,986 [WARNING] trading.trade_planner: SPPL: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:19,625 [WARNING] trading.trade_planner: FCUV: fixed_risk shares 34482 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:19,752 [WARNING] trading.trade_planner: GWAV: fixed_risk shares 44052 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:19,864 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,191 [WARNING] trading.trade_planner: MAMK: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,191 [WARNING] trading.trade_planner: MAMK: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,191 [WARNING] trading.trade_planner: MAMK: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,291 [WARNING] trading.trade_planner: NTWK: fixed_risk shares 21645 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,370 [WARNING] trading.trade_planner: OCC: fixed_risk shares 19047 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,370 [WARNING] trading.trade_planner: OCC: fixed_risk shares 21052 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,498 [WARNING] trading.trade_planner: PTNM: fixed_risk shares 12746 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,513 [WARNING] trading.trade_planner: PTNM: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,704 [WARNING] trading.trade_planner: RFIL: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,852 [WARNING] trading.trade_planner: SPPL: fixed_risk shares 41580 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:20,974 [WARNING] trading.trade_planner: SUGP: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:21,022 [WARNING] trading.trade_planner: TOYO: fixed_risk shares 25940 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:21,769 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:21,801 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:21,853 [WARNING] trading.trade_planner: JFB: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:21,853 [WARNING] trading.trade_planner: JFB: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:21,853 [WARNING] trading.trade_planner: JFB: fixed_risk shares 10526 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:22,500 [WARNING] trading.trade_planner: TAOX: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:22,558 [WARNING] trading.trade_planner: ULY: fixed_risk shares 33613 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:22,560 [WARNING] backtest: UTSI: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:30:22,599 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 40983 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:22,599 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 44742 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:22,933 [WARNING] backtest: BMHL: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:30:23,183 [WARNING] trading.trade_planner: EFOI: fixed_risk shares 25031 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:23,297 [WARNING] trading.trade_planner: FOFO: fixed_risk shares 18885 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:23,299 [WARNING] trading.trade_planner: FOFO: fixed_risk shares 28653 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:23,438 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:23,612 [WARNING] trading.trade_planner: MAXN: fixed_risk shares 30257 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:23,612 [WARNING] trading.trade_planner: MAXN: fixed_risk shares 56179 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:24,535 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:24,614 [WARNING] backtest: BRFH: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:30:24,742 [WARNING] trading.trade_planner: DCOY: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:24,917 [WARNING] backtest: FUSB: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:30:25,244 [WARNING] trading.trade_planner: KLRS: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:25,559 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 32626 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:26,069 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 76045 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:26,069 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 74349 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:26,069 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 43572 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:26,339 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 40899 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:26,705 [WARNING] trading.trade_planner: FGI: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:26,816 [WARNING] trading.trade_planner: HIND: fixed_risk shares 20181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:26,816 [WARNING] trading.trade_planner: HIND: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:26,816 [WARNING] trading.trade_planner: HIND: fixed_risk shares 22727 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:26,816 [WARNING] trading.trade_planner: HIND: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:27,008 [WARNING] trading.trade_planner: JVA: fixed_risk shares 31545 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:27,438 [WARNING] trading.trade_planner: PTNM: fixed_risk shares 22271 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:27,612 [WARNING] trading.trade_planner: SBLX: fixed_risk shares 21621 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:27,868 [WARNING] trading.trade_planner: SQFT: fixed_risk shares 14285 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:27,884 [WARNING] trading.trade_planner: SQFT: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:27,951 [WARNING] trading.trade_planner: STEM: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:28,137 [WARNING] trading.trade_planner: ACXP: fixed_risk shares 24691 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:28,919 [WARNING] trading.trade_planner: PBM: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:28,919 [WARNING] trading.trade_planner: PBM: fixed_risk shares 28530 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:29,184 [WARNING] trading.trade_planner: RMCF: fixed_risk shares 56338 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:29,184 [WARNING] trading.trade_planner: RMCF: fixed_risk shares 79999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:29,237 [WARNING] trading.trade_planner: RMCF: fixed_risk shares 66225 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:29,422 [WARNING] trading.trade_planner: SPRC: fixed_risk shares 40567 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:29,486 [WARNING] trading.trade_planner: TAOX: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:29,917 [WARNING] trading.trade_planner: BIAF: fixed_risk shares 16260 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:29,917 [WARNING] trading.trade_planner: BIAF: fixed_risk shares 15163 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:30,154 [WARNING] trading.trade_planner: FGI: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:30,201 [WARNING] trading.trade_planner: FGNX: fixed_risk shares 16012 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:30,464 [WARNING] trading.trade_planner: LICN: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:31,168 [WARNING] trading.trade_planner: SAIH: fixed_risk shares 14295 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:31,168 [WARNING] trading.trade_planner: SAIH: fixed_risk shares 14285 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:31,184 [WARNING] trading.trade_planner: SAIH: fixed_risk shares 16012 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:31,693 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 29673 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,019 [WARNING] trading.trade_planner: BIAF: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,019 [WARNING] trading.trade_planner: BIAF: fixed_risk shares 33783 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,019 [WARNING] trading.trade_planner: BIAF: fixed_risk shares 58479 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,115 [WARNING] trading.trade_planner: CYN: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,366 [WARNING] trading.trade_planner: HTOO: fixed_risk shares 13468 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,366 [WARNING] trading.trade_planner: HTOO: fixed_risk shares 20304 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,423 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 26212 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,471 [WARNING] trading.trade_planner: IMNN: fixed_risk shares 17391 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,598 [WARNING] backtest: KFFB: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:30:32,725 [WARNING] trading.trade_planner: LUD: fixed_risk shares 11764 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,757 [WARNING] trading.trade_planner: MIND: fixed_risk shares 11764 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:32,979 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:33,178 [WARNING] trading.trade_planner: RFIL: fixed_risk shares 10887 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:33,267 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 16597 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:34,109 [WARNING] trading.trade_planner: COEP: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:34,204 [WARNING] trading.trade_planner: DBGI: fixed_risk shares 11293 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:34,236 [WARNING] trading.trade_planner: DBGI: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:34,299 [WARNING] trading.trade_planner: DOMH: fixed_risk shares 19999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:35,085 [WARNING] trading.trade_planner: SLE: fixed_risk shares 17452 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:35,297 [WARNING] backtest: VHC: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:30:35,367 [WARNING] trading.trade_planner: WATT: fixed_risk shares 25000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:35,386 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 25974 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:35,614 [WARNING] trading.trade_planner: ATRA: fixed_risk shares 17406 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:35,947 [WARNING] trading.trade_planner: EFOI: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:36,319 [WARNING] trading.trade_planner: LITM: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:36,590 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 16949 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:36,846 [WARNING] trading.trade_planner: SLE: fixed_risk shares 21052 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:37,045 [WARNING] trading.trade_planner: AAME: fixed_risk shares 26178 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:37,126 [WARNING] trading.trade_planner: AGH: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:37,267 [WARNING] trading.trade_planner: ARBB: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:37,441 [WARNING] trading.trade_planner: CHNR: fixed_risk shares 20325 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:37,489 [WARNING] trading.trade_planner: DBGI: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:37,951 [WARNING] backtest: KFFB: Only 2 bars, need at least 6 for setup detection
2026-03-14 22:30:38,047 [WARNING] trading.trade_planner: LITM: fixed_risk shares 28449 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:38,300 [WARNING] trading.trade_planner: NUTR: fixed_risk shares 40080 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:38,475 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 20366 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:38,596 [WARNING] trading.trade_planner: SLE: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:38,681 [WARNING] trading.trade_planner: SPRC: fixed_risk shares 66445 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:38,793 [WARNING] trading.trade_planner: SVCO: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:39,271 [WARNING] trading.trade_planner: BIAF: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:39,271 [WARNING] trading.trade_planner: BIAF: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:39,634 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:39,634 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 12062 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:39,840 [WARNING] trading.trade_planner: LGCY: fixed_risk shares 23446 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:39,934 [WARNING] trading.trade_planner: LITM: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:40,061 [WARNING] trading.trade_planner: MOB: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:40,205 [WARNING] trading.trade_planner: PASG: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:40,396 [WARNING] trading.trade_planner: RYOJ: fixed_risk shares 43290 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:40,396 [WARNING] trading.trade_planner: RYOJ: fixed_risk shares 43290 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:40,492 [WARNING] trading.trade_planner: SLE: fixed_risk shares 33388 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:40,666 [WARNING] trading.trade_planner: TWG: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:41,048 [WARNING] trading.trade_planner: BIAF: fixed_risk shares 50125 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:41,064 [WARNING] trading.trade_planner: BUUU: fixed_risk shares 41666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:41,079 [WARNING] trading.trade_planner: CMDB: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:41,427 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:42,206 [WARNING] trading.trade_planner: SCOR: fixed_risk shares 12903 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:42,301 [WARNING] trading.trade_planner: SLE: fixed_risk shares 13793 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:42,906 [WARNING] trading.trade_planner: DXR: fixed_risk shares 10526 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:42,906 [WARNING] trading.trade_planner: DXR: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:43,581 [WARNING] trading.trade_planner: PXLW: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:43,618 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 40160 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:43,618 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 67114 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:43,634 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:43,634 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 23529 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:43,713 [WARNING] trading.trade_planner: SCLX: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:43,793 [WARNING] trading.trade_planner: SPRC: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:44,360 [WARNING] trading.trade_planner: AGH: fixed_risk shares 40650 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:44,507 [WARNING] trading.trade_planner: CLNN: fixed_risk shares 25445 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:44,917 [WARNING] backtest: JWEL: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:30:45,594 [WARNING] trading.trade_planner: UUU: fixed_risk shares 23255 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:45,716 [WARNING] trading.trade_planner: VVPR: fixed_risk shares 36363 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:46,224 [WARNING] trading.trade_planner: BDMD: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:46,669 [WARNING] trading.trade_planner: KLRS: fixed_risk shares 20040 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:46,685 [WARNING] trading.trade_planner: KLRS: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:47,017 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 22321 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:47,017 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:47,017 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:47,017 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:47,096 [WARNING] backtest: NYC: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:30:47,333 [WARNING] trading.trade_planner: SINT: fixed_risk shares 40983 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:47,460 [WARNING] trading.trade_planner: STI: fixed_risk shares 21834 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:47,460 [WARNING] trading.trade_planner: STI: fixed_risk shares 23640 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:47,714 [WARNING] trading.trade_planner: WTF: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:48,349 [WARNING] trading.trade_planner: FLWS: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:48,349 [WARNING] trading.trade_planner: FLWS: fixed_risk shares 64102 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:48,603 [WARNING] trading.trade_planner: KLRS: fixed_risk shares 25220 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:48,619 [WARNING] trading.trade_planner: LCFY: fixed_risk shares 16949 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:48,968 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:49,208 [WARNING] trading.trade_planner: SPRC: fixed_risk shares 50505 exceeds max_shares 10000, capping (risk budget distorted)
