symbol,date,has_bars,underlying,daily_close,r,prior_close,close_1500,entry_open,entry_low,entry_high,qualifies,side,sho_gate,F,eff_entry,stopped_2pct,stop_exit,moc_close,split
MSTR,2025-04-09,True,MSTR,296.86,0.21437276738810662,237.95,288.96,289.0,288.65,291.3046,True,1.0,True,0.11457721860072427,289.3368703455294,False,,296.86,TRAIN
MSTR,2025-04-10,True,MSTR,272.34,-0.07314895910530228,296.86,275.145,275.06,275.0,275.7,True,-1.0,True,0.037691427569078055,274.73937869466675,False,,272.34,TRAIN
MSTR,2025-04-11,True,MSTR,299.98,0.10062054784460606,272.34,299.743,299.82,299.15,299.9518,True,1.0,True,0.051475660702247523,300.1694825847634,False,,299.98,TRAIN
MSTR,2025-11-19,True,MSTR,186.5,-0.1032882011605416,206.8,185.44,185.5,185.205,185.5999,True,-1.0,True,0.04408873631968248,185.2837735325408,False,,186.5,TRAIN
MSTR,2025-12-01,True,MSTR,171.42,-0.060334123490235925,177.18,166.49,166.53,166.48,167.6299,True,-1.0,True,0.026127957779309555,166.33588574864703,True,169.66260346361997,171.42,TRAIN
MSTR,2026-01-29,True,MSTR,143.19,-0.11543073524771219,158.45,140.16,140.17,140.05,140.29,True,-1.0,True,0.04214149068647972,140.00661205421156,True,142.8067442952958,143.19,VAL
MSTR,2026-02-03,True,MSTR,133.26,-0.07283535056936175,139.63,129.46,129.46,129.1,129.59,True,-1.0,True,0.027276132767543072,129.30909607289885,True,131.89527799435683,133.26,VAL
MSTR,2026-02-05,True,MSTR,106.99,-0.15136726314974058,129.09,109.55,109.57,109.56,109.89,True,-1.0,True,0.06186653557272951,109.44228067903232,False,,106.99,VAL
MSTR,2026-02-06,True,MSTR,134.93,0.23894756519300886,106.99,132.555,132.55,132.3101,132.88,True,1.0,True,0.10016378932927779,132.70450575882327,False,,134.93,VAL
MSTR,2026-04-17,True,MSTR,166.52,0.105478716261582,148.94,164.65,164.66,164.51,164.9,True,1.0,True,0.040579651665159894,164.85193450205838,False,,166.52,VAL
NVDA,2025-01-27,True,NVDA,118.42,-0.17395877156079087,142.62,117.81,117.815,117.711,118.05,True,-1.0,True,0.01967898675117187,117.67766996623341,False,,118.42,TRAIN
NVDA,2025-01-28,True,NVDA,128.99,0.07208241851038677,118.42,126.956,126.955,126.77,127.025,True,1.0,True,0.0084159798526745,127.10298399555946,False,,128.99,TRAIN
NVDA,2025-02-27,True,NVDA,120.15,-0.05621572212065806,131.28,123.9,123.89,123.33,123.89,True,-1.0,True,0.00733083272957924,123.74558869512929,False,,120.15,TRAIN
NVDA,2025-03-03,True,NVDA,114.06,-0.08101184758245283,124.92,114.8,114.81,114.51,114.8676,True,-1.0,True,0.010543700895949044,114.67617271844212,False,,114.06,TRAIN
NVDA,2025-04-09,True,NVDA,114.33,0.1474558670820354,96.3,110.5,110.48,110.42,111.09,True,1.0,True,0.014720496958863233,110.60878005458163,False,,114.33,TRAIN
NVDA,2025-04-10,True,NVDA,107.57,-0.05157001661856031,114.33,108.434,108.45,108.425,108.67,True,-1.0,True,0.0051203838992884936,108.32358619732642,False,,107.57,TRAIN
TSLA,2025-02-25,True,TSLA,302.8,-0.08628566242096025,330.53,302.01,302.01,302.0,302.49,True,-1.0,True,0.013981698583012542,301.6579646607151,False,,302.8,TRAIN
TSLA,2025-03-10,True,TSLA,222.15,-0.14959835535082044,262.67,223.375,223.4189,222.58,223.4189,True,-1.0,True,0.027475366062082552,223.15847369536056,False,,222.15,TRAIN
TSLA,2025-04-04,True,TSLA,239.43,-0.10217749176893132,267.28,239.97,239.96,239.38,240.24,True,-1.0,True,0.020473712509863632,239.68029270549056,True,244.47389855960037,239.43,TRAIN
TSLA,2025-04-09,True,TSLA,272.2,0.1745244748940773,221.86,260.58,260.55,260.3,261.67,True,1.0,True,0.03662997551154461,260.8537078495768,False,,272.2,TRAIN
TSLA,2025-04-25,True,TSLA,284.95,0.0997464452236907,259.51,285.3952,285.44,285.14,285.5835,True,1.0,True,0.02020936097082714,285.7727206623803,False,,284.95,TRAIN
TSLA,2025-06-05,True,TSLA,284.7,-0.1304321638307484,332.05,288.74,288.82,288.0,289.49,True,-1.0,True,0.028626422197399387,288.48333946991073,False,,284.7,TRAIN
TSLA,2025-06-23,True,TSLA,348.68,0.08854296001986572,322.16,350.685,350.71,350.43,351.44,True,1.0,True,0.01844273195164521,351.11880207225124,False,,348.68,TRAIN
