symbol,date,has_bars,underlying,daily_close,r,prior_close,close_1500,entry_open,entry_low,entry_high,qualifies,side,sho_gate,F,eff_entry,stopped_2pct,stop_exit,moc_close,split,pnl_frac_moc,pnl_R_moc
ASYS,2026-04-23,True,ASYS,17.24,-0.05666666666666664,18.0,16.98,16.96,16.96,16.96,True,-1.0,True,,16.940230722975162,True,17.279035337434667,17.24,VAL,-0.017695702138122327,-0.8847851069061163
ASYS,2026-04-24,True,ASYS,18.77,0.12412993039443165,17.24,19.38,19.38,19.26,19.38,True,1.0,True,,19.40259012905315,True,19.014538326472085,18.77,VAL,-0.03260338567405585,-1.6301692837027926
ASYS,2026-05-05,True,ASYS,17.93,0.09648058252427183,16.48,18.07,18.015,18.015,18.015,True,1.0,True,,18.035999028632222,False,,17.93,VAL,-0.0058770810790103045,-0.2938540539505152
ASYS,2026-05-08,True,ASYS,21.49,0.1784733662822624,18.21,21.46,21.5,21.3,21.56,True,1.0,True,,21.525061288681254,False,,21.49,VAL,-0.0016288589477648774,-0.08144294738824387
ASYS,2026-05-15,True,ASYS,21.08,-0.05366288131819186,22.455,21.25,21.2305,21.12,21.2305,True,-1.0,True,,21.205752851658264,False,,21.08,VAL,0.005930129080441104,0.2965064540220552
ASYS,2026-05-18,True,ASYS,20.015,-0.06072106261859567,21.08,19.8,19.85,19.85,19.99,True,-1.0,True,,19.82686201951987,False,,20.015,VAL,-0.009489044726034068,-0.4744522363017034
ASYS,2026-05-22,True,ASYS,22.08,0.05178997613365155,20.95,22.035,22.04,22.04,22.04,True,1.0,True,,22.065690735001617,False,,22.08,VAL,0.0006484847979710828,0.03242423989855414
ASYS,2026-05-26,True,ASYS,22.815,0.05525362318840599,22.08,23.3,23.26,23.22,23.26,True,1.0,True,,23.287112817429115,True,22.82137056108053,22.815,VAL,-0.020273565947418026,-1.0136782973709013
NUS,2025-01-02,True,NUS,6.56,-0.0522496371552974,6.89,6.53,6.54,6.54,6.54,True,-1.0,True,,6.5323767056755635,False,,6.56,TRAIN,-0.004228674427247281,-0.21143372136236405
NUS,2025-01-10,True,NUS,6.22,-0.051127819548872244,6.65,6.31,6.3,6.28,6.3,True,-1.0,True,,6.292656459595726,False,,6.22,TRAIN,0.011546230127489565,0.5773115063744783
NUS,2025-02-14,True,NUS,7.56,0.19470404984423673,6.42,7.67,7.675,7.675,7.675,True,1.0,True,,7.68394629723854,True,7.530267371293769,7.56,TRAIN,-0.01613055225061688,-0.806527612530844
NUS,2025-03-27,True,NUS,7.51,0.07359307359307365,6.93,7.44,7.445,7.445,7.445,True,1.0,True,,7.453678199731717,False,,7.51,TRAIN,0.007556242536779889,0.37781212683899446
NUS,2025-05-09,True,NUS,6.84,0.14204545454545459,6.16,7.035,7.04,7.04,7.06,True,1.0,True,,7.048206114991443,True,6.907241992691613,6.84,TRAIN,-0.029540298849744295,-1.4770149424872148
NUS,2025-05-12,True,NUS,7.44,0.08333333333333348,6.84,7.41,7.4,7.4,7.4,True,1.0,True,,7.408625745871688,False,,7.44,TRAIN,0.004234827781089523,0.21174138905447615
NUS,2025-05-29,True,NUS,8.4,0.13194331983805685,7.41,8.3877,8.38,8.38,8.38,True,1.0,True,,8.389768074379019,False,,8.4,TRAIN,0.0012195719274086247,0.06097859637043124
NUS,2025-07-01,True,NUS,8.86,0.11514392991239042,7.99,8.91,8.91,8.89,8.91,True,1.0,True,,8.920385864286045,False,,8.86,TRAIN,-0.006769422893219024,-0.3384711446609512
NUS,2025-08-08,True,NUS,8.93,0.09878048780487814,8.2,9.01,9.02,9.02,9.03,True,1.0,True,,9.030514084832786,False,,8.93,TRAIN,-0.011130494220877751,-0.5565247110438876
NUS,2025-08-11,True,NUS,10.58,0.1758118701007838,8.93,10.5,10.5,10.5,10.5,True,1.0,True,,10.512239234007124,False,,10.58,TRAIN,0.0064458926860864185,0.3222946343043209
NUS,2025-09-22,True,NUS,12.84,0.08105872622001664,12.09,13.07,13.073,13.0575,13.08,True,1.0,True,,13.088238429159537,True,12.826473660576346,12.84,TRAIN,-0.01896652712304525,-0.9483263561522626
NUS,2025-11-10,True,NUS,9.87,0.09703947368421062,9.12,10.005,10.005,10.005,10.005,True,1.0,True,,10.016662241546788,False,,9.87,TRAIN,-0.01464182758788335,-0.7320913793941675
TOST,2025-04-09,True,TOST,34.38,0.11355311355311337,30.03,33.44,33.51,33.47,33.63,True,1.0,True,,33.549060641102734,False,,34.38,TRAIN,0.024767887476385475,1.2383943738192738
TOST,2025-05-09,True,TOST,40.84,0.11568894952251019,36.65,40.89,40.89,40.87,40.95,True,1.0,True,,40.93766307414774,False,,40.84,TRAIN,-0.002385653376716923,-0.11928266883584615
TOST,2025-11-05,True,TOST,39.02,0.09778338945005616,35.64,39.125,39.13,39.09,39.145,True,1.0,True,,39.17561154539988,False,,39.02,TRAIN,-0.00397215357364733,-0.1986076786823665
TOST,2026-03-03,True,TOST,29.11,0.0766376496191512,27.57,29.6829,29.68,29.63,29.725,True,1.0,True,,29.71459623479347,True,29.1203043100976,29.11,VAL,-0.020346776042863834,-1.0173388021431917
TT,2025-04-09,True,TT,342.8,0.06400494908156462,315.21,335.385,336.14,334.8779,336.75,True,1.0,True,,336.5318186780147,False,,342.8,TRAIN,0.018625820722118824,0.9312910361059412
TT,2025-10-30,True,TT,446.37,0.052563862636848535,427.48,449.95,449.94,449.94,450.65,True,1.0,True,,450.46446866182526,False,,446.37,TRAIN,-0.009089437562053493,-0.45447187810267464
TT,2026-03-26,True,TT,407.13,-0.054562211981566855,434.0,410.32,410.32,410.24,410.55,True,-1.0,True,,409.8417140478283,False,,407.13,VAL,0.006616491086390175,0.33082455431950875
ESE,2025-04-09,True,ESE,151.92,0.07943657943657922,139.86,150.97,150.41,150.41,150.41,True,1.0,True,,150.5853241130487,False,,151.92,TRAIN,0.008863253406748317,0.44316267033741585
VNO,2025-04-09,True,VNO,35.01,0.06742281033396358,31.74,33.88,33.91,33.87,34.015,True,1.0,True,,33.94952689763633,False,,35.01,TRAIN,0.03123675642259105,1.5618378211295525
CAI,2025-07-28,True,CAI,27.06,-0.06668923493568035,29.54,27.57,27.55,27.52,27.6585,True,-1.0,True,,27.51788658124798,False,,27.06,TRAIN,0.016639598389798116,0.8319799194899058
CAI,2025-08-12,True,CAI,32.46,0.08209202250910286,30.21,32.69,32.69,32.69,32.69,True,1.0,True,,32.728104815208845,False,,32.46,TRAIN,-0.008191883297937075,-0.40959416489685374
CAI,2025-08-13,True,CAI,34.28,0.07670979667282807,32.46,34.95,34.91,34.91,34.91,True,1.0,True,,34.950692538970344,True,34.251678688190935,34.28,TRAIN,-0.019189678093574636,-0.9594839046787318
CAI,2025-08-14,True,CAI,36.99,0.07745040840140027,34.28,36.935,36.935,36.78,36.935,True,1.0,True,,36.978052962671725,False,,36.99,TRAIN,0.0003230845426160922,0.01615422713080461
CAI,2025-08-21,True,CAI,38.12,0.0815511833475906,35.07,37.93,37.93,37.93,37.93,True,1.0,True,,37.97421277579907,False,,38.12,TRAIN,0.003839111163716824,0.1919555581858412
CAI,2025-10-30,True,CAI,31.17,0.0728848114169216,29.43,31.575,31.565,31.56,31.565,True,1.0,True,,31.60179346870808,False,,31.17,TRAIN,-0.013663574794754552,-0.6831787397377276
CAI,2025-11-06,True,CAI,24.61,-0.16039027730229383,29.21,24.525,24.51,24.45,24.55,True,-1.0,True,,24.481430130903373,False,,24.61,TRAIN,-0.005251730328218462,-0.2625865164109231
CAI,2026-01-12,True,CAI,25.6,-0.09365135040336725,28.51,25.84,25.84,25.8,25.845,True,-1.0,True,,25.809879827929137,False,,25.6,VAL,0.008131763081749122,0.4065881540874561
CAI,2026-01-13,True,CAI,26.4,0.058398437499999956,25.6,27.095,27.09,27.085,27.12,True,1.0,True,,27.121577223738377,True,26.57914567926361,26.4,VAL,-0.026605282494663096,-1.3302641247331548
CAI,2026-02-20,True,CAI,19.53,-0.08824940047961627,20.85,19.01,19.01,18.97,19.01,True,-1.0,True,,18.98784115824044,True,19.367597981405247,19.53,VAL,-0.028552948028231828,-1.4276474014115914
CAI,2026-02-23,True,CAI,17.64,-0.057859703020993525,19.53,18.4,18.4,18.39,18.41,True,-1.0,True,,18.378552199454184,False,,17.64,VAL,0.0401855484283532,2.00927742141766
CAI,2026-02-27,True,CAI,20.14,0.07588357588357586,19.24,20.7,20.75,20.74,20.82,True,1.0,True,,20.774187057680745,True,20.35870331652713,20.14,VAL,-0.03052764740780889,-1.5263823703904444
CAI,2026-04-01,True,CAI,19.13,0.05984340044742731,17.88,18.95,18.95,18.95,18.965,True,1.0,True,,18.972088903279523,False,,19.13,VAL,0.008323337378688844,0.4161668689344422
CAI,2026-05-13,True,CAI,14.69,-0.1390214797136039,16.76,14.43,14.425,14.41,14.435,True,-1.0,True,,14.40818562375688,False,,14.69,VAL,-0.01955932437311536,-0.977966218655768
CAI,2026-05-28,True,CAI,16.67,0.08843302990897284,15.38,16.7401,16.74,16.74,16.74,True,1.0,True,,16.759512835931357,False,,16.67,VAL,-0.005341016580114766,-0.2670508290057383
XTIA,2025-01-15,True,XTIA,5.66,-0.06283112582781458,6.04,5.6605,5.67,5.67,5.67,True,-1.0,True,,5.663390813636153,False,,5.66,TRAIN,0.0005987249949249707,0.029936249746248533
XTIA,2025-01-16,True,XTIA,6.39,0.1651943462897525,5.66,6.595,6.6145,6.6145,6.6145,True,1.0,True,,6.6222101346038205,True,6.489765931911744,6.39,TRAIN,-0.035065352787647996,-1.7532676393823998
XTIA,2025-01-17,True,XTIA,5.98,-0.05086071987480423,6.39,6.065,6.01,5.97,6.07,True,-1.0,True,,6.002994495582589,False,,5.98,TRAIN,0.003830504192450901,0.19152520962254505
XTIA,2025-01-21,True,XTIA,5.58,-0.07352842809364546,5.98,5.5403,5.55,5.55,5.55,True,-1.0,True,,5.543530690596235,False,,5.58,TRAIN,-0.00657871516173425,-0.3289357580867125
XTIA,2025-01-22,True,XTIA,5.0,-0.08781362007168458,5.58,5.09,5.095,5.095,5.095,True,-1.0,True,,5.08906105740321,False,,5.0,TRAIN,0.017500489068342118,0.8750244534171059
XTIA,2025-02-03,True,XTIA,4.73,-0.06187376725838256,5.07,4.7563,4.74,4.74,4.74,True,-1.0,True,,4.7344748600767845,False,,4.73,TRAIN,0.0009451650307656934,0.04725825153828467
IEX,2025-04-09,True,IEX,173.8,0.05458811905644079,161.94,170.78,170.7,170.7,171.1,True,1.0,True,,170.8989749757158,False,,173.8,TRAIN,0.01697508732686348,0.848754366343174
BHFAM,2025-07-21,True,BHFAM,10.8,-0.08078231292517002,11.76,10.81,10.78,10.78,10.78,True,-1.0,True,,10.767434386419353,False,,10.8,TRAIN,-0.0030244543325679274,-0.15122271662839637
BHFAM,2025-09-09,True,BHFAM,13.31,-0.053672316384180796,14.16,13.4,13.4694,13.4694,13.4694,True,-1.0,True,,13.453699510615662,False,,13.31,TRAIN,0.010681040594245128,0.5340520297122564
BHFAM,2025-09-10,True,BHFAM,12.04,-0.09917355371900827,13.31,11.99,11.93,11.93,11.93,True,-1.0,True,,11.91609389888524,False,,12.04,TRAIN,-0.010398214563108743,-0.5199107281554372
BHFAM,2025-09-19,True,BHFAM,12.7,0.05682130112544592,12.0219,12.705,12.685,12.685,12.685,True,1.0,True,,12.69978616032194,False,,12.7,TRAIN,1.6838053441103895e-05,0.0008419026720551948
BHFAM,2025-11-06,True,BHFAM,12.5,0.12169312169312185,11.34,12.72,12.67,12.67,12.67,True,1.0,True,,12.684768675701928,False,,12.5,TRAIN,-0.014566184092569046,-0.7283092046284523
SCHL,2025-03-12,True,SCHL,19.03,-0.08425083772139785,20.89,19.13,19.125,19.125,19.125,True,-1.0,True,,19.102707109487024,False,,19.03,TRAIN,0.003806115492966722,0.1903057746483361
SCHL,2025-03-21,True,SCHL,21.22,0.13218085106382982,18.8,21.285,21.23,21.13,21.23,True,1.0,True,,21.25474656552107,True,20.82965163421065,21.22,TRAIN,-0.0016347673407424157,-0.08173836703712078
SCHL,2025-03-24,True,SCHL,19.51,-0.09448633364750236,21.22,19.215,19.18,19.15,19.215,True,-1.0,True,,19.157642999213653,True,19.540795859197928,19.51,TRAIN,-0.018392502710318448,-0.9196251355159224
SCHL,2025-05-14,True,SCHL,17.4,-0.07999999999999996,18.75,17.25,17.27,17.27,17.3,True,-1.0,True,,17.249869374161616,False,,17.4,TRAIN,-0.008703290592058766,-0.4351645296029383
SCHL,2025-06-23,True,SCHL,21.34,0.10721757322175729,19.12,21.17,21.19,21.19,21.21,True,1.0,True,,21.21469993986771,False,,21.34,TRAIN,0.0059062848160684744,0.2953142408034237
SCHL,2025-07-25,True,SCHL,26.7,0.21948955916473323,21.55,26.28,26.28,26.28,26.28,True,1.0,True,,26.31063305425783,False,,26.7,TRAIN,0.014798843681914198,0.7399421840957099
SCHL,2025-12-19,True,SCHL,27.0,-0.05596107055961064,28.77,27.16,27.15,27.15,27.15,True,-1.0,True,,27.11835283778158,False,,27.0,TRAIN,0.004364307761962949,0.21821538809814744
