day,symbol,entry_m,exit_m,entry,stop,target,exit_price,why,R,raw_rr,cost_R,net_R,split,half,wk
2025-01-13,ALGS,599,955,34.25,33.02,36.709999999999994,34.3,eod,1.2299999999999969,0.04065040650406283,0.2692764227642311,-0.22862601626016826,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,AMR,784,890,185.395,181.97,192.24500000000003,192.24500000000003,target,3.4250000000000114,2.0,0.4833658394160563,1.5166341605839437,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,ASIX,593,955,28.57,28.17,29.369999999999997,29.03,eod,0.3999999999999986,1.1500000000000061,0.7627285714285761,0.38727142857143004,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,ASND,619,774,134.71,132.37,139.39000000000001,132.03,stop,2.3400000000000034,-1.1452991452991466,0.9950205128205198,-2.140319658119666,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,AVGX,584,955,30.755,29.94,32.38499999999999,30.33,eod,0.8149999999999977,-0.5214723926380391,0.11856072562789653,-0.6400331182659357,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,AVL,586,955,33.14,32.23,34.96000000000001,32.65,eod,0.9100000000000037,-0.5384615384615384,0.09378660679979303,-0.6322481452613314,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,BBIO,640,687,30.59,29.95,31.87,31.87,target,0.6400000000000006,2.0,0.14648592625899237,1.8535140737410076,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,BRKR,670,691,63.9,62.28,67.13999999999999,62.28,stop,1.6199999999999974,-1.0,0.19641844248941093,-1.1964184424894109,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,DJT,601,633,37.51,36.5601,39.4098,39.4098,target,0.9498999999999995,2.0,0.06944401817356588,1.9305559818264342,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,HCC,780,955,52.775,52.11,54.105,53.6,eod,0.6649999999999991,1.2406015037594043,0.38725563909774546,0.8533458646616587,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,HIMS,591,599,26.065,25.65,26.895000000000007,25.65,stop,0.4150000000000027,-1.0,0.16688399440458276,-1.1668839944045828,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,JOE,675,821,46.04,45.3,47.52,45.3,stop,0.740000000000002,-1.0,0.3004405013709365,-1.3004405013709364,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,NBIS,827,915,33.9492,33.365,35.11759999999999,35.11759999999999,target,0.5841999999999956,2.0,0.08660421416947651,1.9133957858305235,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,TSLL,648,671,25.74,25.24,26.74,25.24,stop,0.5,-1.0,0.0405607915245108,-1.0405607915245108,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,U,644,677,21.77,21.51,22.289999999999996,21.51,stop,0.259999999999998,-1.0,0.1139175647881551,-1.1139175647881552,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,BITX,621,629,50.4,49.6556,51.888799999999996,49.6556,stop,0.7443999999999988,-1.0,0.10743247217096968,-1.1074324721709696,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,BITU,623,628,48.2698,47.63,49.549399999999984,47.63,stop,0.6397999999999939,-1.0,0.0871841223837198,-1.0871841223837198,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,OILU,631,648,32.7,32.36,33.38000000000001,32.32,stop,0.3400000000000034,-1.1176470588235257,0.1396377748543492,-1.2572848336778748,TRAIN,H1,2025-01-11/2025-01-17
2025-01-13,TSLT,649,665,35.37,34.79,36.529999999999994,34.79,stop,0.5799999999999983,-1.0,0.06810066392358191,-1.068100663923582,TRAIN,H1,2025-01-11/2025-01-17
2025-01-14,BBIO,612,726,35.68,34.95,37.13999999999999,34.95,stop,0.7299999999999969,-1.0,0.09436828198603123,-1.0943682819860312,TRAIN,H1,2025-01-11/2025-01-17
2025-01-14,IESC,625,681,236.205,233.245,242.12500000000003,233.245,stop,2.960000000000008,-1.0,,,TRAIN,H1,2025-01-11/2025-01-17
2025-01-14,IMVT,604,617,24.22,23.91,24.839999999999996,24.839999999999996,target,0.3099999999999987,2.0,0.44075223242897404,1.559247767571026,TRAIN,H1,2025-01-11/2025-01-17
2025-01-14,IONQ,832,898,29.67,29.3524,30.305200000000006,29.3524,stop,0.3176000000000023,-1.0,0.10631175343313964,-1.1063117534331397,TRAIN,H1,2025-01-11/2025-01-17
2025-01-14,NBIS,816,831,37.19,36.7432,38.08359999999999,36.7432,stop,0.4467999999999961,-1.0,0.1457656746075062,-1.1457656746075062,TRAIN,H1,2025-01-11/2025-01-17
2025-01-14,TSLQ,705,788,25.71,25.3596,26.410800000000002,25.3596,stop,0.3504000000000005,-1.0,0.09098099375943594,-1.090980993759436,TRAIN,H1,2025-01-11/2025-01-17
2025-01-14,GDXU,617,955,32.1767,31.7,33.13009999999999,32.836,eod,0.47669999999999746,1.3830501363541121,0.18106756654656087,1.2019825698075512,TRAIN,H1,2025-01-11/2025-01-17
2025-01-14,SSG,660,955,27.3,26.8,28.3,27.19,eod,0.5,-0.21999999999999886,0.089742365561045,-0.30974236556104384,TRAIN,H1,2025-01-11/2025-01-17
2025-01-14,BOIL,772,955,66.78,65.57,69.20000000000002,66.55,eod,1.210000000000008,-0.1900826446281012,0.07604517273043884,-0.2661278173585401,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,APLS,599,649,29.8612,29.47,30.643600000000003,29.47,stop,0.3912000000000013,-1.0,0.4875508087005004,-1.4875508087005005,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,CONL,630,637,41.96,41.02,43.839999999999996,41.02,stop,0.9399999999999977,-1.0,0.07300663572446209,-1.073006635724462,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,DOGZ,578,620,43.51,42.41,45.71,45.71,target,1.1000000000000014,2.0,0.5057323076923085,1.4942676923076914,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,IONQ,591,616,35.6436,34.88,37.17079999999999,37.17079999999999,target,0.7635999999999967,2.0,0.068025139433472,1.931974860566528,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,KIDS,661,692,25.19,24.66,26.250000000000004,24.56,stop,0.5300000000000011,-1.188679245283021,0.6414150943396247,-1.830094339622646,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,MUU,596,931,22.1383,21.8101,22.794700000000006,22.794700000000006,target,0.3282000000000025,2.0,0.1254595957711639,1.874540404228836,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,OKLO,607,673,25.44,24.95,26.420000000000005,26.420000000000005,target,0.490000000000002,2.0,0.12997536100602028,1.8700246389939796,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,PTGX,601,615,39.735,38.835,41.535,38.8,stop,0.8999999999999986,-1.038888888888893,0.285177089947088,-1.324065978835981,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,RARE,621,677,43.15,42.54,44.37,42.54,stop,0.6099999999999994,-1.0,0.30015885919604735,-1.3001588591960473,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,RKLB,602,604,26.37,25.94,27.23,25.94,stop,0.4299999999999997,-1.0,0.06835903335264376,-1.0683590333526438,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,SEZL,584,955,256.2629,246.27,276.2487,258.3158,eod,9.992899999999992,0.20543585946021917,0.5408918234108375,-0.3354559639506184,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,SMR,632,636,21.18,20.87,21.799999999999997,20.87,stop,0.3099999999999987,-1.0,0.1653275163053055,-1.1653275163053056,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,TEM,604,618,35.15,34.43,36.589999999999996,36.589999999999996,target,0.7199999999999989,2.0,0.21107655367231715,1.7889234463276829,TRAIN,H1,2025-01-11/2025-01-17
2025-01-15,DRV,641,955,29.96,29.63,30.620000000000005,30.61,eod,0.33000000000000185,1.9696969696969544,0.12128953912589993,1.8484074305710545,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,ALCO,713,829,32.54,32.04,33.54,31.93,stop,0.5,-1.2199999999999989,0.5667756543209919,-1.7867756543209907,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,CONL,688,702,43.73,43.08,45.029999999999994,43.08,stop,0.6499999999999986,-1.0,0.15741589743589818,-1.1574158974358981,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,DAVE,594,599,91.66,90.6,93.78,90.6,stop,1.0600000000000023,-1.0,1.006777082374599,-2.006777082374599,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,DOGZ,581,603,45.29,43.9,48.07,48.07,target,1.3900000000000006,2.0,0.7400517985611519,1.2599482014388481,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,HUT,670,707,26.955,26.54,27.784999999999997,26.54,stop,0.41499999999999915,-1.0,0.09032300416619585,-1.0903230041661958,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,IONQ,604,677,38.66,37.68,40.61999999999999,37.68,stop,0.9799999999999969,-1.0,0.0649797734550496,-1.0649797734550497,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,LMND,598,601,33.51,32.98,34.57,32.98,stop,0.5300000000000011,-1.0,0.22447863335033122,-1.2244786333503312,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,NGVT,701,719,45.825,45.324,46.82700000000001,46.82700000000001,target,0.5010000000000048,2.0,0.47550373193007733,1.5244962680699228,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,NVD,699,747,29.1,28.77,29.760000000000005,28.75,stop,0.33000000000000185,-1.060606060606059,0.11703760432321814,-1.1776436649292772,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,PTIR,669,677,113.61,112.2665,116.29700000000001,112.2665,stop,1.343500000000006,-1.0,0.18610640658266883,-1.1861064065826687,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,PNC,632,955,195.1401,192.57,200.28029999999998,196.59,eod,2.5700999999999965,0.5641414730944382,0.17590234679730735,0.38823912629713087,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,TSLQ,703,778,24.3377,24.0,25.013100000000005,24.0,stop,0.33770000000000167,-1.0,0.08394950376518526,-1.0839495037651852,TRAIN,H1,2025-01-11/2025-01-17
2025-01-16,BOIL,823,864,75.76,74.92,77.44000000000001,77.44000000000001,target,0.8400000000000034,2.0,0.11754626108998834,1.8824537389100118,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,HUT,654,662,29.26,28.89,30.000000000000004,28.89,stop,0.370000000000001,-1.0,0.09037509602625896,-1.090375096026259,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,LEGN,677,693,33.31,32.97,33.99000000000001,32.97,stop,0.3400000000000034,-1.0,0.36444628736740725,-1.3644462873674073,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,MARA,641,661,20.19,19.905,20.76,20.76,target,0.28500000000000014,2.0,0.0639960346804698,1.9360039653195302,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,MSTX,699,761,61.22,60.1573,63.3454,60.1573,stop,1.0626999999999995,-1.0,0.10687814464622739,-1.1068781446462275,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,NNE,650,888,25.3,24.78,26.34,24.78,stop,0.5199999999999996,-1.0,0.10285334987593105,-1.102853349875931,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,OKLO,697,773,26.3492,25.79,27.4676,25.79,stop,0.5592000000000006,-1.0,0.08465380741361132,-1.0846538074136114,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,RIOX,646,663,35.6277,34.99,36.90309999999999,34.99,stop,0.6376999999999953,-1.0,0.18777552929697366,-1.1877755292969736,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,SMR,648,657,22.0247,21.75,22.574099999999998,22.574099999999998,target,0.2746999999999993,2.0,0.1670946198597456,1.8329053801402544,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,SMTC,659,668,75.58,74.815,77.11,74.815,stop,0.7650000000000006,-1.0,0.3154627450980395,-1.3154627450980394,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,TSLL,619,622,30.8411,30.3801,31.763100000000005,30.3801,stop,0.4610000000000021,-1.0,0.0485219087032885,-1.0485219087032884,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,TSLR,619,622,48.52,47.8215,49.91700000000001,47.8215,stop,0.6985000000000028,-1.0,0.09708804841141322,-1.0970880484114132,TRAIN,H1,2025-01-11/2025-01-17
2025-01-17,TSLT,620,622,42.1929,41.69,43.19870000000001,41.69,stop,0.5029000000000039,-1.0,0.08552378869225108,-1.085523788692251,TRAIN,H1,2025-01-11/2025-01-17
2025-01-21,ARQQ,588,593,27.75,26.84,29.57,26.7721,stop,0.9100000000000001,-1.0746153846153863,0.2910459213418153,-1.3656613059572016,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,ASAN,643,955,20.66,20.15,21.680000000000003,20.5,eod,0.5100000000000016,-0.31372549019607776,0.08049862676777975,-0.3942241169638575,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,ASTS,591,600,22.13,21.62,23.149999999999995,21.62,stop,0.509999999999998,-1.0,0.10616188624209982,-1.1061618862420999,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,BE,770,955,25.5,25.14,26.22,25.67,eod,0.35999999999999943,0.4722222222222277,0.10108787629994517,0.37113434592228256,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,BTSG,733,849,21.05,20.7,21.750000000000004,20.7,stop,0.3500000000000014,-1.0,0.31731746031745783,-1.3173174603174578,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,CBRL,588,616,58.285,57.62,59.614999999999995,59.614999999999995,target,0.6649999999999991,2.0,0.4984193270060415,1.5015806729939585,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,GH,718,734,42.88,42.4401,43.759800000000006,43.759800000000006,target,0.4399000000000015,2.0,0.30425803936156315,1.6957419606384367,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,IONQ,581,610,41.72,40.33,44.5,40.33,stop,1.3900000000000006,-1.0,0.049493678411226025,-1.049493678411226,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,LEU,667,675,85.66,84.68,87.61999999999998,84.68,stop,0.9799999999999898,-1.0,0.5244212906784413,-1.5244212906784413,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,LUNR,633,955,21.85,21.3,22.950000000000003,22.71,eod,0.5500000000000007,1.5636363636363606,0.05811632163482938,1.5055200420015313,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,MRNA,587,601,37.614,36.7603,39.32139999999999,36.7603,stop,0.8536999999999964,-1.0,0.06153691959894346,-1.0615369195989435,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,MUU,711,845,24.735,24.31,25.585,25.585,target,0.4250000000000007,2.0,0.10614187363834406,1.8938581263616558,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,NNE,628,733,28.21,27.4708,29.6884,29.6884,target,0.7392000000000003,2.0,0.08494944977141271,1.9150505502285873,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,OKLO,670,932,29.77,29.01,31.289999999999996,31.289999999999996,target,0.759999999999998,2.0,0.07993903508771955,1.9200609649122804,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,PLAY,588,625,25.71,25.36,26.410000000000004,26.410000000000004,target,0.3500000000000014,2.0,0.22481391304347823,1.7751860869565217,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,PRAX,805,955,76.355,74.82,79.42500000000003,78.02,eod,1.5350000000000108,1.0846905537459155,0.43980831871710785,0.6448822350288077,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,QMCO,582,585,34.35,33.58,35.89000000000001,35.89000000000001,target,0.7700000000000031,2.0,0.4930882094283641,1.5069117905716358,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,RDDT,645,646,186.08,184.14,189.96000000000006,184.14,stop,1.9400000000000261,-1.0,0.2476533550370742,-1.247653355037074,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,RNA,669,791,30.145,29.84,30.755,30.755,target,0.3049999999999997,2.0,0.3519066070541459,1.648093392945854,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,SDGR,701,769,20.275,20.07,20.684999999999995,20.684999999999995,target,0.2049999999999983,2.0,0.38142439024390656,1.6185756097560935,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,SMMT,579,687,20.48,19.855,21.73,21.73,target,0.625,2.0,0.1661132606060608,1.833886739393939,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,SMR,775,852,25.036,24.74,25.628000000000007,25.628000000000007,target,0.2960000000000029,2.0,0.1771212228622016,1.8228787771377983,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,SYM,690,768,31.9444,31.47,32.89320000000001,32.89320000000001,target,0.4744000000000028,2.0,0.1980085622586099,1.8019914377413901,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,TSLQ,578,932,23.77,22.8643,25.5814,22.8643,stop,0.9056999999999995,-1.0,0.03486097331145856,-1.0348609733114587,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,WGS,598,669,72.44,71.51,74.29999999999998,74.29999999999998,target,0.9299999999999926,2.0,0.9088360916316095,1.0911639083683906,TRAIN,H1,2025-01-18/2025-01-24
2025-01-21,NAIL,587,597,104.905,102.9,108.91499999999999,102.9,stop,2.0049999999999955,-1.0,0.22914702637345977,-1.2291470263734599,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,AOSL,592,618,44.78,43.67,47.0,43.67,stop,1.1099999999999994,-1.0,0.3102312312312313,-1.3102312312312314,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,APP,618,832,362.995,358.25,372.485,358.25,stop,4.7450000000000045,-1.0,0.18113017391225894,-1.1811301739122588,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,CONL,617,621,48.99,47.33,52.31000000000001,47.33,stop,1.6600000000000037,-1.0,0.060512313661424504,-1.0605123136614245,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,DXYZ,726,739,67.58,66.6489,69.4422,66.6489,stop,0.9311000000000007,-1.0,0.3256606074473262,-1.3256606074473263,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,FN,589,605,276.04,270.7,286.7200000000001,270.7,stop,5.340000000000032,-1.0,0.5485670411984974,-1.5485670411984973,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,FTAI,798,955,88.76,86.8601,92.55980000000001,92.31,eod,1.8999000000000024,1.8685193957576676,0.1530828460306071,1.7154365497270605,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,GH,621,747,47.6128,46.56,49.718399999999995,49.718399999999995,target,1.0527999999999977,2.0,0.1413507466631446,1.8586492533368555,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,GRAL,754,793,22.76,22.43,23.420000000000005,23.420000000000005,target,0.33000000000000185,2.0,0.3635939393939401,1.63640606060606,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,IESC,656,674,307.53,304.16,314.26999999999987,304.16,stop,3.3699999999999477,-1.0,0.6098369436201756,-1.6098369436201756,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,LUNR,614,656,23.12,22.71,23.94,22.71,stop,0.41000000000000014,-1.0,0.06206967104941583,-1.0620696710494157,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,MRNA,588,955,38.39,36.89,41.39,38.54,eod,1.5,0.09999999999999905,0.043524938967136204,0.056475061032862844,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,OKLO,634,660,34.2778,33.55,35.7334,33.55,stop,0.727800000000002,-1.0,0.0683024667330358,-1.0683024667330359,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,RDNT,619,664,62.565,61.88,63.93499999999999,63.93499999999999,target,0.6849999999999952,2.0,0.6662356621480747,1.3337643378519253,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,SMCX,604,605,49.15,47.66,52.13,47.66,stop,1.490000000000002,-1.0,0.09540008665706799,-1.095400086657068,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,TMDX,611,620,60.15,59.32,61.809999999999995,59.32,stop,0.8299999999999983,-1.0,0.2025442012949763,-1.2025442012949763,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,TWST,598,659,53.03,52.4101,54.269800000000004,52.4101,stop,0.6199000000000012,-1.0,0.696445100616774,-1.696445100616774,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,VICR,586,955,60.16,58.845,62.78999999999999,60.635,eod,1.3149999999999977,0.3612167300380245,0.5358823694216525,-0.17466563938362795,TRAIN,H1,2025-01-18/2025-01-24
2025-01-22,WGS,606,628,79.0,77.58,81.84,81.84,target,1.4200000000000017,2.0,0.30738896079177935,1.6926110392082205,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,BE,676,802,26.415,25.93,27.384999999999998,27.384999999999998,target,0.48499999999999943,2.0,0.08415578465062978,1.9158442153493702,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,BKKT,677,955,30.93,29.89,33.01,31.085,eod,1.0399999999999991,0.14903846153846276,0.29184049145299157,-0.1428020299145288,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,CONL,586,603,50.02,48.42,53.220000000000006,48.42,stop,1.6000000000000014,-1.0,0.059532202868852885,-1.059532202868853,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,FTAI,634,955,97.1,94.63,102.03999999999999,101.46,eod,2.469999999999999,1.7651821862348185,0.15551093117408835,1.6096712550607302,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,GRAL,689,708,23.98,23.64,24.66,23.64,stop,0.33999999999999986,-1.0,0.4952063348416261,-1.495206334841626,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,HUM,681,684,306.26,295.31,328.15999999999997,295.31,stop,10.949999999999989,-1.0,0.12281678086574,-1.1228167808657399,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,HUT,591,597,26.165,25.8845,26.726,25.8845,stop,0.28049999999999997,-1.0,0.1927715669370182,-1.1927715669370182,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,IMCR,780,868,32.84,32.35,33.82000000000001,32.35,stop,0.490000000000002,-1.0,0.6647557299843051,-1.664755729984305,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,JANX,611,653,42.54,41.8,44.02,44.02,target,0.740000000000002,2.0,0.38703651706004516,1.6129634829399548,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,LEU,644,789,94.0591,92.32,97.53730000000002,97.53730000000002,target,1.7391000000000076,2.0,0.2455909141440262,1.7544090858559738,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,LUNR,594,595,22.505,22.25,23.014999999999997,22.23,stop,0.254999999999999,-1.0784313725490182,0.20401676394380394,-1.2824481364928222,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,MSTX,579,608,58.59,56.8251,62.11980000000001,56.8251,stop,1.7649000000000044,-1.0,0.10719800066513079,-1.1071980006651307,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,OBK,596,955,36.76,35.9,38.48,36.89,eod,0.8599999999999994,0.1511627906976775,0.7031744186046556,-0.5520116279069781,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,OKLO,586,603,36.153,35.21,38.038999999999994,35.21,stop,0.9429999999999978,-1.0,0.0934561400682806,-1.0934561400682805,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,PLAY,698,752,28.51,28.215,29.100000000000005,28.215,stop,0.2950000000000017,-1.0,0.20617222525970422,-1.2061722252597042,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,PLTU,578,685,28.67,27.78,30.450000000000003,27.78,stop,0.8900000000000006,-1.0,0.0925855181023722,-1.0925855181023723,TRAIN,H1,2025-01-18/2025-01-24
2025-01-23,PTIR,579,608,134.97,133.25,138.41,133.25,stop,1.7199999999999989,-1.0,0.20259012708013616,-1.2025901270801362,TRAIN,H1,2025-01-18/2025-01-24
