symbol,si,S,value,n_owners,cell,signal_date
NWFL,3129,1381,1258500.0,,I2,2021-06-29
LUNG,2644,1381,98034.64,,I2,2021-06-29
FULC,1771,1382,91600.0,,I2,2021-06-30
FUNC,1774,1383,54900.0,,I2,2021-07-01
KOD,2450,1383,11279513.0,,I2,2021-07-01
ACNB,55,1384,151500.8,,I2,2021-07-02
PLSE,3433,1385,49999991.99999999,,I2,2021-07-06
LRMR,2621,1385,1999996.25,,I2,2021-07-06
KYMR,2495,1386,14334859.0,,I2,2021-07-07
HOFT,2070,1386,174050.0,,I2,2021-07-07
RAIN,3608,1386,2698952.0500000003,,I2,2021-07-07
CVM,1196,1387,200000.0,,I2,2021-07-08
FRD,1726,1390,51440.0,,I2,2021-07-13
GBDC,1804,1390,78200.0,,I2,2021-07-13
BHR,601,1391,99990.0,,I2,2021-07-14
UP,4492,1393,500000.0,,I2,2021-07-16
GBX,1810,1394,3004158.15,,I2,2021-07-19
CAG,802,1394,341400.0,,I2,2021-07-19
EXLS,1576,1395,271975.0,,I2,2021-07-20
JEF,2348,1395,128000.0,,I2,2021-07-20
DAL,1235,1397,114750.0,,I2,2021-07-22
STBA,4125,1399,77598.0,,I2,2021-07-26
SSB,4106,1400,105000.0,,I2,2021-07-27
SPG,4068,1400,51034.44,,I2,2021-07-27
NTRA,3099,1400,271200.0,,I2,2021-07-27
ABCB,19,1401,116775.0,,I2,2021-07-28
SRCE,4093,1402,108350.00000000001,,I2,2021-07-29
CCI,859,1402,957400.0,,I2,2021-07-29
GBCI,1803,1403,773250.0,,I2,2021-07-30
BRO,723,1403,109960.0,,I2,2021-07-30
ADM,80,1403,999676.6,,I2,2021-07-30
AIR,161,1403,361100.0,,I2,2021-07-30
ISTR,2307,1403,50009.0,,I2,2021-07-30
TNL,4324,1405,52100.0,,I2,2021-08-03
SBH,3831,1405,189200.00000000003,,I2,2021-08-03
LW,2652,1405,147666.15000000002,,I2,2021-08-03
AMG,237,1405,160890.0,,I2,2021-08-03
EQT,1519,1406,499239.99999999994,,I2,2021-08-04
CHDN,920,1406,187900.0,,I2,2021-08-04
MNRO,2828,1406,296950.0,,I2,2021-08-04
EPD,1509,1406,136380.0,,I2,2021-08-04
PRG,3489,1407,321825.0,,I2,2021-08-05
WWD,4770,1407,500588.0,,I2,2021-08-05
VRTX,4629,1407,2968650.0,,I2,2021-08-05
BYRN,787,1407,250005.0,,I2,2021-08-05
MTDR,2897,1408,84120.0,,I2,2021-08-06
SUI,4159,1408,45624182.8,,I2,2021-08-06
POR,3467,1408,248950.0,,I2,2021-08-06
MGY,2775,1408,706000.0,,I2,2021-08-06
CVS,1200,1408,238650.0,,I2,2021-08-06
CAT,827,1408,103100.0,,I2,2021-08-06
EFSC,1432,1408,337200.0,,I2,2021-08-06
BHE,597,1409,50350.0,,I2,2021-08-09
BHC,596,1409,250100.00000000003,,I2,2021-08-09
OVV,3284,1409,130866.3,,I2,2021-08-09
FAST,1599,1409,55480.0,,I2,2021-08-09
CNR,1042,1409,366250.0,,I2,2021-08-09
KMPR,2437,1409,1540500.0,,I2,2021-08-09
DD,1256,1409,379700.0,,I2,2021-08-09
LPX,2616,1409,669034.66,,I2,2021-08-09
GEL,1834,1410,241860.0,,I2,2021-08-10
GBDC,1804,1410,79750.0,,I2,2021-08-10
UUUU,4526,1410,52699.99999999999,,I2,2021-08-10
GPN,1926,1410,500437.02,,I2,2021-08-10
OMF,3214,1410,250583.4,,I2,2021-08-10
BRBR,709,1410,299730.0,,I2,2021-08-10
LDI,2527,1410,70913.59999999999,,I2,2021-08-10
HLF,2049,1410,250588.0,,I2,2021-08-10
AON,293,1410,972066.15,,I2,2021-08-10
USPH,4519,1411,61692.8,,I2,2021-08-11
OXY,3296,1411,515200.00000000006,,I2,2021-08-11
IHRT,2197,1411,1023498.72,,I2,2021-08-11
CGBD,912,1411,200710.5,,I2,2021-08-11
VTOL,4643,1411,133750.0,,I2,2021-08-11
ERAS,1521,1411,4420000.0,,I2,2021-08-11
DMRC,1314,1411,114400.0,,I2,2021-08-11
DXC,1386,1411,50516.83,,I2,2021-08-11
ET,1541,1411,8878217.7,,I2,2021-08-11
GRBK,1933,1411,127050.0,,I2,2021-08-11
COP,1076,1411,999000.0,,I2,2021-08-11
CDE,873,1411,100050.0,,I2,2021-08-11
OSPN,3265,1412,188299.99999999997,,I2,2021-08-12
MYE,2930,1412,54050.0,,I2,2021-08-12
OGE,3186,1412,263550.0,,I2,2021-08-12
RILY,3692,1412,1023300.0,,I2,2021-08-12
ELAN,1456,1412,500445.0,,I2,2021-08-12
UNF,4481,1412,100267.95,,I2,2021-08-12
APLE,306,1412,72200.0,,I2,2021-08-12
STGW,4132,1412,60100.0,,I2,2021-08-12
CCK,861,1412,211240.0,,I2,2021-08-12
CNDT,1030,1412,99999.59999999999,,I2,2021-08-12
FIS,1661,1412,150875.34,,I2,2021-08-12
OSBC,3260,1412,99978.0,,I2,2021-08-12
COHU,1066,1413,92670.0,,I2,2021-08-13
CI,943,1413,105795.0,,I2,2021-08-13
VITL,4589,1413,89250.0,,I2,2021-08-13
SGRY,3916,1413,93400.0,,I2,2021-08-13
REYN,3668,1413,100485.0,,I2,2021-08-13
MMS,2820,1413,366885.0,,I2,2021-08-13
WLK,4720,1413,258629.99999999997,,I2,2021-08-13
FISV,1665,1413,1391000.0,,I2,2021-08-13
HQL,2090,1413,138496.88999999998,,I2,2021-08-13
OM,3207,1413,366599.99999999994,,I2,2021-08-13
FSK,1744,1413,905620.4999999999,,I2,2021-08-13
CWEN,1207,1414,58240.5,,I2,2021-08-16
RDNT,3641,1414,151250.93,,I2,2021-08-16
CPS,1101,1414,237900.0,,I2,2021-08-16
ANIK,282,1414,114598.5,,I2,2021-08-16
LDOS,2528,1414,100048.0,,I2,2021-08-16
HPP,2086,1414,106600.0,,I2,2021-08-16
MATX,2689,1414,75170.0,,I2,2021-08-16
CSV,1153,1414,117750.0,,I2,2021-08-16
KOD,2450,1414,3847328.9999999995,,I2,2021-08-16
CTO,1166,1415,54750.0,,I2,2021-08-17
VPG,4616,1415,224045.63999999998,,I2,2021-08-17
GPC,1921,1415,249860.0,,I2,2021-08-17
BY,783,1415,66586.0,,I2,2021-08-17
QMCO,3579,1415,114000.0,,I2,2021-08-17
NAUT,2951,1415,134925.0,,I2,2021-08-17
TRNS,4369,1415,67850.0,,I2,2021-08-17
BDSX,556,1416,1740000.0,,I2,2021-08-18
FOX,1716,1416,5813144.0,,I2,2021-08-18
DDD,1258,1416,125116.2,,I2,2021-08-18
OEC,3175,1416,516000.0,,I2,2021-08-18
AEIS,99,1416,502222.49999999994,,I2,2021-08-18
DNOW,1322,1416,104160.0,,I2,2021-08-18
XAIR,4776,1416,196250.0,,I2,2021-08-18
DIBS,1289,1417,658093.3300000001,,I2,2021-08-19
CTOS,1168,1417,98250.0,,I2,2021-08-19
SOFI,4043,1417,103389.0,,I2,2021-08-19
DNUT,1325,1417,84150.0,,I2,2021-08-19
DEI,1266,1417,995719.9999999999,,I2,2021-08-19
OPCH,3233,1417,960610.74,,I2,2021-08-19
AEYE,112,1417,255530.0,,I2,2021-08-19
UTZ,4524,1417,93350.00000000001,,I2,2021-08-19
FF,1639,1417,84000.0,,I2,2021-08-19
NFE,2996,1417,526000.0,,I2,2021-08-19
ATEX,406,1417,95880.0,,I2,2021-08-19
APP,312,1417,1500000.0,,I2,2021-08-19
RL,3707,1418,990360.0,,I2,2021-08-20
CRUS,1134,1418,518114.99999999994,,I2,2021-08-20
APPS,315,1418,152730.0,,I2,2021-08-20
BLBD,638,1418,101300.00000000001,,I2,2021-08-20
PLXS,3442,1418,147658.98,,I2,2021-08-20
PRAX,3484,1418,150668.18,,I2,2021-08-20
PSN,3526,1418,177150.0,,I2,2021-08-20
CVGI,1191,1418,186321.5,,I2,2021-08-20
ENR,1492,1418,100000.0,,I2,2021-08-20
OGN,3189,1418,101370.0,,I2,2021-08-20
BMEA,658,1418,2999990.0,,I2,2021-08-20
AVPT,459,1418,936000.0,,I2,2021-08-20
ALIT,198,1419,199200.00000000003,,I2,2021-08-23
IMVT,2222,1419,53550.0,,I2,2021-08-23
FOA,1710,1419,536929.2,,I2,2021-08-23
CAPL,813,1420,525000.0,,I2,2021-08-24
AIV,171,1420,1455902.5,,I2,2021-08-24
MELI,2743,1420,713860.0,,I2,2021-08-24
NWN,3131,1420,103980.0,,I2,2021-08-24
CENT,893,1420,100106.25,,I2,2021-08-24
AMSF,261,1420,156590.28,,I2,2021-08-24
PK,3412,1420,177300.0,,I2,2021-08-24
CDLX,875,1420,81410.0,,I2,2021-08-24
NMFC,3028,1420,197246.4,,I2,2021-08-24
VST,4635,1420,89900.0,,I2,2021-08-24
FMNB,1696,1421,114021.6,,I2,2021-08-25
EVLV,1560,1421,87899.99999999999,,I2,2021-08-25
KTB,2479,1421,532400.0,,I2,2021-08-25
RRGB,3751,1421,225700.0,,I2,2021-08-25
OSCR,3261,1421,13633399.979999999,,I2,2021-08-25
RFL,3673,1422,5056240.12,,I2,2021-08-26
FMC,1695,1422,72538.56,,I2,2021-08-26
ARRY,357,1422,193902.00000000003,,I2,2021-08-26
TRIN,4360,1422,52465.0,,I2,2021-08-26
KOPN,2454,1422,272500.0,,I2,2021-08-26
TKNO,4294,1423,181345.5,,I2,2021-08-27
HUMA,2125,1424,15225000.0,,I2,2021-08-30
FORR,1713,1424,204433.0,,I2,2021-08-30
SLQT,3985,1425,2021699.9999999998,,I2,2021-08-31
PRIM,3496,1425,246100.0,,I2,2021-08-31
CRMT,1127,1425,316740.25,,I2,2021-08-31
HIMS,2041,1425,1782000.0,,I2,2021-08-31
STIM,4135,1426,100800.0,,I2,2021-09-01
PAHC,3309,1427,118400.0,,I2,2021-09-02
UAN,4447,1428,207093.75,,I2,2021-09-03
PCG,3345,1428,92800.0,,I2,2021-09-03
DSGN,1353,1428,618000.0,,I2,2021-09-03
SMRT,4009,1428,111830.25,,I2,2021-09-03
EVER,1555,1428,627660.0,,I2,2021-09-03
UP,4492,1429,754000.0,,I2,2021-09-07
RM,3713,1429,588995.8,,I2,2021-09-07
RSVR,3759,1430,185752.0,,I2,2021-09-08
VIA,4574,1430,106685.0,,I2,2021-09-08
WOOF,4734,1430,1012152.0,,I2,2021-09-08
RDW,3644,1430,50000.0,,I2,2021-09-08
CMG,1012,1431,48563162.4,,I2,2021-09-09
GCO,1814,1431,100728.0,,I2,2021-09-09
ON,3215,1432,769420.0,,I2,2021-09-10
LIDR,2560,1432,83699.99999999999,,I2,2021-09-10
NX,3136,1432,66920.98,,I2,2021-09-10
RILY,3692,1433,301000.0,,I2,2021-09-13
NHI,3009,1433,87750.0,,I2,2021-09-13
CSWC,1155,1433,55440.0,,I2,2021-09-13
STRL,4145,1433,225600.0,,I2,2021-09-13
TAP,4209,1433,138120.0,,I2,2021-09-13
ASAN,370,1433,23496793.46,,I2,2021-09-13
KMPR,2437,1433,66000.0,,I2,2021-09-13
IMNM,2215,1434,411288.80000000005,,I2,2021-09-14
VITL,4589,1434,85500.0,,I2,2021-09-14
AOUT,296,1434,100825.0,,I2,2021-09-14
TDY,4238,1434,639000.0,,I2,2021-09-14
BNED,671,1434,152700.0,,I2,2021-09-14
PFGC,3380,1434,89420.0,,I2,2021-09-14
BANF,505,1435,272500.0,,I2,2021-09-15
FTAI,1753,1435,2550000.0,,I2,2021-09-15
ABM,23,1435,74016.0,,I2,2021-09-15
FAST,1599,1435,53200.0,,I2,2021-09-15
IMRX,2219,1436,123682.50000000001,,I2,2021-09-16
EPD,1509,1436,222399.99999999997,,I2,2021-09-16
XOS,4801,1436,171400.5,,I2,2021-09-16
AMG,237,1436,316020.0,,I2,2021-09-16
RAIN,3608,1436,3516426.5399999996,,I2,2021-09-16
XPOF,4807,1436,200920.86,,I2,2021-09-16
AES,108,1437,297375.0,,I2,2021-09-17
INDP,2235,1437,84000.0,,I2,2021-09-17
ET,1541,1437,228585.0,,I2,2021-09-17
KOD,2450,1438,2858298.3,,I2,2021-09-20
WAL,4664,1438,5000000.0,,I2,2021-09-20
JILL,2353,1438,83750.0,,I2,2021-09-20
MIDD,2786,1438,201649.85,,I2,2021-09-20
DBI,1245,1438,2253856.28,,I2,2021-09-20
UFCS,4459,1438,91520.0,,I2,2021-09-20
MRTN,2872,1439,226050.0,,I2,2021-09-21
ACT,63,1439,950000.0,,I2,2021-09-21
HLF,2049,1439,224500.0,,I2,2021-09-21
VICI,4576,1439,132750.0,,I2,2021-09-21
CNOB,1039,1439,149552.0,,I2,2021-09-21
HRTG,2097,1440,58400.0,,I2,2021-09-22
SKIL,3958,1440,187075.0,,I2,2021-09-22
LIFE,2563,1441,2000000.0,,I2,2021-09-23
CRDF,1116,1441,202500.0,,I2,2021-09-23
MCB,2709,1441,249975.0,,I2,2021-09-23
PGC,3392,1441,79700.0,,I2,2021-09-23
IEP,2186,1441,250000.0,,I2,2021-09-23
VRDN,4619,1442,9999000.0,,I2,2021-09-24
EVRG,1563,1442,499731.0,,I2,2021-09-24
AVGO,453,1442,74516.99,,I2,2021-09-24
NFG,2997,1443,154080.0,,I2,2021-09-27
CUE,1179,1444,50048.0,,I2,2021-09-28
ADC,72,1444,247945.2,,I2,2021-09-28
OLLI,3202,1444,63530.0,,I2,2021-09-28
ERIE,1522,1447,74064.0,,I2,2021-10-01
AIV,171,1447,1027500.0,,I2,2021-10-01
SPG,4068,1449,55315.05,,I2,2021-10-05
FPI,1720,1449,70482.5,,I2,2021-10-05
ORCL,3250,1450,109464.32,,I2,2021-10-06
ADI,77,1452,1319840.0,,I2,2021-10-08
VIA,4574,1453,106899.8,,I2,2021-10-11
LW,2652,1455,278750.0,,I2,2021-10-13
ANVS,289,1456,496980.0,,I2,2021-10-14
BYRN,787,1459,176900.0,,I2,2021-10-19
FAST,1599,1459,55760.0,,I2,2021-10-19
SGHT,3909,1461,12649152.0,,I2,2021-10-21
TFC,4257,1461,4143950.0,,I2,2021-10-21
NVTS,3125,1462,14150000.0,,I2,2021-10-22
APPF,313,1463,2119177.91,,I2,2021-10-25
HPK,2085,1463,454540.0,,I2,2021-10-25
MLI,2808,1463,543846.29,,I2,2021-10-25
CMC,1006,1464,98404.45,,I2,2021-10-26
INTC,2257,1465,995200.0,,I2,2021-10-27
ASB,372,1466,1150000.0,,I2,2021-10-28
FLXS,1689,1467,55200.0,,I2,2021-10-29
OMF,3214,1467,69862.5,,I2,2021-10-29
CCI,859,1468,198312.6,,I2,2021-11-01
XRX,4812,1468,60370.56,,I2,2021-11-01
RNR,3729,1469,994446.15,,I2,2021-11-02
KEX,2403,1469,528800.0,,I2,2021-11-02
DOW,1337,1470,280150.0,,I2,2021-11-03
SUI,4159,1470,25563126.119999997,,I2,2021-11-03
AMG,237,1471,508652.99999999994,,I2,2021-11-04
ONB,3216,1471,100012.5,,I2,2021-11-04
FISV,1665,1471,1559795.0,,I2,2021-11-04
INSM,2253,1471,429042.9,,I2,2021-11-04
EFSC,1432,1472,364425.0,,I2,2021-11-05
MEC,2738,1472,170500.0,,I2,2021-11-05
RILY,3692,1472,78310.0,,I2,2021-11-05
XOM,4800,1472,320000.0,,I2,2021-11-05
LDI,2527,1473,3853010.6999999997,,I2,2021-11-08
CME,1011,1473,132156.0,,I2,2021-11-08
APD,301,1473,500283.57,,I2,2021-11-08
EVER,1555,1473,550630.0,,I2,2021-11-08
OLN,3204,1473,613500.0,,I2,2021-11-08
WEC,4682,1474,536820.0,,I2,2021-11-09
UIS,4469,1474,212500.0,,I2,2021-11-09
HRB,2092,1474,125700.0,,I2,2021-11-09
GPN,1926,1474,137680.0,,I2,2021-11-09
PCG,3345,1474,100089.75,,I2,2021-11-09
FTDR,1755,1475,176200.0,,I2,2021-11-10
UPS,4497,1475,57648.0,,I2,2021-11-10
MDLZ,2733,1475,62460.0,,I2,2021-11-10
ACIW,49,1475,500321.68000000005,,I2,2021-11-10
IHRT,2197,1475,501595.5,,I2,2021-11-10
EVRG,1563,1475,463540.8,,I2,2021-11-10
BALY,501,1475,258750.0,,I2,2021-11-10
ATEC,403,1476,70525.0,,I2,2021-11-11
D,1230,1476,250014.75010000003,,I2,2021-11-11
UNM,4485,1476,131600.0,,I2,2021-11-11
MYE,2930,1476,102950.0,,I2,2021-11-11
BHVN,604,1476,477497.5,,I2,2021-11-11
MED,2739,1476,234520.0,,I2,2021-11-11
PLMR,3428,1476,149701.71,,I2,2021-11-11
OEC,3175,1476,50175.0,,I2,2021-11-11
T,4203,1476,2504000.0,,I2,2021-11-11
SMG,3999,1476,426617.36,,I2,2021-11-11
NOW,3057,1476,1987193.3800000001,,I2,2021-11-11
HMN,2059,1478,101175.0,,I2,2021-11-15
VSAT,4631,1478,66060.0,,I2,2021-11-15
ADTN,87,1478,99994.34999999999,,I2,2021-11-15
RM,3713,1478,11894993.14,,I2,2021-11-15
JRVR,2369,1478,87480.0,,I2,2021-11-15
ACGL,42,1478,17997966.98,,I2,2021-11-15
OSG,3262,1478,102499.99999999999,,I2,2021-11-15
CAKE,805,1478,74448.0,,I2,2021-11-15
KIDS,2416,1478,54846.0,,I2,2021-11-15
APLE,306,1478,80200.0,,I2,2021-11-15
OGE,3186,1479,102930.0,,I2,2021-11-16
TWLO,4425,1479,1005788.0,,I2,2021-11-16
FTCI,1754,1479,151520.0,,I2,2021-11-16
SMRT,4009,1479,110000.0,,I2,2021-11-16
CLNN,987,1479,85650.0,,I2,2021-11-16
EHTH,1447,1479,719280.0,,I2,2021-11-16
ITW,2317,1479,2013397.6,,I2,2021-11-16
DNUT,1325,1479,693000.0,,I2,2021-11-16
EAF,1397,1479,446250.0,,I2,2021-11-16
GHC,1854,1479,59516.99999999999,,I2,2021-11-16
DBD,1243,1480,179400.0,,I2,2021-11-17
UBER,4450,1480,8984000.0,,I2,2021-11-17
PCT,3350,1480,100000.0,,I2,2021-11-17
BSX,741,1480,1049500.0,,I2,2021-11-17
COTY,1084,1480,6390746.3,,I2,2021-11-17
JXN,2377,1480,1235250.0,,I2,2021-11-17
ALTO,221,1480,82050.0,,I2,2021-11-17
INSG,2252,1480,68100.0,,I2,2021-11-17
EPD,1509,1480,228600.0,,I2,2021-11-17
ALSN,217,1480,200330.25000000003,,I2,2021-11-17
GE,1823,1480,107060.0,,I2,2021-11-17
SCSC,3856,1480,50081.700000000004,,I2,2021-11-17
THRY,4281,1481,1597500.0,,I2,2021-11-18
NAUT,2951,1481,530000.0,,I2,2021-11-18
UAN,4447,1481,384750.0,,I2,2021-11-18
TDW,4237,1481,66820.31999999999,,I2,2021-11-18
PYPL,3561,1481,1999227.5999999999,,I2,2021-11-18
PLTK,3434,1481,3243000.0,,I2,2021-11-18
REKR,3656,1481,534750.0,,I2,2021-11-18
MKTW,2802,1481,152876.4,,I2,2021-11-18
III,2199,1481,54900.0,,I2,2021-11-18
LPX,2616,1481,359734.0,,I2,2021-11-18
OPAD,3230,1481,126000.0,,I2,2021-11-18
ELAN,1456,1481,158950.0,,I2,2021-11-18
USAC,4505,1481,51625.0,,I2,2021-11-18
ATEX,406,1481,152600.0,,I2,2021-11-18
SRPT,4100,1481,2000578.44,,I2,2021-11-18
TLS,4303,1482,1814000.0,,I2,2021-11-19
OFIX,3178,1482,52003.8,,I2,2021-11-19
DKNG,1300,1482,1976000.0000000002,,I2,2021-11-19
AVPT,459,1482,256740.0,,I2,2021-11-19
STKS,4136,1482,72600.0,,I2,2021-11-19
CION,961,1483,69603.49,,I2,2021-11-22
FSK,1744,1483,107200.0,,I2,2021-11-22
TDG,4233,1483,190281.0,,I2,2021-11-22
CRMD,1126,1483,51400.0,,I2,2021-11-22
PYXS,3563,1483,200018.0,,I2,2021-11-22
HSTM,2110,1483,50060.0,,I2,2021-11-22
INDP,2235,1483,65108.340000000004,,I2,2021-11-22
AXSM,481,1483,103590.0,,I2,2021-11-22
CLF,979,1483,218299.99999999997,,I2,2021-11-22
STRA,4144,1483,579900.0,,I2,2021-11-22
IMXI,2223,1484,105490.0,,I2,2021-11-23
VCTR,4549,1484,1017827.9999999999,,I2,2021-11-23
VPG,4616,1484,378000.0,,I2,2021-11-23
KRP,2468,1484,135800.0,,I2,2021-11-23
TALO,4207,1484,294300.0,,I2,2021-11-23
LTRX,2637,1484,100230.0,,I2,2021-11-23
EIG,1449,1484,117720.0,,I2,2021-11-23
AROC,352,1484,50609.5,,I2,2021-11-23
ORGO,3251,1484,248250.0,,I2,2021-11-23
PARR,3320,1485,135100.0,,I2,2021-11-24
POST,3468,1485,207280.0,,I2,2021-11-24
W,4660,1485,2589800.0,,I2,2021-11-24
OWL,3285,1485,312000.0,,I2,2021-11-24
DIBS,1289,1485,300825.0,,I2,2021-11-24
VERI,4562,1485,78662.61,,I2,2021-11-24
ECVT,1417,1485,497889.26000000007,,I2,2021-11-24
XAIR,4776,1485,169200.0,,I2,2021-11-24
FULT,1772,1485,160905.0,,I2,2021-11-24
PFSI,3387,1485,8118294.38,,I2,2021-11-24
BRLT,721,1485,359799.99999999994,,I2,2021-11-24
MXCT,2928,1485,222399.99999999997,,I2,2021-11-24
GH,1853,1485,3689868.2199999997,,I2,2021-11-24
MPC,2849,1486,64300.0,,I2,2021-11-26
TSHA,4388,1486,250799.99999999997,,I2,2021-11-26
AON,293,1486,59264.0,,I2,2021-11-26
VICI,4576,1486,250772.0,,I2,2021-11-26
BCRX,545,1486,91425.0,,I2,2021-11-26
APPS,315,1486,56980.0,,I2,2021-11-26
BH,594,1486,3799224.0,,I2,2021-11-26
MGPI,2767,1486,75020.0,,I2,2021-11-26
EW,1567,1486,168345.0,,I2,2021-11-26
MNRO,2828,1486,151125.0,,I2,2021-11-26
ASYS,400,1486,133250.0,,I2,2021-11-26
FMNB,1696,1487,87899.99999999999,,I2,2021-11-29
ASAN,370,1487,25000000.0,,I2,2021-11-29
EEFT,1427,1488,107950.0,,I2,2021-11-30
MIRM,2792,1488,100800.0,,I2,2021-11-30
AVNW,457,1488,61580.0,,I2,2021-11-30
FBNC,1609,1488,98775.44,,I2,2021-11-30
OSPN,3265,1488,86500.0,,I2,2021-11-30
DAL,1235,1488,215760.0,,I2,2021-11-30
EOG,1501,1488,4300000.0,,I2,2021-11-30
COLB,1069,1488,109616.0,,I2,2021-11-30
CAPL,813,1488,192500.0,,I2,2021-11-30
FRPT,1734,1488,107960.0,,I2,2021-11-30
THG,4276,1489,434183.04000000004,,I2,2021-12-01
UMBF,4476,1489,100320.0,,I2,2021-12-01
OCFC,3167,1489,62699.99999999999,,I2,2021-12-01
BBDC,519,1489,54250.0,,I2,2021-12-01
NUVB,3111,1489,1583634.7999999998,,I2,2021-12-01
TMDX,4310,1489,1681948.02,,I2,2021-12-01
KD,2392,1489,996930.0000000001,,I2,2021-12-01
AEO,103,1489,103584.0,,I2,2021-12-01
SLVM,3990,1489,310700.0,,I2,2021-12-01
CINF,958,1490,99872.55,,I2,2021-12-02
CHGG,926,1490,468421.79,,I2,2021-12-02
NHI,3009,1490,52860.0,,I2,2021-12-02
SGHT,3909,1490,2771097.16,,I2,2021-12-02
VITL,4589,1490,88850.0,,I2,2021-12-02
INBK,2226,1490,432500.0,,I2,2021-12-02
NJR,3018,1490,152160.0,,I2,2021-12-02
TCPC,4226,1490,100350.0,,I2,2021-12-02
BHC,596,1491,1212000.0,,I2,2021-12-03
MTG,2899,1491,70950.0,,I2,2021-12-03
TFX,4262,1491,153730.0,,I2,2021-12-03
STGW,4132,1491,1771776.0,,I2,2021-12-03
XRAY,4810,1491,995600.0,,I2,2021-12-03
OLMA,3203,1491,3403217.7,,I2,2021-12-03
AXON,477,1491,103690.95,,I2,2021-12-03
NRDY,3067,1491,182400.0,,I2,2021-12-03
WAB,4661,1491,1008260.0,,I2,2021-12-03
CPNG,1098,1491,12240600.0,,I2,2021-12-03
AHCO,140,1491,971000.0000000001,,I2,2021-12-03
RC,3625,1491,491800.0,,I2,2021-12-03
BBY,530,1492,2089400.0,,I2,2021-12-06
BNED,671,1492,209400.0,,I2,2021-12-06
PRGO,3490,1492,99876.0,,I2,2021-12-06
SUN,4162,1492,95350.0,,I2,2021-12-06
OPEN,3234,1492,1995603.83,,I2,2021-12-06
UTZ,4524,1492,71950.0,,I2,2021-12-06
BSY,742,1492,848526.25,,I2,2021-12-06
NEO,2980,1493,520710.0,,I2,2021-12-07
DCTH,1255,1493,199752.0,,I2,2021-12-07
UFI,4460,1493,214600.0,,I2,2021-12-07
HRZN,2099,1493,54751.5,,I2,2021-12-07
SWBI,4176,1493,50784.76,,I2,2021-12-07
PRLB,3499,1493,150216.06,,I2,2021-12-07
LOCL,2601,1493,481127.2,,I2,2021-12-07
IIIV,2201,1493,699889.32,,I2,2021-12-07
ANIP,283,1494,98450.0,,I2,2021-12-08
BV,763,1494,86220.0,,I2,2021-12-08
RILY,3692,1494,129442.74,,I2,2021-12-08
ZVIA,4867,1494,147000.0,,I2,2021-12-08
SNEX,4026,1494,306250.0,,I2,2021-12-08
DOCU,1329,1494,1247326.44,,I2,2021-12-08
SITM,3954,1494,109211.99999999999,,I2,2021-12-08
EVER,1555,1494,1158400.0,,I2,2021-12-08
DKS,1301,1495,25038100.0,,I2,2021-12-09
USPH,4519,1495,94210.0,,I2,2021-12-09
APO,309,1495,493500.0,,I2,2021-12-09
PVH,3551,1495,99984.0,,I2,2021-12-09
PLAY,3420,1496,523800.0,,I2,2021-12-10
HQY,2091,1496,1070500.0,,I2,2021-12-10
LILA,2565,1496,118900.0,,I2,2021-12-10
BCO,543,1496,95205.0,,I2,2021-12-10
EVCM,1554,1496,164800.0,,I2,2021-12-10
EVRG,1563,1496,453586.25,,I2,2021-12-10
KMI,2435,1497,211510.0,,I2,2021-12-13
RELY,3659,1497,100550.0,,I2,2021-12-13
RWAY,3773,1497,396309.22000000003,,I2,2021-12-13
ACET,39,1497,7000000.0,,I2,2021-12-13
WMK,4728,1497,183000.0,,I2,2021-12-13
ALIT,198,1497,165000.0,,I2,2021-12-13
GTLB,1965,1498,8341191.180000001,,I2,2021-12-14
XMTR,4798,1498,58920.0,,I2,2021-12-14
ET,1541,1498,120013085.55,,I2,2021-12-14
AOUT,296,1498,103675.00000000001,,I2,2021-12-14
THO,4279,1498,1034100.0,,I2,2021-12-14
KMPR,2437,1498,52680.0,,I2,2021-12-14
F,1592,1499,8505750.0,,I2,2021-12-15
COCO,1056,1499,424787.0,,I2,2021-12-15
S,3792,1499,1440600.0,,I2,2021-12-15
EAF,1397,1499,59800.00000000001,,I2,2021-12-15
FIBK,1651,1499,66776.0,,I2,2021-12-15
CHPT,933,1499,249375.0,,I2,2021-12-15
CTO,1166,1499,98676.0,,I2,2021-12-15
SRCE,4093,1499,94280.0,,I2,2021-12-15
GBDC,1804,1500,129330.0,,I2,2021-12-16
APAM,299,1500,9985800.0,,I2,2021-12-16
DT,1360,1500,145950.0,,I2,2021-12-16
IMMR,2213,1500,506660.0,,I2,2021-12-16
SPWH,4086,1500,111000.0,,I2,2021-12-16
WSC,4750,1500,384300.0,,I2,2021-12-16
HIMS,2041,1500,480923.0,,I2,2021-12-16
SHO,3929,1500,95670.0,,I2,2021-12-16
JXN,2377,1500,209274.99999999997,,I2,2021-12-16
ARHS,341,1500,105000.0,,I2,2021-12-16
JOBY,2363,1500,979600.0,,I2,2021-12-16
LAD,2502,1501,138475.0,,I2,2021-12-17
GIC,1858,1501,92055845.30999999,,I2,2021-12-17
ATEC,403,1501,54200.0,,I2,2021-12-17
KELYA,2398,1501,88300.0,,I2,2021-12-17
BBSI,525,1502,99375.0,,I2,2021-12-20
RENT,3660,1502,98700.0,,I2,2021-12-20
MP,2846,1502,3299719.4999999995,,I2,2021-12-20
INCY,2230,1502,64174043.75,,I2,2021-12-20
AVAH,445,1502,97650.0,,I2,2021-12-20
