symbol,si,S,value,n_owners,cell,signal_date
ADC,72,1213,530135.8200000001,,I2,2020-10-27
HTLD,2117,1214,188100.0,,I2,2020-10-28
CCK,861,1214,88170.0,,I2,2020-10-28
NVR,3121,1214,126341.09999999999,,I2,2020-10-28
SFNC,3901,1215,52260.00000000001,,I2,2020-10-29
IBM,2161,1215,553750.0,,I2,2020-10-29
CCI,859,1215,1007625.0,,I2,2020-10-29
GPC,1921,1215,201784.0,,I2,2020-10-29
EIG,1449,1215,160000.0,,I2,2020-10-29
BOH,687,1215,85948.25,,I2,2020-10-29
BANC,503,1216,115000.0,,I2,2020-10-30
NXPI,3144,1216,201450.00000000003,,I2,2020-10-30
UVE,4527,1216,119100.0,,I2,2020-10-30
INTC,2257,1216,360624.16000000003,,I2,2020-10-30
ARCC,331,1217,1048500.0,,I2,2020-11-02
KMB,2434,1217,398009.99999999994,,I2,2020-11-02
RTX,3761,1217,1913099.9999999998,,I2,2020-11-02
CVLG,1194,1218,777157.9199999999,,I2,2020-11-03
WELL,4685,1218,105880.0,,I2,2020-11-03
SFM,3900,1218,244400.0,,I2,2020-11-03
KN,2441,1218,148000.0,,I2,2020-11-03
RILY,3692,1219,1599600.0,,I2,2020-11-04
MRTN,2872,1219,107817.5,,I2,2020-11-04
RL,3707,1219,250742.7,,I2,2020-11-04
RNST,3730,1219,811440.0,,I2,2020-11-04
CRL,1124,1219,1411102.0,,I2,2020-11-04
LGND,2553,1220,82520.0,,I2,2020-11-05
EFSC,1432,1220,298600.0,,I2,2020-11-05
CBOE,843,1221,447949.50000000006,,I2,2020-11-06
FISV,1665,1222,101470.0,,I2,2020-11-09
NTST,3103,1222,67353.95999999999,,I2,2020-11-09
LPX,2616,1223,200512.0,,I2,2020-11-10
ITGR,2310,1223,290600.0,,I2,2020-11-10
KHC,2414,1223,420742189.7,,I2,2020-11-10
AON,293,1223,1809438.0,,I2,2020-11-10
AIZ,173,1223,249210.0,,I2,2020-11-10
CNX,1050,1223,100793.00000000001,,I2,2020-11-10
CORT,1080,1224,242730.0,,I2,2020-11-11
VICI,4576,1224,121992.00000000001,,I2,2020-11-11
MTDR,2897,1224,100350.0,,I2,2020-11-11
PRAX,3484,1224,100303.68,,I2,2020-11-11
VPG,4616,1224,268300.0,,I2,2020-11-11
PRGO,3490,1224,211094.99999999997,,I2,2020-11-11
GDOT,1819,1224,258250.0,,I2,2020-11-11
APLE,306,1226,60550.0,,I2,2020-11-13
WSC,4750,1226,253799.99999999997,,I2,2020-11-13
CWH,1208,1226,4910000.0,,I2,2020-11-13
ARVN,362,1226,199908.66999999998,,I2,2020-11-13
SPT,4084,1226,1402000.0,,I2,2020-11-13
SABR,3794,1226,53820.00000000001,,I2,2020-11-13
ANIP,283,1226,129800.0,,I2,2020-11-13
TCPC,4226,1226,151405.65,,I2,2020-11-13
MYGN,2932,1226,249300.00000000003,,I2,2020-11-13
PI,3405,1226,12179289.87,,I2,2020-11-13
VRTX,4629,1226,1477407.75,,I2,2020-11-13
HBB,2000,1227,2132215.65,,I2,2020-11-16
MS,2875,1228,1385000.0,,I2,2020-11-17
CAR,817,1228,2819118.96,,I2,2020-11-17
OEC,3175,1228,69928.31999999999,,I2,2020-11-17
ACCO,35,1228,341500.0,,I2,2020-11-17
TISI,4288,1228,405000.0,,I2,2020-11-17
ECPG,1416,1229,77525.0,,I2,2020-11-18
COTY,1084,1229,74550.0,,I2,2020-11-18
REYN,3668,1229,492690.0,,I2,2020-11-18
SBH,3831,1229,124169.0,,I2,2020-11-18
BZH,790,1230,83419.0,,I2,2020-11-19
CINF,958,1230,199200.00000000003,,I2,2020-11-19
EPD,1509,1230,76880.0,,I2,2020-11-19
HTGC,2115,1230,50011.5,,I2,2020-11-19
MYE,2930,1231,170200.0,,I2,2020-11-20
ATRC,427,1231,500669.0,,I2,2020-11-20
REZI,3669,1231,99990.0,,I2,2020-11-20
ORGO,3251,1231,13886135.25,,I2,2020-11-20
KROS,2467,1231,1331700.0,,I2,2020-11-20
MBI,2698,1231,617000.0,,I2,2020-11-20
NHI,3009,1231,265320.0,,I2,2020-11-20
IHRT,2197,1231,203000.0,,I2,2020-11-20
CNO,1038,1232,82840.0,,I2,2020-11-23
FCF,1617,1232,99600.00000000001,,I2,2020-11-23
FLXS,1689,1232,190960.0,,I2,2020-11-23
MGY,2775,1233,230799.99999999997,,I2,2020-11-24
BHVN,604,1233,447750.0,,I2,2020-11-24
DHR,1286,1233,6056933.76,,I2,2020-11-24
KOD,2450,1234,152454852.0,,I2,2020-11-25
ATEX,406,1234,57000.0,,I2,2020-11-25
BH,594,1234,1881254.64,,I2,2020-11-25
SAFT,3798,1235,148880.0,,I2,2020-11-27
CUE,1179,1235,82766.72,,I2,2020-11-27
STOK,4143,1235,14625000.0,,I2,2020-11-27
BFC,580,1236,54400.0,,I2,2020-11-30
KDP,2395,1236,90480.0,,I2,2020-11-30
BIIB,607,1238,748061.0,,I2,2020-12-02
EIG,1449,1238,98496.0,,I2,2020-12-02
KRMD,2463,1238,94312.96,,I2,2020-12-02
BCSF,547,1240,227550.0,,I2,2020-12-04
BV,763,1240,68900.0,,I2,2020-12-04
HRL,2094,1240,230553.18440000003,,I2,2020-12-04
IEP,2186,1240,836651.6900000001,,I2,2020-12-04
BKH,627,1240,123720.0,,I2,2020-12-04
ZNTL,4860,1240,72000.0,,I2,2020-12-04
FPI,1720,1240,80300.0,,I2,2020-12-04
GOGO,1912,1241,206400.0,,I2,2020-12-07
ACIW,49,1242,99918.0,,I2,2020-12-08
AVT,461,1242,290520.0,,I2,2020-12-08
PLMR,3428,1242,50250.0,,I2,2020-12-08
GFF,1848,1242,100100.0,,I2,2020-12-08
BBDC,519,1242,70495.23000000001,,I2,2020-12-08
DLTR,1308,1243,112000.0,,I2,2020-12-09
MDLZ,2733,1244,116840.0,,I2,2020-12-10
UAL,4445,1244,93100.0,,I2,2020-12-10
CSV,1153,1244,870580.0,,I2,2020-12-10
CNNE,1037,1244,634950.0,,I2,2020-12-10
CURI,1182,1244,234000.0,,I2,2020-12-10
NSIT,3078,1244,50320.0,,I2,2020-12-10
ESCA,1531,1245,279300.0,,I2,2020-12-11
ARDX,337,1245,1001300.0,,I2,2020-12-11
CCI,859,1246,157020.0,,I2,2020-12-14
SBGI,3829,1246,2872000.0,,I2,2020-12-14
ATI,410,1247,210374.99999999997,,I2,2020-12-15
DK,1297,1247,186120.00000000003,,I2,2020-12-15
ULH,4472,1247,28621083.45,,I2,2020-12-15
RCKT,3631,1247,13872320.0,,I2,2020-12-15
AAOI,10,1247,198635.82,,I2,2020-12-15
EPR,1511,1248,180032.0,,I2,2020-12-16
CMTL,1025,1248,68640.0,,I2,2020-12-16
CTO,1166,1248,50100.0,,I2,2020-12-16
ALXO,225,1248,1520000.0,,I2,2020-12-16
EFSC,1432,1248,307825.0,,I2,2020-12-16
UHAL,4465,1249,1673988.3,,I2,2020-12-17
AVGO,453,1250,50016.0,,I2,2020-12-18
HYMC,2146,1250,123163.7,,I2,2020-12-18
MCFT,2711,1251,76140.0,,I2,2020-12-21
AQB,322,1251,65000.0,,I2,2020-12-21
VST,4635,1251,310250.0,,I2,2020-12-21
VTRS,4645,1251,489817.76,,I2,2020-12-21
QMCO,3579,1251,116184.0,,I2,2020-12-21
CSQ,1148,1251,61762.200000000004,,I2,2020-12-21
SCM,3852,1251,54250.0,,I2,2020-12-21
ARVN,362,1252,9999990.0,,I2,2020-12-22
EOSE,1504,1252,291400.0,,I2,2020-12-22
TRC,4355,1252,348750.0,,I2,2020-12-22
NTAP,3088,1252,958350.0,,I2,2020-12-22
GWRE,1977,1252,485550.0,,I2,2020-12-22
MG,2760,1252,147000.0,,I2,2020-12-22
INBK,2226,1252,284500.0,,I2,2020-12-22
GPC,1921,1253,97000.0,,I2,2020-12-23
JKHY,2355,1253,940199.9999999999,,I2,2020-12-23
SCYX,3859,1254,250000.0,,I2,2020-12-24
IQV,2289,1256,11227654.45,,I2,2020-12-29
BNED,671,1256,119500.0,,I2,2020-12-29
FNF,1702,1256,999700.0000000001,,I2,2020-12-29
MIRM,2792,1256,56280.00000000001,,I2,2020-12-29
XAIR,4776,1259,203280.0,,I2,2021-01-04
KR,2461,1259,101280.0,,I2,2021-01-04
BRK.A,718,1262,889320.0,,I2,2021-01-07
PRGO,3490,1263,326665.24,,I2,2021-01-08
CAG,802,1265,337000.0,,I2,2021-01-12
FATE,1600,1266,27999967.5,,I2,2021-01-13
RILY,3692,1267,4600000.0,,I2,2021-01-14
ZDGE,4847,1271,82040.1,,I2,2021-01-21
HY,2142,1275,408036.0,,I2,2021-01-27
FCEL,1616,1275,197889.99999999997,,I2,2021-01-27
GRBK,1933,1276,17467500.0,,I2,2021-01-28
INTC,2257,1276,801665.2799999999,,I2,2021-01-28
BFC,580,1277,69990.0,,I2,2021-01-29
TDY,4238,1278,3218863.9999999995,,I2,2021-02-01
CCI,859,1279,328300.0,,I2,2021-02-02
TXN,4430,1279,997287.25,,I2,2021-02-02
ARAY,329,1280,100399.99999999999,,I2,2021-02-03
MSM,2887,1280,5290799.840000001,,I2,2021-02-03
BRO,723,1280,217000.0,,I2,2021-02-03
FAST,1599,1281,50220.0,,I2,2021-02-04
CFR,907,1282,324485.0,,I2,2021-02-05
EFSC,1432,1282,273525.0,,I2,2021-02-05
SCHW,3845,1282,196634.88,,I2,2021-02-05
CFFN,905,1282,126300.00000000001,,I2,2021-02-05
HOG,2071,1283,1000076.0,,I2,2021-02-08
SRCE,4093,1283,171140.0,,I2,2021-02-08
SBH,3831,1284,145300.0,,I2,2021-02-09
KMPR,2437,1284,63081.0,,I2,2021-02-09
BV,763,1285,76600.0,,I2,2021-02-10
UGI,4464,1285,374600.0,,I2,2021-02-10
UNH,4483,1285,499020.0,,I2,2021-02-10
PRU,3515,1286,80980.0,,I2,2021-02-11
TBBK,4219,1286,100100.59999999999,,I2,2021-02-11
PENN,3371,1286,99211.8,,I2,2021-02-11
BIIB,607,1286,239766.0,,I2,2021-02-11
OCSL,3169,1286,72774.45,,I2,2021-02-11
CURI,1182,1286,999000.0,,I2,2021-02-11
AMG,237,1286,544920.0,,I2,2021-02-11
BHE,597,1287,50166.0,,I2,2021-02-12
DXC,1386,1287,193998.96000000002,,I2,2021-02-12
BY,783,1287,86467.5,,I2,2021-02-12
BW,768,1287,99999.9,,I2,2021-02-12
PW,3553,1287,89040.0,,I2,2021-02-12
CLFD,980,1287,50250.0,,I2,2021-02-12
GBX,1810,1287,1225840.0,,I2,2021-02-12
KLIC,2429,1287,100046.1,,I2,2021-02-12
COTY,1084,1289,497250.0,,I2,2021-02-17
BFLY,582,1289,25000000.0,,I2,2021-02-17
KKR,2423,1290,1251380.0,,I2,2021-02-18
DX,1385,1290,99995.70000000001,,I2,2021-02-18
CVS,1200,1290,216000.0,,I2,2021-02-18
FISV,1665,1290,1010009.0,,I2,2021-02-18
CSQ,1148,1290,52018.0,,I2,2021-02-18
BBIO,521,1291,1000000.0,,I2,2021-02-19
STBA,4125,1291,56000.0,,I2,2021-02-19
XAIR,4776,1291,100050.0,,I2,2021-02-19
NUS,3109,1291,1001842.4999999999,,I2,2021-02-19
MTD,2896,1292,58500.0,,I2,2021-02-22
HSIC,2107,1292,63650.0,,I2,2021-02-22
MKL,2800,1292,98298.0,,I2,2021-02-22
SLM,3979,1292,105210.0,,I2,2021-02-22
CVX,1204,1293,304672.0,,I2,2021-02-23
QDEL,3572,1293,826500.0,,I2,2021-02-23
SONO,4054,1293,2004425.1,,I2,2021-02-23
UVSP,4529,1294,99120.0,,I2,2021-02-24
INCY,2230,1294,1000007.2500000001,,I2,2021-02-24
ZTS,4865,1294,478180.99999999994,,I2,2021-02-24
CNDT,1030,1294,100205.84999999999,,I2,2021-02-24
ATEX,406,1295,128640.00000000001,,I2,2021-02-25
DD,1256,1295,524550.0,,I2,2021-02-25
ADC,72,1295,630800.0,,I2,2021-02-25
CHD,919,1296,240870.00000000003,,I2,2021-02-26
OLED,3201,1296,100948.56,,I2,2021-02-26
UPS,4497,1296,99887.5,,I2,2021-02-26
F,1592,1296,100164.4,,I2,2021-02-26
ABT,27,1296,249900.0,,I2,2021-02-26
IRWD,2300,1297,64820.0,,I2,2021-03-01
M,2669,1297,310600.0,,I2,2021-03-01
LGVN,2556,1297,1000000.0,,I2,2021-03-01
CNNE,1037,1297,397800.0,,I2,2021-03-01
FIX,1669,1298,129639.99999999999,,I2,2021-03-02
TSLX,4390,1298,86880.0,,I2,2021-03-02
RYN,3787,1298,493800.0,,I2,2021-03-02
FLXS,1689,1298,176526.0,,I2,2021-03-02
SLG,3976,1298,473848.30999999994,,I2,2021-03-02
LB,2517,1299,199906.98,,I2,2021-03-03
XOM,4800,1299,1429000.0,,I2,2021-03-03
DHR,1286,1299,1063632.0,,I2,2021-03-03
LOW,2608,1299,747689.12,,I2,2021-03-03
CCI,859,1299,413269.99999999994,,I2,2021-03-03
TREE,4357,1299,282000.0,,I2,2021-03-03
BHVN,604,1300,851400.0,,I2,2021-03-04
ATEC,403,1300,89999999.1,,I2,2021-03-04
OGE,3186,1300,59500.0,,I2,2021-03-04
CNP,1040,1300,992000.0,,I2,2021-03-04
SLRC,3986,1300,486652.32,,I2,2021-03-04
IHRT,2197,1300,200790.65,,I2,2021-03-04
UWMC,4531,1300,478200.0,,I2,2021-03-04
NDLS,2972,1300,50561.82,,I2,2021-03-04
CWH,1208,1300,100189.08,,I2,2021-03-04
AMH,239,1300,53300.0,,I2,2021-03-04
STRA,4144,1300,310560.0,,I2,2021-03-04
D,1230,1301,1000070.0192,,I2,2021-03-05
SPT,4084,1301,418000.0,,I2,2021-03-05
HYLN,2145,1301,82700.0,,I2,2021-03-05
CLW,1000,1301,70400.0,,I2,2021-03-05
ROCK,3735,1301,50029.2,,I2,2021-03-05
BG,586,1301,507647.99999999994,,I2,2021-03-05
VST,4635,1301,335000.0,,I2,2021-03-05
TDY,4238,1301,1786504.5699999998,,I2,2021-03-05
NPO,3062,1301,208425.0,,I2,2021-03-05
KDP,2395,1301,155450.0,,I2,2021-03-05
XRAY,4810,1301,294750.0,,I2,2021-03-05
EDIT,1420,1301,1156750.0,,I2,2021-03-05
EVRG,1563,1301,529200.0,,I2,2021-03-05
ENR,1492,1301,105275.0,,I2,2021-03-05
EPD,1509,1302,2107004.35,,I2,2021-03-08
SPB,4064,1302,192700.0,,I2,2021-03-08
W,4660,1302,3356296.44,,I2,2021-03-08
WEC,4682,1302,81500.0,,I2,2021-03-08
FRPT,1734,1302,357500.0,,I2,2021-03-08
CSV,1153,1302,101340.0,,I2,2021-03-08
KNSL,2446,1303,80085.0,,I2,2021-03-09
GAIA,1790,1303,165000.0,,I2,2021-03-09
TRNS,4369,1303,135960.0,,I2,2021-03-09
HRZN,2099,1303,150290.0,,I2,2021-03-09
NWS,3133,1303,12045000.0,,I2,2021-03-09
CWEN,1207,1303,52520.0,,I2,2021-03-09
ADT,86,1303,1019590.0,,I2,2021-03-09
INSM,2253,1303,99999.0,,I2,2021-03-09
WLKP,4721,1303,93880.0,,I2,2021-03-09
FAST,1599,1303,99989.64,,I2,2021-03-09
POOL,3466,1304,158015.0,,I2,2021-03-10
PFSI,3387,1304,6347000.0,,I2,2021-03-10
CGBD,912,1304,99124.73999999999,,I2,2021-03-10
PH,3396,1304,1169298.0,,I2,2021-03-10
MGEE,2762,1305,68130.51980000001,,I2,2021-03-11
KEYS,2405,1305,50535.0,,I2,2021-03-11
HUM,2124,1305,151263.75,,I2,2021-03-11
WMT,4730,1305,1001391.75,,I2,2021-03-11
FIBK,1651,1306,69398.0,,I2,2021-03-12
DASH,1240,1306,795600.0,,I2,2021-03-12
MSFT,2881,1306,1018240.0,,I2,2021-03-12
DBX,1248,1306,2459000.0,,I2,2021-03-12
HASI,1996,1306,55210.0,,I2,2021-03-12
INTZ,2262,1306,112800.0,,I2,2021-03-12
APA,298,1307,100217.25,,I2,2021-03-15
ADM,80,1307,297548.0,,I2,2021-03-15
GSBD,1954,1307,264572.53,,I2,2021-03-15
TPL,4346,1307,134245.0,,I2,2021-03-15
TRIN,4360,1307,65184.0,,I2,2021-03-15
BH,594,1308,205524.0,,I2,2021-03-16
FOX,1716,1308,19544316.75,,I2,2021-03-16
CAC,798,1308,75315.76,,I2,2021-03-16
SPNT,4076,1308,110399.99999999999,,I2,2021-03-16
GRBK,1933,1309,220000.0,,I2,2021-03-17
VICI,4576,1309,373032.0,,I2,2021-03-17
RSI,3756,1309,101649.99999999999,,I2,2021-03-17
GE,1823,1309,62500.0,,I2,2021-03-17
ASAN,370,1309,199143.99999999997,,I2,2021-03-17
LMNR,2586,1310,137850.0,,I2,2021-03-18
AMR,254,1310,121800.0,,I2,2021-03-18
ANIP,283,1310,131560.0,,I2,2021-03-18
KIDS,2416,1310,172050.0,,I2,2021-03-18
MYE,2930,1310,198200.0,,I2,2021-03-18
ANF,277,1310,75103.7,,I2,2021-03-18
LGIH,2550,1310,68765.0,,I2,2021-03-18
ORCL,3250,1310,172550.75,,I2,2021-03-18
AHCO,140,1311,265930.0,,I2,2021-03-19
BAND,504,1311,200685.0,,I2,2021-03-19
PRGO,3490,1311,103225.0,,I2,2021-03-19
MBIN,2699,1311,3000000.0,,I2,2021-03-19
CMG,1012,1312,340078.0,,I2,2021-03-22
THRY,4281,1312,3734000.0000000005,,I2,2021-03-22
AIV,171,1312,579000.0,,I2,2021-03-22
ADV,90,1313,301657.5,,I2,2021-03-23
ARR,356,1313,102564.0,,I2,2021-03-23
SLDB,3971,1314,14999996.25,,I2,2021-03-24
CRDF,1116,1315,51000.0,,I2,2021-03-25
OSBC,3260,1315,53600.0,,I2,2021-03-25
FTAI,1753,1316,20000000.0,,I2,2021-03-26
USPH,4519,1317,108000.0,,I2,2021-03-29
CMMB,1014,1317,99997.59,,I2,2021-03-29
BW,768,1317,64753541.4,,I2,2021-03-29
DBI,1245,1317,6140818.76,,I2,2021-03-29
VRCA,4618,1318,10912492.5,,I2,2021-03-30
INFU,2238,1318,61020.0,,I2,2021-03-30
AVO,458,1319,197120.00000000003,,I2,2021-03-31
RYTM,3788,1320,201700.00000000003,,I2,2021-04-01
ESTC,1540,1321,213380.0,,I2,2021-04-05
RCUS,3636,1321,567000.0,,I2,2021-04-05
PRPL,3508,1321,149800.0,,I2,2021-04-05
BVS,767,1322,121875.0,,I2,2021-04-06
CTOS,1168,1322,5000000.0,,I2,2021-04-06
HPK,2085,1322,1072552.5,,I2,2021-04-06
ASTS,397,1325,25000000.0,,I2,2021-04-09
CRSR,1133,1326,999991.0,,I2,2021-04-12
NUVB,3111,1328,2630166.9,,I2,2021-04-14
EVRG,1563,1329,113177321.89,,I2,2021-04-15
JPM,2366,1332,101059.2,,I2,2021-04-20
GBX,1810,1334,2192500.0,,I2,2021-04-22
BMRC,664,1335,178800.0,,I2,2021-04-23
SNDX,4024,1335,197074.37,,I2,2021-04-23
CMG,1012,1338,999405.0,,I2,2021-04-28
ANAB,273,1338,2344584.0,,I2,2021-04-28
BANC,503,1339,99400.0,,I2,2021-04-29
ASB,372,1340,638675.0,,I2,2021-04-30
TWI,4423,1340,115115.40000000001,,I2,2021-04-30
SXC,4186,1341,50040.0,,I2,2021-05-03
MPB,2848,1342,250000.0,,I2,2021-05-04
LLY,2580,1342,149846.80000000002,,I2,2021-05-04
TZOO,4440,1342,827000.0,,I2,2021-05-04
APAM,299,1342,5003880.0,,I2,2021-05-04
ROK,3737,1343,131055.0,,I2,2021-05-05
APH,304,1343,1318400.0,,I2,2021-05-05
HSTM,2110,1343,124149.99999999999,,I2,2021-05-05
CAT,827,1345,99901.20000000001,,I2,2021-05-07
AMG,237,1345,401225.0,,I2,2021-05-07
WY,4773,1345,385600.0,,I2,2021-05-07
RILY,3692,1345,338400.00000000006,,I2,2021-05-07
TRUP,4379,1345,485640.0,,I2,2021-05-07
INTC,2257,1345,249984.0,,I2,2021-05-07
EFSC,1432,1345,373425.0,,I2,2021-05-07
MKL,2800,1346,98018.7,,I2,2021-05-10
AVTR,462,1346,2463963.24,,I2,2021-05-10
BXC,781,1346,55880.0,,I2,2021-05-10
GLW,1891,1346,59977.2,,I2,2021-05-10
UMBF,4476,1346,69294.06,,I2,2021-05-10
RYAM,3782,1346,284000.0,,I2,2021-05-10
ZBH,4843,1347,171580.0,,I2,2021-05-11
VST,4635,1347,475500.0,,I2,2021-05-11
ELAN,1456,1348,50142.00000000001,,I2,2021-05-12
CTO,1166,1348,100860.0,,I2,2021-05-12
UFPT,4462,1348,76972.0,,I2,2021-05-12
CWH,1208,1348,100609.4,,I2,2021-05-12
AEIS,99,1348,497250.0,,I2,2021-05-12
PFSI,3387,1349,8682000.0,,I2,2021-05-13
AMSF,261,1349,508720.0,,I2,2021-05-13
OPCH,3233,1349,164200.00000000003,,I2,2021-05-13
ATEC,403,1349,1830000.0,,I2,2021-05-13
APO,309,1349,121179.2,,I2,2021-05-13
CNP,1040,1349,240600.0,,I2,2021-05-13
MG,2760,1349,149700.0,,I2,2021-05-13
NFE,2996,1349,957120.0000000001,,I2,2021-05-13
KLAC,2426,1349,113488.30999999998,,I2,2021-05-13
IMUX,2221,1349,51000.0,,I2,2021-05-13
GOGO,1912,1349,572000.0,,I2,2021-05-13
TSLX,4390,1350,109400.0,,I2,2021-05-14
GRBK,1933,1350,230300.0,,I2,2021-05-14
ET,1541,1350,952999.9999999999,,I2,2021-05-14
VERX,4564,1350,1599990.0,,I2,2021-05-14
CGBD,912,1350,150880.0,,I2,2021-05-14
GPRO,1930,1350,100337.9,,I2,2021-05-14
GBDC,1804,1350,223350.0,,I2,2021-05-14
AMR,254,1350,72600.0,,I2,2021-05-14
CAR,817,1350,4964375.0,,I2,2021-05-14
RC,3625,1350,54640.0,,I2,2021-05-14
CNNE,1037,1351,359600.0,,I2,2021-05-17
SMMT,4004,1351,59557426.04,,I2,2021-05-17
GTX,1970,1351,117800.0,,I2,2021-05-17
TSHA,4388,1352,251760.0,,I2,2021-05-18
RAIN,3608,1352,453539.3,,I2,2021-05-18
LTRX,2637,1352,198400.0,,I2,2021-05-18
CCI,859,1352,56274.3,,I2,2021-05-18
IFF,2189,1352,140390.0,,I2,2021-05-18
RXT,3780,1352,92365.96,,I2,2021-05-18
RDNT,3641,1352,161000.0,,I2,2021-05-18
CHRW,938,1353,99600.0,,I2,2021-05-19
EHTH,1447,1353,98092.28,,I2,2021-05-19
EPD,1509,1353,120900.0,,I2,2021-05-19
COTY,1084,1353,97900.0,,I2,2021-05-19
BE,559,1354,753160.0,,I2,2021-05-20
ALTO,221,1354,373657.10000000003,,I2,2021-05-20
APP,312,1354,3600000.0,,I2,2021-05-20
BH,594,1354,103950.0,,I2,2021-05-20
CRMD,1126,1354,90450.0,,I2,2021-05-20
NPO,3062,1354,199788.12999999998,,I2,2021-05-20
EXTR,1585,1354,72000.0,,I2,2021-05-20
ROCK,3735,1355,74757.01999999999,,I2,2021-05-21
TPL,4346,1355,260605.2,,I2,2021-05-21
ANIK,282,1355,85720.0,,I2,2021-05-21
POOL,3466,1355,199624.5,,I2,2021-05-21
OPEN,3234,1355,998575.0,,I2,2021-05-21
DDD,1258,1355,101311.0,,I2,2021-05-21
MSM,2887,1355,86843.1444,,I2,2021-05-21
MATX,2689,1356,50640.0,,I2,2021-05-24
USPH,4519,1356,116670.0,,I2,2021-05-24
GDRX,1820,1356,5881016.58,,I2,2021-05-24
GPN,1926,1356,98450.0,,I2,2021-05-24
T,4203,1356,907515.0,,I2,2021-05-24
NVAX,3114,1356,97747.99999999999,,I2,2021-05-24
BANF,505,1357,72020.0,,I2,2021-05-25
LIND,2570,1357,361988.48,,I2,2021-05-25
TRNS,4369,1357,101237.5,,I2,2021-05-25
AHCO,140,1357,96560.0,,I2,2021-05-25
FET,1638,1358,1114000.0,,I2,2021-05-26
RDN,3640,1358,205617.25,,I2,2021-05-26
INVA,2265,1358,134600.0,,I2,2021-05-26
IMNM,2215,1359,586230.1,,I2,2021-05-27
NI,3013,1359,121824.0,,I2,2021-05-27
QS,3591,1359,238299.99999999997,,I2,2021-05-27
PATK,3323,1360,86810.0,,I2,2021-05-28
BMBL,657,1360,2385495.63,,I2,2021-05-28
SLAB,3969,1360,132800.0,,I2,2021-05-28
MO,2833,1360,99180.0,,I2,2021-05-28
BFLY,582,1361,1663500.0,,I2,2021-06-01
J,2323,1361,1402200.0,,I2,2021-06-01
CDLX,875,1362,103110.0,,I2,2021-06-02
CPF,1093,1362,52421.0,,I2,2021-06-02
TRIN,4360,1362,72500.0,,I2,2021-06-02
NSC,3077,1363,664321.5,,I2,2021-06-03
DLTR,1308,1363,89136.0,,I2,2021-06-03
MNRO,2828,1363,622400.0,,I2,2021-06-03
WEX,4693,1364,605250.0,,I2,2021-06-04
PUBM,3546,1364,209020.0,,I2,2021-06-04
DE,1261,1364,98892.75,,I2,2021-06-04
GCO,1814,1364,291600.0,,I2,2021-06-04
VPG,4616,1364,1018798.3499999999,,I2,2021-06-04
VCYT,4550,1365,70380.0,,I2,2021-06-07
RM,3713,1365,1575595.05,,I2,2021-06-07
WSC,4750,1366,560800.0,,I2,2021-06-08
RILY,3692,1367,336599.99999999994,,I2,2021-06-09
IRDM,2293,1367,96876.0,,I2,2021-06-09
WAL,4664,1367,100650.0,,I2,2021-06-09
WTBA,4759,1367,59640.0,,I2,2021-06-09
AEO,103,1367,129800.00000000001,,I2,2021-06-09
ALK,200,1368,79512.0,,I2,2021-06-10
AEI,98,1368,1951905.2000000002,,I2,2021-06-10
LULU,2642,1368,1584000.0,,I2,2021-06-10
ASAN,370,1368,6544121.4399999995,,I2,2021-06-10
UWMC,4531,1368,228750.0,,I2,2021-06-10
AGM,131,1368,216061.02000000002,,I2,2021-06-10
VKTX,4592,1369,113800.00000000001,,I2,2021-06-11
PFSI,3387,1369,2396254.5500000003,,I2,2021-06-11
DXC,1386,1370,74984.0,,I2,2021-06-14
GBDC,1804,1370,79550.0,,I2,2021-06-14
ROP,3742,1370,906500.0,,I2,2021-06-14
ALTG,219,1370,64300.0,,I2,2021-06-14
AI,143,1370,645100.0,,I2,2021-06-14
IIIV,2201,1370,95010.0,,I2,2021-06-14
MELI,2743,1371,149047.5,,I2,2021-06-15
BRT,726,1371,199525.00000000003,,I2,2021-06-15
EXLS,1576,1371,147316.5,,I2,2021-06-15
GLW,1891,1371,59838.8,,I2,2021-06-15
BGSF,592,1372,128020.48,,I2,2021-06-16
CORT,1080,1372,2153000.0,,I2,2021-06-16
CLVT,999,1372,500553.43999999994,,I2,2021-06-16
RFIL,3672,1373,397176.83999999997,,I2,2021-06-17
RAMP,3610,1373,85340.0,,I2,2021-06-17
EEFT,1427,1373,170819.0,,I2,2021-06-17
ARES,340,1373,300181.74,,I2,2021-06-17
QSR,3593,1373,203730.0,,I2,2021-06-17
SIG,3942,1373,198666.0,,I2,2021-06-17
UHAL,4465,1373,44164799.99999999,,I2,2021-06-17
CNOB,1039,1373,59818.0,,I2,2021-06-17
HOWL,2082,1373,3902201.25,,I2,2021-06-17
FBNC,1609,1373,101507.5,,I2,2021-06-17
PDSB,3360,1374,99994.0,,I2,2021-06-18
NNBR,3040,1374,141000.0,,I2,2021-06-18
GEO,1842,1374,1124847.0,,I2,2021-06-18
AAP,12,1376,79120.0,,I2,2021-06-22
NHI,3009,1376,76960.0,,I2,2021-06-22
MCB,2709,1376,98160.0,,I2,2021-06-22
XAIR,4776,1376,1876000.0,,I2,2021-06-22
FF,1639,1376,96600.0,,I2,2021-06-22
ULH,4472,1377,8772897.0,,I2,2021-06-23
DXPE,1389,1379,860702.0700000001,,I2,2021-06-25
OVV,3284,1380,113580.0,,I2,2021-06-28
SENEA,3881,1380,101933.15000000001,,I2,2021-06-28
