day,symbol,trig_m,day_open,level,entry,stop,r_pct,rr,reason,pos,pnl,bar_dollar,c50_off,c50_entry,c50_rr,c50_pnl,c100_off,c100_entry,c100_rr,c100_pnl,c200_off,c200_entry,c200_rr,c200_pnl,c500_off,c500_entry,c500_rr,c500_pnl,ym,era,monster2,monster3,anchor,coh,complex_conf
2026-01-02,SDEV,587,5.55,6.105,6.1382597,5.47,10.887,-0.4463,eod,3218.9,-160.27,21459.0,1,6.1355,-0.444,-158.91,1,6.1382597,-0.4463,-160.27,1,6.1382597,-0.4463,-160.27,1,6.1382597,-0.4463,-160.27,2026-01,2026,False,False,SDEV,1.0,False
2026-01-02,SKYT,589,18.96,20.856,20.887475,18.96,9.228,0.681,eod,25000.0,1555.95,333364.0,1,20.887475,0.681,1555.95,1,20.887475,0.681,1555.95,1,20.887475,0.681,1555.95,1,20.887475,0.681,1555.95,2026-01,2026,False,False,SKYT,1.0,False
2026-01-02,SMU,587,10.8,11.880000000000004,11.9357,10.5043,11.993,0.9042,eod,25000.0,2687.79,215583.0,1,11.9357,0.9042,2687.79,1,11.9357,0.9042,2687.79,1,11.9357,0.9042,2687.79,1,11.9357,0.9042,2687.79,2026-01,2026,False,False,SMR,1.0,False
2026-01-02,SNSE,603,10.35,11.385,11.384049999999998,10.15,10.84,-1.0082,stop,11065.3,-1222.64,73769.0,1,11.384049999999998,-1.0082,-1222.64,1,11.384049999999998,-1.0082,-1222.64,1,11.384049999999998,-1.0082,-1222.64,1,11.384049999999998,-1.0082,-1222.64,2026-01,2026,False,False,SNSE,1.0,False
2026-01-02,STI,592,7.41,8.151000000000002,8.059104999999999,7.28,9.667,0.4892,lock,5106.25,235.34,34042.0,1,8.059104999999999,0.4892,235.34,1,8.059104999999999,0.4892,235.34,1,8.059104999999999,0.4892,235.34,1,8.059104999999999,0.4892,235.34,2026-01,2026,False,False,STI,1.0,False
2026-01-02,TE,582,6.995,7.694500000000001,7.75319,6.99,9.844,0.3168,eod,25000.0,776.03,1358033.0,1,7.733,0.3527,843.43,1,7.75319,0.3168,776.03,1,7.75319,0.3168,776.03,1,7.75319,0.3168,776.03,2026-01,2026,False,False,TE,1.0,False
2026-01-02,TONX,579,2.01,2.211,2.232678,2.01,9.974,0.729,eod,11447.61,818.54,76317.0,2,2.2221,0.8156,877.24,1,2.232678,0.729,818.54,1,2.232678,0.729,818.54,1,2.232678,0.729,818.54,2026-01,2026,False,False,TONX,1.0,False
2026-01-02,TROO,575,3.28,3.608,3.6108,3.2,11.377,-0.0993,eod,4023.15,-50.29,26821.0,1,3.6108,-0.0993,-50.29,1,3.6108,-0.0993,-50.29,1,3.6108,-0.0993,-50.29,1,3.6108,-0.0993,-50.29,2026-01,2026,False,False,TROO,1.0,False
2026-01-02,URAA,585,31.42,34.562000000000005,34.859265,31.42,9.866,0.3113,eod,17762.54,524.28,118417.0,2,34.7348,0.3606,589.88,1,34.859265,0.3113,524.28,1,34.859265,0.3113,524.28,1,34.859265,0.3113,524.28,2026-01,2026,False,False,,,False
2026-01-02,WOK,588,2.18,2.398000000000001,2.41723,2.18,9.814,0.4893,lock,3611.7,169.11,24078.0,1,2.41,0.489,164.22,1,2.41723,0.4893,169.11,1,2.41723,0.4893,169.11,1,2.41723,0.4893,169.11,2026-01,2026,False,False,WOK,1.0,False
2026-01-02,WULX,597,16.93,18.623,18.5588099,16.495,11.12,0.4948,eod,8551.9,460.3,57013.0,1,18.5588099,0.4948,460.3,1,18.5588099,0.4948,460.3,1,18.5588099,0.4948,460.3,1,18.5588099,0.4948,460.3,2026-01,2026,False,False,WULF,1.0,False
2026-01-05,ACFN,591,15.79,17.369,17.748085,15.4,13.23,0.7589,eod,2915.12,289.18,19434.0,3,17.4558,1.0089,342.89,3,17.5427,0.9275,326.74,3,17.7164,0.783,294.92,3,17.748085,0.7589,289.18,2026-01,2026,False,False,ACFN,1.0,False
2026-01-05,ASTX,615,51.4,56.540000000000006,56.66448499999999,53.5,5.585,1.7651,eod,25000.0,2445.41,264736.0,1,56.66448499999999,1.7651,2445.41,1,56.66448499999999,1.7651,2445.41,1,56.66448499999999,1.7651,2445.41,1,56.66448499999999,1.7651,2445.41,2026-01,2026,False,False,ASTS,1.0,False
2026-01-05,AZ,575,6.98,7.678000000000001,7.75319,6.955,10.295,0.0023,eod,25000.0,-22.63,175625.0,1,7.7164,0.0507,96.62,1,7.75319,0.0023,-22.63,1,7.75319,0.0023,-22.63,1,7.75319,0.0023,-22.63,2026-01,2026,False,False,AZ,1.0,False
2026-01-05,DFDV,586,5.54,6.094,6.09824,5.5,9.81,0.8556,eod,25000.0,2073.69,202401.0,1,6.09824,0.8556,2073.69,1,6.09824,0.8556,2073.69,1,6.09824,0.8556,2073.69,1,6.09824,0.8556,2073.69,2026-01,2026,False,False,DFDV,1.0,False
2026-01-05,DFLI,597,3.96,4.356,4.361545499999999,3.93,9.894,0.2787,eod,18701.22,493.18,124675.0,1,4.361545499999999,0.2787,493.18,1,4.361545499999999,0.2787,493.18,1,4.361545499999999,0.2787,493.18,1,4.361545499999999,0.2787,493.18,2026-01,2026,False,False,DFLI,1.0,False
2026-01-05,EXK,603,9.33,10.263000000000002,10.3564765,9.36,9.622,-0.6086,eod,25000.0,-1466.46,2032821.0,5,10.3143,-0.5913,-1370.26,1,10.3564765,-0.6086,-1466.46,1,10.3564765,-0.6086,-1466.46,1,10.3564765,-0.6086,-1466.46,2026-01,2026,False,False,EXK,1.0,False
2026-01-05,FIGR,613,44.91,49.401,49.52814,46.93,5.246,1.1669,eod,25000.0,1528.41,2547728.0,1,49.52814,1.1669,1528.41,1,49.52814,1.1669,1528.41,1,49.52814,1.1669,1528.41,1,49.52814,1.1669,1528.41,2026-01,2026,False,False,FIGR,1.0,False
2026-01-05,HYFT,601,2.03,2.233,2.251735,2.03,9.847,0.1275,eod,5432.87,61.68,36219.0,2,2.2442,0.1673,80.23,1,2.251735,0.1275,61.68,1,2.251735,0.1275,61.68,1,2.251735,0.1275,61.68,2026-01,2026,False,False,HYFT,1.0,False
2026-01-05,HYMC,605,25.05,27.555000000000003,27.517305,25.55,7.149,0.164,eod,25000.0,289.12,1232335.0,1,27.517305,0.164,289.12,1,27.517305,0.164,289.12,1,27.517305,0.164,289.12,1,27.517305,0.164,289.12,2026-01,2026,False,False,HYMC,1.0,False
2026-01-05,JMG,600,5.9,6.490000000000001,6.30887,5.68,9.968,-0.0618,eod,25000.0,-166.69,394872.0,1,6.30887,-0.0618,-166.69,1,6.30887,-0.0618,-166.69,1,6.30887,-0.0618,-166.69,1,6.30887,-0.0618,-166.69,2026-01,2026,False,False,,,False
2026-01-05,JOBX,605,22.36,24.596,24.7128167,22.33,9.642,0.9263,eod,2457.69,216.56,16385.0,1,24.7128167,0.9263,216.56,1,24.7128167,0.9263,216.56,1,24.7128167,0.9263,216.56,1,24.7128167,0.9263,216.56,2026-01,2026,False,False,JOBY,1.0,False
2026-01-05,MUX,602,19.0,20.9,20.92258,19.1501,8.472,-0.7236,eod,24171.86,-1510.77,161146.0,1,20.92258,-0.7236,-1510.77,1,20.92258,-0.7236,-1510.77,1,20.92258,-0.7236,-1510.77,1,20.92258,-0.7236,-1510.77,2026-01,2026,False,False,MUX,1.0,False
2026-01-05,OILD,606,8.69,9.559,9.623785,8.86,7.936,-1.0116,stop,4017.45,-327.36,26783.0,1,9.6068,-1.0119,-320.83,1,9.623785,-1.0116,-327.36,1,9.623785,-1.0116,-327.36,1,9.623785,-1.0116,-327.36,2026-01,2026,False,False,,,False
2026-01-05,PDYN,611,4.87,5.357,5.37608,4.95,7.925,0.6898,eod,10569.64,565.18,70464.0,1,5.37608,0.6898,565.18,1,5.37608,0.6898,565.18,1,5.37608,0.6898,565.18,1,5.37608,0.6898,565.18,2026-01,2026,False,False,PDYN,1.0,False
2026-01-05,PTRN,627,11.5,12.65,12.68795,11.9,6.21,0.0724,eod,11693.21,38.55,77955.0,1,12.68795,0.0724,38.55,1,12.68795,0.0724,38.55,1,12.68795,0.0724,38.55,1,12.68795,0.0724,38.55,2026-01,2026,False,False,PTRN,1.0,False
2026-01-05,QBTX,623,39.53,43.483,43.24936,40.0,7.513,0.5665,eod,25000.0,1037.31,187572.0,1,43.24936,0.5665,1037.31,1,43.24936,0.5665,1037.31,1,43.24936,0.5665,1037.31,1,43.24936,0.5665,1037.31,2026-01,2026,False,False,QBTS,1.0,False
2026-01-05,QPUX,619,18.5,20.35,20.4013209,19.1301,6.231,0.2271,eod,3617.15,46.84,24114.0,1,20.4013209,0.2271,46.84,1,20.4013209,0.2271,46.84,1,20.4013209,0.2271,46.84,1,20.4013209,0.2271,46.84,2026-01,2026,False,False,,,False
2026-01-05,QUBX,595,26.05,28.655000000000005,29.01679,25.455,12.275,0.3168,eod,13910.65,524.17,92738.0,1,28.7983,0.4028,633.83,1,28.9416,0.3452,561.74,1,29.01679,0.3168,524.17,1,29.01679,0.3168,524.17,2026-01,2026,False,False,QUBT,1.0,False
2026-01-05,RGTIW,597,12.7,13.97,14.041999999999998,12.7,9.557,-0.0015,eod,6034.55,-8.1,40230.0,1,14.0398,0.0001,-7.18,1,14.041999999999998,-0.0015,-8.1,1,14.041999999999998,-0.0015,-8.1,1,14.041999999999998,-0.0015,-8.1,2026-01,2026,False,False,RGTIW,1.0,False
2026-01-05,RGTU,615,17.07,18.777,18.8439628,17.9,5.009,0.0488,eod,6806.44,8.46,45376.0,1,18.8439628,0.0488,8.46,1,18.8439628,0.0488,8.46,1,18.8439628,0.0488,8.46,1,18.8439628,0.0488,8.46,2026-01,2026,False,False,RGTI,2.0,True
2026-01-05,RGTX,595,13.73,15.103000000000002,15.075089999999998,13.63,9.586,0.1072,eod,25000.0,242.35,343757.0,1,15.075089999999998,0.1072,242.35,1,15.075089999999998,0.1072,242.35,1,15.075089999999998,0.1072,242.35,1,15.075089999999998,0.1072,242.35,2026-01,2026,False,False,RGTI,2.0,True
2026-01-05,RYAM,578,6.12,6.732000000000001,6.674964999999999,6.08,8.913,0.5463,eod,4415.49,209.71,29437.0,1,6.674964999999999,0.5463,209.71,1,6.674964999999999,0.5463,209.71,1,6.674964999999999,0.5463,209.71,1,6.674964999999999,0.5463,209.71,2026-01,2026,False,False,RYAM,1.0,False
2026-01-05,ULY,592,2.74,3.0140000000000007,2.960856,2.6001,12.184,0.3228,eod,6375.91,243.1,42506.0,1,2.960856,0.3228,243.1,1,2.960856,0.3228,243.1,1,2.960856,0.3228,243.1,1,2.960856,0.3228,243.1,2026-01,2026,False,False,ULY,1.0,False
2026-01-05,UPSX,599,55.05,60.555,60.63135,54.65,9.865,0.8834,eod,15988.49,1374.11,106590.0,1,60.63135,0.8834,1374.11,1,60.63135,0.8834,1374.11,1,60.63135,0.8834,1374.11,1,60.63135,0.8834,1374.11,2026-01,2026,False,False,UPST,1.0,False
2026-01-05,UXIN,586,3.63,3.993,3.97188,3.63,8.608,0.0881,eod,25000.0,161.85,180307.0,1,3.97188,0.0881,161.85,1,3.97188,0.0881,161.85,1,3.97188,0.0881,161.85,1,3.97188,0.0881,161.85,2026-01,2026,False,False,UXIN,1.0,False
2026-01-06,ACRV,603,2.35,2.5850000000000004,2.582725,2.32,10.172,1.7196,eod,3261.98,566.68,21747.0,1,2.582725,1.7196,566.68,1,2.582725,1.7196,566.68,1,2.582725,1.7196,566.68,1,2.582725,1.7196,566.68,2026-01,2026,False,False,ACRV,1.0,False
2026-01-06,ASTX,607,62.31,68.54100000000001,68.17390999999999,62.48,8.352,0.5666,eod,25000.0,1181.41,3075666.0,1,68.17390999999999,0.5666,1181.41,1,68.17390999999999,0.5666,1181.41,1,68.17390999999999,0.5666,1181.41,1,68.17390999999999,0.5666,1181.41,2026-01,2026,False,False,ASTS,1.0,False
2026-01-06,AXTI,614,16.53,18.183000000000003,18.29472,16.1301,11.832,0.7809,eod,25000.0,2306.16,1375379.0,1,18.2739,0.7981,2337.25,1,18.29472,0.7809,2306.16,1,18.29472,0.7809,2306.16,1,18.29472,0.7809,2306.16,2026-01,2026,False,False,AXTI,1.0,False
2026-01-06,BEAM,587,26.8,29.480000000000004,29.81919,26.61,10.762,-0.4048,eod,25000.0,-1092.91,1357578.0,1,29.6274,-0.367,-938.12,1,29.7748,-0.3965,-1057.26,1,29.81919,-0.4048,-1092.91,1,29.81919,-0.4048,-1092.91,2026-01,2026,False,False,BEAM,1.0,False
2026-01-06,CRSP,601,55.13,60.64300000000001,60.19755249999999,55.21,8.285,-0.2932,eod,25000.0,-608.72,3787630.0,1,60.19755249999999,-0.2932,-608.72,1,60.19755249999999,-0.2932,-608.72,1,60.19755249999999,-0.2932,-608.72,1,60.19755249999999,-0.2932,-608.72,2026-01,2026,False,False,CRSP,1.0,False
2026-01-06,INBS,616,10.975,12.0725,12.14633,10.15,16.436,-0.7194,eod,18252.99,-2161.14,940697.0,1,12.1329,-0.7175,-2143.27,1,12.14633,-0.7194,-2161.14,1,12.14633,-0.7194,-2161.14,1,12.14633,-0.7194,-2161.14,2026-01,2026,False,False,INBS,1.0,False
2026-01-06,MNTS,601,8.32,9.152,9.17745,8.12,11.522,0.9481,eod,25000.0,2719.12,420483.0,1,9.17745,0.9481,2719.12,1,9.17745,0.9481,2719.12,1,9.17745,0.9481,2719.12,1,9.17745,0.9481,2719.12,2026-01,2026,False,False,MNTS,1.0,False
2026-01-06,MULL,604,110.46,121.506,122.21554999999998,111.39,8.858,0.4082,eod,25000.0,890.54,372391.0,1,122.1135,0.4216,912.18,1,122.21554999999998,0.4082,890.54,1,122.21554999999998,0.4082,890.54,1,122.21554999999998,0.4082,890.54,2026-01,2026,False,False,MU,2.0,True
2026-01-06,MUU,605,123.95,136.34500000000003,136.61863,124.97,8.526,0.462,eod,25000.0,983.25,3341555.0,1,136.61863,0.462,983.25,1,136.61863,0.462,983.25,1,136.61863,0.462,983.25,1,136.61863,0.462,983.25,2026-01,2026,False,False,MU,2.0,True
2026-01-06,NKLR,579,5.72,6.292,6.16845,5.63,8.729,-1.0105,stop,25000.0,-2231.67,188125.0,1,6.16845,-1.0105,-2231.67,1,6.16845,-1.0105,-2231.67,1,6.16845,-1.0105,-2231.67,1,6.16845,-1.0105,-2231.67,2026-01,2026,False,False,NKLR,1.0,False
2026-01-06,NRGV,576,4.99,5.489000000000001,5.536559999999999,4.98,10.052,0.2757,eod,25000.0,676.89,313270.0,1,5.5164,0.3235,770.57,1,5.536559999999999,0.2757,676.89,1,5.536559999999999,0.2757,676.89,1,5.536559999999999,0.2757,676.89,2026-01,2026,False,False,NRGV,1.0,False
2026-01-06,NVTX,576,31.91,35.101000000000006,34.80911499999999,31.91,8.329,1.9285,eod,7633.64,1216.92,50891.0,1,34.80911499999999,1.9285,1216.92,1,34.80911499999999,1.9285,1216.92,1,34.80911499999999,1.9285,1216.92,1,34.80911499999999,1.9285,1216.92,2026-01,2026,False,False,NVTS,1.0,False
2026-01-06,NXTT,588,7.99,8.789000000000001,8.7063409,7.855,9.778,0.4893,lock,2809.1,131.03,18727.0,2,8.7063409,0.4893,131.03,2,8.7063409,0.4893,131.03,2,8.7063409,0.4893,131.03,2,8.7063409,0.4893,131.03,2026-01,2026,False,False,NXTT,1.0,False
2026-01-06,PASG,583,15.39,16.929000000000002,17.563934199999995,15.39,12.377,0.4398,eod,24237.99,1296.24,203303.0,3,17.0136,0.9278,2122.87,3,17.0983,0.8322,1992.25,3,17.2676,0.667,1734.87,1,17.563934199999995,0.4398,1296.24,2026-01,2026,False,False,PASG,1.0,False
2026-01-06,RGC,575,27.5,30.250000000000004,30.41096,27.23,10.46,1.1754,eod,25000.0,3058.91,336680.0,1,30.4013,1.1821,3067.88,1,30.41096,1.1754,3058.91,1,30.41096,1.1754,3058.91,1,30.41096,1.1754,3058.91,2026-01,2026,False,False,RGC,1.0,False
2026-01-06,RNAZ,580,7.21,7.931000000000001,8.099224999999999,6.5,19.745,-0.4435,eod,15193.41,-1341.01,174773.0,1,7.9707,-0.3948,-1117.39,1,8.0103,-0.4107,-1187.13,1,8.0896,-0.4401,-1324.55,1,8.099224999999999,-0.4435,-1341.01,2026-01,2026,False,False,RNAZ,1.0,False
2026-01-06,SANA,600,4.06,4.466,4.488424999999999,4.05,9.768,-0.1219,eod,16740.7,-219.35,111605.0,1,4.4883,-0.1217,-219.0,1,4.488424999999999,-0.1219,-219.35,1,4.488424999999999,-0.1219,-219.35,1,4.488424999999999,-0.1219,-219.35,2026-01,2026,False,False,SANA,1.0,False
2026-01-06,SIDU,620,4.08,4.488,4.4870208,4.125,8.068,1.3756,eod,25000.0,2773.01,3231364.0,1,4.4870208,1.3756,2773.01,1,4.4870208,1.3756,2773.01,1,4.4870208,1.3756,2773.01,1,4.4870208,1.3756,2773.01,2026-01,2026,False,False,SIDU,1.0,False
2026-01-06,SOPA,575,2.51,2.761,2.79837,2.5,10.662,1.0947,eod,25000.0,2891.1,185616.0,1,2.7748,1.2743,3128.19,1,2.7886,1.1656,2988.81,1,2.79837,1.0947,2891.1,1,2.79837,1.0947,2891.1,2026-01,2026,False,False,SOPA,1.0,False
2026-01-06,SPIR,587,8.58,9.438,9.4524726,8.51,9.971,0.1406,eod,25000.0,322.08,175882.0,1,9.4524726,0.1406,322.08,1,9.4524726,0.1406,322.08,1,9.4524726,0.1406,322.08,1,9.4524726,0.1406,322.08,2026-01,2026,False,False,SPIR,1.0,False
2026-01-06,TRT,590,6.15,6.765000000000001,6.7201,6.15,8.484,0.3619,eod,11506.49,339.43,76710.0,1,6.7201,0.3619,339.43,1,6.7201,0.3619,339.43,1,6.7201,0.3619,339.43,1,6.7201,0.3619,339.43,2026-01,2026,False,False,TRT,1.0,False
2026-01-06,VELO,588,15.71,17.281000000000002,17.06103,15.0,12.08,0.9117,eod,24833.74,2725.68,529472.0,1,17.06103,0.9117,2725.68,1,17.06103,0.9117,2725.68,1,17.06103,0.9117,2725.68,1,17.06103,0.9117,2725.68,2026-01,2026,False,False,VELO,1.0,False
2026-01-07,AXTI,580,20.95,23.045,23.24954,20.75,10.751,0.475,eod,25000.0,1275.49,4744487.0,1,23.1602,0.5296,1376.82,1,23.24954,0.475,1275.49,1,23.24954,0.475,1275.49,1,23.24954,0.475,1275.49,2026-01,2026,False,False,AXTI,1.0,False
2026-01-07,BHVN,612,9.68,10.648,10.669914,10.05,5.81,1.6294,eod,25000.0,2353.75,387158.0,1,10.669914,1.6294,2353.75,1,10.669914,1.6294,2353.75,1,10.669914,1.6294,2353.75,1,10.669914,1.6294,2353.75,2026-01,2026,False,False,BHVN,1.0,False
2026-01-07,BWEN,599,3.33,3.663,3.68101,3.3,10.351,-0.0683,eod,2097.62,-17.34,13984.0,1,3.68101,-0.0683,-17.34,1,3.68101,-0.0683,-17.34,1,3.68101,-0.0683,-17.34,1,3.68101,-0.0683,-17.34,2026-01,2026,False,False,BWEN,1.0,False
2026-01-07,CMPX,579,4.93,5.423,5.411184999999999,4.925,8.985,0.0798,eod,25000.0,160.01,258887.0,1,5.411184999999999,0.0798,160.01,1,5.411184999999999,0.0798,160.01,1,5.411184999999999,0.0798,160.01,1,5.411184999999999,0.0798,160.01,2026-01,2026,False,False,CMPX,1.0,False
2026-01-07,CRDF,576,2.97,3.2670000000000003,3.2597499999999995,2.97,8.889,-0.3443,eod,17956.17,-571.02,119708.0,1,3.2597499999999995,-0.3443,-571.02,1,3.2597499999999995,-0.3443,-571.02,1,3.2597499999999995,-0.3443,-571.02,1,3.2597499999999995,-0.3443,-571.02,2026-01,2026,False,False,CRDF,1.0,False
2026-01-07,CRML,575,12.31,13.541000000000002,13.518434,12.23,9.531,-0.0298,eod,25000.0,-71.51,11502822.0,1,13.518434,-0.0298,-71.51,1,13.518434,-0.0298,-71.51,1,13.518434,-0.0298,-71.51,1,13.518434,-0.0298,-71.51,2026-01,2026,False,False,CRML,1.0,False
2026-01-07,ELAB,590,5.3,5.83,5.867549999999999,5.2,11.377,0.4907,lock,10231.54,558.93,68210.0,1,5.8591,0.4906,552.44,1,5.867549999999999,0.4907,558.93,1,5.867549999999999,0.4907,558.93,1,5.867549999999999,0.4907,558.93,2026-01,2026,False,False,ELAB,1.0,False
2026-01-07,ERAS,575,3.73,4.103000000000001,4.16245,3.72,10.63,1.8478,eod,25000.0,4900.81,528673.0,1,4.1235,2.1226,5183.23,1,4.144,1.9715,5033.76,1,4.16245,1.8478,4900.81,1,4.16245,1.8478,4900.81,2026-01,2026,False,False,ERAS,1.0,False
2026-01-07,FLYT,606,18.3,20.130000000000003,19.78919,17.16,13.286,-0.0567,eod,3208.82,-28.04,21392.0,2,19.78919,-0.0567,-28.04,2,19.78919,-0.0567,-28.04,2,19.78919,-0.0567,-28.04,2,19.78919,-0.0567,-28.04,2026-01,2026,False,False,FLY,1.0,False
2026-01-07,GLSI,590,20.6,22.660000000000004,22.5430268,20.4,9.506,0.8665,eod,25000.0,2050.93,600479.0,1,22.5430268,0.8665,2050.93,1,22.5430268,0.8665,2050.93,1,22.5430268,0.8665,2050.93,1,22.5430268,0.8665,2050.93,2026-01,2026,False,False,GLSI,1.0,False
2026-01-07,IMRX,583,6.82,7.502000000000001,7.552589999999999,6.77,10.362,0.9742,eod,25000.0,2501.42,224727.0,1,7.5395,1.0078,2549.17,1,7.552589999999999,0.9742,2501.42,1,7.552589999999999,0.9742,2501.42,1,7.552589999999999,0.9742,2501.42,2026-01,2026,False,False,IMRX,1.0,False
2026-01-07,INBS,580,10.87,11.957,11.778630199999998,10.7501,8.732,0.488,lock,25000.0,1038.35,184618.0,1,11.778630199999998,0.488,1038.35,1,11.778630199999998,0.488,1038.35,1,11.778630199999998,0.488,1038.35,1,11.778630199999998,0.488,1038.35,2026-01,2026,False,False,INBS,1.0,False
2026-01-07,INTW,584,50.83,55.913,55.79689,50.83,8.902,0.2161,eod,25000.0,475.82,1001945.0,1,55.79689,0.2161,475.82,1,55.79689,0.2161,475.82,1,55.79689,0.2161,475.82,1,55.79689,0.2161,475.82,2026-01,2026,False,False,INTC,1.0,False
2026-01-07,KXIN,604,6.8046,7.485060000000001,7.712066999999999,6.6822,13.354,-0.0506,eod,3348.97,-26.63,22326.0,2,7.5225,0.1637,57.2,2,7.5599,0.114,40.32,1,7.6348,0.0265,7.05,1,7.712066999999999,-0.0506,-26.63,2026-01,2026,False,False,KXIN,1.0,False
2026-01-07,NBY,596,7.39,8.129,8.17445,7.19,12.043,2.667,eod,12271.48,3926.75,81810.0,1,8.1696,2.685,3936.29,1,8.17445,2.667,3926.75,1,8.17445,2.667,3926.75,1,8.17445,2.667,3926.75,2026-01,2026,True,False,,,False
