cell,split,obs,mu,p5,p95,outside
ROLL-QQQ ret0930_sig sgn [B2],TRAIN,43.39622641509434,39.37264150943396,32.075471698113205,45.28301886792453,inside
ROLL-QQQ ret0930_sig sgn [B2],VAL,52.17391304347826,51.12173913043478,39.130434782608695,60.86956521739131,inside
ROLL-QQQ ret0930_sig p20 [B2],TRAIN,43.39622641509434,38.839622641509436,32.075471698113205,45.28301886792453,inside
ROLL-QQQ ret0930_sig p20 [B2],VAL,56.52173913043478,46.15652173913044,34.78260869565217,56.52173913043478,inside
ROLL-QQQ ret0930_sig p40 [B2],TRAIN,22.641509433962266,24.416981132075474,18.867924528301888,30.18867924528302,inside
ROLL-QQQ ret0930_sig p40 [B2],VAL,30.434782608695656,37.45217391304349,26.08695652173913,47.82608695652174,inside
ROLL-QQQ ret0930_sig p60 [B2],TRAIN,24.528301886792452,22.68867924528302,16.9811320754717,28.30188679245283,inside
ROLL-QQQ ret0930_sig p60 [B2],VAL,34.78260869565217,29.389130434782608,17.391304347826086,39.130434782608695,inside
HOD-QQQ TRAIN top terc [B2],TRAIN,33.9622641509434,38.24528301886793,32.075471698113205,45.28301886792453,inside
HOD-QQQ TRAIN top terc [B2],VAL,39.130434782608695,49.06304347826087,39.130434782608695,60.86956521739131,inside
HOD-QQQ within 0.10% [B2],TRAIN,41.509433962264154,40.43962264150943,33.9622641509434,47.16981132075472,inside
HOD-QQQ within 0.10% [B2],VAL,56.52173913043478,51.832608695652176,43.47826086956522,60.86956521739131,inside
HOD-QQQ within 0.20% [B2],TRAIN,35.84905660377358,39.62358490566038,32.075471698113205,45.28301886792453,inside
HOD-QQQ within 0.20% [B2],VAL,60.86956521739131,54.54565217391304,43.47826086956522,65.21739130434783,inside
HOD-QQQ within 0.30% [B2],TRAIN,32.075471698113205,32.77264150943396,26.41509433962264,39.62264150943396,inside
HOD-QQQ within 0.30% [B2],VAL,60.86956521739131,58.42173913043479,47.82608695652174,69.56521739130434,inside
ROLL-SPY ret0930_sig sgn [B0],TRAIN,39.62264150943396,33.83679245283019,26.41509433962264,41.509433962264154,inside
ROLL-SPY ret0930_sig sgn [B0],VAL,39.130434782608695,41.72391304347826,30.434782608695656,52.17391304347826,inside
HOD-SPY TRAIN top terc [B0],TRAIN,33.9622641509434,36.56415094339623,30.18867924528302,43.39622641509434,inside
HOD-SPY TRAIN top terc [B0],VAL,47.82608695652174,51.99782608695652,39.130434782608695,60.86956521739131,inside
ROLL-QQQ ret0930_sig sgn [B0],TRAIN,47.16981132075472,39.77264150943396,33.9622641509434,47.16981132075472,inside
ROLL-QQQ ret0930_sig sgn [B0],VAL,30.434782608695656,40.72826086956522,30.434782608695656,52.17391304347826,inside
HOD-QQQ TRAIN top terc [B0],TRAIN,35.84905660377358,35.776415094339626,28.30188679245283,43.39622641509434,inside
HOD-QQQ TRAIN top terc [B0],VAL,39.130434782608695,46.77826086956522,34.78260869565217,56.52173913043478,inside
M1 spy2d>0 [B2],TRAIN,30.18867924528302,29.701886792452832,22.641509433962266,35.84905660377358,inside
M1 spy2d>0 [B2],VAL,43.47826086956522,46.91956521739131,34.78260869565217,56.52173913043478,inside
M1 spy2d>=+0.5% [B2],TRAIN,26.41509433962264,28.37547169811321,22.641509433962266,33.9622641509434,inside
M1 spy2d>=+0.5% [B2],VAL,52.17391304347826,46.52173913043478,34.78260869565217,56.52173913043478,inside
M1 spy2d>=+1.0% [B2],TRAIN,24.528301886792452,23.57547169811321,18.867924528301888,28.30188679245283,inside
M1 spy2d>=+1.0% [B2],VAL,17.391304347826086,24.515217391304347,17.391304347826086,30.434782608695656,inside
M1 spy2d>=+1.5% [B2],TRAIN,7.547169811320755,9.965094339622643,5.660377358490567,13.20754716981132,inside
M1 spy2d>=+1.5% [B2],VAL,8.695652173913043,14.22391304347826,8.695652173913043,17.391304347826086,inside
M1 spy2d<=-0.5% [B2],TRAIN,24.528301886792452,23.83490566037736,18.773584905660385,30.18867924528302,inside
M1 spy2d<=-0.5% [B2],VAL,21.73913043478261,21.763043478260872,13.043478260869565,30.434782608695656,inside
M1 spy2d<=-1.0% [B2],TRAIN,15.09433962264151,15.514150943396228,11.320754716981133,20.754716981132077,inside
M1 spy2d<=-1.0% [B2],VAL,13.043478260869565,10.584782608695653,4.3478260869565215,17.391304347826086,inside
M1 spy2d<=-1.5% [B2],TRAIN,13.20754716981132,11.019811320754718,7.547169811320755,15.09433962264151,inside
M1 spy2d<=-1.5% [B2],VAL,13.043478260869565,9.997826086956522,4.3478260869565215,17.391304347826086,inside
M2 spy1d>0 [B2],TRAIN,35.84905660377358,34.571698113207546,28.30188679245283,41.509433962264154,inside
M2 spy1d>0 [B2],VAL,43.47826086956522,44.35652173913044,34.78260869565217,56.52173913043478,inside
M2 spy3d>0 [B2],TRAIN,24.528301886792452,25.66320754716981,18.867924528301888,32.075471698113205,inside
M2 spy3d>0 [B2],VAL,34.78260869565217,47.30869565217392,39.130434782608695,56.52173913043478,below
M2 spy5d>0 [B2],TRAIN,22.641509433962266,28.36132075471698,22.641509433962266,33.9622641509434,inside
M2 spy5d>0 [B2],VAL,30.434782608695656,35.332608695652176,26.08695652173913,43.47826086956522,inside
M3 two-UP [B2],TRAIN,30.18867924528302,27.05188679245283,20.754716981132077,32.075471698113205,inside
M3 two-UP [B2],VAL,34.78260869565217,33.86739130434783,26.08695652173913,43.47826086956522,inside
M3 two-DOWN [B2],TRAIN,22.641509433962266,19.544339622641512,15.09433962264151,24.528301886792452,inside
M3 two-DOWN [B2],VAL,34.78260869565217,26.263043478260872,17.391304347826086,34.78260869565217,inside
M3 mixed [B2],TRAIN,32.075471698113205,32.52264150943396,26.41509433962264,39.62264150943396,inside
M3 mixed [B2],VAL,52.17391304347826,52.4195652173913,43.47826086956522,60.86956521739131,inside
M4 prev close pos>=.5 [B2],TRAIN,28.30188679245283,29.423584905660377,22.641509433962266,35.84905660377358,inside
M4 prev close pos>=.5 [B2],VAL,39.130434782608695,44.10869565217392,34.78260869565217,52.17391304347826,inside
M4 prev close pos<=.5 [B2],TRAIN,39.62264150943396,38.65754716981132,32.075471698113205,45.28301886792453,inside
M4 prev close pos<=.5 [B2],VAL,43.47826086956522,39.85652173913043,30.434782608695656,47.82608695652174,inside
M4 inside day [B2],TRAIN,11.320754716981133,13.548113207547171,9.433962264150944,18.867924528301888,inside
M4 inside day [B2],VAL,4.3478260869565215,7.852173913043478,4.3478260869565215,13.043478260869565,inside
M4 outside day [B2],TRAIN,18.867924528301888,18.64433962264151,13.20754716981132,22.641509433962266,inside
M4 outside day [B2],VAL,17.391304347826086,16.534782608695657,13.043478260869565,21.73913043478261,inside
M-Q qqq2d>0 [B2],TRAIN,26.41509433962264,28.857547169811323,22.641509433962266,35.84905660377358,inside
M-Q qqq2d>0 [B2],VAL,47.82608695652174,48.6913043478261,39.130434782608695,56.52173913043478,inside
M-Q two-UP [B2],TRAIN,24.528301886792452,28.193396226415096,22.641509433962266,33.9622641509434,inside
M-Q two-UP [B2],VAL,30.434782608695656,28.43695652173913,17.391304347826086,39.130434782608695,inside
M-Q two-DOWN [B2],TRAIN,22.641509433962266,19.270754716981134,15.09433962264151,24.528301886792452,inside
M-Q two-DOWN [B2],VAL,30.434782608695656,26.063043478260873,17.391304347826086,34.78260869565217,inside
M-Q mixed [B2],TRAIN,28.30188679245283,30.78018867924528,24.528301886792452,37.735849056603776,inside
M-Q mixed [B2],VAL,56.52173913043478,48.16304347826088,39.130434782608695,56.52173913043478,inside
M1 spy2d>0 [B0],TRAIN,41.509433962264154,35.16415094339622,28.30188679245283,41.509433962264154,inside
M1 spy2d>0 [B0],VAL,30.434782608695656,38.75,30.434782608695656,47.82608695652174,inside
M3 two-UP [B0],TRAIN,37.735849056603776,33.618867924528296,28.30188679245283,39.62264150943396,inside
M3 two-UP [B0],VAL,30.434782608695656,30.784782608695654,21.73913043478261,39.130434782608695,inside
M3 two-DOWN [B0],TRAIN,16.9811320754717,15.302830188679245,11.320754716981133,20.754716981132077,inside
M3 two-DOWN [B0],VAL,34.78260869565217,27.18913043478261,17.391304347826086,34.78260869565217,inside
M-Q qqq2d>0 [B0],TRAIN,43.39622641509434,36.0,30.18867924528302,41.509433962264154,ABOVE
M-Q qqq2d>0 [B0],VAL,34.78260869565217,37.189130434782605,26.08695652173913,47.82608695652174,inside
F2 T2(SPY 1000 sgn) x spread<=8%R [B3],TRAIN,35.84905660377358,36.05943396226416,30.094339622641517,43.39622641509434,inside
F2 T2(SPY 1000 sgn) x spread<=8%R [B3],VAL,52.17391304347826,57.00869565217391,47.82608695652174,65.21739130434783,inside
F3 T2 x rv>=5 [B2],TRAIN,37.735849056603776,41.18018867924528,33.9622641509434,49.056603773584904,inside
F3 T2 x rv>=5 [B2],VAL,39.130434782608695,43.86956521739131,34.78260869565217,52.17391304347826,inside
