cell,base,note,TRAIN_n,TRAIN_dnet,TRAIN_net,TRAIN_gross,TRAIN_cost,TRAIN_t,TRAIN_tc,TRAIN_lost_n,TRAIN_lost_R,TRAIN_cut_n,TRAIN_cut_R,TRAIN_mde,TRAIN_bk_n,TRAIN_bk_per_wk,TRAIN_bk_gross,TRAIN_bk_net,TRAIN_bk_green,TRAIN_bk_redstreak,TRAIN_bk_worst,TRAIN_bk_total,TRAIN_bk_mdd,H1_n,H1_dnet,H1_net,H1_gross,H1_cost,H1_t,H1_tc,H1_lost_n,H1_lost_R,H1_cut_n,H1_cut_R,H1_mde,H2_n,H2_dnet,H2_net,H2_gross,H2_cost,H2_t,H2_tc,H2_lost_n,H2_lost_R,H2_cut_n,H2_cut_R,H2_mde,VAL_n,VAL_dnet,VAL_net,VAL_gross,VAL_cost,VAL_t,VAL_tc,VAL_lost_n,VAL_lost_R,VAL_cut_n,VAL_cut_R,VAL_mde,VAL_bk_n,VAL_bk_per_wk,VAL_bk_gross,VAL_bk_net,VAL_bk_green,VAL_bk_redstreak,VAL_bk_worst,VAL_bk_total,VAL_bk_mdd
E3 a=0.4 d=0.5,B0,,1688,0.02391166372583261,-0.06397159838683919,0.006381033540839528,0.07035263192767871,0.9312493072883804,0.8156707335703282,481,620.2045860663347,613,676.749724123084,0.07194687956856101,1992,37.58490566037736,-0.00629841337287944,-0.07710556980850636,32.075471698113205,8,-1363.5238284890515,-15359.429505854469,-15359.429505854467,814,0.02310089539004891,-0.06437057503994435,0.004392175956387329,0.06876275099633168,0.6126245064392316,0.5028546252904724,235,310.2939974430483,302,337.0785394657323,0.10565804698075315,874,0.024666772908130023,-0.06360001143532021,0.008233356279677145,0.07183336771499736,0.7040822382385379,0.6652803073004409,246,309.91058862328646,311,339.6711846573518,0.09816509199478517,820,-0.04596148224997739,-0.09630148732215815,-0.019772492626409215,0.07652899469574895,-1.2734465786710354,-1.0905641585347279,251,315.41643637325615,267,286.31050612470074,0.10113033041310243,1044,45.391304347826086,-0.02329878527767674,-0.10029942197718385,17.391304347826086,8,-1704.2776594620348,-10471.259654417992,-10467.939423330745
E3 a=0.3 d=0.4,B0,,1688,0.022718746281844514,-0.06516451583082727,0.006158816610145523,0.0713233324409728,0.828062279233753,0.7095463140798238,532,705.0568964504637,693,761.2269323282015,0.07687577212264055,2022,38.15094339622642,-0.008538227891424957,-0.0802123358119496,33.9622641509434,7,-1704.5858000574626,-16218.934301176212,-16224.612523350423,814,0.04088167677895426,-0.046589793651038984,0.022735975574241347,0.06932576922528033,1.0340771365713695,0.829323833254845,252,335.5623074127361,343,377.27870232435333,0.11077554496025149,874,0.005802698885222863,-0.08246408545822735,-0.009280322287765232,0.07318376317046213,0.1522272052579526,0.1399362485639144,280,369.49458903772756,350,383.9482300038482,0.10680851854859272,820,-0.06816588833889131,-0.11850589341107208,-0.040817810889155474,0.0776880825219166,-1.7664284270115354,-1.5049031753730544,283,362.62433997541666,290,316.26124875140925,0.10812825258293138,1076,46.78260869565217,-0.02703135867661755,-0.10471289051556665,21.73913043478261,6,-1453.7418648397227,-11267.107019474968,-11267.851820510483
E4a vol 2x + down close,B0,,1688,0.0012635833044741802,-0.08661967880819763,-0.020796322153211658,0.06582335665498597,0.07629212921451681,0.06887129867309934,222,257.15376254793955,234,267.8235241931304,0.04640793821838908,1840,34.716981132075475,-0.03167399907919391,-0.0975737907331149,35.84905660377358,7,-2095.2604737498486,-17953.577494893143,-17953.57749489314,814,-0.039510495760349575,-0.12698196619034285,-0.06250140849531167,0.06448055769503115,-1.681362848800207,-1.4818768813997911,118,140.59022837076918,108,112.92339264977021,0.0658444482697469,874,0.03923852650672422,-0.049028257836726014,0.018045714783252214,0.0670739726199782,1.6863549135554556,1.5946147360789733,104,116.56353417717037,126,154.90013154336023,0.06519763448848023,820,-0.013859039960345454,-0.06419904503252623,0.006758183280861509,0.07095722831338774,-0.6297772241630851,-0.5541848703963196,102,114.9152716519311,105,107.56449564733765,0.061661534394949605,924,40.17391304347826,-0.017781657376303737,-0.08923454492615801,21.73913043478261,9,-1824.8875379945225,-8245.271951177,-8557.142627146557
E4b vol fade 3 bars,B0,,1688,0.0015521772455241616,-0.08633108486714763,-0.017134166644267448,0.0691969182228802,0.06830243755936931,0.06077981844641477,425,509.4606207967736,505,526.3121009410623,0.06367562853343736,1958,36.943396226415096,-0.033692505226119954,-0.10331852549820132,28.30188679245283,8,-1728.3492302965903,-20229.767292547822,-21454.183116732067,814,0.015412101264869188,-0.07205936916512408,-0.005061559535844729,0.06699780962927933,0.4809746893630119,0.40694742643915616,194,231.8555389889516,238,250.94474032095872,0.08978582178899262,874,-0.01135626457569649,-0.09962304891914672,-0.02837799065600209,0.07124505826314463,-0.35274806611724807,-0.3292677747707744,231,277.605081807822,267,275.3673606201036,0.09020674072391655,820,-0.05276431231945396,-0.10310431739163473,-0.027340850906551754,0.07576346648508298,-1.6123877637094688,-1.374698354390761,235,271.2989072408527,227,235.98692320258039,0.09169357796351389,1038,45.130434782608695,-0.03291039268021919,-0.10894199121617347,21.73913043478261,6,-1641.3936560639474,-11308.178688238808,-11811.461243685404
E4c close < session VWAP,B0,,1688,0.015316177826268528,-0.07256708428640327,-0.010031676355608659,0.06253540793079461,1.4124734081414825,1.35408587947513,114,128.11323026474565,289,156.9537140162904,0.030383531485858373,1789,33.75471698113208,-0.016439305287728377,-0.07890619077143525,43.39622641509434,9,-2367.336042547091,-14116.317529009764,-19076.284534332597,814,0.011835736776091862,-0.07563573365390137,-0.014843881642101297,0.06079185201180009,0.7363322265626333,0.7319366421865081,54,64.6857803883031,141,75.81217152581736,0.045039091391429746,874,0.018557686996570368,-0.06970909734687986,-0.0055498284114381445,0.0641592689354417,1.2664609656766135,1.1730280353517815,60,63.42744987644255,148,81.14154249047306,0.04105822474884539,820,-0.05604823175398178,-0.10638823682616257,-0.03736192201771127,0.06902631480845128,-2.890839067841161,-2.6532151142777414,85,109.62621943978593,122,66.09695709036279,0.05432580011862702,884,38.43478260869565,-0.015336859576114924,-0.0842651946367477,39.130434782608695,5,-2193.010625423631,-7449.043205888495,-8416.293611341674
E4d MACD hist < 0,B0,,1688,0.024385807102047567,-0.06349745501062423,0.007043765184592749,0.07054122019521698,0.9384474415412529,0.8206269584972186,493,633.2179323637392,619,690.881761435144,0.07281071744169024,2015,38.0188679245283,-0.0027395093232081844,-0.07394230022727244,32.075471698113205,6,-1633.9183840203548,-14899.373495795397,-14899.373495795395,814,0.011482830731095885,-0.07598863969889735,-0.007204191393195034,0.06878444830570232,0.3055899078937942,0.25292559327431446,236,313.74834623676725,302,331.0934452368912,0.105287808521847,874,0.0364029956214465,-0.051863788722003736,0.020313601173516382,0.07217738989552011,1.0115433604356443,0.9403461455053141,257,319.469586126972,317,359.7883161982528,0.10083719365956192,820,-0.07023820846319924,-0.12057821353538,-0.04313558064428932,0.07744263289109068,-1.9105424335237047,-1.59159391336014,272,336.7549698445946,269,288.4913074213774,0.10301130017348155,1067,46.391304347826086,-0.014567555993453827,-0.0920822765060041,21.73913043478261,6,-1619.1254267247753,-9825.17890319064,-9874.526590921048
E4e MACD signal cross,B0,,1688,0.02323902448872918,-0.06464423762394263,0.0057557780557898775,0.0704000156797325,0.911750036759627,0.8154457527219099,487,610.1363807821181,601,665.6260875801036,0.07141841951423604,1999,37.716981132075475,-0.00722675048569967,-0.07828416037998365,33.9622641509434,6,-1645.604396169212,-15649.00365995873,-16414.499547724623,814,0.010666999441767551,-0.0768044709882257,-0.008126138039094915,0.0686783329491308,0.28790361480847704,0.24582344339008533,234,304.91389601049013,294,321.50853044085164,0.10381575950588803,874,0.03494798145466369,-0.05331880288878654,0.018684702199080746,0.07200350508786728,0.9949988806567941,0.9375522377210853,253,305.22248477162793,307,344.11755713925197,0.09841643637963525,820,-0.07715099323391451,-0.1274909983060953,-0.050190909960307686,0.07730008834578761,-2.151670932709391,-1.8511948483292608,267,326.54308186657727,260,272.49404940422505,0.10046939787824229,1062,46.17391304347826,-0.017893293356663727,-0.09543073870206435,21.73913043478261,6,-1815.9887317673113,-10134.744450159236,-9940.244583148507
E4f any 2 of 3,B0,,1688,0.01520276451793823,-0.07268049759473356,-0.006128055675331447,0.06655244191940211,0.8214723527748242,0.7635055768344412,283,331.85390553288744,422,367.28370099274014,0.05185584887351601,1900,35.84905660377358,-0.029167174598978416,-0.09626021878651084,32.075471698113205,9,-1999.76130368428,-18289.441569437055,-19247.99774685294,814,-0.025073107930124898,-0.11254457836011814,-0.04740088188241161,0.06514369647770654,-0.947921135751343,-0.865890553106121,149,179.27817110755132,200,163.90316404945298,0.07411465550298596,874,0.052713702930665234,-0.035553081412785,0.03231139573492398,0.06786447714770898,2.0393996575411886,1.9614939489811454,134,152.57573442533612,222,203.38053694328715,0.07242513504675377,820,-0.04881124179402717,-0.09915124686620792,-0.0260873511209242,0.07306389574528373,-1.756710201629756,-1.5052158688654875,162,193.98703560233116,185,159.7029213882734,0.07785524293077997,974,42.34782608695652,-0.051235044086813536,-0.1250221778531165,26.08695652173913,7,-1951.6347770110785,-12177.160122893545,-12654.733976029194
E5 ratchet+hist,B0,,1688,0.01645303156298978,-0.07143023054968203,-0.0008383382371697845,0.07059189231251223,0.6289630815161388,0.5449201392736485,496,645.5557553791148,623,689.9145938745844,0.07329745702779286,2019,38.094339622641506,-0.010639276421620925,-0.08188108227763403,32.075471698113205,6,-1666.0560417999616,-16531.790511854313,-16531.790511854317,814,0.007029787934822791,-0.08044168249517043,-0.011552154909376746,0.0688895275857937,0.18537857886198558,0.15211192073024565,238,320.9049582417664,307,334.7108149397185,0.1062553500749309,874,0.02522937059425741,-0.0630374137491928,0.009139976146327314,0.07217738989552011,0.698004454359426,0.6422160453965644,258,324.6507971373484,316,355.2037789348659,0.10127828835990095,820,-0.07657204013544223,-0.12691204520762298,-0.04945256249962835,0.07745948270799463,-2.0667236129654922,-1.7337383995112077,274,343.72257565304835,270,290.2789881084532,0.10381400546909585,1071,46.56521739130435,-0.021312648970109756,-0.0983517979866654,21.73913043478261,6,-1615.4773436430771,-10533.477564371866,-10677.098685655727
E5 ratchet+hist,B2,,1622,0.03214090140138868,-0.0747983140399216,0.004127100702619824,0.07892541474254143,1.3311955417943677,1.2471485518654504,488,516.8065198151387,573,586.6924783811619,0.06765257462122919,2266,42.75471698113208,-0.022358413538665824,-0.10027802135832897,20.754716981132077,10,-1907.6949785184393,-22722.999639797345,-22722.99963979735,789,0.04171415186368434,-0.10153814205527639,-0.025023496094652056,0.07651464596062435,1.211461201225907,1.0724752846820815,222,246.49661394682332,283,287.28885118752225,0.09648105395679756,833,0.023073320831459184,-0.04947091391493366,0.0317379300820286,0.08120884399696227,0.6810640453030323,0.678316882068155,266,270.30990586831547,290,299.40362719363964,0.09492711502775433,706,-0.11651384176028234,-0.1038630632093505,-0.020289667715221768,0.08357339549412875,-3.2025701117540613,-3.0977154584894886,242,271.1824450720048,211,198.45738705848538,0.10194055812052188,1093,47.52173913043478,-0.013907539654813424,-0.09515242567708,17.391304347826086,8,-1263.8550958999324,-10400.160126504841,-9999.731298119044
E6 partial 50% @ 0.3R,B0,,1688,0.005379076935313465,-0.08250418517735836,-0.01583119560433774,0.06667298957302059,0.36264569846499,0.30750514662407136,581,410.3371336655691,700,429.3880289252592,0.041561705092728135,1688,31.849056603773583,-0.01583119560433774,-0.08250418517735836,37.735849056603776,7,-1614.5750645729104,-13926.706457938084,-14633.808385890256,814,0.011632611487124706,-0.07583885894286856,-0.010999171431861382,0.06483968751100717,0.5417302903213578,0.4455478366285335,280,198.5092460270971,345,212.7652312757467,0.060167537184579664,874,-0.00044515318502332587,-0.08871193752847356,-0.020331501870236777,0.06838043565823677,-0.021692189581718632,-0.01896543166786392,301,211.82788763847202,355,216.62279764951253,0.05750084470433327,820,-0.035059793334967414,-0.08539979840714818,-0.013040284499011621,0.07235951390813657,-1.713079150841757,-1.4321245944516483,302,201.02688284171745,300,177.44136325762804,0.0573455936792574,820,35.65217391304348,-0.013040284499011621,-0.08539979840714818,21.73913043478261,6,-1471.634627863405,-7002.783469386152,-7633.5035563923075
E6 partial 50% @ 0.4R,B0,,1688,0.00982801681490227,-0.07805524529776953,-0.01141639282425061,0.06663885247351893,0.6832342867342376,0.5885061545756397,572,381.3610991006717,629,407.8641814531489,0.0403055052271811,1688,31.849056603773583,-0.01141639282425061,-0.07805524529776953,37.735849056603776,7,-1790.4805575582927,-13175.7254062635,-13987.001221778813,814,0.01454629330311813,-0.07292517712687513,-0.008131513171079999,0.06479366395579512,0.6931552036296835,0.5831523083513808,274,186.49534520786256,310,203.08560428078817,0.05880171370265331,874,0.005433649467753864,-0.08283313487569635,-0.014475765865075417,0.06835736901062094,0.2750643894833659,0.24280841263593567,298,194.86575389280915,319,204.7785771723607,0.05535098831674479,820,-0.027669991261057632,-0.07800999633323841,-0.005704336381115495,0.07230565995212292,-1.3972540712146813,-1.158574986956829,292,186.6304354351014,275,169.0603933076868,0.05548834468314186,820,35.65217391304348,-0.005704336381115495,-0.07800999633323841,21.73913043478261,6,-1371.6267973550418,-6396.81969932555,-6853.999069897935
E6 partial 50% @ 0.5R,B0,,1688,0.005201197783422649,-0.08268206432924917,-0.016122311603589214,0.06655975272565993,0.37630841267727344,0.3289364494000473,557,353.7950337296352,547,372.35452518258876,0.03872822317594289,1688,31.849056603773583,-0.016122311603589214,-0.08268206432924917,37.735849056603776,7,-1985.9997845088337,-13956.732458777258,-14959.168899263172,814,0.010222029439177556,-0.07724944099081571,-0.012479506904296124,0.06476993408651957,0.507064816173,0.4256006926634194,265,173.14090084191412,277,186.1918930160018,0.05648612480106175,874,0.0005250456463694486,-0.08774173869708077,-0.019515038177072706,0.06822670052000805,0.027654982873169545,0.025244043159466607,292,180.65413288772106,270,186.16263216658697,0.05319757050200562,820,-0.030924741137658036,-0.0812647462098388,-0.008977098606163641,0.07228764760367516,-1.6429118974576316,-1.408811270300869,280,171.9084053877741,244,151.65469823582004,0.05274240499554994,820,35.65217391304348,-0.008977098606163641,-0.0812647462098388,26.08695652173913,6,-1565.0346135421225,-6663.709189206782,-7105.978974414963
E7 E5 ratchet+hist on C1,C1,the best exit x the only net-positive admission,731,-0.10038125587725068,-0.06767774906660107,0.013274975307388104,0.08095272437398916,-2.4705660956914444,-2.2944336795882245,242,326.13313762244377,239,262.37176744652186,0.11384770456397647,846,15.962264150943396,0.02650570212492876,-0.054283294740718496,39.62264150943396,8,-1120.7165861448468,-4592.366735064784,-5468.224439383928,334,-0.1205757498094535,-0.06389626598814882,0.016114082634070093,0.08001034862221891,-1.9754461516324031,-1.8321377450588716,110,155.09884958365032,109,119.42221998202079,0.1710263024314304,397,-0.08339142974789113,-0.07085914792857347,0.010886406422975555,0.08174555435154904,-1.5311339417498189,-1.4261356235140754,132,171.03428803879342,130,142.94954746450105,0.15260767185825375,368,-0.13408017036731798,-0.08444085154924262,0.0026179520769736213,0.08705880362621621,-2.3525466566028452,-2.5791893123314718,138,173.7424886411795,116,129.58509902976908,0.15969614728565576,501,21.782608695652176,0.04029914830011957,-0.047059885375636164,43.47826086956522,4,-1100.413087592831,-2357.7002573193713,-3539.7568384071574
