n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,tc,cost,r_pct_med,big_range,h1,h2,vgross,half_ok,mde,note
1075,20.28301886792453,-0.023670877225920015,-0.058891748018711075,0.018977731798599122,-1.1190039162941994,43.39622641509434,1.8867924528301887,4,-1069.6237653044877,861.3379148566896,-2544.619301786402,-4879.669572836837,-48.01168493936608,41.66666666666667,-0.1159555133814396,68.74418604651163,B a10 [entry - 1.0 x ATR20d] x ge20,TRAIN,-0.9126042461128577,0.04264860902451915,5.957708484409007,40.27906976744186,0.06917204462769609,-0.023700393050925653,0.02174050072545995,False,0.05922986976852604,
460,20.0,-0.021774782456192143,-0.05934746781159995,0.02174050072545995,-0.6989001285770358,47.82608695652174,4.3478260869565215,7,-901.2047296363779,756.1110224568496,-1001.6399929848386,-3283.488294416766,-43.54956491238429,40.0,-0.1056518618263567,73.26086956521739,B a10 [entry - 1.0 x ATR20d] x ge20,VAL,-0.5548163108698261,0.04351528318165211,6.260068563506945,40.869565217391305,0.06917204462769609,-0.023700393050925653,0.02174050072545995,False,0.0872361992570698,
731,13.79245283018868,0.03270350684022931,0.00834584594251633,0.10049983193877617,0.6263549891218123,43.39622641509434,5.660377358490567,5,-1571.0656169531362,2026.6408970201503,2390.6263500207633,-4116.245218075008,45.10615754756157,50.0,-0.0713585882938692,23.93980848153215,C1 spy_r5>0,TRAIN,0.542581145892718,0.06779632509854683,1.6657763407605264,54.44596443228454,0.1229303383974849,0.08162882650500097,0.12261085833842575,True,0.14619476294270203,
368,16.0,0.04963931852678178,0.019902483052144437,0.12261085833842575,0.6879878525174754,47.82608695652174,8.695652173913043,4,-1066.5606654048047,1214.813796374362,1826.7269217855703,-3290.4485423692836,79.42290964285088,60.0,-0.05561617501066977,30.16304347826087,C1 spy_r5>0,VAL,0.663986584232998,0.07297153981164393,1.8787844639533167,53.2608695652174,0.1229303383974849,0.08162882650500097,0.12261085833842575,True,0.2020240493584275,
95,1.7924528301886793,-0.023585414157813633,-0.045385513002344925,0.04621136864206397,-0.16127810436235016,11.320754716981133,73.58490566037736,2,-1055.6030795304528,675.2465561829299,-224.06143449922928,-1507.896794330331,-4.227574235834514,37.5,-0.13526344963196102,17.894736842105264,C2 spy_r5>=+0.2%,TRAIN,-0.14192484617985895,0.06979678279987757,1.5803466978623737,58.94736842105262,0.011444278867226461,0.12533646950893543,0.032810799288612254,True,0.4094738086300002,
64,2.782608695652174,-0.04048293701133075,-0.062246052764123413,0.032810799288612254,-0.23727384469051924,17.391304347826086,69.56521739130434,1,-424.7148549177707,193.39943032427692,-259.0907968725168,-565.1775027834838,-11.264817255326818,50.0,-0.1750869784161218,23.4375,C2 spy_r5>=+0.2%,VAL,-0.3496643113749178,0.073293736299943,1.6384177472805317,50.0,0.011444278867226461,0.12533646950893543,0.032810799288612254,True,0.4777274283205279,
15,0.2830188679245283,0.4654704011232037,0.44673945191932635,0.5331097585623658,1.1977177374283854,3.7735849056603774,96.22641509433963,0,0.0,543.2106935374759,698.205601684806,0.0,13.173690597826528,100.0,,20.0,C3 spy_r5>=+0.4%,TRAIN,1.8706051214152237,0.0676393574391618,1.3881748071979474,53.333333333333336,0.5331097585623658,,,False,1.0881671719609973,
0,0.0,,,,,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0,,,,C3 spy_r5>=+0.4%,VAL,,,,,0.5331097585623658,,,False,,
179,3.3773584905660377,-0.1194296690932835,-0.22254338777241153,-0.021704364775798984,-1.1936977376189288,39.62264150943396,9.433962264150944,4,-697.6389887989694,759.7601260012083,-2137.7910767697736,-2625.0821214208595,-40.33568069376931,25.0,-0.22914126946314714,100.0,D1 A x B x rv>=5,TRAIN,-1.0871556054203377,0.0977253043174845,2.5320729237002024,82.68156424581005,-0.09805128334414095,0.034629283876569904,-0.007322274626080041,False,0.28014049362967564,
115,5.0,-0.10614913602555563,-0.21122430664338399,-0.007322274626080041,-0.8453735515560558,43.47826086956522,8.695652173913043,2,-609.719467254346,527.6069851829434,-1220.7150642938896,-1655.5915247255914,-53.07456801277781,40.0,-0.21934008965582047,100.0,D1 A x B x rv>=5,VAL,-0.8845111928286994,0.0988268613994756,2.4981221681083543,82.6086956521739,-0.09805128334414095,0.034629283876569904,-0.007322274626080041,False,0.3515813575247008,
369,6.962264150943396,-0.014639401443418045,-0.015071628599959088,0.02307988769268629,-0.2043423306192416,43.39622641509434,5.660377358490567,8,-867.2080479656677,1119.6985863556247,-540.1939132621256,-4293.094533650092,-10.192337986077842,50.0,-0.12337714331861353,0.5420054200542005,D2 A x B x C x spread<=8%R,TRAIN,-0.16769318412673073,0.037719289136104346,1.4876348063944735,42.54742547425474,0.002402455143520029,0.04093767034878444,0.10672653042312806,True,0.20059634201759827,
229,9.956521739130435,0.06857445655108084,0.06815362117678053,0.10672653042312806,0.7805172544060109,47.82608695652174,13.043478260869565,5,-678.6824231883055,1256.683404018712,1570.3550550197506,-2149.1165338332403,68.27630673998915,60.0,-0.03757382633990252,0.8733624454148471,D2 A x B x C x spread<=8%R,VAL,0.7661116056721848,0.03815207387204721,1.483147279660422,36.681222707423586,0.002402455143520029,0.04093767034878444,0.10672653042312806,True,0.24600158069426484,
