n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,tc,cost,mde,big_range,med_px,med_spr,h1,h2,vgross,half_ok,note
513,9.679245283018869,-0.05665923598269868,-0.1107701097941143,0.019366039952745825,-0.9399037182794414,45.28301886792453,1.8867924528301887,6,-1127.1247612340023,1419.7105559736883,-2906.618805912444,-5321.059734631045,-54.84186426249894,33.33333333333333,-0.1655770278857297,62.37816764132553,F11-a2 hl_n20>=16,TRAIN,-0.7983576066479795,0.07602527593544453,0.16878948095020677,77.58284600389864,39.67,0.10218876704479993,-0.010371516176595576,0.04296892541204827,0.008381935790192868,False,
294,12.782608695652174,-0.07043511358010793,-0.13527605659032813,0.008381935790192868,-0.8790475030477514,39.130434782608695,4.3478260869565215,4,-1038.3038225244068,1873.5700795197226,-2070.7923392551743,-4013.11509033903,-90.03444953283366,40.0,-0.1807314607374469,70.06802721088435,F11-a2 hl_n20>=16,VAL,-0.6895403581426639,0.07881704937030082,0.22435456256974196,79.93197278911565,38.465,0.10699093262949158,-0.010371516176595576,0.04296892541204827,0.008381935790192868,False,
1697,32.0188679245283,-0.12437058619392552,-0.15422134448864855,-0.05642367137554386,-3.836845524380399,32.075471698113205,1.8867924528301887,7,-2572.2352967334036,1804.6300353974036,-21105.688477109154,-21105.688477109154,-398.2205373039463,25.0,-0.2354901184439329,37.30111962286388,F11-a3 lo_slope20>0,TRAIN,-3.1506015641358847,0.06794691481838165,0.09076144429849761,63.05244549204478,36.83,0.08678672820253697,-0.043284165266262026,-0.06847935381705443,0.021116483847991207,False,
790,34.34782608695652,-0.05165775043540674,-0.09128455109186395,0.021116483847991207,-1.0838096737874634,39.130434782608695,4.3478260869565215,11,-1908.2801797433638,1631.237637350927,-4080.962284397133,-9477.66882000368,-177.43314279987536,40.0,-0.16016055310390168,47.21518987341772,F11-a3 lo_slope20>0,VAL,-0.8761262921800717,0.07277423428339794,0.13345673573264608,66.9620253164557,39.6275,0.09837302341705105,-0.043284165266262026,-0.06847935381705443,0.021116483847991207,False,
732,13.81132075471698,-0.13882147842544196,-0.19042577003619165,-0.06055440693982832,-2.7551249679496492,33.9622641509434,1.8867924528301887,7,-1487.5645793397603,1043.1891471192143,-10161.732220742353,-10530.63231974629,-191.73079661778024,16.666666666666664,-0.2515999617373275,55.19125683060109,F11-b1 atr_ratio<=0.8,TRAIN,-2.502508684922002,0.07826707148561365,0.1410825803232099,73.08743169398907,36.8275,0.10533541847965755,0.0028072254000489345,-0.11402077176063154,-0.031191047385149787,False,
486,21.130434782608695,-0.11393946204085352,-0.17595345022827638,-0.031191047385149787,-1.827704000785172,39.130434782608695,4.3478260869565215,5,-1349.3580248036783,1202.8720330101196,-5537.45785518548,-6719.638937072619,-240.7590371819774,20.0,-0.22732019485290691,65.4320987654321,F11-b1 atr_ratio<=0.8,VAL,-1.6269845688713314,0.08274841465570372,0.17455260456689706,74.2798353909465,38.7475,0.11181666611393798,0.0028072254000489345,-0.11402077176063154,-0.031191047385149787,False,
151,2.849056603773585,-0.1625112262140639,-0.22466585611051018,-0.07397462044039606,-1.4508545926784604,24.528301886792452,11.320754716981133,10,-353.17582465090766,582.3393860398218,-2453.919515832364,-3171.086197030926,-46.30036822325216,25.0,-0.28157963902434197,67.54966887417218,F11-b2 atr_ratio<=0.6,TRAIN,-1.5227112190474763,0.08853660577366783,0.3136299362428412,81.45695364238411,35.46,0.11489892927449408,-0.2364119157074968,0.055588460308362855,-0.08680469514874081,False,
151,6.565217391304348,-0.17923821089554887,-0.26500916806051467,-0.08680469514874081,-1.5847236605876331,34.78260869565217,4.3478260869565215,4,-659.4913568480565,423.6578745166942,-2706.4969845227874,-3265.5182137498446,-117.67378193577336,20.0,-0.29922680646128874,82.78145695364239,F11-b2 atr_ratio<=0.6,VAL,-1.3231157028897922,0.09243351574680807,0.316690539170368,80.13245033112582,39.79,0.12433144084799959,-0.2364119157074968,0.055588460308362855,-0.08680469514874081,False,
1720,32.45283018867924,-0.09050367138225246,-0.11971736348022315,-0.023353240986325297,-2.7782723580605877,39.62264150943396,1.8867924528301887,6,-2393.4002622678863,2144.3479278921054,-15566.631477747424,-16412.682330598826,-293.71002788202685,8.333333333333332,-0.19968227235964534,36.80232558139535,F11-c1 break_m>=590 [clock],TRAIN,-2.30776631714198,0.06715043039592718,0.0912114606529086,63.08139534883721,36.2425,0.08591664045427347,-0.018799472747475846,-0.02765974579139107,0.06369311995422743,False,
797,34.65217391304348,-0.007257115013013562,-0.04463112878278826,0.06369311995422743,-0.15277622840796223,39.130434782608695,4.3478260869565215,6,-1435.298312588021,1552.3992078475235,-578.3920665371793,-6575.968590151871,-25.147481153790405,40.0,-0.11241216343587601,45.796737766624844,F11-c1 break_m>=590 [clock],VAL,-0.13649692537125235,0.070950234967241,0.13300447489891667,66.37390213299874,39.165,0.09674237800077347,-0.018799472747475846,-0.02765974579139107,0.06369311995422743,False,
1660,31.32075471698113,-0.12950956880161246,-0.15970722397824214,-0.06176329215857756,-3.895365449401462,32.075471698113205,1.8867924528301887,6,-2643.583912381359,1708.9346915464132,-21498.588421067667,-23358.43031006827,-405.63374379372954,8.333333333333332,-0.24070969291292707,35.0,F11-c2 break_m>=600 [clock],TRAIN,-3.1828760472993882,0.0677462766430349,0.09309185424444166,63.55421686746988,36.7277,0.08589001431860857,-0.08120893757432195,-0.044190851117744345,-0.024810284657984582,False,
782,34.0,-0.09704043023129542,-0.1348092118886218,-0.024810284657984582,-2.027679637718594,39.130434782608695,4.3478260869565215,6,-2540.4505256614293,1994.6169905507495,-7588.561644087304,-11148.833628206208,-329.9374627864045,40.0,-0.20919032220652667,41.56010230179028,F11-c2 break_m>=600 [clock],VAL,-1.7591813399060423,0.07223014557331085,0.13400203838577784,65.34526854219949,39.8275,0.09757501080309755,-0.08120893757432195,-0.044190851117744345,-0.024810284657984582,False,
1200,22.641509433962263,-0.1006235440271211,-0.12944175309383493,-0.030848945307814332,-2.734065111441168,37.735849056603776,1.8867924528301887,7,-1788.5132429427417,1336.599211432876,-12074.825283254533,-13799.651491804496,-227.82689213687797,16.666666666666664,-0.21022547402921216,44.75,F11-d1 price>=37.4 [filter],TRAIN,-2.252657320982535,0.06977459871930679,0.10305018783090591,62.74999999999999,59.85405,0.0918238169869444,-0.11368302268416178,0.03995050568000661,0.006557978389267665,False,
622,27.043478260869566,-0.06600755097669493,-0.10080539908470162,0.006557978389267665,-1.323469622065446,52.17391304347826,4.3478260869565215,5,-1906.3073168652259,1207.4748436952912,-4105.669670750427,-7194.408450859195,-178.507376989149,40.0,-0.17684877340841096,50.64308681672026,F11-d1 price>=37.4 [filter],VAL,-1.2222741638465144,0.0725655293659626,0.1396489497403865,61.41479099678456,73.715,0.09609819710236338,-0.11368302268416178,0.03995050568000661,0.006557978389267665,False,
1360,25.660377358490567,-0.12365473979227029,-0.14105054335181552,-0.07706234318697572,-3.6344338172688295,30.18867924528302,1.8867924528301887,11,-1854.0046976839483,1134.6426735391383,-16817.04461174876,-16817.04461174876,-317.3027285235615,8.333333333333332,-0.23471752459177142,33.82352941176471,F11-d2 spread/R<=0.0932 [filter],TRAIN,-3.0150282657557312,0.04659239660529455,0.09526470664378225,62.4264705882353,35.3,0.06166916777052603,-0.14330543057646508,-0.014235804717288095,0.04139851172080605,False,
635,27.608695652173914,-0.007495064184412735,-0.032168228100906554,0.04139851172080605,-0.15238086897885286,52.17391304347826,4.3478260869565215,6,-1407.7849741680845,1818.758440779198,-475.9365757102083,-4885.936163278186,-20.69289459609601,60.0,-0.1132573205128518,46.14173228346456,F11-d2 spread/R<=0.0932 [filter],VAL,-0.14040585194121616,0.04889357590521879,0.13772187976738787,66.2992125984252,40.4,0.06570108315028536,-0.14330543057646508,-0.014235804717288095,0.04139851172080605,False,
