day,symbol,entry_m
2025-09-24,PPIH,822
2025-09-24,QURE,585
2025-09-25,CLPT,593
2025-09-25,LABX,614
2025-09-25,OKLL,596
2025-09-25,QBTX,626
2025-09-25,RGTX,599
2025-09-26,CNXC,577
2025-09-26,CRNX,582
2025-09-29,MJ,605
2025-09-29,OKLL,634
2025-10-03,PLSE,616
2025-10-03,USAR,583
2025-10-06,FIG,800
2025-10-06,NGNE,707
2025-10-06,SOFX,623
2025-10-06,ZEPP,610
2025-10-07,APPX,579
2025-10-07,ARCX,655
2025-10-07,DGNX,625
2025-10-08,ASTS,587
2025-10-09,BYRN,588
2025-10-09,NTGR,748
2025-10-10,CONI,661
2025-10-13,MP,589
2025-10-13,USAR,579
2025-10-14,SYRE,577
2025-10-15,HLIO,661
2025-10-16,CRWV,790
2025-10-16,MUX,619
2025-10-16,SNWV,807
2025-10-23,IONL,695
2025-10-23,STAA,696
2025-10-24,AMRN,713
2025-10-24,INBX,713
2025-10-27,ASTX,766
2025-10-27,DYN,578
2025-10-27,GEOS,595
2025-10-27,NGNE,643
2025-10-27,PAM,583
2025-10-27,ZBIO,655
2025-10-28,ARQT,580
2025-10-29,GNRC,612
2025-10-30,CMPR,650
2025-10-30,GKOS,604
2025-10-31,NET,596
2025-11-03,CIFR,592
2025-11-04,MDGL,604
2025-11-04,TCMD,578
2025-11-05,AMDG,590
2025-11-05,AXON,580
2025-11-05,DBD,598
2025-11-05,ESTA,588
2025-11-05,LMND,612
2025-11-05,RIGL,577
2025-11-05,TEVA,582
2025-11-05,ZEPP,743
2025-11-06,WW,593
2025-11-07,MULL,599
2025-11-10,COGT,585
2025-11-10,CRCD,592
2025-11-11,AMDL,824
2025-11-11,AMUU,827
2025-11-11,ETOR,611
2025-11-11,HNRG,620
2025-11-11,HROW,595
2025-11-12,CRCD,588
2025-11-13,APA,674
2025-11-13,ATEX,623
2025-11-17,PARR,725
2025-11-17,ZYME,593
2025-11-19,AMTM,713
2025-11-19,GH,821
2025-11-19,OLMA,591
2025-11-20,PACS,578
2025-11-24,UPB,628
2025-11-25,ANF,611
2025-11-25,SYM,597
2025-12-02,CRDO,577
2025-12-02,CRDU,577
2025-12-03,CRWL,680
2025-12-04,GCO,588
2025-12-05,PRAX,583
2025-12-10,CBRL,621
2025-12-10,GEVX,577
2025-12-10,PLAB,578
2025-12-10,PLAY,631
2025-12-11,CNTA,613
2025-12-11,STEM,610
2025-12-12,RCUS,597
2025-12-15,IMNM,582
2025-12-23,HYMC,657
2025-12-29,GLSI,582
2025-12-30,GLSI,598
2026-01-05,RGC,611
2026-01-05,SKYT,594
2026-01-06,STAA,624
2026-01-07,ASTX,637
2026-01-07,GLUE,601
2026-01-07,SMST,624
2026-01-08,AVAV,589
2026-01-08,BE,588
2026-01-09,CWVX,694
2026-01-09,OPEX,614
2026-01-09,SMU,632
2026-01-12,ANPA,632
2026-01-13,CIFU,586
2026-01-13,INTW,607
2026-01-13,THH,615
2026-01-13,TVTX,597
2026-01-16,GLXU,618
2026-01-20,CIFU,649
2026-01-20,QPUX,664
2026-01-20,VPG,752
2026-01-22,DBVT,825
2026-01-22,EGBN,601
2026-01-22,GLSI,577
2026-01-22,KOLD,744
2026-01-22,PNTG,792
2026-01-23,MOVE,582
2026-01-27,ATEX,807
2026-01-27,CBZ,827
2026-01-27,CWVX,612
2026-01-28,GEVX,592
2026-01-28,SUPX,586
2026-01-29,INOD,589
2026-02-02,AUGO,577
2026-02-03,WULX,589
2026-02-04,ENPH,577
2026-02-04,LITE,589
2026-02-05,SITM,586
2026-02-06,AMZU,750
2026-02-06,BILL,753
2026-02-06,HUBG,649
2026-02-09,AXTI,581
2026-02-09,MNDY,590
2026-02-10,EVMN,828
2026-02-10,ICHR,577
2026-02-11,SW,592
2026-02-11,TDC,579
2026-02-12,AMG,596
2026-02-12,ICLR,615
2026-02-12,NKTR,603
2026-02-12,SOLS,605
2026-02-13,COHU,589
2026-02-17,CPS,622
2026-02-19,SNSE,593
2026-02-20,GRAL,579
2026-02-20,TNDM,603
2026-02-24,DAMD,584
2026-02-25,CAVA,600
2026-02-25,CRCD,587
2026-02-25,CRCL,704
2026-02-25,LIVN,602
2026-02-26,GCT,658
2026-02-26,IONL,581
2026-02-26,PRCT,675
2026-02-26,SEZL,577
2026-02-27,DUOL,591
2026-03-02,KTOS,612
2026-03-03,BATL,581
2026-03-03,KORU,679
2026-03-03,MDB,635
2026-03-03,SE,738
2026-03-04,ANAB,613
2026-03-06,MVLL,589
2026-03-09,GSIW,822
2026-03-09,ISSC,680
2026-03-10,CAPR,639
2026-03-10,FIGR,624
2026-03-11,NBIS,586
2026-03-16,GPCR,674
2026-03-16,NEBX,586
2026-03-16,WW,577
2026-03-19,JNUG,603
2026-03-20,SEDG,616
2026-03-20,YSS,633
2026-03-23,ETON,592
2026-03-23,SMCZ,577
2026-03-24,DXYZ,697
2026-03-25,ARM,578
2026-03-26,KOD,583
2026-03-27,AGX,594
2026-03-27,KOD,608
2026-03-31,NAIL,763
2026-03-31,TNA,763
2026-04-01,SHAZ,690
2026-04-02,RGC,583
2026-04-06,AEHR,587
2026-04-06,MGRT,802
2026-04-07,FLY,746
2026-04-08,BWET,644
2026-04-08,MGRT,661
2026-04-09,CAR,591
2026-04-09,FBRX,577
2026-04-10,AAOI,623
2026-04-10,AVL,586
2026-04-14,AOSL,578
2026-04-14,CIFU,624
2026-04-14,CWVX,586
2026-04-14,OKLS,597
2026-04-15,BEX,595
2026-04-15,RGTX,592
2026-04-15,WATT,592
2026-04-16,DMRA,624
2026-04-16,WSHP,617
2026-04-17,SHAZ,657
2026-04-17,USAX,604
2026-04-20,SOUX,599
2026-04-21,AXTI,627
2026-04-21,LABX,616
2026-04-21,NVTX,577
2026-04-22,NVTX,577
2026-04-23,IREG,639
2026-04-23,OKLS,602
2026-04-23,VOYA,611
2026-04-24,AMDL,589
2026-04-24,CRMX,697
2026-04-24,MXL,599
2026-04-24,XNDU,745
2026-04-27,INTW,599
2026-04-27,LINT,599
2026-04-27,MANE,583
2026-04-28,PII,644
2026-04-28,SANM,577
2026-04-29,TER,596
2026-04-30,BAND,577
2026-04-30,CMPR,602
2026-04-30,QCML,617
2026-05-01,RIOX,671
2026-05-01,USAX,650
2026-05-04,CELC,642
2026-05-05,ICHR,591
2026-05-05,QCML,604
2026-05-05,STRL,676
2026-05-06,HUT,577
2026-05-06,NNE,624
2026-05-07,AGL,585
2026-05-07,APPX,586
2026-05-07,BLBD,588
2026-05-07,HZO,818
2026-05-07,QCML,653
2026-05-07,WOLF,596
2026-05-08,CAPR,820
2026-05-08,FLNC,610
2026-05-08,QCML,601
2026-05-08,QCMU,601
2026-05-08,VCX,639
2026-05-11,ADEA,731
2026-05-11,DXYZ,590
2026-05-11,FLNC,644
2026-05-11,FLYT,610
2026-05-11,INOD,586
2026-05-11,IREX,588
2026-05-11,MBX,592
2026-05-11,MRAM,648
2026-05-11,VICR,597
2026-05-11,WYFI,580
2026-05-12,QURE,769
2026-05-12,RVI,632
2026-05-12,WOLF,615
2026-05-13,FIVN,650
2026-05-13,NBIG,650
2026-05-13,VELO,605
2026-05-14,AMRC,791
2026-05-14,CRCA,732
2026-05-14,LUNL,587
2026-05-15,FIGG,591
2026-05-15,GLOB,581
2026-05-22,FUTU,577
2026-05-22,QBTX,577
2026-05-22,QPUX,577
2026-05-22,RGTI,577
2026-05-22,RGTU,577
2026-05-22,RGTX,577
2026-05-26,MOD,601
2026-05-26,RDW,585
2026-05-26,SWMR,590
2026-05-26,VOYG,593
2026-05-27,LUNL,642
2026-05-27,SWMR,674
2026-05-28,ASTC,580
2026-05-28,AVAV,601
2026-05-28,ONDL,577
2026-05-28,RGTX,642
