hypothesis,symbol,entry_time,entry_price,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value
H1,RFIL,2026-03-02 14:46:00+00:00,12.28,12.14,12.54,3703,2026-03-02 14:52:00+00:00,12.54,target,999.81,2.20,fixed_risk,500,0.1350,499.90,45454.33
H1,EDSA,2026-03-03 14:36:00+00:00,2.84,2.74,3.03,5128,2026-03-03 14:44:00+00:00,3.03,target,999.96,6.87,fixed_risk,500,0.0975,499.98,14563.52
H1,JFB,2026-03-03 15:01:00+00:00,21.10,20.96,21.37,3703,2026-03-03 15:03:00+00:00,21.37,target,999.81,1.28,fixed_risk,500,0.1350,499.91,78133.30
H1,TOPS,2026-03-03 18:35:00+00:00,4.58,4.50,4.73,6675,2026-03-03 18:36:00+00:00,4.50,stop,-499.96,-1.64,fixed_risk,500,0.0749,499.96,30570.83
H1,VELO,2026-03-03 14:39:00+00:00,11.73,11.59,12.01,3573,2026-03-03 14:42:00+00:00,11.59,stop,-499.86,-1.19,fixed_risk,500,0.1399,499.86,41910.93
H1,NCI,2026-03-05 18:51:00+00:00,8.79,8.72,8.93,7142,2026-03-05 18:52:00+00:00,8.93,target,999.88,1.59,fixed_risk,500,0.0700,499.94,62778.18
H1,TVGN,2026-03-06 14:58:00+00:00,7.50,7.29,7.90,2500,2026-03-06 15:00:00+00:00,7.90,target,1000.00,5.34,fixed_risk,500,0.2000,500.00,18737.50
H1,VELO,2026-03-06 15:10:00+00:00,12.61,12.50,12.83,4512,2026-03-06 15:14:00+00:00,12.83,target,999.86,1.76,fixed_risk,500,0.1108,499.93,56896.32
H1,NGNE,2026-03-09 13:45:00+00:00,22.60,22.41,22.97,2702,2026-03-09 13:46:00+00:00,22.41,stop,-499.87,-0.82,fixed_risk,500,0.1850,499.87,61065.20
H1,OPTX,2026-03-09 13:42:00+00:00,6.56,6.41,6.87,3246,2026-03-09 13:44:00+00:00,6.87,target,999.77,4.70,fixed_risk,500,0.1540,499.88,21290.51
H1,PHGE,2026-03-12 13:46:00+00:00,6.46,6.36,6.65,5149,2026-03-12 13:53:00+00:00,6.36,stop,-499.97,-1.50,fixed_risk,500,0.0971,499.97,33258.42
H1,BIAF,2026-03-13 13:43:00+00:00,2.12,2.05,2.26,7142,2026-03-13 13:44:00+00:00,2.26,target,999.88,6.60,fixed_risk,500,0.0700,499.94,15141.04
H1,PLYX,2026-03-13 18:33:00+00:00,6.80,6.71,6.98,5555,2026-03-13 18:34:00+00:00,6.98,target,999.90,2.65,fixed_risk,500,0.0900,499.95,37774.00
H1,QNTM,2026-03-13 13:57:00+00:00,2.58,2.53,2.70,8532,2026-03-13 14:10:00+00:00,2.53,stop,-499.98,-2.27,fixed_risk,500,0.0586,499.98,22055.22
