hypothesis,symbol,entry_time,entry_price,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value
H9,DBGI,2026-02-20 14:39:00+00:00,5.16,5.08,5.37,5882,2026-02-20 14:43:00+00:00,5.37,target,1249.93,4.12,fixed_risk,500,0.0850,499.97,30351.12
H9,EDSA,2026-02-23 14:41:00+00:00,0.84,0.83,0.86,10000,2026-02-23 14:57:00+00:00,0.86,target,250.00,2.98,fixed_risk,500,0.0100,100.00,8378.00
H9,ELPW,2026-02-24 19:42:00+00:00,0.41,0.40,0.45,10000,2026-02-24 19:45:00+00:00,0.45,target,355.00,8.61,fixed_risk,500,0.0142,142.00,4124.00
H9,ELPW,2026-02-26 14:52:00+00:00,0.14,0.13,0.16,10000,2026-02-26 20:00:00+00:00,0.15,eod,50.00,3.56,fixed_risk,500,0.0070,70.30,1406.00
H9,ASTI,2026-02-27 14:46:00+00:00,6.04,5.96,6.23,6666,2026-02-27 14:51:00+00:00,5.96,stop,-499.95,-1.24,fixed_risk,500,0.0750,499.95,40262.64
H9,AENT,2026-03-02 19:47:00+00:00,5.49,5.38,5.78,4347,2026-03-02 19:58:00+00:00,5.38,stop,-499.91,-2.09,fixed_risk,500,0.1150,499.91,23865.03
H9,INDO,2026-03-02 14:51:00+00:00,7.37,7.28,7.59,5555,2026-03-02 15:01:00+00:00,7.59,target,1249.87,3.05,fixed_risk,500,0.0900,499.95,40940.35
H9,JFB,2026-03-02 15:08:00+00:00,17.49,16.99,18.74,1000,2026-03-02 15:25:00+00:00,18.74,target,1250.00,7.15,fixed_risk,500,0.5000,500.00,17490.00
H9,RFIL,2026-03-02 14:46:00+00:00,12.28,12.14,12.61,3703,2026-03-02 14:58:00+00:00,12.61,target,1249.76,2.75,fixed_risk,500,0.1350,499.90,45454.33
H9,EDSA,2026-03-03 14:36:00+00:00,2.84,2.74,3.08,5128,2026-03-03 14:45:00+00:00,3.08,target,1249.95,8.58,fixed_risk,500,0.0975,499.98,14563.52
H9,SBLX,2026-03-03 18:33:00+00:00,2.42,2.37,2.54,10000,2026-03-03 19:51:00+00:00,2.50,eod,780.00,3.22,fixed_risk,500,0.0500,500.00,24200.00
H9,VELO,2026-03-03 14:39:00+00:00,11.73,11.59,12.08,3573,2026-03-03 14:42:00+00:00,11.59,stop,-499.86,-1.19,fixed_risk,500,0.1399,499.86,41910.93
H9,TMDE,2026-03-04 19:34:00+00:00,2.36,2.33,2.43,10000,2026-03-04 19:39:00+00:00,2.43,target,750.00,3.18,fixed_risk,500,0.0300,300.00,23600.00
H9,TVGN,2026-03-06 14:58:00+00:00,7.50,7.15,8.36,1449,2026-03-06 15:02:00+00:00,8.36,target,1249.76,11.51,fixed_risk,500,0.3450,499.90,10860.26
H9,OPTX,2026-03-09 13:42:00+00:00,6.56,6.41,6.94,3246,2026-03-09 13:45:00+00:00,6.94,target,1249.71,5.87,fixed_risk,500,0.1540,499.88,21290.51
H9,SBLX,2026-03-10 14:49:00+00:00,2.69,2.64,2.81,10000,2026-03-10 16:33:00+00:00,2.81,target,1250.00,4.65,fixed_risk,500,0.0500,500.00,26900.00
H9,BIAF,2026-03-13 13:43:00+00:00,2.12,2.05,2.29,7142,2026-03-13 13:44:00+00:00,2.29,target,1249.85,8.25,fixed_risk,500,0.0700,499.94,15141.04
H9,PLYX,2026-03-13 18:33:00+00:00,6.80,6.71,7.02,5555,2026-03-13 18:34:00+00:00,7.02,target,1249.87,3.31,fixed_risk,500,0.0900,499.95,37774.00
H9,QNTM,2026-03-13 13:55:00+00:00,2.56,2.53,2.66,10000,2026-03-13 14:10:00+00:00,2.53,stop,-386.00,-1.50,fixed_risk,500,0.0386,386.00,25650.00
