hypothesis,symbol,entry_time,entry_price,planned_entry,entry_gap,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value,partial_taken,partial_price,partial_shares,partial_pnl
H11a,NAMM,2026-02-13 14:59:00+00:00,2.41,2.41,0.0000,2.38,2.47,10000,2026-02-13 15:05:00+00:00,2.38,stop,-300.00,-1.24,fixed_risk,2000,0.0300,300.00,24100.00,False,,0,0.00
H11a,ASTI,2026-02-17 18:38:00+00:00,5.92,5.92,0.0025,5.85,6.07,10000,2026-02-17 18:45:00+00:00,6.07,target,1425.00,2.41,fixed_risk,2000,0.0750,750.00,59250.00,False,,0,0.00
H11a,DBGI,2026-02-17 15:16:00+00:00,5.41,5.36,0.0500,5.27,5.54,10000,2026-02-17 15:18:00+00:00,5.54,target,1298.00,2.40,fixed_risk,2000,0.1399,1399.00,54100.00,False,,0,0.00
H11a,CDIO,2026-02-18 18:28:00+00:00,2.22,2.18,0.0400,2.10,2.34,10000,2026-02-18 18:32:00+00:00,2.10,stop,-1200.00,-5.41,fixed_risk,2000,0.1200,1200.00,22200.00,False,,0,0.00
H11a,PLYX,2026-02-18 14:48:00+00:00,3.25,3.24,0.0100,3.13,3.46,10000,2026-02-18 14:52:00+00:00,3.13,stop,-1200.00,-3.69,fixed_risk,2000,0.1200,1200.00,32500.00,False,,0,0.00
H11a,CDIO,2026-02-20 18:16:00+00:00,2.71,2.71,0.0051,2.67,2.77,10000,2026-02-20 18:20:00+00:00,2.67,stop,-401.00,-1.48,fixed_risk,2000,0.0401,401.00,27101.00,False,,0,0.00
H11a,NCI,2026-02-20 15:05:00+00:00,5.45,5.34,0.1050,5.27,5.49,10000,2026-02-20 15:06:00+00:00,5.49,target,450.00,0.83,fixed_risk,2000,0.1800,1800.00,54500.00,False,,0,0.00
H11a,VVPR,2026-02-20 15:06:00+00:00,2.38,2.35,0.0237,2.32,2.42,10000,2026-02-20 15:07:00+00:00,2.32,stop,-565.00,-2.38,fixed_risk,2000,0.0565,565.00,23765.00,False,,0,0.00
H11a,PBM,2026-02-23 15:12:00+00:00,2.33,2.33,0.0000,2.29,2.41,10000,2026-02-23 15:14:00+00:00,2.29,stop,-395.00,-1.70,fixed_risk,2000,0.0395,395.00,23295.00,False,,0,0.00
H11a,BDMD,2026-02-25 18:18:00+00:00,2.19,2.19,0.0000,2.15,2.27,10000,2026-02-25 18:22:00+00:00,2.15,stop,-400.00,-1.83,fixed_risk,2000,0.0400,400.00,21900.00,False,,0,0.00
H11a,HCTI,2026-02-26 15:15:00+00:00,7.94,7.93,0.0108,7.84,8.11,10000,2026-02-26 15:18:00+00:00,7.84,stop,-1000.00,-1.26,fixed_risk,2000,0.1000,1000.00,79400.00,False,,0,0.00
H11a,CDIO,2026-02-27 14:57:00+00:00,7.16,7.16,0.0000,6.92,7.63,8438,2026-02-27 14:59:00+00:00,6.92,stop,-1999.81,-3.31,fixed_risk,2000,0.2370,1999.81,60390.77,False,,0,0.00
H11a,CDIO,2026-03-02 15:15:00+00:00,5.26,5.25,0.0150,5.17,5.41,10000,2026-03-02 15:18:00+00:00,5.41,target,1450.00,2.75,fixed_risk,2000,0.0950,950.00,52650.00,False,,0,0.00
H11a,INDO,2026-03-02 14:50:00+00:00,7.40,7.40,0.0000,7.29,7.62,10000,2026-03-02 15:00:00+00:00,7.29,stop,-1100.00,-1.49,fixed_risk,2000,0.1100,1100.00,74000.00,False,,0,0.00
H11a,SBLX,2026-03-03 18:33:00+00:00,2.46,2.42,0.0350,2.37,2.52,10000,2026-03-03 19:51:00+00:00,2.50,force_close,430.00,1.75,fixed_risk,2000,0.0850,850.00,24550.00,False,,0,0.00
H11a,BDMD,2026-03-04 18:43:00+00:00,3.32,3.32,0.0000,3.26,3.44,10000,2026-03-04 18:54:00+00:00,3.26,stop,-600.00,-1.81,fixed_risk,2000,0.0600,600.00,33200.00,False,,0,0.00
H11a,BTOG,2026-03-04 18:15:00+00:00,2.98,2.95,0.0299,2.90,3.05,10000,2026-03-04 18:26:00+00:00,3.05,target,701.00,2.35,fixed_risk,2000,0.0799,799.00,29799.00,False,,0,0.00
H11a,BATL,2026-03-05 14:47:00+00:00,19.74,19.74,0.0000,19.19,20.84,3636,2026-03-05 14:53:00+00:00,19.19,stop,-1999.80,-2.79,fixed_risk,2000,0.5500,1999.80,71774.64,False,,0,0.00
H11a,INDO,2026-03-05 18:30:00+00:00,5.38,5.35,0.0378,5.27,5.51,10000,2026-03-05 19:33:00+00:00,5.27,stop,-1194.00,-2.22,fixed_risk,2000,0.1194,1194.00,53844.00,False,,0,0.00
H11a,NCI,2026-03-05 18:29:00+00:00,8.00,8.00,0.0000,7.91,8.19,10000,2026-03-05 18:37:00+00:00,8.19,target,1900.00,2.37,fixed_risk,2000,0.0950,950.00,80000.00,False,,0,0.00
H11a,INDO,2026-03-06 18:40:00+00:00,5.59,5.57,0.0200,5.51,5.69,10000,2026-03-06 18:43:00+00:00,5.51,stop,-799.00,-1.43,fixed_risk,2000,0.0799,799.00,55899.00,False,,0,0.00
H11a,VELO,2026-03-06 15:23:00+00:00,13.16,13.16,0.0000,12.94,13.60,9090,2026-03-06 15:40:00+00:00,12.94,stop,-1999.80,-1.67,fixed_risk,2000,0.2200,1999.80,119624.40,False,,0,0.00
H11a,EDSA,2026-03-09 14:42:00+00:00,7.05,7.05,0.0000,6.94,7.27,10000,2026-03-09 14:51:00+00:00,7.27,target,2200.00,3.12,fixed_risk,2000,0.1100,1100.00,70500.00,False,,0,0.00
H11a,ACXP,2026-03-10 15:13:00+00:00,2.72,2.72,0.0000,2.65,2.86,10000,2026-03-10 15:15:00+00:00,2.65,stop,-700.00,-2.57,fixed_risk,2000,0.0700,700.00,27200.00,False,,0,0.00
H11a,AIDX,2026-03-10 18:11:00+00:00,3.03,3.03,0.0000,2.90,3.28,10000,2026-03-10 18:14:00+00:00,2.90,stop,-1254.00,-4.14,fixed_risk,2000,0.1254,1254.00,30300.00,False,,0,0.00
H11a,CDIO,2026-03-10 14:48:00+00:00,5.09,5.06,0.0300,5.00,5.18,10000,2026-03-10 14:50:00+00:00,5.00,stop,-900.00,-1.77,fixed_risk,2000,0.0900,900.00,50900.00,False,,0,0.00
H11a,ACXP,2026-03-11 15:04:00+00:00,4.78,4.78,0.0000,4.68,4.98,10000,2026-03-11 15:05:00+00:00,4.98,target,2000.00,4.18,fixed_risk,2000,0.1000,1000.00,47800.00,False,,0,0.00
H11a,ANNA,2026-03-11 18:39:00+00:00,3.49,3.49,0.0000,3.43,3.61,10000,2026-03-11 18:44:00+00:00,3.61,target,1200.00,3.44,fixed_risk,2000,0.0600,600.00,34900.00,False,,0,0.00
H11a,BATL,2026-03-11 15:10:00+00:00,21.00,21.00,0.0000,20.76,21.48,8333,2026-03-11 15:14:00+00:00,21.48,target,3999.84,2.29,fixed_risk,2000,0.2400,1999.92,174993.00,False,,0,0.00
H11a,GRCE,2026-03-12 15:06:00+00:00,4.44,4.44,0.0000,4.36,4.60,10000,2026-03-12 15:07:00+00:00,4.36,stop,-800.00,-1.80,fixed_risk,2000,0.0800,800.00,44400.00,False,,0,0.00
H11a,MCRP,2026-03-12 18:16:00+00:00,4.15,4.15,0.0049,4.10,4.24,10000,2026-03-12 18:37:00+00:00,4.10,stop,-500.00,-1.20,fixed_risk,2000,0.0500,500.00,41500.00,False,,0,0.00
H11a,UGRO,2026-03-12 15:25:00+00:00,3.33,3.33,0.0000,3.27,3.46,10000,2026-03-12 15:35:00+00:00,3.27,stop,-614.00,-1.84,fixed_risk,2000,0.0614,614.00,33350.00,False,,0,0.00
H11a,EDHL,2026-03-13 14:13:00+00:00,3.62,3.55,0.0700,3.51,3.63,10000,2026-03-13 14:17:00+00:00,3.63,target,100.00,0.28,fixed_risk,2000,0.1100,1100.00,36200.00,False,,0,0.00
H11a,PIII,2026-03-13 18:32:00+00:00,3.15,3.12,0.0310,3.07,3.22,10000,2026-03-13 19:46:00+00:00,3.13,force_close,-160.00,-0.51,fixed_risk,2000,0.0810,810.00,31510.00,False,,0,0.00
H11a,PLYX,2026-03-13 18:32:00+00:00,6.84,6.84,0.0000,6.73,7.06,10000,2026-03-13 18:33:00+00:00,7.06,target,2200.00,3.22,fixed_risk,2000,0.1100,1100.00,68400.00,False,,0,0.00
