hypothesis,symbol,entry_time,entry_price,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value
H0,ASTI,2026-02-27 14:46:00+00:00,6.04,5.96,6.19,8278,2026-02-27 14:51:00+00:00,5.96,stop,-620.85,-1.24,fixed_investment,500,0.0750,620.85,49999.12
H0,AENT,2026-03-02 19:47:00+00:00,5.49,5.38,5.72,9107,2026-03-02 19:58:00+00:00,5.38,stop,-1047.31,-2.09,fixed_investment,500,0.1150,1047.31,49997.43
H0,BUUU,2026-03-02 15:16:00+00:00,14.99,14.79,15.39,3335,2026-03-02 15:25:00+00:00,14.79,stop,-667.00,-1.33,fixed_investment,500,0.2000,667.00,49991.65
H0,INDO,2026-03-02 14:51:00+00:00,7.37,7.28,7.55,6784,2026-03-02 14:52:00+00:00,7.55,target,1221.12,2.44,fixed_investment,500,0.0900,610.56,49998.08
H0,RFIL,2026-03-02 14:46:00+00:00,12.28,12.14,12.54,4073,2026-03-02 14:52:00+00:00,12.54,target,1099.71,2.20,fixed_investment,500,0.1350,549.85,49996.08
H0,EDSA,2026-03-03 14:36:00+00:00,2.84,2.74,3.03,10000,2026-03-03 14:44:00+00:00,3.03,target,1950.00,6.87,fixed_investment,500,0.0975,975.00,28400.00
H0,JFB,2026-03-03 15:01:00+00:00,21.10,20.96,21.37,2369,2026-03-03 15:03:00+00:00,21.37,target,639.63,1.28,fixed_investment,500,0.1350,319.82,49985.90
H0,TOPS,2026-03-03 18:35:00+00:00,4.58,4.50,4.73,10000,2026-03-03 18:36:00+00:00,4.50,stop,-749.00,-1.64,fixed_investment,500,0.0749,749.00,45799.00
H0,VELO,2026-03-03 14:39:00+00:00,11.73,11.59,12.01,4262,2026-03-03 14:42:00+00:00,11.59,stop,-596.25,-1.19,fixed_investment,500,0.1399,596.25,49992.83
H0,NCI,2026-03-05 18:51:00+00:00,8.79,8.72,8.93,5688,2026-03-05 18:52:00+00:00,8.93,target,796.32,1.59,fixed_investment,500,0.0700,398.16,49997.52
H0,TVGN,2026-03-06 14:58:00+00:00,7.50,7.29,7.90,6671,2026-03-06 15:00:00+00:00,7.90,target,2668.40,5.34,fixed_investment,500,0.2000,1334.20,49999.15
H0,VELO,2026-03-06 15:10:00+00:00,12.61,12.50,12.83,3965,2026-03-06 15:14:00+00:00,12.83,target,878.64,1.76,fixed_investment,500,0.1108,439.32,49998.65
H0,NGNE,2026-03-09 13:45:00+00:00,22.60,22.41,22.97,2212,2026-03-09 13:46:00+00:00,22.41,stop,-409.22,-0.82,fixed_investment,500,0.1850,409.22,49991.20
H0,OPTX,2026-03-09 13:42:00+00:00,6.56,6.41,6.87,7623,2026-03-09 13:44:00+00:00,6.87,target,2347.88,4.70,fixed_investment,500,0.1540,1173.94,49999.26
H0,PHGE,2026-03-12 13:46:00+00:00,6.46,6.36,6.65,7740,2026-03-12 13:53:00+00:00,6.36,stop,-751.55,-1.50,fixed_investment,500,0.0971,751.55,49994.21
H0,BIAF,2026-03-13 13:43:00+00:00,2.12,2.05,2.26,10000,2026-03-13 13:44:00+00:00,2.26,target,1400.00,6.60,fixed_investment,500,0.0700,700.00,21200.00
H0,PLYX,2026-03-13 18:33:00+00:00,6.80,6.71,6.98,7352,2026-03-13 18:34:00+00:00,6.98,target,1323.36,2.65,fixed_investment,500,0.0900,661.68,49993.60
H0,QNTM,2026-03-13 13:57:00+00:00,2.58,2.53,2.70,10000,2026-03-13 14:10:00+00:00,2.53,stop,-586.00,-2.27,fixed_investment,500,0.0586,586.00,25850.00
