hypothesis,symbol,entry_time,entry_price,planned_entry,entry_gap,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value,partial_taken,partial_price,partial_shares,partial_pnl
H12,NTWK,2026-02-06 18:52:00+00:00,3.41,3.39,0.0200,3.37,3.49,10000,2026-02-06 18:58:00+00:00,3.49,target,800.00,2.35,fixed_risk,2000,0.0400,400.00,34100.00,False,,0,0.00
H12,TRAW,2026-02-09 14:40:00+00:00,2.26,2.26,0.0000,2.16,2.51,10000,2026-02-09 14:41:00+00:00,2.16,stop,-1000.00,-4.42,fixed_risk,2000,0.1000,1000.00,22600.00,False,,0,0.00
H12,NAMM,2026-02-09 14:43:00+00:00,3.17,3.13,0.0395,3.13,3.23,10000,2026-02-09 14:44:00+00:00,3.13,stop,-405.00,-1.28,fixed_risk,2000,0.0405,405.00,31700.00,False,,0,0.00
H12,JFB,2026-02-09 15:15:00+00:00,33.69,33.49,0.2000,33.50,33.95,10000,2026-02-09 15:16:00+00:00,33.95,target,2625.00,0.78,fixed_risk,2000,0.1850,1850.00,336900.00,False,,0,0.00
H12,QCLS,2026-02-09 15:20:00+00:00,3.98,3.97,0.0112,3.96,4.03,10000,2026-02-09 15:36:00+00:00,3.96,stop,-238.00,-0.60,fixed_risk,2000,0.0238,238.00,39800.00,False,,0,0.00
H12,SIF,2026-02-11 14:43:00+00:00,7.88,7.88,0.0000,7.58,8.62,6743,2026-02-11 15:26:00+00:00,8.62,target,4999.93,9.41,fixed_risk,2000,0.2966,1999.97,53134.84,False,,0,0.00
H12,FGL,2026-02-11 18:14:00+00:00,14.00,13.96,0.0400,13.83,14.39,10000,2026-02-11 18:17:00+00:00,14.39,target,3850.00,2.75,fixed_risk,2000,0.1700,1700.00,140000.00,False,,0,0.00
H12,DBGI,2026-02-12 18:37:00+00:00,3.38,3.32,0.0580,3.35,3.40,10000,2026-02-12 18:38:00+00:00,3.35,stop,-320.00,-0.95,fixed_risk,2000,0.0320,320.00,33800.00,False,,0,0.00
H12,GLXG,2026-02-17 14:48:00+00:00,2.69,2.64,0.0521,2.65,2.75,10000,2026-02-17 14:51:00+00:00,2.75,target,526.50,1.95,fixed_risk,2000,0.0419,419.00,26940.00,False,,0,0.00
H12,DBGI,2026-02-17 15:16:00+00:00,5.41,5.36,0.0500,5.32,5.58,10000,2026-02-17 15:18:00+00:00,5.58,target,1747.50,3.23,fixed_risk,2000,0.0899,899.00,54100.00,False,,0,0.00
H12,LPCN,2026-02-17 18:04:00+00:00,9.69,9.69,0.0000,9.49,10.17,10000,2026-02-17 18:17:00+00:00,9.49,stop,-1950.00,-2.01,fixed_risk,2000,0.1950,1950.00,96850.00,False,,0,0.00
H12,JFB,2026-02-17 18:10:00+00:00,17.91,17.91,0.0000,17.75,18.32,10000,2026-02-17 18:21:00+00:00,17.75,stop,-1625.00,-0.91,fixed_risk,2000,0.1625,1625.00,179125.00,False,,0,0.00
H12,WATT,2026-02-18 15:10:00+00:00,11.39,11.35,0.0400,11.33,11.51,10000,2026-02-18 15:22:00+00:00,11.51,target,1225.00,1.08,fixed_risk,2000,0.0650,650.00,113900.00,False,,0,0.00
H12,PSIG,2026-02-18 15:15:00+00:00,6.00,5.99,0.0099,5.70,6.74,6677,2026-02-18 16:05:00+00:00,5.70,stop,-1999.76,-4.99,fixed_risk,2000,0.2995,1999.76,40061.33,False,,0,0.00
H12,INTS,2026-02-19 15:02:00+00:00,6.30,6.18,0.1106,6.13,6.59,10000,2026-02-19 15:03:00+00:00,6.59,target,2911.50,4.62,fixed_risk,2000,0.1607,1607.00,62956.00,False,,0,0.00
H12,DBGI,2026-02-20 14:40:00+00:00,5.26,5.16,0.1000,5.17,5.37,10000,2026-02-20 14:42:00+00:00,5.17,stop,-850.00,-1.62,fixed_risk,2000,0.0850,850.00,52600.00,False,,0,0.00
H12,NCI,2026-02-20 15:05:00+00:00,5.45,5.34,0.1050,5.38,5.53,10000,2026-02-20 15:06:00+00:00,5.53,target,825.00,1.51,fixed_risk,2000,0.0750,750.00,54500.00,False,,0,0.00
H12,STI,2026-02-20 15:07:00+00:00,3.69,3.58,0.1150,3.65,3.69,10000,2026-02-20 15:09:00+00:00,3.65,stop,-450.00,-1.22,fixed_risk,2000,0.0450,450.00,36950.00,False,,0,0.00
H12,VVPR,2026-02-20 15:09:00+00:00,2.38,2.38,0.0000,2.32,2.52,10000,2026-02-20 16:04:00+00:00,2.32,stop,-565.00,-2.38,fixed_risk,2000,0.0565,565.00,23765.00,False,,0,0.00
H12,CDIO,2026-02-20 18:16:00+00:00,2.71,2.71,0.0051,2.68,2.79,10000,2026-02-20 18:20:00+00:00,2.68,stop,-350.00,-1.29,fixed_risk,2000,0.0350,350.00,27101.00,False,,0,0.00
H12,NAMM,2026-02-23 14:05:00+00:00,3.38,3.37,0.0100,3.35,3.44,10000,2026-02-23 14:06:00+00:00,3.35,stop,-293.00,-0.87,fixed_risk,2000,0.0293,293.00,33800.00,False,,0,0.00
H12,AIDX,2026-02-24 15:07:00+00:00,8.07,7.84,0.2234,8.02,7.97,10000,2026-02-24 15:08:00+00:00,7.97,target,-1009.00,-1.25,fixed_risk,2000,0.0490,490.00,80674.00,False,,0,0.00
H12,WSHP,2026-02-24 18:33:00+00:00,18.15,18.15,0.0000,17.98,18.58,10000,2026-02-24 18:38:00+00:00,18.58,target,4252.50,2.34,fixed_risk,2000,0.1701,1701.00,181500.00,False,,0,0.00
H12,BDMD,2026-02-25 18:18:00+00:00,2.19,2.19,0.0000,2.15,2.29,10000,2026-02-25 18:22:00+00:00,2.15,stop,-400.00,-1.83,fixed_risk,2000,0.0400,400.00,21900.00,False,,0,0.00
H12,HCTI,2026-02-26 15:15:00+00:00,7.94,7.93,0.0108,7.85,8.15,10000,2026-02-26 15:18:00+00:00,7.85,stop,-892.00,-1.12,fixed_risk,2000,0.0892,892.00,79400.00,False,,0,0.00
H12,ASTI,2026-02-27 14:46:00+00:00,6.11,6.04,0.0650,6.03,6.23,10000,2026-02-27 14:48:00+00:00,6.03,stop,-750.00,-1.23,fixed_risk,2000,0.0750,750.00,61050.00,False,,0,0.00
H12,CDIO,2026-02-27 14:57:00+00:00,7.16,7.16,0.0000,6.92,7.75,8438,2026-02-27 14:59:00+00:00,6.92,stop,-1999.81,-3.31,fixed_risk,2000,0.2370,1999.81,60390.77,False,,0,0.00
H12,RFIL,2026-03-02 14:45:00+00:00,12.29,12.29,0.0000,12.14,12.65,10000,2026-03-02 14:58:00+00:00,12.65,target,3667.50,2.98,fixed_risk,2000,0.1467,1467.00,122867.00,False,,0,0.00
H12,INDO,2026-03-02 14:51:00+00:00,7.42,7.37,0.0500,7.33,7.59,10000,2026-03-02 14:53:00+00:00,7.33,stop,-900.00,-1.21,fixed_risk,2000,0.0900,900.00,74200.00,False,,0,0.00
H12,JFB,2026-03-02 15:08:00+00:00,17.51,17.49,0.0201,17.01,18.74,4000,2026-03-02 15:25:00+00:00,18.74,target,4919.60,7.02,fixed_risk,2000,0.5000,2000.00,70040.40,False,,0,0.00
H12,BUUU,2026-03-02 15:14:00+00:00,15.00,15.00,0.0000,14.50,16.25,4000,2026-03-02 15:25:00+00:00,14.50,stop,-2000.00,-3.33,fixed_risk,2000,0.5000,2000.00,60000.00,False,,0,0.00
H12,CDIO,2026-03-02 15:15:00+00:00,5.26,5.25,0.0150,5.18,5.45,10000,2026-03-02 15:18:00+00:00,5.45,target,1850.00,3.51,fixed_risk,2000,0.0800,800.00,52650.00,False,,0,0.00
H12,RNAC,2026-03-02 15:22:00+00:00,7.36,7.36,0.0000,7.27,7.60,10000,2026-03-02 15:23:00+00:00,7.27,stop,-950.00,-1.29,fixed_risk,2000,0.0950,950.00,73600.00,False,,0,0.00
H12,FIEE,2026-03-02 15:28:00+00:00,6.46,6.44,0.0150,6.39,6.59,10000,2026-03-02 15:29:00+00:00,6.39,stop,-600.00,-0.93,fixed_risk,2000,0.0600,600.00,64550.00,False,,0,0.00
H12,EDHL,2026-03-03 14:35:00+00:00,2.64,2.64,0.0049,2.59,2.75,10000,2026-03-03 14:44:00+00:00,2.75,target,1078.50,4.09,fixed_risk,2000,0.0451,451.00,26400.00,False,,0,0.00
H12,EDSA,2026-03-03 14:36:00+00:00,2.92,2.84,0.0799,2.82,3.08,10000,2026-03-03 14:37:00+00:00,2.82,stop,-975.00,-3.34,fixed_risk,2000,0.0975,975.00,29199.00,False,,0,0.00
H12,INDO,2026-03-03 14:39:00+00:00,7.00,7.00,0.0000,6.91,7.22,10000,2026-03-03 14:40:00+00:00,6.91,stop,-900.00,-1.29,fixed_risk,2000,0.0900,900.00,70000.00,False,,0,0.00
H12,VELO,2026-03-03 14:39:00+00:00,11.83,11.73,0.1001,11.69,12.08,10000,2026-03-03 14:41:00+00:00,11.69,stop,-1399.00,-1.18,fixed_risk,2000,0.1399,1399.00,118300.00,False,,0,0.00
H12,BTM,2026-03-04 15:12:00+00:00,5.27,5.24,0.0300,5.24,5.32,10000,2026-03-04 15:16:00+00:00,5.32,target,450.00,0.85,fixed_risk,2000,0.0300,300.00,52700.00,False,,0,0.00
H12,CDIO,2026-03-05 14:38:00+00:00,5.55,5.55,0.0000,5.45,5.82,10000,2026-03-05 14:40:00+00:00,5.45,stop,-1050.00,-1.89,fixed_risk,2000,0.1050,1050.00,55550.00,False,,0,0.00
H12,STEM,2026-03-05 15:09:00+00:00,12.92,12.92,0.0000,12.75,13.34,10000,2026-03-05 15:12:00+00:00,13.34,target,4187.50,3.24,fixed_risk,2000,0.1675,1675.00,129175.00,False,,0,0.00
H12,INDO,2026-03-05 18:30:00+00:00,5.38,5.35,0.0378,5.30,5.55,10000,2026-03-05 18:34:00+00:00,5.30,stop,-816.00,-1.52,fixed_risk,2000,0.0816,816.00,53844.00,False,,0,0.00
H12,NCI,2026-03-05 18:51:00+00:00,9.10,8.79,0.3100,9.03,8.96,10000,2026-03-05 18:52:00+00:00,8.96,target,-1350.00,-1.48,fixed_risk,2000,0.0700,700.00,91000.00,False,,0,0.00
H12,TVGN,2026-03-06 14:57:00+00:00,7.73,7.35,0.3800,7.53,7.85,10000,2026-03-06 14:58:00+00:00,7.85,target,1200.00,1.55,fixed_risk,2000,0.2000,2000.00,77300.00,False,,0,0.00
H12,INDO,2026-03-06 18:40:00+00:00,5.59,5.57,0.0200,5.53,5.72,10000,2026-03-06 18:41:00+00:00,5.53,stop,-599.00,-1.07,fixed_risk,2000,0.0599,599.00,55899.00,False,,0,0.00
H12,OPTX,2026-03-09 13:42:00+00:00,6.61,6.56,0.0486,6.45,6.94,10000,2026-03-09 13:45:00+00:00,6.94,target,3364.00,5.09,fixed_risk,2000,0.1540,1540.00,66076.00,False,,0,0.00
H12,EDSA,2026-03-09 14:42:00+00:00,7.05,7.05,0.0000,6.94,7.32,10000,2026-03-09 14:53:00+00:00,7.32,target,2750.00,3.90,fixed_risk,2000,0.1100,1100.00,70500.00,False,,0,0.00
H12,KYNB,2026-03-09 14:42:00+00:00,7.05,7.03,0.0200,7.01,7.13,10000,2026-03-09 15:12:00+00:00,7.13,target,800.00,1.13,fixed_risk,2000,0.0400,400.00,70500.00,False,,0,0.00
H12,ATLN,2026-03-09 14:43:00+00:00,3.15,3.14,0.0100,3.10,3.26,10000,2026-03-09 16:16:00+00:00,3.10,stop,-500.00,-1.59,fixed_risk,2000,0.0500,500.00,31500.00,False,,0,0.00
H12,GSIW,2026-03-09 18:28:00+00:00,27.67,27.53,0.1407,26.29,30.97,1452,2026-03-09 18:33:00+00:00,30.97,target,4792.27,11.93,fixed_risk,2000,1.3765,1998.63,40176.84,False,,0,0.00
H12,MCRP,2026-03-10 13:46:00+00:00,3.97,3.97,0.0000,3.90,4.16,10000,2026-03-10 13:55:00+00:00,3.90,stop,-750.00,-1.89,fixed_risk,2000,0.0750,750.00,39700.00,False,,0,0.00
H12,QVCGA,2026-03-10 13:51:00+00:00,3.43,3.43,0.0000,3.34,3.65,10000,2026-03-10 13:54:00+00:00,3.34,stop,-900.00,-2.62,fixed_risk,2000,0.0900,900.00,34300.00,False,,0,0.00
H12,INKT,2026-03-10 14:08:00+00:00,16.26,16.05,0.2100,16.10,16.45,10000,2026-03-10 14:09:00+00:00,16.10,stop,-1582.00,-0.97,fixed_risk,2000,0.1582,1582.00,162600.00,False,,0,0.00
H12,CDIO,2026-03-10 14:48:00+00:00,5.09,5.06,0.0300,5.03,5.21,10000,2026-03-10 14:50:00+00:00,5.03,stop,-600.00,-1.18,fixed_risk,2000,0.0600,600.00,50900.00,False,,0,0.00
H12,CODX,2026-03-11 14:39:00+00:00,3.26,3.26,0.0000,3.23,3.32,10000,2026-03-11 14:40:00+00:00,3.23,stop,-252.00,-0.77,fixed_risk,2000,0.0252,252.00,32600.00,False,,0,0.00
H12,ANNA,2026-03-11 18:39:00+00:00,3.49,3.49,0.0000,3.43,3.64,10000,2026-03-11 18:51:00+00:00,3.43,stop,-600.00,-1.72,fixed_risk,2000,0.0600,600.00,34900.00,False,,0,0.00
H12,GRCE,2026-03-12 15:06:00+00:00,4.44,4.44,0.0000,4.36,4.64,10000,2026-03-12 15:07:00+00:00,4.36,stop,-800.00,-1.80,fixed_risk,2000,0.0800,800.00,44400.00,False,,0,0.00
H12,BIAF,2026-03-13 13:42:00+00:00,2.15,2.15,0.0000,2.05,2.39,10000,2026-03-13 13:43:00+00:00,2.39,target,2457.50,11.44,fixed_risk,2000,0.0983,983.00,21483.00,False,,0,0.00
H12,PLYX,2026-03-13 18:32:00+00:00,6.84,6.84,0.0000,6.73,7.11,10000,2026-03-13 19:08:00+00:00,6.73,stop,-1100.00,-1.61,fixed_risk,2000,0.1100,1100.00,68400.00,False,,0,0.00
