hypothesis,symbol,entry_time,entry_price,stop_loss,target,shares,exit_time,exit_price,exit_reason,pnl,pnl_pct,sizing_mode,risk_budget,risk_per_share,dollar_risk_per_trade,position_value
H8,INDO,2026-03-02 14:51:00+00:00,7.37,7.28,7.64,5555,2026-03-02 15:01:00+00:00,7.64,target,1499.85,3.66,fixed_risk,500,0.0900,499.95,40940.35
H8,JFB,2026-03-02 15:08:00+00:00,17.49,16.99,18.99,1000,2026-03-02 15:25:00+00:00,18.99,target,1500.00,8.58,fixed_risk,500,0.5000,500.00,17490.00
H8,RFIL,2026-03-02 14:46:00+00:00,12.28,12.14,12.68,3703,2026-03-02 14:58:00+00:00,12.68,target,1499.71,3.30,fixed_risk,500,0.1350,499.90,45454.33
H8,EDSA,2026-03-03 14:36:00+00:00,2.84,2.74,3.13,5128,2026-03-03 14:45:00+00:00,3.13,target,1499.94,10.30,fixed_risk,500,0.0975,499.98,14563.52
H8,SBLX,2026-03-03 18:33:00+00:00,2.42,2.37,2.57,10000,2026-03-03 19:51:00+00:00,2.50,eod,780.00,3.22,fixed_risk,500,0.0500,500.00,24200.00
H8,TOPS,2026-03-03 18:35:00+00:00,4.58,4.50,4.80,6675,2026-03-03 18:36:00+00:00,4.50,stop,-499.96,-1.64,fixed_risk,500,0.0749,499.96,30570.83
H8,VELO,2026-03-03 14:39:00+00:00,11.73,11.59,12.15,3573,2026-03-03 14:42:00+00:00,11.59,stop,-499.86,-1.19,fixed_risk,500,0.1399,499.86,41910.93
H8,TMDE,2026-03-04 19:34:00+00:00,2.36,2.33,2.45,10000,2026-03-04 19:39:00+00:00,2.45,target,900.00,3.81,fixed_risk,500,0.0300,300.00,23600.00
H8,TVGN,2026-03-06 14:58:00+00:00,7.50,7.15,8.53,1449,2026-03-06 15:04:00+00:00,8.53,target,1499.71,13.81,fixed_risk,500,0.3450,499.90,10860.26
H8,OPTX,2026-03-09 13:42:00+00:00,6.56,6.41,7.02,3246,2026-03-09 13:45:00+00:00,7.02,target,1499.65,7.04,fixed_risk,500,0.1540,499.88,21290.51
H8,ATLN,2026-03-10 15:01:00+00:00,3.46,3.41,3.60,10000,2026-03-10 20:00:00+00:00,3.46,eod,-10.00,-0.03,fixed_risk,500,0.0479,479.00,34610.00
H8,SBLX,2026-03-10 14:49:00+00:00,2.69,2.64,2.84,10000,2026-03-10 16:33:00+00:00,2.84,target,1500.00,5.58,fixed_risk,500,0.0500,500.00,26900.00
H8,PHGE,2026-03-12 13:46:00+00:00,6.46,6.36,6.75,5149,2026-03-12 13:53:00+00:00,6.36,stop,-499.97,-1.50,fixed_risk,500,0.0971,499.97,33258.42
H8,BIAF,2026-03-13 13:43:00+00:00,2.12,2.05,2.33,7142,2026-03-13 13:45:00+00:00,2.33,target,1499.82,9.91,fixed_risk,500,0.0700,499.94,15141.04
H8,PLYX,2026-03-13 18:33:00+00:00,6.80,6.71,7.07,5555,2026-03-13 18:34:00+00:00,7.07,target,1499.85,3.97,fixed_risk,500,0.0900,499.95,37774.00
H8,QNTM,2026-03-13 13:55:00+00:00,2.56,2.53,2.68,10000,2026-03-13 14:10:00+00:00,2.53,stop,-386.00,-1.50,fixed_risk,500,0.0386,386.00,25650.00
