symbol,date,split,entry_price_book,pnl,pnl_pct,range_high,range_low,R,entry_bid,entry_ask,mid0,spread0,passive,new_entry,cost_new,terr,qerr,cost_old,delta_cost_share,delta_cost_R,dollar_move,shares,delta_cost_dollar,net_R,ratio
MSTU,2025-04-11,TRAIN,4.72413,5632.920427710012,11.26686213112441,4.71,4.54,0.1699999999999999,4.71,4.72,4.715,0.0099999999999997,True,4.715,0.0,,,0.00499999999999985,0.00499999999999985,0.02941176470588149,0.5322612139950876,10582.999999999998,52.91499999999841,3.1309483176181643,0.02941176470588149
MSTX,2025-04-22,TRAIN,30.5449608,2687.652211199997,5.378364080270806,30.4536,29.46,0.9936000000000008,30.42,30.49,30.455,0.0699999999999967,True,30.455,0.0,,,0.03499999999999835,0.03499999999999835,0.0352254428341368,1.6428191999999981,1636.0,57.259999999997305,1.6534009661835716,0.0352254428341368
PONY,2025-05-06,TRAIN,10.78225,-1899.302779464282,-3.798811207573287,10.75,10.06,0.6899999999999995,10.74,10.76,10.75,0.0199999999999995,True,10.75,0.0,,,0.00999999999999975,0.00999999999999975,0.014492753623188054,-0.4095973214285707,4636.999999999999,46.36999999999883,-0.5936193064182188,0.014492753623188054
SMCX,2025-05-13,TRAIN,28.914383699999995,8502.492403563301,17.007376242430254,28.8279,27.52,1.3079,28.77,28.84,28.805,0.0700000000000002,True,28.805,0.0,,,0.0350000000000001,0.0350000000000001,0.026760455692331292,4.917578024038925,1728.9999999999998,60.515000000000164,3.759903680739296,0.026760455692331292
SMCL,2025-05-13,TRAIN,10.66189,7899.240746250008,15.800503258534864,10.63,10.26,0.370000000000001,10.63,10.65,10.64,0.0199999999999995,True,10.64,0.0,,,0.00999999999999975,0.00999999999999975,0.02702702702702628,1.6846322768714028,4689.0,46.88999999999883,4.553060207760536,0.02702702702702628
OMER,2025-05-13,TRAIN,4.232659999999999,2072.1496300000063,4.144615915287328,4.22,4.0,0.2199999999999997,4.21,4.25,4.23,0.04,True,4.23,0.0,,,0.02,0.02,0.09090909090909104,0.1754275000000006,11811.999999999996,236.23999999999992,0.7973977272727311,0.09090909090909104
SHLS,2025-05-16,TRAIN,4.9424831,-1287.0124993038853,-2.574119775659208,4.9277,4.72,0.2077,4.92,4.93,4.925,0.0099999999999997,True,4.925,0.0,,,0.00499999999999985,0.00499999999999985,0.024073182474722437,-0.12722543488571425,10116.0,50.579999999998485,-0.6125442218859617,0.024073182474722437
EDBL,2025-05-28,TRAIN,3.5204297,4924.447529903989,9.84945793674834,3.5099,3.365,0.1448999999999998,3.5,3.54,3.52,0.04,True,3.52,0.0,,,0.02,0.02,0.13802622498274691,0.34674324249429583,14201.999999999998,284.03999999999996,2.392983039988242,0.13802622498274691
ALAR,2025-06-10,TRAIN,12.36699,-894.4663126146453,-1.788941907333271,12.33,11.84,0.4900000000000002,12.33,12.36,12.345,0.0299999999999993,True,12.345,0.0,,,0.01499999999999965,0.01499999999999965,0.030612244897958458,-0.2212382667857149,4043.0,60.64499999999859,-0.45150666690962205,0.030612244897958458
ARAI,2025-06-12,TRAIN,9.07715,-639.5889599999927,-1.279256154189351,9.05,8.6426,0.4074000000000009,9.02,9.1,9.06,0.08,True,9.06,0.0,,,0.04,0.04,0.0981836033382423,-0.11611999999999867,5508.0,220.32,-0.2850270004909141,0.0981836033382423
ZENA,2025-06-12,TRAIN,5.1153,-1913.046135235715,-3.826326273280999,5.1,4.85,0.25,5.1,5.13,5.115,0.0300000000000002,True,5.115,0.0,,,0.0150000000000001,0.0150000000000001,0.0600000000000004,-0.19572806785714297,9773.999999999998,146.61000000000095,-0.7829122714285719,0.0600000000000004
UMAC,2025-06-13,TRAIN,9.11727,-495.238104,-0.990493864939834,9.09,8.5,0.5899999999999999,9.05,9.1,9.075,0.0499999999999989,True,9.075,0.0,,,0.02499999999999945,0.02499999999999945,0.04237288135593128,-0.09030600000000001,5484.0,137.09999999999698,-0.1530610169491526,0.04237288135593128
URGN,2025-06-16,TRAIN,13.42014,3559.12575,7.119672373015483,13.38,12.61,0.7700000000000014,13.31,13.39,13.35,0.08,False,13.57,0.0600000000000005,,,0.04,-0.020000000000000497,-0.025974025974026572,0.95547,3725.0,-74.50000000000185,1.2408701298701277,0.05194805194805186
RBNE,2025-06-17,TRAIN,7.271749999999999,5616.209843750007,11.233929246742546,7.25,6.7,0.5499999999999998,7.23,7.26,7.245,0.0299999999999993,True,7.245,0.0,,,0.01499999999999965,0.01499999999999965,0.027272727272726647,0.8169032500000011,6875.0,103.1249999999976,1.4852786363636388,0.027272727272726647
XTIA,2025-06-17,TRAIN,3.39014,-632.5505688000032,-1.2651571911484547,3.38,3.17,0.2099999999999999,3.38,3.39,3.385,0.0100000000000002,True,3.385,0.0,,,0.0050000000000001,0.0050000000000001,0.023809523809524294,-0.04289060000000023,14747.999999999996,73.74000000000146,-0.20424095238095358,0.023809523809524294
INDO,2025-06-17,TRAIN,4.4584353,-1467.8895065291954,-2.935961427031193,4.4451,4.15,0.2950999999999997,4.42,4.45,4.4350000000000005,0.0300000000000002,True,4.4350000000000005,0.0,,,0.0150000000000001,0.0150000000000001,0.05083022704168118,-0.13089794065714244,11214.0,168.21000000000112,-0.4435714695260677,0.05083022704168118
SY,2025-07-03,TRAIN,3.5806097,1414.0566443492005,2.828133999078426,3.5699,3.36,0.2099000000000002,3.55,3.57,3.56,0.02,False,3.57,0.02,,,0.01,-0.01,-0.04764173415912335,0.10126444030000004,13964.0,-139.64000000000001,0.48244135445450187,0.04764173415912335
ZEPP,2025-07-10,TRAIN,6.028029999999999,-199.38775999999496,-0.3988035892322931,6.01,5.73,0.2799999999999993,5.98,6.0,5.99,0.0199999999999995,False,6.08,0.0499999999999998,,,0.00999999999999975,-0.04000000000000005,-0.14285714285714338,-0.024039999999999395,8293.999999999998,-331.76000000000033,-0.08585714285714091,0.035714285714284914
KWM,2025-07-11,TRAIN,4.945792999999999,-1510.09828896378,-3.020376505561671,4.931,4.7,0.2309999999999998,4.81,4.95,4.88,0.1400000000000005,True,4.88,0.0,,,0.07000000000000026,0.07000000000000026,0.3030303030303044,-0.1493815697857137,10109.000000000002,707.6300000000027,-0.6466734622758175,0.3030303030303044
LIMN,2025-07-24,TRAIN,7.823399999999999,1099.2302706000053,2.198489147940804,7.8,7.44,0.3599999999999994,7.77,7.81,7.789999999999999,0.04,True,7.789999999999999,0.0,,,0.02,0.02,0.05555555555555565,0.17199660000000083,6391.0,127.82000000000001,0.47776833333333646,0.05555555555555565
NCNA,2025-08-21,TRAIN,3.37008,2368.706766719999,4.7375550082026745,3.36,3.2512,0.1088,3.35,3.37,3.3600000000000003,0.02,True,3.3600000000000003,0.0,,,0.01,0.01,0.09191176470588236,0.1596593938204367,14836.0,148.36,1.4674576637907786,0.09191176470588236
ASST,2025-08-26,TRAIN,5.26575,-1427.3444374553558,-2.8547861517488324,5.25,4.92,0.33,5.24,5.26,5.25,0.0199999999999995,True,5.25,0.0,,,0.00999999999999975,0.00999999999999975,0.030303030303029544,-0.15032590178571414,9495.0,94.94999999999763,-0.4555330357142853,0.030303030303029544
CRWU,2025-09-09,TRAIN,14.575896899999998,-172.9985669999977,-0.3460294782957702,14.5323,13.74,0.7922999999999991,14.52,14.62,14.57,0.0999999999999996,True,14.57,0.0,,,0.0499999999999998,0.0499999999999998,0.0631074088097941,-0.050436899999999334,3430.0,171.49999999999932,-0.06365884134797348,0.0631074088097941
CRWG,2025-09-09,TRAIN,7.897421399999999,-349.29076649998973,-0.6986014447702941,7.8738,7.4,0.4737999999999998,7.87,7.88,7.875,0.0099999999999997,True,7.875,0.0,,,0.00499999999999985,0.00499999999999985,0.010552975939214547,-0.055171499999998375,6331.0,31.65499999999905,-0.11644470240607514,0.010552975939214547
CWVX,2025-09-09,TRAIN,11.955759999999998,-199.39775999999145,-0.398803589232286,11.92,11.2,0.7200000000000006,11.89,11.93,11.91,0.0399999999999991,True,11.91,0.0,,,0.01999999999999955,0.01999999999999955,0.027777777777777127,-0.047679999999997946,4182.000000000001,83.63999999999814,-0.06622222222221931,0.027777777777777127
OPAD,2025-09-11,TRAIN,4.20257,960.2357797100126,1.9205493305287256,4.19,4.02,0.1700000000000008,4.18,4.2,4.19,0.0200000000000004,True,4.19,0.0,,,0.0100000000000002,0.0100000000000002,0.05882352941176561,0.08071243000000106,11897.0,118.97000000000237,0.474779000000004,0.05882352941176561
ZONE,2025-09-12,TRAIN,4.55362,-418.7772000000031,-0.8375753795881142,4.54,4.41,0.1299999999999999,4.5,4.55,4.525,0.0499999999999998,True,4.525,0.0,,,0.0249999999999999,0.0249999999999999,0.1923076923076917,-0.038140000000000285,10980.0,274.4999999999989,-0.2933846153846178,0.1923076923076917
CCUP,2025-09-15,TRAIN,15.546499999999998,-396.3356591999941,-0.7927102563277789,15.5,14.88,0.6199999999999992,15.46,15.51,15.485,0.0499999999999989,True,15.485,0.0,,,0.02499999999999945,0.02499999999999945,0.04032258064516046,-0.12323869999999813,3216.000000000001,80.39999999999826,-0.19877209677419078,0.04032258064516046
CRCG,2025-09-15,TRAIN,9.317869999999996,-467.4322599999763,-0.934870308342954,9.29,8.9,0.3899999999999988,9.28,9.3,9.29,0.0200000000000013,True,9.29,0.0,,,0.01000000000000065,0.01000000000000065,0.02564102564102739,-0.08710999999999558,5366.0,53.66000000000349,-0.2233589743589637,0.02564102564102739
CRCA,2025-09-15,TRAIN,14.794249999999998,-604.4355199999923,-1.2091184074893808,14.75,14.115,0.6349999999999998,14.74,14.76,14.75,0.0199999999999995,True,14.75,0.0,,,0.00999999999999975,0.00999999999999975,0.015748031496062603,-0.17887999999999768,3379.0000000000005,33.78999999999916,-0.28170078740157123,0.015748031496062603
CCUP,2025-09-18,TRAIN,16.7211133,-232.54216700000143,-0.4651203457846343,16.6711,16.14,0.5310999999999986,16.67,16.71,16.69,0.0399999999999991,True,16.69,0.0,,,0.01999999999999955,0.01999999999999955,0.03765769158350518,-0.07777330000000048,2990.0,59.799999999998654,-0.1464381472415754,0.03765769158350518
CRCG,2025-09-18,TRAIN,10.03,-249.20014999999657,-0.498404785643064,10.0,9.6475,0.3524999999999991,10.0,10.01,10.005,0.0099999999999997,True,10.005,0.0,,,0.00499999999999985,0.00499999999999985,0.014184397163120178,-0.04998999999999932,4984.999999999999,24.924999999999248,-0.14181560283687786,0.014184397163120178
ANGX,2025-09-22,TRAIN,6.7201,-1871.7180000000053,-3.743619886608841,6.7,6.475,0.2250000000000005,6.63,6.71,6.67,0.08,True,6.67,0.0,,,0.04,0.04,0.1777777777777774,-0.2515750000000007,7440.0,297.6,-1.1181111111111117,0.1777777777777774
CRCA,2025-09-24,TRAIN,15.325839999999998,-1568.0433999999962,-3.136532809947115,15.28,14.86,0.4199999999999999,15.27,15.3,15.285,0.0300000000000011,True,15.285,0.0,,,0.01500000000000055,0.01500000000000055,0.03571428571428703,-0.4806999999999989,3261.9999999999995,48.93000000000178,-1.1445238095238073,0.03571428571428703
CRCG,2025-09-24,TRAIN,9.71907,-1688.621908800002,-3.377588596439787,9.69,9.4002,0.2897999999999996,9.67,9.7,9.685,0.0299999999999993,True,9.685,0.0,,,0.01499999999999965,0.01499999999999965,0.051759834368528886,-0.32827020000000046,5143.999999999999,77.15999999999819,-1.1327474120082845,0.051759834368528886
ZURA,2025-09-30,TRAIN,3.3699797,13020.799611260198,26.04315200420629,3.3599,3.13,0.2299000000000002,3.34,3.36,3.35,0.02,False,3.4,0.02,,,0.01,-0.01,-0.04349717268377552,0.8776489357818953,14835.999999999998,-148.35999999999999,3.817524731543691,0.04349717268377552
RZLV,2025-10-02,TRAIN,5.58671,-88.52708760000021,-0.1770702255889427,5.57,5.37,0.2000000000000001,5.57,5.58,5.575,0.0099999999999997,True,5.575,0.0,,,0.00499999999999985,0.00499999999999985,0.024999999999999238,-0.00989240000000002,8949.000000000004,44.744999999998676,-0.049462000000000075,0.024999999999999238
CCUP,2025-10-02,TRAIN,15.976185199999998,8336.055471514808,16.675618328901052,15.9284,15.47,0.4583999999999992,15.85,15.92,15.885,0.0700000000000002,True,15.885,0.0,,,0.0350000000000001,0.0350000000000001,0.07635253054101257,2.664127667470377,3128.9999999999995,109.5150000000003,5.81179683130537,0.07635253054101257
CRCG,2025-10-02,TRAIN,9.59871,8416.11826707,16.832344129850146,9.57,9.27,0.3000000000000007,9.57,9.58,9.575,0.0099999999999997,True,9.575,0.0,,,0.00499999999999985,0.00499999999999985,0.01666666666666613,1.615687899226339,5209.0,26.04499999999922,5.385626330754451,0.01666666666666613
CRCA,2025-10-02,TRAIN,15.1453,8388.850672100001,16.77950168405369,15.1,14.66,0.4399999999999995,15.09,15.11,15.1,0.0199999999999995,True,15.1,0.0,,,0.00999999999999975,0.00999999999999975,0.022727272727272187,2.541305868554984,3301.0,33.009999999999174,5.775695155806788,0.022727272727272187
BTQ,2025-10-03,TRAIN,6.97085,-218.01015280000013,-0.4360644684651085,6.95,6.75,0.2000000000000001,6.95,6.99,6.970000000000001,0.04,True,6.970000000000001,0.0,,,0.02,0.02,0.09999999999999995,-0.03039740000000002,7172.0,143.44,-0.151987,0.09999999999999995
RGTZ,2025-10-16,TRAIN,9.59871,8196.353351970005,16.39281149006962,9.57,9.0901,0.4799000000000006,9.53,9.57,9.55,0.0400000000000009,True,9.55,0.0,,,0.02000000000000045,0.02000000000000045,0.041675349031049025,1.5734984357784616,5208.999999999999,104.18000000000234,3.278804825543779,0.041675349031049025
BTQ,2025-10-16,TRAIN,12.076119999999998,1583.6695631999953,3.167647224439629,12.04,11.25,0.7899999999999991,12.02,12.05,12.035,0.0300000000000011,True,12.035,0.0,,,0.01500000000000055,0.01500000000000055,0.018987341772152614,0.3825288799999989,4140.0,62.100000000002275,0.48421377215189787,0.018987341772152614
NEUP,2025-10-28,TRAIN,4.87458,503.3255549400066,1.0066799601196543,4.86,4.752,0.1080000000000005,4.85,4.94,4.895,0.0900000000000007,True,4.895,0.0,,,0.04500000000000035,0.04500000000000035,0.416666666666668,0.04907142000000064,10257.0,461.56500000000364,0.45436500000000385,0.416666666666668
BW,2025-11-06,TRAIN,5.185509999999999,-1124.0754069771372,-2.248209833059528,5.17,4.83,0.3399999999999998,5.14,5.18,5.16,0.04,True,5.16,0.0,,,0.02,0.02,0.05882352941176474,-0.11658114571428511,9642.0,192.84,-0.3428857226890741,0.05882352941176474
CRWU,2025-11-12,TRAIN,10.14033,-2071.388307,-4.143453911263242,10.11,9.7299,0.3800999999999987,10.09,10.12,10.105,0.0299999999999993,True,10.105,0.0,,,0.01499999999999965,0.01499999999999965,0.039463299131806635,-0.4201598999999999,4930.000000000001,73.9499999999983,-1.1053930544593564,0.039463299131806635
CRWG,2025-11-12,TRAIN,5.466349999999999,-473.4884199999948,-0.947067055713583,5.45,5.24,0.2099999999999999,5.45,5.46,5.455,0.0099999999999997,True,5.455,0.0,,,0.00499999999999985,0.00499999999999985,0.023809523809523107,-0.051769999999999435,9146.0,45.729999999998626,-0.24652380952380692,0.023809523809523107
CWVX,2025-11-12,TRAIN,8.344959999999999,-618.3311099999935,-1.236794424419038,8.32,8.0,0.3200000000000003,8.31,8.33,8.32,0.0199999999999995,True,8.32,0.0,,,0.00999999999999975,0.00999999999999975,0.03124999999999919,-0.10320999999999894,5990.999999999998,59.90999999999848,-0.3225312499999964,0.03124999999999919
DGNX,2025-11-17,TRAIN,12.035999999999998,4865.184354000009,9.730846687189294,12.0,11.64,0.3599999999999994,11.88,12.1,11.99,0.2199999999999988,True,11.99,0.0,,,0.1099999999999994,0.1099999999999994,0.3055555555555544,1.171204707270103,4154.000000000001,456.9399999999976,3.2533464090836253,0.3055555555555544
NKLR,2025-11-20,TRAIN,5.195539999999999,2257.13387857999,4.514567396221375,5.18,5.02,0.1600000000000001,5.15,5.19,5.17,0.04,True,5.17,0.0,,,0.02,0.02,0.12499999999999993,0.23455615489764,9623.0,192.46,1.4659759681102493,0.12499999999999993
IRE,2025-11-20,TRAIN,12.577619999999998,-3296.785499999995,-6.59409331813172,12.54,11.76,0.7799999999999994,12.54,12.55,12.545,0.0100000000000015,False,12.66,0.0149999999999996,,,0.00500000000000075,-0.00999999999999885,-0.012820512820511356,-0.8293799999999988,3974.9999999999995,-39.749999999995424,-1.0633076923076916,0.006410256410257377
BMNG,2025-11-26,TRAIN,4.563649999999999,-1842.2503043999948,-3.684548552145751,4.55,4.3999,0.1501000000000001,4.56,4.58,4.57,0.0200000000000004,True,4.57,0.0,,,0.0100000000000002,0.0100000000000002,0.06662225183211322,-0.16814989999999952,10956.0,109.56000000000219,-1.1202524983344397,0.06662225183211322
BMNU,2025-11-26,TRAIN,6.950789999999999,-2067.699779999989,-4.135645013012888,6.93,6.67,0.2599999999999998,6.91,6.94,6.925000000000001,0.0300000000000002,True,6.925000000000001,0.0,,,0.0150000000000001,0.0150000000000001,0.057692307692308126,-0.28745999999999844,7193.000000000001,107.89500000000073,-1.1056153846153796,0.057692307692308126
CRWU,2025-11-26,TRAIN,6.7201,-2429.1600000000017,-4.858558652401009,6.7,6.4,0.2999999999999998,6.69,6.73,6.710000000000001,0.04,True,6.710000000000001,0.0,,,0.02,0.02,0.06666666666666671,-0.32650000000000023,7440.0,148.8,-1.0883333333333347,0.06666666666666671
BMNG,2025-11-28,TRAIN,5.63686,880.4197018000068,1.7608764453969188,5.62,5.41,0.2099999999999999,5.63,5.64,5.635,0.0099999999999997,True,5.635,0.0,,,0.00499999999999985,0.00499999999999985,0.023809523809523107,0.09925814000000076,8870.0,44.34999999999867,0.47265780952381337,0.023809523809523107
CCUP,2025-11-28,TRAIN,4.232659999999999,5878.535274159997,11.75796887595487,4.22,4.07,0.1499999999999994,4.22,4.23,4.225,0.0100000000000006,True,4.225,0.0,,,0.0050000000000003,0.0050000000000003,0.03333333333333546,0.49767484542499124,11812.000000000002,59.060000000003555,3.317832302833288,0.03333333333333546
RIOX,2025-11-28,TRAIN,19.0769597,793.9925465859995,1.5885685930342446,19.0199,18.375,0.6448999999999998,18.96,19.02,18.99,0.0599999999999987,True,18.99,0.0,,,0.02999999999999935,0.02999999999999935,0.04651884013025176,0.3030505902999998,2620.0,78.5999999999983,0.4699187320514807,0.04651884013025176
BMNU,2025-12-02,TRAIN,7.003347199999999,-1714.1966908000018,-3.4286062527358387,6.9824,6.77,0.2124000000000006,6.98,6.99,6.985,0.0099999999999997,True,6.985,0.0,,,0.00499999999999985,0.00499999999999985,0.023540489642183787,-0.24011720000000025,7139.0,35.69499999999893,-1.1304952919020697,0.023540489642183787
CCUP,2025-12-02,TRAIN,4.55362,-1405.989,-2.81204843618923,4.54,4.39,0.1500000000000003,4.54,4.55,4.545,0.0099999999999997,True,4.545,0.0,,,0.00499999999999985,0.00499999999999985,0.033333333333332264,-0.12805,10980.0,54.89999999999835,-0.8536666666666649,0.033333333333332264
CRCA,2025-12-02,TRAIN,4.26275,-1312.5337449999913,-2.62518327370827,4.25,4.1,0.1500000000000003,4.25,4.26,4.255,0.0099999999999997,True,4.255,0.0,,,0.00499999999999985,0.00499999999999985,0.033333333333332264,-0.11190499999999927,11728.999999999998,58.644999999998234,-0.746033333333327,0.033333333333332264
CMCT,2025-12-03,TRAIN,4.00197,2009.2320987900064,4.018736570666079,3.99,3.88,0.1100000000000003,3.97,4.0,3.985,0.0299999999999998,True,3.985,0.0,,,0.0149999999999999,0.0149999999999999,0.13636363636363508,0.1608286319370853,12492.999999999998,187.39499999999873,1.4620784721553168,0.13636363636363508
LGHL,2025-12-05,TRAIN,4.9147,-2231.9561999999937,-4.46415854477383,4.9,4.7,0.2000000000000001,4.83,4.93,4.88,0.0999999999999996,False,4.93,0.0549999999999997,,,0.0499999999999998,-0.0049999999999999,-0.02499999999999949,-0.21939999999999943,10172.999999999998,-50.86499999999898,-1.0969999999999966,0.2499999999999989
CAPR,2025-12-05,TRAIN,28.084,-1619.9037485714343,-3.24048670315585,28.0,26.24,1.7600000000000016,27.95,28.0,27.975,0.0500000000000007,True,27.975,0.0,,,0.02500000000000035,0.02500000000000035,0.01420454545454564,-0.9100582857142889,1780.0,44.50000000000062,-0.5170785714285728,0.01420454545454564
CCUP,2025-12-16,TRAIN,4.4323573,4009.4771280000064,8.019436970931936,4.4191,4.24,0.1791,4.41,4.42,4.415,0.0099999999999997,False,4.47,0.0049999999999998,,,0.00499999999999985,5.0306980803327406e-17,2.8088766501020327e-16,0.35545010000000055,11280.0,5.674627434615331e-13,1.984646007816865,0.02791736460078085
CRCA,2025-12-16,TRAIN,4.132359999999999,4248.58804800001,8.497613954253765,4.12,3.955,0.165,4.12,4.13,4.125,0.0099999999999997,True,4.125,0.0,,,0.00499999999999985,0.00499999999999985,0.03030303030302939,0.3511520000000008,12099.0,60.494999999998186,2.128193939393944,0.03030303030302939
BMNU,2025-12-19,TRAIN,6.017999999999999,2415.0109800000137,4.830259222333029,6.0,5.77,0.2300000000000004,6.0,6.01,6.005,0.0099999999999997,False,6.08,0.0049999999999998,,,0.00499999999999985,5.0306980803327406e-17,2.1872600349272747e-16,0.29068500000000164,8308.0,4.179503965140441e-13,1.2638478260869614,0.021739130434781918
FJET,2025-12-24,TRAIN,14.543499999999998,-3083.538919999992,-6.168803933028486,14.5,13.66,0.8399999999999999,14.45,14.52,14.485,0.0700000000000002,False,14.99,0.0250000000000003,,,0.0350000000000001,0.0099999999999998,0.01190476190476167,-0.8971599999999977,3436.9999999999995,34.36999999999931,-1.0680476190476165,0.041666666666666796
FLYE,2025-12-30,TRAIN,6.810369999999999,-639.4010999999899,-1.2789319816691112,6.79,6.54,0.25,6.7,6.85,6.775,0.1499999999999994,True,6.775,0.0,,,0.0749999999999997,0.0749999999999997,0.2999999999999988,-0.08709999999999862,7341.0,550.5749999999979,-0.3483999999999945,0.2999999999999988
AXTI,2025-12-30,TRAIN,16.3489,-1054.7653600000058,-2.109744386472496,16.3,15.2,1.1000000000000014,16.29,16.3,16.295,0.0100000000000015,False,16.66,0.0899999999999998,,,0.00500000000000075,-0.08499999999999905,-0.07727272727272631,-0.3449200000000019,3058.0,-259.9299999999971,-0.31356363636363765,0.004545454545455222
DFLI,2026-01-06,VAL,4.37308,578.1887613599936,1.156437110686277,4.36,4.25,0.1100000000000003,4.35,4.39,4.369999999999999,0.04,True,4.369999999999999,0.0,,,0.02,0.02,0.18181818181818132,0.05057191999999944,11433.0,228.66,0.45974472727272087,0.18181818181818132
MLTX,2026-01-09,VAL,16.32884,-638.6609368000057,-1.2773497688752042,16.28,15.0,1.2800000000000011,16.24,16.25,16.244999999999997,0.0100000000000015,True,16.244999999999997,0.0,,,0.00500000000000075,0.00500000000000075,0.003906250000000583,-0.2085764000000019,3061.9999999999995,15.310000000002296,-0.16295031250000136,0.003906250000000583
NBIG,2026-01-15,VAL,9.879549999999998,-1318.7353296071417,-2.6379706601732127,9.85,9.56,0.2899999999999991,9.78,9.97,9.875,0.1900000000000012,True,9.875,0.0,,,0.0950000000000006,0.0950000000000006,0.3275862068965548,-0.2606196303571426,5060.000000000001,480.7000000000031,-0.8986883805418738,0.3275862068965548
