symbol,date,split,bucket,n,median_hs_bps,p75_hs_bps
BKSY,2025-02-19,TRAIN,4,33,19.093078758949474,36.014405762304584
BKSY,2025-02-19,TRAIN,5,13,35.945363048167295,38.35091083413235
BKSY,2025-02-19,TRAIN,6,8,23.934897079942896,31.137724550898813
BKSY,2025-02-19,TRAIN,7,7,35.96259889714663,37.156754865639485
BKSY,2025-02-19,TRAIN,8,48,31.3479623824449,38.38771593090214
BKSY,2025-02-19,TRAIN,9,15,19.13875598086169,21.536252692031546
BKSY,2025-02-19,TRAIN,10,72,23.88917613730432,35.842293906809694
BKSY,2025-02-19,TRAIN,11,54,40.66985878699311,43.082814743896535
TUYA,2025-02-20,TRAIN,0,257,14.727540500736062,14.771048744461199
TUYA,2025-02-20,TRAIN,1,19,14.727540500736062,14.727540500736062
TUYA,2025-02-20,TRAIN,2,40,14.727540500736062,14.727540500736062
TUYA,2025-02-20,TRAIN,3,7,14.727540500736062,14.727540500736062
TUYA,2025-02-20,TRAIN,4,347,14.903129657227701,14.947683109118431
TUYA,2025-02-20,TRAIN,5,33,14.947683109118431,14.947683109118431
TUYA,2025-02-20,TRAIN,6,2,14.947683109118431,14.947683109118431
TUYA,2025-02-20,TRAIN,7,5,14.947683109118431,14.947683109118431
TUYA,2025-02-20,TRAIN,8,32,14.947683109118431,14.947683109118431
TUYA,2025-02-20,TRAIN,9,270,14.947683109118431,14.992503748125618
TUYA,2025-02-20,TRAIN,10,93,14.947683109118431,14.947683109118431
TUYA,2025-02-20,TRAIN,11,90,14.947683109118431,14.947683109118431
REBN,2025-02-20,TRAIN,0,1,47.16981132075441,47.16981132075441
REBN,2025-02-20,TRAIN,2,8,47.16981132075441,47.16981132075441
REBN,2025-02-20,TRAIN,3,8,31.545741324921163,41.34328025335634
REBN,2025-02-20,TRAIN,4,14,31.545741324921163,39.40110323089032
REBN,2025-02-20,TRAIN,5,6,47.393364928910344,53.284805320625544
REBN,2025-02-20,TRAIN,6,3,7.9051383399207795,23.653120785405548
REBN,2025-02-20,TRAIN,7,10,15.847860538827623,15.847860538827623
REBN,2025-02-20,TRAIN,8,1,15.847860538827623,15.847860538827623
REBN,2025-02-20,TRAIN,9,5,15.847860538827623,15.847860538827623
REBN,2025-02-20,TRAIN,10,12,47.393364928910344,55.24861878453061
REBN,2025-02-20,TRAIN,11,4,43.4470942023919,59.16696054229864
CADL,2025-02-26,TRAIN,0,1,5.646527385657699,5.646527385657699
CADL,2025-02-26,TRAIN,1,1,5.646527385657699,5.646527385657699
CADL,2025-02-26,TRAIN,2,13,16.92047377326629,50.590219224283224
CADL,2025-02-26,TRAIN,3,2,47.76701972450118,49.17861947439221
CADL,2025-02-26,TRAIN,4,2,50.590219224283224,50.590219224283224
CADL,2025-02-26,TRAIN,5,2,53.38499725259095,54.782386266744815
CADL,2025-02-26,TRAIN,6,3,61.76305446378506,61.76305446378506
PLTU,2025-03-14,TRAIN,0,663,10.574550581600057,10.604453870625436
PLTU,2025-03-14,TRAIN,1,481,10.600706713780694,12.35221457561325
PLTU,2025-03-14,TRAIN,2,639,10.585744530699062,12.321774335504363
PLTU,2025-03-14,TRAIN,3,310,10.552233556103108,12.308774397749302
PLTU,2025-03-14,TRAIN,4,506,10.57082452431267,14.084507042253847
PLTU,2025-03-14,TRAIN,5,260,8.804366966015268,12.282856641516105
PLTU,2025-03-14,TRAIN,6,575,10.48584411045129,10.537407797681546
PLTU,2025-03-14,TRAIN,7,558,10.482180293500825,12.244184012594067
PLTU,2025-03-14,TRAIN,8,8,12.171796209354945,12.171796209354945
TSLG,2025-03-24,TRAIN,0,873,10.214504596527759,10.23541453428842
TSLG,2025-03-24,TRAIN,1,751,10.23541453428842,10.23541453428842
TSLG,2025-03-24,TRAIN,2,727,10.214504596527759,10.23541453428842
TSLG,2025-03-24,TRAIN,3,857,10.172939979653902,10.193679918450343
TSLG,2025-03-24,TRAIN,4,681,10.152284263959174,10.152284263959174
TSLG,2025-03-24,TRAIN,5,111,10.172939979653902,10.193679918450343
HMR,2025-03-27,TRAIN,0,7,121.21212121212133,158.2574642461251
HMR,2025-03-27,TRAIN,1,2,104.94752623688198,104.94752623688198
HMR,2025-03-27,TRAIN,2,5,104.94752623688198,104.94752623688198
HMR,2025-03-27,TRAIN,3,1,89.8203592814372,89.8203592814372
HMR,2025-03-27,TRAIN,6,2,15.082956259426528,15.082956259426528
HMR,2025-03-27,TRAIN,8,2,15.082956259426528,15.082956259426528
HMR,2025-03-27,TRAIN,9,15,30.303030303030333,68.03296296465601
MSTU,2025-04-11,TRAIN,0,221,10.741138560687203,10.764262648009339
MSTU,2025-04-11,TRAIN,1,154,10.764262648009339,10.764262648009339
MSTU,2025-04-11,TRAIN,2,235,10.741138560687203,10.741138560687203
MSTU,2025-04-11,TRAIN,3,218,10.718113612004059,10.741138560687203
MSTU,2025-04-11,TRAIN,4,479,10.695187165775174,10.718113612004059
MSTU,2025-04-11,TRAIN,5,154,10.62699256110498,10.62699256110498
MSTU,2025-04-11,TRAIN,6,849,10.582010582011296,10.604453870625436
MSTU,2025-04-11,TRAIN,7,472,10.559662090812868,10.559662090812868
MSTU,2025-04-11,TRAIN,8,745,10.559662090812868,10.559662090812868
MSTU,2025-04-11,TRAIN,9,473,10.493179433368088,10.537407797681546
MSTX,2025-04-22,TRAIN,0,285,11.614401858304342,13.271400132713717
MSTX,2025-04-22,TRAIN,1,231,11.602850986242382,13.311148086522179
MSTX,2025-04-22,TRAIN,2,222,13.324450366422102,16.627868307283244
MSTX,2025-04-22,TRAIN,3,334,14.922898358481158,16.596136184945216
MSTX,2025-04-22,TRAIN,4,199,9.970089730807956,11.629838843661787
MSTX,2025-04-22,TRAIN,5,275,13.262599469495738,14.89326493463509
MSTX,2025-04-22,TRAIN,6,310,11.564513464397866,13.292348867020067
MSTX,2025-04-22,TRAIN,7,1059,6.602839220864832,11.556876341423195
MSTX,2025-04-22,TRAIN,8,301,8.263097008758999,13.214403700032756
MSTX,2025-04-22,TRAIN,9,319,11.507479861910289,11.51884153365152
MSTX,2025-04-22,TRAIN,10,331,9.871668311945093,11.507479861910289
MSTX,2025-04-22,TRAIN,11,134,11.515051817733227,13.14924391847499
PONY,2025-05-06,TRAIN,0,469,19.06577693040951,23.889154323937273
PONY,2025-05-06,TRAIN,1,235,23.889154323937273,23.934897079942896
PONY,2025-05-06,TRAIN,2,166,14.306151645207136,14.319809069212102
PONY,2025-05-06,TRAIN,3,100,9.546541554568648,14.292520247736713
PONY,2025-05-06,TRAIN,4,201,18.779342723004294,23.573785950023908
PONY,2025-05-06,TRAIN,5,174,14.130946773434356,23.441162681668516
PONY,2025-05-06,TRAIN,6,901,14.306151645207136,19.047619047618642
PONY,2025-05-06,TRAIN,7,515,23.529411764706218,28.248587570621698
PONY,2025-05-06,TRAIN,8,135,18.83239171374808,23.573785950023908
PONY,2025-05-06,TRAIN,9,899,14.064697609001108,18.674136321195576
PONY,2025-05-06,TRAIN,10,205,13.86962552011066,18.48428835489794
SMCX,2025-05-13,TRAIN,0,601,15.748031496062966,19.234131841230887
SMCX,2025-05-13,TRAIN,1,304,12.261341741109954,14.011735150346345
SMCX,2025-05-13,TRAIN,2,243,12.252756870295865,13.97135871463532
SMCX,2025-05-13,TRAIN,3,378,12.201499041310841,15.264257916385445
SMCX,2025-05-13,TRAIN,4,312,15.797788309636626,17.543859649123057
SMCX,2025-05-13,TRAIN,5,246,15.73151546932352,15.748031496062966
SMCX,2025-05-13,TRAIN,6,419,14.030164854437364,15.78116780641765
SMCX,2025-05-13,TRAIN,7,156,12.239902080783406,13.990905911157448
SMCX,2025-05-13,TRAIN,8,471,12.22707423580791,13.956734124214636
SMCX,2025-05-13,TRAIN,9,322,12.239902080783406,12.274241627213797
SMCX,2025-05-13,TRAIN,10,288,14.005602240896682,15.754923775727296
SMCX,2025-05-13,TRAIN,11,260,12.239902080783406,14.00070003500145
SMCL,2025-05-13,TRAIN,0,489,14.211274277594097,18.93939393939438
SMCL,2025-05-13,TRAIN,1,287,18.95734597156442,18.975332068311637
SMCL,2025-05-13,TRAIN,2,281,14.197823000472956,18.903591682419258
SMCL,2025-05-13,TRAIN,3,324,14.211274277594097,18.867924528301486
SMCL,2025-05-13,TRAIN,4,284,18.993352326686097,18.993352326686097
SMCL,2025-05-13,TRAIN,5,244,18.95734597156442,18.95734597156442
SMCL,2025-05-13,TRAIN,6,381,18.93939393939438,18.95734597156442
SMCL,2025-05-13,TRAIN,7,189,18.921475875117856,18.95734597156442
SMCL,2025-05-13,TRAIN,8,455,14.170996693433802,14.184397163120266
SMCL,2025-05-13,TRAIN,9,275,14.224751066856868,14.238253440911787
SMCL,2025-05-13,TRAIN,10,277,14.238253440911787,18.95734597156442
SMCL,2025-05-13,TRAIN,11,383,14.197823000472956,18.903591682419258
OMER,2025-05-13,TRAIN,0,2,85.47008547008582,85.47008547008582
OMER,2025-05-13,TRAIN,1,2,85.47008547008582,85.47008547008582
OMER,2025-05-13,TRAIN,2,20,61.050061050060826,73.34963325183435
OMER,2025-05-13,TRAIN,3,8,61.19951040391764,61.19951040391764
OMER,2025-05-13,TRAIN,4,4,49.0196078431373,49.0196078431373
OMER,2025-05-13,TRAIN,5,12,36.80981595092056,39.862263923974744
OMER,2025-05-13,TRAIN,6,18,24.479840836089416,36.719706242349275
OMER,2025-05-13,TRAIN,7,19,24.39024390243959,30.539957190323825
OMER,2025-05-13,TRAIN,8,33,24.271844660193658,36.363636363635585
OMER,2025-05-13,TRAIN,9,10,48.5436893203884,48.5436893203884
OMER,2025-05-13,TRAIN,10,34,48.19277108433739,48.19277108433739
OMER,2025-05-13,TRAIN,11,2,48.19277108433739,48.19277108433739
SHLS,2025-05-16,TRAIN,0,10,10.341261633919117,10.341261633919117
SHLS,2025-05-16,TRAIN,1,16,10.341261633919117,10.341261633919117
SHLS,2025-05-16,TRAIN,2,34,10.341261633919117,10.341261633919117
SHLS,2025-05-16,TRAIN,3,40,10.341261633919117,10.341261633919117
SHLS,2025-05-16,TRAIN,4,2,10.341261633919117,10.341261633919117
SHLS,2025-05-16,TRAIN,6,33,10.362694300517912,10.362694300517912
SHLS,2025-05-16,TRAIN,7,380,10.449320794148157,10.515247108306822
SHLS,2025-05-16,TRAIN,8,90,10.449320794148157,20.83333333333289
SHLS,2025-05-16,TRAIN,9,92,10.427528675703636,20.83333333333289
SHLS,2025-05-16,TRAIN,10,33,10.38421599169333,10.38421599169333
SHLS,2025-05-16,TRAIN,11,2,10.38421599169333,10.38421599169333
EDBL,2025-05-28,TRAIN,4,1,189.22852983988338,189.22852983988338
EDBL,2025-05-28,TRAIN,8,3,144.92753623188418,144.92753623188418
EDBL,2025-05-28,TRAIN,11,4,93.73271621110229,101.01010101010077
ALAR,2025-06-10,TRAIN,0,4,54.59890802183989,55.64271586104832
ALAR,2025-06-10,TRAIN,1,12,52.486626207344415,54.59890802183989
ALAR,2025-06-10,TRAIN,2,51,62.78777731268328,67.00167504187611
ALAR,2025-06-10,TRAIN,3,45,49.54582989265038,53.69681949607632
ALAR,2025-06-10,TRAIN,4,1,53.78568473314058,53.78568473314058
ALAR,2025-06-10,TRAIN,5,140,32.52032520325206,48.899755501222174
ALAR,2025-06-10,TRAIN,6,36,46.85313640641545,52.99633102323717
ALAR,2025-06-10,TRAIN,7,40,59.880239520958234,97.28123984727084
ALAR,2025-06-10,TRAIN,8,50,92.33239662786048,103.34072645472328
ALAR,2025-06-10,TRAIN,9,54,75.84830339321338,95.61752988047817
ALAR,2025-06-10,TRAIN,10,24,7.911392405063122,15.800910402187625
ALAR,2025-06-10,TRAIN,11,3,3.9572615749900217,3.9572615749900217
ARAI,2025-06-12,TRAIN,2,3,74.75560667049972,77.60768839272077
ARAI,2025-06-12,TRAIN,3,2,40.39238315060503,40.39238315060503
ARAI,2025-06-12,TRAIN,4,1,40.39238315060503,40.39238315060503
ARAI,2025-06-12,TRAIN,5,1,40.39238315060503,40.39238315060503
ARAI,2025-06-12,TRAIN,6,1,40.39238315060503,40.39238315060503
ARAI,2025-06-12,TRAIN,7,4,20.283137689556746,23.17497103128675
ARAI,2025-06-12,TRAIN,8,24,29.0530331805558,59.86211816182986
ARAI,2025-06-12,TRAIN,9,1,58.41121495327083,58.41121495327083
ARAI,2025-06-12,TRAIN,10,45,59.10165484633548,84.13461538461573
ARAI,2025-06-12,TRAIN,11,9,125.67324955116747,125.67324955116747
ZENA,2025-06-12,TRAIN,0,48,60.72874493927087,60.72874493927087
ZENA,2025-06-12,TRAIN,1,32,40.48582995951421,50.55611729019193
ZENA,2025-06-12,TRAIN,2,12,30.39513677811575,32.91781007346536
ZENA,2025-06-12,TRAIN,3,1,30.39513677811575,30.39513677811575
ZENA,2025-06-12,TRAIN,4,6,20.242914979757554,20.242914979757554
ZENA,2025-06-12,TRAIN,5,47,20.449897750511717,30.581039755351938
ZENA,2025-06-12,TRAIN,6,13,10.256410256410037,10.277492291880563
ZENA,2025-06-12,TRAIN,7,3,10.277492291880563,10.277492291880563
ZENA,2025-06-12,TRAIN,8,11,30.769230769230113,40.98360655737708
ZENA,2025-06-12,TRAIN,9,3,30.70624360286617,30.70624360286617
ZENA,2025-06-12,TRAIN,10,4,25.578070676688945,30.70624360286617
UMAC,2025-06-13,TRAIN,0,83,16.977928692699127,22.675736961450763
UMAC,2025-06-13,TRAIN,1,39,22.4466891133553,28.01120448179212
UMAC,2025-06-13,TRAIN,2,102,22.296544035674987,22.39641657334779
UMAC,2025-06-13,TRAIN,3,147,16.750418760469646,22.308986303552036
UMAC,2025-06-13,TRAIN,4,77,22.07505518763848,27.60905577029305
UMAC,2025-06-13,TRAIN,5,113,16.565433462176223,22.123893805310246
UMAC,2025-06-13,TRAIN,6,194,21.834061135370714,27.5482093663906
UMAC,2025-06-13,TRAIN,7,126,21.88183807439875,27.337342810279228
UMAC,2025-06-13,TRAIN,8,87,21.929824561404015,27.45744096650231
UMAC,2025-06-13,TRAIN,9,57,16.492578339746764,22.002200220021532
UMAC,2025-06-13,TRAIN,10,125,22.123893805310246,27.639579878386243
UMAC,2025-06-13,TRAIN,11,34,22.123893805310246,27.670171555064034
URGN,2025-06-16,TRAIN,0,9,49.75124378109482,61.162079510703414
URGN,2025-06-16,TRAIN,1,25,64.8112847884102,68.64988558352393
URGN,2025-06-16,TRAIN,2,15,26.78913126674332,57.230064860740306
URGN,2025-06-16,TRAIN,3,52,38.0228136882128,46.72072191788052
URGN,2025-06-16,TRAIN,4,12,52.910052910053125,56.710775047259105
URGN,2025-06-16,TRAIN,5,49,60.331825037707446,75.3012048192775
URGN,2025-06-16,TRAIN,6,9,67.72009029345429,71.50922092585671
URGN,2025-06-16,TRAIN,7,36,33.582206442854854,55.991041433370796
URGN,2025-06-16,TRAIN,8,47,22.32142857142875,26.03198214949806
URGN,2025-06-16,TRAIN,9,19,25.83979328165385,35.20508790148499
URGN,2025-06-16,TRAIN,10,20,22.255192878338462,44.41154700222095
URGN,2025-06-16,TRAIN,11,7,25.897151313355632,29.553014745939077
RBNE,2025-06-17,TRAIN,0,12,21.216417966435024,21.231422505308032
RBNE,2025-06-17,TRAIN,1,12,24.710038316009182,35.33568904593628
RBNE,2025-06-17,TRAIN,2,36,56.25879043600567,63.42494714587728
RBNE,2025-06-17,TRAIN,3,63,48.985304408676974,62.937093714653116
RBNE,2025-06-17,TRAIN,4,73,27.894002789400304,34.843205574912766
RBNE,2025-06-17,TRAIN,5,47,27.894002789400304,34.843205574912766
RBNE,2025-06-17,TRAIN,6,33,34.843205574912766,55.94405594405599
RBNE,2025-06-17,TRAIN,7,55,35.186488388458706,49.12290378165123
RBNE,2025-06-17,TRAIN,8,44,20.876826722338375,27.855153203342645
RBNE,2025-06-17,TRAIN,9,21,20.935101186321955,27.894002789400304
RBNE,2025-06-17,TRAIN,10,35,27.855153203342645,27.894002789400304
RBNE,2025-06-17,TRAIN,11,22,27.874577996371475,27.894002789400304
XTIA,2025-06-17,TRAIN,0,69,15.17450682852775,15.17450682852775
XTIA,2025-06-17,TRAIN,1,57,30.120481927710866,30.211480362537795
XTIA,2025-06-17,TRAIN,2,143,14.947683109118431,29.761904761904788
XTIA,2025-06-17,TRAIN,3,79,14.992503748125618,29.94011976047907
XTIA,2025-06-17,TRAIN,4,114,15.17450682852775,30.303030303030333
XTIA,2025-06-17,TRAIN,5,147,29.761904761904788,30.303030303030333
XTIA,2025-06-17,TRAIN,6,43,44.97751124437818,45.11278195488693
XTIA,2025-06-17,TRAIN,7,10,45.11278195488693,45.11278195488693
XTIA,2025-06-17,TRAIN,8,429,15.552099533437374,30.303030303030333
XTIA,2025-06-17,TRAIN,9,63,15.503875968991917,15.552099533437374
XTIA,2025-06-17,TRAIN,10,139,15.455950540958625,30.769230769230113
XTIA,2025-06-17,TRAIN,11,44,15.313935681470491,15.36098310291826
INDO,2025-06-17,TRAIN,0,3,57.142857142857956,57.142857142857956
INDO,2025-06-17,TRAIN,1,12,57.142857142857956,57.142857142857956
INDO,2025-06-17,TRAIN,2,12,34.36426116838516,34.36426116838516
INDO,2025-06-17,TRAIN,3,9,22.883295194507518,34.36426116838516
INDO,2025-06-17,TRAIN,4,80,22.96214278182063,46.29629629629634
INDO,2025-06-17,TRAIN,5,16,80.73817762399109,92.37875288683611
INDO,2025-06-17,TRAIN,6,11,57.80346820809229,57.80346820809229
INDO,2025-06-17,TRAIN,7,12,46.29629629629634,57.80346820809229
INDO,2025-06-17,TRAIN,8,2,34.762456546929606,34.762456546929606
INDO,2025-06-17,TRAIN,9,37,34.68208092485579,34.843205574913185
INDO,2025-06-17,TRAIN,10,205,34.12969283276479,34.44316877152726
INDO,2025-06-17,TRAIN,11,46,112.35955056179735,123.45679012345616
SY,2025-07-03,TRAIN,0,39,43.041606886656815,71.53075822603694
SY,2025-07-03,TRAIN,1,1,42.91845493562204,42.91845493562204
SY,2025-07-03,TRAIN,2,23,28.571428571427965,28.571428571427965
SY,2025-07-03,TRAIN,3,8,28.368851403553975,31.91502185932874
SY,2025-07-03,TRAIN,4,10,28.248587570621496,28.248587570621496
SY,2025-07-03,TRAIN,5,16,56.17977528089893,56.17977528089893
SY,2025-07-03,TRAIN,6,38,28.248587570621496,38.72772259475722
SY,2025-07-03,TRAIN,7,1,42.43281471004215,42.43281471004215
SY,2025-07-03,TRAIN,9,4,14.104372355429884,14.104372355429884
SY,2025-07-03,TRAIN,10,1,14.104372355429884,14.104372355429884
SY,2025-07-03,TRAIN,11,35,14.104372355429884,14.104372355429884
ZEPP,2025-07-10,TRAIN,0,3,34.66204506065861,38.97604417535088
ZEPP,2025-07-10,TRAIN,1,2,26.019080659150255,26.019080659150255
ZEPP,2025-07-10,TRAIN,2,1,26.019080659150255,26.019080659150255
ZEPP,2025-07-10,TRAIN,3,5,105.63380281690151,131.69446883230856
ZEPP,2025-07-10,TRAIN,4,8,83.49174803421775,105.63380281690151
ZEPP,2025-07-10,TRAIN,5,2,88.18342151675454,88.18342151675454
ZEPP,2025-07-10,TRAIN,6,2,79.18685917394139,88.0515793667065
ZEPP,2025-07-10,TRAIN,7,21,8.733624454149062,61.349693251533985
ZEPP,2025-07-10,TRAIN,8,4,17.421602787456074,17.421602787456074
ZEPP,2025-07-10,TRAIN,9,7,34.78260869565143,69.81569539676283
ZEPP,2025-07-10,TRAIN,10,8,21.727817791017298,54.42924160685079
ZEPP,2025-07-10,TRAIN,11,3,104.89510489510496,104.89510489510496
KWM,2025-07-11,TRAIN,0,116,10.298661174048068,10.298661174048068
KWM,2025-07-11,TRAIN,1,44,10.62699256110498,21.231422505307403
KWM,2025-07-11,TRAIN,2,49,10.62699256110498,10.62699256110498
KWM,2025-07-11,TRAIN,3,133,10.62699256110498,10.62699256110498
KWM,2025-07-11,TRAIN,4,7,10.62699256110498,10.62699256110498
KWM,2025-07-11,TRAIN,5,15,10.62699256110498,10.62699256110498
KWM,2025-07-11,TRAIN,6,25,31.813361611877255,84.38818565400852
KWM,2025-07-11,TRAIN,7,2,68.5264969121393,71.144175747956
KWM,2025-07-11,TRAIN,8,4,42.23869546212794,44.91205118645504
KWM,2025-07-11,TRAIN,9,9,21.09704641350166,42.283298097251624
KWM,2025-07-11,TRAIN,10,8,26.354634903273144,31.612223393044633
KWM,2025-07-11,TRAIN,11,6,10.570836336412082,26.3546701902863
LIMN,2025-07-24,TRAIN,0,6,69.20258953866677,79.15567282321908
LIMN,2025-07-24,TRAIN,1,1,52.631578947368475,52.631578947368475
LIMN,2025-07-24,TRAIN,2,2,49.35726412806221,50.99442153771534
LIMN,2025-07-24,TRAIN,3,8,46.08294930875595,47.874503534148644
LIMN,2025-07-24,TRAIN,4,2,46.26569729015162,46.26569729015162
LIMN,2025-07-24,TRAIN,5,4,39.68253968253942,41.32832908444247
LIMN,2025-07-24,TRAIN,6,3,52.980132450331176,56.31113978381365
LIMN,2025-07-24,TRAIN,7,7,46.388336646786136,53.05039787798413
LIMN,2025-07-24,TRAIN,8,3,46.388336646786136,46.388336646786136
LIMN,2025-07-24,TRAIN,9,2,43.088067527637264,44.738202087211704
LIMN,2025-07-24,TRAIN,10,57,46.94835680751193,60.28131279303407
LIMN,2025-07-24,TRAIN,11,35,106.80907877169568,147.45308310992
NCNA,2025-08-21,TRAIN,0,2,15.220700152207352,15.220700152207352
NCNA,2025-08-21,TRAIN,1,62,15.220700152207352,15.220700152207352
NCNA,2025-08-21,TRAIN,2,2,30.674846625766904,30.674846625766904
NCNA,2025-08-21,TRAIN,3,1,30.674846625766904,30.674846625766904
