day,symbol,m,px,pb,cb,sp_mean,n_q
2025-09-17,EVRG,600,71.72639285714286,d,mid,0.023544668587896667,347
2025-10-13,HAS,577,72.18139214285715,d,mid,0.11866666666666674,15
2025-03-31,QLD,576,85.35345285714286,d,mid,0.017459746488524112,5838
2025-12-15,Z,601,66.37379999999999,d,mid,0.059546436285097114,463
2025-07-11,AAON,576,79.02,d,mid,0.3999999999999986,4
2025-07-28,WFRD,636,58.656438571428566,d,mid,0.11592592592592654,27
2026-01-02,COWZ,595,60.059577857142855,d,mid,0.010207100591716175,676
2026-03-17,ASO,577,53.43417857142857,d,mid,0.49517647058823483,85
2026-03-12,KIE,576,54.71798285714286,d,mid,0.026620709885597275,3409
2025-03-26,VNQ,678,90.01896,d,mid,0.012416998671979103,753
2025-10-15,IJH,641,65.4149742857143,d,mid,0.010006353240150636,1574
2025-03-06,BAM,607,51.175,d,mid,0.061487341772153425,316
2025-03-04,TECL,599,69.25167,d,mid,0.07107526881720441,1860
2025-10-02,GLOB,577,60.22765357142857,d,mid,0.49999999999999944,49
2025-07-14,SO,646,92.48962642857144,d,mid,0.01784049079754625,815
2025-06-23,BINC,576,52.47458928571429,d,mid,0.00999999999999801,65
2025-09-26,PCAR,578,100.54652,d,mid,0.21871134020618627,194
2026-03-23,ITB,577,90.78402142857144,d,mid,0.09307567127746079,1229
2025-04-09,IWP,577,103.58,d,mid,0.3132279909706534,886
2025-05-28,IDEV,583,74.941835,d,mid,0.011369294605802268,241
2025-12-09,TTAN,605,105.69,d,mid,0.3541071428571413,56
2026-01-26,RVMD,593,93.76588857142856,d,mid,0.17945454545454467,660
2026-01-30,CHTR,576,207.64600357142857,d,mid,0.4552993348115292,451
2025-11-10,DTE,577,137.5229021428571,d,mid,0.6093081761006269,159
2025-11-26,NTAP,594,108.5335,d,mid,0.3096603773584921,265
2026-04-15,WPC,579,71.4252857142857,d,mid,0.16772727272726648,44
2026-04-09,ATMU,616,62.90789142857143,d,mid,0.25813559322034063,118
2025-08-06,SHOP,577,152.90685785714285,d,mid,0.2211946902654866,1356
2025-09-03,CCK,577,94.84749285714284,d,mid,0.802280701754384,57
2025-11-11,FROG,588,64.10810785714287,d,mid,0.21421052631578724,19
2025-02-28,MBB,611,93.97644642857142,d,mid,0.010026954177901401,371
2025-03-28,VTWO,745,80.92,d,mid,0.011151653363742698,877
2026-05-01,CVNA,595,390.527335,d,mid,0.8195804195804132,143
2026-04-28,ZBH,577,87.2138642857143,d,mid,0.3023045267489714,243
2025-07-28,LAZ,576,54.8,d,mid,0.6124999999999989,4
2025-10-10,SN,586,91.7779,d,mid,0.491875000000001,80
2025-06-20,TRV,580,268.15,d,mid,0.44756097560976565,82
2025-06-06,JPST,578,50.46426785714286,d,mid,0.00999999999999801,110
2025-05-23,OLLI,596,104.41857142857144,d,mid,0.2967391304347843,46
2026-05-06,NBIX,583,143.02,d,mid,0.6277083333333318,96
