day,symbol,split,leg,leg_m,price,rpct,sp_mean,sp_med,n_q,err
2026-02-04,ALGN,VAL,exit,955,162.74,0.0200000000000001,0.26004587155962483,0.21999999999999886,218,
2026-04-17,BMI,VAL,entry,600,125.21,0.0199999999999999,0.5944000000000006,0.5900000000000034,25,
2026-04-17,BMI,VAL,exit,666,125.21,0.0199999999999999,0.8799999999999925,0.8799999999999955,14,
2026-04-30,PI,VAL,entry,660,145.95,0.02,1.5787096774193428,1.5999999999999943,31,
2026-04-30,PI,VAL,exit,955,145.95,0.02,0.6624137931034468,0.5800000000000125,116,
2026-05-15,TENX,VAL,entry,661,11.91,0.02,,,0,
2026-05-15,TENX,VAL,exit,955,11.91,0.02,0.03444444444444423,0.02999999999999936,198,
2026-01-05,BLLN,VAL,entry,902,94.1,0.02,1.6228571428571428,1.7900000000000063,7,
2026-01-05,BLLN,VAL,exit,955,94.1,0.02,1.2000000000000028,1.2000000000000028,5,
2026-02-24,TARS,VAL,entry,600,76.05,0.02,1.0374999999999979,1.1099999999999923,20,
2026-02-24,TARS,VAL,exit,608,76.05,0.02,0.6797101449275345,0.5699999999999932,69,
2026-01-30,BEP,VAL,entry,660,29.9926,0.02,0.06729857819905265,0.060000000000002274,211,
2026-01-30,BEP,VAL,exit,955,29.9926,0.02,0.0224880382775132,0.019999999999999574,209,
2026-03-09,SLN,VAL,entry,600,6.415,0.02,,,0,
2026-03-09,SLN,VAL,exit,955,6.415,0.02,0.030666666666666547,0.03000000000000025,60,
2026-03-31,SNX,VAL,entry,900,167.16,0.0199999999999999,0.42584905660376593,0.44999999999998863,53,
2026-03-31,SNX,VAL,exit,947,167.16,0.0199999999999999,0.6150549450549438,0.4900000000000091,273,
2026-01-07,NAVN,VAL,entry,600,18.35,0.02,0.09227272727272555,0.10999999999999943,22,
2026-01-07,NAVN,VAL,exit,955,18.35,0.02,0.028392857142857025,0.020000000000003126,280,
2026-01-28,GOLD,VAL,entry,600,54.3,0.0199999999999999,0.3042857142857129,0.28999999999999915,56,
2026-01-28,GOLD,VAL,exit,955,54.3,0.0199999999999999,0.1465853658536572,0.14999999999999858,82,
2026-04-27,MANE,VAL,entry,720,91.86,0.0199999999999999,0.819130434782615,0.8500000000000085,23,
2026-04-27,MANE,VAL,exit,726,91.86,0.0199999999999999,0.984800000000001,1.0249999999999986,50,
2026-02-04,CMCO,VAL,entry,600,21.85,0.02,0.27999999999999936,0.27999999999999936,2,
2026-02-04,CMCO,VAL,exit,955,21.85,0.02,0.07233009708737902,0.05999999999999872,103,
2026-04-24,SXT,VAL,entry,600,114.86,0.02,2.271807228915664,2.4000000000000057,83,
2026-04-24,SXT,VAL,exit,861,114.86,0.02,0.43357142857142705,0.42499999999999716,14,
2026-01-27,TAC,VAL,entry,720,13.68,0.02,0.010341365461847558,0.009999999999999787,498,
2026-01-27,TAC,VAL,exit,955,13.68,0.02,0.009999999999999787,0.009999999999999787,667,
2026-05-19,RDCM,VAL,entry,602,14.849,0.0199999999999999,0.48999999999999844,0.48999999999999844,2,
2026-05-19,RDCM,VAL,exit,955,14.849,0.0199999999999999,0.02898305084745704,0.019999999999999574,59,
2026-05-07,SEZL,VAL,entry,600,103.1627,0.02,0.7973282442748094,0.769999999999996,131,
2026-05-07,SEZL,VAL,exit,601,103.1627,0.02,1.1771122994652419,1.1500000000000057,187,
2026-05-08,CAPR,VAL,entry,840,30.7,0.02,0.0697619047619051,0.07000000000000028,84,
2026-05-08,CAPR,VAL,exit,955,30.7,0.02,0.05464705882352909,0.04999999999999716,170,
2026-05-01,RYAN,VAL,entry,600,30.55,0.02,0.10888888888888854,0.09999999999999787,99,
2026-05-01,RYAN,VAL,exit,726,30.55,0.02,0.07695035460992848,0.07000000000000028,141,
2026-04-09,KRUS,VAL,entry,603,60.88,0.02,1.1550000000000047,1.1550000000000047,4,
2026-04-09,KRUS,VAL,exit,955,60.88,0.02,0.2330769230769206,0.23999999999999488,78,
2026-04-30,IRM,VAL,entry,600,124.41,0.02,0.4185185185185176,0.3950000000000031,54,
2026-04-30,IRM,VAL,exit,955,124.41,0.02,0.10223140495867937,0.10000000000000853,242,
2026-02-09,OTF,VAL,entry,780,12.9601,0.02,0.015421686746988244,0.010000000000001563,83,
2026-02-09,OTF,VAL,exit,955,12.9601,0.02,0.010117647058823313,0.009999999999999787,85,
2026-01-29,WASH,VAL,entry,780,33.375,0.0200000000000001,0.16599999999999823,0.1599999999999966,10,
2026-01-29,WASH,VAL,exit,909,33.375,0.0200000000000001,0.07081081081081142,0.054999999999999716,74,
2026-03-26,UNFI,VAL,entry,600,47.58,0.0199999999999999,0.4188235294117651,0.529999999999994,136,
2026-03-26,UNFI,VAL,exit,955,47.58,0.0199999999999999,0.041238938053097626,0.03999999999999915,113,
2026-01-29,EPSN,VAL,entry,661,5.14,0.02,0.040833333333333575,0.040000000000000036,12,
2026-01-29,EPSN,VAL,exit,955,5.14,0.02,0.011176470588235135,0.009999999999999787,102,
2026-03-12,APEI,VAL,entry,840,47.87,0.0199999999999999,0.24750000000000227,0.240000000000002,4,
2026-03-12,APEI,VAL,exit,955,47.87,0.0199999999999999,0.15457142857142928,0.1600000000000037,35,
2026-01-14,CMCO,VAL,entry,600,21.3,0.02,0.1479999999999997,0.11999999999999922,10,
2026-01-14,CMCO,VAL,exit,955,21.3,0.02,0.03253968253968199,0.030000000000001137,63,
2026-03-24,TGS,VAL,entry,720,34.52,0.0200000000000001,0.2315151515151485,0.17999999999999972,33,
2026-03-24,TGS,VAL,exit,955,34.52,0.0200000000000001,0.09000000000000341,0.09000000000000341,13,
2026-02-17,KNF,VAL,entry,600,90.32,0.0199999999999999,0.9512000000000052,0.8599999999999994,25,
2026-02-17,KNF,VAL,exit,643,90.32,0.0199999999999999,0.7411764705882345,0.7199999999999989,34,
2026-05-07,MIND,VAL,entry,902,6.6,0.0199999999999999,,,0,
2026-05-07,MIND,VAL,exit,955,6.6,0.0199999999999999,0.11500000000000021,0.11500000000000021,6,
2026-04-01,AEHR,VAL,entry,840,39.79,0.0199999999999999,0.14451612903225933,0.14999999999999858,31,
2026-04-01,AEHR,VAL,exit,955,39.79,0.0199999999999999,0.0668127490039837,0.05000000000000426,251,
2026-01-13,THH,VAL,entry,780,42.0,0.02,,,0,
2026-01-13,THH,VAL,exit,787,42.0,0.02,1.7999999999999972,1.7999999999999972,2,
2026-05-20,TATT,VAL,entry,661,39.69,0.0199999999999999,,,0,
2026-05-20,TATT,VAL,exit,732,39.69,0.0199999999999999,0.6386746987951809,0.5499999999999972,83,
2026-05-21,OCS,VAL,entry,780,30.8,0.0199999999999999,0.23254901960784324,0.3049999999999997,102,
2026-05-21,OCS,VAL,exit,955,30.8,0.0199999999999999,0.10067796610169615,0.120000000000001,59,
2026-01-05,MEOH,VAL,entry,600,43.07,0.02,0.14573991031390074,0.11999999999999744,223,
2026-01-05,MEOH,VAL,exit,955,43.07,0.02,0.06631147540983667,0.060000000000002274,122,
2026-03-26,KNOP,VAL,entry,600,10.4,0.02,0.07428571428571448,0.08000000000000007,7,
2026-03-26,KNOP,VAL,exit,955,10.4,0.02,0.03222222222222331,0.030000000000001137,27,
2026-02-17,PSKY,VAL,entry,600,11.075,0.02,0.01084977238239734,0.009999999999999787,659,
2026-02-17,PSKY,VAL,exit,955,11.075,0.02,0.01008179959100183,0.009999999999999787,489,
2026-04-22,SRZN,VAL,entry,660,32.995,0.02,0.733333333333332,0.6899999999999977,9,
2026-04-22,SRZN,VAL,exit,955,32.995,0.02,0.1412000000000026,0.14000000000000057,25,
2026-05-07,VCX,VAL,entry,660,196.84,0.02,3.6893749999999965,4.0,16,
2026-05-07,VCX,VAL,exit,677,196.84,0.02,3.2017857142857133,3.0,28,
2026-02-10,DDOG,VAL,entry,600,130.82,0.0199999999999999,0.14747680890538298,0.14000000000001478,539,
2026-02-10,DDOG,VAL,exit,611,130.82,0.0199999999999999,0.12451776649746,0.12000000000000455,591,
2026-04-30,PPC,VAL,entry,840,33.2,0.02,0.05567567567567439,0.05999999999999517,74,
2026-04-30,PPC,VAL,exit,955,33.2,0.02,0.03541353383458604,0.030000000000001137,133,
2026-01-13,PTON,VAL,entry,840,6.955,0.02,0.009999999999999787,0.009999999999999787,67,
2026-01-13,PTON,VAL,exit,955,6.955,0.02,0.009999999999999854,0.009999999999999787,534,
2026-02-04,GTM,VAL,entry,660,6.975,0.0199999999999999,0.010131004366812352,0.009999999999999787,229,
2026-02-04,GTM,VAL,exit,955,6.975,0.0199999999999999,0.010000000000000675,0.010000000000000675,140,
2026-02-06,PRLB,VAL,entry,840,65.07,0.02,0.5878571428571472,0.730000000000004,28,
2026-02-06,PRLB,VAL,exit,863,65.07,0.02,0.546166666666668,0.5550000000000068,120,
2026-05-11,P,VAL,entry,660,92.47,0.02,0.13669398907103938,0.12999999999999545,366,
2026-05-11,P,VAL,exit,955,92.47,0.02,0.06814159292035489,0.060000000000002274,452,
2026-02-10,ASTL,VAL,entry,660,5.275,0.02,0.010000000000000293,0.010000000000000675,274,
2026-02-10,ASTL,VAL,exit,955,5.275,0.02,0.009999999999999787,0.009999999999999787,46,
2026-01-26,KODK,VAL,entry,840,7.68,0.0199999999999999,0.03000000000000025,0.03000000000000025,16,
2026-01-26,KODK,VAL,exit,955,7.68,0.0199999999999999,0.010000000000000675,0.010000000000000675,52,
2026-02-25,ARX,VAL,entry,600,10.185,0.0199999999999999,0.14823529411764713,0.15000000000000036,17,
2026-02-25,ARX,VAL,exit,955,10.185,0.0199999999999999,0.009999999999999787,0.009999999999999787,25,
2026-04-17,CRBP,VAL,entry,660,10.84,0.02,,,0,
2026-04-17,CRBP,VAL,exit,955,10.84,0.02,0.022343749999999524,0.019999999999999574,64,
2026-03-26,CC,VAL,entry,900,21.6,0.02,0.014602739726027724,0.010000000000001563,365,
2026-03-26,CC,VAL,exit,955,21.6,0.02,0.014199999999999342,0.010000000000001563,200,
2026-05-28,BURL,VAL,entry,600,300.83,0.0199999999999999,1.6790517241379246,1.8700000000000045,116,
2026-05-28,BURL,VAL,exit,955,300.83,0.0199999999999999,0.28597619047618955,0.339999999999975,420,
2026-01-28,SANM,VAL,entry,660,153.01,0.02,0.20414285714285946,0.2050000000000125,70,
2026-01-28,SANM,VAL,exit,955,153.01,0.02,0.3581188118811877,0.3400000000000034,101,
2026-01-07,INSW,VAL,entry,900,53.77,0.02,0.08586206896551804,0.0800000000000054,29,
2026-01-07,INSW,VAL,exit,955,53.77,0.02,0.0778651685393244,0.0799999999999983,89,
2026-01-23,LYV,VAL,entry,900,147.675,0.0199999999999999,0.30743589743590133,0.3199999999999932,39,
2026-01-23,LYV,VAL,exit,955,147.675,0.0199999999999999,0.05981617647058911,0.05000000000001137,272,
2026-04-30,HGV,VAL,entry,660,46.33,0.02,0.2688461538461536,0.2850000000000037,26,
2026-04-30,HGV,VAL,exit,689,46.33,0.02,0.13422330097087357,0.11999999999999744,206,
2026-01-21,DDOG,VAL,entry,600,124.95,0.0199999999999999,0.12857142857142848,0.10999999999999943,567,
2026-01-21,DDOG,VAL,exit,955,124.95,0.0199999999999999,0.09068914956011817,0.060000000000002274,682,
2026-05-08,FROG,VAL,entry,780,71.65,0.02,0.09435483870967434,0.09499999999999176,62,
2026-05-08,FROG,VAL,exit,955,71.65,0.02,0.08963157894736913,0.0799999999999983,570,
2026-05-29,NTAP,VAL,entry,600,190.47,0.02,0.4130831643001996,0.36000000000001364,493,
2026-05-29,NTAP,VAL,exit,955,190.47,0.02,0.21502450980392301,0.1799999999999926,408,
2026-01-05,CPA,VAL,entry,600,132.98,0.02,0.49500000000000455,0.49500000000000455,4,
2026-01-05,CPA,VAL,exit,955,132.98,0.02,0.20826923076923018,0.19999999999998863,104,
2026-04-22,INBX,VAL,entry,840,115.93,0.02,0.8843750000000021,0.8099999999999881,32,
2026-04-22,INBX,VAL,exit,955,115.93,0.02,1.1840579710144894,1.1199999999999903,69,
2026-01-12,JRVR,VAL,entry,600,6.525,0.02,0.012666666666667048,0.010000000000000675,30,
2026-01-12,JRVR,VAL,exit,955,6.525,0.02,0.009999999999999992,0.009999999999999787,52,
2026-02-04,ACT,VAL,entry,780,44.03,0.02,0.240000000000002,0.240000000000002,6,
2026-02-04,ACT,VAL,exit,955,44.03,0.02,0.11419354838709682,0.09000000000000341,93,
2026-04-23,WSC,VAL,entry,660,23.175,0.0199999999999999,0.025135135135135427,0.029999999999997584,333,
2026-04-23,WSC,VAL,exit,955,23.175,0.0199999999999999,0.011647509578543932,0.010000000000001563,783,
2026-03-09,SRI,VAL,entry,600,7.48,0.02,0.06849999999999964,0.0699999999999994,20,
2026-03-09,SRI,VAL,exit,928,7.48,0.02,0.04666666666666697,0.05000000000000071,33,
2026-03-10,ALGT,VAL,entry,840,86.75,0.0199999999999999,0.32699999999999674,0.3299999999999983,20,
2026-03-10,ALGT,VAL,exit,955,86.75,0.0199999999999999,0.15264705882352808,0.14999999999999858,34,
2026-05-01,DCBO,VAL,entry,720,20.65,0.02,0.07888888888889076,0.08000000000000185,36,
2026-05-01,DCBO,VAL,exit,955,20.65,0.02,0.06897058823529403,0.07000000000000028,136,
2026-02-18,DAN,VAL,entry,600,34.17,0.0199999999999999,0.25090909090909075,0.3299999999999983,33,
2026-02-18,DAN,VAL,exit,610,34.17,0.0199999999999999,0.1385046728971964,0.14000000000000057,107,
2026-02-10,CLW,VAL,entry,600,18.43,0.02,0.1605263157894739,0.16000000000000014,19,
2026-02-10,CLW,VAL,exit,955,18.43,0.02,0.03312499999999807,0.029999999999997584,16,
2026-02-04,LZ,VAL,entry,840,7.6,0.02,0.009999999999999936,0.009999999999999787,89,
2026-02-04,LZ,VAL,exit,955,7.6,0.02,0.009999999999999787,0.009999999999999787,568,
2026-01-28,APH,VAL,entry,840,148.45,0.0199999999999999,0.08782178217821969,0.09000000000000341,202,
2026-01-28,APH,VAL,exit,955,148.45,0.0199999999999999,0.04506635441061907,0.040000000000020464,1281,
2026-04-02,RCUS,VAL,entry,600,23.25,0.0199999999999999,0.0783606557377051,0.08000000000000185,61,
2026-04-02,RCUS,VAL,exit,955,23.25,0.0199999999999999,0.021153846153845884,0.015000000000000568,156,
2026-02-23,SVRA,VAL,entry,600,5.79,0.02,0.04055555555555558,0.040000000000000036,18,
2026-02-23,SVRA,VAL,exit,955,5.79,0.02,0.009999999999999787,0.009999999999999787,208,
2026-03-19,TATT,VAL,entry,600,54.0423,0.02,0.5641071428571421,0.5700000000000003,56,
2026-03-19,TATT,VAL,exit,955,54.0423,0.02,0.37500000000000355,0.37500000000000355,4,
2026-05-20,KEYS,VAL,entry,600,344.26,0.0199999999999999,1.417333333333344,1.2649999999999864,120,
2026-05-20,KEYS,VAL,exit,955,344.26,0.0199999999999999,0.3109178743961359,0.25,207,
2026-05-13,WIX,VAL,entry,780,57.09,0.02,0.07269230769230485,0.0899999999999963,52,
2026-05-13,WIX,VAL,exit,848,57.09,0.02,0.09377358490565932,0.05999999999999517,212,
2026-05-19,AS,VAL,entry,600,34.82,0.0200000000000001,0.04749370277078068,0.03999999999999915,794,
2026-05-19,AS,VAL,exit,955,34.82,0.0200000000000001,0.01745083207261739,0.01999999999999602,1322,
2026-01-14,HNRG,VAL,entry,600,19.48,0.02,0.12444444444444297,0.129999999999999,27,
2026-01-14,HNRG,VAL,exit,955,19.48,0.02,0.016233421750662606,0.010000000000001563,377,
2026-04-10,TLX,VAL,entry,601,10.5043,0.02,0.053333333333333975,0.05000000000000071,3,
2026-04-10,TLX,VAL,exit,955,10.5043,0.02,0.010000000000001563,0.010000000000001563,14,
2026-01-29,MBIN,VAL,entry,600,38.81,0.02,0.6597979797979806,0.6099999999999994,99,
2026-01-29,MBIN,VAL,exit,624,38.81,0.02,0.5955555555555555,0.6300000000000026,9,
2026-01-21,PRSU,VAL,entry,600,34.81,0.0199999999999999,0.33749999999999947,0.3299999999999983,8,
2026-01-21,PRSU,VAL,exit,624,34.81,0.0199999999999999,0.21595744680850984,0.25,47,
2026-03-04,GTLB,VAL,entry,600,24.745,0.02,0.02237174721189554,0.019999999999999574,1345,
2026-03-04,GTLB,VAL,exit,955,24.745,0.02,0.011480865224625282,0.010000000000001563,1202,
2026-03-30,PAYS,VAL,entry,660,6.03,0.02,0.010158730158729977,0.009999999999999787,126,
2026-03-30,PAYS,VAL,exit,955,6.03,0.02,0.009999999999999981,0.009999999999999787,146,
2026-01-15,CLMT,VAL,entry,720,21.1,0.02,0.041081081081080995,0.03999999999999915,148,
2026-01-15,CLMT,VAL,exit,955,21.1,0.02,0.020265060240963736,0.010000000000001563,415,
2026-02-03,OC,VAL,entry,660,127.15,0.02,0.4968181818181847,0.5,22,
2026-02-03,OC,VAL,exit,955,127.15,0.02,0.12530201342281805,0.10999999999999943,149,
2026-02-13,DKNG,VAL,entry,600,22.665,0.0199999999999999,0.01607586866432877,0.019999999999999574,3137,
2026-02-13,DKNG,VAL,exit,955,22.665,0.0199999999999999,0.010154525386312811,0.00999999999999801,2265,
2026-05-07,AGL,VAL,entry,660,56.91,0.0199999999999999,0.3612396694214863,0.30999999999999517,121,
2026-05-07,AGL,VAL,exit,692,56.91,0.0199999999999999,0.2756047197640131,0.2600000000000051,339,
2026-05-05,JBTM,VAL,entry,600,131.01,0.02,1.7799999999999985,1.8699999999999761,21,
2026-05-05,JBTM,VAL,exit,955,131.01,0.02,0.5399999999999977,0.5099999999999909,20,
2026-04-29,LXFR,VAL,entry,601,14.22,0.0199999999999999,0.23903225806451636,0.26000000000000156,31,
2026-04-29,LXFR,VAL,exit,678,14.22,0.0199999999999999,0.0982352941176473,0.08000000000000007,51,
