symbol,day,ts
AKTX,2026-05-26,2026-05-26T14:05:00+00:00
AKTX,2026-05-26,2026-05-26T14:12:00+00:00
AKTX,2026-05-26,2026-05-26T14:26:00+00:00
AKTX,2026-05-26,2026-05-26T14:37:00+00:00
AKTX,2026-05-26,2026-05-26T15:29:00+00:00
AKTX,2026-05-26,2026-05-26T15:54:00+00:00
AKTX,2026-05-26,2026-05-26T19:55:00+00:00
AKTX,2026-05-28,2026-05-28T14:12:00+00:00
AKTX,2026-05-28,2026-05-28T14:14:00+00:00
AKTX,2026-05-28,2026-05-28T14:37:00+00:00
AKTX,2026-05-28,2026-05-28T14:40:00+00:00
AKTX,2026-05-28,2026-05-28T19:55:00+00:00
ALBT,2025-03-07,2025-03-07T17:13:00+00:00
ALBT,2025-03-07,2025-03-07T17:20:00+00:00
ALBT,2025-03-07,2025-03-07T17:37:00+00:00
ALBT,2025-03-07,2025-03-07T17:38:00+00:00
ALBT,2025-03-07,2025-03-07T17:45:00+00:00
ALBT,2025-03-07,2025-03-07T17:50:00+00:00
ALBT,2025-03-07,2025-03-07T17:53:00+00:00
ALBT,2025-03-07,2025-03-07T18:03:00+00:00
ALBT,2025-03-07,2025-03-07T18:19:00+00:00
ALBT,2025-03-07,2025-03-07T20:52:00+00:00
ALMU,2025-06-13,2025-06-13T17:19:00+00:00
ALMU,2025-06-13,2025-06-13T17:25:00+00:00
ALMU,2025-06-13,2025-06-13T17:26:00+00:00
ALMU,2025-06-13,2025-06-13T17:44:00+00:00
ALMU,2025-06-13,2025-06-13T17:50:00+00:00
ALMU,2025-06-13,2025-06-13T17:51:00+00:00
ALMU,2025-06-13,2025-06-13T19:55:00+00:00
AMCI,2025-12-24,2025-12-24T15:15:00+00:00
AMCI,2025-12-24,2025-12-24T15:16:00+00:00
AMCI,2025-12-24,2025-12-24T15:40:00+00:00
AMCI,2025-12-24,2025-12-24T15:41:00+00:00
AMCI,2025-12-24,2025-12-24T19:59:00+00:00
AMIX,2026-08-06,2026-08-06T13:48:00+00:00
AMIX,2026-08-06,2026-08-06T13:50:00+00:00
AMIX,2026-08-06,2026-08-06T14:13:00+00:00
AMIX,2026-08-06,2026-08-06T14:15:00+00:00
AMIX,2026-08-06,2026-08-06T19:55:00+00:00
ANL,2026-01-30,2026-01-30T14:57:00+00:00
ANL,2026-01-30,2026-01-30T14:58:00+00:00
ANL,2026-01-30,2026-01-30T15:22:00+00:00
ANL,2026-01-30,2026-01-30T15:23:00+00:00
ANL,2026-01-30,2026-01-30T20:55:00+00:00
ANPA,2025-07-18,2025-07-18T14:11:00+00:00
ANPA,2025-07-18,2025-07-18T14:19:00+00:00
ANPA,2025-07-18,2025-07-18T14:26:00+00:00
ANPA,2025-07-18,2025-07-18T14:28:00+00:00
ANPA,2025-07-18,2025-07-18T14:36:00+00:00
ANPA,2025-07-18,2025-07-18T14:44:00+00:00
ANPA,2025-07-18,2025-07-18T14:52:00+00:00
ANPA,2025-07-18,2025-07-18T14:53:00+00:00
ANPA,2025-07-18,2025-07-18T19:55:00+00:00
ANPA,2025-07-24,2025-07-24T14:59:00+00:00
ANPA,2025-07-24,2025-07-24T15:27:00+00:00
ANPA,2025-07-24,2025-07-24T19:55:00+00:00
ANPA,2025-07-30,2025-07-30T14:13:00+00:00
ANPA,2025-07-30,2025-07-30T14:39:00+00:00
ANPA,2025-07-30,2025-07-30T19:53:00+00:00
ANPA,2026-01-22,2026-01-22T19:27:00+00:00
ANPA,2026-01-22,2026-01-22T19:28:00+00:00
ANPA,2026-01-22,2026-01-22T19:51:00+00:00
ANPA,2026-01-22,2026-01-22T19:53:00+00:00
ANPA,2026-01-22,2026-01-22T20:55:00+00:00
ANPA,2026-02-13,2026-02-13T20:24:00+00:00
ANPA,2026-02-13,2026-02-13T20:47:00+00:00
ANPA,2026-02-13,2026-02-13T20:49:00+00:00
ANPA,2026-02-13,2026-02-13T21:00:00+00:00
ANPA,2026-02-17,2026-02-17T15:42:00+00:00
ANPA,2026-02-17,2026-02-17T16:05:00+00:00
ANPA,2026-02-17,2026-02-17T16:16:00+00:00
ANPA,2026-02-17,2026-02-17T16:24:00+00:00
ANPA,2026-02-17,2026-02-17T17:01:00+00:00
ANPA,2026-02-17,2026-02-17T20:53:00+00:00
ANPA,2026-02-24,2026-02-24T15:20:00+00:00
ANPA,2026-02-24,2026-02-24T15:21:00+00:00
ANPA,2026-02-24,2026-02-24T15:45:00+00:00
ANPA,2026-02-24,2026-02-24T15:46:00+00:00
ANPA,2026-02-24,2026-02-24T20:55:00+00:00
APP,2025-02-26,2025-02-26T14:54:00+00:00
APP,2025-02-26,2025-02-26T14:57:00+00:00
APP,2025-02-26,2025-02-26T14:58:00+00:00
APP,2025-02-26,2025-02-26T15:19:00+00:00
APP,2025-02-26,2025-02-26T15:22:00+00:00
APP,2025-02-26,2025-02-26T15:23:00+00:00
APP,2025-02-26,2025-02-26T20:55:00+00:00
AQMS,2025-10-13,2025-10-13T15:44:00+00:00
AQMS,2025-10-13,2025-10-13T16:09:00+00:00
AQMS,2025-10-13,2025-10-13T19:55:00+00:00
AQMS,2025-10-14,2025-10-14T15:25:00+00:00
AQMS,2025-10-14,2025-10-14T15:50:00+00:00
AQMS,2025-10-14,2025-10-14T18:44:00+00:00
AQMS,2025-10-14,2025-10-14T19:09:00+00:00
AQMS,2025-10-14,2025-10-14T19:11:00+00:00
AQMS,2025-10-14,2025-10-14T19:34:00+00:00
AQMS,2025-10-14,2025-10-14T19:36:00+00:00
AQMS,2025-10-14,2025-10-14T19:55:00+00:00
ARAI,2025-05-28,2025-05-28T14:31:00+00:00
ARAI,2025-05-28,2025-05-28T14:32:00+00:00
ARAI,2025-05-28,2025-05-28T14:38:00+00:00
ARAI,2025-05-28,2025-05-28T14:54:00+00:00
ARAI,2025-05-28,2025-05-28T14:55:00+00:00
ARAI,2025-05-28,2025-05-28T14:57:00+00:00
ARAI,2025-05-28,2025-05-28T15:03:00+00:00
ARAI,2025-05-28,2025-05-28T19:55:00+00:00
ARAI,2025-06-10,2025-06-10T14:25:00+00:00
ARAI,2025-06-10,2025-06-10T14:32:00+00:00
ARAI,2025-06-10,2025-06-10T14:33:00+00:00
ARAI,2025-06-10,2025-06-10T14:48:00+00:00
ARAI,2025-06-10,2025-06-10T14:49:00+00:00
ARAI,2025-06-10,2025-06-10T14:57:00+00:00
ARAI,2025-06-10,2025-06-10T14:58:00+00:00
ARAI,2025-06-10,2025-06-10T19:55:00+00:00
AREB,2025-04-03,2025-04-03T15:51:00+00:00
AREB,2025-04-03,2025-04-03T16:16:00+00:00
AREB,2025-04-03,2025-04-03T19:55:00+00:00
AREB,2025-04-07,2025-04-07T15:44:00+00:00
AREB,2025-04-07,2025-04-07T16:09:00+00:00
AREB,2025-04-07,2025-04-07T19:55:00+00:00
AREB,2025-04-09,2025-04-09T13:47:00+00:00
AREB,2025-04-09,2025-04-09T14:12:00+00:00
AREB,2025-04-09,2025-04-09T19:55:00+00:00
AREB,2025-04-10,2025-04-10T13:59:00+00:00
AREB,2025-04-10,2025-04-10T14:22:00+00:00
AREB,2025-04-10,2025-04-10T14:24:00+00:00
AREB,2025-04-10,2025-04-10T14:29:00+00:00
AREB,2025-04-10,2025-04-10T14:30:00+00:00
AREB,2025-04-10,2025-04-10T14:44:00+00:00
AREB,2025-04-10,2025-04-10T14:45:00+00:00
AREB,2025-04-10,2025-04-10T14:49:00+00:00
AREB,2025-04-10,2025-04-10T14:54:00+00:00
AREB,2025-04-10,2025-04-10T14:55:00+00:00
AREB,2025-04-10,2025-04-10T15:14:00+00:00
AREB,2025-04-10,2025-04-10T19:55:00+00:00
AREB,2025-04-21,2025-04-21T14:05:00+00:00
AREB,2025-04-21,2025-04-21T14:09:00+00:00
AREB,2025-04-21,2025-04-21T14:30:00+00:00
AREB,2025-04-21,2025-04-21T14:34:00+00:00
AREB,2025-04-21,2025-04-21T19:55:00+00:00
AREB,2025-10-08,2025-10-08T14:44:00+00:00
AREB,2025-10-08,2025-10-08T15:11:00+00:00
AREB,2025-10-08,2025-10-08T15:30:00+00:00
AREB,2025-10-08,2025-10-08T15:31:00+00:00
AREB,2025-10-08,2025-10-08T15:32:00+00:00
AREB,2025-10-08,2025-10-08T19:55:00+00:00
ASBP,2026-06-12,2026-06-12T18:24:00+00:00
ASBP,2026-06-12,2026-06-12T18:25:00+00:00
ASBP,2026-06-12,2026-06-12T18:49:00+00:00
ASBP,2026-06-12,2026-06-12T18:50:00+00:00
ASBP,2026-06-12,2026-06-12T19:55:00+00:00
ASPC,2025-12-18,2025-12-18T19:31:00+00:00
ASPC,2025-12-18,2025-12-18T19:32:00+00:00
ASPC,2025-12-18,2025-12-18T19:56:00+00:00
ASPC,2025-12-18,2025-12-18T19:57:00+00:00
ASPC,2025-12-18,2025-12-18T20:54:00+00:00
ASPC,2025-12-23,2025-12-23T16:34:00+00:00
ASPC,2025-12-23,2025-12-23T16:56:00+00:00
ASPC,2025-12-23,2025-12-23T17:03:00+00:00
ASPC,2025-12-23,2025-12-23T17:28:00+00:00
ASPC,2025-12-23,2025-12-23T20:00:00+00:00
ASPC,2025-12-24,2025-12-24T14:57:00+00:00
ASPC,2025-12-24,2025-12-24T15:20:00+00:00
ASPC,2025-12-24,2025-12-24T15:22:00+00:00
ASPC,2025-12-24,2025-12-24T15:27:00+00:00
ASPC,2025-12-24,2025-12-24T15:51:00+00:00
ASPC,2025-12-24,2025-12-24T19:54:00+00:00
ASPC,2025-12-26,2025-12-26T15:05:00+00:00
ASPC,2025-12-26,2025-12-26T15:06:00+00:00
ASPC,2025-12-26,2025-12-26T15:12:00+00:00
ASPC,2025-12-26,2025-12-26T15:28:00+00:00
ASPC,2025-12-26,2025-12-26T15:29:00+00:00
ASPC,2025-12-26,2025-12-26T15:30:00+00:00
ASPC,2025-12-26,2025-12-26T15:31:00+00:00
ASPC,2025-12-26,2025-12-26T15:37:00+00:00
ASPC,2025-12-26,2025-12-26T15:53:00+00:00
ASPC,2025-12-26,2025-12-26T15:54:00+00:00
ASPC,2025-12-26,2025-12-26T15:55:00+00:00
ASPC,2025-12-26,2025-12-26T16:19:00+00:00
ASPC,2025-12-26,2025-12-26T16:44:00+00:00
ASPC,2025-12-26,2025-12-26T17:37:00+00:00
ASPC,2025-12-26,2025-12-26T17:38:00+00:00
ASPC,2025-12-26,2025-12-26T18:05:00+00:00
ASPC,2025-12-26,2025-12-26T19:26:00+00:00
ASPC,2025-12-26,2025-12-26T19:27:00+00:00
ASPC,2025-12-26,2025-12-26T19:52:00+00:00
ASPC,2025-12-26,2025-12-26T20:00:00+00:00
ASPC,2026-01-02,2026-01-02T17:52:00+00:00
ASPC,2026-01-02,2026-01-02T18:15:00+00:00
ASPC,2026-01-02,2026-01-02T18:16:00+00:00
ASPC,2026-01-02,2026-01-02T19:32:00+00:00
ASPC,2026-01-27,2026-01-27T15:34:00+00:00
ASPC,2026-01-27,2026-01-27T15:51:00+00:00
ASPC,2026-01-27,2026-01-27T19:58:00+00:00
ASST,2025-05-21,2025-05-21T14:03:00+00:00
ASST,2025-05-21,2025-05-21T14:04:00+00:00
ASST,2025-05-21,2025-05-21T14:28:00+00:00
ASST,2025-05-21,2025-05-21T14:29:00+00:00
ASST,2025-05-21,2025-05-21T19:55:00+00:00
ASST,2025-09-10,2025-09-10T14:10:00+00:00
ASST,2025-09-10,2025-09-10T14:15:00+00:00
ASST,2025-09-10,2025-09-10T14:28:00+00:00
ASST,2025-09-10,2025-09-10T14:35:00+00:00
ASST,2025-09-10,2025-09-10T14:36:00+00:00
ASST,2025-09-10,2025-09-10T14:47:00+00:00
ASST,2025-09-10,2025-09-10T15:00:00+00:00
ASST,2025-09-10,2025-09-10T19:55:00+00:00
ASTC,2026-04-01,2026-04-01T14:16:00+00:00
ASTC,2026-04-01,2026-04-01T14:41:00+00:00
ASTC,2026-04-01,2026-04-01T19:55:00+00:00
ASTC,2026-05-28,2026-05-28T18:01:00+00:00
ASTC,2026-05-28,2026-05-28T18:26:00+00:00
ASTC,2026-05-28,2026-05-28T19:55:00+00:00
ASTC,2026-05-29,2026-05-29T13:55:00+00:00
ASTC,2026-05-29,2026-05-29T13:56:00+00:00
ASTC,2026-05-29,2026-05-29T14:10:00+00:00
ASTC,2026-05-29,2026-05-29T14:11:00+00:00
ASTC,2026-05-29,2026-05-29T14:17:00+00:00
ASTC,2026-05-29,2026-05-29T14:18:00+00:00
ASTC,2026-05-29,2026-05-29T14:20:00+00:00
ASTC,2026-05-29,2026-05-29T14:21:00+00:00
ASTC,2026-05-29,2026-05-29T14:24:00+00:00
ASTC,2026-05-29,2026-05-29T14:25:00+00:00
ASTC,2026-05-29,2026-05-29T14:35:00+00:00
ASTC,2026-05-29,2026-05-29T14:36:00+00:00
ASTC,2026-05-29,2026-05-29T14:38:00+00:00
ASTC,2026-05-29,2026-05-29T14:49:00+00:00
ASTC,2026-05-29,2026-05-29T14:50:00+00:00
ASTC,2026-05-29,2026-05-29T14:52:00+00:00
ASTC,2026-05-29,2026-05-29T15:17:00+00:00
ASTC,2026-05-29,2026-05-29T15:42:00+00:00
ASTC,2026-05-29,2026-05-29T15:46:00+00:00
ASTC,2026-05-29,2026-05-29T16:07:00+00:00
ASTC,2026-05-29,2026-05-29T16:11:00+00:00
ASTC,2026-05-29,2026-05-29T19:55:00+00:00
ASTC,2026-06-01,2026-06-01T13:50:00+00:00
ASTC,2026-06-01,2026-06-01T13:53:00+00:00
ASTC,2026-06-01,2026-06-01T14:15:00+00:00
ASTC,2026-06-01,2026-06-01T14:18:00+00:00
ASTC,2026-06-01,2026-06-01T19:55:00+00:00
ASTC,2026-06-02,2026-06-02T13:53:00+00:00
ASTC,2026-06-02,2026-06-02T13:56:00+00:00
ASTC,2026-06-02,2026-06-02T14:18:00+00:00
ASTC,2026-06-02,2026-06-02T14:21:00+00:00
ASTC,2026-06-02,2026-06-02T15:58:00+00:00
ASTC,2026-06-02,2026-06-02T16:23:00+00:00
ASTC,2026-06-02,2026-06-02T19:55:00+00:00
ASTC,2026-06-03,2026-06-03T13:59:00+00:00
ASTC,2026-06-03,2026-06-03T14:24:00+00:00
ASTC,2026-06-03,2026-06-03T19:55:00+00:00
ATCX,2026-01-21,2026-01-21T19:39:00+00:00
ATCX,2026-01-21,2026-01-21T19:40:00+00:00
ATCX,2026-01-21,2026-01-21T20:04:00+00:00
ATCX,2026-01-21,2026-01-21T20:05:00+00:00
ATCX,2026-01-21,2026-01-21T20:55:00+00:00
AUUD,2026-04-24,2026-04-24T14:46:00+00:00
AUUD,2026-04-24,2026-04-24T14:47:00+00:00
AUUD,2026-04-24,2026-04-24T15:11:00+00:00
AUUD,2026-04-24,2026-04-24T15:12:00+00:00
AUUD,2026-04-24,2026-04-24T19:55:00+00:00
AVXL,2025-11-14,2025-11-14T14:51:00+00:00
AVXL,2025-11-14,2025-11-14T14:52:00+00:00
AVXL,2025-11-14,2025-11-14T15:16:00+00:00
AVXL,2025-11-14,2025-11-14T15:17:00+00:00
AVXL,2025-11-14,2025-11-14T20:55:00+00:00
BANL,2026-08-14,2026-08-14T15:08:00+00:00
BANL,2026-08-14,2026-08-14T15:28:00+00:00
BANL,2026-08-14,2026-08-14T19:54:00+00:00
BANL,2026-08-18,2026-08-18T14:05:00+00:00
BANL,2026-08-18,2026-08-18T14:30:00+00:00
BANL,2026-08-18,2026-08-18T19:55:00+00:00
BANL,2026-09-04,2026-09-04T15:57:00+00:00
BANL,2026-09-04,2026-09-04T16:16:00+00:00
BANL,2026-09-04,2026-09-04T16:18:00+00:00
BANL,2026-09-04,2026-09-04T16:19:00+00:00
BANL,2026-09-04,2026-09-04T16:41:00+00:00
BANL,2026-09-04,2026-09-04T19:55:00+00:00
BBGI,2025-12-11,2025-12-11T16:22:00+00:00
BBGI,2025-12-11,2025-12-11T16:47:00+00:00
BBGI,2025-12-11,2025-12-11T19:59:00+00:00
BBGI,2025-12-12,2025-12-12T15:17:00+00:00
BBGI,2025-12-12,2025-12-12T15:42:00+00:00
BBGI,2025-12-12,2025-12-12T19:58:00+00:00
BBGI,2026-04-09,2026-04-09T17:19:00+00:00
BBGI,2026-04-09,2026-04-09T17:44:00+00:00
BBGI,2026-04-09,2026-04-09T19:47:00+00:00
BBGI,2026-04-09,2026-04-09T20:00:00+00:00
BCTX,2025-02-03,2025-02-03T14:48:00+00:00
BCTX,2025-02-03,2025-02-03T15:10:00+00:00
BCTX,2025-02-03,2025-02-03T15:11:00+00:00
BCTX,2025-02-03,2025-02-03T15:12:00+00:00
BCTX,2025-02-03,2025-02-03T15:13:00+00:00
