day,symbol,split,stop,R,exit_m,exit_price,why,raw_R,cost_R,net_R,net_R_stopslip,changed,stopped_infill
2025-07-02,RDDT,TRAIN,157.1425,2.707499999999982,697.0,157.1425,stop,-1.0,0.0725692083394104,-1.0725692083394105,-1.2466883219128189,False,False
2025-07-02,RDTL,TRAIN,31.7,0.4700000000000024,608.0,33.11000000000001,target,2.0,0.2055787234042615,1.7944212765957386,1.7944212765957386,False,False
2025-07-02,RGTX,TRAIN,31.0408,0.7491999999999983,619.0,33.2884,target,2.0,0.1290145221569675,1.8709854778430324,1.8709854778430324,False,False
2025-07-02,RH,TRAIN,203.9425,6.3075000000000045,644.0,203.9425,stop,-1.0,0.13882181412486586,-1.1388218141248658,-1.2358218141248658,True,False
2025-07-02,RKLX,TRAIN,54.5377,1.3722999999999956,689.0,54.49,stop,-1.034759163448225,0.1595394408537062,-1.1942986043019312,-1.313419787716637,False,False
2025-07-02,ROBN,TRAIN,52.6128,1.627200000000002,617.0,57.494400000000006,target,2.0,0.09478214437642862,1.9052178556235715,1.9052178556235715,True,False
2025-07-02,SEDG,TRAIN,23.26,0.3499999999999978,720.0,23.26,stop,-1.0,0.1561485714285744,-1.1561485714285744,-1.3555200000000043,False,False
2025-07-02,SION,TRAIN,20.56,0.4500000000000028,786.0,21.910000000000007,target,2.0,0.3738403418803416,1.6261596581196585,1.6261596581196585,False,False
2025-07-02,SN,TRAIN,101.85,3.1500000000000057,644.0,101.85,stop,-1.0,0.10166412698412584,-1.1016641269841259,-1.1986641269841256,True,False
2025-07-02,SOC,TRAIN,22.86,0.490000000000002,878.0,22.86,stop,-1.0,0.0909632653061275,-1.0909632653061276,-1.2309224489795965,False,False
2025-07-02,SOXL,TRAIN,25.8,0.2799999999999976,955.0,26.075,eod,-0.0178571428571394,0.054339285714279,-0.0721964285714185,-0.0721964285714185,False,False
2025-07-02,SYM,TRAIN,41.11,0.6400000000000006,955.0,42.05,eod,0.4687499999999951,0.1413532418224316,0.3273967581775635,0.3273967581775635,False,False
2025-07-02,TIL,TRAIN,24.305,0.495000000000001,644.0,25.790000000000003,target,2.0,0.321531313131313,1.6784686868686869,1.6784686868686869,False,False
2025-07-02,TSDD,TRAIN,24.11,0.4400000000000013,610.0,24.11,stop,-1.0,0.0443962998782162,-1.044396299878216,-1.208782663514579,False,False
2025-07-02,TSMX,TRAIN,33.42,0.3599999999999994,955.0,34.424,eod,1.7888888888888872,0.1124693518518503,1.6764195370370367,1.6764195370370367,False,False
2025-07-02,TWST,TRAIN,37.99,0.5599999999999952,669.0,37.99,stop,-1.0,0.4025984693877559,-1.402598469387756,-1.6061163265306149,False,False
2025-07-02,UPST,TRAIN,70.94,0.8200000000000074,698.0,70.94,stop,-1.0,0.0745305894308977,-1.074530589430898,-1.3340671747967494,False,False
2025-07-02,VKTX,TRAIN,27.96,0.3900000000000005,790.0,27.96,stop,-1.0,0.219466666666671,-1.2194666666666711,-1.434543589743594,False,False
2025-07-02,VRNT,TRAIN,20.45,0.2899999999999991,871.0,21.32,target,2.0,0.118151724137923,1.881848275862077,1.881848275862077,False,False
2025-07-02,W,TRAIN,55.38,0.6599999999999966,644.0,55.38,stop,-1.0,0.1228424242424253,-1.1228424242424253,-1.3745696969696994,False,False
2025-07-02,WWW,TRAIN,19.6425,0.6075000000000017,645.0,19.6425,stop,-1.0,0.15732072668874925,-1.1573207266887493,-1.254320726688749,True,False
2025-07-03,AAOI,TRAIN,27.8,0.3999999999999986,636.0,29.0,target,2.0,0.2894999999999996,1.7105000000000004,1.7105000000000004,False,False
2025-07-03,AEVA,TRAIN,32.45,0.5499999999999972,751.0,32.45,stop,-1.0,0.1754363636363707,-1.1754363636363707,-1.3524363636363717,False,False
2025-07-03,APGE,TRAIN,47.16,0.5500000000000043,780.0,47.46,eod_fallback,-0.454545454545451,0.3808945454545476,-0.8354399999999986,-0.8354399999999986,False,False
2025-07-03,BE,TRAIN,23.28,0.7199999999999989,955.0,24.0618,eod,0.08583333333333573,0.020572722222224355,0.06526061111111138,0.06526061111111138,True,False
2025-07-03,BKSY,TRAIN,20.95,0.3399999999999998,944.0,21.51,eod_fallback,0.6470588235294191,0.1597117647058845,0.4873470588235346,0.4873470588235346,False,False
2025-07-03,DFDV,TRAIN,23.287,0.713000000000001,786.0,22.9,stop,-1.5427769985974753,0.1466760168302963,-1.6894530154277716,-1.7858064516129046,False,False
2025-07-03,ENPH,TRAIN,43.29,0.5500000000000043,670.0,43.29,stop,-1.0,0.106650909090916,-1.106650909090916,-1.342778181818187,False,False
2025-07-03,EXOD,TRAIN,30.1822,0.8177999999999983,727.0,32.6356,target,2.0,0.925075959892396,1.074924040107604,1.074924040107604,False,False
2025-07-03,FSLR,TRAIN,186.11,2.4899999999999807,595.0,186.11,stop,-1.0,0.1796072289156626,-1.1796072289156627,-1.4038361445783152,False,False
2025-07-03,KOLD,TRAIN,25.43,0.3300000000000018,862.0,26.420000000000005,target,2.0,0.0463151515151559,1.953684848484844,1.953684848484844,False,False
2025-07-03,MSTX,TRAIN,40.8657,0.5143000000000058,608.0,40.8657,stop,-1.0,0.0742234882364392,-1.0742234882364392,-1.3126001166634247,False,False
2025-07-03,MTSR,TRAIN,29.5,0.5599999999999987,656.0,29.5,stop,-1.0,0.4926785714285718,-1.4926785714285715,-1.6507142857142862,False,False
2025-07-03,NXT,TRAIN,65.5174,0.8626000000000005,955.0,66.617,eod,0.2747507535358321,0.0618170646881428,0.2129336888476893,0.2129336888476893,False,False
2025-07-03,PARR,TRAIN,31.125,0.4849999999999994,795.0,30.8707,stop,-1.5243298969072183,0.1776786391752544,-1.7020085360824728,-1.8929613195876276,False,False
2025-07-03,PSIX,TRAIN,75.675,0.894999999999996,786.0,74.6987,stop,-2.0908379888268147,0.0949047374301604,-2.1857427262569757,-2.4361294301675915,False,False
2025-07-03,PVLA,TRAIN,24.6768,0.7632000000000012,618.0,24.58,stop,-1.1268343815513648,0.5043448637316587,-1.6311792452830236,-1.7277987421383694,True,False
2025-07-03,QBTX,TRAIN,88.19,1.3100000000000025,841.0,87.98,stop,-1.1603053435114454,0.2042717557251905,-1.364577099236636,-1.56605801526717,False,False
2025-07-03,RGTX,TRAIN,38.6101,0.829899999999995,782.0,38.6101,stop,-1.0,0.2020990721773679,-1.202099072177368,-1.3416704663212418,False,False
2025-07-03,SEDG,TRAIN,24.78,0.6199999999999974,683.0,26.639999999999997,target,2.0,0.1053677419354822,1.8946322580645176,1.8946322580645176,False,False
2025-07-03,SYM,TRAIN,45.86,0.6899999999999977,615.0,45.86,stop,-1.0,0.1437275362318791,-1.143727536231879,-1.3431188405797059,False,False
2025-07-03,WGMI,TRAIN,26.0,0.6600000000000001,586.0,26.0,stop,-1.0,0.0684848484848471,-1.0684848484848473,-1.1866666666666654,False,False
2025-07-07,BOIL,TRAIN,45.97,0.5799999999999983,815.0,45.97,stop,-1.0,0.0675758620689554,-1.0675758620689555,-1.3053517241379218,False,False
2025-07-07,CONL,TRAIN,48.33,0.9200000000000016,605.0,48.33,stop,-1.0,0.0486782888598622,-1.0486782888598625,-1.2062761149468186,False,False
2025-07-07,CRCL,TRAIN,199.98,4.52000000000001,664.0,199.98,stop,-1.0,0.0448215879179135,-1.0448215879179137,-1.1775516764134886,False,False
2025-07-07,ESTA,TRAIN,45.7,0.6499999999999986,955.0,46.23,eod,-0.184615384615392,0.4296092307692364,-0.6142246153846285,-0.6142246153846285,False,False
2025-07-07,GDXU,TRAIN,75.0,0.8499999999999943,864.0,74.95,stop,-1.0588235294117618,0.1823411764705901,-1.241164705882352,-1.5056941176470597,False,False
2025-07-07,NEON,TRAIN,27.3,0.4199999999999981,741.0,27.29,stop,-1.0238095238095275,0.2185090225563881,-1.242318546365916,-1.4372471177944883,False,False
2025-07-07,PLTU,TRAIN,61.5363,0.8237000000000023,742.0,61.5363,stop,-1.0,0.0520061389209835,-1.0520061389209836,-1.276127663747983,False,False
2025-07-07,RKLX,TRAIN,63.9974,1.0725999999999942,860.0,63.9974,stop,-1.0,0.1517802349431217,-1.1517802349431217,-1.3307772515383118,False,False
2025-07-07,SOFX,TRAIN,22.35,0.3099999999999987,612.0,22.3,stop,-1.161290322580648,0.5950322580645176,-1.7563225806451657,-1.9721290322580698,False,False
2025-07-07,TSSI,TRAIN,28.7352,0.6647999999999996,786.0,28.7352,stop,-1.0,0.1548149113169036,-1.1548149113169035,-1.2844863914613078,False,False
2025-07-07,U,TRAIN,27.2626,0.5574000000000012,626.0,27.2626,stop,-1.0,0.0332486709603582,-1.0332486709603583,-1.1799795643941577,False,False
2025-07-07,XXRP,TRAIN,29.01,0.3299999999999983,739.0,29.01,stop,-1.0,0.1387939393939375,-1.1387939393939377,-1.4025212121212118,False,False
2025-07-07,YB,TRAIN,23.61,0.3100000000000023,705.0,24.540000000000006,target,2.0,0.5964774193548449,1.4035225806451552,1.4035225806451552,False,False
2025-07-08,ALB,TRAIN,69.1,0.7800000000000011,649.0,71.44,target,2.0,0.1208820512820489,1.879117948717951,1.879117948717951,False,False
2025-07-08,BEAM,TRAIN,20.23,0.2300000000000004,684.0,20.23,stop,-1.0,0.1575913043478296,-1.1575913043478296,-1.4214608695652204,False,False
2025-07-08,CEP,TRAIN,29.53,0.4100000000000001,618.0,29.53,stop,-1.0,0.2095268292682971,-1.209526829268297,-1.4256000000000042,False,False
2025-07-08,CIVI,TRAIN,30.26,0.4699999999999988,651.0,31.67,target,2.0,0.1411361702127636,1.8588638297872364,1.8588638297872364,False,False
2025-07-08,CNXC,TRAIN,58.965,0.7349999999999994,643.0,61.17,target,2.0,0.2615428571428569,1.738457142857143,1.738457142857143,False,False
2025-07-08,CRSP,TRAIN,53.59,0.5999999999999943,614.0,53.59,stop,-1.0,0.1897941802641813,-1.1897941802641814,-1.457744180264184,False,False
2025-07-08,DFDV,TRAIN,24.056,0.7439999999999998,588.0,24.056,stop_infill,-1.0,0.2723704789833819,-1.2723704789833818,-1.3693704789833818,True,True
2025-07-08,GUSH,TRAIN,24.38,0.2699999999999996,805.0,25.19,target,2.0,0.0898559539619291,1.9101440460380708,1.9101440460380708,False,False
2025-07-08,HIMZ,TRAIN,21.3,0.25,781.0,22.05,target,2.0,0.2190685714285765,1.7809314285714235,1.7809314285714235,False,False
2025-07-08,HRI,TRAIN,143.8,1.5300000000000011,955.0,145.95,eod,0.4052287581699187,0.2056330532212922,0.1995957049486264,0.1995957049486264,False,False
2025-07-08,INSP,TRAIN,131.47,2.0800000000000125,955.0,133.97,eod,0.2019230769230696,0.7503817307692247,-0.548458653846155,-0.548458653846155,False,False
2025-07-08,INTW,TRAIN,19.82,0.5,659.0,21.32,target,2.0,0.1352205465838511,1.8647794534161488,1.8647794534161488,False,False
2025-07-08,JOYY,TRAIN,52.9,0.7000000000000028,955.0,53.6,eod,0.0,0.1647190476190502,-0.1647190476190502,-0.1647190476190502,False,False
2025-07-08,LEGN,TRAIN,37.0993,0.5506999999999991,669.0,37.0993,stop,-1.0,0.2331409729188441,-1.233140972918844,-1.4352435696139598,False,False
2025-07-08,MRNA,TRAIN,31.28,0.509999999999998,634.0,32.809999999999995,target,2.0,0.0543506301536084,1.945649369846392,1.945649369846392,False,False
2025-07-08,MUR,TRAIN,25.25,0.3000000000000007,955.0,25.905,eod,1.183333333333332,0.0506033333333384,1.1327299999999936,1.1327299999999936,False,False
2025-07-08,OILU,TRAIN,23.3,0.3000000000000007,748.0,24.200000000000003,target,2.0,0.0922074074074123,1.907792592592588,1.907792592592588,False,False
2025-07-08,OLN,TRAIN,22.01,0.2999999999999971,729.0,22.01,stop,-1.0,0.1002793939393934,-1.1002793939393936,-1.3203793939393957,False,False
2025-07-08,PAM,TRAIN,72.27,0.960000000000008,798.0,72.27,stop,-1.0,0.2880931089743573,-1.2880931089743572,-1.5139368589743554,False,False
2025-07-08,PGNY,TRAIN,22.52,0.2600000000000015,657.0,23.300000000000004,target,2.0,0.2616730769230783,1.7383269230769216,1.7383269230769216,False,False
2025-07-08,SMCX,TRAIN,47.5381,0.6719000000000008,642.0,47.5381,stop,-1.0,0.1332156868581607,-1.1332156868581609,-1.3454709331745767,False,False
2025-07-08,SMTC,TRAIN,45.25,0.4699999999999988,814.0,45.25,stop,-1.0,0.104361702127658,-1.104361702127658,-1.3931914893617012,False,False
2025-07-08,SOXL,TRAIN,26.71,0.2699999999999996,679.0,26.71,stop,-1.0,0.056956984030727,-1.0569569840307271,-1.3537347618085054,False,False
2025-07-08,SQM,TRAIN,37.555,0.5450000000000017,955.0,37.98,eod,-0.2201834862385397,0.1617851799576542,-0.381968666196194,-0.381968666196194,False,False
2025-07-08,VKTX,TRAIN,28.7784,0.3415999999999997,706.0,29.8032,target,2.0,0.0909121098034567,1.9090878901965436,1.9090878901965436,False,False
2025-07-08,VOYG,TRAIN,40.5875,0.8625000000000043,933.0,43.17500000000001,target,2.0,0.4130174986580768,1.5869825013419232,1.5869825013419232,False,False
2025-07-08,YB,TRAIN,25.59,0.4100000000000001,657.0,26.82,target,2.0,0.1106439024390222,1.8893560975609776,1.8893560975609776,False,False
2025-07-09,AEVA,TRAIN,31.525,0.9750000000000014,608.0,31.525,stop,-1.0,0.016697435897433752,-1.0166974358974337,-1.1136974358974334,True,False
2025-07-09,AGIO,TRAIN,38.415,0.4149999999999991,670.0,38.415,stop,-1.0,0.4182173324878431,-1.418217332487843,-1.6959161276685666,False,False
2025-07-09,APPX,TRAIN,40.59,0.6599999999999966,778.0,40.5,stop,-1.1363636363636422,0.18717652717653,-1.3235401635401722,-1.5076310726310822,False,False
2025-07-09,ARQQ,TRAIN,39.6924,1.2276000000000025,955.0,40.4,eod,-0.42359074617139303,0.15311798668087187,-0.5767087328522649,-0.5767087328522649,True,False
2025-07-09,CRNX,TRAIN,31.14,0.379999999999999,698.0,31.14,stop,-1.0,0.4637578947368385,-1.4637578947368386,-1.7095999999999971,False,False
2025-07-09,CRSP,TRAIN,58.0,0.7800000000000011,597.0,58.0,stop,-1.0,0.1433516483516514,-1.1433516483516517,-1.3664285714285744,False,False
2025-07-09,CYTK,TRAIN,35.72,0.3999999999999986,664.0,36.92,target,2.0,0.3184599999999947,1.6815400000000054,1.6815400000000054,False,False
2025-07-09,DNTH,TRAIN,20.57,0.4400000000000013,838.0,21.890000000000004,target,2.0,0.4417681818181834,1.5582318181818169,1.5582318181818169,False,False
2025-07-09,ELVN,TRAIN,21.57,0.3500000000000014,936.0,21.57,stop,-1.0,0.4408971428571472,-1.440897142857147,-1.6257828571428607,False,False
2025-07-09,FUTU,TRAIN,134.55,1.589999999999975,698.0,139.31999999999994,target,2.0,0.1558893081761023,1.8441106918238976,1.8441106918238976,False,False
2025-07-09,IONL,TRAIN,56.445,1.4350000000000025,599.0,56.224,stop,-1.1540069686411172,0.1635564723791485,-1.3175634410202657,-1.4351049044348996,False,False
2025-07-09,KYMR,TRAIN,45.49,0.4899999999999949,682.0,45.49,stop,-1.0,0.4063224489795914,-1.4063224489795914,-1.684832653061227,False,False
2025-07-09,LABU,TRAIN,64.45,1.1799999999999926,955.0,66.83,eod,1.0169491525423815,0.0536136422254979,0.9633355103168838,0.9633355103168838,False,False
2025-07-09,LGND,TRAIN,121.325,2.0649999999999977,719.0,121.01,stop,-1.152542372881355,0.4485391041162239,-1.601081476997579,-1.7768829297820827,False,False
2025-07-09,MTSR,TRAIN,31.8863,0.3537000000000034,619.0,31.8863,stop,-1.0,1.1489320327961496,-2.1489320327961496,-2.4193841108283776,False,False
2025-07-09,NEGG,TRAIN,20.65,0.3500000000000014,756.0,21.700000000000003,target,2.0,0.5552571428571443,1.4447428571428556,1.4447428571428556,False,False
