instrument_id,d0,d1,symbol
8683,2024-07-01,2025-01-01,IQIN
8684,2024-07-01,2025-01-01,IQLT
8685,2024-07-01,2025-01-01,IQM
18904,2024-07-01,2025-01-01,IQQQ
8689,2024-07-01,2025-01-01,IQRA
8690,2024-07-01,2025-01-01,IQSI
8691,2024-07-01,2025-01-01,IQSM
8692,2024-07-01,2025-01-01,IQSU
8693,2024-07-01,2025-01-01,IQV
8694,2024-07-01,2025-01-01,IR
8696,2024-07-01,2025-01-01,IRAA
8697,2024-07-01,2025-01-01,IRAAU
8698,2024-07-01,2025-01-01,IRAAW
8700,2024-07-01,2025-01-01,IRBO
8701,2024-07-01,2025-01-01,IRBT
19787,2024-10-24,2025-01-01,IRD
8703,2024-07-01,2025-01-01,IRDM
8705,2024-07-01,2025-01-01,IREN
8706,2024-07-01,2025-01-01,IRET
8709,2024-07-01,2025-01-01,IRIX
8711,2024-07-01,2025-01-01,IRM
8712,2024-07-01,2025-01-01,IRMD
18802,2024-07-01,2025-01-01,IROH
18803,2024-07-01,2025-01-01,IROHR
18622,2024-07-01,2025-01-01,IROHU
18804,2024-07-01,2025-01-01,IROHW
8715,2024-07-01,2025-01-01,IRON
8716,2024-07-01,2025-01-01,IROQ
8721,2024-07-01,2025-01-01,IRS
8722,2024-07-01,2025-01-01,IRS+
8723,2024-07-01,2025-01-01,IRT
8724,2024-07-01,2025-01-01,IRTC
18360,2024-07-01,2025-01-01,IRTR
8725,2024-07-01,2025-01-01,IRVH
8726,2024-07-01,2025-01-01,IRWD
8732,2024-07-01,2025-01-01,ISCB
8733,2024-07-01,2025-01-01,ISCF
8734,2024-07-01,2025-01-01,ISCG
8735,2024-07-01,2025-01-01,ISCV
8736,2024-07-01,2025-01-01,ISD
8737,2024-07-01,2025-01-01,ISDB
8738,2024-07-01,2025-01-01,ISDR
18148,2024-07-01,2025-01-01,ISEP
8747,2024-07-01,2025-01-01,ISHG
8748,2024-07-01,2025-01-01,ISHP
8753,2024-07-01,2025-01-01,ISMD
8759,2024-07-01,2025-01-01,ISPC
8760,2024-07-01,2025-01-01,ISPO
8761,2024-07-01,2025-01-01,ISPOW
8762,2024-07-01,2025-01-01,ISPR
18602,2024-07-01,2025-01-01,ISPY
8764,2024-07-01,2025-01-01,ISRA
8765,2024-07-01,2025-01-01,ISRG
8766,2024-07-01,2025-01-01,ISRL
8767,2024-07-01,2025-01-01,ISRLU
8768,2024-07-01,2025-01-01,ISRLW
8769,2024-07-01,2025-01-01,ISSC
8770,2024-07-01,2025-01-01,ISTB
8771,2024-07-01,2025-01-01,ISTR
8773,2024-07-01,2025-01-01,ISVL
8774,2024-07-01,2025-01-01,ISWN
8775,2024-07-01,2025-01-01,ISZE
8776,2024-07-01,2025-01-01,IT
8777,2024-07-01,2025-01-01,ITA
8781,2024-07-01,2025-01-01,ITAN
8785,2024-07-01,2025-01-01,ITB
8789,2024-07-01,2025-01-01,ITCI
18365,2024-07-01,2025-01-01,ITDA
18366,2024-07-01,2025-01-01,ITDB
18367,2024-07-01,2025-01-01,ITDC
18368,2024-07-01,2025-01-01,ITDD
18369,2024-07-01,2025-01-01,ITDE
18373,2024-07-01,2025-01-01,ITDF
18374,2024-07-01,2025-01-01,ITDG
18375,2024-07-01,2025-01-01,ITDH
18376,2024-07-01,2025-01-01,ITDI
19865,2024-11-13,2025-01-01,ITDJ
8792,2024-07-01,2025-01-01,ITEQ
8794,2024-07-01,2025-01-01,ITGR
8798,2024-07-01,2025-01-01,ITI
8799,2024-07-01,2025-01-01,ITIC
8800,2024-07-01,2025-01-01,ITM
8802,2024-07-01,2025-01-01,ITOS
8803,2024-07-01,2025-01-01,ITOT
8804,2024-07-01,2025-01-01,ITP
8808,2024-07-01,2025-01-01,ITRG
8809,2024-07-01,2025-01-01,ITRI
8810,2024-07-01,2025-01-01,ITRM
8811,2024-07-01,2025-01-01,ITRN
8812,2024-07-01,2025-01-01,ITT
8813,2024-07-01,2025-01-01,ITUB
8815,2024-07-01,2025-01-01,ITW
19499,2024-09-05,2025-01-01,ITWO
8816,2024-07-01,2025-01-01,IUS
8818,2024-07-01,2025-01-01,IUSB
8819,2024-07-01,2025-01-01,IUSG
8821,2024-07-01,2025-01-01,IUSV
8822,2024-07-01,2025-01-01,IVA
8823,2024-07-01,2025-01-01,IVAC
8824,2024-07-01,2025-01-01,IVAL
8829,2024-07-01,2025-01-01,IVCA
8830,2024-07-01,2025-01-01,IVCAU
8831,2024-07-01,2025-01-01,IVCAW
8832,2024-07-01,2025-01-01,IVCB
8833,2024-07-01,2025-01-01,IVCBU
8834,2024-07-01,2025-01-01,IVCBW
8835,2024-07-01,2025-01-01,IVCP
8836,2024-07-01,2025-01-01,IVCPU
8837,2024-07-01,2025-01-01,IVCPW
8838,2024-07-01,2025-01-01,IVDA
8839,2024-07-01,2025-01-01,IVDAW
8841,2024-07-01,2025-01-01,IVE
8842,2024-07-01,2025-01-01,IVEG
8844,2024-07-01,2025-01-01,IVES
8849,2024-07-01,2025-01-01,IVLU
8850,2024-07-01,2025-01-01,IVOG
8851,2024-07-01,2025-01-01,IVOL
8852,2024-07-01,2025-01-01,IVOO
8853,2024-07-01,2025-01-01,IVOV
18142,2024-07-01,2025-01-01,IVP
8854,2024-07-01,2025-01-01,IVR
8857,2024-07-01,2025-01-01,IVR-B
8858,2024-07-01,2025-01-01,IVR-C
8855,2024-07-01,2025-01-01,IVRA
8859,2024-07-01,2025-01-01,IVRS
8861,2024-07-01,2025-01-01,IVT
8863,2024-07-01,2025-01-01,IVV
8864,2024-07-01,2025-01-01,IVVB
8865,2024-07-01,2025-01-01,IVVD
8866,2024-07-01,2025-01-01,IVVM
18891,2024-07-01,2025-01-01,IVVW
8867,2024-07-01,2025-01-01,IVW
8868,2024-07-01,2025-01-01,IVZ
8869,2024-07-01,2025-01-01,IWB
8870,2024-07-01,2025-01-01,IWC
8871,2024-07-01,2025-01-01,IWD
8872,2024-07-01,2025-01-01,IWDL
8873,2024-07-01,2025-01-01,IWF
8874,2024-07-01,2025-01-01,IWFG
8875,2024-07-01,2025-01-01,IWFH
8876,2024-07-01,2025-01-01,IWFL
8877,2024-07-01,2025-01-01,IWIN
8878,2024-07-01,2025-01-01,IWL
8879,2024-07-01,2025-01-01,IWLG
8880,2024-07-01,2025-01-01,IWM
19224,2024-07-01,2025-01-01,IWMI
8881,2024-07-01,2025-01-01,IWML
18890,2024-07-01,2025-01-01,IWMW
18402,2024-07-01,2025-01-01,IWMY
8882,2024-07-01,2025-01-01,IWN
8883,2024-07-01,2025-01-01,IWO
8884,2024-07-01,2025-01-01,IWP
8885,2024-07-01,2025-01-01,IWR
8886,2024-07-01,2025-01-01,IWS
8887,2024-07-01,2025-01-01,IWTR
8888,2024-07-01,2025-01-01,IWV
8889,2024-07-01,2025-01-01,IWX
8890,2024-07-01,2025-01-01,IWY
8891,2024-07-01,2025-01-01,IX
8892,2024-07-01,2025-01-01,IXAQ
8893,2024-07-01,2025-01-01,IXAQU
8894,2024-07-01,2025-01-01,IXAQW
8895,2024-07-01,2025-01-01,IXC
8896,2024-07-01,2025-01-01,IXG
8897,2024-07-01,2025-01-01,IXHL
8898,2024-07-01,2025-01-01,IXJ
8899,2024-07-01,2025-01-01,IXN
8900,2024-07-01,2025-01-01,IXP
8902,2024-07-01,2025-01-01,IXUS
8903,2024-07-01,2025-01-01,IYC
8904,2024-07-01,2025-01-01,IYE
8905,2024-07-01,2025-01-01,IYF
8906,2024-07-01,2025-01-01,IYG
8907,2024-07-01,2025-01-01,IYH
8908,2024-07-01,2025-01-01,IYJ
8909,2024-07-01,2025-01-01,IYK
8910,2024-07-01,2025-01-01,IYLD
8911,2024-07-01,2025-01-01,IYM
8912,2024-07-01,2025-01-01,IYR
8913,2024-07-01,2025-01-01,IYT
8914,2024-07-01,2025-01-01,IYW
8915,2024-07-01,2025-01-01,IYY
8916,2024-07-01,2025-01-01,IYZ
8917,2024-07-01,2025-01-01,IZEA
8918,2024-07-01,2025-01-01,IZM
8919,2024-07-01,2025-01-01,IZRL
19868,2024-11-13,2025-01-01,IZTC
8920,2024-07-01,2025-01-01,J
19610,2024-09-24,2025-01-01,J#
8921,2024-07-01,2025-01-01,JAAA
8923,2024-07-01,2025-01-01,JACK
19974,2024-12-06,2025-01-01,JACS=
19100,2024-07-01,2025-01-01,JADE
8926,2024-07-01,2025-01-01,JAGX
19262,2024-07-01,2025-01-01,JAJL
8927,2024-07-01,2025-01-01,JAKK
8928,2024-07-01,2025-01-01,JAMF
8929,2024-07-01,2025-01-01,JAN
18637,2024-07-01,2025-01-01,JAND
18638,2024-07-01,2025-01-01,JANH
18644,2024-07-01,2025-01-01,JANJ
18639,2024-07-01,2025-01-01,JANP
18643,2024-07-01,2025-01-01,JANQ
8930,2024-07-01,2025-01-01,JANT
8931,2024-07-01,2025-01-01,JANW
8932,2024-07-01,2025-01-01,JANX
8933,2024-07-01,2025-01-01,JANZ
8943,2024-07-01,2025-01-01,JAVA
8945,2024-07-01,2025-01-01,JAZZ
8946,2024-07-01,2025-01-01,JBBB
19463,2024-08-27,2025-01-01,JBDI
8947,2024-07-01,2025-01-01,JBGS
8948,2024-07-01,2025-01-01,JBHT
8949,2024-07-01,2025-01-01,JBI
8951,2024-07-01,2025-01-01,JBK
8952,2024-07-01,2025-01-01,JBL
8953,2024-07-01,2025-01-01,JBLU
18346,2024-07-01,2025-01-01,JBND
8957,2024-07-01,2025-01-01,JBSS
8958,2024-07-01,2025-01-01,JBT
8961,2024-07-01,2025-01-01,JCE
8962,2024-07-01,2025-01-01,JCHI
8963,2024-07-01,2025-01-01,JCI
8970,2024-07-01,2025-01-01,JCPB
8971,2024-07-01,2025-01-01,JCPI
8973,2024-07-01,2025-01-01,JCSE
19721,2024-10-09,2025-01-01,JCTC
8974,2024-07-01,2025-01-01,JCTCF
8975,2024-07-01,2025-01-01,JCTR
8976,2024-07-01,2025-01-01,JD
8978,2024-09-26,2025-01-01,JDIV
18411,2024-07-01,2025-01-01,JDOC
8979,2024-07-01,2025-01-01,JDST
18601,2024-07-01,2025-01-01,JDVI
19080,2024-07-01,2025-01-01,JDZG
8983,2024-07-01,2025-01-01,JEF
8985,2024-07-01,2025-01-01,JELD
8986,2024-07-01,2025-01-01,JEMA
19429,2024-08-14,2025-01-01,JEMB
8988,2024-07-01,2025-01-01,JEPI
8989,2024-07-01,2025-01-01,JEPQ
18213,2024-07-01,2025-01-01,JEPY
8990,2024-07-01,2025-01-01,JEQ
8991,2024-07-01,2025-01-01,JETD
8992,2024-07-01,2025-01-01,JETS
8993,2024-07-01,2025-01-01,JETU
8994,2024-07-01,2025-01-01,JEWL
8995,2024-07-01,2025-01-01,JFBR
8996,2024-07-01,2025-01-01,JFBRW
8997,2024-07-01,2025-01-01,JFIN
9002,2024-07-01,2025-01-01,JFR
9003,2024-07-01,2025-01-01,JFU
9004,2024-07-01,2025-01-01,JFWD
9005,2024-07-01,2025-01-01,JG
9010,2024-07-01,2025-01-01,JGH
18185,2024-07-01,2025-01-01,JGLO
9012,2024-07-01,2025-01-01,JGRO
19419,2024-08-13,2025-01-01,JGRW
18416,2024-07-01,2025-01-01,JHAC
9016,2024-07-01,2025-01-01,JHCB
20057,2024-12-18,2025-01-01,JHCP
20058,2024-12-18,2025-01-01,JHCR
9020,2024-07-01,2025-01-01,JHDV
9021,2024-07-01,2025-01-01,JHEM
9022,2024-07-01,2025-01-01,JHG
19055,2024-07-01,2025-01-01,JHHY
9023,2024-07-01,2025-01-01,JHI
9024,2024-07-01,2025-01-01,JHID
9026,2024-07-01,2025-01-01,JHMB
9028,2024-07-01,2025-01-01,JHMD
9033,2024-07-01,2025-01-01,JHML
9034,2024-07-01,2025-01-01,JHMM
9037,2024-07-01,2025-01-01,JHMU
9038,2024-07-01,2025-01-01,JHPI
9039,2024-07-01,2025-01-01,JHS
9040,2024-07-01,2025-01-01,JHSC
9041,2024-07-01,2025-01-01,JHX
9045,2024-07-01,2025-01-01,JIG
19867,2024-11-13,2025-01-01,JIII
9050,2024-07-01,2025-01-01,JILL
9051,2024-07-01,2025-01-01,JIRE
18187,2024-07-01,2025-01-01,JIVE
9067,2024-07-01,2025-01-01,JJSF
9077,2024-07-01,2025-01-01,JKHY
9082,2024-07-01,2025-01-01,JKS
18702,2024-07-01,2025-01-01,JL
9083,2024-07-01,2025-01-01,JLL
19086,2024-07-01,2025-01-01,JLQD
9084,2024-07-01,2025-01-01,JLS
9089,2024-07-01,2025-01-01,JMBS
9090,2024-07-01,2025-01-01,JMEE
9093,2024-07-01,2025-01-01,JMHI
9094,2024-07-01,2025-01-01,JMIA
19602,2024-09-18,2025-01-01,JMID
9097,2024-07-01,2025-01-01,JMM
9098,2024-07-01,2025-01-01,JMOM
9106,2024-07-01,2025-01-01,JMSB
9107,2024-07-01,2025-01-01,JMSI
9108,2024-07-01,2025-01-01,JMST
9111,2024-07-01,2025-01-01,JMUB
19151,2024-07-01,2025-01-01,JNEU
9113,2024-07-01,2025-01-01,JNJ
9114,2024-07-01,2025-01-01,JNK
9117,2024-07-01,2025-01-01,JNPR
9118,2024-07-01,2025-01-01,JNUG
9119,2024-07-01,2025-01-01,JNVR
9122,2024-07-01,2025-01-01,JOB
9124,2024-07-01,2025-01-01,JOBY
9125,2024-07-01,2025-01-01,JOBY+
9126,2024-07-01,2025-01-01,JOE
9127,2024-07-01,2025-01-01,JOET
9128,2024-07-01,2025-01-01,JOF
9132,2024-07-01,2025-01-01,JOJO
9134,2024-07-01,2025-01-01,JOUT
18241,2024-07-01,2025-01-01,JPAN
9138,2024-07-01,2025-01-01,JPC
9140,2024-07-01,2025-01-01,JPEF
9142,2024-07-01,2025-01-01,JPEM
9148,2024-07-01,2025-01-01,JPI
9149,2024-07-01,2025-01-01,JPIB
9150,2024-07-01,2025-01-01,JPIE
9152,2024-07-01,2025-01-01,JPIN
9153,2024-07-01,2025-01-01,JPLD
9155,2024-07-01,2025-01-01,JPM
9162,2024-07-01,2025-01-01,JPM-C
9163,2024-07-01,2025-01-01,JPM-D
9172,2024-07-01,2025-01-01,JPM-J
9173,2024-07-01,2025-01-01,JPM-K
9174,2024-07-01,2025-01-01,JPM-L
9175,2024-07-01,2025-01-01,JPM-M
9159,2024-07-01,2025-01-01,JPMB
9164,2024-07-01,2025-01-01,JPME
18169,2024-07-01,2025-01-01,JPMO
9179,2024-07-01,2025-01-01,JPRE
9181,2024-07-01,2025-01-01,JPSE
9182,2024-07-01,2025-01-01,JPST
9183,2024-07-01,2025-01-01,JPSV
9185,2024-07-01,2025-01-01,JPUS
9186,2024-07-01,2025-01-01,JPXN
9187,2024-07-01,2025-01-01,JQC
9188,2024-07-01,2025-01-01,JQUA
9189,2024-07-01,2025-01-01,JRE
9190,2024-07-01,2025-01-01,JRI
9192,2024-07-01,2025-01-01,JRNY
9194,2024-07-01,2025-01-01,JRS
9195,2024-07-01,2025-01-01,JRSH
9196,2024-07-01,2025-01-01,JRVR
9197,2024-07-01,2025-01-01,JSCP
18453,2024-07-01,2025-01-01,JSI
9199,2024-07-01,2025-01-01,JSM
9200,2024-07-01,2025-01-01,JSMD
9201,2024-07-01,2025-01-01,JSML
9202,2024-07-01,2025-01-01,JSPR
9203,2024-07-01,2025-01-01,JSPRW
9204,2024-07-01,2025-01-01,JSTC
18069,2024-07-01,2025-01-01,JTAI
18070,2024-07-01,2025-01-01,JTAIW
18071,2024-07-01,2025-01-01,JTAIZ
18322,2024-07-01,2025-01-01,JTEK
9213,2024-07-01,2025-01-01,JUCY
9217,2024-07-01,2025-01-01,JULD
9218,2024-07-01,2025-01-01,JULH
9219,2024-07-01,2025-01-01,JULJ
19354,2024-07-25,2025-01-01,JULM
19067,2024-07-01,2025-01-01,JULP
9220,2024-07-01,2025-01-01,JULQ
9221,2024-07-01,2025-01-01,JULT
19264,2024-07-01,2025-01-01,JULU
9222,2024-07-01,2025-01-01,JULW
9223,2024-07-01,2025-01-01,JULZ
19013,2024-07-01,2025-01-01,JUNE
19215,2024-07-01,2025-01-01,JUNM
19152,2024-07-01,2025-01-01,JUNP
9227,2024-12-03,2025-01-01,JUNS
9229,2024-07-01,2025-01-01,JUNT
9230,2024-07-01,2025-01-01,JUNW
9231,2024-07-01,2025-01-01,JUNZ
9235,2024-07-01,2025-01-01,JUST
9236,2024-07-01,2025-01-01,JVA
9237,2024-07-01,2025-01-01,JVAL
18871,2024-07-01,2025-01-01,JVSA
18872,2024-07-01,2025-01-01,JVSAR
18691,2024-07-01,2025-01-01,JVSAU
9243,2024-07-01,2025-01-01,JWEL
9244,2024-07-01,2025-01-01,JWN
9248,2024-07-01,2025-01-01,JWSM
9250,2024-07-01,2025-01-01,JWSM+
9249,2024-07-01,2025-01-01,JWSM=
20077,2024-12-20,2025-01-01,JXG
9251,2024-07-01,2025-01-01,JXI
9252,2024-07-01,2025-01-01,JXJT
9253,2024-07-01,2025-01-01,JXN
9255,2024-07-01,2025-01-01,JXN-A
9258,2024-07-01,2025-01-01,JYD
9259,2024-07-01,2025-01-01,JYNT
9260,2024-07-01,2025-01-01,JZ
9262,2024-07-01,2025-01-01,JZXN
9263,2024-07-01,2025-01-01,K
9264,2024-07-01,2025-01-01,KA
9268,2024-07-01,2025-01-01,KACL
9269,2024-07-01,2025-01-01,KACLR
9270,2024-07-01,2025-01-01,KACLU
9271,2024-07-01,2025-01-01,KACLW
9275,2024-07-01,2025-01-01,KAI
9283,2024-07-01,2025-01-01,KALA
9284,2024-07-01,2025-01-01,KALL
9285,2024-07-01,2025-01-01,KALU
9286,2024-07-01,2025-01-01,KALV
19554,2024-09-13,2025-01-01,KAPA
9292,2024-07-01,2025-01-01,KAPR
9293,2024-07-01,2025-01-01,KAR
9296,2024-07-01,2025-01-01,KARO
9297,2024-07-01,2025-01-01,KARS
19383,2024-08-01,2025-01-01,KAUG
9298,2024-07-01,2025-01-01,KAVL
9299,2024-07-01,2025-01-01,KB
9300,2024-07-01,2025-01-01,KBA
19119,2024-07-01,2025-01-01,KBDC
9302,2024-07-01,2025-01-01,KBE
9303,2024-07-01,2025-01-01,KBH
9311,2024-07-01,2025-01-01,KBR
18775,2024-07-01,2025-01-01,KBUF
9314,2024-07-01,2025-01-01,KBWB
9315,2024-07-01,2025-01-01,KBWD
9316,2024-07-01,2025-01-01,KBWP
9317,2024-07-01,2025-01-01,KBWR
9318,2024-07-01,2025-01-01,KBWY
9319,2024-07-01,2025-01-01,KC
19467,2024-08-28,2025-01-01,KCAI
9328,2024-07-01,2025-01-01,KCCA
9330,2024-07-01,2025-01-01,KCE
9331,2024-07-01,2025-01-01,KCGI
9333,2024-07-01,2025-01-01,KCGI+
9332,2024-07-01,2025-01-01,KCGI=
19360,2024-07-26,2025-01-01,KCSH
9335,2024-07-01,2025-01-01,KD
19930,2024-12-02,2025-01-01,KDEC
9338,2024-07-01,2025-01-01,KDIV
19141,2024-07-01,2025-01-01,KDLY
19142,2024-07-01,2025-01-01,KDLYW
9341,2024-07-01,2025-01-01,KDP
9342,2024-07-01,2025-01-01,KDRN
9343,2024-07-01,2025-01-01,KE
18935,2024-07-01,2025-01-01,KEAT
9347,2024-07-01,2025-01-01,KELYA
9348,2024-07-01,2025-01-01,KELYB
9349,2024-07-01,2025-01-01,KEM
9351,2024-07-01,2025-01-01,KEMQ
9352,2024-07-01,2025-01-01,KEMX
9353,2024-07-01,2025-01-01,KEN
9354,2024-07-01,2025-01-01,KEP
9355,2024-07-01,2025-01-01,KEQU
9360,2024-07-01,2025-01-01,KEUA
9361,2024-07-01,2025-01-01,KEX
9362,2024-07-01,2025-01-01,KEY
9363,2024-07-01,2025-01-01,KEY-I
9364,2024-07-01,2025-01-01,KEY-J
9365,2024-07-01,2025-01-01,KEY-K
9366,2024-07-01,2025-01-01,KEY-L
9367,2024-07-01,2025-01-01,KEYS
9369,2024-07-01,2025-01-01,KF
9370,2024-07-01,2025-01-01,KFFB
9371,2024-07-01,2025-01-01,KFRC
9372,2024-07-01,2025-01-01,KFS
9373,2024-07-01,2025-01-01,KFVG
9374,2024-07-01,2025-01-01,KFY
9376,2024-07-01,2025-01-01,KGC
18341,2024-07-01,2025-01-01,KGEI
9379,2024-07-01,2025-01-01,KGRN
9381,2024-07-01,2025-01-01,KGS
9382,2024-07-01,2025-01-01,KHC
19500,2024-09-05,2025-01-01,KHPI
9383,2024-07-01,2025-01-01,KHYB
9384,2024-07-01,2025-01-01,KIDS
9385,2024-07-01,2025-01-01,KIE
9389,2024-07-01,2025-01-01,KIM
9396,2024-07-01,2025-01-01,KIM-L
9397,2024-07-01,2025-01-01,KIM-M
18635,2024-07-01,2025-01-01,KIM-N
9399,2024-07-01,2025-01-01,KIND
9400,2024-07-01,2025-01-01,KINS
9404,2024-07-01,2025-01-01,KIO
9408,2024-07-01,2025-01-01,KIRK
9409,2024-07-01,2025-01-01,KITT
9410,2024-07-01,2025-01-01,KITTW
9411,2024-07-01,2025-01-01,KJAN
9412,2024-07-01,2025-01-01,KJUL
19153,2024-07-01,2025-01-01,KJUN
9413,2024-07-01,2025-01-01,KKR
9417,2024-07-01,2025-01-01,KKRS
9419,2024-07-01,2025-01-01,KLAC
9423,2024-10-09,2025-01-01,KLC
9426,2024-07-01,2025-01-01,KLDW
18306,2024-07-01,2025-01-01,KLG
9428,2024-07-01,2025-01-01,KLIC
9429,2024-07-01,2025-01-01,KLIP
19995,2024-12-11,2025-01-01,KLMN
19232,2024-07-01,2025-01-01,KLMT
9430,2024-07-01,2025-01-01,KLNE
19593,2024-09-17,2025-01-01,KLTO
19592,2024-09-17,2025-01-01,KLTOW
9433,2024-07-01,2025-01-01,KLTR
9434,2024-07-01,2025-01-01,KLXE
18159,2024-07-01,2025-01-01,KLXY
9438,2024-07-01,2025-01-01,KMB
9439,2024-07-01,2025-01-01,KMDA
9441,2024-07-01,2025-01-01,KMET
9444,2024-07-01,2025-01-01,KMI
19753,2024-10-16,2025-01-01,KMID
9446,2024-07-01,2025-01-01,KMLM
9449,2024-07-01,2025-01-01,KMPB
9451,2024-07-01,2025-01-01,KMPR
9452,2024-07-01,2025-01-01,KMT
9453,2024-07-01,2025-01-01,KMX
9454,2024-07-01,2025-01-01,KN
18131,2024-07-01,2025-01-01,KNCT
9458,2024-07-01,2025-01-01,KNDI
9459,2024-07-01,2025-01-01,KNF
9461,2024-07-01,2025-01-01,KNG
9462,2024-07-01,2025-01-01,KNGS
18310,2024-07-01,2025-01-01,KNGZ
19330,2024-07-22,2025-01-01,KNO
9464,2024-07-01,2025-01-01,KNOP
19827,2024-11-01,2025-01-01,KNOV
9465,2024-07-01,2025-01-01,KNOW
9466,2024-07-01,2025-01-01,KNSA
9467,2024-07-01,2025-01-01,KNSL
9472,2024-07-01,2025-01-01,KNTK
9473,2024-07-01,2025-01-01,KNW
9474,2024-07-01,2025-01-01,KNX
9475,2024-07-01,2025-01-01,KO
9476,2024-07-01,2025-01-01,KOCG
9477,2024-07-01,2025-01-01,KOCT
9478,2024-07-01,2025-01-01,KOD
9479,2024-07-01,2025-01-01,KODK
9482,2024-07-01,2025-01-01,KOF
9484,2024-07-01,2025-01-01,KOKU
9486,2024-07-01,2025-01-01,KOLD
9487,2024-07-01,2025-01-01,KOMP
9490,2024-07-01,2025-01-01,KONG
9491,2024-07-01,2025-01-01,KOOL
9492,2024-07-01,2025-01-01,KOP
9493,2024-07-01,2025-01-01,KOPN
9495,2024-07-01,2025-01-01,KORE
9497,2024-07-01,2025-01-01,KORP
9499,2024-07-01,2025-01-01,KORU
9500,2024-07-01,2025-01-01,KOS
9501,2024-07-01,2025-01-01,KOSS
9503,2024-07-01,2025-01-01,KPLT
9504,2024-07-01,2025-01-01,KPLTW
9505,2024-07-01,2025-01-01,KPOP
18774,2024-07-01,2025-01-01,KPRO
9506,2024-07-01,2025-01-01,KPRX
9507,2024-07-01,2025-01-01,KPTI
19336,2024-07-23,2025-01-01,KQQQ
9508,2024-07-01,2025-01-01,KR
9511,2024-07-01,2025-01-01,KRBN
9513,2024-07-01,2025-01-01,KRC
9514,2024-07-01,2025-01-01,KRE
9515,2024-07-01,2025-01-01,KREF
9516,2024-07-01,2025-01-01,KREF-A
9517,2024-07-01,2025-01-01,KRG
9518,2024-07-01,2025-01-01,KRKR
9519,2024-07-01,2025-01-01,KRMA
9520,2024-07-01,2025-01-01,KRMD
9521,2024-07-01,2025-01-01,KRNL
9522,2024-07-01,2025-01-01,KRNLU
9523,2024-07-01,2025-01-01,KRNLW
9524,2024-07-01,2025-01-01,KRNT
9525,2024-07-01,2025-01-01,KRNY
9526,2024-07-01,2025-01-01,KRO
9527,2024-07-01,2025-01-01,KRON
9528,2024-07-01,2025-01-01,KROP
9529,2024-07-01,2025-01-01,KROS
9530,2024-07-01,2025-01-01,KRP
18426,2024-07-01,2025-01-01,KRRO
9531,2024-07-01,2025-01-01,KRT
9533,2024-07-01,2025-01-01,KRUS
9534,2024-07-01,2025-01-01,KRUZ
9535,2024-07-01,2025-01-01,KRYS
9537,2024-07-01,2025-01-01,KSA
9539,2024-07-01,2025-01-01,KSCP
18170,2024-07-01,2025-01-01,KSEA
19485,2024-09-03,2025-01-01,KSEP
9544,2024-07-01,2025-01-01,KSM
18693,2024-07-01,2025-01-01,KSPI
19309,2024-07-16,2025-01-01,KSPY
9549,2024-07-01,2025-01-01,KSS
9551,2024-07-01,2025-01-01,KSTR
9554,2024-07-01,2025-01-01,KT
9555,2024-07-01,2025-01-01,KTB
9557,2024-07-01,2025-01-01,KTCC
9558,2024-07-01,2025-01-01,KTEC
9559,2024-07-01,2025-01-01,KTF
9560,2024-07-01,2025-01-01,KTH
9561,2024-07-01,2025-01-01,KTN
9562,2024-07-01,2025-01-01,KTOS
9566,2024-07-01,2025-01-01,KTRA
9567,2024-07-01,2025-01-01,KTTA
9568,2024-07-01,2025-01-01,KTTAW
9570,2024-07-01,2025-01-01,KUKE
9571,2024-07-01,2025-01-01,KULR
9572,2024-07-01,2025-01-01,KURA
9573,2024-07-01,2025-01-01,KURE
18190,2024-07-01,2025-01-01,KVAC
9577,2024-07-01,2025-01-01,KVACU
18192,2024-07-01,2025-01-01,KVACW
9578,2024-07-01,2025-01-01,KVHI
9579,2024-07-01,2025-01-01,KVLE
9584,2024-07-01,2025-01-01,KVUE
18216,2024-07-01,2025-01-01,KVYO
9585,2024-07-01,2025-01-01,KW
9589,2024-07-01,2025-01-01,KWE
9590,2024-07-01,2025-01-01,KWEB
9591,2024-07-01,2025-01-01,KWESW
9592,2024-07-01,2025-01-01,KWR
9593,2024-07-01,2025-01-01,KWT
9594,2024-07-01,2025-01-01,KXI
9595,2024-07-01,2025-01-01,KXIN
9602,2024-07-01,2025-01-01,KYMR
9603,2024-07-01,2025-01-01,KYN
18771,2024-07-01,2025-01-01,KYTX
9607,2024-07-01,2025-01-01,KZIA
9608,2024-07-01,2025-01-01,KZR
9609,2024-07-01,2025-01-01,L
18318,2024-07-01,2025-01-01,LAAC
9613,2024-07-01,2025-01-01,LAB
9614,2024-07-01,2025-01-01,LABD
9617,2024-07-01,2025-01-01,LABU
9618,2024-07-01,2025-01-01,LAC
9623,2024-07-01,2025-01-01,LAD
9624,2024-07-01,2025-01-01,LADR
9625,2024-07-01,2025-01-01,LAES
9628,2024-07-01,2025-01-01,LAKE
9629,2024-07-01,2025-01-01,LALT
9630,2024-07-01,2025-01-01,LAMR
9631,2024-07-01,2025-01-01,LANC
9632,2024-07-01,2025-01-01,LAND
9633,2024-07-01,2025-01-01,LANDM
9634,2024-07-01,2025-01-01,LANDO
9635,2024-07-01,2025-01-01,LANDP
9636,2024-07-01,2025-01-01,LANV
9637,2024-07-01,2025-01-01,LANV+
18962,2024-07-01,2025-01-01,LAPR
9638,2024-07-01,2025-01-01,LARK
