symbol,date,ratr,ratr_tier
ASAN,2025-01-15,,unknown
ASPN,2025-01-15,0.3414192578306555,normal
ATOM,2025-01-15,0.35465468697699243,normal
BBAI,2025-01-15,0.12987695937974053,narrow
BCS,2025-01-15,0.2932372949179678,narrow
BEAM,2025-01-15,,unknown
BFLY,2025-01-15,0.24804093339951014,narrow
BTBT,2025-01-15,0.33031657355679694,normal
BTDR,2025-01-15,0.21017091658792902,narrow
CDNA,2025-01-15,,unknown
CERT,2025-01-15,1.1097835577409112,wide
CIFR,2025-01-15,0.20140127388534992,narrow
COGT,2025-01-15,0.7229796984491234,wide
COMP,2025-01-15,2.479841776966375,wide
CWK,2025-01-15,0.5422594646732551,normal
DBI,2025-01-15,,unknown
DFH,2025-01-15,,unknown
DNA,2025-01-15,0.16932746146866307,narrow
DRN,2025-01-15,,unknown
EYPT,2025-01-15,0.5760438021056827,normal
FCEL,2025-01-15,,unknown
FSLY,2025-01-15,0.3409781342604678,normal
FUBO,2025-01-15,0.2997431804528795,narrow
GCT,2025-01-15,0.3691896788513682,normal
GLUE,2025-01-15,,unknown
HIMX,2025-01-15,1.2028961482725251,wide
HIVE,2025-01-15,0.5718214182484812,normal
HTZ,2025-01-15,0.6557185094113177,wide
HUT,2025-01-15,0.20957646067721403,narrow
IREN,2025-01-15,0.24899110723187323,narrow
JELD,2025-01-15,0.42158883503554695,normal
JOBY,2025-01-15,0.21930629090757459,narrow
LAES,2025-01-15,0.22151261508351888,narrow
LUMN,2025-01-15,,unknown
MSTU,2025-01-15,0.16092367619928777,narrow
NEO,2025-01-15,,unknown
NNE,2025-01-15,0.269900763021564,narrow
NNOX,2025-01-15,0.35587892546665495,normal
NTLA,2025-01-15,,unknown
NVTS,2025-01-15,0.7438079434913006,wide
OKLO,2025-01-15,0.4862251151594536,normal
OMER,2025-01-15,,unknown
OPFI,2025-01-15,0.45076909416085126,normal
OUST,2025-01-15,0.18718518218266494,narrow
PDYN,2025-01-15,0.35540413559120854,normal
PGY,2025-01-15,0.249199558878776,narrow
PL,2025-01-15,,unknown
PLTU,2025-01-15,0.15318906113765382,narrow
POET,2025-01-15,0.2258673340152877,narrow
PRCH,2025-01-15,,unknown
QBTS,2025-01-15,0.1675551021537496,narrow
QMCO,2025-01-15,0.24942167002673565,narrow
QUBT,2025-01-15,0.20403406412211184,narrow
RCAT,2025-01-15,0.19959465718539735,narrow
RGTI,2025-01-15,0.38146821872136183,normal
RGTIW,2025-01-15,0.07889190886360063,narrow
RKT,2025-01-15,,unknown
RUM,2025-01-15,0.1255517192456826,narrow
RUN,2025-01-15,,unknown
SERV,2025-01-15,0.4250868058348176,normal
SKYT,2025-01-15,0.1950055037079753,narrow
SMX,2025-01-15,,unknown
SOFI,2025-01-15,,unknown
SOXL,2025-01-15,0.17111744328541295,narrow
TALK,2025-01-15,,unknown
TSLL,2025-01-15,0.19403703874850492,narrow
URGN,2025-01-15,0.5970719287078279,normal
VNET,2025-01-15,,unknown
VRME,2025-01-15,0.32759723218328135,normal
VUZI,2025-01-15,0.12687707909464027,narrow
WKEY,2025-01-15,0.18824731475413486,narrow
WOLF,2025-01-15,0.5524744553873707,normal
WULF,2025-01-15,0.2867216267554309,narrow
WVE,2025-01-15,,unknown
XXII,2025-01-15,0.7138909586344552,wide
API,2025-01-16,0.6989712112042876,wide
ARQQ,2025-01-16,0.21860162352833595,narrow
BBAI,2025-01-16,0.28029093378904024,narrow
DAN,2025-01-16,,unknown
HUYA,2025-01-16,,unknown
IMNM,2025-01-16,0.47793886523777745,normal
INTZ,2025-01-16,0.39691337620374123,normal
LTH,2025-01-16,,unknown
MBIO,2025-01-16,10.945678245079106,wide
QUBT,2025-01-16,0.2834994691413634,narrow
BMBL,2025-01-17,,unknown
BZAI,2025-01-17,,unknown
CIFR,2025-01-17,0.41894579000554305,normal
CLSK,2025-01-17,0.35864862410762643,normal
ETHT,2025-01-17,0.11416171722745098,narrow
ETHU,2025-01-17,0.1370238271396826,narrow
IBRX,2025-01-17,0.7870055327080697,wide
INTC,2025-01-17,0.8719362491635736,wide
IREN,2025-01-17,0.3980067788873796,normal
ISPC,2025-01-17,,unknown
LAES,2025-01-17,0.2329590847987455,narrow
MARA,2025-01-17,0.41820658630623414,normal
MSTU,2025-01-17,0.28364202300930935,narrow
SSL,2025-01-17,0.4776230499643344,normal
VS,2025-01-17,,unknown
WKEY,2025-01-17,0.1429303268783653,narrow
WULF,2025-01-17,0.35260196463258403,normal
XXII,2025-01-17,0.30323772146896194,normal
AMPX,2025-01-21,0.6141423168792682,wide
BAK,2025-01-21,1.0135573901554846,wide
BKSY,2025-01-21,,unknown
BTCS,2025-01-21,,unknown
BTCT,2025-01-21,1.2838060960659814,wide
EOLS,2025-01-21,1.2925499382453671,wide
KROS,2025-01-21,0.4863743792607777,normal
LUNR,2025-01-21,1.056698187320451,wide
MRNY,2025-01-21,0.24545352345728305,narrow
NNE,2025-01-21,0.3588610157089579,normal
OKLO,2025-01-21,0.812911937466633,wide
OPFI,2025-01-21,0.4947904431214589,normal
PL,2025-01-21,,unknown
RDW,2025-01-21,0.8942508432721156,wide
REPL,2025-01-21,0.6977402719174872,wide
RGTI,2025-01-21,0.4246777469512568,normal
RGTIW,2025-01-21,0.18965664652900377,narrow
RKLB,2025-01-21,1.3283258558727313,wide
SMR,2025-01-21,0.7767182820493042,wide
SPCB,2025-01-21,0.31448092901430413,normal
UMAC,2025-01-21,0.17032847276066468,narrow
VATE,2025-01-21,1.4975351645558101,wide
VSAT,2025-01-21,1.6520749497960425,wide
XPEV,2025-01-21,0.2027048634717002,narrow
ABSI,2025-01-22,0.5740082361484786,normal
CRNC,2025-01-22,0.4983556894488422,normal
FCEL,2025-01-22,,unknown
GNLX,2025-01-22,,unknown
MGX,2025-01-22,1.78646396322013,wide
MOB,2025-01-22,0.19647748032092038,narrow
NUAI,2025-01-22,0.34293757272044767,normal
NVDX,2025-01-22,0.4065088619861628,normal
PDYN,2025-01-22,0.7331019456969008,wide
QBTS,2025-01-22,0.22372980096429934,narrow
QUBT,2025-01-22,0.18595264028765499,narrow
RCAT,2025-01-22,0.35414316499480614,normal
RZLV,2025-01-22,0.29045918623912365,narrow
SNCY,2025-01-22,,unknown
TSSI,2025-01-22,0.3215316162402338,normal
DXST,2025-01-23,,unknown
EVLV,2025-01-23,0.7364061093284376,wide
NTRB,2025-01-23,0.9318269742250601,wide
PDYN,2025-01-23,0.33976657923512804,normal
TAL,2025-01-23,0.9026354070239772,wide
TJGC,2025-01-23,,unknown
VNCE,2025-01-23,0.8905473949878304,wide
XCUR,2025-01-23,1.210209186386738,wide
DAN,2025-01-24,0.9166624559985195,wide
DDD,2025-01-24,0.8754828030163686,wide
DWTX,2025-01-24,1.4984024062268009,wide
ETHT,2025-01-24,0.10837335500043675,narrow
ETHU,2025-01-24,0.13131615450234355,narrow
EVAX,2025-01-24,1.486338451772287,wide
GRND,2025-01-24,0.8256236534463237,wide
HSAI,2025-01-24,0.3781683764071171,normal
KC,2025-01-24,0.8655242895845118,wide
LAES,2025-01-24,0.09881705305313826,narrow
RNAZ,2025-01-24,1.317882299477392,wide
SGHC,2025-01-24,0.9300549151536129,wide
VNCE,2025-01-24,0.3537360158357575,normal
WKEY,2025-01-24,0.43428633256094096,normal
WULF,2025-01-24,0.3579671898948799,normal
BNGO,2025-01-27,10.316875460574805,wide
BTCZ,2025-01-27,0.18337363937218834,narrow
CDT,2025-01-27,12.313722549166659,wide
EVER,2025-01-27,0.8861401924985735,wide
FNGD,2025-01-27,0.3972933342517161,normal
KC,2025-01-27,0.6534450678428978,wide
MSTZ,2025-01-27,0.24033974762496202,narrow
NVDD,2025-01-27,0.7479492492082586,wide
NVDQ,2025-01-27,0.7052872696936513,wide
NVDS,2025-01-27,0.711970944975458,wide
PLTD,2025-01-27,0.5118156823697293,normal
SBIT,2025-01-27,0.2062852802618599,narrow
SMST,2025-01-27,0.2550131525275068,narrow
SOXS,2025-01-27,0.37751136248972217,normal
SPXS,2025-01-27,0.4136482804236246,normal
SPXU,2025-01-27,0.4131801348977891,normal
TSLQ,2025-01-27,0.30278920660800634,normal
UVXY,2025-01-27,0.7893530883647893,wide
APLD,2025-01-28,0.3894164910154257,normal
AVGX,2025-01-28,0.42578378389830895,normal
AVL,2025-01-28,0.4227047236066417,normal
BKSY,2025-01-28,0.9383447550589716,wide
BTDR,2025-01-28,0.3170821533441274,normal
CDT,2025-01-28,1.3675350580008625,wide
DFTX,2025-01-28,0.6105626901030358,wide
HIMX,2025-01-28,0.4341690905765261,normal
IVZ,2025-01-28,1.1567295436349012,wide
LUNR,2025-01-28,0.7345004481057341,wide
NBIS,2025-01-28,0.3747057604023268,normal
NVDG,2025-01-28,0.2895212064850356,narrow
NVDX,2025-01-28,0.30272551672985687,normal
NVNI,2025-01-28,1.0432499631569085,wide
NVTS,2025-01-28,0.3048120950559826,normal
QBTS,2025-01-28,0.2308821901237498,narrow
RDW,2025-01-28,0.7952613089640492,wide
REVB,2025-01-28,3.4898793498853267,wide
RGTI,2025-01-28,0.29555800454252634,narrow
RGTIW,2025-01-28,0.1727918960036098,narrow
SERV,2025-01-28,0.29126055474460627,narrow
SGRY,2025-01-28,0.6302272201639726,wide
SMR,2025-01-28,0.46501756425480917,normal
WULF,2025-01-28,0.530057105857769,normal
YIBO,2025-01-28,0.5833008932221864,normal
ARRY,2025-01-29,0.6539812634672475,wide
BABX,2025-01-29,0.43648058810015977,normal
EXTR,2025-01-29,3.1162326972570678,wide
NVNI,2025-01-29,0.9793978803889076,wide
PL,2025-01-29,1.9049986484177819,wide
SRFM,2025-01-29,0.9488169707418846,wide
TH,2025-01-29,0.808946578983591,wide
ACMR,2025-01-30,1.0042117587714814,wide
ACON,2025-01-30,78.63338676436912,wide
AVGX,2025-01-30,0.33245197882280414,normal
AVL,2025-01-30,0.342095359852016,normal
BBAI,2025-01-30,0.9041130563172335,wide
BLRX,2025-01-30,20.380454079357374,wide
CORZ,2025-01-30,0.2073400462959049,narrow
ETHT,2025-01-30,0.07685715350316104,narrow
ETHU,2025-01-30,0.06117578425892554,narrow
FLG,2025-01-30,0.47452912683656007,normal
FLNC,2025-01-30,0.5061546827826939,normal
JG,2025-01-30,0.4391975693568623,normal
LAES,2025-01-30,0.09382352371533678,narrow
NOK,2025-01-30,0.8555150925335929,wide
NVNI,2025-01-30,0.58008793434258,normal
TSLL,2025-01-30,0.44051550251658655,normal
TSLY,2025-01-30,0.36324956244766404,normal
ASTS,2025-01-31,0.25753586795613426,narrow
CIFR,2025-01-31,0.9126297199709736,wide
CYCN,2025-01-31,1.4886991026609253,wide
ETHU,2025-01-31,0.11055966851784355,narrow
TSSI,2025-01-31,0.4388292519054053,normal
VIAV,2025-01-31,2.3712023619119407,wide
BITI,2025-02-03,0.45099084239265286,normal
BTCZ,2025-02-03,0.43013878662106353,normal
EDZ,2025-02-03,0.3810658798261145,normal
FNGD,2025-02-03,0.1749297991567895,narrow
KC,2025-02-03,0.6841052181194482,wide
LABD,2025-02-03,0.36549686002294524,normal
MSTZ,2025-02-03,0.40930681568531285,normal
NVDQ,2025-02-03,0.32080072733592924,normal
NVDS,2025-02-03,0.2536976321774353,narrow
REBN,2025-02-03,1.5314686875008519,wide
SBIT,2025-02-03,0.45880285143755034,normal
SMST,2025-02-03,0.40528947052205294,normal
SOXS,2025-02-03,0.18540383895722776,narrow
SRTY,2025-02-03,0.2590779987200302,narrow
TSLQ,2025-02-03,0.21595463535012446,narrow
TZA,2025-02-03,0.27089259108763447,narrow
UNG,2025-02-03,0.07594603181983768,narrow
UVXY,2025-02-03,0.6409397752156929,wide
BBAI,2025-02-04,0.6344271732872769,wide
BILI,2025-02-04,0.3609173988570293,normal
ETHT,2025-02-04,0.19868438217430498,narrow
ETHU,2025-02-04,0.1948488458866989,narrow
EVAX,2025-02-04,0.2594629995761658,narrow
GHRS,2025-02-04,0.7176258850829432,wide
GRAB,2025-02-04,0.973738561232874,wide
IMNM,2025-02-04,0.4125453227784688,normal
KC,2025-02-04,0.3689517614190833,normal
LI,2025-02-04,0.40147117158526296,normal
RGTIW,2025-02-04,0.3024205213925234,normal
SNCY,2025-02-04,1.8841504594481167,wide
VNET,2025-02-04,0.33815240552038617,normal
XPEV,2025-02-04,0.7453964828299302,wide
ACB,2025-02-05,1.961956423733476,wide
AMTM,2025-02-05,0.6246058206832195,wide
BBAI,2025-02-05,0.981488058021757,wide
ETHT,2025-02-05,0.0809600382591882,narrow
ETHU,2025-02-05,0.07405114437398934,narrow
GGLS,2025-02-05,0.4683731850660635,normal
HMC,2025-02-05,0.4167364578901208,normal
LUMN,2025-02-05,1.805268776763892,wide
MAT,2025-02-05,2.5601979296931856,wide
NOV,2025-02-05,1.5494252367498997,wide
NVDX,2025-02-05,0.155128052998226,narrow
NVNI,2025-02-05,0.20173232779017497,narrow
OI,2025-02-05,1.110319975317825,wide
REBN,2025-02-05,0.4256735717795529,normal
SAN,2025-02-05,0.3700851043598153,normal
TNXP,2025-02-05,9.078685774044143,wide
AMSC,2025-02-06,1.6706782550373087,wide
APPS,2025-02-06,2.986081061589501,wide
BBAI,2025-02-06,0.7029772855452651,wide
CX,2025-02-06,0.9557433915757151,wide
HSAI,2025-02-06,0.8217690441425233,wide
KC,2025-02-06,0.6699228647228683,wide
LAES,2025-02-06,0.39995864284969584,normal
LI,2025-02-06,0.3270871715652266,normal
MT,2025-02-06,0.37954753910932765,normal
PDYN,2025-02-06,0.6197426240969015,wide
PTON,2025-02-06,1.6973444032267597,wide
QNTM,2025-02-06,1.8054787902481755,wide
QUCY,2025-02-06,0.43017262272813944,normal
RDCM,2025-02-06,0.5453803520609667,normal
RNAZ,2025-02-06,0.40461017880198263,normal
SNDX,2025-02-06,0.799519596017631,wide
WKEY,2025-02-06,0.2189180236878935,narrow
BABX,2025-02-07,0.7618398131693895,wide
BYRN,2025-02-07,1.6475600888226296,wide
CLSK,2025-02-07,1.119384795775088,wide
CRML,2025-02-07,0.44810309406369775,normal
ETHT,2025-02-07,0.060247630054960845,narrow
ETHU,2025-02-07,0.06952598829376674,narrow
GRRR,2025-02-07,0.5256121844883963,normal
LI,2025-02-07,0.41252431327633615,normal
MSTU,2025-02-07,0.3542706205580779,normal
PGY,2025-02-07,1.463700234192039,wide
RZLV,2025-02-07,0.4002292224909361,normal
TNXP,2025-02-07,0.46055119473827444,normal
ULCC,2025-02-07,0.6527974114750463,wide
AIOT,2025-02-10,4.096763252825099,wide
ASAN,2025-02-10,0.6069396582351598,wide
BABX,2025-02-10,0.34151949991619096,normal
BBAI,2025-02-10,0.9169189379512085,wide
BBAI.WS,2025-02-10,0.9206953825893489,wide
BFRG,2025-02-10,0.858262727357518,wide
BZAI,2025-02-10,0.6589529153947317,wide
CENX,2025-02-10,1.4901711793963348,wide
CLF,2025-02-10,2.1479915416293176,wide
DOMH,2025-02-10,1.1843202835527613,wide
ETHT,2025-02-10,0.05029490632291907,narrow
ETHU,2025-02-10,0.05884071629915576,narrow
GRRR,2025-02-10,0.5304345367355794,normal
HSAI,2025-02-10,1.0620592700182208,wide
KC,2025-02-10,0.5868275523534084,normal
LFVN,2025-02-10,0.47973612847037334,normal
LYFT,2025-02-10,0.5714014959289722,normal
MBLY,2025-02-10,0.4988365523176747,normal
NOTV,2025-02-10,0.4646240330159724,normal
PBK,2025-02-10,0.3835420562727092,normal
PDYN,2025-02-10,0.6366430731664021,wide
RIME,2025-02-10,97.15380748931894,wide
SATL,2025-02-10,1.445436521829592,wide
SLDB,2025-02-10,1.7184921849961283,wide
SPRY,2025-02-10,0.7109840792197547,wide
SUUN,2025-02-10,0.3835420562727092,normal
TALK,2025-02-10,1.1215951575574161,wide
UBRL,2025-02-10,0.3512481902269072,normal
BZH,2025-02-11,0.6912556739357164,wide
COMP,2025-02-11,0.8922969351899643,wide
JG,2025-02-11,0.5135663046139219,normal
SATL,2025-02-11,1.4634901788710197,wide
SLQT,2025-02-11,2.598057285808356,wide
TIMB,2025-02-11,0.6891809098635958,wide
TVTX,2025-02-11,1.4820244611688767,wide
AIFF,2025-02-12,1.648958755027903,wide
BABX,2025-02-12,0.35816012945282405,normal
BEKE,2025-02-12,0.48140429807416246,normal
BZAI,2025-02-12,0.27980031055041715,narrow
CLMT,2025-02-12,1.5677006263115922,wide
FRSH,2025-02-12,2.460529368674528,wide
PROP,2025-02-12,0.490066354984465,normal
PUK,2025-02-12,0.5665285253806731,normal
SMCL,2025-02-12,0.9263323579325979,wide
AIFF,2025-02-13,1.00237406112132,wide
AUR,2025-02-13,1.2307906062240637,wide
BBAI,2025-02-13,0.3988402604608355,normal
BBAI.WS,2025-02-13,0.40414040765119735,normal
BKSY,2025-02-13,0.3229304613152235,normal
DOMH,2025-02-13,0.4118375499604025,normal
GRRR,2025-02-13,0.7174143426347445,wide
HIMX,2025-02-13,1.094884353505437,wide
OGN,2025-02-13,1.9159471367656664,wide
OPRT,2025-02-13,2.3765797553669157,wide
OPTU,2025-02-13,1.1413993977408712,wide
PGY,2025-02-13,1.1719339367911104,wide
PLRX,2025-02-13,0.3401128333866411,normal
RBBN,2025-02-13,2.8263601348098244,wide
RDW,2025-02-13,0.3320007538392688,normal
SATL,2025-02-13,0.2894783098748597,narrow
SOC,2025-02-13,0.6856250593473657,wide
SONY,2025-02-13,1.5023592623179494,wide
TANH,2025-02-13,21.507441190590487,wide
TSLL,2025-02-13,0.27579869463756435,narrow
TSLT,2025-02-13,0.2719868135580438,narrow
U,2025-02-13,0.7953756457034593,wide
APLD,2025-02-14,0.5642685330957204,normal
BILI,2025-02-14,0.5187757352774981,normal
BZAI,2025-02-14,0.6242074225600214,wide
CAE,2025-02-14,2.1756984528832657,wide
CERT,2025-02-14,1.3249039550135,wide
DCH,2025-02-14,0.9150439005248446,wide
DFTX,2025-02-14,0.8517056413239384,wide
EH,2025-02-14,1.8479958370121607,wide
FRO,2025-02-14,0.40964368228408493,normal
GCL,2025-02-14,0.2561761320697749,narrow
GME,2025-02-14,1.5221408945356274,wide
GT,2025-02-14,0.9526614251610287,wide
HLF,2025-02-14,0.6301471424661378,wide
