symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry
BFRG,2025-02-10,10:28:00,3.50,3.40,3.69,4050,10:34:00,3.61,trail_stop,467.08,3.30,8,0.0964,0.1975,2.50,390.42,5.79,31.05,4,37464,5293,0.1900,3.41,3.48,3.46,3.48,3.44,3.44,6799,3.22,4.35,3.20,3.36,14154888,35.92,690024,20.51,,10223833,118,4,-0.78,15.03,False,-0.06,2,5.79,-0.28,1.60,1.00,0.30,0.00,0.30,0.00,0.00,1.600,0.983,0.00,0.00,31.82
DOMH,2025-02-10,10:08:00,4.17,4.01,4.52,1858,10:14:00,4.00,stop,-320.84,-4.14,10,0.1606,0.3497,2.50,298.49,12.32,47.31,2,23549,19352,0.4650,4.02,4.15,4.14,4.16,4.07,4.14,10146,3.90,6.50,3.74,6.16,23714849,73.98,467391,50.74,,9239991,98,3,-3.14,16.61,False,-0.06,4,12.32,-2.64,1.30,1.00,0.00,0.30,0.00,0.00,0.00,1.300,0.983,0.00,0.00,44.88
MNTS,2025-02-10,10:00:00,5.21,4.97,5.72,1158,10:03:00,5.33,trail_stop,144.70,2.40,5,0.2331,0.5180,2.50,269.93,10.81,49.02,2,217198,215303,0.5100,4.98,5.18,5.11,5.25,5.10,5.18,192103,4.69,6.35,4.15,4.46,47961331,53.01,224145,213.97,,5716483,90,1,3.95,2.61,False,-0.06,3,10.81,4.41,1.20,1.00,0.00,0.00,0.00,0.00,0.00,1.200,0.983,0.20,0.00,44.47
OSS,2025-02-10,10:43:00,4.72,4.56,5.07,1719,11:39:00,4.55,stop,-303.88,-3.74,54,0.1631,0.3490,2.50,280.37,3.81,35.29,4,16016,7407,0.1700,4.57,4.70,4.64,4.71,4.64,4.71,21750,4.25,4.88,4.11,4.39,801378,18.73,238283,3.36,,21535951,133,4,6.42,4.68,False,-0.06,4,3.81,6.51,1.20,1.00,0.00,-0.30,0.30,0.00,0.00,1.200,0.983,0.20,0.00,14.78
BFRG,2025-02-11,10:31:00,3.80,3.67,4.07,2181,10:49:00,3.86,trail_stop,130.39,1.57,20,0.1293,0.2750,2.50,282.01,5.50,30.77,3,29529,18683,0.1950,3.68,3.78,3.78,3.80,3.74,3.74,24418,3.51,4.00,3.01,3.02,3563481,32.89,1386121,2.57,,10223833,121,1,4.08,4.46,False,0.07,2,5.50,4.52,1.20,1.00,0.30,-0.30,0.00,0.00,0.00,1.200,0.813,0.20,0.00,11.90
DOMH,2025-02-11,10:47:00,8.45,8.21,8.95,2850,10:54:00,8.19,stop,-760.04,-3.16,12,0.2420,0.5000,2.50,689.84,8.27,44.62,2,113598,53074,0.6500,8.22,8.41,8.23,8.65,8.23,8.60,136462,10.43,11.33,7.33,7.46,33245308,54.57,1651460,20.13,,9239991,137,1,-10.75,28.25,False,0.07,4,8.27,-10.19,1.90,1.50,0.30,0.30,0.30,0.00,0.00,1.900,0.813,0.00,0.00,89.15
GOCO,2025-02-11,10:05:00,19.32,18.89,20.09,1072,10:07:00,18.83,stop,-517.53,-2.50,5,0.4261,0.7750,2.50,456.78,6.99,47.12,2,2242,1260,1.2733,18.90,19.20,19.22,19.42,19.21,19.42,1772,16.71,20.00,16.71,18.99,329832,19.69,53607,6.15,,10141268,95,1,2.88,2.58,False,0.07,3,6.99,3.41,2.10,1.00,0.30,0.30,0.30,0.00,0.00,2.100,0.813,0.20,0.00,19.58
RLGT,2025-02-11,09:40:00,7.94,7.79,8.19,3135,09:50:00,7.77,stop,-541.95,-2.18,12,0.1495,0.2503,2.50,468.68,5.87,31.82,3,5314,4363,0.4400,7.80,7.89,7.90,7.92,7.89,7.90,3941,7.45,7.94,7.15,7.17,414817,11.02,104503,3.97,,33890923,70,1,2.44,5.67,False,0.07,3,5.87,2.88,1.80,1.50,0.30,0.30,0.00,0.00,0.00,1.800,0.813,0.20,0.00,12.20
STIM,2025-02-11,10:07:00,3.80,3.65,4.12,1846,15:45:00,3.95,force_close,284.65,4.06,340,0.1489,0.3250,2.50,274.87,4.96,22.86,3,12512,7809,0.1750,3.66,3.78,3.75,3.79,3.75,3.79,9187,3.84,4.00,3.51,3.93,1881327,13.96,2029875,0.93,,28677738,97,1,1.54,-0.52,False,0.07,2,4.96,2.04,1.20,1.00,0.30,-0.30,0.00,0.00,0.20,1.200,0.813,0.00,0.00,13.65
STKS,2025-02-11,10:09:00,3.35,3.22,3.64,2869,11:11:00,3.21,stop,-405.49,-4.22,35,0.1317,0.2875,2.50,377.78,3.69,4.35,3,456,455,0.1150,3.23,3.33,3.28,3.34,3.28,3.34,401,2.99,3.34,2.89,3.17,157024,15.57,97284,1.61,,20494153,99,1,8.32,-6.56,False,0.07,4,3.69,8.76,1.10,1.50,0.00,-0.30,0.00,0.00,0.20,1.100,0.813,0.20,0.00,15.40
ATOM,2025-02-12,09:53:00,5.01,4.87,5.31,2502,09:54:00,5.00,post_fill_exit,-37.64,-0.30,1,0.1448,0.2997,2.50,362.41,6.01,21.43,2,29405,23160,0.2800,4.88,4.99,,,,,,5.03,5.53,4.51,5.32,4286298,22.62,812109,5.28,,35309073,83,3,0.87,-41.85,False,-0.07,3,6.01,,1.00,1.50,0.30,0.00,0.00,-0.50,0.20,1.000,0.791,0.00,0.00,17.52
BFRG,2025-02-12,09:45:00,3.27,3.12,3.59,1077,10:01:00,3.11,stop,-167.54,-4.76,21,0.1462,0.3249,2.50,157.46,15.65,47.72,4,17449,12029,0.4399,3.04,3.25,3.18,3.36,3.18,3.31,23401,2.82,3.50,2.81,3.24,1604052,24.56,1558257,1.03,,10223833,75,2,5.91,-6.47,False,-0.07,6,15.65,5.45,0.70,1.00,0.00,0.00,0.00,-0.50,0.00,0.700,0.791,0.20,0.00,15.65
GNSS,2025-02-12,10:21:00,3.25,3.19,3.38,2924,12:47:00,3.50,exhaust+trail_stop,668.12,7.02,102,0.0650,0.1220,2.50,190.04,7.54,34.78,5,6335,1110,0.2300,3.20,3.24,3.23,3.27,3.22,3.27,10227,2.85,3.68,2.85,3.53,819929,29.12,146226,5.61,,38214802,111,2,3.94,-2.06,False,-0.07,3,7.54,3.71,1.60,1.00,0.30,0.30,0.30,-0.50,0.00,1.600,0.791,0.20,0.00,15.09
PAL,2025-02-12,09:50:00,11.31,11.13,11.63,2851,09:53:00,11.09,stop,-615.39,-1.91,6,0.1825,0.3155,2.50,520.22,3.35,-18.84,3,2334,570,0.3588,11.14,11.25,11.20,11.36,11.20,11.20,4465,10.25,11.36,9.94,10.95,426415,14.30,313830,1.36,,24026203,80,2,8.93,-4.65,False,-0.07,2,3.35,8.79,1.20,1.50,0.00,0.00,0.30,-0.50,0.20,1.200,0.791,0.20,0.00,13.22
RPID,2025-02-12,09:59:00,2.70,2.65,2.79,6358,10:00:00,2.69,post_fill_exit,-51.55,-0.30,1,0.0524,0.0865,2.50,333.45,3.85,40.00,2,4077,1520,0.1000,2.66,2.68,,,,,,3.00,3.30,2.60,3.26,617080,26.92,460948,1.34,,22220947,89,2,-3.27,11.94,False,-0.07,3,3.85,,1.10,1.00,0.00,0.30,0.30,-0.50,0.00,1.100,0.791,0.00,0.00,17.31
STAA,2025-02-12,09:41:00,15.04,14.32,16.54,351,14:59:00,15.86,trail_stop,286.34,5.42,320,0.7216,1.4920,2.50,253.30,8.89,34.17,4,82171,59289,1.2000,14.29,14.92,14.97,15.04,14.92,14.98,72670,14.50,16.63,13.50,16.48,8289226,23.19,593850,13.96,Healthcare,29794297,71,1,6.01,-33.73,False,-0.07,3,8.89,6.42,0.70,1.50,0.30,-0.30,0.00,-0.50,0.00,0.700,0.791,0.20,0.00,10.52
CRSR,2025-02-13,09:46:00,12.04,11.67,12.82,960,09:54:00,11.63,stop,-391.03,-3.38,10,0.3723,0.7810,2.50,357.42,17.38,8.00,4,46421,22504,1.7500,11.68,11.98,11.92,12.07,11.83,12.03,85402,10.07,12.60,10.07,12.51,5445847,25.12,1189333,4.58,,46738369,76,1,6.27,1.31,False,0.02,10,17.38,6.01,1.50,1.00,0.00,0.30,0.30,-0.50,0.20,1.500,0.679,0.20,0.00,20.32
IMPP,2025-02-13,10:15:00,2.81,2.75,2.91,4499,10:16:00,2.81,post_fill_exit,-37.98,-0.30,1,0.0640,0.1000,2.50,287.94,3.35,11.12,2,3359,2312,0.0899,2.76,2.79,,,,,,2.72,2.89,2.55,2.84,382214,13.33,310207,1.23,,11773610,105,4,2.53,1.02,False,0.02,4,3.35,,0.90,1.00,0.00,0.00,0.00,-0.50,0.20,0.900,0.679,0.20,0.00,18.04
INLF,2025-02-13,10:25:00,6.43,6.29,6.71,3544,10:32:00,6.81,exhaust+trail_stop,1496.48,6.56,12,0.1420,0.2750,2.50,503.25,5.43,33.33,2,6331,297,0.3300,6.30,6.40,6.40,6.40,6.40,6.40,424,5.80,10.00,5.80,9.01,1255930,72.41,234917,5.35,,12863145,115,1,5.21,-3.17,False,0.02,3,5.43,5.53,1.30,1.50,0.30,0.00,0.30,-0.50,0.00,1.300,0.679,0.20,0.00,10.52
MNTS,2025-02-13,10:45:00,3.87,3.70,4.25,1947,10:46:00,3.86,post_fill_exit,-22.60,-0.30,1,0.1732,0.3850,2.50,337.32,11.59,37.25,2,25001,14374,0.4000,3.70,3.85,,,,,,3.50,3.95,3.30,3.60,1165615,19.70,2740375,0.43,,5716483,135,1,8.23,4.34,False,0.02,6,11.59,,1.00,1.50,0.00,0.00,0.30,-0.50,0.00,1.000,0.679,0.20,0.00,16.67
MTW,2025-02-13,09:43:00,12.06,11.74,12.43,2998,09:44:00,12.02,post_fill_exit,-108.47,-0.30,1,0.3200,0.3750,2.50,959.36,14.69,4.95,3,13465,3319,1.5150,11.75,11.89,,,,,,10.33,12.12,10.31,10.90,1144732,17.60,246479,4.64,,32964028,73,2,5.31,5.73,False,0.02,8,14.69,,1.50,1.50,0.00,0.30,0.30,-0.50,0.20,1.500,0.679,0.20,0.00,21.70
MTW,2025-02-13,09:45:00,12.07,11.74,12.45,2998,09:46:00,12.03,post_fill_exit,-108.56,-0.30,1,0.3303,0.3750,2.50,990.09,14.69,4.95,3,13465,3319,1.5150,11.75,11.89,,,,,,10.33,12.12,10.31,10.90,1144732,17.60,246479,4.64,,32964028,75,2,4.75,5.73,False,0.02,8,14.69,,1.50,1.50,0.00,0.30,0.30,-0.50,0.20,1.500,0.679,0.20,0.00,24.05
OPRT,2025-02-13,09:40:00,7.74,7.39,8.51,583,09:41:00,7.72,post_fill_exit,-13.53,-0.30,1,0.3465,0.7700,2.50,202.01,10.00,23.53,2,45415,44952,0.6800,7.32,7.70,,,,,,6.87,7.75,6.20,6.40,3988252,25.00,322385,12.37,,27607966,70,1,5.96,16.24,False,0.02,2,10.00,,0.60,1.50,0.00,-0.30,0.00,-0.50,0.20,0.600,0.679,0.20,0.00,25.19
ASYS,2025-02-14,09:42:00,5.63,5.48,5.93,1101,09:51:00,5.46,stop,-184.45,-2.98,9,0.1511,0.3050,2.50,166.36,5.83,-12.30,2,2733,1188,0.3000,5.49,5.60,5.60,5.74,5.59,5.68,8309,5.30,6.10,5.15,5.84,208410,18.45,36732,5.67,,10383906,72,1,5.68,4.90,False,0.05,3,5.83,4.87,2.00,1.50,0.30,0.00,0.30,0.00,0.20,2.000,0.899,0.20,0.00,13.88
CRBP,2025-02-14,10:18:00,8.49,8.30,8.87,1600,10:21:00,8.28,stop,-347.44,-2.56,6,0.1922,0.3750,2.50,307.60,4.24,11.76,4,4644,3644,0.3400,8.31,8.45,8.34,8.55,8.34,8.52,24739,8.27,9.41,8.01,8.51,1162355,17.48,248936,4.67,,12741521,108,1,-0.44,-15.61,False,0.05,5,4.24,0.08,1.20,1.00,0.00,0.00,0.00,0.00,0.20,1.200,0.899,0.00,0.00,16.20
INLF,2025-02-14,09:46:00,10.36,9.90,11.39,871,10:12:00,11.31,trail_stop,823.51,9.12,33,0.4639,1.0310,2.50,404.10,7.49,48.96,3,11131,7557,0.6900,9.56,10.31,10.18,10.60,10.18,10.60,19720,8.75,21.00,5.40,16.33,7680970,288.89,292884,26.23,,12863145,76,1,8.51,-2.89,False,0.05,2,7.49,5.76,1.20,1.50,0.30,-0.30,0.00,0.00,0.00,1.200,0.899,0.20,0.00,17.83
PCLA,2025-02-14,10:20:00,4.80,4.62,5.20,1311,10:26:00,4.94,trail_stop,180.04,2.86,8,0.1839,0.4000,2.50,241.09,3.08,42.86,2,30733,23370,0.1400,4.63,4.78,4.72,4.80,4.68,4.74,19708,6.55,7.59,4.50,7.51,3504529,68.67,957780,3.66,,733509,110,1,-4.09,-30.88,False,0.05,2,3.08,-3.54,0.70,1.50,0.00,-0.30,0.00,0.00,0.00,0.700,0.899,0.00,0.00,48.22
RCEL,2025-02-14,09:41:00,10.38,10.04,11.09,1473,10:37:00,10.86,trail_stop,712.89,4.66,58,0.3366,0.7125,2.50,495.85,5.05,28.57,2,12049,8664,0.4900,10.05,10.32,10.23,10.45,10.18,10.45,24252,9.92,11.25,9.70,10.57,952295,15.98,143884,6.62,,30282592,71,1,2.72,12.98,False,0.05,2,5.05,2.58,1.40,1.50,0.30,-0.30,0.00,0.00,0.20,1.400,0.899,0.20,0.00,16.06
PCLA,2025-02-18,09:42:00,8.17,7.84,8.90,1241,10:17:00,7.82,stop,-439.52,-4.33,41,0.3307,0.7250,2.50,410.34,7.55,47.37,2,27286,10446,0.5700,7.85,8.13,8.05,8.15,8.05,8.14,10535,7.55,8.38,7.30,7.93,2674203,14.79,1083983,2.47,,733509,72,1,3.35,1.07,False,-0.00,4,7.55,3.22,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.814,0.20,0.00,10.01
RSSS,2025-02-18,10:08:00,3.48,3.40,3.63,2193,11:21:00,3.39,stop,-191.89,-2.52,43,0.0773,0.1500,2.50,169.52,4.07,29.63,3,3123,1861,0.1350,3.41,3.46,3.46,3.46,3.44,3.46,5639,3.44,3.50,3.14,3.47,450643,11.46,109651,4.11,,25581815,98,4,3.61,-4.97,False,-0.00,4,4.07,3.99,1.40,1.00,0.00,0.00,0.00,0.00,0.20,1.400,0.814,0.20,0.00,10.51
SPCB,2025-02-18,09:39:00,12.35,12.04,12.98,1840,09:45:00,12.62,trail_stop,494.09,2.17,8,0.3114,0.6250,2.50,573.07,7.02,18.75,3,17425,6575,0.8000,12.05,12.29,12.25,12.30,12.15,12.30,9152,11.40,13.69,11.40,11.90,1147349,20.09,700430,1.64,,4423140,69,1,3.88,4.58,False,-0.00,4,7.02,4.15,2.30,1.00,0.30,0.30,0.30,0.00,0.20,2.300,0.814,0.20,0.00,15.07
FLD,2025-02-19,10:20:00,12.16,11.76,13.01,764,10:29:00,12.56,trail_stop,306.52,3.30,12,0.4005,0.8500,2.50,305.98,13.74,32.43,2,6796,1458,1.4800,11.77,12.10,11.97,12.33,11.90,11.90,1773,10.35,14.00,10.25,10.90,793127,36.59,146707,5.41,,5847205,110,1,3.19,-6.76,False,-0.02,3,13.74,3.64,1.30,1.00,0.00,0.30,0.30,-0.50,0.00,1.300,0.648,0.20,0.00,36.59
INLF,2025-02-19,10:42:00,3.19,3.12,3.31,2000,10:53:00,3.11,stop,-150.42,-2.36,13,0.0658,0.1250,2.50,131.70,4.19,37.56,5,6271,4908,0.1278,3.13,3.17,3.15,3.19,3.15,3.19,7976,3.13,3.53,2.94,3.15,2072855,20.02,1325510,1.56,,12863145,132,2,-1.18,-7.67,False,-0.02,2,4.19,-0.67,0.50,1.00,0.00,0.00,0.00,-0.50,0.00,0.500,0.648,0.00,0.00,17.62
JZXN,2025-02-19,09:59:00,5.28,5.04,5.80,1285,10:19:00,5.43,trail_stop,194.25,2.87,24,0.2362,0.5250,2.50,303.58,4.64,22.11,2,1995,1482,0.2261,5.05,5.25,5.21,5.50,5.16,5.50,15382,4.77,6.46,4.20,4.81,410335,53.81,174698,2.35,,1076961,89,1,5.74,8.90,False,-0.02,2,4.64,2.42,0.90,1.50,0.30,-0.30,0.00,-0.50,0.20,0.900,0.648,0.20,0.00,19.63
MSW,2025-02-19,10:17:00,4.47,4.27,4.92,2022,10:18:00,4.46,post_fill_exit,-27.13,-0.30,1,0.2002,0.4450,2.50,404.91,5.72,4.35,5,16202,2420,0.2300,4.24,4.45,,,,,,4.23,5.79,4.00,5.13,366744,44.75,401999,0.91,,4560194,107,3,6.56,-2.08,False,-0.02,2,5.72,,1.20,1.50,0.30,-0.30,0.30,-0.50,0.20,1.200,0.648,0.20,0.00,11.25
INSG,2025-02-20,09:49:00,9.50,9.18,10.17,815,10:14:00,9.65,trail_stop,127.67,1.65,27,0.3171,0.6747,2.50,258.48,7.88,37.68,2,15489,6016,0.6900,9.19,9.45,9.31,9.45,9.21,9.45,8300,10.50,12.57,8.76,12.51,1261919,43.49,114681,11.00,,13872865,79,1,1.25,-8.63,False,0.00,3,7.88,1.74,1.10,1.00,0.30,0.00,0.30,-0.50,0.00,1.100,0.476,0.00,0.00,23.29
SINT,2025-02-20,10:15:00,4.16,4.08,4.33,2928,10:43:00,4.40,trail_stop,684.37,5.61,32,0.0890,0.1707,2.50,260.64,3.27,19.23,2,11430,2787,0.1300,4.08,4.14,4.12,4.17,4.12,4.16,8219,4.67,4.95,3.98,4.80,1037620,24.37,3564664,0.29,,3249734,105,1,-3.19,-11.00,False,0.00,2,3.27,-2.54,1.00,1.00,0.00,0.00,0.30,-0.50,0.20,1.000,0.476,0.00,0.00,17.34
SKBL,2025-02-20,10:10:00,8.42,8.18,8.89,1389,15:51:00,8.56,force_close,191.82,1.64,129,0.2419,0.4678,2.50,336.00,5.37,44.53,3,3279,664,0.4267,8.19,8.37,8.38,8.40,8.38,8.40,701,8.30,8.74,7.85,8.59,297305,11.34,781629,0.38,,9472782,100,1,2.70,-1.54,False,0.00,2,5.37,3.36,1.30,1.00,0.30,0.00,0.30,-0.50,0.00,1.300,0.476,0.20,0.00,10.83
WOK,2025-02-20,09:43:00,5.96,5.69,6.55,885,09:47:00,5.68,stop,-251.28,-4.76,6,0.2668,0.5930,2.50,236.16,30.00,39.86,3,1552818,1349613,1.3800,5.43,5.93,5.93,6.00,5.82,5.99,2084548,4.80,6.00,0.85,1.34,116011305,605.88,122011,950.83,,1218758,73,2,9.49,92.77,False,0.00,4,30.00,8.90,0.70,1.50,0.00,0.00,0.00,-0.50,0.00,0.700,0.476,0.20,0.00,137.62
FULC,2025-02-25,09:59:00,3.80,3.68,4.05,6300,10:13:00,3.67,stop,-818.62,-3.42,16,0.1189,0.2500,2.50,749.07,8.33,37.56,4,8421,4120,0.2923,3.69,3.78,3.73,3.79,3.73,3.79,3972,3.58,3.80,3.36,3.70,444579,13.09,370109,1.20,,43647779,89,1,3.17,-3.24,False,0.00,4,8.33,3.55,2.10,1.50,0.30,0.00,0.30,0.30,0.00,2.100,1.224,0.20,0.00,13.09
LE,2025-02-25,09:02:00,13.04,12.49,14.24,1437,15:00:00,12.97,eod,-107.49,-0.57,222,0.5548,1.2000,2.50,797.25,8.23,0.00,4,2627,1503,0.9500,12.50,12.97,12.98,12.98,12.96,12.98,2233,12.58,13.85,12.41,12.64,660044,11.60,80719,8.18,,8673107,32,1,7.98,0.89,False,0.00,2,8.23,7.62,2.30,1.50,0.30,0.00,0.30,0.30,0.20,2.300,1.224,0.20,0.00,14.98
DNA,2025-02-26,09:46:00,9.36,8.99,10.16,1686,10:50:00,9.83,trail_stop,804.74,5.10,67,0.3666,0.8000,2.50,618.00,8.22,49.30,2,33907,20118,0.7100,9.00,9.31,9.30,9.60,9.30,9.60,42608,8.82,10.23,8.50,9.11,3970629,20.35,2012864,1.97,,41656053,76,1,4.38,-14.29,False,-0.13,3,8.22,4.47,1.80,1.50,0.30,0.00,0.00,0.30,0.00,1.800,1.439,0.20,0.00,10.00
EHTH,2025-02-26,09:52:00,8.52,8.24,8.87,4498,10:48:00,9.32,exhaust+trail_stop,3881.67,10.13,46,0.2824,0.3500,2.50,1270.24,4.69,2.70,2,3808,563,0.3700,8.25,8.38,8.48,8.48,8.48,8.48,201,9.00,9.50,7.79,9.46,447530,21.95,280864,1.59,,26824080,82,1,1.01,-1.75,False,-0.13,2,4.69,2.72,2.10,1.50,0.30,0.00,0.30,0.30,0.20,2.100,1.439,0.00,0.00,16.05
SKYT,2025-02-26,09:44:00,10.38,10.17,10.78,2249,09:56:00,10.82,trail_stop,989.87,4.24,14,0.2116,0.4000,2.50,476.00,4.66,32.61,5,14194,8418,0.4600,10.18,10.33,10.28,10.37,10.27,10.33,4387,10.16,11.07,9.66,10.19,1677437,14.57,570674,2.94,Technology,34877543,74,2,2.74,14.93,False,-0.13,3,4.66,3.18,1.80,1.00,0.30,0.00,0.00,0.30,0.00,1.800,1.439,0.20,0.00,16.86
LTBR,2025-02-27,10:10:00,11.19,10.89,11.78,1587,10:23:00,11.92,exhaust+trail_stop,1290.57,7.27,15,0.2950,0.5985,2.50,468.24,9.16,31.91,3,33082,17517,0.9400,10.90,11.13,10.96,11.18,10.92,11.11,22152,10.35,12.10,9.70,9.99,4043659,24.74,3946702,1.02,,30277877,100,3,0.58,4.97,False,0.05,4,9.16,1.08,1.90,1.00,0.00,0.30,0.30,0.30,0.00,1.900,1.271,0.00,0.00,16.94
