symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult
ARBB,2025-12-15,10:31:00,6.28,5.99,6.75,1444,10:37:00,6.62,trail_stop,488.91,5.39,8,0.2902,0.4720,2.50,419.12,7.02,24.73,3,3662,2121,0.3999,6.00,6.18,6.25,6.50,6.24,6.24,7585,8.29,10.67,5.14,6.95,2472674,107.59,48197,51.30,Technology,746827,121,2,-26.20,13.26,False,-0.08,3,7.02,-24.86,1.80,1.50
MIST,2025-12-15,10:39:00,2.39,2.32,2.49,9000,10:48:00,2.68,exhaust+trail_stop,2507.39,11.65,11,0.0719,0.1000,2.50,647.10,4.89,27.27,3,85717,54002,0.1100,2.33,2.36,2.38,2.42,2.38,2.42,187784,2.91,2.92,2.10,2.35,72304877,39.05,5373207,13.46,Healthcare,14061117,129,3,-1.73,20.75,True,-0.08,6,4.89,-0.40,1.80,1.00
AZI,2025-12-17,10:22:00,2.05,2.00,2.15,6499,10:36:00,1.99,stop,-365.24,-2.74,18,0.0502,0.1000,2.50,326.25,4.13,49.20,3,23978,5141,0.0813,2.01,2.04,2.02,2.10,2.02,2.09,44055,2.08,2.26,1.73,1.80,15031953,30.63,39106763,0.38,Consumer Cyclical,4463428,112,1,-0.17,11.50,False,-0.05,2,4.13,0.30,1.30,1.00
TGL,2025-12-17,10:15:00,7.10,6.79,7.80,1402,10:22:00,7.30,trail_stop,282.00,2.83,10,0.3132,0.6947,2.50,439.16,9.20,45.35,2,8848,5153,0.5954,6.80,7.07,6.97,7.22,6.97,7.02,8735,6.26,8.78,5.70,6.09,3057312,54.04,3011451,1.02,Technology,1326889,105,1,11.51,1.79,False,-0.05,2,9.20,10.63,1.30,1.50
VELO,2025-12-18,09:41:00,11.60,11.01,12.70,1021,09:43:00,10.98,stop,-633.56,-5.35,4,0.5875,1.1000,2.50,599.84,15.35,12.08,2,17078,16680,1.4900,11.02,11.45,11.54,11.81,11.51,11.51,16089,9.87,12.06,9.71,11.45,1422642,24.20,1135484,1.25,Technology,8818290,71,1,6.53,2.95,False,0.07,6,15.35,7.25,1.50,1.50
BENF,2025-12-19,10:02:00,6.16,6.01,6.46,3249,10:05:00,5.99,stop,-548.04,-2.74,3,0.1506,0.3000,2.50,489.46,4.61,40.72,2,1930,1514,0.2699,6.02,6.13,6.08,6.13,6.02,6.03,2667,5.06,7.38,5.06,6.85,1017378,45.81,981439,1.04,Financial Services,2603560,92,1,9.38,-1.36,False,0.09,2,4.61,9.47,1.30,1.50
AIRI,2025-12-24,10:21:00,3.28,3.21,3.40,2245,10:59:00,3.20,stop,-170.46,-2.32,39,0.0663,0.1250,2.50,148.84,5.02,43.23,2,14168,7868,0.1573,3.22,3.26,3.25,3.26,3.24,3.26,8369,3.81,3.95,3.10,3.35,2883550,27.42,112293,25.68,Industrials,3223817,111,1,-8.66,13.47,False,0.01,3,5.02,-8.14,1.40,1.00
NBY,2026-01-09,10:35:00,11.77,11.47,12.34,1695,10:36:00,11.73,post_fill_exit,-59.84,-0.30,1,0.2985,0.5750,2.50,506.04,6.42,26.82,2,14144,7148,0.7037,11.48,11.70,,,,,,9.87,19.95,9.69,19.16,10705256,105.88,2667671,4.01,Healthcare,2624429,125,2,7.90,4.33,False,0.03,5,6.42,,1.30,1.50
SDEV,2026-01-09,10:35:00,11.77,11.47,12.34,1695,10:36:00,11.73,post_fill_exit,-59.84,-0.30,1,0.2985,0.5750,2.50,506.04,6.42,26.82,2,14144,7148,0.7037,11.48,11.70,,,,,,9.87,19.95,9.69,19.16,10705256,105.88,593748,18.03,Financial Services,2624429,125,2,7.90,4.33,False,0.03,5,6.42,,1.30,1.50
OM,2026-01-12,09:48:00,5.63,5.49,5.90,2363,09:53:00,5.47,stop,-365.01,-2.74,7,0.1380,0.2750,2.50,326.09,5.89,22.58,3,222544,112528,0.3100,5.50,5.60,5.56,5.65,5.55,5.63,176096,6.49,6.49,5.22,5.57,25305912,24.33,475846,53.18,Healthcare,13057837,78,7,-6.52,0.00,False,0.10,4,5.89,-6.00,1.30,1.00
LCDL,2026-01-21,10:12:00,3.42,3.35,3.54,4698,10:25:00,3.49,trail_stop,355.13,2.21,17,0.0670,0.1250,2.50,314.77,6.25,9.37,4,1582,748,0.1986,3.36,3.40,3.40,3.42,3.40,3.42,2414,2.78,3.74,2.78,3.64,735855,34.53,234907,3.13,,1062920,102,5,8.32,2.21,False,0.09,2,6.25,8.43,2.10,1.00
NEOV,2026-01-21,09:39:00,5.55,5.30,6.02,2841,09:58:00,5.28,stop,-748.60,-4.75,21,0.2476,0.4750,2.50,703.43,17.77,22.89,3,67471,32547,0.8300,5.31,5.49,5.52,5.66,5.52,5.65,32054,4.67,5.98,4.67,5.50,4373967,28.05,635122,6.89,Industrials,35872752,69,1,3.40,4.83,False,0.09,4,17.77,4.13,1.80,1.50
PLUL,2026-01-22,10:11:00,17.98,17.17,19.77,423,10:30:00,17.12,stop,-362.33,-4.76,7,0.8050,1.7890,2.50,340.54,8.74,27.66,4,2577,1022,1.4101,17.16,17.89,17.88,18.11,17.75,18.00,4840,14.58,19.13,14.58,18.77,56545,31.21,14131,4.00,,41725,101,2,4.22,3.17,False,-0.00,3,8.74,3.64,1.50,1.50
RVYL,2026-01-23,08:45:00,7.48,7.34,7.73,2999,08:46:00,7.32,stop,-477.50,-2.13,3,0.1372,0.2500,2.50,411.46,3.35,20.83,5,10211,5478,0.2400,7.35,7.44,7.41,7.45,7.41,7.43,3329,7.35,8.55,6.06,6.31,12840973,41.09,751815,17.08,Technology,861825,15,4,0.83,47.90,True,0.01,2,3.35,1.32,1.50,1.00
MTEN,2026-01-26,10:12:00,2.22,2.14,2.41,7200,10:43:00,2.56,exhaust+trail_stop,2226.15,13.92,32,0.0860,0.1875,2.50,619.56,7.95,15.63,2,9665,5312,0.1599,2.15,2.21,2.20,2.23,2.20,2.21,8180,2.24,2.96,2.01,2.62,1258309,47.26,111687611,0.01,Industrials,33332,102,2,-0.55,13154.44,True,-0.04,2,7.95,-0.05,1.80,1.50
PHGE,2026-01-28,10:32:00,5.66,5.58,5.81,5423,10:35:00,5.56,stop,-563.47,-1.83,5,0.0872,0.1475,2.50,472.75,4.89,-6.16,3,4387,2120,0.2598,5.59,5.63,5.59,5.70,5.59,5.65,4785,6.54,6.79,5.25,6.58,1101121,29.33,2810247,0.39,Healthcare,1121250,122,2,-7.98,-5.18,False,0.06,2,4.89,-7.45,1.60,1.00
PHGE,2026-01-29,10:40:00,7.03,6.91,7.23,3249,10:47:00,6.89,stop,-473.48,-2.07,8,0.1250,0.2000,2.50,406.12,4.01,29.63,3,2009,413,0.2700,6.92,6.99,7.00,7.00,6.99,6.99,855,5.94,8.50,5.94,7.05,1075232,43.10,2860510,0.38,Healthcare,1121250,130,4,-6.61,-8.21,False,0.04,2,4.01,-6.00,1.30,1.00
VENU,2026-01-29,10:24:00,6.04,5.90,6.27,3555,11:25:00,5.88,stop,-560.80,-2.61,61,0.1400,0.2250,2.50,497.88,6.47,26.03,2,10531,2721,0.3650,5.91,5.99,6.01,6.03,5.94,5.97,4990,6.44,6.68,5.25,5.56,2070316,27.24,182676,11.33,Consumer Cyclical,19419767,114,5,-3.67,23.54,True,0.04,5,6.47,-2.82,1.60,1.00
VMAR,2026-01-29,10:39:00,3.36,3.30,3.46,7000,10:40:00,3.29,stop,-501.37,-2.13,4,0.0617,0.1000,2.50,432.07,4.67,33.33,3,1286,440,0.1500,3.31,3.34,3.35,3.38,3.35,3.35,2450,3.52,3.80,3.10,3.66,715699,22.46,2211702,0.32,Consumer Cyclical,788045,129,7,-13.48,11.26,False,0.04,2,4.67,-12.87,1.40,1.00
CRMX,2026-02-02,10:21:00,17.12,16.57,18.29,832,10:24:00,16.52,stop,-501.61,-3.52,8,0.5532,1.1700,2.50,460.25,8.00,34.12,3,8292,6620,1.2600,16.58,17.04,16.82,17.07,16.82,17.06,2077,17.57,19.98,14.19,14.48,1189737,40.84,607366,1.96,,487740,111,1,-3.43,10.60,False,0.14,7,8.00,-2.91,1.30,1.50
PDYN,2026-02-03,10:33:00,8.24,8.04,8.52,2911,10:34:00,8.02,stop,-655.62,-2.73,3,0.2011,0.2747,2.50,585.40,4.22,30.30,4,125985,47990,0.3300,8.05,8.15,8.20,8.22,8.11,8.13,44220,7.60,8.46,7.20,7.90,11759509,17.50,6459825,1.82,Technology,34037031,123,1,5.69,11.44,False,0.06,2,4.22,6.80,1.60,1.00
EVTV,2026-02-04,10:26:00,2.38,2.30,2.56,5428,10:38:00,2.29,stop,-481.73,-3.73,16,0.0818,0.1750,2.50,444.28,7.37,42.84,2,67018,23472,0.1634,2.31,2.37,2.33,2.38,2.33,2.36,87400,2.47,2.72,2.07,2.20,24093607,31.35,83126619,0.29,Consumer Cyclical,12549004,116,1,-6.52,6.93,False,-0.07,8,7.37,-5.95,1.90,1.00
PAVM,2026-02-04,09:41:00,11.36,10.85,12.49,530,10:14:00,10.82,stop,-286.75,-4.76,32,0.5085,1.1300,2.50,269.50,3.90,17.50,4,7523,6634,0.4000,10.58,11.30,11.30,11.59,11.16,11.31,12756,10.26,11.80,9.57,10.26,577883,23.25,2984374,0.19,Healthcare,3908381,71,1,5.03,10.76,False,-0.07,2,3.90,4.97,1.20,1.00
CRWU,2026-02-06,10:14:00,6.13,5.98,6.43,2000,11:10:00,6.45,trail_stop,639.18,5.21,52,0.1505,0.3000,2.50,301.00,3.25,26.32,2,8324,7106,0.1900,5.99,6.10,6.10,6.11,6.08,6.08,8051,5.40,7.14,5.30,7.04,1307529,34.71,1687079,0.78,,5393475,104,1,4.24,7.78,False,0.01,2,3.25,4.69,1.20,1.00
MST,2026-02-06,09:39:00,3.26,3.16,3.44,8400,09:40:00,3.15,stop,-929.59,-3.40,3,0.1012,0.1875,2.50,850.08,8.94,24.53,2,5459,5381,0.2650,3.17,3.23,3.24,3.26,3.20,3.20,5732,2.91,3.89,2.90,3.80,1209904,34.37,606643,1.99,,2936365,69,1,4.50,14.57,False,0.01,3,8.94,4.96,2.10,1.50
QBTX,2026-02-06,09:50:00,15.65,15.22,16.47,1638,10:00:00,15.17,stop,-774.96,-3.02,12,0.4274,0.8240,2.50,700.16,9.03,9.50,3,25665,21800,1.2710,15.23,15.55,15.57,15.79,15.57,15.79,18614,13.89,18.43,13.78,18.06,2809337,33.78,1851667,1.52,,8372385,80,1,6.89,8.60,False,0.01,3,9.03,7.21,1.80,1.50
QPUX,2026-02-06,10:12:00,8.65,8.36,9.00,2287,10:16:00,8.34,stop,-715.84,-3.62,6,0.2879,0.3497,2.50,658.48,4.46,49.29,4,5925,2530,0.3650,8.37,8.50,8.61,8.61,8.51,8.51,926,7.59,9.84,7.55,9.60,447942,30.33,412589,1.09,,2366195,102,7,4.00,7.97,False,0.01,2,4.46,5.78,1.60,1.00
QUBX,2026-02-06,09:53:00,14.42,14.13,14.97,1926,09:54:00,14.09,stop,-639.71,-2.30,3,0.2897,0.5450,2.50,558.06,4.75,27.27,4,3942,1175,0.6490,14.14,14.35,14.35,14.36,14.21,14.21,2028,12.66,16.64,12.66,16.00,329298,31.44,302677,1.09,,511585,83,1,6.02,11.25,False,0.01,2,4.75,6.32,2.10,1.00
RLYB,2026-02-06,10:27:00,4.82,4.69,5.10,4756,10:38:00,4.68,stop,-704.22,-3.07,9,0.1340,0.2750,2.50,637.30,5.44,-20.83,4,2706,611,0.2400,4.70,4.80,4.80,4.84,4.80,4.84,1668,4.70,5.37,4.41,4.75,82748,21.77,158556,0.52,Healthcare,2708525,117,2,6.12,708.39,False,0.01,2,5.44,5.64,2.10,1.50
EAF,2026-02-09,10:20:00,7.44,7.28,7.76,3360,10:22:00,7.26,stop,-624.54,-2.50,6,0.1640,0.3125,2.50,551.16,4.68,27.27,2,15959,4494,0.3300,7.29,7.41,7.41,7.41,7.41,7.41,771,8.32,8.99,6.71,8.92,1662183,33.98,354919,4.68,Industrials,18028892,110,5,3.23,1.90,False,-0.10,2,4.68,3.72,2.10,1.00
SIF,2026-02-11,09:40:00,7.92,7.58,8.66,201,10:27:00,8.56,trail_stop,128.41,8.07,43,0.3360,0.7415,2.50,67.54,11.03,39.05,2,6816,1168,0.7849,7.59,7.88,7.88,7.88,7.75,7.75,2585,7.00,9.50,6.52,8.85,621536,45.70,10068,61.73,Industrials,4681856,70,1,9.39,4.45,False,0.08,2,11.03,9.59,1.30,1.00
KPTI,2026-02-12,09:46:00,7.81,7.51,8.46,1500,10:07:00,8.47,trail_stop,985.24,8.41,26,0.2988,0.6500,2.50,448.27,6.48,42.55,4,12497,5441,0.4700,7.52,7.77,7.72,7.95,7.72,7.95,12220,6.72,9.94,6.72,8.94,2752822,47.92,415232,6.63,Healthcare,15083511,76,1,6.70,-11.80,False,0.00,2,6.48,5.67,1.30,1.50
NBIG,2026-02-12,10:01:00,6.24,5.99,6.79,2181,10:21:00,6.38,trail_stop,313.38,2.30,24,0.2510,0.5500,2.50,547.54,7.84,42.22,3,41550,13193,0.4500,6.00,6.21,6.21,6.27,6.18,6.27,98443,5.81,6.66,5.09,6.48,3966504,30.62,868975,4.56,,11025850,91,1,8.41,-8.79,False,0.00,4,7.84,7.22,1.60,1.50
NBIL,2026-02-12,10:00:00,8.78,8.45,9.51,1344,10:21:00,9.03,trail_stop,329.86,2.79,23,0.3337,0.7250,2.50,448.49,7.41,40.00,4,20304,18277,0.6000,8.46,8.74,8.68,8.75,8.63,8.72,24932,8.10,9.39,7.19,9.15,4689159,30.60,1682059,2.79,,14358785,90,1,11.25,-9.70,False,0.00,4,7.41,11.52,1.30,1.50
AMWL,2026-02-13,10:20:00,5.41,5.29,5.65,1952,10:37:00,5.49,trail_stop,155.40,1.47,22,0.1208,0.2335,2.50,235.86,4.45,42.50,2,4369,1669,0.2299,5.30,5.39,5.39,5.39,5.39,5.39,1373,4.55,5.89,4.55,5.40,717820,29.45,97613,7.35,Healthcare,13990581,110,2,7.04,3.70,False,0.01,2,4.45,7.31,1.60,1.00
ATOM,2026-02-13,10:29:00,3.36,3.25,3.53,3714,10:30:00,3.24,stop,-432.50,-3.47,3,0.1067,0.1750,2.50,396.28,4.42,49.65,2,58630,57730,0.1410,3.26,3.32,3.34,3.34,3.29,3.31,55200,2.78,4.02,2.67,3.92,28260518,50.66,617718,45.75,Technology,35309073,119,1,3.74,16.32,False,0.01,3,4.42,4.85,1.30,1.00
CRSR,2026-02-13,10:01:00,7.53,7.36,7.85,5064,10:38:00,7.34,stop,-961.31,-2.52,40,0.1678,0.3258,2.50,849.49,7.07,40.00,2,726263,352000,0.5000,7.37,7.49,7.46,7.56,7.41,7.50,418699,6.48,7.68,6.43,6.79,46841748,19.44,1399422,33.47,Technology,46738369,91,5,4.94,41.48,False,0.01,3,7.07,5.26,2.20,1.50
DBGI,2026-02-13,09:44:00,3.86,3.70,4.21,2142,09:53:00,4.03,trail_stop,363.02,4.39,12,0.1592,0.3500,2.50,341.01,6.57,8.70,5,13094,9422,0.2300,3.71,3.84,3.79,3.90,3.78,3.89,8915,3.80,4.80,3.46,4.79,1561384,38.73,697936,2.24,Consumer Cyclical,6326930,74,1,2.47,15.18,True,0.01,2,6.57,2.90,1.50,1.00
RIOX,2026-02-13,10:36:00,8.94,8.79,9.21,3999,10:38:00,8.77,stop,-703.36,-1.97,4,0.1495,0.2625,2.50,597.85,5.71,15.63,4,7537,6250,0.4800,8.80,8.90,8.88,8.90,8.87,8.90,4423,7.69,8.91,7.26,8.55,624386,22.73,768184,0.81,,4650700,126,1,9.46,3.08,False,0.01,5,5.71,9.82,2.10,1.00
DBGI,2026-02-17,10:16:00,5.44,5.27,5.69,6306,10:59:00,5.76,trail_stop,2009.60,5.86,45,0.1669,0.2497,2.50,1052.79,6.60,15.12,2,6396,4036,0.3300,5.28,5.37,5.41,5.46,5.41,5.46,9323,4.85,5.94,4.80,5.52,1619083,23.75,767334,2.11,Consumer Cyclical,6326930,106,1,2.01,6.47,False,0.07,4,6.60,3.24,2.10,1.50
EEIQ,2026-02-17,10:32:00,3.67,3.50,4.03,2191,10:33:00,3.49,stop,-382.90,-4.76,5,0.1642,0.3650,2.50,359.87,12.48,44.12,3,12694,6827,0.4050,3.47,3.65,3.50,3.65,3.50,3.65,2095,3.07,3.80,3.00,3.56,261639,26.67,179967,1.45,Consumer Defensive,849606,122,1,6.33,1550.92,False,0.07,2,12.48,6.76,1.60,1.00
LFS,2026-02-17,10:44:00,3.23,3.14,3.40,3319,10:51:00,3.13,stop,-316.86,-2.96,10,0.0860,0.1707,2.50,285.60,4.26,23.08,4,31761,10159,0.1300,3.15,3.21,3.21,3.22,3.17,3.17,26855,2.98,3.73,2.98,3.30,22173580,25.16,165993,133.58,Communication Services,6278971,134,7,1.06,26.86,False,0.07,2,4.26,1.61,1.80,1.00
OBAI,2026-02-17,10:41:00,3.89,3.74,4.21,4153,11:00:00,3.73,stop,-666.85,-4.13,24,0.1493,0.3250,2.50,620.25,6.15,22.73,5,86745,31306,0.2200,3.75,3.87,3.83,3.88,3.83,3.87,36766,5.82,5.82,3.08,3.39,33244886,88.96,164550,202.04,Technology,10806494,131,5,-15.20,85.94,True,0.07,3,6.15,-14.51,1.80,1.50
PLYX,2026-02-17,08:47:00,3.87,3.78,4.04,3393,08:49:00,4.13,trail_stop,879.05,6.70,6,0.0892,0.1750,2.50,302.83,5.46,35.00,4,61816,15166,0.2000,3.79,3.85,3.80,4.02,3.80,4.00,73508,3.46,5.05,3.09,3.96,54784120,63.43,169686,322.86,Healthcare,4983355,17,1,3.83,54.77,False,0.07,2,5.46,3.83,1.90,1.00
SUNE,2026-02-17,10:39:00,2.56,2.45,2.82,4705,10:46:00,2.44,stop,-574.34,-4.76,11,0.1147,0.2550,2.50,539.79,11.65,33.96,4,60182,33811,0.2650,2.45,2.55,2.48,2.55,2.48,2.55,23531,2.44,2.73,1.97,2.00,13964422,38.58,7603890,1.84,Technology,3406275,129,4,4.31,19.27,False,0.07,6,11.65,4.81,1.60,1.50
BESS,2026-02-20,10:26:00,3.72,3.62,3.92,4499,10:28:00,3.76,trail_stop,187.54,1.12,4,0.0985,0.2000,2.50,443.15,8.24,17.86,3,17758,11633,0.2800,3.63,3.70,3.69,3.81,3.69,3.78,15737,3.50,3.87,3.30,3.42,579162,17.27,63764,9.08,Utilities,2772944,116,1,3.97,,False,-0.05,2,8.24,4.02,1.80,1.00
ADVB,2026-02-24,10:42:00,4.88,4.72,5.23,3213,10:48:00,4.71,stop,-573.39,-3.65,17,0.1643,0.3500,2.50,527.90,9.75,25.58,3,8699,3256,0.4300,4.73,4.86,4.85,4.95,4.85,4.87,5404,4.19,5.69,3.61,3.72,661643,57.61,424841,1.56,Healthcare,368843,132,2,7.11,-0.49,False,-0.02,3,9.75,6.32,1.50,1.50
CLSX,2026-02-24,10:17:00,14.10,13.80,14.45,2142,10:18:00,13.76,stop,-731.60,-2.42,3,0.3001,0.3500,2.50,642.92,3.53,-6.38,5,3643,2352,0.4700,13.81,13.94,14.03,14.05,13.95,13.95,1403,11.57,14.06,11.57,13.53,365390,21.52,753376,0.49,,1981190,107,4,5.94,-5.70,False,-0.02,2,3.53,7.09,1.50,1.00
GRAN,2026-02-24,10:07:00,3.88,3.71,4.27,293,10:08:00,3.69,stop,-54.15,-4.76,4,0.1737,0.3860,2.50,50.89,28.66,48.89,2,346602,285255,0.9000,3.60,3.86,3.80,3.90,3.67,3.68,274032,2.00,4.04,1.81,2.12,8741513,123.20,14681,595.43,Financial Services,4712263,97,2,4.91,1.61,False,-0.02,2,28.66,5.23,1.30,1.00
RRGB,2026-02-26,09:47:00,4.74,4.60,5.04,2166,10:50:00,4.83,trail_stop,191.17,1.86,66,0.1436,0.3000,2.50,311.04,5.86,34.62,2,59387,40366,0.2600,4.61,4.72,4.67,4.78,4.67,4.76,54042,4.24,5.11,4.15,4.83,3898992,23.13,205344,18.99,Consumer Cyclical,13977531,77,1,5.39,16.80,False,-0.14,2,5.86,5.39,1.30,1.00
TTEC,2026-02-27,10:33:00,2.60,2.53,2.75,5342,12:42:00,2.52,stop,-429.71,-3.09,113,0.0728,0.1497,2.50,389.16,5.45,36.52,3,16043,4513,0.1339,2.54,2.59,2.56,2.60,2.56,2.59,4207,2.46,2.91,2.31,2.50,2353749,25.92,418468,5.62,Technology,19940528,123,2,-2.98,11.31,False,0.05,3,5.45,-2.49,1.60,1.00
CCUP,2026-03-02,10:02:00,4.92,4.82,5.12,3759,10:19:00,5.00,trail_stop,279.52,1.51,19,0.1043,0.1995,2.50,392.06,4.83,24.44,2,45781,37579,0.2250,4.83,4.90,4.89,4.90,4.87,4.89,21237,3.74,5.31,3.73,5.26,4748842,42.36,2883171,1.65,,14369380,92,1,7.29,-7.43,False,0.07,4,4.83,7.68,1.50,1.00
CLSX,2026-03-02,10:15:00,13.81,13.05,15.13,678,15:45:00,13.87,force_close,42.24,0.45,158,0.7577,1.3250,2.50,513.72,3.18,-17.50,5,3260,903,0.4000,13.06,13.58,13.74,13.74,13.71,13.71,3200,11.60,14.35,11.40,13.86,623940,25.88,604558,1.03,,1981190,105,1,12.10,-7.05,False,0.07,3,3.18,13.72,1.20,1.50
JFB,2026-03-02,10:08:00,17.72,16.99,19.34,558,10:27:00,18.28,trail_stop,311.67,3.15,21,0.7332,1.6125,2.50,409.11,4.62,0.00,3,1834,1276,0.7500,17.00,17.64,17.51,17.75,17.51,17.75,684,14.93,19.80,14.93,18.88,338714,32.62,201843,1.68,Real Estate,4708356,98,1,10.89,2.11,False,0.07,3,4.62,11.32,1.20,1.50
PURR,2026-03-02,09:39:00,4.97,4.78,5.40,2646,09:57:00,4.77,stop,-553.25,-4.20,21,0.1947,0.4250,2.50,515.31,15.65,23.88,2,124639,107643,0.6700,4.79,4.95,4.87,4.96,4.84,4.87,121020,4.28,5.03,4.28,4.86,7101510,17.52,3612761,1.97,Financial Services,30153285,69,1,4.44,4.90,False,0.07,4,15.65,4.47,1.50,1.50
RBNE,2026-03-02,09:50:00,4.07,3.94,4.35,3544,09:57:00,3.93,stop,-503.50,-3.49,12,0.1302,0.2750,2.50,461.61,7.37,46.43,2,87000,77646,0.2800,3.95,4.05,4.01,4.05,4.00,4.04,28933,4.61,4.71,2.92,3.58,18693740,61.30,606428,30.83,Energy,2732326,80,1,-3.07,13.83,False,0.07,2,7.37,-2.36,1.30,1.50
RCAX,2026-03-02,09:44:00,19.77,18.88,21.74,457,10:23:00,20.53,trail_stop,347.33,3.84,43,0.8851,1.9670,2.50,404.51,20.08,18.65,5,13134,7301,3.1100,18.02,19.67,19.43,20.00,19.43,19.95,8349,15.49,21.48,15.49,17.63,707217,38.64,61712,11.46,,1733000,74,3,9.37,17.64,False,0.07,4,20.08,8.50,1.20,1.50
URGN,2026-03-02,10:38:00,20.10,19.30,21.85,457,12:03:00,19.24,stop,-392.06,-4.27,92,0.8000,1.7500,2.50,365.60,8.64,43.40,5,12435,5744,1.5900,19.31,20.00,19.84,20.00,19.84,19.89,9443,21.66,21.69,18.04,19.02,2697210,20.21,703247,3.84,Healthcare,38656651,128,3,3.04,-0.18,False,0.07,4,8.64,3.47,1.60,1.00
BEZ,2026-03-03,09:49:00,20.85,20.13,22.31,820,10:01:00,20.07,stop,-642.42,-3.76,10,0.7231,1.4608,2.50,592.90,7.47,40.23,4,2266,2152,1.4400,20.14,20.71,20.75,20.75,20.75,20.75,2978,19.32,20.75,18.74,19.69,108131,10.73,69178,1.56,,1197890,79,2,2.43,13.65,False,0.17,4,7.47,2.64,1.60,1.50
MXC,2026-03-03,10:31:00,15.37,14.89,16.15,289,10:47:00,15.95,trail_stop,167.35,3.77,17,0.4815,0.7750,2.50,139.15,3.08,31.11,4,2682,840,0.4500,14.90,15.20,15.29,15.31,15.12,15.31,2604,13.49,16.48,12.31,12.81,266464,33.90,14461,18.43,Energy,844139,121,3,5.02,5.04,False,0.17,2,3.08,6.06,1.30,1.00
RCAX,2026-03-03,09:41:00,23.40,22.25,25.72,517,09:44:00,22.19,stop,-627.52,-5.19,5,1.1470,2.3180,2.50,593.01,7.13,34.13,4,17778,7719,1.4650,21.50,23.18,23.28,23.64,22.80,22.80,7818,19.90,23.82,18.34,20.39,776869,29.87,95686,8.12,,1733000,71,1,6.57,13.99,False,0.17,2,7.13,7.17,1.60,1.50
TMDE,2026-03-03,10:20:00,4.12,3.95,4.50,2133,10:24:00,4.62,exhaust+trail_stop,1087.55,12.37,6,0.1705,0.3750,2.50,363.68,8.32,44.44,5,233441,184219,0.3150,3.96,4.10,4.08,4.20,4.05,4.19,359186,3.45,4.77,3.20,4.04,58425251,49.06,7919096,7.38,Energy,3564913,110,3,11.70,12.75,False,0.17,2,8.32,11.81,1.60,1.00
PDYN,2026-03-05,09:39:00,8.98,8.59,9.86,1285,09:58:00,9.34,trail_stop,453.10,3.92,21,0.3946,0.8748,2.50,507.06,7.23,25.42,4,281097,237241,0.5900,8.60,8.94,8.86,9.05,8.84,9.03,277398,8.49,10.00,8.16,9.96,41371883,22.55,1852378,22.33,Technology,34037031,69,1,3.76,14.13,False,0.06,2,7.23,3.86,1.50,1.50
STEM,2026-03-05,10:09:00,13.05,12.75,13.64,1523,10:29:00,13.38,trail_stop,493.29,2.48,21,0.3012,0.5907,2.50,458.78,4.89,24.08,2,5117,4240,0.6021,12.76,12.99,12.84,13.00,12.84,13.00,953,12.17,13.72,11.62,12.18,1001825,18.04,183867,5.45,Utilities,8250030,99,1,2.63,16.52,False,0.06,4,4.89,3.14,1.80,1.00
FTW,2026-03-06,10:21:00,15.03,14.72,15.63,1792,10:26:00,15.54,trail_stop,902.35,3.35,8,0.3148,0.6000,2.50,564.12,7.03,-20.94,2,3862,474,0.9550,14.73,14.96,14.90,15.47,14.90,15.47,1072,13.80,16.65,13.25,13.92,389672,25.66,89602,4.35,Energy,109497,111,1,2.43,6.15,False,-0.08,4,7.03,2.91,2.40,1.00
IBG,2026-03-06,09:59:00,4.69,4.48,5.16,1391,10:04:00,4.47,stop,-311.02,-4.76,9,0.2101,0.4670,2.50,292.31,7.19,45.16,4,16422,14324,0.3100,4.48,4.67,4.54,4.70,4.48,4.69,13059,5.27,5.86,4.21,5.53,15764067,39.07,155268,101.53,Consumer Defensive,357274,89,1,0.80,22.56,True,-0.08,2,7.19,1.33,1.30,1.00
MVLL,2026-03-06,09:48:00,21.48,20.77,22.99,942,13:26:00,23.26,exhaust+trail_stop,1855.09,9.17,224,0.7119,1.5125,2.50,670.59,8.87,40.00,5,72137,19298,1.7500,20.78,21.38,21.33,21.57,21.30,21.51,49188,19.90,23.69,19.48,22.03,2490388,21.60,263123,9.46,,1142200,78,2,2.89,22.77,False,-0.08,2,8.87,2.80,1.90,1.50
QCLS,2026-03-06,10:20:00,3.97,3.79,4.36,1645,10:55:00,4.57,exhaust+trail_stop,1059.40,16.22,37,0.1777,0.3950,2.50,292.40,7.50,48.15,3,47071,44803,0.2700,3.74,3.95,3.93,3.99,3.88,3.88,38467,3.42,4.97,3.41,4.50,10945709,45.76,328015,33.37,Technology,3689583,110,1,4.82,-2.59,False,-0.08,2,7.50,5.24,1.30,1.00
