symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry
DFLI,2026-03-17,10:09:00,2.40,2.35,2.50,25857,10:48:00,2.34,stop,-1525.56,-2.46,44,0.0519,0.1000,2.50,1343.27,4.82,27.27,2,29854,9450,0.1100,2.36,2.39,2.37,2.39,2.37,2.39,5935,2.10,2.42,2.10,2.28,1641056,15.24,430984,3.81,,11086372,39,1,7.60,-28.08,False,0.04,2,4.82,7.80,2.30,2.00,0.30,0.30,0.30,0.00,0.20,2.300,1.090,0.20,0.00,19.50
OKLS,2026-03-17,09:56:00,14.97,14.59,15.75,27000,12:18:00,16.36,exhaust+trail_stop,34413.23,8.51,130,0.3845,0.7750,2.50,10381.50,6.22,29.89,5,14099,5212,0.8700,14.60,14.90,14.77,15.01,14.77,15.01,12439,13.50,16.60,13.03,15.93,1224407,27.40,578308,2.12,,3970040,26,2,4.84,-17.83,False,0.04,3,6.22,5.17,2.00,1.80,0.30,0.00,0.30,0.00,0.20,2.000,1.090,0.20,0.00,29.16
LCUT,2026-03-18,09:40:00,4.79,4.67,5.02,22821,09:51:00,4.66,stop,-3057.37,-2.79,12,0.1199,0.2277,2.50,2737.38,12.23,-0.76,5,8559,1904,0.5100,4.68,4.76,4.77,4.78,4.75,4.78,2732,4.25,4.79,4.01,4.09,187704,19.46,380353,0.49,,11144511,10,1,6.08,-1.39,False,-0.05,3,12.23,6.35,2.00,2.00,0.00,0.30,0.30,0.00,0.20,2.000,1.036,0.20,0.00,15.15
MRAL,2026-03-19,09:49:00,3.37,3.28,3.54,30000,10:27:00,3.47,trail_stop,3187.53,3.16,38,0.0866,0.1747,2.50,2599.48,3.57,17.54,5,12383,6849,0.1140,3.29,3.35,3.34,3.37,3.34,3.37,12208,3.34,3.88,3.12,3.76,1284490,24.36,1704477,0.75,,7770110,19,2,3.31,-6.18,False,-0.17,3,3.57,3.64,1.40,2.00,0.00,-0.30,0.30,0.00,0.20,1.400,0.913,0.20,0.00,15.06
ANNA,2026-03-20,09:44:00,4.27,4.12,4.60,27000,10:04:00,4.55,trail_stop,7398.63,6.42,22,0.1510,0.3245,2.50,4078.35,6.78,44.37,2,73686,40564,0.2700,4.13,4.25,4.22,4.41,4.17,4.37,235434,3.98,7.84,3.85,7.07,112318379,103.63,666229,168.59,,9293629,14,5,3.74,5.01,False,-0.11,3,6.78,2.92,1.80,1.80,0.30,0.00,0.30,0.00,0.00,1.800,1.063,0.20,0.00,30.91
CHNR,2026-03-20,09:49:00,4.38,4.22,4.73,27000,09:51:00,4.21,stop,-4710.42,-3.98,4,0.1618,0.3500,2.50,4368.60,9.15,46.10,2,6653,2242,0.3688,4.23,4.36,4.27,4.37,4.27,4.37,581,4.13,4.72,3.90,4.55,585495,21.02,2175417,0.27,,546541,19,1,4.59,-5.73,False,-0.11,3,9.15,5.08,1.50,1.80,0.00,0.00,0.30,0.00,0.00,1.500,1.063,0.20,0.00,22.22
LUNL,2026-03-20,09:36:00,15.05,14.55,16.12,23892,09:45:00,15.27,trail_stop,5192.82,1.44,11,0.5018,1.0672,2.50,11989.01,11.60,22.38,2,9572,6512,1.5500,14.56,14.98,14.89,15.10,14.88,15.10,11573,13.36,16.00,11.67,11.88,597019,37.10,477839,1.25,,2850145,6,1,2.79,-0.76,False,-0.11,2,11.60,2.65,1.70,2.00,0.00,0.30,0.00,0.00,0.20,1.700,1.063,0.20,0.00,18.98
SLNG,2026-03-20,10:12:00,4.38,4.26,4.53,2877,10:16:00,4.55,trail_stop,480.68,3.81,6,0.1246,0.1500,2.50,358.51,7.50,-6.75,3,2238,1167,0.2964,4.27,4.32,4.36,4.42,4.30,4.40,4495,3.83,4.75,3.83,4.44,437363,24.02,47990,9.11,,3315349,42,1,5.43,1.59,False,-0.11,3,7.50,6.52,2.30,2.00,0.30,0.30,0.30,0.00,0.20,2.300,1.063,0.20,0.00,15.78
CIFG,2026-03-23,10:02:00,7.37,7.14,7.62,6747,10:50:00,7.12,stop,-1673.73,-3.37,25,0.2266,0.2500,2.50,1529.21,4.26,-20.69,2,1992,724,0.2900,7.15,7.24,7.33,7.33,7.33,7.33,575,6.51,7.50,6.51,7.02,119660,15.19,112486,1.06,,160910,32,1,5.85,4.57,False,,3,4.26,7.38,2.00,2.00,0.00,0.00,0.30,0.30,0.20,2.000,1.446,0.20,0.00,16.20
LUNL,2026-03-23,09:58:00,14.17,13.75,15.06,14943,10:05:00,14.71,trail_stop,8065.28,3.81,11,0.4255,0.8875,2.50,6358.25,9.83,25.79,2,11328,4774,1.2600,13.76,14.10,14.10,14.10,14.10,14.10,8497,12.80,16.00,12.63,15.11,511449,26.68,498103,1.03,,2850145,28,1,4.71,7.74,False,,3,9.83,4.45,2.30,1.00,0.00,0.30,0.30,0.30,0.20,2.300,1.446,0.20,0.00,29.24
SUPX,2026-03-23,10:29:00,9.94,9.63,10.58,9790,15:37:00,9.61,stop,-3263.55,-3.35,208,0.3044,0.6375,2.50,2980.57,5.78,43.52,4,3446,3376,0.5400,9.64,9.89,9.66,9.89,9.66,9.89,2052,8.02,10.31,8.02,9.44,417475,28.62,326361,1.28,,24716636,59,1,3.89,-5.98,False,,3,5.78,4.37,2.80,1.00,0.30,0.00,0.00,0.30,0.00,2.800,1.446,0.20,0.00,27.06
CHNR,2026-03-24,09:59:00,5.02,4.90,5.27,30000,10:34:00,5.26,trail_stop,7025.25,4.66,28,0.1250,0.2500,2.50,3750.00,4.65,18.18,2,4220,2358,0.2200,4.91,5.00,5.00,5.00,4.98,4.98,615,4.39,5.40,4.39,4.40,183372,23.01,2205071,0.08,,546541,29,1,4.40,-4.98,False,,3,4.65,4.84,2.30,2.00,0.30,0.00,0.30,0.30,0.20,2.300,1.458,0.20,0.00,16.00
EUDA,2026-03-24,11:17:00,8.22,7.78,9.03,10944,13:09:00,9.25,trail_stop,11232.64,12.48,22,0.4449,0.8100,2.50,4868.99,5.22,37.90,4,888,736,0.3799,7.52,8.10,8.18,8.24,8.04,8.24,315,7.01,9.72,7.01,9.13,40161,38.66,182448,0.22,,1165280,107,1,7.01,-1.27,False,,3,5.22,7.93,1.50,2.00,0.30,-0.30,0.00,0.30,0.00,1.500,1.458,0.20,0.00,15.55
FLYT,2026-03-25,10:25:00,15.32,15.04,15.83,3348,10:29:00,14.99,stop,-1092.27,-2.13,10,0.2811,0.5122,2.50,941.21,7.97,10.72,3,3844,724,1.1199,15.05,15.24,15.11,15.52,15.11,15.52,7312,11.65,15.67,11.65,15.02,305760,34.51,111643,2.74,,400010,55,8,12.46,5.91,False,,3,7.97,12.03,2.60,1.00,0.30,0.30,0.30,0.30,0.20,2.600,1.428,0.20,0.00,38.55
MKDW,2026-03-25,09:59:00,3.66,3.52,3.96,14034,10:01:00,3.75,trail_stop,1298.36,2.53,8,0.1381,0.2997,2.50,1938.09,9.06,26.67,2,7849,1487,0.3000,3.53,3.64,3.59,3.75,3.59,3.69,5478,3.27,5.53,3.25,5.23,2291741,70.15,259931,8.82,,618938,29,1,7.41,6.51,False,,2,9.06,6.54,2.00,1.80,0.00,0.00,0.30,0.30,0.20,2.000,1.428,0.20,0.00,23.81
QNTM,2026-03-25,10:22:00,4.87,4.74,5.02,26340,10:28:00,4.73,stop,-3892.17,-3.03,7,0.1335,0.1500,2.50,3517.61,5.69,30.77,2,6544,5309,0.2600,4.75,4.80,4.85,4.85,4.81,4.81,1970,4.77,5.65,4.21,4.35,1172667,34.20,487803,2.40,,5362516,52,1,-4.03,0.63,False,,3,5.69,-2.55,1.90,1.80,0.30,0.30,0.00,0.30,0.00,1.900,1.428,0.00,0.00,34.20
WATT,2026-03-25,09:47:00,17.89,17.09,19.67,12892,10:18:00,18.82,trail_stop,12032.92,5.22,35,0.8010,1.7800,2.50,10326.49,7.93,17.39,4,6318,6204,1.2650,17.00,17.80,17.73,18.12,17.73,18.12,12983,16.89,20.48,15.77,17.20,1249959,29.91,437191,2.86,Technology,5490097,17,1,7.60,-6.74,False,,2,7.93,6.81,1.70,1.80,0.30,-0.30,0.00,0.30,0.20,1.700,1.428,0.20,0.00,36.15
AIFF,2026-03-26,10:20:00,2.27,2.21,2.37,27000,10:22:00,2.20,stop,-1812.40,-2.96,4,0.0605,0.1000,2.50,1633.39,4.62,39.94,2,317514,122968,0.0999,2.22,2.25,2.26,2.26,2.23,2.23,106507,2.06,3.15,2.01,3.02,109823026,56.71,25088375,4.38,,12899857,50,1,-2.39,22.62,False,,3,4.62,-1.49,1.60,1.80,0.30,0.00,0.30,0.00,0.00,1.600,1.148,0.00,0.00,63.22
MKDW,2026-03-26,09:51:00,6.13,5.86,6.73,20028,10:11:00,6.66,trail_stop,10650.32,8.68,25,0.2691,0.5965,2.50,5389.39,17.99,24.72,3,12404,4771,0.9299,5.87,6.10,6.06,6.15,6.06,6.13,2806,5.25,7.80,5.00,7.80,1090072,56.00,370905,2.94,,618938,21,2,5.43,0.38,False,,2,17.99,5.67,2.00,1.80,0.00,0.30,0.30,0.00,0.20,2.000,1.148,0.20,0.00,39.76
VATE,2026-03-30,09:46:00,5.31,5.16,5.60,969,12:18:00,5.39,trail_stop,78.48,1.53,56,0.1464,0.2967,2.50,141.86,7.06,45.95,2,10658,1002,0.3515,5.17,5.28,5.28,5.28,5.28,5.28,219,4.82,5.58,4.82,5.50,140000,15.77,16195,8.64,,4202563,16,1,3.38,5.01,False,,2,7.06,3.87,2.10,2.00,0.30,0.00,0.30,0.30,0.00,2.100,1.360,0.20,0.00,15.47
BIRD,2026-03-31,09:40:00,3.18,3.08,3.38,2815,09:44:00,3.07,stop,-295.69,-3.31,6,0.0958,0.2000,2.50,269.68,10.31,39.98,3,7974,2683,0.2999,3.09,3.16,3.16,3.24,3.16,3.18,6289,3.19,3.46,2.15,3.01,1976822,60.93,93896,21.05,,5761040,10,1,4.54,6.71,False,,2,10.31,4.76,2.10,1.00,0.00,0.30,0.30,0.30,0.00,2.100,1.609,0.20,0.00,34.51
FLYT,2026-03-31,10:37:00,13.46,12.84,14.71,4243,15:47:00,15.00,force_close,6561.16,11.49,97,0.6169,1.2500,2.50,2617.72,6.68,7.32,5,1037,1005,0.8079,12.85,13.34,13.39,13.39,13.39,13.39,125,11.49,15.25,11.49,15.19,154527,32.72,141476,1.09,,400010,67,3,9.63,6.69,False,,2,6.68,10.20,1.70,1.00,0.30,-0.30,0.00,0.30,0.20,1.700,1.609,0.20,0.00,23.86
TONX,2026-03-31,10:15:00,2.55,2.49,2.67,24588,10:51:00,2.48,stop,-1676.31,-2.67,15,0.0607,0.1197,2.50,1492.49,7.69,10.00,2,7213,609,0.1800,2.50,2.54,2.54,2.62,2.54,2.62,3148,2.42,2.63,2.20,2.47,308162,19.55,455397,0.68,,32325903,45,4,7.89,-1.22,False,,3,7.69,8.09,2.60,1.80,0.30,0.30,0.30,0.30,0.20,2.600,1.609,0.20,0.00,21.53
GLND,2026-04-01,09:47:00,8.22,8.02,8.62,27000,10:32:00,7.99,stop,-6072.84,-2.74,46,0.2009,0.4000,2.50,5423.62,6.79,29.81,2,7445,3068,0.5200,8.03,8.18,8.11,8.30,8.09,8.30,5163,8.70,8.99,7.35,8.43,1321044,22.31,1453348,0.91,,17187857,17,1,3.59,-0.57,False,,3,6.79,4.01,2.60,1.80,0.30,0.30,0.30,0.30,0.20,2.600,1.799,0.20,0.00,24.90
MRLN,2026-04-01,10:13:00,7.34,7.07,7.91,15000,12:16:00,7.46,trail_stop,1868.24,1.70,114,0.2665,0.5750,2.50,3997.50,4.73,36.92,3,26030,4469,0.3250,7.08,7.30,7.18,7.32,7.18,7.32,6521,7.85,8.43,6.88,7.67,1602801,22.57,935991,1.71,,3598221,43,2,-3.19,6.80,False,,3,4.73,-2.60,1.60,1.00,0.30,-0.30,0.30,0.30,0.00,1.600,1.799,0.00,0.00,22.57
TRUG,2026-04-01,09:41:00,3.93,3.83,4.10,15427,09:43:00,4.10,trail_stop,2600.51,4.29,4,0.0995,0.1750,2.50,1535.76,4.93,-5.56,3,2633,2113,0.1800,3.84,3.90,3.91,3.97,3.89,3.97,10010,4.00,4.25,3.65,4.12,1659701,16.44,285713,5.81,,1368012,11,1,2.99,-16.67,False,,3,4.93,2.77,2.00,1.80,0.30,0.00,0.00,0.30,0.20,2.000,1.799,0.20,0.00,112.33
CRMX,2026-04-02,10:06:00,14.38,13.93,15.16,10206,10:15:00,14.58,trail_stop,2071.97,1.41,11,0.4515,0.7750,2.50,4608.52,4.86,-1.55,4,4284,1606,0.6450,13.94,14.24,14.31,14.59,14.31,14.59,4338,11.64,15.25,11.50,13.97,239987,32.61,189034,1.27,,487740,36,1,8.10,-15.35,False,,3,4.86,7.53,2.30,1.80,0.30,0.00,0.30,0.30,0.20,2.300,1.578,0.20,0.00,23.83
GVH,2026-04-02,10:03:00,2.18,2.09,2.38,27000,11:01:00,2.27,trail_stop,2469.49,4.19,59,0.0908,0.2000,2.50,2452.95,9.20,13.97,4,6738,4374,0.1790,2.10,2.17,2.15,2.19,2.15,2.19,4760,1.99,2.74,1.70,2.73,1078443,61.18,2092847,0.52,,1229299,33,1,12.68,1.50,False,,2,9.20,12.71,1.70,1.80,0.00,0.00,0.00,0.30,0.20,1.700,1.578,0.20,0.00,28.23
USAX,2026-04-02,10:03:00,13.73,13.47,14.17,7413,10:10:00,14.00,trail_stop,2047.91,2.01,8,0.2533,0.4375,2.50,1877.71,3.15,-18.29,3,3375,1290,0.4100,13.48,13.65,13.66,13.67,13.66,13.67,352,11.41,15.00,11.30,14.43,146077,32.74,137337,1.06,,589120,33,1,7.01,-8.28,False,,2,3.15,7.56,2.00,1.80,0.00,0.00,0.30,0.30,0.20,2.000,1.578,0.20,0.00,21.42
USGG,2026-04-02,10:08:00,8.56,8.27,9.01,5523,13:17:00,8.82,trail_stop,1426.36,3.02,87,0.2926,0.4500,2.50,1616.03,3.18,31.02,4,18279,3130,0.2579,8.28,8.45,8.52,8.62,8.52,8.62,2865,6.98,9.14,6.98,8.75,506890,30.95,184105,2.75,,555920,38,3,4.77,-8.34,False,,3,3.18,6.07,1.50,1.00,0.00,-0.30,0.30,0.30,0.00,1.500,1.578,0.20,0.00,23.30
BTBD,2026-04-06,09:39:00,2.41,2.31,2.64,14941,09:48:00,2.30,stop,-1627.52,-4.52,11,0.1020,0.2250,2.50,1523.98,9.09,40.00,3,83427,74250,0.2000,2.32,2.40,2.38,2.43,2.32,2.41,125733,2.31,2.48,1.96,2.09,6876088,26.53,498066,13.81,,3152942,9,1,3.66,22.22,False,,2,9.09,3.66,1.50,1.00,0.00,0.00,0.00,0.30,0.00,1.500,1.667,0.20,0.00,26.72
MNTS,2026-04-06,09:58:00,3.82,3.69,3.97,15000,10:36:00,4.00,trail_stop,2698.53,4.70,40,0.1340,0.1500,2.50,2010.37,4.75,29.41,2,32661,15031,0.1700,3.70,3.75,3.81,3.81,3.77,3.78,19328,3.30,4.15,3.27,3.51,3182946,26.91,649120,4.90,,5298823,28,2,5.15,0.61,False,,2,4.75,6.96,2.60,1.00,0.30,0.30,0.30,0.30,0.20,2.600,1.667,0.20,0.00,19.25
PRFX,2026-04-06,10:36:00,2.60,2.54,2.73,1527,10:38:00,2.53,stop,-107.76,-2.71,4,0.0629,0.1250,2.50,96.12,6.50,43.75,2,36560,15676,0.1600,2.55,2.59,2.58,2.60,2.58,2.58,15100,2.44,2.88,2.33,2.53,28283475,23.73,28330,998.36,,808621,66,3,-1.59,16.19,False,,3,6.50,-1.09,2.20,1.80,0.30,0.30,0.30,0.30,0.00,2.200,1.667,0.00,0.00,82.30
PSTV,2026-04-09,10:37:00,3.76,3.66,3.96,12500,10:39:00,3.65,stop,-1371.00,-2.92,4,0.0987,0.2000,2.50,1233.75,6.99,32.65,4,14674,8310,0.2450,3.67,3.74,3.73,3.74,3.68,3.69,11273,3.13,4.10,3.13,3.92,849032,30.99,5147647,0.16,,6325074,67,4,8.03,-1.26,False,,3,6.99,8.21,2.10,1.00,0.30,0.30,0.30,0.00,0.00,2.100,0.930,0.20,0.00,21.36
VWAV,2026-04-09,10:01:00,6.90,6.74,7.14,12216,10:12:00,6.71,stop,-2315.60,-2.75,14,0.1693,0.2375,2.50,2068.78,3.17,40.48,2,10448,4620,0.2100,6.75,6.83,6.87,6.99,6.87,6.88,12100,5.95,7.47,5.90,7.34,1564949,26.61,488677,3.20,,13995535,31,2,5.25,2.59,False,,2,3.17,6.18,1.50,1.00,0.00,0.00,0.30,0.00,0.00,1.500,0.930,0.20,0.00,20.17
IREG,2026-04-13,10:00:00,13.52,13.26,14.00,7247,10:13:00,13.22,stop,-2188.70,-2.23,9,0.2622,0.4875,2.50,1900.53,3.08,-2.17,2,1372,988,0.3964,13.27,13.45,13.44,13.57,13.35,13.57,2375,11.92,15.09,11.82,14.87,172894,27.66,144970,1.19,,306505,30,1,6.95,-4.18,False,,2,3.08,6.62,1.40,2.00,0.00,0.00,0.00,0.00,0.20,1.400,0.820,0.20,0.00,16.58
NBIG,2026-04-13,10:00:00,15.81,15.49,16.41,12500,10:02:00,15.44,stop,-4564.00,-2.31,4,0.3186,0.6000,2.50,3983.12,4.31,0.00,2,10811,7721,0.6400,15.50,15.73,15.71,15.75,15.71,15.71,2952,13.50,16.61,13.40,15.77,1276253,23.92,1683602,0.76,,11025850,30,1,8.50,-2.67,False,,2,4.31,8.97,1.40,1.00,0.00,0.00,0.00,0.00,0.20,1.400,0.820,0.20,0.00,21.08
IONL,2026-04-14,09:58:00,14.03,13.75,14.50,10573,10:04:00,14.34,trail_stop,3248.65,2.19,8,0.2798,0.4750,2.50,2958.33,4.12,25.45,4,13851,7338,0.5500,13.76,13.94,13.96,14.02,13.96,14.01,7952,12.90,15.99,12.54,15.92,2159666,27.51,422993,5.11,,1876055,28,2,3.53,13.81,False,,3,4.12,4.11,1.70,1.00,0.00,0.00,0.30,0.00,0.20,1.700,1.020,0.20,0.00,22.47
RGTX,2026-04-14,10:20:00,20.58,20.26,21.13,12500,10:27:00,21.22,trail_stop,8016.71,3.12,12,0.3224,0.5500,2.50,4030.00,3.66,19.44,3,14484,9658,0.7200,20.27,20.48,20.41,20.54,20.31,20.53,6166,18.10,21.68,17.95,20.50,1559668,20.77,1467749,1.06,,25827925,50,6,4.12,8.38,False,,3,3.66,4.50,1.70,1.00,0.00,0.30,0.00,0.00,0.20,1.700,1.020,0.20,0.00,27.21
IPWR,2026-04-22,10:12:00,3.78,3.67,3.99,2787,13:33:00,3.82,trail_stop,130.79,1.24,136,0.1058,0.2175,2.50,294.82,6.19,40.93,2,4769,2286,0.2199,3.68,3.76,3.70,3.78,3.70,3.77,2893,3.28,4.09,3.28,3.90,1050020,24.70,61989,16.94,,10375476,42,1,0.40,4.29,False,,2,6.19,0.90,1.60,1.80,0.30,0.00,0.30,0.00,0.00,1.600,0.901,0.00,0.00,27.82
CVV,2026-04-27,10:38:00,6.68,6.46,7.05,25000,11:24:00,6.44,stop,-6190.37,-3.71,24,0.2282,0.3690,2.50,5706.25,6.91,43.02,2,5101,2294,0.4300,6.46,6.60,6.65,6.66,6.65,6.66,2943,6.46,6.96,6.05,6.49,265761,15.04,677296,0.39,,5291246,68,1,3.45,12.74,False,,3,6.91,4.53,1.80,2.00,0.30,0.00,0.30,0.00,0.00,1.800,0.887,0.20,0.00,18.66
QTTB,2026-04-27,09:49:00,5.77,5.60,6.13,17223,09:51:00,5.58,stop,-3280.72,-3.30,5,0.1737,0.3625,2.50,2991.64,11.95,25.20,2,10807,1400,0.6150,5.61,5.74,5.69,5.80,5.69,5.75,3313,5.34,6.02,4.77,5.47,502633,26.21,382774,1.31,,6329291,19,1,11.21,-17.59,False,,3,11.95,11.48,3.00,1.80,0.00,0.30,0.30,0.00,0.20,3.000,0.887,0.20,0.00,20.75
SHMD,2026-04-27,10:45:00,6.77,6.65,7.00,12500,10:47:00,6.63,stop,-1794.37,-2.12,9,0.1236,0.2247,2.50,1544.99,3.30,30.25,4,5244,2228,0.2149,6.66,6.74,6.73,6.75,6.72,6.72,2644,6.86,6.93,6.02,6.11,1476632,15.12,761602,1.94,,15530464,75,3,4.73,9.94,False,,3,3.30,5.16,1.50,1.00,0.00,0.00,0.30,0.00,0.00,1.500,0.887,0.20,0.00,22.76
VIVK,2026-04-27,10:01:00,2.42,2.33,2.57,12500,10:42:00,2.55,trail_stop,1602.83,5.29,42,0.0920,0.1500,2.50,1150.62,8.03,26.72,4,16202,3345,0.1774,2.34,2.39,2.41,2.54,2.41,2.54,5987,3.00,3.13,2.18,3.13,9655826,43.58,1358515,7.11,,1944248,31,1,-5.83,8290.80,True,,2,8.03,-4.55,1.80,1.00,0.30,0.30,0.30,0.00,0.20,1.800,0.887,0.00,-0.30,8319.54
CRWU,2026-04-28,09:52:00,8.36,8.05,9.04,25000,10:32:00,8.03,stop,-8393.75,-4.02,45,0.3116,0.6750,2.50,7790.00,6.58,47.32,2,21311,11006,0.5125,8.06,8.32,8.24,8.32,8.22,8.32,4256,7.50,8.53,7.42,7.81,1124090,14.95,1672819,0.67,,5393475,22,1,5.92,-15.16,False,,2,6.58,6.08,1.50,2.00,0.30,-0.30,0.30,0.00,0.00,1.500,0.891,0.20,0.00,16.49
DSGN,2026-04-29,09:40:00,15.16,14.60,16.36,15445,10:02:00,14.56,stop,-9293.45,-3.97,25,0.5579,1.2063,2.50,8616.96,15.90,21.55,3,15622,5432,2.0650,14.61,15.08,14.73,15.14,14.73,15.14,7840,13.00,17.25,12.99,15.79,2691751,32.79,308908,8.71,,29203674,10,3,3.96,1.48,False,,3,15.90,4.30,1.50,2.00,0.00,0.30,0.30,-0.50,0.20,1.500,0.583,0.20,0.00,17.37
SKBL,2026-04-30,10:36:00,2.80,2.68,3.08,4646,11:06:00,2.67,stop,-620.64,-4.76,34,0.1256,0.2790,2.50,583.31,12.89,39.37,2,8531,3162,0.3175,2.65,2.79,2.73,2.80,2.73,2.79,16708,3.70,4.55,2.41,4.55,3341682,88.80,103273,32.36,,9472782,66,3,-6.92,-8.42,False,,2,12.89,-6.11,1.80,1.80,0.00,0.00,0.30,-0.50,0.00,1.800,0.507,0.00,0.00,107.47
