day,symbol,range_high,range_low,open_p,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_close_position,prev_close,gap_pct,prev_day_range_pct,prev_day_close_position,price_vs_20d_high_pct,return_volatility_20d,adv20,trig_m,ssr,limit,filled,nofill,entry,exit,reason,entry_m,exit_m,R,cellC_new,split,half,wrapper,comp,q,_k,veto,cost,imp,netR,pnl_10k,pnl_50k
2025-01-14,MSTZ,17.48,17.05,17.33,2.481246393537217,618343.0,1.4916699809283198,0.0465116279069757,18.94,-8.500527983104556,15.681098204857458,0.0134680134680143,-40.05700291932427,423.2437594405109,122594280.4,575,1,16.99885,1,,16.88,17.48,stop,576.0,597.0,0.6000000000000014,1,TRAIN,TRAIN_H1,True,0.041577909004467166,3,1,False,0.024310999193572998,False,-1.0405183319892883,-46.19901394032451,-230.99506970162255
2025-01-14,TSLQ,24.7749,24.07,24.5,2.877142857142851,300362.0,1.760660870889551,0.5390835579514822,25.9,-5.4054054054054,12.432046332046342,0.0062113730240068,-20.621549467354395,9.124462604845055,12973670.85,577,0,23.99779,1,,23.94,24.7749,stop,578.0,598.0,0.8348999999999975,1,TRAIN,TRAIN_H1,True,-0.17610387507480532,2,1,False,0.02617904559217225,False,-1.0313559056080637,-44.77611037079283,-224.7416308995563
2025-01-15,TSLQ,25.3241,24.73,25.0,2.376400000000004,238295.0,1.1805924766161169,0.6227907759636432,26.85,-6.89013035381751,13.305772811918068,0.9440183619772716,-19.001581089137137,8.92340378194612,13036558.3,580,0,24.65581,1,,24.642,22.465,eod,581.0,945.0,0.6821000000000019,1,TRAIN,TRAIN_H1,True,0.34400292901739554,5,1,False,0.02676987384557705,False,3.1523678729723157,107.51150630772113,544.0082219170689
2025-01-15,MSTZ,16.07,15.55,15.8,3.2911392405063267,530207.0,1.678099672377649,0.3076923076923082,17.19,-8.086096567771964,15.760907504362995,0.4539918060015505,-45.34914288086112,423.26972160682095,63783926.2,598,0,15.50335,1,,15.5085,15.32,eod,599.0,900.0,0.5615000000000006,0,TRAIN,TRAIN_H1,True,0.001477619738976334,3,1,False,0.01298812270596695,False,0.31257680729124193,14.0409501835226,70.7312865494951
2025-01-15,XTIA,5.78,5.6,5.61,3.208556149732631,28106.0,1.3368135782293242,0.5611111111111091,6.04,-7.11920529801324,12.251655629139076,0.2567567567567572,-32.41859512594716,4515.017640289648,590742082.9,580,0,5.5832,1,,5.5592,5.78,stop,581.0,712.0,0.2208000000000005,1,TRAIN,TRAIN_H1,False,-0.12375454848760296,2,1,False,0.055948717948717905,False,-1.2533909327387585,-61.99171282051294,-311.06555897435953
2025-01-16,RGTI,10.58,10.1,10.35,4.637681159420295,11120010.0,2.832992928401221,0.8749999999999991,10.94,-5.393053016453381,16.727605118829985,0.6612021857923492,-51.68067226890757,24.151774845224363,213845763.85,583,0,10.0697,1,,10.135,10.58,stop,584.0,589.0,0.4450000000000003,0,TRAIN,TRAIN_H1,False,0.47830369103797105,5,1,False,0.0120000606761964,False,-1.0269664284858346,-56.211007463172194,-281.51203737653714
2025-01-17,RGTI,11.0,10.45,10.53,5.223171889838564,7599587.0,2.2019921139520413,0.700000000000002,11.24,-6.316725978647694,15.3914590747331,0.7109826589595376,-50.84033613445379,23.25981516845799,215219050.0,614,0,10.41865,1,,10.4199,9.915,eod,615.0,945.0,0.5800999999999998,0,TRAIN,TRAIN_H1,False,0.3407014637524251,5,1,False,0.0101403133616592,False,0.8528868930155868,58.876402709962676,296.3610522963667
2025-01-17,MSTZ,13.9,13.34,13.62,4.111600587371517,1165922.0,1.5125091144947669,0.1071428571428579,15.01,-9.260493004663562,13.724183877415062,0.1407766990291257,-52.88957759729927,14.336470665629111,17462236.95,575,1,13.29998,1,,13.225,12.6099,eod,576.0,945.0,0.6750000000000007,1,TRAIN,TRAIN_H1,True,-0.045205548119402326,3,1,False,0.01451507696143485,False,0.8897554415386141,56.454982765625125,283.47608367420275
2025-01-21,SMX,5.04,4.6301,5.02,8.165338645418336,34237.0,3.226201555120144,0.0973408148328866,5.36,-6.343283582089566,13.272388059701496,0.3955580545403436,-21.56250000000001,747.7785102784284,41856233.307692304,581,1,4.6162097,1,,4.6698,4.43,eod,582.0,900.0,0.3701999999999996,0,TRAIN,TRAIN_H1,False,-0.20388185858101623,2,1,False,0.03823863636363655,False,0.5444661362408545,53.81688409090922,269.6891045454552
2025-01-22,WKEY,9.47,9.1616,9.42,3.273885350318478,61335.0,1.5386929563893947,0.5784695201037597,9.97,-5.516549648946848,31.69508525576729,0.8006329113924053,-30.06681514476616,20.68468739729155,2631253.9,601,0,9.1341152,1,,9.12,8.801,eod,602.0,900.0,0.3500000000000014,1,TRAIN,TRAIN_H1,False,0.08000666195596673,3,1,False,0.0643987341772152,False,0.7274321880650938,34.88037341772139,174.40186708860693
2025-01-22,RDW,22.03,21.11,21.2,4.339622641509442,280150.0,2.348232927721492,0.989130434782607,22.33,-5.060456784594711,29.422301836094945,0.9741248097412478,-5.777777777777781,12.569805971168316,1686375.35,579,0,21.04667,1,,20.95,21.5,eod,580.0,945.0,1.0800000000000018,1,TRAIN,TRAIN_H1,False,0.03719535141986793,3,1,False,0.128123888330369,False,-0.6278924891947857,-40.00930941149181,-202.08091872245018
2025-02-03,RGTI,12.59,12.01,12.44,4.662379421221866,6860544.0,2.320022340707028,0.5344827586206905,13.17,-5.5429005315110125,17.539863325740324,0.3896103896103897,-41.92343604108311,20.73314436007849,189506056.0,606,0,11.97397,1,,11.925,12.59,stop,607.0,634.0,0.6649999999999991,1,TRAIN,TRAIN_H1,False,0.27425560165384427,4,0,False,0.0100399610500842,False,-1.0150976857896004,-70.20415594920867,-353.7209395902437
2025-02-03,DNA,12.52,12.2,12.37,2.5869037995149577,45940.0,1.2982457104452991,0.2862500000000043,13.36,-7.410179640718565,12.574850299401197,0.2559523809523808,-15.331964407939768,7.412972262760069,1373551.35,575,0,12.1634,1,,12.13,12.52,stop,576.0,634.0,0.3899999999999988,1,TRAIN,TRAIN_H1,False,0.18906318777264025,4,0,False,0.0722731829573933,False,-1.1853158537369064,-47.614137844611385,-238.07068922305692
2025-02-07,GMEX,5.63,5.38,5.42,4.612546125461255,18318.0,1.8541476012961555,0.0,6.28,-13.694267515923572,25.636942675159226,0.3664596273291925,-53.79369138959932,9.880676257803648,442828.85,575,1,5.36386,1,,5.43,2.5493,eod,576.0,945.0,0.2000000000000001,0,TRAIN,TRAIN_H1,False,0.03107404489957991,3,1,False,0.16432608695652165,False,13.581869565217383,624.766,3126.546373913043
2025-02-14,SERV,15.52,14.01,14.66,10.30013642564802,3849865.0,5.070554440850931,0.4437086092715231,22.92,-36.03839441535777,16.055846422338565,0.9510869565217392,-36.53679653679654,8.104618062855902,9452777.2,576,1,13.96797,1,,13.88,13.605,eod,577.0,945.0,1.6399999999999988,1,TRAIN,TRAIN_H1,False,0.4311003554715148,5,1,False,0.0183471531050544,False,0.15649563835057692,23.098756220545134,115.49378110272568
2025-02-14,AIFF,12.82,11.25,12.745,12.3185562965869,767649.0,3.789376460083923,0.0674522292993631,15.46,-17.561448900388108,20.37516170763259,0.4476190476190478,-25.90116279069768,40.03140889541436,16829977.25,575,1,11.21625,1,,11.2,9.0399,eod,576.0,900.0,1.620000000000001,1,TRAIN,TRAIN_H1,False,-0.14593350328780766,2,1,False,0.050156818181818205,False,1.3024340628507287,234.20369318181818,1177.3482954545455
2025-02-14,ATOM,6.7238,6.26,6.26,7.4089456869009584,47974.0,3.2923270167453285,0.3018542475204842,6.65,-5.864661654135347,24.812030075187973,1.0,-47.39495798319328,12.908238127410083,1011048.9,581,0,6.24122,1,,6.22,6.045,eod,582.0,945.0,0.5038,1,TRAIN,TRAIN_H1,False,-0.22254965904600363,2,1,False,0.041220779220779005,False,0.2655403350123478,26.755844155844166,134.31433766233772
2025-02-18,AUR,9.505,8.85,9.435,6.942236354001071,2756154.0,2.545775441097689,0.1068702290076338,10.19,-7.409224730127567,15.799803729146216,0.6397515527950309,-12.395543175487456,11.385099266628451,13908024.75,575,1,8.82345,1,,8.945,9.505,stop,576.0,901.0,0.5600000000000005,0,TRAIN,TRAIN_H1,False,0.3816629555655219,5,1,False,0.013300948938093051,False,-1.023751694532309,-79.68883190239501,-400.1640623587893
2025-02-26,DOMH,9.4555,9.16,9.24,3.198051948051954,30505.0,1.3590210078082685,0.7275803722504212,9.9,-6.666666666666668,25.95858585858585,0.961087980077046,-31.958261842870712,32.18155917756058,4631746.4,582,0,9.13252,1,,9.1442,9.4555,stop,583.0,593.0,0.311300000000001,0,TRAIN,TRAIN_H1,False,0.11311383798177868,4,0,False,0.2249999999999996,False,-1.7227754577577865,-72.93680000000009,-366.29290000000043
2025-02-27,SMCL,30.0911,28.65,28.87,4.991686872185667,36514.0,1.8120224444057635,0.2845048920963149,31.53,-8.43640976847447,21.29559150015857,0.1705264725593864,-47.192244375342966,17.056109542749,919773.75,575,1,28.56405,1,,28.57,21.015,eod,576.0,945.0,1.5211000000000006,0,TRAIN,TRAIN_H1,False,-0.2610794227135173,2,1,False,0.11364616451731971,False,4.8920871970828195,319.97821492575525,1622.2151361352242
2025-03-04,PDYN,6.48,6.15,6.33,5.213270142180096,120654.0,1.9747171343008825,0.1203030303030298,6.81,-7.048458149779729,13.067547723935387,0.4606135520845033,-48.95161290322581,9.71314345846225,4986240.85,592,0,6.131550000000001,1,,6.13,6.48,stop,593.0,726.0,0.3500000000000005,1,TRAIN,TRAIN_H1,False,-0.11541324375649499,2,1,False,0.03772299745586305,False,-1.1077799927310372,-78.7077684835403,-395.089734407525
2025-03-06,MSTU,6.635,6.37,6.59,4.021244309559934,2682170.0,2.3960876326577365,0.7169811320754707,7.0,-5.857142857142859,23.000000000000004,0.9006211180124223,-35.18564052126875,11.77993046751434,56469112.3,576,0,6.35089,1,,6.35,6.635,stop,577.0,582.0,0.2850000000000001,1,TRAIN,TRAIN_H1,True,0.12846395019336826,4,0,False,0.010337322055442199,False,-1.036271305457692,-57.8861151228667,-290.61192490255524
2025-03-10,MSTU,5.43,5.0,5.24,8.206106870229002,5800875.0,2.988371859688077,0.0465116279069757,6.08,-13.815789473684209,21.381578947368418,0.1999999999999998,-45.473465140478666,11.926135103480757,63222100.25,577,1,4.985,1,,4.95,3.99,eod,578.0,945.0,0.4799999999999995,1,TRAIN,TRAIN_H1,True,0.2353539844185184,4,0,False,0.01015091371271085,False,1.9788522630985212,239.36196974439687,1198.7095468945588
2025-03-12,TSLZ,5.27,5.04,5.09,4.518664047151268,3404361.0,2.873150656885774,0.4130434782608693,5.96,-14.597315436241612,18.28859060402685,0.3302752293577982,-23.916292974588945,9.750561744507753,69740598.9,576,1,5.0248800000000005,1,,5.03,5.27,stop,577.0,632.0,0.2399999999999993,0,TRAIN,TRAIN_H1,True,0.27925720758994305,4,0,False,0.010015479498841951,False,-1.0417311645785083,-62.00383891571264,-310.5192255375609
2025-03-13,VNET,10.36,9.961,9.995,3.991995997998991,2527353.0,1.2633815660855443,0.7117794486215527,11.0,-9.136363636363644,13.545454545454549,0.2281879194630871,-38.03471791692499,7.59452086531912,14855537.35,577,0,9.931117,1,,9.99,10.36,stop,578.0,619.0,0.3699999999999992,0,TRAIN,TRAIN_H1,False,-0.01319594527412923,3,1,False,0.0124978161726482,False,-1.033777881547698,-47.81222702158093,-239.06113510790465
2025-03-14,TSLZ,5.1261,4.98,5.08,2.875984251968497,1796924.0,1.4713179768956233,0.171115674195753,5.36,-5.22388059701493,11.194029850746276,0.5000000000000008,-24.065769805680123,9.88797371877216,67166751.65,576,0,4.96506,1,,4.9601,5.1261,stop,577.0,582.0,0.1660000000000003,1,TRAIN,TRAIN_H1,True,0.36097126549454817,5,1,False,0.0100063918184724,False,-1.0602794687859787,-44.35361073825514,-221.7680536912757
2025-03-19,TNXP,19.5,18.45,19.43,5.404014410705099,92329.0,3.246563737338845,0.8476190476190476,20.53,-5.358012664393577,30.15099853872381,0.8109854604200326,-10.460829493087555,13.73054309468136,1688275.2,583,1,18.39465,1,,18.3099,17.71485,lock,584.0,876.0,1.190100000000001,1,TRAIN,TRAIN_H1,False,-0.17167902503573512,2,1,False,0.09670040485830014,False,0.4187459836498613,33.88777246963563,169.93721194331985
2025-03-31,PLTU,26.07,24.89,25.05,4.7105788423153685,149312.0,1.8803599329821947,0.1499999999999997,28.97,-13.531239212978935,12.77183293061788,0.3162162162162157,-34.42408376963351,11.003216807406805,3959661.3,580,1,24.81533,1,,24.8359,26.07,stop,581.0,601.0,1.2341000000000015,0,TRAIN,TRAIN_H1,False,0.09992819580739346,4,0,False,0.048377839248902155,False,-1.0392009069353392,-64.12389196244519,-321.90193765147484
2025-04-07,W,24.24,23.52,24.0,2.999999999999996,181878.0,0.9887570911838348,0.3194444444444455,26.05,-7.8694817658349345,24.99040307101728,0.8663594470046082,-38.68165559529893,7.631433308516568,6662916.7,584,0,23.44944,1,,23.625,24.24,stop,585.0,587.0,0.6149999999999984,0,TRAIN,TRAIN_H1,False,0.2978662728110061,4,0,False,0.10742813279600816,False,-1.174679890725217,-37.56626290539234,-190.72102705814575
2025-04-08,FNGD,20.1,19.485,19.5,3.153846153846164,241563.0,1.472447976892545,0.2536585365853631,23.05,-15.40130151843818,33.70672451193059,0.4054367132597114,-29.52503487607248,7.863957291420203,5411760.4,598,1,19.426545,1,,19.37,20.1,stop,599.0,657.0,0.7300000000000004,1,TRAIN,TRAIN_H1,False,0.29725609826197236,4,0,False,0.0123696470243897,False,-1.0169447219512187,-47.51165740956097,-239.04302634185362
2025-04-10,PTEN,6.18,5.97,6.18,3.3980582524271843,210908.0,1.391367920649717,0.2857142857142881,6.56,-5.792682926829267,22.713414634146343,0.9127516778523485,-29.290617848970257,7.933135425734269,12526339.7,577,0,5.95209,1,,5.96,5.465,eod,578.0,945.0,0.2199999999999997,0,TRAIN,TRAIN_H1,False,0.307765091182615,4,0,False,0.01311774461028205,False,2.190373888135085,100.71339137645107,505.01260364842454
2025-04-10,NVDX,7.605,7.37,7.51,3.12916111850866,1223412.0,1.6110702363715763,0.8127659574468067,8.23,-8.748481166464163,26.36573511543135,0.94935250472372,-25.569871159563927,10.759581339193462,17549994.8,598,1,7.34789,1,,7.3,7.605,stop,599.0,631.0,0.3050000000000006,1,TRAIN,TRAIN_H1,True,0.2466141226353508,4,0,False,0.0100105663074771,False,-1.032821528876974,-53.86680683857869,-269.64904475920093
2025-04-21,HTZ,7.54,6.93,7.33,8.321964529331519,4110120.0,3.140720025309633,0.0985245901639348,8.24,-11.043689320388353,25.000000000000007,0.7572815533980584,-16.132723112128147,17.362024791908162,27639876.65,575,1,6.90921,1,,6.9302,7.54,stop,576.0,632.0,0.6097999999999999,0,TRAIN,TRAIN_H1,False,0.47785157548944784,5,1,False,0.0107663407784225,False,-1.01765552767862,-111.70194134011604,-559.1302730413586
2025-04-21,SMCX,24.1372,23.4023,23.68,3.1034628378378364,48443.0,1.3880437907172205,0.6833582800380986,25.12,-5.732484076433126,11.583996815286625,0.5876146946630472,-55.25321239606954,11.947154530762202,3685041.85,599,0,23.3320931,1,,23.18,21.86,eod,600.0,945.0,0.9572000000000004,1,TRAIN,TRAIN_H1,False,-0.24991217291126924,2,1,False,0.0625922055569213,False,1.313631210241411,66.64261310548319,338.2426967051883
2025-04-22,MSTZ,7.27,7.0,7.19,3.755215577190536,1493995.0,1.3988879880285188,0.2222222222222211,7.7,-6.62337662337662,13.8961038961039,0.5887850467289717,-61.795961742826776,15.991764002459984,34793999.6,580,0,6.979,1,,6.97,6.4777,eod,581.0,945.0,0.2999999999999998,1,TRAIN,TRAIN_H1,True,0.03371147952485042,3,1,False,0.010020137590251499,False,1.60759954136583,86.32809537134501,432.1227567191348
2025-04-24,UPXI,10.75,10.31,10.43,4.2186001917545495,42186.0,2.3305848591628187,0.2045454545454544,11.01,-5.267938237965486,21.88919164396004,0.3402489626556018,-52.590909090909086,74.21033682185998,5795802.85,575,0,10.27907,1,,10.3,10.75,stop,576.0,599.0,0.4499999999999993,0,TRAIN,TRAIN_H1,False,-0.28331912946520943,2,1,False,0.12337591575091561,False,-1.2741687016687018,-69.37848580586069,-347.4658049450544
2025-04-28,CSIQ,10.485,10.05,10.485,4.148783977110146,306074.0,1.9459520368434635,0.1034482758620691,11.15,-5.964125560538125,23.183856502242143,0.9090909090909092,-7.905138339920952,9.619296358185974,2904029.85,575,1,10.01985,1,,9.96,9.795,eod,576.0,945.0,0.5249999999999986,1,TRAIN,TRAIN_H1,False,0.48619877408634693,5,1,False,0.022492354740061952,False,0.2714431338284559,17.813455657492373,89.35229357798174
2025-04-30,HIMZ,16.49,15.25,16.42,7.551766138855043,71017.0,2.4245919879693685,0.1693548387096783,17.61,-6.757524134014751,23.45258375922772,0.435835351089588,-17.65295887662989,15.9348006499034,436288.15,575,1,15.20425,1,,15.3,15.45,eod,576.0,945.0,1.1899999999999975,0,TRAIN,TRAIN_H1,False,-0.05457322343015961,3,1,False,0.0887496570115414,False,-0.20062996387524412,-19.33872221793474,-97.40986006070831
2025-04-30,PONY,9.44,9.0,9.01,4.883462819089894,391987.0,1.8725350763851272,0.8522727272727282,9.65,-6.632124352331611,17.69948186528496,0.6029859484777521,-20.581754076685773,17.088524290498984,9782120.1,635,0,8.973,1,,8.915,9.0779,eod,636.0,945.0,0.5250000000000004,1,TRAIN,TRAIN_H1,False,-0.11764028214491182,2,1,False,0.01473214285714265,False,-0.3383469387755105,-24.868500000000036,-124.52013214285734
2025-04-30,SOFX,10.68,10.17,10.68,4.775280898876402,56443.0,1.307318047582475,0.6666666666666666,11.59,-7.8515962036238145,18.6367558239862,0.037037037037037,-21.872713972201904,13.74152345735123,445735.85,577,1,10.13949,1,,10.1,9.9501,eod,578.0,942.0,0.5800000000000001,1,TRAIN,TRAIN_H1,False,-0.23431119632369907,2,1,False,0.0464784436888418,False,0.17831302812268449,12.720851426272313,63.914521800295034
2025-05-05,RIOX,8.65,8.1601,8.65,5.663583815028907,35849.0,1.646808361630343,0.0814451928965081,9.13,-5.257393209200442,20.04381161007667,0.5409836065573771,-13.239719157472418,12.073626852578755,436597.0,578,1,8.1356197,1,,8.11,8.212,eod,579.0,944.0,0.5400000000000009,1,TRAIN,TRAIN_H1,False,0.21097951313057267,4,0,False,0.036282219570406,False,-0.2560781843896409,-21.29546181384257,-106.47730906921286
2025-05-05,UMAC,5.51,5.3349,5.36,3.266791044776112,227448.0,1.9241004689316867,0.8857795545402649,6.91,-22.431259044862514,13.965267727930533,0.3886010362694301,-28.533333333333328,7.539809284680901,634612.5,577,1,5.3188953,1,,5.315,5.217500000000001,lock,578.0,717.0,0.1949999999999994,1,TRAIN,TRAIN_H1,False,0.08950076252037517,3,1,False,0.01449521857923505,False,0.42566554574751003,19.506123633879586,97.53061816939794
2025-05-06,ROBN,14.1255,13.68,13.88,3.209654178674358,100611.0,1.6212801519885662,0.7407407407407394,14.87,-6.657700067249485,11.566913248150644,0.8779069767441856,-18.544600938967125,13.458363451743448,2975684.9,598,0,13.63896,1,,13.64,14.1255,stop,599.0,617.0,0.4855,0,TRAIN,TRAIN_H1,False,0.156159832790657,4,0,False,0.01912773924496905,False,-1.039398021101893,-45.921124271292186,-231.11950457419584
2025-05-14,ASST,5.5,5.16,5.33,6.378986866791742,332881.0,3.203420619792839,0.0588235294117634,5.97,-10.720268006700165,27.30318257956449,0.1656441717791408,-40.246636771300444,104.35609737706476,32141155.0,575,1,5.14452,1,,5.165,5.5,stop,576.0,579.0,0.3349999999999999,0,TRAIN,TRAIN_H1,False,-0.2454311742890099,2,1,False,0.05846106048053025,False,-1.1745106283000906,-95.21757663628831,-476.08788318144155
2025-05-19,QUBT,12.24,11.25,12.09,8.18858560794045,3672945.0,2.8446586754549523,0.3434343434343432,12.87,-6.060606060606056,20.979020979020987,0.966666666666666,-6.712962962962971,10.30784971057633,15824589.25,575,1,11.21625,1,,11.36,11.85,eod,576.0,945.0,0.8800000000000008,0,TRAIN,TRAIN_H1,False,0.43118337960206005,5,1,False,0.0121874999999999,False,-0.5706676136363633,-55.240625000000016,-276.20312500000006
2025-05-19,TSSI,14.95,14.0501,14.22,6.328410689170175,302271.0,2.199238848825568,0.8499833314812757,15.44,-7.901554404145071,25.6470207253886,0.7575696355968587,-13.292682926829258,17.1011272733089,2389294.8,595,0,14.0079497,1,,14.055,13.78,eod,596.0,945.0,0.8949999999999996,0,TRAIN,TRAIN_H1,False,-0.067450108615386,3,1,False,0.051190605239385796,False,0.25006636286102196,19.695226738934082,99.37137127371287
2025-05-20,AEVA,14.8,14.2062,14.8,4.012162162162161,405680.0,2.631389971047814,0.0737622094981461,15.58,-5.0064184852374805,23.50513478818999,0.1419950301739437,-21.024546424759865,8.258935857506609,2239651.65,575,0,14.1635814,1,,14.2748,14.8,stop,576.0,655.0,0.5251999999999999,0,TRAIN,TRAIN_H1,False,-0.046683782135179035,3,1,False,0.0553348214285716,False,-1.1053595229028401,-50.50652946428572,-253.69371696428573
2025-05-21,CHAI,6.278,5.88,6.275,6.342629482071708,1359648.0,2.333767822572748,0.1005025125628142,8.19,-23.382173382173374,34.432234432234424,0.9113475177304964,-25.6516587677725,35.09461917726205,20515531.55,576,1,5.86236,1,,5.885,5.6885,lock,577.0,619.0,0.3929999999999998,0,TRAIN,TRAIN_H1,False,0.6646358050949737,5,1,False,0.02010678565161805,False,0.44883769554295544,37.395361441856856,187.32959363798105
2025-05-22,MWYN,9.7,9.259,9.56,4.612970711297059,38853.0,4.086956361576089,0.7845804988662152,10.22,-6.457925636007829,28.050880626223083,0.770894377005721,-12.106501912327143,12.52576311410521,1068813.0,577,1,9.231223,1,,9.24,9.7,stop,578.0,591.0,0.4599999999999991,0,TRAIN,TRAIN_H1,False,-0.21762903990903076,2,1,False,0.21934523809523784,False,-1.4768374741200834,-91.71160714285699,-459.2373809523802
2025-05-23,QMCO,12.38,11.8,12.2,4.754098360655738,198038.0,2.3319649535534164,0.1206896551724112,12.88,-5.279503105590074,25.93400621118013,0.5449510523006919,-15.277777777777784,7.530936056894548,2022896.6,576,0,11.764600000000002,1,,11.9238,12.38,stop,577.0,604.0,0.4562000000000008,0,TRAIN,TRAIN_H1,False,0.15315595583599503,4,0,False,0.0545996110265517,False,-1.1196834963317657,-53.12315954676146,-267.6589961779135
2025-06-02,RYET,11.93,11.51,11.89,3.53238015138772,22144.0,1.8311618630502395,0.4049999999999993,12.58,-5.484896661367246,29.570747217806048,0.8870967741935484,-22.287581699346404,17.919916234679757,1341406.95,630,0,11.47547,1,,11.5,9.43,eod,632.0,945.0,0.4299999999999997,0,TRAIN,TRAIN_H1,False,0.21753104620618288,4,0,False,0.3231052631578941,False,4.062545899632807,188.66463157894748,948.5638421052637
