symbol,bar_date
SMCX,2026-03-25
RKLZ,2026-03-26
FGL,2026-03-26
IREZ,2026-03-26
CORD,2026-03-27
UVIX,2026-03-27
IONX,2026-03-31
RGTX,2026-04-01
RKLX,2026-04-01
CONL,2026-04-06
BMNZ,2026-04-07
RGTZ,2026-04-09
CRWU,2026-04-09
CWVX,2026-04-09
IREX,2026-04-10
IRE,2026-04-10
OKLL,2026-04-10
NETG,2026-04-13
ASTI,2026-04-14
BYRN,2026-04-15
FSLY,2026-04-15
BIRD,2026-04-20
FGI,2026-04-21
SHMD,2026-04-21
BAIG,2026-04-22
IONL,2026-04-22
SMST,2026-04-23
VTIX,2026-04-24
SGMT,2026-04-28
CRWG,2026-04-29
CRMX,2026-04-30
NBIL,2026-05-01
OKLS,2026-05-01
CRWU,2026-05-01
NBIG,2026-05-01
CRWG,2026-05-01
CRWU,2026-05-04
PODC,2026-05-05
FLYT,2026-05-06
APLZ,2026-05-07
SMCZ,2026-05-07
REA,2026-05-07
ALMU,2026-05-08
ASTX,2026-05-08
NBIL,2026-05-11
MSTZ,2026-05-12
APLZ,2026-05-12
ARMG,2026-05-13
MNTS,2026-05-13
ALMU,2026-05-13
RGTZ,2026-05-14
QBTZ,2026-05-19
ASTN,2026-05-19
QBTX,2026-05-20
SMCX,2026-05-20
PIII,2026-05-21
SMCZ,2026-05-21
BMNZ,2026-05-21
XNDX,2026-05-22
EDHL,2026-05-22
BESS,2026-05-22
ONDL,2026-05-26
FJET,2026-05-27
QBTZ,2026-05-27
RGTZ,2026-05-27
QUCY,2026-05-28
IREZ,2026-05-28
QBTZ,2026-05-29
BMNZ,2026-05-29
QTTB,2026-05-29
