day,symbol,m,sp_mean,sp_med,mid_med,n_q,err
2024-11-12,TG,780,0.05461538461538434,0.04999999999999982,7.105,13,
2024-11-12,TG,955,0.03000000000000025,0.03000000000000025,7.0649999999999995,55,
2024-11-12,TH,660,0.03395161290322576,0.02999999999999936,10.065000000000001,124,
2024-11-12,TH,691,0.02820338983050888,0.030000000000001137,9.934999999999999,295,
2024-11-12,TH,780,0.023387096774194052,0.02000000000000135,9.635,62,
2024-11-12,TH,788,0.028017241379310238,0.02999999999999936,9.485,116,
2024-11-13,AIOT,660,0.013362068965517126,0.009999999999999787,5.9475,232,
2024-11-13,AIOT,720,0.017523510971786543,0.019999999999999574,6.085,319,
2024-11-13,AIOT,757,0.012918032786885296,0.009999999999999787,6.195,305,
2024-11-13,AIOT,780,0.018648648648648965,0.020000000000000462,6.33,111,
2024-11-13,AIOT,834,0.012750000000000617,0.010000000000000675,6.5649999999999995,40,
2024-11-13,AIOT,840,0.009999999999999787,0.009999999999999787,6.595,87,
2024-11-13,AIOT,858,0.015823754789272046,0.009999999999999787,6.515,261,
2024-11-13,AIOT,865,0.014793814432989714,0.010000000000000675,6.3525,194,
2024-11-13,AIOT,900,0.012817679558011311,0.010000000000000675,6.3149999999999995,181,
2024-11-13,AIOT,955,0.009999999999999787,0.009999999999999787,6.255,170,
2024-11-13,ALGS,840,0.34384615384615214,0.370000000000001,19.205,13,
2024-11-13,ALGS,871,0.3611111111111106,0.41999999999999815,19.009999999999998,63,
2024-11-13,ALT,600,0.027085377821393468,0.02999999999999936,10.365,1019,
2024-11-13,ALT,602,0.024339229968782163,0.019999999999999574,10.235,961,
2024-11-13,ALT,720,0.014897959183673717,0.010000000000001563,9.965,245,
2024-11-13,ALT,752,0.013861386138613584,0.009999999999999787,10.085,101,
2024-11-13,ALT,874,0.014085365853658908,0.010000000000001563,9.785,492,
2024-11-13,ALTG,600,0.08555555555555548,0.08999999999999986,7.255,27,
2024-11-13,ALTG,604,0.034069767441860514,0.040000000000000036,7.095,86,
2024-11-13,AMCX,840,0.02999999999999936,0.02999999999999936,9.355,50,
2024-11-13,AMCX,900,0.02574999999999945,0.02999999999999936,9.585,160,
