date,symbol,signal_m,entry_m,exit_m,why,R,r_pct,BR,kept,order_in_day,net_R_proxy,net_R_measured,placebo_R
2026-09-17,RKLX,616,617,675,stop,0.4544999999999994,2.775572519083966,0.6115702479338843,True,4.0,-1.1222972497249726,-1.135223542354235,-0.5303030303030324
2026-09-17,SECZ,612,613,731,stop,0.2862999999999989,3.058760683760672,0.5785123966942148,False,,-1.1109561299336366,,
2026-09-17,SMCX,620,621,640,target,0.3399999999999998,2.6708562450903366,0.5950413223140496,False,,1.8723,,
2026-09-17,SMU,614,615,716,target,0.1399999999999996,2.734374999999994,0.6033057851239669,False,,1.8752571428571423,,
2026-09-17,SNDG,640,641,955,eod,0.3319000000000009,3.642489491763528,0.5702479338842975,False,,0.111798493522143,,
2026-09-17,SNDU,641,642,955,eod,0.91,3.989478298991671,0.5537190082644629,False,,0.0136571428571427,,
2026-09-17,SNXX,641,642,955,eod,0.5849999999999991,3.9674465920651008,0.5537190082644629,False,,-0.0002444444444432,,
2026-09-17,TNON,642,643,955,eod,0.1543999999999994,3.802955665024617,0.5702479338842975,False,,0.9466580310880872,,
2026-09-17,TSLG,601,602,674,stop,0.1402999999999998,2.851452147226792,0.5950413223140496,False,,-1.1190374910905203,,
2026-09-17,TSLL,601,602,955,eod,0.3005000000000013,3.0321070369099883,0.5950413223140496,False,,-0.579926522462563,,
2026-09-17,TSLR,601,602,675,stop,0.5299999999999976,3.0939871570344284,0.5950413223140496,False,,-1.1096905660377363,,
2026-09-17,TSLT,600,601,675,stop,0.3599999999999994,2.618181818181814,0.6115702479338843,True,1.0,-1.1296611111111114,-1.042855555555555,
2026-09-17,UMAC,616,617,955,eod,0.5200000000000031,2.1739130434782736,0.6115702479338843,True,5.0,-0.0025846153846186,0.0296461538461543,
2026-09-17,USGG,721,724,955,eod,0.1537999999999995,2.9980506822611988,0.6528925619834711,True,6.0,-0.2434200260078003,-0.4034330299089714,
2026-09-17,VELO,613,614,946,stop,0.325000000000001,2.926609635299424,0.5867768595041323,False,,-1.115975384615384,,
2026-09-17,VITL,657,658,835,target,0.1550000000000011,1.414233576642346,0.5867768595041323,False,,1.7591870967741952,,
2026-09-17,WULF,658,659,955,eod,0.4449999999999967,2.6783027384892977,0.5619834710743802,False,,-0.7223325842696615,,
2026-09-18,APLX,766,767,840,target,0.14999999999999858,1.7401392111368745,0.5434782608695652,False,,1.8042133333333314,,
2026-09-18,BMNU,618,619,915,target,0.504999999999999,2.542159577145729,0.41304347826086957,False,,1.8658554455445542,,
2026-09-18,BNC,711,712,757,stop,0.18450000000000077,2.903225806451625,0.5217391304347826,False,,-1.1169111111111105,,
2026-09-18,CIFG,752,753,761,stop,0.17010000000000058,3.6267883413999824,0.5869565217391305,False,,-1.328655614344497,,
2026-09-18,CIFR,751,752,761,stop,0.3262999999999998,1.8212465743484973,0.5869565217391305,False,,-1.186485320257432,,
2026-09-18,CIFU,753,754,761,stop,0.41499999999999915,3.619712167466194,0.5869565217391305,False,,-1.2141879518072312,,
2026-09-18,CLSX,648,649,834,target,0.5699999999999985,3.966597077244249,0.43478260869565216,False,,1.9138842105263156,,
2026-09-18,DFDV,624,625,647,target,0.16500000000000004,2.9729729729729737,0.41304347826086957,False,,1.8852363636363636,,
2026-09-18,DSP,644,645,682,stop,0.2567000000000004,2.1613747926612645,0.45652173913043476,False,,-1.1571072847682116,,
2026-09-18,ETHT,832,833,955,eod,0.2898999999999994,1.5594489480847094,0.6086956521739131,False,,1.1618293204553263,,
2026-09-18,GEMI,741,742,822,target,0.17999999999999972,3.5749751737835096,0.5217391304347826,False,,1.9044944444444443,,
2026-09-18,IRE,752,753,869,target,0.2900000000000009,2.5618374558303967,0.5869565217391305,False,,1.86688275862069,,
2026-09-18,IREG,753,754,869,target,0.245000000000001,2.634408602150548,0.5869565217391305,False,,1.8705387755102045,,
2026-09-18,IREX,766,767,861,target,0.3500000000000014,2.1263669501822684,0.5434782608695652,False,,1.8397028571428578,,
2026-09-18,MSTX,644,645,832,target,0.4529999999999994,2.62228654124457,0.45652173913043476,False,,1.8699421633554083,,
2026-09-18,SECZ,631,632,923,target,0.21499999999999986,2.1905247070809972,0.43478260869565216,False,,1.8443860465116277,,
