day,symbol,spec_rr_csv,why_csv,V0_rr,V0_why,V0_exit_m,V1_rr,V1_why,V1_exit_m,V2_rr,V2_why,V2_exit_m,V3_rr,V3_why,V3_exit_m
2025-02-13,RIOX,-1.1069351420093254,stop,-1.1069351420093254,stop,625,-1.1069351420093254,stop,625,-1.1069351420093254,stop,625,-1.1069351420093254,stop,625
2025-02-13,ROOT,2.0,target,2.0,target,658,2.0,target,646,2.0,target,646,2.0,target,658
2025-02-13,SERV,-1.040720221606646,stop,-1.040720221606646,stop,607,-1.040720221606646,stop,607,-1.040720221606646,stop,607,-1.040720221606646,stop,607
2025-02-13,SEZL,-1.2091928081557015,stop,-1.2091928081557017,stop,789,-1.2091928081557017,stop,789,-1.2091928081557017,stop,789,-1.2091928081557017,stop,789
2025-02-13,SMCI,2.0,target,2.0,target,837,2.0,target,837,2.0,target,837,2.0,target,837
2025-02-13,SMCL,2.0,target,2.0,target,729,2.0,target,729,2.0,target,729,2.0,target,729
2025-02-13,SMCX,2.0,target,2.0,target,729,2.0,target,729,2.0,target,729,2.0,target,729
2025-02-13,SMMT,2.0,target,1.9999999999999936,target,856,1.9999999999999936,target,855,1.9999999999999936,target,855,1.9999999999999936,target,856
2025-02-13,SOC,-1.087457142857141,stop,-1.0874571428571407,stop,943,-1.0874571428571407,stop,943,-1.0874571428571407,stop,943,-1.0874571428571407,stop,943
2025-02-13,TEM,-0.0649717514124266,eod,-0.06497175141242663,eod,955,-0.06497175141242663,eod,955,-0.06497175141242663,eod,955,-0.06497175141242663,eod,955
2025-02-13,TSLL,-1.0864293170943824,stop,-1.0864293170943824,stop,670,-1.0864293170943824,stop,670,-1.0864293170943824,stop,670,-1.0864293170943824,stop,670
2025-02-13,TSLT,-1.089129032258059,stop,-1.089129032258059,stop,665,-1.089129032258059,stop,665,-1.089129032258059,stop,665,-1.089129032258059,stop,665
2025-02-13,WFRD,2.0,target,2.0,target,739,2.0,target,739,2.0,target,739,2.0,target,739
2025-02-14,ALGS,-1.0645882352941176,stop,-1.0645882352941176,stop,685,-1.0645882352941176,stop,685,-1.0645882352941176,stop,685,-1.0645882352941176,stop,685
2025-02-14,ANAB,2.0,target,1.9999999999999873,target,690,1.9999999999999873,target,690,1.9999999999999873,target,690,1.9999999999999873,target,690
2025-02-14,APP,-1.058154937906562,stop,-1.058154937906562,stop,719,-1.058154937906562,stop,719,-1.058154937906562,stop,719,-1.058154937906562,stop,719
2025-02-14,ASTS,0.3212290502793247,eod,0.32122905027932475,eod,955,0.32122905027932475,eod,955,0.32122905027932475,eod,955,0.32122905027932475,eod,955
2025-02-14,BBIO,2.0,target,2.0,target,914,2.0,target,914,2.0,target,914,2.0,target,914
2025-02-14,CYTK,-1.0652741131632977,stop,-1.0652741131632977,stop,851,-1.0652741131632977,stop,851,-1.0652741131632977,stop,851,-1.0652741131632977,stop,851
2025-02-14,GRAL,-1.0711812500000075,stop,-1.0711812500000077,stop,597,-1.0711812500000077,stop,597,-1.0711812500000077,stop,597,-1.0711812500000077,stop,597
2025-02-14,SMCI,1.3059316791532147,eod,1.3059316791532147,eod,955,1.3059316791532147,eod,955,1.3059316791532147,eod,955,1.3059316791532147,eod,955
2025-02-14,SMCL,-1.1263418803418763,stop,-1.1263418803418765,stop,788,-1.1263418803418765,stop,788,-1.1263418803418765,stop,788,-1.1263418803418765,stop,788
2025-02-14,SMCX,-1.0542877697841777,stop,-1.0542877697841775,stop,676,2.0,target,604,2.0,target,604,-1.0542877697841775,stop,676
2025-02-14,SOFX,2.0,target,2.0,target,662,2.0,target,662,2.0,target,662,2.0,target,662
2025-02-18,BKSY,-1.0512207792207775,stop,-1.0512207792207777,stop,683,-1.0512207792207777,stop,683,-1.0512207792207777,stop,683,-1.0512207792207777,stop,683
2025-02-18,CRS,1.0348583877995634,eod,1.0348583877995634,eod,955,1.0348583877995634,eod,955,1.0348583877995634,eod,955,1.0348583877995634,eod,955
2025-02-18,FWRG,2.0,target,2.0,target,659,2.0,target,659,2.0,target,659,2.0,target,659
2025-02-18,LUNR,-1.0671669793621024,stop,-1.0671669793621024,stop,615,-1.0671669793621024,stop,615,-1.0671669793621024,stop,615,-1.0671669793621024,stop,615
2025-02-18,MRNA,2.0,target,2.0,target,649,2.0,target,649,2.0,target,649,2.0,target,649
2025-02-18,MUU,2.0,target,2.0,target,925,2.0,target,925,2.0,target,925,2.0,target,925
2025-02-18,NNE,-1.0453274169692073,stop,-1.0453274169692073,stop,594,-1.0453274169692073,stop,594,-1.0453274169692073,stop,594,-1.0453274169692073,stop,594
2025-02-18,SMCI,0.7540983606557193,eod,0.7540983606557193,eod,955,0.7540983606557193,eod,955,0.7540983606557193,eod,955,0.7540983606557193,eod,955
2025-02-18,SMCX,0.9411764705882408,eod,0.9411764705882409,eod,955,0.9411764705882409,eod,955,0.9411764705882409,eod,955,0.9411764705882409,eod,955
2025-02-18,TGS,1.382352941176463,eod,1.382352941176463,eod,955,1.382352941176463,eod,955,1.382352941176463,eod,955,1.382352941176463,eod,955
2025-02-18,WGS,2.0,target,1.9999999999999925,target,948,1.9999999999999925,target,927,1.9999999999999925,target,927,1.9999999999999925,target,948
2025-02-18,ZETA,-1.044859649122804,stop,-1.044859649122804,stop,727,-1.044859649122804,stop,727,-1.044859649122804,stop,727,-1.044859649122804,stop,727
2025-02-24,FDP,-0.5757575757575718,eod,-0.5757575757575718,eod,955,-0.5757575757575718,eod,955,-0.5757575757575718,eod,955,-0.5757575757575718,eod,955
2025-02-24,GRAL,2.0,target,2.0,target,756,2.0,target,754,2.0,target,754,2.0,target,756
2025-02-24,HIMS,2.0,target,2.0000000000000084,target,835,2.0000000000000084,target,835,2.0000000000000084,target,835,2.0000000000000084,target,835
2025-02-24,MSTZ,2.0,target,2.0,target,595,2.0,target,595,2.0,target,595,2.0,target,595
2025-02-24,NVD,-1.0408697619047669,stop,-1.0408697619047669,stop,614,-1.0408697619047669,stop,614,-1.0408697619047669,stop,614,-1.0408697619047669,stop,614
2025-02-24,SMCL,-1.023295597484275,stop,-1.023295597484275,stop,593,-1.023295597484275,stop,593,-1.023295597484275,stop,593,-1.023295597484275,stop,593
2025-02-24,TSDD,-1.0364710743801675,stop,-1.0364710743801675,stop,687,-1.0364710743801675,stop,687,-1.0364710743801675,stop,687,-1.0364710743801675,stop,687
2025-02-24,TSLQ,-1.035636511651575,stop,-1.0356365116515753,stop,687,-1.0356365116515753,stop,687,-1.0356365116515753,stop,687,-1.0356365116515753,stop,687
2025-02-24,UVIX,2.0,target,2.0,target,606,2.0,target,605,2.0,target,605,2.0,target,606
2025-02-25,AS,-1.0552399999999975,stop,-1.0552399999999977,stop,601,-1.0552399999999977,stop,601,-1.0552399999999977,stop,601,-1.0552399999999977,stop,601
2025-02-25,CECO,-1.0563333333333325,stop,-1.0563333333333325,stop,718,-1.0563333333333325,stop,718,-1.0563333333333325,stop,718,-1.0563333333333325,stop,718
2025-02-25,ECG,2.0,target,2.0,target,879,2.0,target,879,2.0,target,879,2.0,target,879
2025-02-25,IART,2.0,target,2.0,target,597,2.0,target,597,2.0,target,597,2.0,target,597
2025-02-25,NAIL,-1.0937349702569337,stop,-1.0937349702569337,stop,662,-1.0937349702569337,stop,662,-1.0937349702569337,stop,662,-1.0937349702569337,stop,662
2025-02-25,TSDD,0.7177259420153077,eod,0.7177259420153077,eod,955,0.7177259420153077,eod,955,0.7177259420153077,eod,955,0.7177259420153077,eod,955
2025-02-25,TSLQ,2.0,target,2.0,target,600,2.0,target,600,2.0,target,600,2.0,target,600
2025-02-25,UVIX,-1.0294392523364495,stop,-1.0294392523364497,stop,652,-1.0294392523364497,stop,652,-1.0294392523364497,stop,652,-1.0294392523364497,stop,652
2025-02-25,UVXY,-1.036935716865291,stop,-1.036935716865291,stop,639,-1.036935716865291,stop,639,-1.036935716865291,stop,639,-1.036935716865291,stop,639
2025-02-26,AAOI,-1.0558085106383015,stop,-1.0558085106383017,stop,620,-1.0558085106383017,stop,620,-1.0558085106383017,stop,620,-1.0558085106383017,stop,620
2025-02-26,ASTS,-1.0261015406793392,stop,-1.0261015406793392,stop,718,-1.0261015406793392,stop,718,-1.0261015406793392,stop,718,-1.0261015406793392,stop,718
2025-02-26,BITU,-1.0499999999999992,stop,-1.0499999999999992,stop,658,-1.0499999999999992,stop,658,-1.0499999999999992,stop,658,-1.0499999999999992,stop,658
2025-02-26,CRWL,-1.058601425544217,stop,-1.058601425544217,stop,845,-1.058601425544217,stop,845,-1.058601425544217,stop,845,-1.058601425544217,stop,845
2025-02-26,DOCN,-1.0908421052631516,stop,-1.0908421052631516,stop,838,-1.0908421052631516,stop,838,-1.0908421052631516,stop,838,-1.0908421052631516,stop,838
2025-02-26,DXYZ,-1.0808387658227905,stop,-1.0808387658227903,stop,607,-1.0808387658227903,stop,607,-1.0808387658227903,stop,607,-1.0808387658227903,stop,607
2025-02-26,GDXU,2.0,target,2.0000000000000107,target,664,2.0000000000000107,target,663,2.0000000000000107,target,663,2.0000000000000107,target,664
2025-02-26,GRAL,-1.0361919999999998,stop,-1.0361919999999998,stop,657,-1.0361919999999998,stop,657,-1.0361919999999998,stop,657,-1.0361919999999998,stop,657
2025-02-26,HIMS,-1.0406386190979904,stop,-1.0406386190979904,stop,734,-1.0406386190979904,stop,734,-1.0406386190979904,stop,734,-1.0406386190979904,stop,734
2025-02-26,IMCR,1.2112676056338003,eod,1.2112676056338005,eod,955,1.2112676056338005,eod,955,1.2112676056338005,eod,955,1.2112676056338005,eod,955
2025-02-26,INOD,-1.0608616562948765,stop,-1.0608616562948763,stop,593,-1.0608616562948763,stop,593,-1.0608616562948763,stop,593,-1.0608616562948763,stop,593
2025-02-26,LNTH,-1.0949800000000067,stop,-1.0949800000000067,stop,709,-1.0949800000000067,stop,709,-1.0949800000000067,stop,709,-1.0949800000000067,stop,709
2025-02-26,MGPI,-1.023093525179856,stop,-1.0230935251798559,stop,952,-1.0230935251798559,stop,952,-1.0230935251798559,stop,952,-1.0230935251798559,stop,952
2025-02-26,MSTX,2.0,target,2.0000000000000067,target,697,2.0000000000000067,target,697,2.0000000000000067,target,697,2.0000000000000067,target,697
2025-02-26,MSTY,-1.067505030181092,stop,-1.067505030181092,stop,720,-1.067505030181092,stop,720,-1.067505030181092,stop,720,-1.067505030181092,stop,720
2025-02-26,NRG,2.0,target,2.0,target,637,2.0,target,637,2.0,target,637,2.0,target,637
2025-02-26,NVCR,-1.0914374999999954,stop,-1.0914374999999954,stop,642,-1.0914374999999954,stop,642,-1.0914374999999954,stop,642,-1.0914374999999954,stop,642
2025-02-26,OKLO,-1.0871951219512206,stop,-1.0871951219512206,stop,624,-1.0871951219512206,stop,624,-1.0871951219512206,stop,624,-1.0871951219512206,stop,624
2025-02-26,TEM,1.9999999999999944,target,1.9999999999999944,target,664,1.9999999999999944,target,664,1.9999999999999944,target,664,1.9999999999999944,target,664
2025-02-26,TSDD,-1.0315384615384615,stop,-1.0315384615384615,stop,638,-1.0315384615384615,stop,638,-1.0315384615384615,stop,638,-1.0315384615384615,stop,638
2025-02-26,TSLQ,-1.0298169014084528,stop,-1.0298169014084528,stop,638,-1.0298169014084528,stop,638,-1.0298169014084528,stop,638,-1.0298169014084528,stop,638
2025-03-04,ACMR,2.0,target,2.0,target,910,2.0,target,908,2.0,target,908,2.0,target,910
2025-03-04,ALAB,2.0,target,2.0,target,788,2.0,target,788,2.0,target,788,2.0,target,788
2025-03-04,ASTS,2.0,target,2.0,target,832,2.0,target,831,2.0,target,831,2.0,target,832
2025-03-04,BE,-1.089745098039211,stop,-1.089745098039211,stop,933,-1.089745098039211,stop,933,-1.089745098039211,stop,933,-1.089745098039211,stop,933
2025-03-04,BITU,2.0,target,2.0,target,790,2.0,target,790,2.0,target,790,2.0,target,790
2025-03-04,BITX,2.0,target,2.000000000000011,target,836,2.000000000000011,target,836,2.000000000000011,target,836,2.000000000000011,target,836
2025-03-04,BTCL,2.0,target,2.0,target,836,2.0,target,836,2.0,target,836,2.0,target,836
2025-03-04,CELH,-1.086710535061482,stop,-1.0867105350614819,stop,853,-1.0867105350614819,stop,853,-1.0867105350614819,stop,853,-1.0867105350614819,stop,853
2025-03-04,COIN,-1.0757163636363678,stop,-1.0757163636363678,stop,803,-1.0757163636363678,stop,803,-1.0757163636363678,stop,803,-1.0757163636363678,stop,803
2025-03-04,CONL,2.0,target,2.000000000000005,target,841,2.000000000000005,target,838,2.000000000000005,target,838,2.000000000000005,target,841
2025-03-04,CRDO,2.0,target,2.0,target,842,2.0,target,842,2.0,target,842,2.0,target,842
2025-03-04,CSTL,2.0,target,2.0,target,918,2.0,target,918,2.0,target,918,2.0,target,918
2025-03-04,DQ,-1.048780487804877,stop,-1.048780487804877,stop,657,-1.048780487804877,stop,657,-1.048780487804877,stop,657,-1.048780487804877,stop,657
2025-03-04,GDS,2.0,target,2.0,target,762,2.0,target,760,2.0,target,760,2.0,target,762
2025-03-04,GRAL,2.0,target,2.0,target,641,2.0,target,641,2.0,target,641,2.0,target,641
2025-03-04,HIBS,-1.061526315789472,stop,-1.061526315789472,stop,633,-1.061526315789472,stop,633,-1.061526315789472,stop,633,-1.061526315789472,stop,633
2025-03-04,IPI,-1.055735632183909,stop,-1.0557356321839093,stop,769,-1.0557356321839093,stop,769,-1.0557356321839093,stop,769,-1.0557356321839093,stop,769
2025-03-04,LABU,2.0,target,2.0,target,920,2.0,target,920,2.0,target,920,2.0,target,920
2025-03-04,LMND,2.0,target,2.000000000000016,target,859,2.000000000000016,target,858,2.000000000000016,target,858,2.000000000000016,target,859
2025-03-04,MRVL,-1.08517307692307,stop,-1.0851730769230699,stop,808,-1.0851730769230699,stop,808,-1.0851730769230699,stop,808,-1.0851730769230699,stop,808
2025-03-04,MSTX,2.0,target,2.0000000000000084,target,757,2.0000000000000084,target,756,2.0000000000000084,target,756,2.0000000000000084,target,757
2025-03-04,NBIS,2.0,target,2.0,target,794,2.0,target,792,2.0,target,792,2.0,target,794
2025-03-04,NVDL,2.0,target,1.9999999999999927,target,843,1.9999999999999927,target,842,1.9999999999999927,target,842,1.9999999999999927,target,843
2025-03-04,NVDU,2.0,target,2.0,target,793,2.0,target,792,2.0,target,792,2.0,target,793
2025-03-04,PRAX,-1.098355555555575,stop,-1.098355555555575,stop,710,-1.098355555555575,stop,710,-1.098355555555575,stop,710,-1.098355555555575,stop,710
2025-03-04,ROOT,0.5390624999999978,eod,0.5390624999999978,eod,955,2.0,target,922,2.0,target,922,0.5390624999999978,eod,955
2025-03-04,SMCI,2.0,target,2.0,target,737,2.0,target,737,2.0,target,737,2.0,target,737
2025-03-04,SMCX,2.0,target,2.0,target,737,2.0,target,737,2.0,target,737,2.0,target,737
2025-03-04,SOXL,2.0,target,2.0,target,921,2.0,target,913,2.0,target,913,2.0,target,921
2025-03-04,SOXS,-1.0725354068314326,stop,-1.0725354068314326,stop,635,-1.0725354068314326,stop,635,-1.0725354068314326,stop,635,-1.0725354068314326,stop,635
2025-03-04,SYM,2.0,target,2.0,target,823,2.0,target,822,2.0,target,822,2.0,target,823
2025-03-04,TARK,-0.3090277777777769,eod,-0.30902777777777696,eod,955,-0.30902777777777696,eod,955,-0.30902777777777696,eod,955,-0.30902777777777696,eod,955
2025-03-04,TECL,-1.0956843421052616,stop,-1.0956843421052616,stop,873,-1.0956843421052616,stop,873,-1.0956843421052616,stop,873,-1.0956843421052616,stop,873
2025-03-04,TNA,-1.0851749999999998,stop,-1.0851749999999998,stop,931,-1.0851749999999998,stop,931,-1.0851749999999998,stop,931,-1.0851749999999998,stop,931
2025-03-04,TSDD,-1.0552631578947351,stop,-1.0552631578947353,stop,703,-1.0552631578947353,stop,703,-1.0552631578947353,stop,703,-1.0552631578947353,stop,703
2025-03-04,TSLQ,-1.0315632162997983,stop,-1.0315632162997983,stop,703,-1.0315632162997983,stop,703,-1.0315632162997983,stop,703,-1.0315632162997983,stop,703
2025-03-04,TSMX,-1.3901878114220043,stop,-1.3901878114220045,stop,810,-1.3901878114220045,stop,810,-1.3901878114220045,stop,810,-1.3901878114220045,stop,810
2025-03-04,TWST,-1.1857659574467985,stop,-1.1857659574467985,stop,802,-1.1857659574467985,stop,802,-1.1857659574467985,stop,802,-1.1857659574467985,stop,802
2025-03-04,U,-1.0945000000000031,stop,-1.0945000000000031,stop,953,-1.0945000000000031,stop,953,-1.0945000000000031,stop,953,-1.0945000000000031,stop,953
2025-03-04,URTY,-1.0889357920462155,stop,-1.0889357920462157,stop,931,-1.0889357920462157,stop,931,-1.0889357920462157,stop,931,-1.0889357920462157,stop,931
2025-03-04,USD,-1.0574979752116846,stop,-1.0574979752116846,stop,753,-1.0574979752116846,stop,753,-1.0574979752116846,stop,753,-1.0574979752116846,stop,753
2025-03-04,UVIX,2.0,target,2.0,target,618,2.0,target,618,2.0,target,618,2.0,target,618
2025-03-04,UVXY,-1.054850828729278,stop,-1.054850828729278,stop,645,1.9999999999999922,target,622,1.9999999999999922,target,622,-1.054850828729278,stop,645
2025-03-04,VIXY,-1.0390867924528278,stop,-1.0390867924528278,stop,633,-1.0390867924528278,stop,633,-1.0390867924528278,stop,633,-1.0390867924528278,stop,633
2025-03-04,VST,-1.06771808510638,stop,-1.06771808510638,stop,940,-1.06771808510638,stop,940,-1.06771808510638,stop,940,-1.06771808510638,stop,940
2025-03-04,VXX,-1.0383188405797117,stop,-1.0383188405797117,stop,632,-1.0383188405797117,stop,632,-1.0383188405797117,stop,632,-1.0383188405797117,stop,632
2025-03-06,ASTS,-1.024816479400749,stop,-1.024816479400749,stop,726,-1.024816479400749,stop,726,-1.024816479400749,stop,726,-1.024816479400749,stop,726
2025-03-06,BJ,-1.060472222222224,stop,-1.060472222222224,stop,625,-1.060472222222224,stop,625,-1.060472222222224,stop,625,-1.060472222222224,stop,625
2025-03-06,CONL,2.0,target,2.0000000000000067,target,617,2.0000000000000067,target,607,2.0000000000000067,target,607,2.0000000000000067,target,617
2025-03-06,EWTX,2.0,target,2.0,target,802,2.0,target,801,2.0,target,801,2.0,target,802
2025-03-06,IBTA,2.0,target,2.0,target,797,2.0,target,797,2.0,target,797,2.0,target,797
2025-03-06,SG,-1.0300389610389589,stop,-1.0300389610389589,stop,926,-1.0300389610389589,stop,926,-1.0300389610389589,stop,926,-1.0300389610389589,stop,926
2025-03-06,SMCX,2.0,target,2.0,target,643,2.0,target,640,2.0,target,640,2.0,target,643
2025-03-06,SOXL,-1.0693728813559369,stop,-1.0693728813559369,stop,655,-1.0693728813559369,stop,655,-1.0693728813559369,stop,655,-1.0693728813559369,stop,655
2025-03-06,STVN,-1.0764074074074097,stop,-1.0764074074074097,stop,886,-1.0764074074074097,stop,886,-1.0764074074074097,stop,886,-1.0764074074074097,stop,886
2025-03-06,TSLQ,-1.0471727272727274,stop,-1.0471727272727274,stop,591,-1.0471727272727274,stop,591,-1.0471727272727274,stop,591,-1.0471727272727274,stop,591
2025-03-06,UVXY,-1.0779687500000017,stop,-1.0779687500000015,stop,886,-1.0779687500000015,stop,886,-1.0779687500000015,stop,886,-1.0779687500000015,stop,886
2025-03-06,VKTX,2.0,target,2.0,target,637,2.0,target,637,2.0,target,637,2.0,target,637
2025-03-17,AAOI,-1.0249450549450554,stop,-1.0249450549450554,stop,616,-1.0249450549450554,stop,616,-1.0249450549450554,stop,616,-1.0249450549450554,stop,616
2025-03-17,BABX,2.0,target,2.0,target,596,2.0,target,596,2.0,target,596,2.0,target,596
2025-03-17,CALM,2.0,target,2.0000000000000107,target,880,2.0000000000000107,target,878,2.0000000000000107,target,878,2.0000000000000107,target,880
2025-03-17,HOOD,-1.0757777777777775,stop,-1.0757777777777777,stop,753,-1.0757777777777777,stop,753,-1.0757777777777777,stop,753,-1.0757777777777777,stop,753
2025-03-17,HSAI,0.3758865248226967,eod,0.37588652482269674,eod,955,0.37588652482269674,eod,955,0.37588652482269674,eod,955,0.37588652482269674,eod,955
2025-03-17,INTW,0.1625000000000037,eod,0.16250000000000378,eod,956,0.16250000000000378,eod,956,0.16250000000000378,eod,956,0.16250000000000378,eod,956
2025-03-17,IPI,0.6190476190476119,eod,0.6190476190476119,eod,955,0.6190476190476119,eod,955,0.6190476190476119,eod,955,0.6190476190476119,eod,955
2025-03-17,KMTS,-1.0262289156626507,stop,-1.0262289156626507,stop,598,-1.0262289156626507,stop,598,-1.0262289156626507,stop,598,-1.0262289156626507,stop,598
2025-03-17,PSIX,-1.2303987499999969,stop,-1.2303987499999969,stop,624,-1.2303987499999969,stop,624,-1.2303987499999969,stop,624,-1.2303987499999969,stop,624
2025-03-17,RDDT,2.0,target,2.0,target,909,2.0,target,906,2.0,target,906,2.0,target,909
2025-03-17,SOXL,0.4753565173880406,eod,0.47535651738804063,eod,955,0.47535651738804063,eod,955,0.47535651738804063,eod,955,0.47535651738804063,eod,955
2025-03-17,TEM,-1.064845637583894,stop,-1.064845637583894,stop,694,-1.064845637583894,stop,694,-1.064845637583894,stop,694,-1.064845637583894,stop,694
2025-03-17,TSDD,-0.2992063492063492,eod,-0.2992063492063492,eod,955,-0.2992063492063492,eod,955,-0.2992063492063492,eod,955,-0.2992063492063492,eod,955
2025-03-17,TSLQ,-0.2549019607843139,eod,-0.25490196078431393,eod,955,-0.25490196078431393,eod,955,-0.25490196078431393,eod,955,-0.25490196078431393,eod,955
2025-03-19,AFRM,2.0,target,2.0,target,908,2.0,target,908,2.0,target,908,2.0,target,908
2025-03-19,CVNA,-0.067961165048537,eod,-0.067961165048537,eod,955,-0.067961165048537,eod,955,-0.067961165048537,eod,955,-0.067961165048537,eod,955
2025-03-19,DJT,2.0,target,2.0000000000000138,target,674,2.0000000000000138,target,674,2.0000000000000138,target,674,2.0000000000000138,target,674
2025-03-19,MSTX,-1.0512909090909115,stop,-1.0512909090909115,stop,625,-1.0512909090909115,stop,625,-1.0512909090909115,stop,625,-1.0512909090909115,stop,625
2025-03-19,RH,-1.074298869670023,stop,-1.074298869670023,stop,695,-1.074298869670023,stop,695,-1.074298869670023,stop,695,-1.074298869670023,stop,695
2025-03-19,SRAD,2.0,target,2.0,target,907,2.0,target,793,2.0,target,793,2.0,target,907
2025-03-21,CYTK,2.0,target,2.0,target,707,2.0,target,707,2.0,target,707,2.0,target,707
2025-03-21,INTW,-1.0890560875512936,stop,-1.0890560875512936,stop,631,-1.0890560875512936,stop,631,-1.0890560875512936,stop,631,-1.0890560875512936,stop,631
2025-03-21,IONQ,0.8015441807263414,eod,0.8015441807263414,eod,955,2.00000000000001,target,662,2.00000000000001,target,662,0.8015441807263414,eod,955
2025-03-21,IONX,2.0,target,2.0,target,598,2.0,target,589,2.0,target,589,2.0,target,598
2025-03-21,PLTU,2.000000000000004,target,2.000000000000004,target,871,2.000000000000004,target,871,2.000000000000004,target,871,2.000000000000004,target,871
2025-03-21,SMCX,2.0,target,2.0,target,740,2.0,target,739,2.0,target,739,2.0,target,740
2025-03-21,TEM,-1.0840034554250162,stop,-1.0840034554250162,stop,611,-1.0840034554250162,stop,611,-1.0840034554250162,stop,611,-1.0840034554250162,stop,611
2025-04-11,BMA,2.0,target,2.0,target,700,2.0,target,699,2.0,target,699,2.0,target,700
2025-04-11,EDN,2.0,target,2.0,target,895,2.0,target,888,2.0,target,888,2.0,target,895
2025-04-11,GLNG,2.0,target,2.0,target,923,2.0,target,922,2.0,target,922,2.0,target,923
2025-04-11,JANX,-1.0703207547169844,stop,-1.0703207547169844,stop,861,-1.0703207547169844,stop,861,-1.0703207547169844,stop,861,-1.0703207547169844,stop,861
2025-04-11,KYMR,2.0,target,2.0000000000000107,target,851,2.0000000000000107,target,851,2.0000000000000107,target,851,2.0000000000000107,target,851
2025-04-11,LABU,-1.0425801011804363,stop,-1.0425801011804365,stop,603,-1.0425801011804365,stop,603,-1.0425801011804365,stop,603,-1.0425801011804365,stop,603
2025-04-11,MPWR,-1.086322907861372,stop,-1.0863229078613719,stop,746,-1.0863229078613719,stop,746,-1.0863229078613719,stop,746,-1.0863229078613719,stop,746
2025-04-11,MSTX,-1.031250000000001,stop,-1.0312500000000013,stop,603,-1.0312500000000013,stop,603,-1.0312500000000013,stop,603,-1.0312500000000013,stop,603
2025-04-11,PCVX,2.0,target,2.0,target,923,2.0,target,903,2.0,target,903,2.0,target,923
2025-04-11,SDGR,-1.0440200000000033,stop,-1.0440200000000033,stop,678,-1.0440200000000033,stop,678,-1.0440200000000033,stop,678,-1.0440200000000033,stop,678
