symbol,ts,open,high,low,close,volume,trade_count,vwap
AGI,2026-09-15 17:18:00+00:00,35.12,35.13,35.12,35.12,2489.0,52.0,35.121362
AGI,2026-09-15 17:19:00+00:00,35.12,35.14,35.12,35.14,9442.0,122.0,35.125277
AGI,2026-09-15 17:20:00+00:00,35.14,35.14,35.115,35.119,2680.0,48.0,35.126695
APPF,2026-09-15 17:17:00+00:00,226.94,226.94,226.77,226.77,885.0,28.0,226.8125
APPF,2026-09-15 17:18:00+00:00,226.93,226.93,226.93,226.93,436.0,10.0,226.93
APPF,2026-09-15 17:19:00+00:00,226.87,227.22,226.87,227.22,760.0,50.0,226.986667
APPF,2026-09-15 17:20:00+00:00,226.95,226.95,226.95,226.95,517.0,27.0,226.95
ALC,2026-09-15 17:15:00+00:00,67.84,67.845,67.84,67.84,996.0,22.0,67.842347
ALC,2026-09-15 17:16:00+00:00,67.83,67.83,67.83,67.83,195.0,17.0,67.83
ALC,2026-09-15 17:17:00+00:00,67.84,67.84,67.825,67.825,1905.0,50.0,67.836642
ALC,2026-09-15 17:18:00+00:00,67.79,67.815,67.79,67.815,1173.0,41.0,67.793571
ALC,2026-09-15 17:19:00+00:00,67.8,67.8,67.8,67.8,862.0,25.0,67.8
ALC,2026-09-15 17:20:00+00:00,67.78,67.78,67.735,67.735,3628.0,56.0,67.761732
APPN,2026-09-15 17:17:00+00:00,38.74,38.77,38.74,38.74,2290.0,69.0,38.750155
APPN,2026-09-15 17:18:00+00:00,38.69,38.73,38.61,38.625,1134.0,30.0,38.666667
APPN,2026-09-15 17:20:00+00:00,38.56,38.56,38.55,38.55,755.0,20.0,38.553333
AU,2026-09-15 17:15:00+00:00,100.03,100.03,99.96,99.975,1303.0,51.0,99.995625
AU,2026-09-15 17:16:00+00:00,99.94,99.98,99.93,99.96,1793.0,55.0,99.952523
AU,2026-09-15 17:17:00+00:00,99.92,99.94,99.92,99.94,775.0,28.0,99.93
AU,2026-09-15 17:18:00+00:00,99.91,99.93,99.91,99.93,2136.0,33.0,99.927886
AU,2026-09-15 17:19:00+00:00,99.98,100.0541,99.91,100.0,1366.0,46.0,99.987945
AU,2026-09-15 17:20:00+00:00,100.02,100.02,99.95,99.95,598.0,24.0,99.9875
ALNY,2026-09-15 17:16:00+00:00,240.75,240.97,240.75,240.92,2286.0,59.0,240.883823
ALNY,2026-09-15 17:17:00+00:00,240.72,240.72,240.72,240.72,112.0,16.0,240.72
ALNY,2026-09-15 17:18:00+00:00,240.71,240.71,240.7,240.7,671.0,42.0,240.706834
ALNY,2026-09-15 17:19:00+00:00,240.795,240.81,240.795,240.81,482.0,36.0,240.803609
ALNY,2026-09-15 17:20:00+00:00,240.835,240.835,240.81,240.83,879.0,32.0,240.827059
AMBQ,2026-09-15 17:17:00+00:00,60.16,60.3,60.16,60.28,1462.0,47.0,60.25952
AMBQ,2026-09-15 17:18:00+00:00,60.45,60.45,60.45,60.45,391.0,12.0,60.45
ACT,2026-09-15 17:16:00+00:00,48.725,48.75,48.68,48.68,8056.0,100.0,48.70024
ACT,2026-09-15 17:17:00+00:00,48.665,48.665,48.63,48.63,1297.0,34.0,48.638685
ACT,2026-09-15 17:18:00+00:00,48.6,48.67,48.58,48.67,3223.0,46.0,48.6398
ACT,2026-09-15 17:19:00+00:00,48.67,48.675,48.67,48.675,345.0,13.0,48.673333
ACT,2026-09-15 17:20:00+00:00,48.68,48.68,48.68,48.68,251.0,14.0,48.68
AGIO,2026-09-15 17:15:00+00:00,33.09,33.11,33.09,33.11,1377.0,37.0,33.094286
AGIO,2026-09-15 17:16:00+00:00,33.095,33.11,33.09,33.095,7022.0,55.0,33.100991
AGIO,2026-09-15 17:17:00+00:00,33.095,33.12,33.095,33.12,3662.0,68.0,33.105156
AGIO,2026-09-15 17:18:00+00:00,33.1,33.115,33.1,33.115,1019.0,35.0,33.112
AGIO,2026-09-15 17:20:00+00:00,33.13,33.13,33.07,33.08,4311.0,64.0,33.095525
AGYS,2026-09-15 17:17:00+00:00,106.135,106.135,106.135,106.135,359.0,40.0,106.135
ALRM,2026-09-15 17:15:00+00:00,55.36,55.38,55.36,55.37,1133.0,28.0,55.368889
ALRM,2026-09-15 17:17:00+00:00,55.4,55.4,55.37,55.37,438.0,15.0,55.385
ALRM,2026-09-15 17:18:00+00:00,55.37,55.37,55.37,55.37,337.0,14.0,55.37
ALRM,2026-09-15 17:19:00+00:00,55.37,55.4,55.37,55.4,5577.0,77.0,55.37125
AMN,2026-09-15 17:16:00+00:00,34.205,34.205,34.205,34.205,125.0,7.0,34.205
AMN,2026-09-15 17:18:00+00:00,34.205,34.27,34.205,34.27,1192.0,29.0,34.242344
APAM,2026-09-15 17:15:00+00:00,36.92,36.92,36.92,36.92,1250.0,33.0,36.92
APAM,2026-09-15 17:16:00+00:00,36.9104,36.9104,36.91,36.91,455.0,23.0,36.910172
APAM,2026-09-15 17:18:00+00:00,36.905,36.905,36.905,36.905,219.0,17.0,36.905
APAM,2026-09-15 17:19:00+00:00,36.905,36.905,36.905,36.905,402.0,14.0,36.905
APAM,2026-09-15 17:20:00+00:00,36.91,36.91,36.91,36.91,829.0,24.0,36.91
APMD,2026-09-15 17:16:00+00:00,25.51,25.51,25.51,25.51,109.0,2.0,25.51
ALB,2026-09-15 17:16:00+00:00,113.34,113.34,113.34,113.34,923.0,39.0,113.34
ALB,2026-09-15 17:17:00+00:00,113.34,113.34,113.3,113.34,2263.0,64.0,113.325188
ALB,2026-09-15 17:18:00+00:00,113.3001,113.3001,113.3001,113.3001,271.0,27.0,113.3001
ALB,2026-09-15 17:19:00+00:00,113.3,113.32,113.26,113.3,5101.0,115.0,113.295369
ALB,2026-09-15 17:20:00+00:00,113.32,113.34,113.32,113.34,1564.0,56.0,113.334624
BALT,2026-09-15 17:18:00+00:00,34.675,34.675,34.675,34.675,776.0,1.0,34.675
BALT,2026-09-15 17:19:00+00:00,34.6797,34.6797,34.675,34.675,1180.0,4.0,34.676822
AFRM,2026-09-15 17:15:00+00:00,72.36,72.36,72.28,72.28,1955.0,57.0,72.315208
AFRM,2026-09-15 17:16:00+00:00,72.285,72.29,72.26,72.29,2896.0,72.0,72.283024
AFRM,2026-09-15 17:17:00+00:00,72.28,72.28,72.265,72.27,4545.0,63.0,72.278376
AFRM,2026-09-15 17:18:00+00:00,72.27,72.27,72.25,72.25,1189.0,61.0,72.26
AFRM,2026-09-15 17:19:00+00:00,72.22,72.225,72.2,72.2,1898.0,53.0,72.2194
AFRM,2026-09-15 17:20:00+00:00,72.2,72.2,72.13,72.16,11615.0,138.0,72.187004
APH,2026-09-15 17:15:00+00:00,77.46,77.46,77.4304,77.4304,6058.0,94.0,77.448052
APH,2026-09-15 17:16:00+00:00,77.45,77.46,77.44,77.45,7378.0,114.0,77.449734
APH,2026-09-15 17:17:00+00:00,77.45,77.46,77.43,77.46,15155.0,214.0,77.446061
APH,2026-09-15 17:18:00+00:00,77.455,77.48,77.44,77.48,6877.0,138.0,77.457607
APH,2026-09-15 17:19:00+00:00,77.47,77.49,77.46,77.465,8087.0,147.0,77.469152
APH,2026-09-15 17:20:00+00:00,77.47,77.47,77.45,77.47,5231.0,102.0,77.463963
ARXS,2026-09-15 17:16:00+00:00,49.25,49.25,49.18,49.18,1826.0,26.0,49.243636
ARXS,2026-09-15 17:17:00+00:00,49.07,49.07,49.0,49.0,574.0,23.0,49.035
ARXS,2026-09-15 17:18:00+00:00,49.08,49.08,49.08,49.08,844.0,17.0,49.08
ARXS,2026-09-15 17:19:00+00:00,49.05,49.05,49.05,49.05,471.0,15.0,49.05
AZZ,2026-09-15 17:15:00+00:00,132.25,132.25,132.25,132.25,480.0,26.0,132.25
AIG,2026-09-15 17:15:00+00:00,75.53,75.55,75.53,75.55,1715.0,60.0,75.53875
AIG,2026-09-15 17:16:00+00:00,75.55,75.56,75.55,75.55,1257.0,54.0,75.553333
AIG,2026-09-15 17:17:00+00:00,75.56,75.56,75.54,75.54,3529.0,57.0,75.54717
AIG,2026-09-15 17:18:00+00:00,75.54,75.545,75.535,75.545,1306.0,62.0,75.539167
AIG,2026-09-15 17:19:00+00:00,75.53,75.53,75.5,75.505,3889.0,94.0,75.520682
AIG,2026-09-15 17:20:00+00:00,75.5,75.52,75.5,75.52,3663.0,72.0,75.506272
AMD,2026-09-15 17:15:00+00:00,502.07,502.15,501.91,501.98,19538.0,259.0,502.035473
AMD,2026-09-15 17:16:00+00:00,501.98,502.195,501.92,502.13,9541.0,295.0,502.08795
AMD,2026-09-15 17:17:00+00:00,502.095,502.3,502.05,502.235,10479.0,282.0,502.141332
AMD,2026-09-15 17:18:00+00:00,502.21,502.5,502.1498,502.29,11219.0,330.0,502.324543
AMD,2026-09-15 17:19:00+00:00,502.2201,502.7399,502.12,502.64,15945.0,356.0,502.398131
AMD,2026-09-15 17:20:00+00:00,502.69,503.0,502.62,502.99,12667.0,352.0,502.818387
ANGL,2026-09-15 17:17:00+00:00,28.42,28.42,28.42,28.42,403.0,2.0,28.42
ANGL,2026-09-15 17:18:00+00:00,28.42,28.42,28.42,28.42,5332.0,21.0,28.42
ANGL,2026-09-15 17:19:00+00:00,28.415,28.415,28.415,28.415,100.0,1.0,28.415
AR,2026-09-15 17:15:00+00:00,39.18,39.18,39.15,39.16,2444.0,51.0,39.16476
AR,2026-09-15 17:16:00+00:00,39.155,39.17,39.15,39.15,3066.0,69.0,39.15863
AR,2026-09-15 17:17:00+00:00,39.15,39.17,39.15,39.17,1369.0,51.0,39.16
AR,2026-09-15 17:18:00+00:00,39.16,39.16,39.15,39.15,2289.0,70.0,39.156283
AR,2026-09-15 17:19:00+00:00,39.17,39.18,39.17,39.17,3659.0,80.0,39.172937
AR,2026-09-15 17:20:00+00:00,39.165,39.165,39.165,39.165,1059.0,53.0,39.165
AVGO,2026-09-15 17:15:00+00:00,338.14,338.25,338.14,338.19,26189.0,856.0,338.188831
AVGO,2026-09-15 17:16:00+00:00,338.185,338.19,338.08,338.15,36987.0,1159.0,338.134981
AVGO,2026-09-15 17:17:00+00:00,338.15,338.25,338.15,338.21,71276.0,1019.0,338.191818
AVGO,2026-09-15 17:18:00+00:00,338.2,338.22,338.15,338.2,23434.0,728.0,338.1888
AVGO,2026-09-15 17:19:00+00:00,338.18,338.3,338.12,338.3,39335.0,1028.0,338.192304
AVGO,2026-09-15 17:20:00+00:00,338.31,338.39,338.18,338.365,34898.0,902.0,338.259677
ACGL,2026-09-15 17:15:00+00:00,96.75,96.75,96.72,96.725,3447.0,71.0,96.740394
ACGL,2026-09-15 17:16:00+00:00,96.74,96.74,96.72,96.72,1134.0,29.0,96.72767
ACGL,2026-09-15 17:17:00+00:00,96.71,96.71,96.675,96.685,3937.0,76.0,96.704972
ACGL,2026-09-15 17:18:00+00:00,96.715,96.715,96.7,96.71,1325.0,29.0,96.704706
ACGL,2026-09-15 17:19:00+00:00,96.69,96.69,96.655,96.655,3442.0,75.0,96.683916
ACGL,2026-09-15 17:20:00+00:00,96.65,96.65,96.65,96.65,1669.0,38.0,96.65
ADBE,2026-09-15 17:15:00+00:00,263.487,263.51,263.4101,263.42,3545.0,161.0,263.473155
ADBE,2026-09-15 17:16:00+00:00,263.5,263.51,263.36,263.3951,3493.0,149.0,263.424966
ADBE,2026-09-15 17:17:00+00:00,263.4,263.625,263.4,263.5514,5083.0,216.0,263.54597
ADBE,2026-09-15 17:18:00+00:00,263.59,263.6543,263.35,263.37,2718.0,134.0,263.529545
ADBE,2026-09-15 17:19:00+00:00,263.36,263.43,263.24,263.24,2074.0,125.0,263.344249
ADBE,2026-09-15 17:20:00+00:00,263.295,263.42,263.21,263.21,2515.0,131.0,263.268947
AIRR,2026-09-15 17:16:00+00:00,105.15,105.15,105.15,105.15,227.0,6.0,105.15
AIRR,2026-09-15 17:17:00+00:00,105.088,105.12,105.088,105.12,480.0,5.0,105.09915
AIRR,2026-09-15 17:18:00+00:00,105.13,105.13,105.13,105.13,745.0,23.0,105.13
ANDE,2026-09-15 17:20:00+00:00,71.565,71.635,71.565,71.635,869.0,36.0,71.59
ARWR,2026-09-15 17:15:00+00:00,72.76,72.82,72.73,72.805,3472.0,58.0,72.801143
ARWR,2026-09-15 17:16:00+00:00,72.805,73.06,72.805,72.96,12795.0,246.0,72.947866
ARWR,2026-09-15 17:17:00+00:00,72.91,72.9744,72.8,72.9744,6888.0,107.0,72.889086
ARWR,2026-09-15 17:18:00+00:00,72.745,72.745,72.745,72.745,1607.0,33.0,72.745
ARWR,2026-09-15 17:19:00+00:00,72.755,72.85,72.75,72.84,8697.0,84.0,72.794157
ARWR,2026-09-15 17:20:00+00:00,72.84,72.935,72.7866,72.875,7839.0,79.0,72.870861
ATO,2026-09-15 17:15:00+00:00,162.84,162.86,162.8006,162.86,3936.0,105.0,162.854113
ATO,2026-09-15 17:16:00+00:00,162.88,162.88,162.825,162.8699,2364.0,76.0,162.866153
ATO,2026-09-15 17:17:00+00:00,162.83,162.83,162.8,162.815,1662.0,49.0,162.814587
ATO,2026-09-15 17:18:00+00:00,162.82,162.86,162.82,162.86,1407.0,50.0,162.856012
ATO,2026-09-15 17:19:00+00:00,162.855,162.855,162.745,162.77,1373.0,59.0,162.794971
ATO,2026-09-15 17:20:00+00:00,162.72,162.72,162.7,162.705,1628.0,44.0,162.705602
ALB.PRA,2026-09-15 17:15:00+00:00,47.6401,47.6401,47.6401,47.6401,101.0,1.0,47.6401
AMCR,2026-09-15 17:15:00+00:00,42.51,42.51,42.495,42.495,2506.0,62.0,42.50245
AMCR,2026-09-15 17:16:00+00:00,42.49,42.5,42.4883,42.5,2534.0,84.0,42.490895
AMCR,2026-09-15 17:17:00+00:00,42.5,42.5099,42.47,42.47,2198.0,57.0,42.487546
AMCR,2026-09-15 17:18:00+00:00,42.48,42.48,42.48,42.48,568.0,27.0,42.48
AMCR,2026-09-15 17:19:00+00:00,42.48,42.49,42.48,42.49,1524.0,49.0,42.485868
AMCR,2026-09-15 17:20:00+00:00,42.49,42.49,42.455,42.46,6201.0,91.0,42.473522
AORT,2026-09-15 17:15:00+00:00,25.685,25.685,25.685,25.685,1111.0,23.0,25.685
AORT,2026-09-15 17:16:00+00:00,25.685,25.685,25.685,25.685,750.0,30.0,25.685
AORT,2026-09-15 17:17:00+00:00,25.64,25.64,25.6,25.6,1358.0,45.0,25.6125
AORT,2026-09-15 17:18:00+00:00,25.595,25.5951,25.595,25.595,438.0,15.0,25.595051
AORT,2026-09-15 17:19:00+00:00,25.585,25.585,25.585,25.585,664.0,28.0,25.585
AORT,2026-09-15 17:20:00+00:00,25.56,25.57,25.56,25.57,1404.0,28.0,25.5675
ASH,2026-09-15 17:16:00+00:00,69.755,69.755,69.755,69.755,222.0,7.0,69.755
ASH,2026-09-15 17:20:00+00:00,69.775,69.775,69.745,69.745,415.0,17.0,69.755
AG,2026-09-15 17:15:00+00:00,18.485,18.485,18.46,18.465,28138.0,138.0,18.475807
AG,2026-09-15 17:16:00+00:00,18.4601,18.48,18.46,18.4799,13206.0,82.0,18.476457
AG,2026-09-15 17:17:00+00:00,18.475,18.485,18.475,18.475,13965.0,65.0,18.481743
AG,2026-09-15 17:18:00+00:00,18.475,18.49,18.47,18.4899,18775.0,72.0,18.476147
AG,2026-09-15 17:19:00+00:00,18.485,18.49,18.48,18.485,2985.0,45.0,18.48692
AG,2026-09-15 17:20:00+00:00,18.485,18.485,18.475,18.4799,4060.0,45.0,18.479317
AMTM,2026-09-15 17:15:00+00:00,19.97,19.97,19.97,19.97,758.0,27.0,19.97
AMTM,2026-09-15 17:16:00+00:00,19.975,19.99,19.975,19.98,7326.0,118.0,19.979912
AMTM,2026-09-15 17:17:00+00:00,19.98,19.98,19.97,19.97,471.0,19.0,19.975
AMTM,2026-09-15 17:18:00+00:00,19.98,19.985,19.975,19.985,1834.0,47.0,19.978941
AMTM,2026-09-15 17:19:00+00:00,19.99,20.0,19.985,19.99,2898.0,53.0,19.992426
AMTM,2026-09-15 17:20:00+00:00,19.995,19.995,19.985,19.985,2783.0,42.0,19.990062
AVAV,2026-09-15 17:15:00+00:00,157.5384,157.5384,157.21,157.21,2166.0,79.0,157.305596
AVAV,2026-09-15 17:16:00+00:00,157.115,157.305,157.0272,157.23,7161.0,134.0,157.146469
AVAV,2026-09-15 17:17:00+00:00,157.39,157.49,157.15,157.3,3392.0,96.0,157.293024
AVAV,2026-09-15 17:18:00+00:00,157.36,157.41,157.158,157.41,2664.0,95.0,157.302893
AVAV,2026-09-15 17:19:00+00:00,157.26,157.26,157.1,157.1,1638.0,66.0,157.148029
AVAV,2026-09-15 17:20:00+00:00,157.125,157.125,156.81,156.85,2400.0,84.0,156.945881
AVXX,2026-09-15 17:16:00+00:00,26.31,26.35,26.31,26.35,974.0,12.0,26.32537
AVXX,2026-09-15 17:17:00+00:00,26.301,26.301,26.301,26.301,726.0,4.0,26.301
AVXX,2026-09-15 17:18:00+00:00,26.3,26.355,26.3,26.355,379.0,4.0,26.323839
AVXX,2026-09-15 17:20:00+00:00,26.2615,26.27,26.2615,26.27,501.0,5.0,26.263625
AIPO,2026-09-15 17:15:00+00:00,27.25,27.25,27.245,27.245,1616.0,28.0,27.248393
AIPO,2026-09-15 17:16:00+00:00,27.24,27.25,27.24,27.25,435.0,9.0,27.244118
AIPO,2026-09-15 17:17:00+00:00,27.25,27.25,27.24,27.24,1008.0,13.0,27.24508
AIPO,2026-09-15 17:18:00+00:00,27.25,27.25,27.25,27.25,509.0,14.0,27.25
AIPO,2026-09-15 17:19:00+00:00,27.25,27.27,27.25,27.27,1736.0,23.0,27.256017
AIPO,2026-09-15 17:20:00+00:00,27.27,27.27,27.25,27.26,3310.0,18.0,27.259109
ALH,2026-09-15 17:15:00+00:00,21.12,21.12,21.12,21.12,254.0,12.0,21.12
ALH,2026-09-15 17:16:00+00:00,21.11,21.11,21.11,21.11,224.0,14.0,21.11
ALH,2026-09-15 17:17:00+00:00,21.12,21.12,21.12,21.12,387.0,26.0,21.12
ALH,2026-09-15 17:18:00+00:00,21.12,21.135,21.12,21.12,638.0,20.0,21.1275
ALH,2026-09-15 17:19:00+00:00,21.11,21.11,21.05,21.06,1487.0,35.0,21.091
ALH,2026-09-15 17:20:00+00:00,21.06,21.08,21.05,21.05,1282.0,31.0,21.061111
AVY,2026-09-15 17:19:00+00:00,170.285,170.285,170.285,170.285,146.0,22.0,170.285
AVY,2026-09-15 17:20:00+00:00,170.16,170.225,170.15,170.225,809.0,47.0,170.171
AIZ,2026-09-15 17:18:00+00:00,284.3,284.3,284.3,284.3,1351.0,70.0,284.3
AIZ,2026-09-15 17:19:00+00:00,284.24,284.265,284.23,284.265,417.0,33.0,284.245
AIZ,2026-09-15 17:20:00+00:00,284.38,284.38,284.355,284.355,1130.0,51.0,284.3675
AJG,2026-09-15 17:15:00+00:00,252.46,252.46,252.46,252.46,1180.0,35.0,252.46
AJG,2026-09-15 17:16:00+00:00,252.5,252.5799,252.43,252.43,2583.0,67.0,252.488451
AJG,2026-09-15 17:17:00+00:00,252.415,252.47,252.335,252.335,5554.0,112.0,252.397286
AJG,2026-09-15 17:18:00+00:00,252.25,252.25,251.94,251.94,1551.0,63.0,252.1475
AJG,2026-09-15 17:19:00+00:00,251.835,251.84,251.825,251.825,790.0,37.0,251.833621
AJG,2026-09-15 17:20:00+00:00,251.825,251.825,251.825,251.825,586.0,43.0,251.825
AM,2026-09-15 17:15:00+00:00,21.31,21.315,21.31,21.31,1804.0,36.0,21.312069
AM,2026-09-15 17:16:00+00:00,21.3,21.3,21.3,21.3,1620.0,30.0,21.3
AM,2026-09-15 17:17:00+00:00,21.29,21.3,21.29,21.3,4922.0,67.0,21.294811
AM,2026-09-15 17:18:00+00:00,21.31,21.31,21.3,21.3,1256.0,21.0,21.302738
AM,2026-09-15 17:19:00+00:00,21.3,21.31,21.295,21.295,6662.0,83.0,21.299254
AM,2026-09-15 17:20:00+00:00,21.295,21.31,21.295,21.305,4824.0,73.0,21.303303
ANDG,2026-09-15 17:15:00+00:00,55.235,55.235,55.235,55.235,143.0,5.0,55.235
ANDG,2026-09-15 17:16:00+00:00,55.125,55.125,55.125,55.125,274.0,8.0,55.125
ANDG,2026-09-15 17:17:00+00:00,55.02,55.02,55.02,55.02,262.0,8.0,55.02
ANDG,2026-09-15 17:19:00+00:00,55.125,55.125,55.125,55.125,152.0,4.0,55.125
AVGG,2026-09-15 17:15:00+00:00,20.51,20.51,20.51,20.51,100.0,1.0,20.51
AVGG,2026-09-15 17:16:00+00:00,20.5,20.5,20.5,20.5,7789.0,14.0,20.5
BAI,2026-09-15 17:15:00+00:00,42.485,42.49,42.485,42.485,2193.0,13.0,42.485489
BAI,2026-09-15 17:16:00+00:00,42.49,42.49,42.48,42.49,1230.0,13.0,42.489038
BAI,2026-09-15 17:17:00+00:00,42.49,42.495,42.49,42.495,872.0,9.0,42.491046
BAI,2026-09-15 17:18:00+00:00,42.495,42.495,42.495,42.495,807.0,8.0,42.495
BAI,2026-09-15 17:19:00+00:00,42.495,42.5,42.495,42.5,620.0,8.0,42.496765
BAI,2026-09-15 17:20:00+00:00,42.51,42.515,42.505,42.51,1987.0,16.0,42.512328
AEHR,2026-09-15 17:15:00+00:00,81.47,81.58,81.43,81.58,14715.0,89.0,81.473059
AEHR,2026-09-15 17:17:00+00:00,81.6625,81.6625,81.56,81.64,888.0,24.0,81.61625
AEHR,2026-09-15 17:19:00+00:00,81.58,81.58,81.56,81.56,337.0,9.0,81.57
AEHR,2026-09-15 17:20:00+00:00,81.4878,81.4878,81.4878,81.4878,430.0,30.0,81.4878
AMRZ,2026-09-15 17:15:00+00:00,39.08,39.08,39.065,39.065,3056.0,60.0,39.069501
AMRZ,2026-09-15 17:16:00+00:00,39.065,39.09,39.065,39.09,9192.0,137.0,39.077185
AMRZ,2026-09-15 17:17:00+00:00,39.09,39.09,39.085,39.085,1463.0,35.0,39.089074
AMRZ,2026-09-15 17:18:00+00:00,39.08,39.085,39.075,39.085,4945.0,102.0,39.078061
AMRZ,2026-09-15 17:19:00+00:00,39.085,39.09,39.075,39.075,4321.0,62.0,39.079487
AMRZ,2026-09-15 17:20:00+00:00,39.08,39.085,39.075,39.085,5518.0,91.0,39.079873
ARKF,2026-09-15 17:17:00+00:00,45.33,45.33,45.33,45.33,927.0,8.0,45.33
AVDE,2026-09-15 17:15:00+00:00,91.805,91.81,91.79,91.8,1068.0,22.0,91.799387
AVDE,2026-09-15 17:16:00+00:00,91.795,91.8,91.795,91.7999,3127.0,33.0,91.798063
AVDE,2026-09-15 17:18:00+00:00,91.8,91.8,91.8,91.8,136.0,4.0,91.8
AVDE,2026-09-15 17:19:00+00:00,91.8,91.8,91.785,91.785,1235.0,21.0,91.796678
AVDE,2026-09-15 17:20:00+00:00,91.7999,91.7999,91.765,91.765,1311.0,17.0,91.79262
ARKY,2026-09-15 17:15:00+00:00,20.17,20.17,20.17,20.17,200.0,2.0,20.17
ARKY,2026-09-15 17:16:00+00:00,20.17,20.17,20.17,20.17,100.0,1.0,20.17
ARKY,2026-09-15 17:18:00+00:00,20.17,20.17,20.17,20.17,100.0,1.0,20.17
ARKY,2026-09-15 17:19:00+00:00,20.16,20.16,20.16,20.16,100.0,1.0,20.16
ARKY,2026-09-15 17:20:00+00:00,20.16,20.16,20.16,20.16,150.0,2.0,20.16
ASTH,2026-09-15 17:16:00+00:00,38.32,38.32,38.32,38.32,295.0,11.0,38.32
ASTH,2026-09-15 17:18:00+00:00,38.31,38.53,38.31,38.53,2692.0,67.0,38.427508
ATEN,2026-09-15 17:15:00+00:00,26.5,26.5,26.5,26.5,1122.0,53.0,26.5
ATEN,2026-09-15 17:16:00+00:00,26.5,26.5,26.5,26.5,431.0,27.0,26.5
ATEN,2026-09-15 17:17:00+00:00,26.505,26.505,26.505,26.505,846.0,30.0,26.505
ATEN,2026-09-15 17:18:00+00:00,26.505,26.505,26.5,26.5,1390.0,43.0,26.501768
ATEN,2026-09-15 17:19:00+00:00,26.5,26.61,26.5,26.61,10217.0,236.0,26.53855
AZN,2026-09-15 17:15:00+00:00,163.87,163.87,163.74,163.81,1545.0,50.0,163.771782
AZN,2026-09-15 17:16:00+00:00,163.81,163.81,163.81,163.81,381.0,30.0,163.81
AZN,2026-09-15 17:17:00+00:00,163.79,163.79,163.52,163.52,5869.0,114.0,163.673312
AZN,2026-09-15 17:18:00+00:00,163.46,163.49,163.35,163.425,35141.0,158.0,163.384891
AZN,2026-09-15 17:19:00+00:00,163.41,163.41,163.33,163.33,3218.0,55.0,163.378899
AZN,2026-09-15 17:20:00+00:00,163.36,163.36,163.24,163.24,8545.0,80.0,163.323695
AIP,2026-09-15 17:15:00+00:00,20.18,20.18,20.16,20.16,422.0,17.0,20.17
AIP,2026-09-15 17:17:00+00:00,20.19,20.2,20.19,20.2,3021.0,54.0,20.194077
AIP,2026-09-15 17:18:00+00:00,20.215,20.215,20.215,20.215,270.0,17.0,20.215
AIP,2026-09-15 17:20:00+00:00,20.215,20.215,20.215,20.215,212.0,14.0,20.215
ALV,2026-09-15 17:17:00+00:00,117.49,117.49,117.49,117.49,187.0,13.0,117.49
ALV,2026-09-15 17:18:00+00:00,117.48,117.48,117.48,117.48,148.0,14.0,117.48
ALV,2026-09-15 17:20:00+00:00,117.46,117.46,117.46,117.46,472.0,38.0,117.46
AMPH,2026-09-15 17:15:00+00:00,23.86,23.87,23.86,23.87,318.0,13.0,23.865
AMPH,2026-09-15 17:17:00+00:00,23.86,23.86,23.86,23.86,169.0,12.0,23.86
AMPH,2026-09-15 17:20:00+00:00,23.86,23.86,23.86,23.86,194.0,9.0,23.86
ASB,2026-09-15 17:15:00+00:00,30.26,30.26,30.245,30.245,1404.0,44.0,30.255588
ASB,2026-09-15 17:16:00+00:00,30.245,30.255,30.245,30.255,4215.0,43.0,30.247164
ASB,2026-09-15 17:17:00+00:00,30.25,30.25,30.24,30.25,1435.0,36.0,30.244375
ASB,2026-09-15 17:18:00+00:00,30.25,30.25,30.25,30.25,374.0,18.0,30.25
ASB,2026-09-15 17:19:00+00:00,30.2505,30.26,30.2505,30.26,1292.0,38.0,30.258417
ASB,2026-09-15 17:20:00+00:00,30.26,30.26,30.255,30.255,1121.0,43.0,30.258333
AVSC,2026-09-15 17:15:00+00:00,70.98,70.98,70.98,70.98,588.0,4.0,70.98
ADM,2026-09-15 17:15:00+00:00,86.9,86.96,86.84,86.93,5405.0,129.0,86.901594
ADM,2026-09-15 17:16:00+00:00,86.98,87.03,86.98,87.03,2558.0,50.0,86.995431
ADM,2026-09-15 17:17:00+00:00,87.04,87.04,87.02,87.04,1979.0,51.0,87.033324
ADM,2026-09-15 17:18:00+00:00,87.02,87.02,87.01,87.015,2473.0,41.0,87.015429
ADM,2026-09-15 17:19:00+00:00,87.015,87.015,87.0,87.0,1682.0,49.0,87.005
ADM,2026-09-15 17:20:00+00:00,86.99,87.09,86.99,87.09,1872.0,57.0,87.03125
AMX,2026-09-15 17:15:00+00:00,23.14,23.14,23.14,23.14,479.0,11.0,23.14
AMX,2026-09-15 17:16:00+00:00,23.15,23.15,23.15,23.15,241.0,8.0,23.15
AMX,2026-09-15 17:17:00+00:00,23.15,23.15,23.145,23.145,995.0,11.0,23.145625
AMX,2026-09-15 17:18:00+00:00,23.145,23.16,23.145,23.16,1725.0,22.0,23.152545
AMX,2026-09-15 17:19:00+00:00,23.155,23.155,23.155,23.155,1984.0,22.0,23.155
AMX,2026-09-15 17:20:00+00:00,23.155,23.155,23.155,23.155,129.0,5.0,23.155
AUGO,2026-09-15 17:15:00+00:00,84.81,84.81,84.81,84.81,304.0,20.0,84.81
AUGO,2026-09-15 17:16:00+00:00,84.77,84.77,84.77,84.77,227.0,19.0,84.77
