symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,partial_taken,partial_price,partial_shares,partial_pnl,daily_range_pct,avg_volume_20d,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill,planned_entry,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,entry_minutes_from_open,relative_volume,bars_held,patterns_detected_that_day,risk,R,era,entry_min,vol_ratio,flag_tight,stop_pct,bk_vol_ratio
ARAI,2025-06-13,09:58:00,9.64,9.12,10.56,16370,10:11:00,9.1,stop,-8953.49,-5.67,False,,0,0.0,28.26,2699518,5.73,-2.9,False,0.14,2,4.74,6.34,1.5,2.0,0.3,-0.3,0.3,0.0,0.0,1.5,0.801,0.2,0.0,15.52,7.867,0.801,,4.74,37.29,4.0,13640.0,3762.0,0.42,9.13,9.49,9.6,9.77,9.4,9.57,29598.0,28.0,0.35,15.0,1.0,8512.400000000021,-1.0518173488087939,25H1,28,3.625730994152047,0.8571428571428559,5.394190871369308,7.8676236044657095
AGIG,2025-06-16,09:52:00,11.33,10.82,12.45,18000,09:54:00,10.79,stop,-9712.94,-4.76,False,,0,0.0,45.19,2104276,1.9,-11.31,False,0.09,3,17.98,2.32,2.3,1.8,0.0,0.0,0.3,0.0,0.0,2.3,0.914,0.0,0.0,43.39,0.706,0.914,,17.98,40.8,2.0,48448.0,16778.0,1.74,10.71,11.27,11.11,11.4,11.11,11.4,11849.0,22.0,1.62,6.0,1.0,9179.999999999996,-1.0580544662309372,25H1,22,2.8875908928358567,0.3218390804597694,4.5013239187996446,0.7062224341399451
ARQQ,2025-06-16,09:56:00,28.94,28.26,30.29,4444,10:47:00,28.18,stop,-3416.46,-2.66,False,,0,0.0,17.87,1388512,5.16,7.99,False,0.09,3,3.86,5.48,1.2,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.914,0.2,0.0,20.31,1.118,0.914,,3.86,38.02,5.0,22700.0,13781.0,1.0648,28.27,28.8,28.49,28.95,28.48,28.95,15411.0,26.0,1.07,53.0,3.0,3021.9199999999987,-1.130559379467359,25H1,26,1.6471954139757636,0.49774605559729634,2.3496890117484437,1.1182787896379072
BGSF,2025-06-17,10:02:00,5.33,5.24,5.48,1853,10:05:00,5.35,trail_stop,50.75,0.51,False,,0,0.0,18.04,92685,-0.93,39.3,True,0.05,2,3.92,-0.43,1.5,1.0,0.0,0.3,0.3,0.0,0.2,1.5,0.827,0.0,-0.3,39.8,3.452,0.827,,3.92,25.0,2.0,8397.0,2968.0,0.2,5.25,5.3,5.3,5.37,5.3,5.36,10247.0,32.0,19.29,5.0,1.0,166.76999999999973,0.3043113269772746,25H1,32,2.829177897574124,0.2499999999999991,1.6885553470919297,3.4524932614555257
IMDX,2025-06-17,10:40:00,3.13,2.99,3.43,1450,15:49:00,3.15,force_close,35.45,0.78,False,,0,0.0,18.45,36298,7.25,1.47,False,0.05,2,6.01,5.8,1.4,2.0,0.3,-0.3,0.0,0.0,0.2,1.4,0.827,0.2,0.0,16.24,11.757,0.827,,6.01,0.0,7.0,1224.0,907.0,0.17,3.0,3.11,3.08,3.13,3.0,3.0,10662.0,70.0,2.85,54.0,1.0,202.99999999999955,0.1746305418719216,25H1,70,1.3495038588754134,0.647058823529411,4.472843450479223,11.75523704520397
QNTM,2025-06-17,09:49:00,25.12,24.0,27.62,4800,09:56:00,23.93,stop,-5745.6,-4.76,False,,0,0.0,36.88,292929,7.89,2.14,False,0.05,2,12.4,7.01,1.2,2.0,0.0,0.0,0.0,0.0,0.0,1.2,0.827,0.2,0.0,16.55,1.263,0.827,,12.4,36.26,2.0,9800.0,7558.0,2.7578,24.0,25.0,24.99,25.05,24.99,25.05,9542.0,19.0,2.71,11.0,1.0,5376.000000000005,-1.0687499999999992,25H1,19,1.2966393225721091,0.3626078758430633,4.458598726114653,1.2625033077533738
WTF,2025-06-17,10:23:00,5.73,5.57,6.05,1738,10:36:00,6.89,trail_stop,2017.42,20.26,False,,0,0.0,52.04,43491,11.79,-0.2,False,0.05,2,4.49,8.66,1.4,2.0,0.0,0.0,0.0,0.0,0.2,1.4,0.827,0.2,0.0,15.62,23.683,0.827,,4.49,4.17,2.0,1213.0,944.0,0.24,5.58,5.7,5.69,5.95,5.69,5.95,22369.0,53.0,13.45,6.0,1.0,278.08000000000027,7.254818757192168,25H1,53,1.284957627118644,0.5000000000000004,2.792321116928449,23.695974576271187
LGHL,2025-06-18,10:25:00,3.81,3.66,4.13,2524,10:41:00,3.65,stop,-403.66,-4.2,False,,0,0.0,75.36,126223,-3.41,62.23,True,-0.08,2,8.69,-2.89,1.2,1.0,0.3,0.0,0.0,0.0,0.2,1.2,0.87,0.0,-0.3,74.1,0.29,0.87,,8.69,26.64,2.0,76754.0,74236.0,0.2999,3.67,3.79,3.73,3.79,3.72,3.76,21506.0,55.0,266.93,19.0,1.0,378.5999999999998,-1.0661912308505024,25H1,55,1.0339188533864971,0.4001333777925979,3.937007874015746,0.2896977207823697
DFDV,2025-06-20,10:33:00,25.95,25.06,27.47,821,12:26:00,24.98,stop,-795.3,-3.73,False,,0,0.0,37.81,2167499,-2.15,0.7,False,0.01,2,4.29,-1.05,0.25,1.0,0.0,-0.3,0.0,-0.5,0.0,0.2,0.779,0.0,0.0,37.81,2.017,0.779,,4.29,45.78,3.0,7323.0,4860.0,1.05,25.07,25.67,25.82,26.08,25.52,26.01,9805.0,63.0,1.11,110.0,2.0,730.6900000000005,-1.0884232711546613,25H1,63,1.5067901234567902,0.5714285714285727,3.42967244701349,2.0174897119341564
DFSC,2025-06-23,10:13:00,11.06,10.69,11.83,17587,10:18:00,10.66,stop,-7121.15,-3.66,False,,0,0.0,30.67,2165826,3.07,-1.22,False,-0.12,3,4.99,3.68,1.5,1.8,0.3,-0.3,0.3,0.0,0.0,1.5,0.915,0.2,0.0,20.04,0.256,0.915,,4.99,32.21,5.0,1836.0,958.0,0.5163,10.7,11.0,11.01,11.01,11.01,11.01,245.0,43.0,0.17,5.0,4.0,6507.190000000018,-1.0943510178740716,25H1,43,1.9164926931106472,0.5810575246949462,3.3453887884267717,0.255741127348643
GEOS,2025-06-23,09:40:00,14.56,13.99,15.81,3796,10:42:00,16.07,exhaust+trail_stop,5991.49,10.84,False,,0,0.0,39.1,105495,0.64,21.67,False,-0.12,2,10.3,1.09,1.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.915,0.0,0.0,31.9,2.629,0.915,,10.3,48.91,3.0,12460.0,8811.0,1.37,14.0,14.49,14.04,14.83,14.03,14.59,23163.0,10.0,31.5,64.0,2.0,2163.720000000001,2.769069010777733,25H1,10,1.4141414141414141,0.35766423357664245,3.914835164835167,2.6288729996595164
LGL,2025-06-23,09:53:00,8.34,7.85,9.16,669,09:56:00,9.1,trail_stop,504.25,9.04,False,,0,0.0,60.71,18602,5.32,-3.28,False,-0.12,2,18.04,5.14,2.5,1.8,0.0,0.0,0.3,0.0,0.0,2.5,0.915,0.2,0.0,35.32,3.049,0.915,,18.04,30.89,2.0,7349.0,3621.0,1.23,7.67,8.18,8.3,8.75,8.01,8.75,11042.0,23.0,11.04,5.0,1.0,327.8100000000001,1.538238613831182,25H1,23,2.0295498481082572,0.41463414634146323,5.875299760191849,3.0494338580502625
MIND,2025-06-23,09:43:00,8.29,7.82,9.1,8280,10:26:00,7.8,stop,-4019.91,-5.86,False,,0,0.0,29.77,230029,8.59,7.44,False,-0.12,2,7.09,10.14,1.4,1.8,0.3,-0.3,0.0,0.0,0.2,1.4,0.915,0.2,0.0,25.19,0.422,0.915,,7.09,13.66,4.0,23861.0,17981.0,0.5212,7.8,8.15,8.24,8.45,8.21,8.32,7581.0,13.0,13.99,45.0,1.0,3891.5999999999904,-1.0329710144927562,25H1,13,1.3270118458372726,0.671527244819648,5.669481302774414,0.421611701240198
EPSM,2025-06-24,10:44:00,23.52,22.74,24.95,4101,10:51:00,22.67,stop,-3486.85,-3.61,False,,0,0.0,31.22,205094,-3.96,0.32,False,-0.03,2,5.31,-2.83,1.5,1.0,0.3,0.0,0.0,0.0,0.2,1.5,1.124,0.0,0.0,31.22,1.161,1.124,,5.31,21.55,2.0,1187.0,844.0,1.16,22.75,23.31,23.41,23.41,22.91,22.96,980.0,74.0,0.34,7.0,1.0,3198.7800000000047,-1.0900562089296528,25H1,74,1.4063981042654028,0.4827586206896541,3.31632653061225,1.161137440758294
GRRR,2025-06-24,09:42:00,24.09,23.3,25.76,8954,10:58:00,23.23,stop,-7698.2,-3.57,False,,0,0.0,15.12,2174815,3.96,6.03,False,-0.03,2,6.17,4.14,1.5,2.0,0.3,0.0,0.0,0.0,0.0,1.5,1.124,0.2,0.0,17.06,0.874,1.124,,6.17,32.61,3.0,88361.0,60662.0,1.38,23.31,23.97,23.75,24.03,23.7,23.94,53023.0,12.0,2.38,79.0,1.0,7073.659999999993,-1.0882909271862102,25H1,12,1.4566120470805446,0.4782608695652175,3.2793690327936864,0.8740727308694075
LZMH,2025-06-24,10:35:00,14.48,13.83,15.92,4370,15:00:00,13.79,stop,-3015.08,-4.76,False,,0,0.0,20.35,650488,-0.26,3.38,False,-0.03,2,3.1,0.29,0.7,1.8,0.0,-0.3,0.0,0.0,0.0,0.7,1.124,0.0,0.0,20.35,0.576,1.124,,3.1,40.48,4.0,2166.0,1898.0,0.42,13.82,14.41,14.29,14.49,14.29,14.49,1094.0,65.0,0.85,82.0,1.0,2840.5000000000014,-1.061461010385495,25H1,65,1.1412012644889358,1.4047619047619044,4.488950276243096,0.5763962065331928
NA,2025-06-24,10:12:00,24.89,23.78,27.37,1413,10:16:00,23.71,stop,-1675.77,-4.76,False,,0,0.0,117.1,404115,-1.3,165.56,True,-0.03,3,14.58,-0.73,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.7,1.124,0.0,-0.3,185.66,1.036,1.124,,14.58,32.38,2.0,122319.0,109141.0,3.1499,23.73,24.77,24.55,25.11,24.02,24.1,113100.0,42.0,44.19,6.0,1.0,1568.4299999999992,-1.0684378646162092,25H1,42,1.120742892221988,0.3301692117210067,4.459622338288467,1.036274177440192
NSLR,2025-06-24,09:54:00,8.68,8.5,9.03,5824,10:09:00,8.47,stop,-1214.89,-2.4,False,,0,0.0,18.51,291244,6.52,0.95,False,-0.03,2,3.88,6.77,1.7,1.0,0.0,0.0,0.3,0.0,0.2,1.7,1.124,0.2,0.0,16.76,2.118,1.124,,,,,,,,,,,,,,,,,,,1048.3199999999983,-1.158892322954825,25H1,24,,,2.0737327188940062,
AIFU,2025-06-25,09:59:00,5.78,5.64,6.05,7652,10:03:00,5.86,trail_stop,639.78,1.45,False,,0,0.0,30.65,191335,5.3,-6.0,False,0.04,2,3.76,5.25,1.7,2.0,0.0,0.0,0.3,0.0,0.2,1.7,1.103,0.2,0.0,19.6,3.565,1.103,,3.76,0.0,3.0,2547.0,1088.0,0.205,5.65,5.75,5.72,5.84,5.72,5.84,3878.0,29.0,1.37,7.0,2.0,1071.2800000000043,0.5972108132327658,25H1,29,2.3409926470588234,0.48780487804877876,2.4221453287197328,3.5643382352941178
VVOS,2025-06-26,09:58:00,3.82,3.69,4.09,3352,09:59:00,3.68,stop,-469.51,-3.67,False,,0,0.0,21.24,167626,3.39,16.72,False,0.01,2,6.44,3.48,1.5,1.0,0.3,0.0,0.0,0.0,0.0,1.5,0.901,0.2,0.0,24.59,2.581,0.901,,6.44,43.48,3.0,32372.0,21040.0,0.23,3.7,3.8,3.75,3.91,3.75,3.87,54295.0,28.0,8.62,5.0,3.0,435.75999999999965,-1.0774508903983853,25H1,28,1.5385931558935362,0.4347826086956506,3.4031413612565418,2.5805608365019013
ALOT,2025-06-30,10:23:00,10.69,10.2,11.72,381,14:52:00,11.51,trail_stop,312.41,7.67,False,,0,0.0,29.86,19091,8.4,-0.97,False,-0.02,2,4.11,8.88,0.9,1.0,0.0,-0.3,0.3,-0.5,0.2,0.9,0.688,0.2,0.0,15.2,1.056,0.688,,4.11,-81.28,7.0,3767.0,1126.0,0.39,10.21,10.61,10.64,10.64,10.64,10.64,1189.0,53.0,6.01,91.0,2.0,186.69000000000008,1.6734158230221217,25H1,53,3.3454706927175843,1.025641025641022,4.58372310570627,1.0559502664298401
CVKD,2025-06-30,09:39:00,12.94,12.66,13.47,855,09:44:00,13.24,trail_stop,255.13,2.31,False,,0,0.0,22.81,23776,7.57,11.11,False,-0.02,2,10.94,7.83,1.5,1.8,0.0,0.3,0.3,-0.5,0.2,1.5,0.688,0.2,0.0,23.31,1.264,0.688,,10.94,6.36,2.0,5301.0,972.0,1.2573,12.67,12.87,12.78,12.98,12.78,12.98,1229.0,9.0,7.56,7.0,1.0,239.39999999999947,1.0657059314954076,25H1,9,5.453703703703703,0.15907102521275693,2.1638330757341526,1.26440329218107
LIMN,2025-06-30,10:35:00,11.8,11.39,12.67,3428,11:44:00,11.36,stop,-1518.16,-3.75,False,,0,0.0,20.93,689756,3.87,16.03,False,-0.02,3,3.45,4.37,0.6,1.0,0.0,-0.3,0.0,-0.5,0.2,0.6,0.688,0.2,0.0,28.16,0.242,0.688,,3.45,23.47,4.0,2399.0,1613.0,0.3835,11.4,11.74,11.74,11.74,11.7,11.7,391.0,65.0,0.73,47.0,2.0,1405.4800000000005,-1.0801718985684603,25H1,65,1.4872907625542466,0.8865710560625811,3.474576271186441,0.24240545567265964
NEGG,2025-06-30,10:07:00,13.73,13.21,14.7,12370,10:20:00,14.17,trail_stop,5381.37,3.17,False,,0,0.0,38.22,1231047,9.71,2.15,False,-0.02,3,4.69,10.5,1.2,2.0,0.3,-0.3,0.3,-0.5,0.2,1.2,0.688,0.2,0.0,16.95,3.381,0.688,,4.69,30.0,2.0,5914.0,1582.0,0.6,13.22,13.6,13.67,13.75,13.46,13.74,5350.0,37.0,0.97,15.0,1.0,6432.399999999995,0.8366037559853249,25H1,37,3.738305941845765,0.6333333333333317,3.7873270211216283,3.381795195954488
CLRO,2025-07-01,10:42:00,13.0,12.59,13.88,3973,10:44:00,12.55,stop,-1797.66,-3.48,False,,0,0.0,65.63,198676,-0.25,117.39,False,0.04,2,6.86,0.24,0.8,1.0,0.3,0.0,0.0,-0.5,0.0,0.8,0.746,0.0,0.0,153.91,3.8,0.746,,6.86,39.76,2.0,54779.0,36289.0,0.83,12.6,12.94,12.8,13.4,12.61,13.0,137881.0,72.0,195.29,4.0,2.0,1628.9300000000005,-1.1035833338449164,25H2,72,1.5095207914243987,0.40963855421686735,3.153846153846155,3.799526027170768
UCAR,2025-07-01,09:38:00,4.48,4.31,4.83,1171,09:45:00,4.3,stop,-216.55,-4.13,False,,0,0.0,16.31,58597,4.7,9.4,False,0.04,3,5.01,5.43,1.0,1.0,0.3,-0.3,0.3,-0.5,0.0,1.0,0.746,0.2,0.0,15.4,0.254,0.746,,5.01,37.95,2.0,8079.0,905.0,0.21,4.32,4.45,4.46,4.46,4.46,4.46,230.0,8.0,2.18,6.0,1.0,199.07000000000096,-1.0878083086351482,25H2,8,8.92707182320442,0.6190476190476185,3.794642857142875,0.2541436464088398
AUUD,2025-07-03,10:30:00,4.35,4.27,4.5,1481,10:38:00,4.43,trail_stop,116.16,1.8,False,,0,0.0,44.14,74063,-15.49,0.0,False,0.07,3,4.09,-14.97,1.3,1.0,0.0,0.3,0.3,-0.5,0.2,1.3,0.616,0.0,0.0,44.14,11.459,0.616,,4.09,23.54,4.0,1644.0,233.0,0.1699,4.28,4.33,4.32,4.4,4.32,4.4,2670.0,60.0,5.4,8.0,3.0,118.4800000000001,0.9804186360567175,25H2,60,7.055793991416309,0.29429075927015785,1.8390804597701167,11.459227467811159
NCPL,2025-07-03,09:48:00,5.73,5.49,6.15,20000,10:15:00,5.47,stop,-5099.4,-4.45,False,,0,0.0,35.84,643722,-0.56,-27.81,False,0.07,2,7.55,0.64,1.1,2.0,0.3,0.0,0.3,-0.5,0.0,1.1,0.616,0.0,0.0,17.71,0.416,0.616,,7.55,50.0,4.0,21870.0,9048.0,0.4,5.5,5.66,5.7,5.74,5.62,5.68,3767.0,18.0,5.93,29.0,1.0,4800.000000000005,-1.062374999999999,25H2,18,2.4171087533156497,0.40000000000000036,4.188481675392674,0.41633510167992926
COGT,2025-07-07,10:04:00,10.08,9.83,10.59,12701,10:09:00,9.8,stop,-3611.22,-2.82,False,,0,0.0,16.25,2454423,2.54,17.81,False,0.08,2,4.58,2.99,1.3,1.0,0.3,0.0,0.3,-0.5,0.0,1.3,0.595,0.2,0.0,34.04,4.507,0.595,,4.58,48.8,4.0,250956.0,45744.0,0.44,9.84,10.03,9.94,10.04,9.94,10.0,206150.0,34.0,12.9,9.0,4.0,3175.25,-1.137302574600425,25H2,34,5.486096537250787,0.4318181818181807,2.4801587301587302,4.506601958726828
PRPO,2025-07-07,10:12:00,13.77,13.15,15.14,196,10:31:00,14.51,trail_stop,144.99,5.37,False,,0,0.0,21.19,9848,4.9,3.4,False,0.08,2,5.94,4.99,1.2,1.0,0.3,-0.3,0.3,-0.5,0.2,1.2,0.595,0.2,0.0,15.87,1.791,0.595,,,,,,,,,,,,,,,,,,,121.51999999999984,1.1931369321922334,25H2,42,,,4.502541757443713,
SCAG,2025-07-07,09:44:00,4.18,3.99,4.59,2500,11:11:00,3.98,stop,-503.74,-4.82,False,,0,0.0,22.97,818467,-1.38,-5.6,False,0.08,2,3.85,-0.66,0.25,1.0,0.0,-0.3,0.0,-0.5,0.0,0.2,0.595,0.0,0.0,16.67,0.568,0.595,,,,,,,,,,,,,,,,,,,474.99999999999875,-1.0605052631578975,25H2,14,,,4.545454545454533,
EGG,2025-07-09,09:57:00,7.19,6.96,7.66,18000,09:59:00,7.49,trail_stop,5405.37,4.18,False,,0,0.0,141.39,1142215,7.42,-4.17,False,0.02,2,7.89,6.96,2.3,1.8,0.3,0.0,0.3,-0.5,0.0,2.3,0.678,0.2,0.0,24.52,1.473,0.678,,7.89,35.26,2.0,6632.0,3124.0,0.5238,6.97,7.15,7.12,7.26,7.12,7.18,4603.0,27.0,2.51,5.0,1.0,4140.000000000007,1.3056449275362296,25H2,27,2.12291933418694,0.3436426116838499,3.19888734353269,1.4734314980793854
AIRI,2025-07-10,10:25:00,3.84,3.73,4.06,922,10:35:00,3.72,stop,-110.91,-3.13,False,,0,0.0,15.51,46135,-2.27,10.94,False,0.01,2,4.37,-1.74,0.8,1.0,0.0,0.0,0.3,-0.5,0.0,0.8,0.676,0.0,0.0,26.14,2.499,0.676,,4.37,50.0,3.0,63028.0,21440.0,0.16,3.74,3.82,3.77,3.85,3.76,3.83,53581.0,55.0,615.16,13.0,1.0,101.41999999999989,-1.0935712877144559,25H2,55,2.9397388059701495,0.49999999999999767,2.86458333333333,2.499113805970149
SCAG,2025-07-11,10:19:00,7.41,7.03,8.14,7371,11:30:00,7.77,trail_stop,2703.38,4.95,False,,0,0.0,33.5,1644757,6.82,-7.76,False,0.07,2,4.48,7.1,0.6,1.8,0.0,-0.3,0.0,-0.5,0.2,0.6,0.55,0.2,0.0,21.7,1.749,0.55,,4.48,0.0,4.0,2205.0,1502.0,0.2999,7.0,7.33,7.37,7.5,7.37,7.5,2627.0,49.0,0.09,45.0,3.0,2800.979999999999,0.9651550528743514,25H2,49,1.4680426098535286,1.1003667889296433,5.128205128205127,1.7490013315579227
SPAI,2025-07-11,09:59:00,3.39,3.28,3.51,1232,10:47:00,3.52,trail_stop,164.92,3.95,False,,0,0.0,24.14,30833,4.04,4.9,False,0.07,2,5.71,5.73,1.8,2.0,0.3,0.3,0.3,-0.5,0.2,1.8,0.55,0.2,0.0,18.16,0.161,0.55,,5.71,22.22,3.0,4250.0,1972.0,0.18,3.29,3.33,3.37,3.37,3.37,3.37,318.0,29.0,6.23,30.0,2.0,135.52000000000038,1.2169421487603271,25H2,29,2.1551724137931036,0.22222222222222243,3.2448377581121033,0.1612576064908722
MB,2025-07-14,10:10:00,13.74,13.04,15.1,4958,11:09:00,13.0,stop,-3690.13,-5.42,False,,0,0.0,21.3,123969,7.04,2.16,False,-0.04,2,8.32,8.11,1.2,2.0,0.3,-0.3,0.3,-0.5,0.2,1.2,0.59,0.2,0.0,18.59,1.051,0.59,,8.32,17.73,5.0,4059.0,433.0,1.015,13.04,13.58,13.67,13.95,13.67,13.95,455.0,40.0,1.06,13.0,3.0,3470.6000000000054,-1.0632541923586682,25H2,40,9.374133949191686,0.5320197044334986,5.094614264919949,1.0508083140877598
TCRT,2025-07-14,09:44:00,6.12,5.84,6.73,993,09:58:00,5.82,stop,-299.15,-4.92,False,,0,0.0,56.17,49688,6.4,7.01,False,-0.04,2,15.03,6.77,0.7,1.0,0.0,0.0,0.0,-0.5,0.0,0.7,0.59,0.2,0.0,22.24,0.426,0.59,,15.03,46.9,2.0,7161.0,6533.0,0.81,5.82,6.08,6.09,6.1,5.95,6.03,2780.0,14.0,7.55,17.0,3.0,278.04000000000025,-1.0759243274349004,25H2,14,1.0961273534363998,0.32098765432098736,4.575163398692815,0.425531914893617
TLIH,2025-07-15,09:49:00,4.61,4.43,4.91,13000,10:00:00,4.42,stop,-2549.82,-4.25,False,,0,0.0,17.8,1103507,2.3,4.33,False,0.04,2,12.44,3.6,1.3,1.0,0.0,0.3,0.3,-0.5,0.0,1.3,0.565,0.2,0.0,17.8,1.726,0.565,,,,,,,,,,,,,,,,,,,2340.0000000000077,-1.0896666666666632,25H2,19,,,3.904555314533635,
BGLC,2025-07-17,10:31:00,4.85,4.73,4.98,20000,10:39:00,4.85,trail_stop,-162.62,-0.17,False,,0,0.0,56.32,2808859,0.24,15.76,True,0.0,2,3.56,1.79,1.3,2.0,0.0,0.3,0.3,0.0,0.0,1.3,0.851,0.0,-0.3,18.57,1.007,0.851,,3.56,36.06,2.0,6187.0,2656.0,0.165,4.74,4.78,4.83,4.83,4.77,4.79,2674.0,61.0,2.4,10.0,2.0,2399.9999999999845,-0.06775833333333377,25H2,61,2.3294427710843375,0.24242424242424263,2.4742268041236954,1.006777108433735
VIVO,2025-07-18,10:11:00,8.15,7.95,8.45,10000,10:14:00,7.93,stop,-2193.75,-2.69,False,,0,0.0,26.17,1036491,0.51,18.15,False,-0.08,2,3.29,1.44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.897,0.0,0.0,26.49,0.897,0.897,,3.29,37.67,3.0,35976.0,26569.0,0.2567,7.96,8.07,8.11,8.15,8.06,8.12,23843.0,41.0,6.76,5.0,1.0,2000.0000000000018,-1.096874999999999,25H2,41,1.3540592419737287,0.4285157771717971,2.453987730061352,0.8973992246603184
VVPR,2025-07-18,10:11:00,8.15,7.95,8.45,10000,10:14:00,7.93,stop,-2193.75,-2.69,False,,0,0.0,26.17,1036491,0.51,18.15,False,-0.08,2,3.29,1.44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.897,0.0,0.0,26.49,0.897,0.897,,3.29,37.67,3.0,35976.0,26569.0,0.2567,7.96,8.07,8.11,8.15,8.06,8.12,23843.0,41.0,6.76,5.0,1.0,2000.0000000000018,-1.096874999999999,25H2,41,1.3540592419737287,0.4285157771717971,2.453987730061352,0.8973992246603184
ARWR,2025-07-21,10:04:00,15.67,15.22,16.6,6450,10:12:00,15.17,stop,-3196.75,-3.16,False,,0,0.0,18.67,1658762,3.54,1.19,False,0.03,2,4.24,3.99,0.6,2.0,0.0,-0.3,0.0,-0.5,0.2,0.6,0.746,0.2,0.0,18.67,1.195,0.746,,4.24,24.93,4.0,43009.0,30430.0,0.6261,15.23,15.59,15.48,15.75,15.48,15.75,36366.0,34.0,4.07,10.0,1.0,2902.4999999999955,-1.1013781223083565,25H2,34,1.4133749589221163,0.5749880210828932,2.8717294192724907,1.195070653959908
STEM,2025-07-21,09:38:00,16.07,15.35,17.67,6252,09:44:00,17.8,trail_stop,10796.57,10.75,False,,0,0.0,29.94,815436,3.02,6.04,False,0.03,2,12.44,2.06,1.0,2.0,0.0,0.0,0.3,-0.5,0.0,1.0,0.746,0.2,0.0,17.42,2.74,0.746,,12.44,47.46,2.0,65534.0,34136.0,1.77,15.16,15.99,15.73,16.91,15.73,16.8,93549.0,8.0,4.74,10.0,1.0,4501.440000000004,2.3984702672922418,25H2,8,1.9197914225451136,0.4689265536723164,4.480398257622904,2.7404792594328566
TSSI,2025-07-21,09:42:00,26.8,25.99,27.9,11818,09:43:00,25.91,stop,-10440.98,-3.3,False,,0,0.0,11.02,2752447,2.59,4.57,False,0.03,2,5.58,3.65,1.3,2.0,0.3,0.0,0.3,-0.5,0.0,1.3,0.746,0.2,0.0,14.97,3.234,0.746,,5.58,42.7,2.0,101474.0,36132.0,1.405,26.0,26.43,26.66,26.87,26.11,26.32,116841.0,12.0,1.49,3.0,1.0,9572.580000000027,-1.0907174450357136,25H2,12,2.808424665116794,0.30604982206405673,3.022388059701501,3.2337263367651943
BGL,2025-07-22,10:44:00,17.8,17.0,19.57,4799,13:18:00,18.54,trail_stop,3538.69,4.14,False,,0,0.0,40.59,363820,9.22,-1.65,False,-0.09,2,7.57,9.19,1.7,1.0,0.3,-0.3,0.0,-0.5,0.0,1.7,0.556,0.2,0.0,21.63,1.765,0.556,,7.57,49.19,5.0,4377.0,3005.0,1.24,17.0,17.71,17.49,17.89,17.3,17.3,5305.0,74.0,1.38,124.0,3.0,3839.2000000000035,0.9217258803917475,25H2,74,1.4565723793677205,0.572580645161291,4.494382022471914,1.7653910149750416
IVF,2025-07-22,10:08:00,3.35,3.24,3.57,4500,10:15:00,3.23,stop,-523.66,-3.48,False,,0,0.0,40.4,665871,-12.24,43.53,True,-0.09,2,5.1,-11.73,0.25,1.8,0.3,-0.3,0.0,-0.5,0.0,0.2,0.556,0.0,-0.3,66.27,1.77,0.556,,5.1,31.25,2.0,76930.0,47498.0,0.16,3.25,3.33,3.32,3.42,3.31,3.4,84063.0,38.0,78.69,9.0,1.0,494.99999999999943,-1.057898989898991,25H2,38,1.6196471430376016,0.5000000000000004,3.2835820895522354,1.7698218872373574
PAPL,2025-07-22,10:00:00,3.23,3.08,3.55,3999,10:05:00,3.39,trail_stop,661.22,5.13,False,,0,0.0,88.39,92605,9.8,3689.47,True,-0.09,2,12.86,10.24,0.4,1.0,0.0,0.0,0.0,-0.5,0.0,0.4,0.556,0.2,-0.3,3654.39,0.535,0.556,,12.86,39.11,2.0,1964.0,1513.0,0.3613,3.03,3.21,3.21,3.21,3.21,3.21,810.0,30.0,10.72,6.0,1.0,599.8499999999997,1.1023089105609742,25H2,30,1.2980832782551224,0.4982009410462224,4.643962848297211,0.5353602115003304
QVCGA,2025-07-22,10:39:00,3.68,3.53,4.0,2847,10:47:00,4.01,exhaust+trail_stop,1062.43,10.15,False,,0,0.0,97.95,79136,8.79,0.0,False,-0.09,2,7.65,9.29,1.3,1.8,0.3,0.0,0.3,-0.5,0.0,1.3,0.556,0.2,0.0,26.69,0.16,0.556,,7.65,46.15,2.0,14078.0,3437.0,0.26,3.54,3.66,3.66,3.66,3.64,3.64,550.0,69.0,120.09,10.0,1.0,427.05000000000103,2.4878351481091148,25H2,69,4.0960139656677335,0.46153846153846195,4.076086956521749,0.16002327611288913
