symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,partial_taken,partial_price,partial_shares,partial_pnl,daily_range_pct,avg_volume_20d,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill,planned_entry,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,entry_minutes_from_open,relative_volume,bars_held,patterns_detected_that_day,risk,R,era,entry_min,vol_ratio,flag_tight,stop_pct,bk_vol_ratio
BNR,2025-07-23,10:16:00,7.04,6.89,7.27,327,10:19:00,7.14,trail_stop,32.21,1.4,False,,0,0.0,62.89,16393,7.81,0.06,False,-0.09,3,5.25,8.62,1.6,1.0,0.3,0.3,0.3,-0.5,0.0,1.6,0.518,0.2,0.0,20.62,1.244,0.518,,5.25,34.29,2.0,3032.0,439.0,0.35,6.9,6.98,7.0,7.0,6.97,6.97,546.0,46.0,35.91,5.0,1.0,49.05000000000012,0.6566768603465836,25H2,46,6.906605922551253,0.2285714285714288,2.1306818181818232,1.24373576309795
RNAZ,2025-07-23,10:29:00,12.35,12.07,12.84,503,10:39:00,12.52,trail_stop,82.39,1.33,False,,0,0.0,57.11,25159,1.31,28.71,False,-0.09,2,5.36,2.0,1.4,1.0,0.3,0.3,0.3,-0.5,0.0,1.4,0.518,0.0,0.0,38.98,0.473,0.518,,5.36,33.6,2.0,2517.0,1358.0,0.625,12.08,12.27,12.29,12.29,12.29,12.29,642.0,59.0,165.67,13.0,2.0,140.8399999999997,0.5849900596421485,25H2,59,1.8534609720176731,0.3039999999999992,2.2672064777327883,0.4727540500736377
LYEL,2025-07-25,10:09:00,12.81,12.41,13.66,2148,10:14:00,12.37,stop,-947.23,-3.44,False,,0,0.0,17.38,107429,5.64,13.35,False,0.02,3,8.08,5.72,1.0,1.0,0.3,0.0,0.0,-0.5,0.0,1.0,0.539,0.2,0.0,22.67,0.617,0.539,,8.08,37.7,4.0,6383.0,4729.0,0.955,12.42,12.75,12.62,12.85,12.62,12.65,2917.0,39.0,4.3,8.0,1.0,859.2000000000007,-1.102455772811917,25H2,39,1.3497568196235992,0.3455497382198954,3.1225604996096825,0.6168323112708818
GEOS,2025-07-28,09:37:00,15.58,14.93,17.0,7016,10:02:00,16.26,trail_stop,4795.93,4.39,False,,0,0.0,24.17,237990,6.8,8.44,False,0.03,3,12.48,7.01,1.0,2.0,0.0,0.0,0.3,-0.5,0.0,1.0,0.495,0.2,0.0,19.89,0.537,0.495,,12.48,32.01,2.0,15560.0,6812.0,1.7183,14.94,15.5,15.33,15.6,15.33,15.6,3660.0,7.0,4.12,27.0,1.0,4560.400000000002,1.051646785369704,25H2,7,2.2842043452730474,0.3259035092824306,4.172015404364572,0.5372871403405755
XXII,2025-07-28,10:41:00,3.59,3.47,3.84,11000,10:52:00,3.46,stop,-1410.86,-3.57,False,,0,0.0,23.2,1688932,-1.55,12.38,False,0.03,2,5.64,-1.04,1.1,1.0,0.3,0.0,0.3,-0.5,0.0,1.1,0.495,0.0,0.0,25.9,0.903,0.495,,5.64,42.11,3.0,40542.0,22763.0,0.19,3.48,3.57,3.54,3.6,3.54,3.57,20551.0,71.0,10.77,14.0,2.0,1319.9999999999964,-1.0688333333333362,25H2,71,1.781048192241796,0.47368421052631504,3.3426183844011046,0.9028247594781005
SCNI,2025-07-29,10:06:00,3.21,3.06,3.52,2702,10:09:00,3.05,stop,-412.7,-4.76,False,,0,0.0,87.1,135111,4.45,29.02,False,0.03,3,16.19,4.86,1.0,1.0,0.0,0.3,0.0,-0.5,0.0,1.0,0.389,0.2,0.0,60.49,1.683,0.389,,16.19,37.78,4.0,303692.0,260079.0,0.45,3.06,3.19,3.19,3.25,3.11,3.14,437684.0,36.0,420.39,5.0,2.0,405.2999999999998,-1.0182580804342467,25H2,36,1.1676913553189607,0.28888888888888864,4.67289719626168,1.6828886607530789
AVX,2025-07-30,09:59:00,3.92,3.78,4.12,14000,10:07:00,3.77,stop,-2111.76,-3.85,False,,0,0.0,38.76,2474403,0.29,-1.46,False,-0.08,2,3.54,1.82,0.7,2.0,0.0,-0.3,0.3,-0.5,0.2,0.7,0.503,0.0,0.0,15.31,1.892,0.503,,3.54,-7.75,2.0,1303.0,231.0,0.1291,3.79,3.86,3.9,3.9,3.89,3.89,437.0,29.0,0.34,9.0,1.0,1960.0000000000018,-1.0774285714285705,25H2,29,5.640692640692641,0.5422153369481011,3.5714285714285747,1.8917748917748918
MGRT,2025-07-30,09:50:00,3.15,3.02,3.42,14000,09:51:00,3.01,stop,-1885.94,-4.28,False,,0,0.0,21.67,1056848,4.62,-5.92,False,-0.08,2,9.06,4.73,0.7,2.0,0.0,0.0,0.0,-0.5,0.0,0.7,0.503,0.2,0.0,18.52,2.412,0.503,,9.06,34.74,3.0,3625.0,2902.0,0.2591,3.03,3.13,3.1,3.15,3.03,3.15,7000.0,20.0,0.18,3.0,1.0,1819.9999999999984,-1.0362307692307702,25H2,20,1.2491385251550655,0.3859513701273643,4.126984126984123,2.412129565816678
FORM,2025-07-31,09:36:00,29.82,29.06,31.34,9844,09:39:00,28.97,stop,-8318.49,-2.83,False,,0,0.0,20.44,522565,3.89,-23.01,False,-0.12,2,15.03,3.91,1.5,2.0,0.0,0.3,0.3,-0.5,0.2,1.5,0.683,0.2,0.0,15.03,1.572,0.683,,15.03,23.71,2.0,34273.0,12966.0,3.92,29.07,29.67,29.29,29.89,29.29,29.71,20385.0,6.0,8.21,5.0,1.0,7481.440000000015,-1.1118835411364634,25H2,6,2.6432978559308964,0.15306122448979628,2.548625083836357,1.5721888014807959
JEM,2025-07-31,10:18:00,6.5,6.31,6.73,5614,10:19:00,6.29,stop,-1186.13,-3.25,False,,0,0.0,21.71,140398,6.38,-1.77,False,-0.12,3,7.44,7.81,1.6,2.0,0.3,0.3,0.3,-0.5,0.0,1.6,0.683,0.2,0.0,17.97,1.205,0.683,,7.44,40.0,2.0,6271.0,1660.0,0.45,6.32,6.4,6.47,6.56,6.42,6.42,2000.0,48.0,1.59,3.0,1.0,1066.6600000000021,-1.1120038250239044,25H2,48,3.777710843373494,0.17777777777777792,2.923076923076929,1.2048192771084338
CSTL,2025-08-05,09:58:00,21.36,20.94,22.13,7878,09:59:00,20.88,stop,-3774.11,-2.24,False,,0,0.0,14.2,393939,5.47,29.57,False,-0.09,2,3.51,5.93,1.5,1.0,0.0,0.0,0.3,0.0,0.0,1.5,1.16,0.2,0.0,38.5,0.69,1.16,,3.51,37.5,3.0,24837.0,8391.0,0.72,20.95,21.25,21.25,21.25,20.98,21.07,5791.0,28.0,5.14,3.0,4.0,3308.7599999999857,-1.1406418114338956,25H2,28,2.9599570968895246,0.4166666666666677,1.966292134831452,0.6901442021213204
AIMD,2025-08-06,09:38:00,3.93,3.75,4.32,4861,09:41:00,3.74,stop,-915.38,-4.79,False,,0,0.0,55.17,135062,8.14,31.76,False,-0.07,3,29.99,6.35,1.2,1.8,0.0,0.0,0.0,0.0,0.0,1.2,0.976,0.2,0.0,68.19,1.786,0.976,,29.99,33.33,3.0,2514198.0,2290221.0,0.8998,3.6,3.91,3.91,4.24,3.83,4.16,4091260.0,8.0,1020.9,5.0,1.0,874.9800000000008,-1.046172483942489,25H2,8,1.0977971121564252,0.34452100466770397,4.580152671755729,1.7864040195247533
MB,2025-08-06,11:18:00,14.97,14.49,16.0,1254,14:48:00,14.82,eod,-193.74,-1.03,False,,0,0.0,17.28,62708,4.68,-0.28,False,-0.07,2,15.13,4.8,2.0,1.0,0.0,0.3,0.3,0.0,0.2,2.0,0.976,0.2,0.0,17.28,1.075,0.976,,15.13,24.87,4.0,1408.0,560.0,1.97,14.5,14.9,14.87,14.95,14.87,14.95,602.0,108.0,0.32,12.0,1.0,601.9200000000005,-0.32187001594896303,25H2,108,2.5142857142857142,0.203045685279188,3.206412825651305,1.075
FTEK,2025-08-07,10:46:00,3.39,3.3,3.56,8165,10:48:00,3.29,stop,-789.15,-2.85,False,,0,0.0,21.62,408276,9.1,1.36,False,-0.07,3,4.83,9.04,1.8,1.0,0.3,0.0,0.3,0.0,0.0,1.8,0.878,0.2,0.0,21.62,3.329,0.878,,4.83,45.41,2.0,14610.0,3927.0,0.1559,3.31,3.37,3.37,3.37,3.35,3.36,13072.0,76.0,2.68,8.0,1.0,734.8500000000024,-1.0738926311492105,25H2,76,3.7203972498090145,0.3848620910840285,2.654867256637177,3.328749681690858
MEG,2025-08-07,10:39:00,24.83,23.64,26.68,4379,12:38:00,23.57,stop,-5537.11,-5.09,False,,0,0.0,40.04,293769,-9.82,31.36,True,-0.07,3,4.81,-8.07,0.9,1.8,0.3,-0.3,0.0,0.0,0.2,0.9,0.878,0.0,-0.3,41.31,0.764,0.878,,4.81,27.27,4.0,9111.0,6202.0,1.0999,23.65,24.38,24.71,24.85,24.58,24.65,4737.0,69.0,4.54,97.0,1.0,5211.00999999999,-1.0625790393800838,25H2,69,1.4690422444372784,0.663696699699973,4.792589609343527,0.7637858755240245
SDM,2025-08-07,10:18:00,10.74,10.37,11.54,18000,10:22:00,11.33,trail_stop,10484.46,5.42,False,,0,0.0,37.09,752520,7.92,-1.87,False,-0.07,2,6.53,7.71,2.5,1.8,0.3,0.0,0.0,0.0,0.0,2.5,0.878,0.2,0.0,25.47,1.548,0.878,,6.53,35.38,4.0,6886.0,5207.0,0.65,10.38,10.69,10.64,11.0,10.62,11.0,8062.0,48.0,1.04,7.0,1.0,6660.000000000018,1.5742432432432387,25H2,48,1.3224505473401191,0.47692307692307495,3.445065176908761,1.5483003648934126
AUUD,2025-08-11,09:41:00,3.76,3.55,4.13,18000,09:42:00,3.54,stop,-3912.41,-5.78,False,,0,0.0,29.45,1087526,4.62,32.45,False,-0.02,2,11.21,5.64,1.2,1.8,0.0,0.0,0.0,0.0,0.0,1.2,0.904,0.2,0.0,40.8,1.992,0.904,,11.21,40.54,2.0,487379.0,355708.0,0.37,3.52,3.7,3.74,3.78,3.57,3.64,708661.0,11.0,26.0,3.0,1.0,3779.9999999999995,-1.0350291005291006,25H2,11,1.3701659788365739,0.4864864864864869,5.585106382978722,1.9922548832188198
NEPH,2025-08-11,09:48:00,4.47,4.25,4.91,1316,15:25:00,4.7,trail_stop,307.37,5.22,False,,0,0.0,23.94,32945,4.71,1.28,False,-0.02,3,7.34,5.52,1.2,2.0,0.3,-0.3,0.0,0.0,0.0,1.2,0.904,0.2,0.0,14.87,0.829,0.904,,7.34,43.1,10.0,1379.0,1203.0,0.29,4.12,4.43,4.45,4.47,4.45,4.47,998.0,18.0,4.2,88.0,1.0,289.5199999999997,1.061653771760156,25H2,18,1.1463009143807148,1.0689655172413781,4.921700223713641,0.829592684954281
ONEG,2025-08-11,10:35:00,8.26,7.85,9.08,475,10:36:00,7.83,stop,-205.13,-5.23,False,,0,0.0,44.66,23757,1.8,8.53,False,-0.02,2,6.67,2.78,1.0,1.0,0.3,-0.3,0.0,0.0,0.0,1.0,0.904,0.0,0.0,44.81,2.159,0.904,,6.67,40.0,4.0,2705.0,1644.0,0.5,7.8,8.18,8.22,8.22,8.11,8.11,3549.0,65.0,21.86,3.0,2.0,194.75000000000006,-1.0532991014120665,25H2,65,1.6453771289537713,0.7599999999999998,4.963680387409203,2.158759124087591
OPRX,2025-08-11,10:23:00,16.04,15.79,16.46,13428,10:50:00,15.74,stop,-3989.06,-1.85,False,,0,0.0,15.51,335715,-1.34,0.75,False,-0.02,2,3.68,-0.8,1.6,2.0,0.0,0.3,0.3,0.0,0.0,1.6,0.904,0.0,0.0,15.51,9.549,0.904,,3.68,49.11,3.0,3224.0,692.0,0.57,15.8,15.96,15.9,16.23,15.9,16.23,6608.0,53.0,2.45,30.0,1.0,3357.0,-1.1882812034554662,25H2,53,4.658959537572255,0.2807017543859652,1.5586034912718205,9.54913294797688
PAL,2025-08-12,09:46:00,7.24,6.91,7.96,5263,10:10:00,6.89,stop,-1814.35,-4.76,False,,0,0.0,25.63,146236,8.16,8.88,False,0.01,2,6.19,8.18,1.5,1.8,0.3,-0.3,0.3,0.0,0.0,1.5,0.848,0.2,0.0,20.6,1.791,0.848,,6.19,30.38,6.0,16351.0,1581.0,0.395,6.66,7.2,7.11,7.2,7.11,7.11,2832.0,16.0,5.23,26.0,3.0,1736.7900000000004,-1.044657097288676,25H2,16,10.342188488298545,1.3670886075949367,4.558011049723758,1.7912713472485768
DOGZ,2025-08-13,10:28:00,10.45,9.99,11.48,1468,10:41:00,9.96,stop,-722.06,-4.71,False,,0,0.0,32.37,73416,6.74,-2.24,False,-0.06,2,6.08,6.64,2.0,1.0,0.3,-0.3,0.3,-0.5,0.0,2.0,0.748,0.2,0.0,25.15,2.91,0.748,,6.08,49.15,7.0,23698.0,4269.0,0.59,10.0,10.4,10.39,11.0,10.13,10.55,12421.0,58.0,10.61,18.0,11.0,675.2799999999986,-1.0692749674209239,25H2,58,5.551182946825954,0.6779661016949159,4.401913875598078,2.9095806980557506
NPCE,2025-08-13,09:48:00,8.56,8.35,8.84,7636,09:55:00,8.72,trail_stop,1230.54,1.88,False,,0,0.0,27.98,190941,3.67,-1.97,False,-0.06,2,5.73,4.82,1.8,2.0,0.3,0.3,0.3,-0.5,0.2,1.8,0.748,0.2,0.0,18.35,1.075,0.748,,5.73,-13.33,3.0,1884.0,1006.0,0.45,8.36,8.46,8.52,8.58,8.51,8.58,1081.0,18.0,2.18,8.0,1.0,1603.5600000000065,0.767380079323502,25H2,18,1.8727634194831013,0.22222222222222537,2.4532710280373933,1.0745526838966202
UCL,2025-08-13,09:58:00,3.76,3.59,4.13,8520,10:10:00,3.89,trail_stop,1107.59,3.46,False,,0,0.0,28.57,213011,12.38,-18.34,False,-0.06,3,6.85,11.92,1.2,2.0,0.3,-0.3,0.3,-0.5,0.2,1.2,0.748,0.2,0.0,18.73,3.092,0.748,,6.85,-4.44,5.0,10970.0,5201.0,0.225,3.52,3.74,3.7,3.8,3.67,3.8,16082.0,28.0,2.93,16.0,3.0,1448.3999999999994,0.7646989781828227,25H2,28,2.109209767352432,0.9777777777777786,4.521276595744679,3.0920976735243224
BMRA,2025-08-14,10:27:00,3.99,3.81,4.39,1668,10:31:00,4.17,trail_stop,298.25,4.48,False,,0,0.0,34.9,46391,-2.52,38.61,True,-0.03,2,6.25,-2.02,0.5,1.8,0.3,-0.3,0.3,-0.5,0.0,0.5,0.725,0.0,-0.3,48.51,0.572,0.725,,6.25,43.48,4.0,125371.0,69118.0,0.23,3.81,3.97,3.9,3.97,3.88,3.9,39503.0,57.0,854.43,6.0,2.0,300.2400000000003,0.9933719690913926,25H2,57,1.8138690355623717,0.695652173913044,4.5112781954887256,0.5715298475071616
DOGZ,2025-08-14,10:04:00,11.61,11.29,12.13,4306,10:08:00,11.75,trail_stop,632.04,1.26,False,,0,0.0,53.59,107671,9.58,-6.96,False,-0.03,2,5.14,10.2,1.5,2.0,0.3,0.0,0.3,-0.5,0.2,1.5,0.725,0.2,0.0,19.26,1.617,0.725,,5.14,-9.09,4.0,4630.0,1503.0,0.55,11.3,11.5,11.55,11.55,11.5,11.55,2430.0,34.0,12.17,5.0,1.0,1377.9200000000012,0.4586913608917785,25H2,34,3.080505655355955,0.3636363636363623,2.7562446167097354,1.6167664670658684
NAKA,2025-08-14,09:53:00,14.06,13.71,14.75,9454,10:02:00,13.66,stop,-3744.4,-2.82,False,,0,0.0,32.99,554708,7.45,-9.36,False,-0.03,2,4.59,7.53,1.3,1.0,0.3,0.0,0.3,-0.5,0.0,1.3,0.725,0.2,0.0,21.21,3.879,0.725,,4.59,46.34,3.0,6772.0,1727.0,0.615,13.71,13.98,13.99,14.14,13.97,14.03,6701.0,23.0,1.62,11.0,2.0,3308.8999999999965,-1.131614736014991,25H2,23,3.9212507237984946,0.4390243902439018,2.4893314366998553,3.880138969310944
RYOJ,2025-08-14,10:33:00,3.37,3.22,3.7,5000,10:48:00,3.21,stop,-801.87,-4.76,False,,0,0.0,43.13,110921,1.02,,False,-0.03,3,17.87,1.53,0.5,1.0,0.0,0.0,0.0,-0.5,0.0,0.5,0.725,0.0,0.0,31.94,2.124,0.725,,17.87,39.39,6.0,9001.0,5976.0,0.5078,3.15,3.35,3.34,3.37,3.34,3.37,12694.0,63.0,7.56,19.0,1.0,749.9999999999995,-1.0691600000000006,25H2,63,1.5061914323962518,0.3938558487593544,4.451038575667654,2.1241633199464527
FUFU,2025-08-15,10:21:00,3.85,3.77,3.97,3024,10:28:00,3.76,stop,-273.55,-2.35,False,,0,0.0,46.2,151246,-5.92,14.86,False,-0.1,2,4.35,-5.17,1.1,1.0,0.0,0.3,0.3,-0.5,0.0,1.1,0.669,0.0,0.0,23.91,1.841,0.669,,4.35,37.5,3.0,14533.0,5909.0,0.16,3.78,3.82,3.83,3.83,3.79,3.79,10877.0,51.0,86.03,9.0,2.0,241.92000000000021,-1.1307457010582,25H2,51,2.4594686072093417,0.2500000000000002,2.0779220779220795,1.8407513961753257
XNET,2025-08-18,09:55:00,7.71,7.49,8.16,2500,11:48:00,8.32,exhaust+trail_stop,1448.16,7.51,False,,0,0.0,20.55,742507,0.44,21.13,True,0.06,2,3.81,1.01,0.25,1.0,0.0,-0.3,0.0,-0.5,0.0,-0.1,0.538,0.0,-0.3,23.63,1.263,0.538,,3.81,46.43,3.0,41773.0,32372.0,0.28,7.5,7.67,7.58,7.69,7.57,7.68,40878.0,25.0,11.55,120.0,1.0,549.9999999999994,2.633018181818185,25H2,25,1.290405288520944,0.6071428571428569,2.853437094682228,1.2627579389595947
SPAI,2025-08-20,10:14:00,4.37,4.19,4.77,5020,10:19:00,4.18,stop,-973.47,-4.44,False,,0,0.0,15.38,251023,-0.33,6.61,False,-0.06,3,4.94,0.19,1.0,1.0,0.3,-0.3,0.3,-0.5,0.2,1.0,0.574,0.0,0.0,20.9,4.634,0.574,,4.94,25.0,4.0,10898.0,3864.0,0.2,4.2,4.35,4.28,4.38,4.28,4.38,17903.0,44.0,6.99,8.0,1.0,903.5999999999985,-1.0773240371845967,25H2,44,2.820393374741201,0.7499999999999973,4.1189931350114355,4.633281573498965
APLM,2025-08-21,10:32:00,6.23,5.95,6.85,431,13:19:00,5.93,stop,-127.94,-4.76,False,,0,0.0,15.87,21583,8.1,-0.55,False,-0.16,2,6.09,6.58,1.2,1.0,0.3,-0.3,0.3,-0.5,0.2,1.2,0.742,0.2,0.0,15.87,3.187,0.742,,6.09,-27.27,4.0,1411.0,445.0,0.33,5.84,6.2,6.0,6.26,6.0,6.26,1418.0,62.0,1.36,21.0,1.0,120.6800000000001,-1.06015909844216,25H2,62,3.1707865168539326,1.0909090909090917,4.494382022471913,3.1865168539325843
APM,2025-08-21,10:38:00,3.27,3.09,3.59,4014,10:40:00,3.4,trail_stop,520.58,3.96,False,,0,0.0,86.25,111504,11.52,113.39,False,-0.16,2,13.98,12.24,0.7,1.8,0.0,0.0,0.0,-0.5,0.0,0.7,0.742,0.2,0.0,156.69,3.158,0.742,,13.98,44.99,3.0,1703644.0,1358045.0,0.3999,3.08,3.22,3.25,3.72,3.24,3.4,4288874.0,68.0,3567.82,4.0,1.0,722.5200000000007,0.7205060067541377,25H2,68,1.2544827306900728,0.35008752188047043,5.504587155963308,3.158123626242135
CATO,2025-08-21,09:39:00,3.33,3.24,3.49,724,09:46:00,3.47,trail_stop,106.93,4.44,False,,0,0.0,28.17,36201,3.29,13.03,False,-0.16,3,8.24,3.69,1.6,1.0,0.3,0.3,0.3,-0.5,0.0,1.6,0.742,0.2,0.0,17.06,0.685,0.742,,8.24,48.02,2.0,6956.0,3508.0,0.2572,3.25,3.31,3.31,3.31,3.31,3.31,2402.0,9.0,62.25,9.0,1.0,65.1599999999999,1.6410374462860677,25H2,9,1.982896237172178,0.23328149300155543,2.702702702702698,0.6847206385404789
NIKI,2025-08-21,10:38:00,3.27,3.09,3.59,4014,10:40:00,3.4,trail_stop,520.58,3.96,False,,0,0.0,86.25,111504,11.52,113.39,False,-0.16,2,13.98,12.24,0.7,1.8,0.0,0.0,0.0,-0.5,0.0,0.7,0.742,0.2,0.0,156.69,3.158,0.742,,13.98,44.99,3.0,1703644.0,1358045.0,0.3999,3.08,3.22,3.25,3.72,3.24,3.4,4288874.0,68.0,3567.82,4.0,1.0,722.5200000000007,0.7205060067541377,25H2,68,1.2544827306900728,0.35008752188047043,5.504587155963308,3.158123626242135
SPAI,2025-08-25,10:38:00,6.92,6.7,7.4,7854,10:43:00,6.68,stop,-1920.7,-3.53,False,,0,0.0,16.67,392725,4.73,8.08,False,-0.0,2,4.13,5.16,0.9,1.0,0.0,-0.3,0.0,0.0,0.0,0.9,1.056,0.2,0.0,23.02,1.115,1.056,,4.13,33.33,4.0,10004.0,9306.0,0.27,6.71,6.89,6.88,6.89,6.88,6.89,10374.0,68.0,2.95,7.0,1.0,1727.879999999998,-1.1115933976896557,25H2,68,1.0750053728777134,0.6666666666666655,3.1791907514450832,1.1147646679561574
PHOE,2025-08-27,09:48:00,9.78,9.46,10.44,316,10:00:00,10.19,trail_stop,131.35,4.25,False,,0,0.0,38.57,15813,4.9,11.3,False,-0.01,2,4.73,4.92,1.7,1.0,0.3,-0.3,0.3,0.0,0.2,1.7,0.841,0.2,0.0,16.84,2.654,0.841,,4.73,-5.85,2.0,3053.0,546.0,0.427,9.47,9.73,9.68,9.74,9.68,9.74,1449.0,18.0,5.16,5.0,1.0,101.11999999999952,1.298951740506335,25H2,18,5.591575091575091,0.6088992974238872,3.2719836400817846,2.6538461538461537
QVCGA,2025-08-27,10:01:00,5.99,5.75,6.51,3313,11:51:00,6.26,trail_stop,899.02,4.53,False,,0,0.0,30.09,165679,6.34,3.66,False,-0.01,2,4.64,6.69,1.2,1.0,0.3,-0.3,0.0,0.0,0.0,1.2,0.841,0.2,0.0,21.94,0.943,0.841,,4.64,38.46,3.0,6257.0,4638.0,0.26,5.76,5.96,5.88,6.04,5.88,6.04,4375.0,31.0,4.57,98.0,1.0,795.1200000000007,1.1306720998088329,25H2,31,1.3490728762397586,0.7692307692307699,4.0066777963272155,0.9432945235015092
DFNS,2025-08-29,10:35:00,4.86,4.72,5.16,9000,10:46:00,4.99,trail_stop,1175.14,2.68,False,,0,0.0,34.17,2928857,-5.48,47.43,True,0.01,2,6.4,-4.94,0.5,1.8,0.3,0.0,0.0,-0.5,0.0,0.5,0.571,0.0,-0.3,54.47,2.424,0.571,,6.4,31.03,2.0,222516.0,162794.0,0.29,4.73,4.84,4.79,4.98,4.77,4.85,394621.0,65.0,28.86,13.0,2.0,1260.000000000005,0.9326507936507901,25H2,65,1.3668562723441895,0.3793103448275843,2.880658436214003,2.4240512549602564
THH,2025-08-29,10:36:00,6.0,5.79,6.4,12000,10:41:00,5.77,stop,-2726.64,-3.79,False,,0,0.0,18.11,2611482,8.36,-8.64,False,0.01,2,3.57,9.05,0.6,2.0,0.0,-0.3,0.0,-0.5,0.2,0.6,0.571,0.2,0.0,17.72,0.96,0.571,,3.57,-0.05,6.0,3274.0,2808.0,0.1999,5.8,5.95,5.97,5.99,5.95,5.99,2696.0,66.0,0.1,5.0,1.0,2519.9999999999995,-1.082,25H2,66,1.165954415954416,0.7503751875937987,3.4999999999999996,0.9601139601139601
TECX,2025-09-02,10:40:00,18.0,17.55,18.9,3672,10:51:00,17.5,stop,-1844.08,-2.79,False,,0,0.0,24.37,183623,6.32,-23.65,False,-0.15,3,4.8,6.83,1.2,1.0,0.3,0.0,0.0,-0.5,0.2,1.2,0.61,0.2,0.0,24.37,0.324,0.61,,4.8,14.81,4.0,13893.0,10472.0,0.81,17.56,17.91,17.91,17.95,17.85,17.95,3388.0,70.0,13.73,13.0,1.0,1652.3999999999974,-1.1160009682885517,25H2,70,1.3266806722689075,0.4320987654321005,2.499999999999996,0.3235294117647059
AIHS,2025-09-03,09:48:00,5.02,4.8,5.52,1180,09:56:00,6.14,trail_stop,1317.49,22.22,False,,0,0.0,171.7,32841,15.77,44.17,False,-0.01,3,27.85,15.65,0.7,1.8,0.0,0.0,0.0,-0.5,0.0,0.7,0.75,0.2,0.0,107.45,0.857,0.75,,27.85,43.63,3.0,1594539.0,1229286.0,1.1,4.57,5.0,4.82,5.07,4.8,5.01,1053857.0,18.0,5274.35,6.0,1.0,259.5999999999997,5.075077041602472,25H2,18,1.2971261366354128,0.3909090909090906,4.382470119521908,0.8572919564690398
TAOP,2025-09-03,10:04:00,3.69,3.49,4.05,335,10:36:00,3.83,trail_stop,46.89,3.79,False,,0,0.0,20.8,16793,4.46,3.12,False,-0.01,2,9.77,5.87,1.0,1.0,0.0,0.0,0.3,-0.5,0.0,1.0,0.75,0.2,0.0,17.6,0.584,0.75,,9.77,46.15,6.0,5659.0,774.0,0.325,3.5,3.64,3.67,3.67,3.67,3.67,452.0,34.0,10.56,20.0,1.0,66.99999999999991,0.6998507462686576,25H2,34,7.311369509043928,0.4307692307692311,5.4200542005419985,0.5839793281653747
UPC,2025-09-03,10:15:00,4.12,3.94,4.53,924,10:19:00,4.31,trail_stop,177.61,4.67,False,,0,0.0,28.29,46242,5.45,-0.03,False,-0.01,2,6.66,4.79,0.7,1.0,0.3,-0.3,0.0,-0.5,0.0,0.7,0.75,0.2,0.0,17.14,1.177,0.75,,6.66,30.61,5.0,5559.0,5406.0,0.245,3.85,4.1,4.0,4.1,4.0,4.1,6362.0,45.0,9.49,13.0,1.0,166.32000000000014,1.067881192881192,25H2,45,1.028301886792453,1.0204081632653044,4.368932038834955,1.1768405475397705
VAI,2025-09-03,09:48:00,5.02,4.8,5.52,656,09:56:00,6.14,trail_stop,732.44,22.22,False,,0,0.0,171.7,32841,15.77,44.17,False,-0.01,3,27.85,15.65,0.7,1.0,0.0,0.0,0.0,-0.5,0.0,0.7,0.75,0.2,0.0,107.45,0.857,0.75,,27.85,43.63,3.0,1594539.0,1229286.0,1.1,4.57,5.0,4.82,5.07,4.8,5.01,1053857.0,18.0,5274.35,6.0,1.0,144.31999999999982,5.075110864745017,25H2,18,1.2971261366354128,0.3909090909090906,4.382470119521908,0.8572919564690398
FEED,2025-09-04,10:37:00,5.06,4.88,5.43,3005,13:23:00,5.23,trail_stop,538.2,3.54,False,,0,0.0,20.98,150250,-1.34,-0.36,False,-0.01,2,3.56,-0.75,0.5,1.0,0.0,-0.3,0.3,-0.5,0.0,0.5,0.731,0.0,0.0,20.98,7.617,0.731,,3.56,35.29,5.0,1353.0,792.0,0.17,4.89,5.03,4.97,5.05,4.95,5.05,6030.0,67.0,11.73,61.0,3.0,540.8999999999992,0.9950083194675556,25H2,67,1.7083333333333333,0.8235294117647092,3.5573122529644214,7.613636363636363
FBIO,2025-09-05,09:38:00,3.55,3.39,3.89,18000,10:39:00,3.38,stop,-2945.39,-4.61,False,,0,0.0,14.46,671132,3.69,14.79,False,0.02,2,7.38,3.78,1.0,1.8,0.3,-0.3,0.3,-0.5,0.0,1.0,0.78,0.2,0.0,23.16,0.732,0.78,,7.38,35.75,3.0,167951.0,81179.0,0.24,3.4,3.53,3.51,3.55,3.51,3.53,59437.0,8.0,9.51,64.0,1.0,2879.9999999999945,-1.022704861111113,25H2,8,2.068897128567733,0.5416666666666663,4.507042253521119,0.7321721134776236
