day,instrument_id,symbol
2025-02-13,18001,ZVZZT
2025-02-13,19417,AIFF
2025-02-13,19427,BSLK
2025-02-13,19697,HTLM
2025-02-13,19909,MSW
2025-02-13,20030,AMOD
2025-02-13,20254,FMTO
2025-02-13,20262,CSAI
2025-02-13,20386,SNDKV
2025-02-13,20389,AARD
2025-02-13,20391,XHLD
2025-02-14,327,AENT
2025-02-14,2037,BLAC
2025-02-14,2039,BLACU
2025-02-14,2174,BNR
2025-02-14,2228,BOWNU
2025-02-14,4529,DOMH
2025-02-14,4984,EGAN
2025-02-14,6399,FTCI
2025-02-14,7015,GLST
2025-02-14,10511,MGOL
2025-02-14,10852,MRNA
2025-02-14,11104,NAOV
2025-02-14,13198,PWUP
2025-02-14,13199,PWUPU
2025-02-14,17425,WLGS
2025-02-14,17504,WRD
2025-02-14,18069,JTAI
2025-02-14,18076,SPGC
2025-02-14,20125,INLF
2025-02-14,20192,PCLA
2025-02-14,20262,CSAI
2025-02-14,20391,XHLD
2025-02-14,20400,GCL
2025-02-18,4529,DOMH
2025-02-18,5789,FEAM
2025-02-18,9005,JG
2025-02-18,9589,KWE
2025-02-18,12388,PCTTU
2025-02-18,14748,SLDB
2025-02-18,15596,TANH
2025-02-18,17251,WBA
2025-02-18,18082,BOWN
2025-02-18,19213,RECT
2025-02-18,19310,QMMM
2025-02-18,20125,INLF
2025-02-18,20262,CSAI
2025-02-18,20374,AGH
2025-02-18,20404,CYCU
2025-02-18,20407,OSRH
2025-02-19,679,ALLO
2025-02-19,2228,BOWNU
2025-02-19,3991,CYCCP
2025-02-19,5789,FEAM
2025-02-19,7015,GLST
2025-02-19,8601,IONS
2025-02-19,9518,KRKR
2025-02-19,15596,TANH
2025-02-19,17955,ZJZZT
2025-02-19,18001,ZVZZT
2025-02-19,18010,ZXZZT
2025-02-19,18069,JTAI
2025-02-19,18224,MDBH
2025-02-19,18400,ATGL
2025-02-19,18421,CREV
2025-02-19,19282,SDST
2025-02-19,19397,FLD
2025-02-19,19659,FOXX
2025-02-19,19770,NAMI
2025-02-19,20130,STAI
2025-02-19,20375,EXOZ
2025-02-19,20404,CYCU
2025-02-19,20407,OSRH
2025-02-20,3499,COEP
2025-02-20,7015,GLST
2025-02-20,7017,GLSTU
2025-02-20,8552,INSG
2025-02-20,13611,RETO
2025-02-20,17085,VRM
2025-02-20,17716,XOS
2025-02-20,19489,PTHL
2025-02-20,19977,TNMG
2025-02-20,20374,AGH
2025-02-20,20424,RHLDV
2025-02-20,20426,HMR
2025-02-20,20427,ASBP
2025-02-21,2092,BLUE
2025-02-21,2228,BOWNU
2025-02-21,2900,CELH
2025-02-21,3997,CYN
2025-02-21,6689,GDEV
2025-02-21,7017,GLSTU
2025-02-21,10445,MERC
2025-02-21,10637,MLGO
2025-02-21,13709,RILY
2025-02-21,13810,RNAZ
2025-02-21,14659,SINT
2025-02-21,18001,ZVZZT
2025-02-21,18082,BOWN
2025-02-21,19228,GRAL
2025-02-21,20027,ANNA
2025-02-21,20407,OSRH
2025-02-21,20427,ASBP
2025-02-24,3050,CHEK
2025-02-24,5361,ESGL
2025-02-24,6684,GDC
2025-02-24,7015,GLST
2025-02-24,7343,GSUN
2025-02-24,7399,GV
2025-02-24,10637,MLGO
2025-02-24,12464,PEPG
2025-02-24,13555,REBN
2025-02-24,13611,RETO
2025-02-24,13709,RILY
2025-02-24,17379,WHLR
2025-02-24,17846,YOSH
2025-02-24,18001,ZVZZT
2025-02-24,18010,ZXZZT
2025-02-24,18082,BOWN
2025-02-24,18340,ATPC
2025-02-24,19008,YYAI
2025-02-24,19326,STEC
2025-02-24,19489,PTHL
2025-02-24,19670,NIXX
2025-02-24,19763,SAG
2025-02-24,19864,TLX
2025-02-24,19909,MSW
2025-02-24,20424,RHLDV
2025-02-24,20425,CMPOV
2025-02-24,20440,QVCGB
2025-02-25,2288,BREA
2025-02-25,3829,CTLP
2025-02-25,6684,GDC
2025-02-25,7015,GLST
2025-02-25,7017,GLSTU
2025-02-25,7222,GRI
2025-02-25,12014,ONVO
2025-02-25,12388,PCTTU
2025-02-25,13533,RDHL
2025-02-25,15523,SXTC
2025-02-25,17226,WAFU
2025-02-25,17425,WLGS
2025-02-25,18001,ZVZZT
2025-02-25,18010,ZXZZT
2025-02-25,18069,JTAI
2025-02-25,18082,BOWN
2025-02-25,19025,MFI
2025-02-25,19909,MSW
2025-02-25,20105,ONEG
2025-02-25,20151,DGNX
2025-02-25,20192,PCLA
2025-02-25,20254,FMTO
2025-02-25,20418,WGRX
2025-02-25,20426,HMR
2025-02-25,20436,QVCGB
2025-02-25,20444,BMGL
2025-02-26,981,APP
2025-02-26,5218,ENVB
2025-02-26,7015,GLST
2025-02-26,7121,GO
2025-02-26,11009,MULN
2025-02-26,12132,OSUR
2025-02-26,13614,REVB
2025-02-26,13810,RNAZ
2025-02-26,15550,SYTA
2025-02-26,16182,TRNR
2025-02-26,18001,ZVZZT
2025-02-26,18010,ZXZZT
2025-02-26,18082,BOWN
2025-02-26,18653,HWH
2025-02-26,20254,FMTO
2025-02-26,20305,HCAI
2025-02-26,20436,QVCGB
2025-02-27,622,ALBT
2025-02-27,1102,ARKO
2025-02-27,5361,ESGL
2025-02-27,7015,GLST
2025-02-27,9005,JG
2025-02-27,12709,PLTK
2025-02-27,14705,SKGRU
2025-02-27,18001,ZVZZT
2025-02-27,18010,ZXZZT
2025-02-27,18082,BOWN
2025-02-27,18400,ATGL
2025-02-27,18936,BCG
2025-02-27,18965,NXTT
2025-02-27,20192,PCLA
2025-02-27,20254,FMTO
2025-02-27,20455,LZMH
2025-02-28,174,ACON
2025-02-28,2228,BOWNU
2025-02-28,4308,DH
2025-02-28,11683,NVNO
2025-02-28,13611,RETO
2025-02-28,14931,SNTI
2025-02-28,18001,ZVZZT
2025-02-28,18010,ZXZZT
2025-02-28,18289,NVNI
2025-02-28,18965,NXTT
2025-02-28,19909,MSW
2025-03-03,174,ACON
2025-03-03,1051,ARBK
2025-03-03,1766,BDRX
2025-03-03,2446,BTAI
2025-03-03,3499,COEP
2025-03-03,3991,CYCCP
2025-03-03,6444,FTRE
2025-03-03,12706,PLRX
2025-03-03,18001,ZVZZT
2025-03-03,19921,RADX
2025-03-03,19996,ATLN
2025-03-03,20374,AGH
2025-03-03,20420,OOSB
2025-03-04,1378,AUID
2025-03-04,2228,BOWNU
2025-03-04,3991,CYCCP
2025-03-04,7015,GLST
2025-03-04,7017,GLSTU
2025-03-04,12059,OPTN
2025-03-04,13088,PSTV
2025-03-04,17379,WHLR
2025-03-04,18001,ZVZZT
2025-03-04,18515,XBP
2025-03-04,18919,COOT
2025-03-04,19176,RAPP
2025-03-04,19921,RADX
2025-03-04,20299,PLUT
2025-03-04,20484,RDGT
2025-03-05,2228,BOWNU
2025-03-05,4000,CYRX
2025-03-05,7015,GLST
2025-03-05,7017,GLSTU
2025-03-05,17425,WLGS
2025-03-05,17955,ZJZZT
2025-03-05,18001,ZVZZT
2025-03-05,18082,BOWN
2025-03-05,19921,RADX
2025-03-05,20397,NXXT
2025-03-06,174,ACON
2025-03-06,7015,GLST
2025-03-06,7399,GV
2025-03-06,10124,LUNR
2025-03-06,12388,PCTTU
2025-03-06,13088,PSTV
2025-03-06,14877,SNBR
2025-03-06,18001,ZVZZT
2025-03-06,18010,ZXZZT
2025-03-06,19601,SBC
2025-03-06,20490,TBH
2025-03-07,622,ALBT
2025-03-07,923,AOUT
2025-03-07,2228,BOWNU
2025-03-07,5650,FAT
2025-03-07,5789,FEAM
2025-03-07,7399,GV
2025-03-07,10750,MODV
2025-03-07,18082,BOWN
2025-03-07,18088,ABLV
2025-03-07,18400,ATGL
2025-03-07,19728,DWTX
2025-03-07,20210,SKBL
2025-03-10,1766,BDRX
2025-03-10,2228,BOWNU
2025-03-10,13611,RETO
2025-03-10,15523,SXTC
2025-03-10,15936,TIVC
2025-03-10,18001,ZVZZT
2025-03-10,18010,ZXZZT
2025-03-10,18495,ELAB
2025-03-10,19489,PTHL
2025-03-10,19728,DWTX
2025-03-10,20496,ZIPP
2025-03-10,20502,APED
2025-03-11,5547,EWCZ
2025-03-11,18001,ZVZZT
2025-03-11,18010,ZXZZT
2025-03-11,19081,RAY
2025-03-11,19310,QMMM
2025-03-11,19489,PTHL
2025-03-11,19700,WCT
2025-03-11,19862,MDCX
2025-03-11,19996,ATLN
2025-03-11,20191,KBSX
2025-03-11,20254,FMTO
2025-03-11,20411,NNNN
2025-03-11,20455,LZMH
2025-03-11,20499,SPCY
2025-03-11,20500,CAPS
2025-03-11,20510,EHLDV
2025-03-12,2803,CCLDP
2025-03-12,12057,OPRX
2025-03-12,13535,RDIB
2025-03-12,13714,RILYL
2025-03-12,17425,WLGS
2025-03-12,18001,ZVZZT
2025-03-12,18010,ZXZZT
2025-03-12,19658,HTCO
2025-03-12,19694,BDMD
2025-03-12,19757,SPHL
2025-03-12,20086,HIT
2025-03-12,20191,KBSX
2025-03-12,20455,LZMH
2025-03-12,20510,EHLDV
2025-03-13,1424,AVDX
2025-03-13,2213,BON
2025-03-13,8673,IPXX
2025-03-13,13664,RGC
2025-03-13,18001,ZVZZT
2025-03-13,18010,ZXZZT
2025-03-13,18739,LFWD
2025-03-13,19996,ATLN
2025-03-13,20191,KBSX
2025-03-14,2213,BON
2025-03-14,7399,GV
2025-03-14,13664,RGC
2025-03-14,17381,WHLRL
2025-03-14,18001,ZVZZT
2025-03-14,18010,ZXZZT
2025-03-14,19474,CURR
2025-03-14,20455,LZMH
2025-03-14,20510,EHLDV
2025-03-14,20545,USAR
2025-03-17,1361,ATXG
2025-03-17,1611,BAOS
2025-03-17,6984,GLMD
2025-03-17,9914,LKCO
2025-03-17,13664,RGC
2025-03-17,17425,WLGS
2025-03-17,18001,ZVZZT
2025-03-17,20375,EXOZ
2025-03-17,20490,TBH
2025-03-17,20530,MWYN
2025-03-17,20545,USAR
2025-03-17,20551,NWTG
2025-03-18,285,ADTX
2025-03-18,2295,BRFH
2025-03-18,3845,CTRN
2025-03-18,5789,FEAM
2025-03-18,7678,HHS
2025-03-18,8506,INDP
2025-03-18,12582,PHH
2025-03-18,13535,RDIB
2025-03-18,13664,RGC
2025-03-18,18001,ZVZZT
2025-03-18,18399,GYRE
2025-03-18,20191,KBSX
2025-03-18,20305,HCAI
2025-03-18,20554,EHLD
2025-03-19,285,ADTX
2025-03-19,2228,BOWNU
2025-03-19,13535,RDIB
2025-03-19,13664,RGC
2025-03-19,14774,SLNHP
2025-03-19,17381,WHLRL
2025-03-19,18001,ZVZZT
2025-03-19,18082,BOWN
2025-03-19,20191,KBSX
2025-03-19,20210,SKBL
2025-03-19,20391,XHLD
2025-03-19,20502,APED
2025-03-19,20558,WHWK
2025-03-20,5522,EVOK
2025-03-20,9739,LEE
2025-03-20,11955,OM
2025-03-20,13088,PSTV
2025-03-20,13664,RGC
2025-03-20,16835,VERO
2025-03-20,18001,ZVZZT
2025-03-20,18357,ULY
2025-03-20,18772,BRLS
2025-03-20,19412,CSCI
2025-03-20,19489,PTHL
2025-03-20,19763,SAG
2025-03-20,19918,NTCL
2025-03-20,20151,DGNX
2025-03-21,2652,CAMP
2025-03-21,5049,ELBM
2025-03-21,6609,GATE
2025-03-21,6610,GATEU
2025-03-21,7023,GLTO
2025-03-21,10637,MLGO
2025-03-21,12014,ONVO
2025-03-21,13664,RGC
2025-03-21,14534,SGLY
2025-03-21,14774,SLNHP
2025-03-21,15667,TCBP
2025-03-21,17381,WHLRL
2025-03-21,18001,ZVZZT
2025-03-21,18081,CRVO
2025-03-21,18495,ELAB
2025-03-21,20125,INLF
2025-03-21,20305,HCAI
2025-03-21,20418,WGRX
2025-03-24,540,AIMAU
2025-03-24,8466,IMTE
2025-03-24,12388,PCTTU
2025-03-24,13664,RGC
2025-03-24,14575,SHFS
2025-03-24,16567,UPC
2025-03-24,17187,VVPR
2025-03-24,17425,WLGS
2025-03-24,18001,ZVZZT
2025-03-24,18010,ZXZZT
2025-03-24,19746,CCIRU
2025-03-24,20151,DGNX
2025-03-24,20500,CAPS
2025-03-25,6609,GATE
2025-03-25,6610,GATEU
2025-03-25,6692,GDHG
2025-03-25,7023,GLTO
2025-03-25,10520,MGRX
2025-03-25,10637,MLGO
2025-03-25,16039,TNON
2025-03-25,16567,UPC
2025-03-25,16835,VERO
2025-03-25,17418,WKSP
2025-03-25,18001,ZVZZT
2025-03-25,18010,ZXZZT
2025-03-25,19245,ALMS
2025-03-25,19608,GLE
2025-03-25,20554,EHLD
2025-03-26,6610,GATEU
2025-03-26,6692,GDHG
2025-03-26,10167,LXEH
2025-03-26,10637,MLGO
2025-03-26,18001,ZVZZT
2025-03-26,18010,ZXZZT
2025-03-26,18806,NTHI
2025-03-26,20150,ZYBT
2025-03-26,20305,HCAI
2025-03-27,6609,GATE
2025-03-27,6610,GATEU
2025-03-27,10416,ME
2025-03-27,10637,MLGO
2025-03-27,11188,NDRA
2025-03-27,17187,VVPR
2025-03-27,17379,WHLR
2025-03-27,17418,WKSP
2025-03-27,18001,ZVZZT
2025-03-27,18010,ZXZZT
2025-03-27,18157,SCNI
2025-03-27,19534,TDTH
2025-03-27,19538,SAIH
2025-03-27,20307,CJMB
2025-03-27,20603,ALMU
2025-03-28,6609,GATE
2025-03-28,6610,GATEU
2025-03-28,6984,GLMD
2025-03-28,9262,JZXN
2025-03-28,10167,LXEH
2025-03-28,12959,PRTG
2025-03-28,13309,QLGN
2025-03-28,13664,RGC
2025-03-28,18010,ZXZZT
2025-03-28,18806,NTHI
2025-03-28,19538,SAIH
2025-03-28,20455,LZMH
2025-03-28,20489,BIYA
2025-03-28,20600,WFF
2025-03-31,2042,BLBX
2025-03-31,4529,DOMH
2025-03-31,6609,GATE
2025-03-31,6610,GATEU
2025-03-31,9262,JZXN
2025-03-31,9348,KELYB
2025-03-31,12388,PCTTU
2025-03-31,12959,PRTG
2025-03-31,13362,QSG
2025-03-31,15986,TMC
2025-03-31,18001,ZVZZT
2025-03-31,18010,ZXZZT
2025-03-31,18125,ICCT
2025-03-31,18806,NTHI
2025-03-31,19420,CTOR
2025-03-31,20210,SKBL
2025-04-01,1006,APTO
2025-04-01,1917,BIAF
2025-04-01,6609,GATE
2025-04-01,6610,GATEU
2025-04-01,6692,GDHG
2025-04-01,7222,GRI
2025-04-01,7608,HEPA
2025-04-01,9262,JZXN
2025-04-01,10167,LXEH
2025-04-01,10637,MLGO
2025-04-01,13957,RSLS
2025-04-01,16567,UPC
2025-04-01,16987,VMAR
