symbol,ts,open,high,low,close,volume,trade_count,vwap
AYA,2026-09-15 17:57:00+00:00,26.37,26.41,26.37,26.41,2164.0,35.0,26.383333
AZTA,2026-09-15 17:57:00+00:00,33.14,33.153,33.13,33.153,1010.0,33.0,33.136143
BALI,2026-09-15 17:57:00+00:00,34.165,34.165,34.165,34.165,1537.0,7.0,34.165
AAMI,2026-09-15 17:57:00+00:00,86.82,86.82,86.82,86.82,396.0,33.0,86.82
ADIG,2026-09-15 17:57:00+00:00,20.66,20.67,20.585,20.585,8813.0,76.0,20.614121
ALMR,2026-09-15 17:57:00+00:00,28.85,28.9,28.85,28.9,1833.0,29.0,28.860989
APP,2026-09-15 17:57:00+00:00,331.605,331.77,331.32,331.525,9472.0,120.0,331.507667
ABBV,2026-09-15 17:57:00+00:00,262.35,262.35,262.3499,262.3499,983.0,72.0,262.349951
ADP,2026-09-15 17:57:00+00:00,277.46,277.51,277.46,277.51,1074.0,54.0,277.492818
AMBQ,2026-09-15 17:57:00+00:00,60.42,60.42,60.23,60.23,883.0,26.0,60.353333
AAAU,2026-09-15 17:57:00+00:00,42.34,42.34,42.34,42.34,225.0,5.0,42.34
ADC,2026-09-15 17:57:00+00:00,70.06,70.06,70.06,70.06,827.0,31.0,70.06
AFRM,2026-09-15 17:57:00+00:00,72.22,72.23,72.14,72.16,4912.0,87.0,72.167027
AIZ,2026-09-15 17:57:00+00:00,285.34,285.34,285.34,285.34,288.0,31.0,285.34
AMAT,2026-09-15 17:57:00+00:00,418.25,418.25,418.07,418.185,2369.0,137.0,418.141893
APAM,2026-09-15 17:57:00+00:00,37.04,37.04,37.04,37.04,192.0,11.0,37.04
APPN,2026-09-15 17:57:00+00:00,38.38,38.38,38.38,38.38,261.0,13.0,38.38
AVT,2026-09-15 17:57:00+00:00,92.47,92.47,92.46,92.46,908.0,36.0,92.468
ALAB,2026-09-15 17:57:00+00:00,256.11,256.46,256.11,256.46,10743.0,99.0,256.163013
AMZU,2026-09-15 17:57:00+00:00,34.3398,34.3398,34.3398,34.3398,145.0,6.0,34.3398
AR,2026-09-15 17:57:00+00:00,39.28,39.28,39.25,39.26,9808.0,114.0,39.261809
ASB,2026-09-15 17:57:00+00:00,30.32,30.32,30.315,30.315,905.0,29.0,30.316667
AXTI,2026-09-15 17:57:00+00:00,57.44,57.61,57.43,57.6,10946.0,180.0,57.482293
ACAD,2026-09-15 17:57:00+00:00,26.8392,26.85,26.8392,26.85,1389.0,43.0,26.841768
AGGY,2026-09-15 17:57:00+00:00,42.005,42.005,42.005,42.005,548.0,1.0,42.005
AMRX,2026-09-15 17:57:00+00:00,16.79,16.79,16.79,16.79,712.0,23.0,16.79
APMD,2026-09-15 17:57:00+00:00,25.4,25.465,25.3,25.3,1500.0,38.0,25.365833
ARKB,2026-09-15 17:57:00+00:00,25.5,25.51,25.5,25.5,9451.0,23.0,25.509681
ASH,2026-09-15 17:57:00+00:00,69.82,69.82,69.82,69.82,248.0,18.0,69.82
ASST,2026-09-15 17:57:00+00:00,27.99,27.9937,27.95,27.97,23358.0,81.0,27.967704
ATTO,2026-09-15 17:57:00+00:00,24.04,24.04,24.04,24.04,101.0,2.0,24.04
ACWX,2026-09-15 17:57:00+00:00,75.905,75.91,75.905,75.905,5004.0,43.0,75.908205
ADEA,2026-09-15 17:57:00+00:00,24.88,24.88,24.88,24.88,700.0,27.0,24.88
APLD,2026-09-15 17:57:00+00:00,23.745,23.77,23.74,23.765,10126.0,138.0,23.753642
ARKY,2026-09-15 17:57:00+00:00,20.15,20.15,20.15,20.15,100.0,1.0,20.15
ASO,2026-09-15 17:57:00+00:00,51.27,51.275,51.27,51.275,2010.0,75.0,51.271818
AVBC,2026-09-15 17:57:00+00:00,21.76,21.78,21.7599,21.78,7590.0,43.0,21.775987
AVEM,2026-09-15 17:57:00+00:00,92.555,92.555,92.555,92.555,482.0,14.0,92.555
AVGO,2026-09-15 17:57:00+00:00,339.03,339.05,338.79,338.85,35773.0,782.0,338.894629
AEM,2026-09-15 17:57:00+00:00,196.43,196.43,196.43,196.43,825.0,22.0,196.43
AGIO,2026-09-15 17:57:00+00:00,32.915,32.92,32.915,32.92,1402.0,31.0,32.918082
AMG,2026-09-15 17:57:00+00:00,349.425,349.425,349.425,349.425,99.0,17.0,349.425
AVY,2026-09-15 17:57:00+00:00,170.67,170.79,170.67,170.79,557.0,36.0,170.727692
ADM,2026-09-15 17:57:00+00:00,87.07,87.075,87.03,87.035,6724.0,63.0,87.048383
AHR,2026-09-15 17:57:00+00:00,53.37,53.39,53.37,53.37,3158.0,55.0,53.374737
AMLP,2026-09-15 17:57:00+00:00,55.5,55.51,55.5,55.51,989.0,21.0,55.50349
AVGX,2026-09-15 17:57:00+00:00,35.31,35.315,35.3,35.3,2101.0,8.0,35.3115
AWR,2026-09-15 17:57:00+00:00,87.07,87.07,87.04,87.04,546.0,36.0,87.055
AXON,2026-09-15 17:57:00+00:00,445.5,446.06,445.405,446.06,2728.0,160.0,445.758412
AXTQ,2026-09-15 17:57:00+00:00,51.03,51.03,51.03,51.03,110.0,2.0,51.03
BAC.PRB,2026-09-15 17:57:00+00:00,23.1,23.11,23.1,23.11,524.0,11.0,23.106667
ACYQ,2026-09-15 17:57:00+00:00,20.7099,20.7099,20.7,20.7,1200.0,3.0,20.70825
AEP,2026-09-15 17:57:00+00:00,120.9,120.91,120.88,120.91,4719.0,132.0,120.898021
ALGM,2026-09-15 17:57:00+00:00,33.35,33.35,33.31,33.31,4074.0,48.0,33.324623
AMZN,2026-09-15 17:57:00+00:00,248.79,248.8999,248.78,248.885,38150.0,729.0,248.848799
ANAB,2026-09-15 17:57:00+00:00,54.66,54.67,54.65,54.67,1119.0,33.0,54.658571
APTV,2026-09-15 17:57:00+00:00,43.98,43.98,43.98,43.98,1243.0,34.0,43.98
ARE,2026-09-15 17:57:00+00:00,53.09,53.09,53.09,53.09,1150.0,49.0,53.09
ATAT,2026-09-15 17:57:00+00:00,31.245,31.245,31.245,31.245,365.0,6.0,31.245
AAXJ,2026-09-15 17:57:00+00:00,113.835,113.835,113.835,113.835,1310.0,13.0,113.835
ABI,2026-09-15 17:57:00+00:00,24.57,24.585,24.57,24.57,58793.0,9.0,24.570077
ABT,2026-09-15 17:57:00+00:00,102.22,102.22,102.16,102.17,13792.0,226.0,102.197527
AGQ,2026-09-15 17:57:00+00:00,74.64,74.68,74.64,74.6499,4294.0,27.0,74.65893
ALGN,2026-09-15 17:57:00+00:00,148.17,148.17,147.9701,147.9701,389.0,33.0,148.07005
AMRZ,2026-09-15 17:57:00+00:00,39.2899,39.29,39.28,39.285,4188.0,53.0,39.28449
AZN,2026-09-15 17:57:00+00:00,163.215,163.2798,163.215,163.22,1122.0,37.0,163.259671
BAC.PRN,2026-09-15 17:57:00+00:00,18.04,18.045,18.04,18.045,2894.0,19.0,18.041584
ACM,2026-09-15 17:57:00+00:00,65.07,65.1,65.07,65.1,402.0,21.0,65.084851
ACN,2026-09-15 17:57:00+00:00,197.3,197.455,197.2836,197.4,24817.0,247.0,197.350315
ANDG,2026-09-15 17:57:00+00:00,54.95,55.08,54.95,55.08,335.0,12.0,55.015
APG,2026-09-15 17:57:00+00:00,36.7,36.72,36.7,36.715,2364.0,52.0,36.709375
ATRC,2026-09-15 17:57:00+00:00,56.12,56.12,56.12,56.12,370.0,10.0,56.12
AVNW,2026-09-15 17:57:00+00:00,19.985,19.985,19.985,19.985,752.0,13.0,19.985
BAM,2026-09-15 17:57:00+00:00,46.31,46.315,46.31,46.315,1339.0,48.0,46.312309
ACWI,2026-09-15 17:57:00+00:00,158.2,158.2,158.1801,158.185,26429.0,128.0,158.18946
AGG,2026-09-15 17:57:00+00:00,95.815,95.82,95.81,95.815,126528.0,45.0,95.811031
AIQ,2026-09-15 17:57:00+00:00,63.199,63.199,63.199,63.199,365.0,8.0,63.199
ALB,2026-09-15 17:57:00+00:00,114.025,114.025,114.025,114.025,248.0,19.0,114.025
ALGT,2026-09-15 17:57:00+00:00,78.435,78.435,78.435,78.435,578.0,20.0,78.435
APEI,2026-09-15 17:57:00+00:00,44.76,44.76,44.76,44.76,139.0,5.0,44.76
ARCC,2026-09-15 17:57:00+00:00,19.425,19.43,19.42,19.425,6319.0,41.0,19.427295
ATI,2026-09-15 17:57:00+00:00,185.655,185.93,185.65,185.88,2235.0,80.0,185.781
AAP,2026-09-15 17:57:00+00:00,44.06,44.06,44.06,44.06,943.0,26.0,44.06
ABNB,2026-09-15 17:57:00+00:00,168.02,168.05,168.02,168.05,1396.0,53.0,168.029375
ACMR,2026-09-15 17:57:00+00:00,63.45,63.54,63.44,63.54,985.0,31.0,63.468541
ACYN,2026-09-15 17:57:00+00:00,20.685,20.685,20.685,20.685,1093.0,2.0,20.685
AFL,2026-09-15 17:57:00+00:00,117.46,117.465,117.43,117.43,3255.0,108.0,117.448306
ALLY,2026-09-15 17:57:00+00:00,41.045,41.055,41.04,41.05,6268.0,140.0,41.047697
AMX,2026-09-15 17:57:00+00:00,23.2,23.2,23.195,23.195,1561.0,42.0,23.195386
AVAV,2026-09-15 17:57:00+00:00,156.11,156.11,156.11,156.11,631.0,41.0,156.11
ADBE,2026-09-15 17:57:00+00:00,263.35,263.35,263.245,263.305,4628.0,188.0,263.279331
ADPT,2026-09-15 17:57:00+00:00,25.92,26.01,25.92,26.01,7814.0,85.0,25.94987
AMD,2026-09-15 17:57:00+00:00,503.74,503.8,503.4721,503.49,13699.0,277.0,503.686768
ARIS,2026-09-15 17:57:00+00:00,18.405,18.405,18.405,18.405,235.0,12.0,18.405
ATRO,2026-09-15 17:57:00+00:00,67.48,67.6,67.48,67.6,525.0,20.0,67.54
AUGO,2026-09-15 17:57:00+00:00,85.19,85.205,85.19,85.205,1225.0,40.0,85.193036
AVUV,2026-09-15 17:57:00+00:00,124.0,124.0099,124.0,124.0,834.0,15.0,124.00269
A,2026-09-15 17:57:00+00:00,149.99,149.99,149.9,149.9,420.0,24.0,149.945
AA,2026-09-15 17:57:00+00:00,46.48,46.48,46.47,46.48,2827.0,91.0,46.47285
ACA,2026-09-15 17:57:00+00:00,145.22,145.22,145.215,145.215,261.0,10.0,145.2175
AME,2026-09-15 17:57:00+00:00,234.25,234.25,234.23,234.23,607.0,24.0,234.243072
AMP,2026-09-15 17:57:00+00:00,556.33,556.33,556.14,556.265,566.0,53.0,556.25391
APA,2026-09-15 17:57:00+00:00,47.4,47.41,47.375,47.4,17477.0,207.0,47.386269
AVDV,2026-09-15 17:57:00+00:00,110.315,110.345,110.3125,110.32,864.0,12.0,110.32214
BAI,2026-09-15 17:57:00+00:00,42.48,42.48,42.475,42.4761,1439.0,9.0,42.479105
