day,symbol,split,wk,entry_m,break_m,level,next_open,stop,r_pct,rr,why,exit_m,sp_pct,imputed,adv20
2026-05-01,CSEX,VAL,2026-04-25/2026-05-01,906,905,28.0,28.0,27.2,2.85714285714286,-0.4749999999999983,eod,955,0.35026045827873364,True,135434.25
2026-05-01,SOUX,VAL,2026-04-25/2026-05-01,862,861,27.74,27.88,26.9601,3.29949784791965,-1.2248940102185004,stop,881,0.35026045827873364,True,176129.8
2026-05-04,FSTR,VAL,2026-05-02/2026-05-08,846,844,35.95,35.95,34.87,3.004172461752449,0.3055555555555524,eod,955,0.3571110177154584,True,137949.7
2026-05-05,USAX,VAL,2026-05-02/2026-05-08,899,897,37.91,38.135,36.98,3.0287137799921364,-0.7705627705627703,eod,955,0.3571110177154584,True,177530.2
2026-05-07,MBX,VAL,2026-05-02/2026-05-08,924,923,33.835,33.68,32.73,2.8206650831354003,0.9052631578947336,eod,955,0.3571110177154584,True,404240.4
2026-05-07,RAPP,VAL,2026-05-02/2026-05-08,860,859,40.0,40.17,39.14,2.564102564102567,-0.2621359223300998,eod,955,0.3571110177154584,True,341487.9
2026-05-08,AEHR,VAL,2026-05-02/2026-05-08,914,913,101.77,102.27,98.8544,3.339786838760143,-1.0289420306827477,stop,923,0.4853954390707659,True,3523311.4
2026-05-11,USGG,VAL,2026-05-09/2026-05-15,862,861,23.4619,23.53,22.94,2.5074373140671478,-1.2247969491525446,stop,874,0.35026045827873364,True,416143.15
2026-05-12,AVEX,VAL,2026-05-09/2026-05-15,897,896,27.93,27.855,26.79,3.823371028540661,0.4647887323943666,eod,955,0.35026045827873364,True,3092429.875
2026-05-13,CIFU,VAL,2026-05-09/2026-05-15,866,862,29.39,29.48,28.79,2.340569877883315,-1.099637681159417,stop,889,0.35026045827873364,True,261513.4
2026-05-13,FIGR,VAL,2026-05-09/2026-05-15,891,890,40.24,40.25,39.05,2.9813664596273366,0.3666666666666639,eod,955,0.3571110177154584,True,3857239.4
2026-05-13,JOBX,VAL,2026-05-09/2026-05-15,884,882,30.875,30.91,30.0,2.944031057910062,-1.0659010989010986,stop,899,0.3571110177154584,True,118361.6
2026-05-15,AXTU,VAL,2026-05-09/2026-05-15,920,919,35.2,35.15,34.31,2.389758179231853,-1.3262738095238131,stop,946,0.3571110177154584,True,145840.42857142858
2026-05-15,BOT,VAL,2026-05-09/2026-05-15,841,840,35.357,35.4899,33.705,5.029318200389408,-1.0188834108353395,stop,869,0.3571110177154584,True,872834.6
2026-05-15,RVI,VAL,2026-05-09/2026-05-15,840,839,58.5,58.0,55.75,3.8793103448275854,-1.0247777777777791,stop,848,0.396321664321762,True,1110505.55
2026-05-15,SPIR,VAL,2026-05-09/2026-05-15,904,903,20.2259,20.28,19.72,2.7613412228796954,-0.4464285714285696,eod,955,0.35026045827873364,True,1588718.4
2026-05-19,BKSY,VAL,2026-05-16/2026-05-22,911,910,44.99,44.99,43.8371,2.562569459879979,-0.4683840749414502,eod,955,0.3571110177154584,True,2334564.4
2026-05-20,RDWU,VAL,2026-05-16/2026-05-22,840,839,20.0,20.09,19.57,2.5883524141363843,-1.191326923076929,stop,887,0.35026045827873364,True,1107479.75
2026-05-21,FCEL,VAL,2026-05-16/2026-05-22,871,870,25.98,25.9991,25.22,2.9966421914604724,-1.032370684122707,stop,894,0.35026045827873364,True,11294635.45
2026-05-21,LUNL,VAL,2026-05-16/2026-05-22,866,865,33.25,33.0,31.655,4.075757575757573,-0.6319702602230499,eod,955,0.3571110177154584,True,631849.6
2026-05-29,GCO,VAL,2026-05-23/2026-05-29,902,901,38.58,38.64,37.68,2.4844720496894435,-0.5885416666666637,eod,955,0.3571110177154584,True,179431.9
