day,symbol,split,wk,entry_m,break_m,level,next_open,stop,r_pct,rr,why,exit_m,sp_pct,imputed,adv20
2025-04-09,ARKK,TRAIN,2025-04-05/2025-04-11,840,839,46.55,46.53,45.39,2.4500322372662806,0.780701754385965,eod,955,0.3571110177154584,True,14749934.4
2025-04-09,AROC,TRAIN,2025-04-05/2025-04-11,841,840,23.59,23.64,23.0,2.7072758037225064,0.0156249999999968,eod,955,0.35026045827873364,True,1626741.2
2025-04-09,AS,TRAIN,2025-04-05/2025-04-11,841,840,24.325,24.315,23.64,2.776064157927208,-0.1851851851851849,eod,955,0.35026045827873364,True,4200537.2
2025-04-09,ASB,TRAIN,2025-04-05/2025-04-11,841,840,20.53,20.59,20.085,2.452646915978625,0.1386138613861394,eod,955,0.35026045827873364,True,1707710.6
2025-04-09,ASTS,TRAIN,2025-04-05/2025-04-11,840,839,23.89,23.8258,23.07,3.1721914898975085,0.3231013495633753,eod,955,0.35026045827873364,True,8987598.7
2025-04-09,BAX,TRAIN,2025-04-05/2025-04-11,841,840,29.38,29.47,28.75,2.443162538174411,1.5694444444444504,eod,955,0.35026045827873364,True,4548862.7
2025-04-09,BBIN,TRAIN,2025-04-05/2025-04-11,873,862,58.25,58.51,55.81,4.614595795590491,0.2449629629629635,eod,955,0.396321664321762,True,381120.65
2025-04-09,BBIO,TRAIN,2025-04-05/2025-04-11,840,839,32.145,32.095,31.32,2.4147063405514837,0.9870967741935508,eod,955,0.3571110177154584,True,2690921.2
2025-04-09,BLFS,TRAIN,2025-04-05/2025-04-11,841,840,23.5,23.5,22.73,3.276595744680849,-1.0295194805194796,stop,882,0.35026045827873364,True,503439.15
2025-04-09,CARG,TRAIN,2025-04-05/2025-04-11,841,840,27.8299,27.93,27.27,2.363050483351236,0.227272727272725,eod,955,0.35026045827873364,True,1530358.7
2025-04-09,CBRL,TRAIN,2025-04-05/2025-04-11,840,839,39.36,39.43,38.45,2.4854171950291577,-1.0392346938775483,stop,885,0.3571110177154584,True,1171121.55
2025-04-09,CG,TRAIN,2025-04-05/2025-04-11,841,840,38.98,39.12,38.09,2.6329243353783083,2.0,target,871,0.3571110177154584,True,3796857.3
2025-04-09,CIEN,TRAIN,2025-04-05/2025-04-11,840,839,61.885,61.99,60.34,2.6617196321987397,0.1939393939393942,eod,955,0.396321664321762,True,2666217.3
2025-04-09,CLS,TRAIN,2025-04-05/2025-04-11,841,840,82.0699,82.365,79.0905,3.975596430522661,-0.02595816155138,eod,955,0.396321664321762,True,4783147.6
2025-04-09,COIN,TRAIN,2025-04-05/2025-04-11,841,840,177.3,178.18,172.4,3.243910652149512,-0.0311418685121119,eod,955,0.4853954390707659,True,8773477.85
2025-04-09,CPRX,TRAIN,2025-04-05/2025-04-11,840,839,22.82,22.8794,22.34,2.357579307149665,-0.1101223581757509,eod,955,0.35026045827873364,True,1635079.35
2025-04-09,CRBG,TRAIN,2025-04-05/2025-04-11,841,840,28.2199,28.3,27.45,3.0035335689045985,0.7647058823529382,eod,955,0.35026045827873364,True,3158028.95
2025-04-09,CRDO,TRAIN,2025-04-05/2025-04-11,840,839,42.17,42.19,40.7821,3.337046693529268,0.8523332623055647,eod,955,0.3571110177154584,True,5160993.25
2025-04-09,CRI,TRAIN,2025-04-05/2025-04-11,841,840,37.68,37.82,36.88,2.4854574299312477,1.3297872340425565,eod,955,0.3571110177154584,True,1826614.0
2025-04-09,CRNX,TRAIN,2025-04-05/2025-04-11,844,843,27.59,27.625,26.905,2.606334841628956,-1.189993055555555,stop,849,0.35026045827873364,True,1168790.2
2025-04-09,CRTO,TRAIN,2025-04-05/2025-04-11,841,840,31.065,31.23,30.47,2.433557476785148,0.3223684210526322,eod,955,0.3571110177154584,True,334151.1
2025-04-09,DAL,TRAIN,2025-04-05/2025-04-11,840,839,43.2384,43.3,42.26,2.401847575057735,1.5192307692307756,eod,955,0.3571110177154584,True,14511298.0
2025-04-09,DFH,TRAIN,2025-04-05/2025-04-11,840,839,22.47,22.39,21.7601,2.813309513175521,-0.2540085727893322,eod,955,0.35026045827873364,True,512014.95
2025-04-09,DOCN,TRAIN,2025-04-05/2025-04-11,840,839,30.43,30.485,29.475,3.3131048056421126,0.3019801980198023,eod,955,0.3571110177154584,True,1355560.2
2025-04-09,ECPG,TRAIN,2025-04-05/2025-04-11,840,839,31.4,31.57,30.795,2.4548622109597678,0.4387096774193554,eod,955,0.3571110177154584,True,303047.85
2025-04-09,ENTG,TRAIN,2025-04-05/2025-04-11,852,851,75.8299,75.92,73.765,2.8385142255005285,1.192575406032479,eod,955,0.396321664321762,True,3551586.2
2025-04-09,ERX,TRAIN,2025-04-05/2025-04-11,841,840,49.49,49.515,48.23,2.595173179844499,-0.0116731517509731,eod,955,0.3571110177154584,True,375521.25
2025-04-09,FAS,TRAIN,2025-04-05/2025-04-11,841,840,125.75,125.07,120.37,3.757895578476045,0.8851063829787248,eod,955,0.4853954390707659,True,941688.75
2025-04-09,FBL,TRAIN,2025-04-05/2025-04-11,840,839,28.34,28.47,27.4615,3.5423252546540147,2.0,target,950,0.45674446570033433,False,1064862.15
2025-04-09,FCX,TRAIN,2025-04-05/2025-04-11,841,840,33.13,33.275,32.36,2.749812171299772,0.6885245901639379,eod,955,0.3571110177154584,True,21756822.15
2025-04-09,FLR,TRAIN,2025-04-05/2025-04-11,840,839,34.1,34.22,33.39,2.425482174167149,0.6385542168674726,eod,955,0.3571110177154584,True,2725526.5
2025-04-09,FORM,TRAIN,2025-04-05/2025-04-11,841,840,28.63,28.645,27.92,2.530982719497287,1.0275862068965562,eod,955,0.35026045827873364,True,853064.05
2025-04-09,FOXF,TRAIN,2025-04-05/2025-04-11,840,839,21.43,21.5,20.775,3.3720930232558204,0.4965517241379292,eod,955,0.35026045827873364,True,680746.5
2025-04-09,FTAI,TRAIN,2025-04-05/2025-04-11,840,839,108.66,108.3,103.9,4.062788550323169,0.3090909090909096,eod,955,0.4853954390707659,True,1749843.15
2025-04-09,FTDR,TRAIN,2025-04-05/2025-04-11,843,842,39.56,39.7,38.75,2.392947103274566,-1.0407894736842107,stop,885,0.3571110177154584,True,938437.8
2025-04-09,GCO,TRAIN,2025-04-05/2025-04-11,868,867,21.0,21.09,20.5,2.797534376481744,-1.0855423728813571,stop,886,0.35026045827873364,True,451489.6
2025-04-09,GDXU,TRAIN,2025-04-05/2025-04-11,841,840,52.77,52.7172,51.25,2.7831523677281766,-1.280050436205018,stop,848,0.396321664321762,True,757264.45
2025-04-09,GEV,TRAIN,2025-04-05/2025-04-11,841,840,325.0,326.32,315.57,3.294312331453788,0.315348837209301,eod,955,0.4853954390707659,True,4185276.6
2025-04-09,GGAL,TRAIN,2025-04-05/2025-04-11,840,839,50.72,50.95,49.09,3.6506378802747776,0.6774193548387089,eod,955,0.396321664321762,True,1144321.1
2025-04-09,GH,TRAIN,2025-04-05/2025-04-11,841,840,44.715,44.66,43.35,2.933273622928785,-1.0330916030534327,stop,883,0.3571110177154584,True,1832723.75
2025-04-09,GKOS,TRAIN,2025-04-05/2025-04-11,840,839,92.06,92.51,89.855,2.869960004323858,0.3653483992467037,eod,955,0.396321664321762,True,1008968.8
2025-04-09,GTLB,TRAIN,2025-04-05/2025-04-11,840,839,45.57,45.55,43.79,3.863885839736549,0.5170454545454573,eod,955,0.3571110177154584,True,2450672.9
2025-04-09,GXO,TRAIN,2025-04-05/2025-04-11,840,839,34.5,34.64,33.56,3.117782909930711,0.91666666666667,eod,955,0.3571110177154584,True,1748462.7
2025-04-09,HASI,TRAIN,2025-04-05/2025-04-11,840,839,25.15,25.17,24.59,2.304330552244743,-1.0423965517241376,stop,882,0.28926109473126776,False,1155806.85
2025-04-09,HIBL,TRAIN,2025-04-05/2025-04-11,840,839,21.539,21.6,20.6401,4.443981481481487,1.2501302218981123,eod,955,0.35026045827873364,True,264637.2
2025-04-09,HIGH,TRAIN,2025-04-05/2025-04-11,840,839,23.3,23.42,22.7396,2.905209222886432,0.6319811875367405,eod,956,0.35026045827873364,True,148280.95
2025-04-09,HIMS,TRAIN,2025-04-05/2025-04-11,840,839,29.7294,29.71,28.63,3.635139683608219,-1.0265092592592588,stop,885,0.35026045827873364,True,23226768.3
2025-04-09,HOG,TRAIN,2025-04-05/2025-04-11,840,839,23.53,23.59,22.98,2.585841458245017,0.311475409836068,eod,955,0.35026045827873364,True,2667366.85
2025-04-09,HOOD,TRAIN,2025-04-05/2025-04-11,841,840,40.98,41.17,39.74,3.4734029633228074,0.8531468531468526,eod,955,0.3571110177154584,True,51379297.6
2025-04-09,INOD,TRAIN,2025-04-05/2025-04-11,840,839,37.86,37.87,36.68,3.142329020332711,-1.0308235294117625,stop,855,0.3571110177154584,True,1745152.0
2025-04-09,JANX,TRAIN,2025-04-05/2025-04-11,840,839,26.61,26.66,25.8,3.225806451612901,0.2790697674418588,eod,955,0.35026045827873364,True,817533.95
2025-04-09,JEF,TRAIN,2025-04-05/2025-04-11,841,840,46.56,46.635,45.38,2.6911118258818387,0.5378486055776945,eod,955,0.3571110177154584,True,2597799.95
2025-04-09,KNF,TRAIN,2025-04-05/2025-04-11,841,840,90.72,90.92,88.16,3.03563572371316,0.4746376811594202,eod,955,0.396321664321762,True,524919.2
2025-04-09,KRMN,TRAIN,2025-04-05/2025-04-11,843,842,29.58,29.69,28.47,4.109127652408226,0.6475409836065554,eod,955,0.35026045827873364,True,1137772.9
2025-04-09,KYMR,TRAIN,2025-04-05/2025-04-11,840,839,23.84,23.895,23.08,3.410755388156524,0.5092024539877282,eod,955,0.35026045827873364,True,713462.75
2025-04-09,LAZ,TRAIN,2025-04-05/2025-04-11,840,839,37.105,37.065,35.945,3.0217186024551395,1.2633928571428592,eod,955,0.3571110177154584,True,1385111.3
2025-04-09,LB,TRAIN,2025-04-05/2025-04-11,854,853,67.78,67.3,65.33,2.9271916790490327,0.416243654822339,eod,955,0.396321664321762,True,718979.45
2025-04-09,LEU,TRAIN,2025-04-05/2025-04-11,840,839,64.46,64.22,62.435,2.779507941451256,-1.034977591036415,stop,847,0.396321664321762,True,656419.6
2025-04-09,LITE,TRAIN,2025-04-05/2025-04-11,840,839,59.67,59.71,57.835,3.14017752470273,0.122666666666665,eod,955,0.396321664321762,True,3144539.05
2025-04-09,LMND,TRAIN,2025-04-05/2025-04-11,841,840,29.14,29.3,28.295,3.4300341296928294,0.3781094527363178,eod,955,0.35026045827873364,True,1876062.6
2025-04-09,LSCC,TRAIN,2025-04-05/2025-04-11,841,840,44.89,44.865,43.27,3.555109773765739,0.9373040752351088,eod,955,0.3571110177154584,True,3093158.3
2025-04-09,MATW,TRAIN,2025-04-05/2025-04-11,843,840,20.795,20.89,20.4,2.34561991383438,-0.3506122448979599,eod,955,0.35026045827873364,True,215557.45
2025-04-09,MCB,TRAIN,2025-04-05/2025-04-11,844,843,53.24,53.33,51.71,3.0376898556159717,-1.2970864197530858,stop,900,0.396321664321762,True,137473.9
2025-04-09,METU,TRAIN,2025-04-05/2025-04-11,840,839,28.3,28.3786,27.4,3.448373069848407,2.0,target,931,0.35026045827873364,True,868917.35
2025-04-09,MKSI,TRAIN,2025-04-05/2025-04-11,844,843,72.16,72.285,70.0,3.161098429826377,0.4091903719912488,eod,955,0.396321664321762,True,1608202.65
2025-04-09,MOD,TRAIN,2025-04-05/2025-04-11,844,843,83.785,83.975,81.21,3.292646621018161,-0.1537070524412286,eod,955,0.396321664321762,True,1266201.25
2025-04-09,MRNA,TRAIN,2025-04-05/2025-04-11,841,840,27.32,27.335,26.49,3.0912749222608467,-1.0313491124260343,stop,895,0.35026045827873364,True,9500850.85
2025-04-09,MSTR,TRAIN,2025-04-05/2025-04-11,841,840,295.0,294.04,282.95,3.771595701265144,0.2254283137962121,eod,955,0.4853954390707659,True,18435766.95
2025-04-09,MSTX,TRAIN,2025-04-05/2025-04-11,841,840,24.66,24.6099,23.08,6.21660388705359,0.2615203608078969,eod,955,0.35026045827873364,True,11855262.15
2025-04-09,MSTY,TRAIN,2025-04-05/2025-04-11,841,840,20.8,20.8353,20.22,2.953161221580689,0.3489354786283116,eod,955,0.35026045827873364,True,5815921.1
2025-04-09,MTDR,TRAIN,2025-04-05/2025-04-11,841,840,41.87,41.93,40.56,3.267350345814447,0.4525547445255464,eod,955,0.3571110177154584,True,2087307.95
2025-04-09,MU,TRAIN,2025-04-05/2025-04-11,841,840,74.74,74.9262,72.7,2.971190317939508,1.3627706405534143,eod,955,0.396321664321762,True,28338334.9
2025-04-09,NAIL,TRAIN,2025-04-05/2025-04-11,841,840,53.29,53.6,51.37,4.160447761194037,-1.0230358744394612,stop,882,0.396321664321762,True,489397.4
2025-04-09,NBIS,TRAIN,2025-04-05/2025-04-11,840,839,22.97,22.94,22.165,3.3783783783783874,0.8774193548387069,eod,955,0.35026045827873364,True,13147699.8
2025-04-09,NBR,TRAIN,2025-04-05/2025-04-11,867,866,31.27,31.45,30.63,2.6073131955484907,-1.0373536585365837,stop,885,0.3571110177154584,True,566505.5
2025-04-09,NFXL,TRAIN,2025-04-05/2025-04-11,841,840,37.3647,37.17,36.2,2.609631423190742,1.608247422680409,eod,955,0.3571110177154584,True,142495.9
2025-04-09,NNE,TRAIN,2025-04-05/2025-04-11,840,839,24.9,25.0,24.34,2.640000000000001,-1.036878787878786,stop,899,0.35026045827873364,True,1974675.75
2025-04-09,NVDL,TRAIN,2025-04-05/2025-04-11,841,840,37.17,37.25,36.031,3.272483221476513,2.0,target,950,0.3571110177154584,True,25910580.95
2025-04-09,NVDU,TRAIN,2025-04-05/2025-04-11,841,840,52.33,52.355,50.8,2.970107917104383,2.0,target,939,0.396321664321762,True,1485711.8
2025-04-09,OILU,TRAIN,2025-04-05/2025-04-11,841,840,20.48,20.4466,19.65,3.896002269325959,0.2779312076324363,eod,955,0.35026045827873364,True,160749.65
2025-04-09,OKLO,TRAIN,2025-04-05/2025-04-11,840,839,23.98,23.99,22.91,4.50187578157565,0.0092592592592607,eod,955,0.35026045827873364,True,13559070.05
2025-04-09,OLN,TRAIN,2025-04-05/2025-04-11,840,839,21.6,21.63,20.97,3.0513176144244114,0.5000000000000027,eod,955,0.35026045827873364,True,2005316.5
2025-04-09,ON,TRAIN,2025-04-05/2025-04-11,841,840,38.19,38.365,37.09,3.3233415873843306,0.5921568627450952,eod,955,0.3571110177154584,True,9270052.65
2025-04-09,PDX,TRAIN,2025-04-05/2025-04-11,842,841,21.39,21.32,20.72,2.814258911819894,-1.217683333333334,stop,844,0.35026045827873364,True,107394.55
2025-04-09,PTIR,TRAIN,2025-04-05/2025-04-11,840,839,144.0,144.46,139.54,3.4057870690848784,1.7947154471544624,eod,955,0.4853954390707659,True,1108661.75
2025-04-09,QQQU,TRAIN,2025-04-05/2025-04-11,841,840,29.92,29.88,29.06,2.744310575635878,2.0,target,950,0.35026045827873364,True,157686.6
2025-04-09,QRVO,TRAIN,2025-04-05/2025-04-11,841,840,59.08,59.32,57.515,3.0428186109238027,1.418282548476456,eod,955,0.396321664321762,True,2869026.95
2025-04-09,RARE,TRAIN,2025-04-05/2025-04-11,840,839,33.4,33.55,32.73,2.444113263785396,0.5365853658536642,eod,955,0.3571110177154584,True,734566.0
2025-04-09,RH,TRAIN,2025-04-05/2025-04-11,842,841,185.0,184.52,177.0001,4.075384782137441,0.7859147063125828,eod,955,0.4853954390707659,True,2567092.85
2025-04-09,RVLV,TRAIN,2025-04-05/2025-04-11,840,839,22.1,22.07,21.385,3.1037607612143123,-1.031218978102188,stop,855,0.35026045827873364,True,1521982.7
2025-04-09,RYTM,TRAIN,2025-04-05/2025-04-11,841,840,60.985,61.31,59.5,2.952210079921713,-1.0328729281767954,stop,895,0.396321664321762,True,779865.0
2025-04-09,SEE,TRAIN,2025-04-05/2025-04-11,840,839,26.41,26.47,25.82,2.455610124669432,0.8769230769230792,eod,955,0.35026045827873364,True,2336682.35
2025-04-09,SEZL,TRAIN,2025-04-05/2025-04-11,840,839,37.82,37.81,35.895,5.064797672573391,0.3133159268929475,eod,955,0.3571110177154584,True,433260.15
2025-04-09,SHOO,TRAIN,2025-04-05/2025-04-11,842,841,22.03,22.01,21.4,2.771467514766029,0.2213114754098317,eod,955,0.35026045827873364,True,2291810.85
2025-04-09,SMC,TRAIN,2025-04-05/2025-04-11,867,866,29.7693,29.63,28.91,2.429969625379679,-1.0401527777777777,stop,887,0.35026045827873364,True,158980.2
2025-04-09,SNDK,TRAIN,2025-04-05/2025-04-11,841,840,38.99,38.93,37.595,3.429231954790652,-1.0281610486891408,stop,946,0.3571110177154584,True,3907462.4
2025-04-09,SPXL,TRAIN,2025-04-05/2025-04-11,841,840,119.0,118.55,114.67,3.2728806410797096,1.2474226804123736,eod,955,0.4853954390707659,True,7128148.4
2025-04-09,SPYU,TRAIN,2025-04-05/2025-04-11,841,840,27.33,27.24,26.1001,4.184654919236407,1.210632511623832,eod,955,0.35026045827873364,True,1708314.65
2025-04-09,STM,TRAIN,2025-04-05/2025-04-11,841,840,20.64,20.735,20.22,2.4837231733783485,1.5242718446601928,eod,955,0.35026045827873364,True,7805709.05
2025-04-09,SYF,TRAIN,2025-04-05/2025-04-11,841,840,49.47,49.59,48.25,2.7021576930832896,0.962686567164176,eod,955,0.3571110177154584,True,5560483.6
2025-04-09,TBBK,TRAIN,2025-04-05/2025-04-11,840,839,46.44,46.6,45.37,2.639484978540781,0.3902439024390206,eod,955,0.3571110177154584,True,777603.2
2025-04-09,TECK,TRAIN,2025-04-05/2025-04-11,840,839,32.59,32.71,31.72,3.026597370834613,1.202020202020197,eod,955,0.3571110177154584,True,4316842.8
2025-04-09,TECL,TRAIN,2025-04-05/2025-04-11,841,840,49.41,49.5906,47.72,3.7720858388484975,1.469795787447876,eod,955,0.3571110177154584,True,2544014.3
2025-04-09,TEM,TRAIN,2025-04-05/2025-04-11,840,839,43.1,42.92,41.58,3.122087604846233,0.7201492537313386,eod,955,0.3571110177154584,True,10630307.2
2025-04-09,TER,TRAIN,2025-04-05/2025-04-11,841,840,78.28,78.5,76.18,2.955414012738845,0.4008620689655213,eod,955,0.396321664321762,True,3964254.75
2025-04-09,THR,TRAIN,2025-04-05/2025-04-11,871,870,25.7,25.78,25.14,2.482544608223431,-1.0392812500000006,stop,885,0.35026045827873364,True,208810.85
2025-04-09,TMDX,TRAIN,2025-04-05/2025-04-11,841,840,76.34,76.58,74.5497,2.651214416296679,-1.0367185637590532,stop,874,0.396321664321762,True,905986.2
2025-04-09,TNA,TRAIN,2025-04-05/2025-04-11,840,839,23.91,23.94,22.93,4.2188805346700144,-1.0227029702970285,stop,900,0.35026045827873364,True,17372355.85
2025-04-09,TOST,TRAIN,2025-04-05/2025-04-11,841,840,33.933,34.095,33.14,2.800997213667688,0.2041884816753933,eod,955,0.3571110177154584,True,6973621.0
2025-04-09,TPG,TRAIN,2025-04-05/2025-04-11,840,839,44.1,44.185,42.985,2.7158537965372926,1.454166666666661,eod,955,0.3571110177154584,True,2130606.05
2025-04-09,TQQQ,TRAIN,2025-04-05/2025-04-11,841,840,50.17,50.31,48.545,3.5082488570860675,1.5410764872521234,eod,955,0.396321664321762,True,127416549.05
2025-04-09,TSEM,TRAIN,2025-04-05/2025-04-11,840,839,35.23,35.12,33.98,3.2460136674259696,0.412280701754391,eod,955,0.3571110177154584,True,615523.9
2025-04-09,TWST,TRAIN,2025-04-05/2025-04-11,841,840,41.15,40.71,39.38,3.267010562515348,-1.029609022556392,stop,861,0.3571110177154584,True,1133199.65
2025-04-09,UAL,TRAIN,2025-04-05/2025-04-11,840,839,67.75,67.94,66.05,2.781866352664116,2.0,target,953,0.396321664321762,True,9989295.45
2025-04-09,UDOW,TRAIN,2025-04-05/2025-04-11,841,840,75.28,74.77,72.4,3.1697204761267765,0.7637130801687805,eod,955,0.396321664321762,True,2801688.9
2025-04-09,UPRO,TRAIN,2025-04-05/2025-04-11,841,840,62.67,62.46,60.43,3.2500800512327905,1.251231527093595,eod,955,0.396321664321762,True,8255382.05
2025-04-09,UPST,TRAIN,2025-04-05/2025-04-11,840,839,43.4,43.47,41.7,4.071773636991019,0.1355932203389844,eod,955,0.3571110177154584,True,5893584.3
2025-04-09,URTY,TRAIN,2025-04-05/2025-04-11,840,839,28.0062,28.1,26.89,4.30604982206406,0.1652892561983464,eod,955,0.35026045827873364,True,1722011.65
2025-04-09,USXF,TRAIN,2025-04-05/2025-04-11,850,841,44.7555,44.9003,43.4,3.341403064122072,0.6030127307871737,eod,956,0.3571110177154584,True,112016.85
2025-04-09,VCYT,TRAIN,2025-04-05/2025-04-11,840,839,32.55,32.62,31.61,3.096259963212747,-1.0312970297029709,stop,899,0.3571110177154584,True,921411.5
2025-04-09,VKTX,TRAIN,2025-04-05/2025-04-11,840,839,22.91,23.0,22.3,3.0434782608695623,-1.0746714285714287,stop,899,0.35026045827873364,True,4086271.3
2025-04-09,VNO,TRAIN,2025-04-05/2025-04-11,841,840,34.3,34.475,33.55,2.683103698332137,0.7405405405405319,eod,955,0.3571110177154584,True,1531978.85
2025-04-09,VNOM,TRAIN,2025-04-05/2025-04-11,841,840,39.74,39.93,38.82,2.779864763335836,-0.2477477477477466,eod,955,0.3571110177154584,True,1527606.35
2025-04-09,VRT,TRAIN,2025-04-05/2025-04-11,840,839,73.42,73.65,70.83,3.828920570264775,-0.315602836879432,eod,955,0.396321664321762,True,11499779.5
2025-04-09,VTOL,TRAIN,2025-04-05/2025-04-11,842,840,28.75,28.775,27.7666,3.504430929626406,-0.1437921459738197,eod,955,0.35026045827873364,True,148250.9
2025-04-09,W,TRAIN,2025-04-05/2025-04-11,846,845,29.66,29.36,28.555,2.741825613079018,-1.035472049689442,stop,848,0.35026045827873364,True,7350120.7
