Index,day,symbol,entry_m,filled,exit_m,why,rr,r_pct,rv_profile,rv_clock,price,adv20,is_wrapper,dist_open_pct,split,wk
22720,2026-05-26,KRRO,581,1,728.0,stop,-1.0318899401734187,3.040443353582636,4.671800074932039,4.630745889203263,12.479429999999997,119356.75,0.0,6.343717948717931,VAL,2026-05-23/2026-05-29
22686,2026-05-26,BETR,584,1,611.0,target,2.0,1.8371416143374872,4.472523671190785,6.815388554602477,27.403440000000003,587714.65,0.0,6.103766990291248,VAL,2026-05-23/2026-05-29
22733,2026-05-26,NBIZ,584,1,955.0,eod,1.2234574763757633,3.58850243023465,3.564993059955108,1.7232571097716007,1.50397,16754988.3,1.0,7.876618705035976,VAL,2026-05-23/2026-05-29
22684,2026-05-26,ASTX,585,1,643.0,target,2.0,3.8017120208684223,3.794793837881673,1.640295083301921,63.1768,6336448.9,1.0,12.841992117520595,VAL,2026-05-23/2026-05-29
22776,2026-05-26,ZSQR,613,1,733.0,stop,-1.0535169803385522,3.0157174972493777,2.246313302673542,3.2365171419009657,9.461430000000002,183934.15789473685,0.0,7.931521739130409,VAL,2026-05-23/2026-05-29
22693,2026-05-26,BTQ,654,1,714.0,stop,-1.045604935450704,2.1456954941129958,4.2232703261600495,4.142520469739004,4.07933,2504181.25,0.0,5.09470284237723,VAL,2026-05-23/2026-05-29
22718,2026-05-26,IPWR,728,1,872.0,target,2.0,4.184295458363413,3.903724787578522,3.233446114522033,7.190887999999999,645138.55,0.0,10.299138461538448,VAL,2026-05-23/2026-05-29
22679,2026-05-26,APLZ,801,1,955.0,eod,0.9331362292472104,2.9235955504431645,1.240701228153751,1.105961011744092,3.00794,1613327.7,1.0,13.16867924528302,VAL,2026-05-23/2026-05-29
22797,2026-05-27,CORD,576,1,766.0,stop,-1.0229880774962743,4.168737574552694,2.1041544298148067,0.7215524805090117,6.438400000000001,5648615.8,1.0,6.45439469320066,VAL,2026-05-23/2026-05-29
22823,2026-05-27,NBIZ,576,1,597.0,stop,-1.0327476038338674,2.9631733409069465,1.4866539988417369,0.7075134528383896,1.69008,17066918.9,1.0,5.97735849056602,VAL,2026-05-23/2026-05-29
22831,2026-05-27,PYXS,577,1,955.0,eod,0.78367579908676,4.146549275773923,2.585147516027155,1.4035159156446757,1.69008,724181.85,0.0,5.314999999999981,VAL,2026-05-23/2026-05-29
22789,2026-05-27,BOBS,579,1,621.0,target,2.0,2.1810278732266313,2.134190503468973,2.8248399097838104,13.126288000000002,1351791.6,0.0,6.833828571428557,VAL,2026-05-23/2026-05-29
22793,2026-05-27,CABA,601,1,690.0,target,2.0,1.9643372116466846,1.3408294484812402,1.6837655902656257,3.9183700000000004,5152846.15,0.0,5.358279395900745,VAL,2026-05-23/2026-05-29
22819,2026-05-27,LUNL,671,1,681.0,stop,-1.0464920311433037,2.1056164074823784,4.30356358871317,2.822641230876602,41.0748794,726571.45,1.0,6.314615005192104,VAL,2026-05-23/2026-05-29
22779,2026-05-27,AAOX,876,1,909.0,stop,-1.0455202312138745,2.1496023856858852,1.374218078091413,2.428882326458729,64.384,4282519.25,1.0,16.712727272727257,VAL,2026-05-23/2026-05-29
22861,2026-05-28,ARMG,577,1,618.0,target,2.0,3.3257893604872635,2.8146782088081155,0.95667709137946,36.63852,2871227.1,1.0,6.592529909541867,VAL,2026-05-23/2026-05-29
22930,2026-05-28,RXT,585,1,624.0,target,2.0,2.765944018429115,1.3206375998059892,0.6141766722696077,5.07024,40238882.6,0.0,8.71225806451612,VAL,2026-05-23/2026-05-29
22855,2026-05-28,AMPX,586,1,651.0,target,2.0,2.4631553402589375,3.9696882471921935,2.8862480030458464,19.285020000000003,9268480.85,0.0,5.039661294728215,VAL,2026-05-23/2026-05-29
22923,2026-05-28,QPUX,586,1,605.0,stop,-1.3310961343065157,2.3034275178392836,1.8449579669527532,1.150364404310504,46.57277,299871.75,1.0,5.771947608200456,VAL,2026-05-23/2026-05-29
22936,2026-05-28,SNDG,611,1,636.0,target,2.0,3.9042373027202397,1.8685398874531505,0.9262382700276162,16.0256806,244068.6,1.0,5.117699342105264,VAL,2026-05-23/2026-05-29
22883,2026-05-28,DDC,619,1,730.0,target,2.0,2.1939207653390893,2.085971369047301,1.744585908158502,1.2269176,100334.25,0.0,7.303403508771944,VAL,2026-05-23/2026-05-29
22852,2026-05-28,AIMD,627,1,633.0,stop,-1.0425869702719788,2.2942636153879787,1.1966008283209646,2.7335255001569663,2.7564400000000004,986948.8,0.0,9.928800000000004,VAL,2026-05-23/2026-05-29
22874,2026-05-28,CHRN,637,1,686.0,target,2.0,2.761184511529976,4.166794598826752,2.742626265921864,17.091939999999997,372758.06666666665,0.0,10.40472951085194,VAL,2026-05-23/2026-05-29
22954,2026-05-29,AEVA,576,1,955.0,eod,0.8296658516707367,4.517340402032264,1.8807455237086,0.7654474807951738,27.162000000000003,2883872.9,0.0,5.365341218582187,VAL,2026-05-23/2026-05-29
22956,2026-05-29,APLZ,577,1,578.0,stop,-1.0567933595456565,1.730302595075938,3.614500238129637,1.7511008862430704,2.6457800000000002,1815468.95,1.0,5.515599999999976,VAL,2026-05-23/2026-05-29
22963,2026-05-29,CCCC,577,1,658.0,target,1.9999999999999971,4.068474020045324,3.6093173868137134,3.2391194469359625,3.8881900000000003,2897509.3,0.0,5.91789617486338,VAL,2026-05-23/2026-05-29
22992,2026-05-29,NGL,578,1,955.0,eod,0.8411361447375897,3.173662277166056,4.0543460094560135,70.3912315420916,16.68451,281571.65,0.0,6.975916398713822,VAL,2026-05-23/2026-05-29
22994,2026-05-29,OKTA,580,1,683.0,target,2.0,2.5141188268618415,1.090146411461418,1.4973633607913253,113.678,3230748.95,0.0,5.3973125029060265,VAL,2026-05-23/2026-05-29
22957,2026-05-29,APPS,671,1,854.0,target,2.0,1.966717786331968,2.510777869398382,2.172650941821923,8.75723,6506967.2,0.0,6.477012195121956,VAL,2026-05-23/2026-05-29
22978,2026-05-29,GITS,855,1,858.0,target,2.0,4.024131075615281,1.6435309446664623,1.4682719706417842,2.04218,127179.75,0.0,21.936160019163964,VAL,2026-05-23/2026-05-29
22961,2026-05-29,BCARW,956,1,957.0,eod,0.01669520547944733,4.1465492757739355,1.5340600743871242,1.1519848748634145,2.2534400000000003,387797.65,0.0,12.335999999999991,VAL,2026-05-23/2026-05-29
23018,2026-06-01,ABCL,577,1,606.0,stop,-1.0302236804291613,3.2026973958716827,4.498879186664169,2.5299360368058816,6.51888,9483288.5,0.0,6.373813420621932,TEST,2026-05-30/2026-06-05
23029,2026-06-01,ANEL,577,1,955.0,eod,1.0617581050752913,3.4023531186780476,3.735616277702618,2.415948747727249,21.739660000000004,591986.25,1.0,6.3534347399411,TEST,2026-05-30/2026-06-05
23052,2026-06-01,COHX,578,1,594.0,stop,-1.128733680934481,2.8155053650620445,1.092441249560916,1.0531143573679946,52.72445999999999,1219454.95,1.0,6.174974752575224,TEST,2026-05-30/2026-06-05
23098,2026-06-01,MRVU,578,1,585.0,stop,-1.2119772332383973,3.1449294822337786,2.4593763523756094,3.5477441140605936,139.3835132,303743.6,1.0,10.696078222080583,TEST,2026-05-30/2026-06-05
23026,2026-06-01,AMPG,586,1,601.0,target,2.0,2.9249536292172285,1.6665925297166384,0.7207018584643137,4.7283006,4934287.45,0.0,6.656115384615369,TEST,2026-05-30/2026-06-05
23119,2026-06-01,PONX,596,1,649.0,target,1.999999999999997,3.78717002796059,1.7168800315850905,,7.5248800000000005,108270.1,1.0,8.73101449275362,TEST,2026-05-30/2026-06-05
23031,2026-06-01,ARBE,607,1,648.0,stop,-1.0272100760456262,3.544832698722908,2.054221279509885,0.9352120413886748,1.18708,3899766.75,0.0,6.625225225225195,TEST,2026-05-30/2026-06-05
23048,2026-06-01,CINT,608,1,904.0,target,2.0,2.385174812308689,3.061427279100696,6.65768490980113,3.9133400000000007,131856.55,0.0,6.895068493150691,TEST,2026-05-30/2026-06-05
23219,2026-06-02,IRE,576,1,955.0,eod,-0.3623804463336923,3.9803730806649598,2.264200816772793,1.194769959529829,40.18970000000001,8164770.15,1.0,7.138636363636364,TEST,2026-05-30/2026-06-05
23220,2026-06-02,IREG,576,1,616.0,target,2.0000000000000036,3.462805748340666,2.7692128361145047,1.027347656654135,30.439045000000004,531173.1,1.0,7.924155405405386,TEST,2026-05-30/2026-06-05
23221,2026-06-02,IREX,576,1,932.0,stop,-1.026429754682523,3.645676060811278,1.862486243764972,0.8961722550412691,54.6887756,1184624.95,1.0,7.800885330170026,TEST,2026-05-30/2026-06-05
23175,2026-06-02,ASTX,577,1,814.0,target,2.0,3.9159383322705237,3.6670803968834207,1.721255173837377,53.318,7814567.25,1.0,5.831176587696585,TEST,2026-05-30/2026-06-05
23210,2026-06-02,GNTA,621,1,622.0,stop,-1.037918032786886,3.334990059642144,3.406857759609881,3.666727487660337,2.012,3778976.3,0.0,26.16352201257859,TEST,2026-05-30/2026-06-05
23206,2026-06-02,FOFO,643,1,647.0,stop,-1.0295695147851647,3.2712328181449166,2.970560298474211,7.503638243685732,3.7423200000000008,281239.0,0.0,23.958803986710954,TEST,2026-05-30/2026-06-05
23265,2026-06-02,QSU,651,1,749.0,stop,-1.1949250107131166,3.3786206057896084,1.3649439890711714,0.7780884919601272,23.359219400000004,132390.35,1.0,6.393603015075366,TEST,2026-05-30/2026-06-05
23280,2026-06-02,TDTH,810,1,817.0,stop,-1.0458345344479674,2.1351765567585135,1.748985084072245,0.4758522244292487,3.24938,124758.65,0.0,14.476678445229664,TEST,2026-05-30/2026-06-05
23322,2026-06-03,IVF,578,1,589.0,target,2.0,4.1347155164252545,1.334277897023988,1.244168930630888,1.69008,739755.85,0.0,5.314999999999981,TEST,2026-05-30/2026-06-05
23331,2026-06-03,MSTU,579,1,582.0,stop,-1.0390313872266055,2.498039836439694,3.2705192459551142,1.9853318908399615,4.5434984,36201161.05,1.0,5.225300813008138,TEST,2026-05-30/2026-06-05
23352,2026-06-03,RGTZ,582,1,601.0,stop,-1.0267648334288426,3.6016783697366765,4.580040857746574,2.808865108352328,2.8683072,22125310.7,1.0,9.56910344827584,TEST,2026-05-30/2026-06-05
23348,2026-06-03,QCML,601,1,733.0,target,2.0,4.012062993219734,1.4512649824761463,0.909784103864546,36.859840000000005,3359173.95,1.0,7.613235724743772,TEST,2026-05-30/2026-06-05
23349,2026-06-03,QCMU,601,1,955.0,eod,1.1988992834193197,4.291163976543269,1.1450400420880569,0.8235341848434584,45.98426,610205.45,1.0,7.496201641266098,TEST,2026-05-30/2026-06-05
23313,2026-06-03,DWSN,605,1,959.0,eod,0.1036507740955134,4.334067217109183,1.5925717503291628,0.5957099229320542,4.494808000000001,116224.85,0.0,8.771941747572809,TEST,2026-05-30/2026-06-05
23308,2026-06-03,CING,608,1,880.0,target,2.0,3.5266856908436015,2.9605604830723875,1.5987084645055958,4.43646,838775.3,0.0,8.946551724137919,TEST,2026-05-30/2026-06-05
23307,2026-06-03,BTDR,826,1,955.0,eod,0.22866894197951057,2.597155917995233,1.1548269148978945,1.6736238492281483,19.742750000000004,10244039.35,0.0,5.430503481521121,TEST,2026-05-30/2026-06-05
23422,2026-06-04,HOVR,577,1,955.0,eod,0.5299292407726106,4.278035490759162,1.616008378100574,0.5040107958481896,2.44458,4366697.15,0.0,5.055603448275869,TEST,2026-05-30/2026-06-05
23364,2026-06-04,AAOG,578,1,581.0,stop,-1.2278310868834759,4.22256311457186,3.574726742853817,1.1175962155078665,12.685659999999997,332195.8,1.0,8.286215753424631,TEST,2026-05-30/2026-06-05
23390,2026-06-04,BJDX,578,1,629.0,target,2.0,3.4135269355526807,1.0222785133065484,6.795284121445813,4.96964,3847385.6,0.0,6.555268817204296,TEST,2026-05-30/2026-06-05
23473,2026-06-04,SNDU,578,1,584.0,stop,-1.0220997786794535,4.329045805488364,4.174773413929087,8.332749636516068,150.2964,928651.35,1.0,7.556847545219636,TEST,2026-05-30/2026-06-05
23425,2026-06-04,IBIO,581,1,605.0,stop,-1.0229054385105345,4.183148531491482,4.381922144211554,4.96954029830439,1.9516400000000005,823158.4,0.0,6.328961748633866,TEST,2026-05-30/2026-06-05
23368,2026-06-04,ABTS,584,1,624.0,stop,-1.0234993936944217,4.081733664403635,1.555476602339221,1.3992604114480864,2.4244600000000003,6091025.2,0.0,25.89739583333335,TEST,2026-05-30/2026-06-05
23400,2026-06-04,CRDF,610,1,754.0,stop,-1.0622665006226675,1.5806153179930282,2.870869525412154,2.342007434944237,1.52409,1487289.75,0.0,8.53892857142855,TEST,2026-05-30/2026-06-05
23404,2026-06-04,CURR,628,1,700.0,target,2.0,2.6859861849921547,1.5708178676714284,0.5538959079156914,3.34998,229892.9,0.0,7.741612903225792,TEST,2026-05-30/2026-06-05
23509,2026-06-05,IREZ,577,1,671.0,target,2.0,3.5490030116331694,2.986753427968241,1.5753276271850556,6.09636,11089576.0,1.0,5.707478260869547,TEST,2026-05-30/2026-06-05
23517,2026-06-05,OKLS,578,1,599.0,target,2.0,2.9069385340847655,4.805028544705546,1.6718135063248594,19.476160000000004,754086.9,1.0,5.4184581976112645,TEST,2026-05-30/2026-06-05
23491,2026-06-05,AAOX,613,1,646.0,target,2.0,3.2263021159605914,3.627139222943017,3.305623999610548,67.68368,5588040.75,1.0,8.84167741935482,TEST,2026-05-30/2026-06-05
23494,2026-06-05,AXTU,621,1,626.0,stop,-1.606244579358186,2.2695510107671053,2.5426344292901804,1.3557103652100482,20.321200000000005,189860.85,1.0,5.799477806788511,TEST,2026-05-30/2026-06-05
23506,2026-06-05,HCHL,627,1,684.0,target,2.0,4.1647550593872715,1.3205166840187357,1.9471971647495376,3.9234,1226971.1,0.0,5.436657681940682,TEST,2026-05-30/2026-06-05
23508,2026-06-05,INDP,644,1,645.0,target,2.0,3.5200561337855367,1.7473336915062996,31.0577212484055,3.4204000000000003,2313442.6,0.0,5.906832298136622,TEST,2026-05-30/2026-06-05
23511,2026-06-05,LIXT,665,1,712.0,stop,-1.6192372170997493,4.523810813592558,1.0308727222055287,1.3230965907050567,7.38404,166061.85,0.0,7.789458272327954,TEST,2026-05-30/2026-06-05
23581,2026-06-08,XOS,580,1,620.0,target,2.0,3.6188591879018626,1.0483933818051083,0.5493768382985956,4.2746952,7851714.45,0.0,6.5486900000000015,TEST,2026-06-06/2026-06-12
23547,2026-06-08,GLXU,582,1,592.0,target,2.0,2.0659569510077933,4.087516488934855,2.8391147997833848,9.52682,281823.45,1.0,5.129053680132811,TEST,2026-06-06/2026-06-12
23551,2026-06-08,INDP,582,1,590.0,stop,-1.0373577660826154,2.6070339910989957,1.51706323616266,7.880238642732532,3.9838606000000003,2448291.35,0.0,12.840349431818176,TEST,2026-06-06/2026-06-12
23575,2026-06-08,SKLZ,582,1,621.0,stop,-1.0364574468085137,2.6696961090599327,4.996288144315469,2.8572320710678123,9.1546,542588.4,0.0,8.015384615384601,TEST,2026-06-06/2026-06-12
23534,2026-06-08,ASTN,605,1,630.0,stop,-1.0369849528898873,2.6326214037932716,1.217244543172397,0.6709819398079248,5.402220000000001,7230170.35,1.0,10.825308641975283,TEST,2026-06-06/2026-06-12
23535,2026-06-08,AXTX,631,1,641.0,stop,-1.0356267289268766,2.7302465420715243,1.7801226166649065,11.541357405356642,31.0990816,2390265.95,1.0,5.787583759808923,TEST,2026-06-06/2026-06-12
23556,2026-06-08,LASE,636,1,638.0,stop,-1.0232217061843072,4.128528322451092,2.8030739400511746,2.204451025881905,3.9636400000000003,32154239.2,0.0,16.22999999999999,TEST,2026-06-06/2026-06-12
23579,2026-06-08,VNCE,694,1,706.0,stop,-1.0536837376460044,1.8286972380592434,2.967143329890812,1.194158221919441,4.86904,140533.9,0.0,8.118485523385278,TEST,2026-06-06/2026-06-12
23669,2026-06-09,W,577,1,693.0,stop,-1.027103427281317,3.558284866788187,1.7116449935073588,13.27344608146146,72.7278646,4305143.5,0.0,6.9641278949697405,TEST,2026-06-06/2026-06-12
23597,2026-06-09,BHVN,578,1,607.0,stop,-1.0253139282069479,3.800268785927351,1.8013382247944687,2.3320353635539823,11.86074,2610195.65,0.0,5.207918149466173,TEST,2026-06-06/2026-06-12
23626,2026-06-09,GENI,578,1,955.0,eod,-0.0692817579224536,3.262985425746559,3.308646165776141,3.817787456152367,6.75026,6591932.4,0.0,5.158281249999974,TEST,2026-06-06/2026-06-12
23601,2026-06-09,CLSX,579,1,588.0,stop,-1.2881094027659754,1.737448368532908,1.9797808085625928,0.6980622316550884,29.797720000000005,321557.6,1.0,5.238611406305349,TEST,2026-06-06/2026-06-12
23598,2026-06-09,CBRZ,589,1,595.0,stop,-1.3334646153846192,2.5844930417495067,3.925627764155701,8.013703570140642,22.635,166408.85714285713,1.0,15.790148794253469,TEST,2026-06-06/2026-06-12
23658,2026-06-09,SPCE,595,1,600.0,target,2.0,2.351893056671022,2.3944663467188567,1.090641979972096,4.557180000000001,51961017.05,0.0,7.413475177304951,TEST,2026-06-06/2026-06-12
23652,2026-06-09,ROLR,600,1,618.0,target,2.0,2.4530975069125467,1.0082696790354186,0.4327571525969571,7.00176,893953.05,0.0,11.51565495207667,TEST,2026-06-06/2026-06-12
23595,2026-06-09,BCHT,629,1,636.0,stop,-1.5073635924674043,3.8479403950131204,1.12341559515072,0.3686277647082353,2.1528400000000003,134862.8,0.0,10.072820512820524,TEST,2026-06-06/2026-06-12
23762,2026-06-10,HOOX,576,1,955.0,eod,-0.7275748715061483,4.073881977949958,2.3436741661769083,0.6985209640943769,27.031220000000005,121689.15,1.0,9.06762444354512,TEST,2026-06-06/2026-06-12
23720,2026-06-10,CRCA,577,1,812.0,stop,-1.023260286451744,4.121962871250974,1.3002084751562402,0.9303927785737196,23.96795,1353919.4,1.0,7.73884129846707,TEST,2026-06-06/2026-06-12
23758,2026-06-10,HIMZ,577,1,657.0,stop,-1.0265278154272448,3.632689279841065,1.6395849671338856,0.749608818672927,36.558040000000005,835339.7,1.0,5.557544164494632,TEST,2026-06-06/2026-06-12
23819,2026-06-10,SMMT,577,1,659.0,stop,-1.0342496285289746,3.8502796172604734,3.370980026728968,1.9554795293783704,13.983400000000001,5328113.95,0.0,6.279158408293939,TEST,2026-06-06/2026-06-12
23744,2026-06-10,EXYN,814,1,819.0,target,2.0,3.075908478276868,1.108265471749226,1.062752758237147,6.24726,197800.875,0.0,11.027272727272708,TEST,2026-06-06/2026-06-12
23849,2026-06-11,ARMG,579,1,915.0,target,2.0,3.934445497766432,2.732871382677983,1.0143406918653393,35.4341368,2408694.55,1.0,6.861670901391404,TEST,2026-06-06/2026-06-12
23931,2026-06-11,SATL,582,1,590.0,target,2.0,1.5459045871720334,3.040570532635731,1.3478171374177708,6.845829999999999,10489780.45,0.0,5.738419829589447,TEST,2026-06-06/2026-06-12
23923,2026-06-11,PLU,584,1,600.0,target,2.0,3.059901460800423,3.817014120711937,2.718201270250993,23.138,517644.75,1.0,7.347603536528613,TEST,2026-06-06/2026-06-12
23852,2026-06-11,ASTI,585,1,616.0,stop,-1.0263327799976487,3.658610650237527,1.3410942101819654,0.8601059843211762,7.442387999999999,2757070.1,0.0,5.250978723404232,TEST,2026-06-06/2026-06-12
23886,2026-06-11,FLYT,590,1,809.0,target,2.0,3.8728817948238383,3.016610873776968,1.6785998507679492,18.922860000000004,439188.95,1.0,12.300178571428557,TEST,2026-06-06/2026-06-12
23942,2026-06-11,SNXX,600,1,604.0,target,2.0,1.874924088907088,4.031137461679536,2.511772161064512,28.157940000000004,16596187.45,1.0,7.81094470046082,TEST,2026-06-06/2026-06-12
23891,2026-06-11,INDP,605,1,606.0,stop,-1.0256518082422201,3.7520906308182793,1.947686548906552,7.206036575012731,3.1689000000000003,2664385.95,0.0,30.01851851851849,TEST,2026-06-06/2026-06-12
23860,2026-06-11,BYAH,612,1,614.0,target,2.0,3.081510934393648,1.5633639717401917,4.617182560341902,1.2072,1207879.55,0.0,5.578947368421039,TEST,2026-06-06/2026-06-12
23993,2026-06-12,IRE,576,1,666.0,target,2.0,4.188901677653392,1.5090853069324863,0.9286262505666524,28.671000000000003,6769589.1,1.0,6.22630992196207,TEST,2026-06-06/2026-06-12
23994,2026-06-12,IREG,576,1,665.0,target,2.0,4.1829608430006004,3.146103041579091,1.1715143939252592,21.97104,492746.2,1.0,5.874915418076365,TEST,2026-06-06/2026-06-12
23995,2026-06-12,IREX,576,1,657.0,target,2.0,3.6714660478879404,1.3068561847243654,0.7779106495842806,39.365283000000005,986811.1,1.0,5.194027070490459,TEST,2026-06-06/2026-06-12
23982,2026-06-12,CRCD,577,1,667.0,stop,-1.034702346880368,2.8009363175784157,1.808738872268928,0.7478986981929747,4.98976,5093521.05,1.0,5.623779193205936,TEST,2026-06-06/2026-06-12
23965,2026-06-12,AIXI,658,1,696.0,stop,-1.1277873703387133,2.9620731376545484,1.3281870259919226,0.9655196684820382,8.872819400000001,198170.25,0.0,7.882435365853646,TEST,2026-06-06/2026-06-12
23974,2026-06-12,AUST,679,1,738.0,stop,-1.237766624843164,3.6011205494306866,1.7003327921711615,1.7233543999704328,1.32792,127414.55,0.0,5.076190476190479,TEST,2026-06-06/2026-06-12
23972,2026-06-12,ASTN,698,1,955.0,eod,0.9485580670303967,3.0944316768367246,2.9086566581962936,2.1442290437656024,5.80462,8240243.85,1.0,29.470022371364625,TEST,2026-06-06/2026-06-12
23968,2026-06-12,ANTX,708,1,955.0,eod,-0.4233818653596663,2.8791758841522954,1.0322472735110342,2.166987096245657,4.81874,223832.4,0.0,7.4803131991051375,TEST,2026-06-06/2026-06-12
24092,2026-06-15,DFDV,576,1,886.0,stop,-1.0262637028014614,3.667880358299638,4.624872380479082,2.6631020056992214,3.58136,984785.05,0.0,7.550602409638563,TEST,2026-06-13/2026-06-19
24094,2026-06-15,DJTU,577,1,955.0,eod,-0.40419447092469224,3.5956673750599846,3.193054863780725,1.3402478126886996,1.16696,1129211.25,1.0,6.741284403669701,TEST,2026-06-13/2026-06-19
24118,2026-06-15,KULR,578,1,624.0,stop,-1.0302514792899387,3.199848527880342,4.491987259557239,1.4757727953890185,4.2252,3180935.8,0.0,5.578947368421061,TEST,2026-06-13/2026-06-19
24074,2026-06-15,BRR,580,1,616.0,stop,-1.0378621597892888,2.573197180553023,2.1375131143238013,1.228465035769972,1.7705599999999997,1793534.9,0.0,6.342168674698789,TEST,2026-06-13/2026-06-19
24045,2026-06-15,AAOX,618,1,955.0,eod,0.8162800314605609,4.504627571700072,4.016217562870106,4.071939045264397,54.75658000000001,6556403.45,1.0,9.911999194684906,TEST,2026-06-13/2026-06-19
24136,2026-06-15,QCLS,634,1,856.0,stop,-1.0480066053314414,2.040541256095375,1.4503111948230751,1.213396170261729,4.15478,459240.8,0.0,6.762628865979381,TEST,2026-06-13/2026-06-19
24246,2026-06-16,UUUG,576,1,619.0,stop,-1.1599685795179906,4.348831482404669,1.62254529791613,0.5386500993195539,6.65972,465421.2,1.0,6.237760000000003,TEST,2026-06-13/2026-06-19
24181,2026-06-16,BEX,577,1,593.0,target,2.0,4.208700054316028,1.9654570157111797,1.8104714297303093,56.889300000000006,812980.8,1.0,5.505301339285706,TEST,2026-06-13/2026-06-19
24213,2026-06-16,MRVU,577,1,632.0,stop,-1.0217656001525506,4.392592302856341,1.9925222854038076,4.852184664296906,260.26225999999997,544611.9,1.0,6.876778285761342,TEST,2026-06-13/2026-06-19
24217,2026-06-16,NBIL,577,1,602.0,target,2.0,3.868210853223869,2.6410005894003583,1.3851551755783658,54.40448000000001,1460323.0,1.0,8.332814060315542,TEST,2026-06-13/2026-06-19
24201,2026-06-16,GRDX,593,1,956.0,eod,-0.36605687375475837,4.270872817569307,1.588680964281984,0.6444608001167873,5.170840000000001,130699.95,0.0,7.628810020876808,TEST,2026-06-13/2026-06-19
24258,2026-06-16,YSG,606,1,620.0,stop,-1.5710116731517576,1.1612145309958382,1.7732119447937136,1.372051140087948,3.54112,249865.3,0.0,6.342168674698789,TEST,2026-06-13/2026-06-19
24249,2026-06-16,VNRX,632,1,651.0,stop,-1.0215319786009704,4.438136648846839,3.960827995286159,2.8682254465759214,1.5591994,365426.5,0.0,7.954840277777775,TEST,2026-06-13/2026-06-19
24193,2026-06-16,DHX,646,1,747.0,stop,-1.0688448074679135,1.431745660490831,1.477217910150386,1.2656330102741884,3.59142,206208.75,0.0,5.314999999999981,TEST,2026-06-13/2026-06-19
24264,2026-06-17,APLX,577,1,596.0,stop,-1.0226132380232302,4.234912632550259,1.4616114018625943,0.6550723547948275,34.35490000000001,1294979.2,1.0,5.5220271102895735,TEST,2026-06-13/2026-06-19
24341,2026-06-17,SMU,577,1,697.0,target,2.0,3.2404328978027883,2.452704939530463,0.950669528141358,8.888010000000001,1915977.3,1.0,5.181068249258147,TEST,2026-06-13/2026-06-19
24277,2026-06-17,CLSX,578,1,598.0,stop,-1.5168339606859016,2.7636506542142576,1.1852980819488794,0.3903520834186658,31.145760000000003,277897.9,1.0,6.2000000000000055,TEST,2026-06-13/2026-06-19
24305,2026-06-17,HOOX,578,1,607.0,target,2.0,1.9581143277322501,1.860088893568796,0.7898135626699877,33.78148,137982.65,1.0,5.35107913669064,TEST,2026-06-13/2026-06-19
24282,2026-06-17,CRMU,599,1,751.0,target,2.0,2.3483682621876714,3.2699953108015225,1.498090235589534,6.05612,144096.25,1.0,8.990252707581202,TEST,2026-06-13/2026-06-19
24283,2026-06-17,CRMX,599,1,940.0,stop,-1.2067022224422095,2.8668815089477495,3.957611690732023,1.5946046573352846,14.09406,214207.35,1.0,9.269284603421449,TEST,2026-06-13/2026-06-19
24322,2026-06-17,NNE,614,1,647.0,stop,-1.0465784000860539,2.1017940876349352,2.8013226515416085,1.742340971982398,26.538280000000004,3087652.9,0.0,7.601220008133369,TEST,2026-06-13/2026-06-19
24290,2026-06-17,EDSA,651,1,794.0,stop,-1.0223274432253124,4.286796415454995,1.6582062975395464,1.052159640422848,7.313619999999999,329259.65,0.0,15.743015873015851,TEST,2026-06-13/2026-06-19
24377,2026-06-18,CRCD,579,1,602.0,stop,-1.0706101403609263,1.3964502722097993,1.6975244855903129,0.6480299601941552,4.99982,3936988.25,1.0,5.389217758985176,TEST,2026-06-13/2026-06-19
24405,2026-06-18,LFVN,579,1,590.0,stop,-1.0241908184558328,3.9697003166188023,2.0783811164742203,0.6691678047071506,6.51888,934777.7,0.0,5.681951219512182,TEST,2026-06-13/2026-06-19
24421,2026-06-18,RKLZ,579,1,687.0,stop,-1.030260338122073,3.198941726397693,1.406895831043066,0.6971820956968034,2.8357128000000005,25007754.55,1.0,8.740630769230751,TEST,2026-06-13/2026-06-19
24411,2026-06-18,NIXX,580,1,666.0,target,2.0,3.357631985862608,1.8181223702038156,9.66592229994527,1.0864800000000001,6212678.55,0.0,5.16893203883495,TEST,2026-06-13/2026-06-19
24428,2026-06-18,SOWG,604,1,642.0,target,2.0,4.54052063395386,1.102991189018564,0.3459595238774868,3.4202994,124197.0,0.0,8.257133333333332,TEST,2026-06-13/2026-06-19
24384,2026-06-18,FRMI,609,1,744.0,stop,-1.043788933675341,2.232694368766826,4.786929037812753,7.050052461741191,9.77832,18034307.55,0.0,6.664770240700202,TEST,2026-06-13/2026-06-19
24393,2026-06-18,HQ,699,1,701.0,stop,-1.0366288404495612,2.657536049617181,3.263168925970186,2.615289053105942,27.654940000000003,799474.45,0.0,14.408589211618228,TEST,2026-06-13/2026-06-19
24394,2026-06-18,HQWWW,769,1,779.0,target,2.0,2.2117296222664007,4.815638565327221,,16.096,110220.6,0.0,22.69113149847093,TEST,2026-06-13/2026-06-19
24458,2026-06-22,BEX,576,1,650.0,stop,-1.0279310863032711,3.4564896371934113,3.912323150066674,4.004351014723189,82.51201940000001,820037.05,1.0,6.506939021232516,TEST,2026-06-20/2026-06-26
