Index,day,symbol,entry_m,filled,exit_m,why,rr,r_pct,rv_profile,rv_clock,price,adv20,is_wrapper,dist_open_pct,split,wk
3160,2025-03-28,MBX,651,1,955.0,eod,-0.17555771096023287,2.6619503756680687,3.0987185220635123,5.77239677722221,7.7462,227363.25,0.0,6.525517241379308,TRAIN,2025-03-22/2025-03-28
3161,2025-03-28,ONDS,782,1,819.0,target,2.0,2.4898229669601433,1.207747027464808,3.868159993034408,1.0563,10399794.25,0.0,5.315000000000003,TRAIN,2025-03-22/2025-03-28
3179,2025-03-31,GRRR,577,1,589.0,target,2.0,3.633753037331575,1.3256239252293744,0.4643717902947211,25.351200000000002,5055654.9,0.0,5.139767054908484,TRAIN,2025-03-29/2025-04-04
3181,2025-03-31,HIMZ,600,1,792.0,target,2.0,3.6882901656932137,4.38272149598136,2.678075735694705,12.937159999999997,145211.54545454544,1.0,5.208646003262629,TRAIN,2025-03-29/2025-04-04
3182,2025-03-31,IONX,602,1,730.0,stop,-1.4016896157478678,3.1027180593707135,1.1169079776319488,0.5770588006730302,25.934680000000004,375722.1666666667,1.0,9.379610829103193,TRAIN,2025-03-29/2025-04-04
3201,2025-03-31,ZYBT,603,1,612.0,stop,-1.0215007215007212,4.444301930353386,1.7597315140781613,1.6613274545777348,6.237200000000001,298018.75,0.0,21.69471624266144,TRAIN,2025-03-29/2025-04-04
3173,2025-03-31,BMGL,635,1,641.0,stop,-1.068930341008458,1.42999445673963,1.068274545551837,1.0050254309899551,4.79862,165035.2,0.0,11.004872389791151,TRAIN,2025-03-29/2025-04-04
3195,2025-03-31,SERA,660,1,795.0,stop,-1.0318141197497745,3.047468612979665,1.7766679089920323,26.849419586898463,3.6719000000000004,103069.4,0.0,7.674999999999987,TRAIN,2025-03-29/2025-04-04
3186,2025-03-31,MLGO,810,1,818.0,stop,-1.0208695652173903,4.572564612326058,2.259669422615899,1.861930724343698,27.665000000000003,29685474.95,0.0,48.29301075268815,TRAIN,2025-03-29/2025-04-04
3211,2025-04-01,CYD,577,1,955.0,eod,0.47370301375456647,4.505873952352963,3.3334114882242925,0.8203894365379929,17.393739999999998,371738.45,0.0,5.229793689320372,TRAIN,2025-03-29/2025-04-04
3224,2025-04-01,QSG,578,1,589.0,target,2.0,3.728887181114974,1.4795263638821488,,4.7885599999999995,998329.0,0.0,11.548598130841103,TRAIN,2025-03-29/2025-04-04
3223,2025-04-01,QNTM,579,1,593.0,stop,-1.0250747044302972,3.8351345560721097,1.052807399069318,0.911132877226831,8.027880000000001,1450617.45,0.0,5.176609724047299,TRAIN,2025-03-29/2025-04-04
3222,2025-04-01,PTLE,594,1,652.0,stop,-1.2084050981743062,3.9529943625915736,4.44314116359122,1.3197748943676115,1.46876,159403.25,0.0,12.644615384615363,TRAIN,2025-03-29/2025-04-04
3226,2025-04-01,SBEV,594,1,645.0,target,2.0,3.212305116668414,2.3942411886279302,,1.52912,344943.6,0.0,8.897142857142848,TRAIN,2025-03-29/2025-04-04
3229,2025-04-01,ZYBT,597,1,598.0,stop,-1.0433823529411737,2.2531477799867337,1.3669890996195633,1.3074762550182677,6.036,303104.35,0.0,11.786012816940628,TRAIN,2025-03-29/2025-04-04
3203,2025-04-01,ALMS,607,1,955.0,eod,1.6653573683103013,4.236761790988005,2.926232268493893,2.427639300016216,6.7301400000000005,1240595.1,0.0,9.284527687296418,TRAIN,2025-03-29/2025-04-04
3258,2025-04-02,DOMH,577,1,956.0,eod,0.15420289855072578,4.396696742621193,3.52459929341974,1.34475308424764,3.9234,803061.2,0.0,5.153225806451589,TRAIN,2025-03-29/2025-04-04
3293,2025-04-02,NOTV,582,1,717.0,target,2.0,4.572564612326052,4.131151908231316,2.721047562667324,2.515,552123.6,0.0,6.25,TRAIN,2025-03-29/2025-04-04
3260,2025-04-02,DXYZ,584,1,956.0,eod,1.0800142973856277,3.0346370723437905,4.020540302031602,3.824644314223363,38.72094,519810.1,0.0,6.586057426836001,TRAIN,2025-03-29/2025-04-04
3314,2025-04-02,ROBN,585,1,611.0,stop,-1.0355307262569828,2.7374216241015352,1.550083420015243,0.7244786733581616,13.078,1923519.7,1.0,8.748957464553776,TRAIN,2025-03-29/2025-04-04
3325,2025-04-02,TPET,617,1,956.0,eod,0.9681349578256803,4.389865646527711,1.1156355967767988,0.4570358318068609,1.434053,178897.45,0.0,5.909370370370337,TRAIN,2025-03-29/2025-04-04
3298,2025-04-02,OSTX,736,1,862.0,stop,-1.0376923076923066,2.5844930417495076,1.7841565836366358,0.1341846287016449,1.48888,105991.45,0.0,7.5681159420289745,TRAIN,2025-03-29/2025-04-04
3255,2025-04-02,DGXX,925,1,937.0,stop,-1.2789855072463858,1.8600262829800756,1.1355915264146876,1.403341922645417,1.18708,166490.8,0.0,13.80192307692305,TRAIN,2025-03-29/2025-04-04
3335,2025-04-03,ADPT,577,1,658.0,stop,-1.0212611201253288,4.492136938168719,2.2579987680671323,0.8176495120527142,7.95746,2143622.7,0.0,8.236425648021829,TRAIN,2025-03-29/2025-04-04
3346,2025-04-03,BMEA,578,1,584.0,stop,-1.0487082352941195,2.0117390892738793,1.3898331617765691,0.7333182256791118,2.1126,712779.35,0.0,5.315000000000003,TRAIN,2025-03-29/2025-04-04
3368,2025-04-03,KULR,578,1,585.0,stop,-1.0441928414901365,2.2127398212351874,3.59915986203488,1.1410390523899914,1.23738,13886784.3,0.0,5.4435897435897385,TRAIN,2025-03-29/2025-04-04
3374,2025-04-03,MSTU,578,1,589.0,stop,-1.0258617309308196,3.7227682853925415,3.400888552926323,1.7794016985239722,5.75432,85896101.6,1.0,7.639024390243887,TRAIN,2025-03-29/2025-04-04
3383,2025-04-03,NVCT,584,1,597.0,stop,-1.050554016620497,1.9397130729138377,3.3530781909920897,3.3504457252997746,9.677719999999997,133106.3,0.0,5.222028353326036,TRAIN,2025-03-29/2025-04-04
3396,2025-04-03,SION,588,1,952.0,stop,-1.0231672765907214,4.13782660303535,1.660900112472555,3.650741860145621,12.28326,250847.9,0.0,6.215351257588897,TRAIN,2025-03-29/2025-04-04
3387,2025-04-03,POET,589,1,677.0,target,2.0,2.734132837384313,3.300251798057085,1.545361177401035,3.7423200000000008,1130746.45,0.0,8.780174927113693,TRAIN,2025-03-29/2025-04-04
3384,2025-04-03,OSCR,600,1,722.0,target,2.0,1.6752199978424267,1.3184133953859185,1.2959112282659575,12.977400000000003,4449136.6,0.0,5.021915584415582,TRAIN,2025-03-29/2025-04-04
3418,2025-04-04,ARHS,579,1,582.0,stop,-1.0434768719652436,2.248359553660701,1.0732053340697874,1.900123258506697,6.96152,2340549.85,0.0,5.0039334341906105,TRAIN,2025-03-29/2025-04-04
3420,2025-04-04,BIYA,584,1,595.0,stop,-1.0244093460383767,3.9355597680069487,2.257749330501393,0.5838307063246049,3.8932200000000003,516282.0,0.0,8.424860335195516,TRAIN,2025-03-29/2025-04-04
3440,2025-04-04,NVTS,599,1,629.0,stop,-1.031777956556716,3.050830817563752,4.918574281143597,5.6015557953746,1.62972,4544784.35,0.0,5.51038961038961,TRAIN,2025-03-29/2025-04-04
3449,2025-04-04,RXST,617,1,764.0,stop,-1.0366741847570733,2.6543374633004846,4.960302363607345,4.984340356145043,16.035639999999997,830760.9,0.0,5.391034937376382,TRAIN,2025-03-29/2025-04-04
3423,2025-04-04,DBI,671,1,750.0,stop,-1.0219013494800937,4.366554909217087,2.1851117887228177,5.161142540026404,3.0794666000000004,1822453.9,0.0,7.729238596491217,TRAIN,2025-03-29/2025-04-04
3445,2025-04-04,RAPP,672,1,706.0,stop,-1.0622028312081229,4.401343137348164,1.0671668386020303,2.3860900863365964,8.41016,287241.45,0.0,6.14025316455693,TRAIN,2025-03-29/2025-04-04
3428,2025-04-04,GALT,676,1,955.0,eod,1.9640438678492405,3.5546200984067133,1.6492266671036973,2.4424107244149327,1.233859,278997.9,0.0,6.0499568965517,TRAIN,2025-03-29/2025-04-04
3543,2025-04-07,INDI,576,1,596.0,target,2.0,4.255448901681904,4.669598738942983,4.977599553973933,1.6397799999999996,4512528.35,0.0,6.716057441253254,TRAIN,2025-04-05/2025-04-11
3485,2025-04-07,AXTI,579,1,611.0,target,2.0,3.88249018286973,2.4618893764813343,1.8201582817942965,1.21726,443286.95,0.0,5.533043478260846,TRAIN,2025-04-05/2025-04-11
3551,2025-04-07,LCID,579,1,583.0,stop,-1.042423119673951,2.3029206733846097,4.254142776660077,3.174163213588564,2.3439800000000006,104805977.25,0.0,7.201376146788974,TRAIN,2025-04-05/2025-04-11
3473,2025-04-07,AMZZ,586,1,591.0,target,2.0,1.9303395942114518,3.722780665829101,3.39616683320514,18.741780000000002,396315.1,1.0,5.272619718309834,TRAIN,2025-04-05/2025-04-11
3503,2025-04-07,CLS,587,1,610.0,target,2.0,3.7856771142388332,3.382793313092422,8.097003604724708,65.21898,4561166.65,0.0,6.318655984303456,TRAIN,2025-04-05/2025-04-11
3538,2025-04-07,HTZ,591,1,611.0,target,2.0,3.169538626551322,1.213223843127922,1.8456092869889085,3.6920200000000003,11593010.2,0.0,5.17171428571428,TRAIN,2025-04-05/2025-04-11
3559,2025-04-07,LTBR,596,1,612.0,target,2.0,3.8029885204899707,4.321224945006023,2.189976738706472,6.86092,1270912.95,0.0,9.27252396166134,TRAIN,2025-04-05/2025-04-11
3491,2025-04-07,BLND,610,1,617.0,target,2.0,3.39030903337373,1.4660623090063656,2.100605367375675,3.4002800000000004,4130361.55,0.0,6.94447949526813,TRAIN,2025-04-05/2025-04-11
3694,2025-04-08,NEXT,576,1,668.0,stop,-1.0271105826397162,3.557379129478448,4.133161978595648,6.17783028389705,7.0923,2230238.1,0.0,7.138636363636364,TRAIN,2025-04-05/2025-04-11
3702,2025-04-08,SANA,578,1,584.0,stop,-1.026851234156106,3.5905051618002704,3.49406361804358,2.655631289095817,1.6699599999999999,4404167.25,0.0,5.713015873015848,TRAIN,2025-04-05/2025-04-11
3711,2025-04-08,UPC,583,1,605.0,target,2.0,2.3989997811060415,1.0210900033093262,1.7139048620990511,3.0178994000000006,630234.65,0.0,5.206283216783203,TRAIN,2025-04-05/2025-04-11
3698,2025-04-08,RAY,584,1,629.0,stop,-1.0384321223709334,2.5360034912476683,2.796726857874609,8.008442876990484,2.0623000000000005,7408744.05,0.0,7.651832460732977,TRAIN,2025-04-05/2025-04-11
3699,2025-04-08,REBN,590,1,683.0,stop,-1.022317880794701,4.288554387957961,4.933733240677527,1.0981508393886243,3.521,108807.6,0.0,6.702127659574453,TRAIN,2025-04-05/2025-04-11
3680,2025-04-08,CISS,609,1,632.0,stop,-1.0236412381184505,4.0582376388435675,1.75384650560395,0.7853460280873614,4.04412,105396.8,0.0,8.388709677419337,TRAIN,2025-04-05/2025-04-11
3707,2025-04-08,SPPL,631,1,788.0,target,2.0,3.578528827037762,1.0623449952861914,0.0229099265877089,3.018,111334.95,0.0,5.578947368421039,TRAIN,2025-04-05/2025-04-11
3700,2025-04-08,REVB,932,1,956.0,eod,1.1552257266542951,3.6120356512609773,2.0483869065228326,1.819065171355701,3.58136,134412.65,0.0,27.52428571428571,TRAIN,2025-04-05/2025-04-11
3998,2025-04-09,TMQ,578,1,613.0,stop,-1.0228702115494583,4.1893218999257655,3.996564153677431,2.2160916804107926,1.2524700000000002,644104.25,0.0,8.58565217391305,TRAIN,2025-04-05/2025-04-11
3776,2025-04-09,CONL,579,1,799.0,target,2.0,4.395284344886107,1.5639498896354844,0.8002563690959558,11.055940000000001,6421605.4,1.0,5.6852348993288615,TRAIN,2025-04-05/2025-04-11
3828,2025-04-09,HUMA,579,1,593.0,target,2.0,4.024131075615269,4.440830585602389,1.8958517108035655,1.31283,5785353.35,0.0,10.924999999999985,TRAIN,2025-04-05/2025-04-11
3837,2025-04-09,INOD,579,1,587.0,stop,-1.0296344877738375,3.2642948280466384,2.664326113318843,1.998800723810936,33.701,1745152.0,0.0,6.095674139564244,TRAIN,2025-04-05/2025-04-11
3801,2025-04-09,ETHT,591,1,614.0,stop,-1.0354361964566041,2.7445235706503954,4.825885731346767,4.386165148280665,3.24938,2221567.7,1.0,5.18474025974025,TRAIN,2025-04-05/2025-04-11
3805,2025-04-09,EWCZ,593,1,805.0,target,2.0,3.784291336528948,1.534036318941447,7.910912720612912,3.4505800000000004,858100.05,0.0,7.174143302180669,TRAIN,2025-04-05/2025-04-11
3932,2025-04-09,POET,626,1,718.0,stop,-1.0466288088563165,2.099569617658774,1.4805969292002137,0.8740181077766619,3.3196994000000006,1241701.4,0.0,5.073006349206333,TRAIN,2025-04-05/2025-04-11
3739,2025-04-09,AUST,680,1,698.0,stop,-1.1303101104502973,3.9660343026586253,1.836578910374555,1.127214198697241,1.18708,131178.1,0.0,8.58165137614677,TRAIN,2025-04-05/2025-04-11
4055,2025-04-10,USAR,591,1,643.0,target,2.000000000000003,3.494117676702771,1.8794270336819077,0.3436081823958949,7.93734,842604.7777777778,0.0,7.376797829036619,TRAIN,2025-04-05/2025-04-11
4056,2025-04-10,VMAR,596,1,597.0,stop,-1.0215086471365122,4.442737024287018,1.969230513403192,2.580470849398293,6.060345200000001,351687.2,0.0,13.79044444444444,TRAIN,2025-04-05/2025-04-11
4044,2025-04-10,ODV,625,1,714.0,target,2.0,1.9218025182239695,1.1413968031393682,1.3811159726496864,1.5089999999999997,597875.6,0.0,5.209790209790199,TRAIN,2025-04-05/2025-04-11
4128,2025-04-11,USAR,586,1,599.0,stop,-1.0277163904235702,3.482331815558273,2.6890685953182865,0.5069025676210975,9.3558,835432.4736842106,0.0,6.240318906605924,TRAIN,2025-04-05/2025-04-11
4065,2025-04-11,BTAI,596,1,606.0,stop,-1.5331027667984163,2.3259288201427317,1.212331685686458,0.3183526680739228,1.74038,427869.0,0.0,5.804268292682924,TRAIN,2025-04-05/2025-04-11
4119,2025-04-11,SXTP,605,1,609.0,stop,-1.0307462260267641,3.1499807226122916,1.4645813685212714,5.430762177252881,3.7790390000000005,4509424.85,0.0,14.521869300911838,TRAIN,2025-04-05/2025-04-11
4129,2025-04-11,USEG,611,1,628.0,stop,-1.0652962515114854,1.5083809072172467,1.182666818614739,1.0588673803588011,1.09654,301112.6,0.0,5.122115384615378,TRAIN,2025-04-05/2025-04-11
4093,2025-04-11,LGVN,617,1,650.0,stop,-1.0598726114649633,1.6427749293711693,4.182339564639669,1.2288585829984675,1.4335500000000003,153004.15,0.0,5.856539771885627,TRAIN,2025-04-05/2025-04-11
4094,2025-04-11,LHSW,618,1,888.0,target,2.0,3.152513490485651,2.4188341444272643,1.178626510903474,3.521,1315397.6,0.0,9.703124999999968,TRAIN,2025-04-05/2025-04-11
4131,2025-04-11,UVXY,666,1,696.0,stop,-1.0253334992815213,3.797444423581716,1.035255202394236,1.0613385408447895,46.54762000000001,24139874.7,1.0,6.247275641025629,TRAIN,2025-04-05/2025-04-11
4064,2025-04-11,BIYA,736,1,740.0,target,2.0,4.395284344886099,1.0272226356092524,0.7750595525067753,1.57942,636369.0,0.0,14.109420289855068,TRAIN,2025-04-05/2025-04-11
4160,2025-04-14,NIU,578,1,955.0,eod,1.2357723577235806,4.075546719681902,4.201805622573323,1.2865772054834148,3.018,2591561.4,0.0,6.325088339222584,TRAIN,2025-04-12/2025-04-18
4142,2025-04-14,AXTI,580,1,582.0,stop,-1.0211369193154052,4.517340402032258,4.204452857105661,3.191149225425828,1.26756,427830.35,0.0,6.2000000000000055,TRAIN,2025-04-12/2025-04-18
4180,2025-04-14,XYF,586,1,614.0,stop,-1.035034199316013,2.7751414461305988,2.2343501925602127,1.2322741424419608,12.011640000000002,434920.85,0.0,5.98070796460175,TRAIN,2025-04-12/2025-04-18
4156,2025-04-14,JFIN,594,1,688.0,stop,-1.1615887215756073,2.767937532937339,3.9610623790767225,1.44699722051613,11.415987399999997,240703.45,0.0,12.692511881188096,TRAIN,2025-04-12/2025-04-18
4154,2025-04-14,HSAI,604,1,678.0,stop,-1.040955951265227,2.3834520964103154,2.389749556524065,1.5027074369555102,13.430100000000001,5678905.25,0.0,5.01999999999998,TRAIN,2025-04-12/2025-04-18
4135,2025-04-14,ABAT,621,1,625.0,stop,-1.0493466172381847,1.9862307635667618,3.1149520137534514,1.636783163550111,1.0864800000000001,945453.0,0.0,5.16893203883495,TRAIN,2025-04-12/2025-04-18
4167,2025-04-14,SERV,634,1,672.0,stop,-1.0291023166023163,3.3220034630924307,2.7541782242520565,3.07731842426598,6.237200000000001,4083328.7,0.0,7.961805555555546,TRAIN,2025-04-12/2025-04-18
4153,2025-04-14,HKPD,819,1,903.0,stop,-1.4485981308411173,3.9660343026586253,1.402115677888059,1.3454737078280177,1.18708,122859.95,0.0,7.594545454545432,TRAIN,2025-04-12/2025-04-18
4217,2025-04-15,RLAY,579,1,650.0,stop,-1.0302255289467583,3.2025077996440983,1.3780821553317952,1.8545377890109032,2.6860200000000005,3057588.8,0.0,6.69362549800796,TRAIN,2025-04-12/2025-04-18
4192,2025-04-15,CCLD,591,1,954.0,target,2.0,2.0370530440545034,1.5215100263562276,0.9802063780551992,1.38828,635632.2,0.0,5.659541984732797,TRAIN,2025-04-12/2025-04-18
4221,2025-04-15,SMCX,596,1,614.0,stop,-1.043939720129172,2.225202998874218,1.7288750992875732,0.8778827539700963,30.059279999999998,3825836.95,1.0,5.526901408450691,TRAIN,2025-04-12/2025-04-18
4187,2025-04-15,AUID,597,1,631.0,stop,-1.0354592585346767,2.742787539271793,3.55505105250376,1.9441263902551775,7.45446,306727.3,0.0,7.247186147186158,TRAIN,2025-04-12/2025-04-18
4271,2025-04-16,SOXL,577,1,592.0,stop,-1.0338882886776153,2.8662913484823163,3.0878710142111503,1.9563864783474525,9.68778,279164765.0,1.0,5.792880613362517,TRAIN,2025-04-12/2025-04-18
4236,2025-04-16,APPS,578,1,675.0,stop,-1.0327476038338674,2.963173340906952,4.079423707908089,1.8460811622828797,2.9576400000000005,3296516.5,0.0,6.841304347826083,TRAIN,2025-04-12/2025-04-18
4263,2025-04-16,NMAX,581,1,669.0,target,2.0,3.7970548286888803,2.0277825587526093,1.1175988882445231,27.182120000000005,6501375.909090909,0.0,8.058452950558204,TRAIN,2025-04-12/2025-04-18
4273,2025-04-16,TOI,582,1,589.0,stop,-1.3549853848652111,3.171643712852429,3.2610338919417603,1.3558016230033376,1.94158,1021727.85,0.0,6.362087912087899,TRAIN,2025-04-12/2025-04-18
4267,2025-04-16,PLCE,589,1,625.0,stop,-1.042284866468843,2.3102762733941073,4.744386786206781,3.8843008086146127,5.8347999999999995,483965.2,0.0,8.130111524163564,TRAIN,2025-04-12/2025-04-18
4244,2025-04-16,FATN,597,1,605.0,target,2.0,3.0615236196760423,1.6389370181224392,1.3241229988313803,7.50476,883389.5555555555,0.0,16.09588828549262,TRAIN,2025-04-12/2025-04-18
4243,2025-04-16,ELPW,611,1,622.0,target,2.0,4.331490449744721,2.6306236683359643,2.045510721797012,2.4042394,614155.5,0.0,13.0693254716981,TRAIN,2025-04-12/2025-04-18
4255,2025-04-16,LGO,630,1,914.0,stop,-1.0277732577920426,3.4754493468462386,1.2924316181317823,0.2665994592860743,1.5560807999999997,119965.5,0.0,7.731435316991853,TRAIN,2025-04-12/2025-04-18
4300,2025-04-17,FATE,577,1,748.0,target,2.0,3.357631985862608,3.9500234196746047,2.2599054581328963,1.0864800000000001,2101796.65,0.0,5.16893203883495,TRAIN,2025-04-12/2025-04-18
4317,2025-04-17,NFE,578,1,800.0,stop,-1.032076075869,3.0233332513827844,1.6842340066614367,1.4706507634174426,6.0117554,9957635.1,0.0,6.65173843416369,TRAIN,2025-04-12/2025-04-18
4294,2025-04-17,CCCC,581,1,597.0,target,2.0,2.295627941751206,4.839624365847045,6.308030420415192,1.17702,1017616.1,0.0,7.661467889908224,TRAIN,2025-04-12/2025-04-18
4301,2025-04-17,FATN,582,1,584.0,stop,-1.0271769273433173,3.5490030116331694,3.92663927712718,2.600278688928895,10.1606,883869.7368421053,0.0,9.87310195227764,TRAIN,2025-04-12/2025-04-18
4309,2025-04-17,ILLR,586,1,592.0,target,2.0,2.4280244459170963,1.7925994038385735,1.4465455201186872,1.0864800000000001,578821.5,0.0,6.2000000000000055,TRAIN,2025-04-12/2025-04-18
4287,2025-04-17,ANAB,593,1,955.0,eod,1.6774155584323815,1.6909553688877785,1.051424644037272,2.52770507844505,20.099880000000002,1006325.05,0.0,5.196535433070859,TRAIN,2025-04-12/2025-04-18
4312,2025-04-17,KSCP,620,1,624.0,stop,-1.0409166666666645,2.385685884691851,3.75969663418052,3.3164997739493454,5.03,424023.2,0.0,8.081896551724132,TRAIN,2025-04-12/2025-04-18
4328,2025-04-17,SONM,643,1,688.0,target,2.0,3.6644331541614505,1.0523061326485663,0.9051397677505244,1.62972,439250.65,0.0,6.2000000000000055,TRAIN,2025-04-12/2025-04-18
4354,2025-04-21,PNBK,578,1,585.0,stop,-1.0283563621365208,3.4064166239313485,1.8387646836939149,0.6872437125327185,2.8469800000000007,1167200.4,0.0,7.112830188679231,TRAIN,2025-04-19/2025-04-25
4345,2025-04-21,GYRE,584,1,593.0,stop,-1.0270966400767103,3.5591444289058334,4.1003697188488015,2.4636983099349736,9.352882600000003,209422.55,0.0,6.9379736238532,TRAIN,2025-04-19/2025-04-25
4369,2025-04-21,ZURA,592,1,955.0,eod,1.8635890315862442,4.509948184906327,2.782649892571613,2.2641366887880685,1.2776200000000002,401030.75,0.0,5.2735537190082615,TRAIN,2025-04-19/2025-04-25
4347,2025-04-21,KPTI,595,1,957.0,eod,1.3070469798657658,3.7027833001988197,1.1762588446338431,1.3828883798268712,5.150720000000001,161431.1,0.0,5.0175869120654415,TRAIN,2025-04-19/2025-04-25
4341,2025-04-21,ECOR,639,1,661.0,target,2.0,3.0622466749888484,1.6020591654887273,1.6305731953957934,6.4887000000000015,130358.5,0.0,7.464285714285723,TRAIN,2025-04-19/2025-04-25
4344,2025-04-21,GCTS,639,1,650.0,stop,-1.0335677024268526,2.892873780419789,2.472918636644847,2.1641421976911777,1.52409,220227.75,0.0,6.261888111888103,TRAIN,2025-04-19/2025-04-25
4335,2025-04-21,ALTS,668,1,752.0,stop,-1.0209356813543946,4.5587824870534135,3.7000266974665177,3.7253637244255353,5.80462,159559.2,0.0,13.699607072691531,TRAIN,2025-04-19/2025-04-25
4350,2025-04-21,MTEN,684,1,686.0,target,2.0,4.081209500229128,1.9529530189127409,2.2798196837129816,5.73923,168590.3,0.0,33.382634032634016,TRAIN,2025-04-19/2025-04-25
4384,2025-04-22,CONL,578,1,646.0,target,2.0,2.9471817742195627,4.915261991036573,2.9813846580780683,14.888800000000002,5898054.3,1.0,5.130311614730876,TRAIN,2025-04-19/2025-04-25
4445,2025-04-22,USAR,579,1,586.0,stop,-1.0284479734534238,3.3958194154908665,2.534451651472143,0.7625540481299766,12.424100000000001,2712798.3,0.0,7.154411764705859,TRAIN,2025-04-19/2025-04-25
4389,2025-04-22,DOMH,581,1,583.0,stop,-1.036788125324566,2.646333977700621,3.590936143550777,1.152998392140926,4.36604,717837.8,0.0,7.8815365551424765,TRAIN,2025-04-19/2025-04-25
4449,2025-04-22,WOLF,582,1,590.0,stop,-1.0459128555995643,2.131611873162591,2.5664619313268635,1.609409197897665,2.6055400000000004,29485136.9,0.0,6.031428571428554,TRAIN,2025-04-19/2025-04-25
4434,2025-04-22,SHFS,584,1,623.0,stop,-1.024996479369104,3.846674720071951,2.694468555647686,,3.6920200000000003,2301315.6,0.0,11.208761329305128,TRAIN,2025-04-19/2025-04-25
4379,2025-04-22,BTDR,587,1,604.0,stop,-1.033576758215588,2.892116125418375,4.055708529710089,3.770795999571057,8.71196,4528307.55,0.0,9.395214105793425,TRAIN,2025-04-19/2025-04-25
4423,2025-04-22,REVB,591,1,595.0,stop,-1.0313788775327222,3.088433189165846,2.4193410944697966,1.965970439085448,3.61154,136137.7,0.0,12.524062499999978,TRAIN,2025-04-19/2025-04-25
4448,2025-04-22,WGRX,597,1,955.0,eod,0.4764248293379925,3.7606194663848664,4.164525829403826,1.8663001122362763,3.34998,174110.05,0.0,6.0314285714285765,TRAIN,2025-04-19/2025-04-25
4544,2025-04-23,VRA,577,1,707.0,stop,-1.0241622146673133,3.974212974579737,3.854975624886465,7.125867195242813,2.0723600000000006,239443.2,0.0,8.74631578947367,TRAIN,2025-04-19/2025-04-25
4504,2025-04-23,NGNE,578,1,609.0,target,1.999999999999997,3.6128735975067663,2.133908776755619,2.6949905938368817,15.28617,374575.4,0.0,5.035044796691923,TRAIN,2025-04-19/2025-04-25
4539,2025-04-23,TVTX,579,1,594.0,stop,-1.0299851137733023,3.2273562308542108,3.0819291806526428,6.253283239684803,17.48428,1807977.9,0.0,7.406900800985805,TRAIN,2025-04-19/2025-04-25
4511,2025-04-23,PAL,580,1,955.0,eod,-0.43809702191421435,3.7953447372973312,2.012595257168784,2.825240484190176,8.44034,376496.25,0.0,6.252146464646469,TRAIN,2025-04-19/2025-04-25
4537,2025-04-23,TSLQ,594,1,600.0,stop,-1.0338160291438958,2.8722402427539993,3.6881166010882014,2.3294021281810195,38.228,18596384.45,1.0,9.649021864211726,TRAIN,2025-04-19/2025-04-25
4495,2025-04-23,LOT,600,1,630.0,stop,-1.026711185308847,3.608651123561658,2.389549413340025,1.404004695063932,1.32792,173850.35,0.0,7.639024390243909,TRAIN,2025-04-19/2025-04-25
4509,2025-04-23,OKLO,615,1,688.0,stop,-1.0349176075678956,2.7841498020424322,4.160031577462811,2.698205128659501,23.540399999999998,11846783.55,0.0,5.816952209197446,TRAIN,2025-04-19/2025-04-25
4473,2025-04-23,ERAS,635,1,639.0,stop,-1.0626550868486322,1.570966358710488,1.8750476787822483,2.1645515685567585,1.53918,1924189.4,0.0,12.013868613138667,TRAIN,2025-04-19/2025-04-25
4575,2025-04-24,IONX,577,1,585.0,target,2.0,3.9321120258315725,2.7107750636335117,1.836103072417557,35.97456,482496.3,1.0,6.179040852575457,TRAIN,2025-04-19/2025-04-25
4573,2025-04-24,HTZWW,581,1,955.0,eod,-0.3252361673414334,3.1343851782919527,4.070384153177165,4.300081773550627,4.7282,864350.05,0.0,5.934831460674128,TRAIN,2025-04-19/2025-04-25
4584,2025-04-24,NIXX,581,1,607.0,target,2.0,2.977345507791571,3.851812426195545,2.4190378315884105,1.6800199999999998,241396.05,0.0,5.346540880503126,TRAIN,2025-04-19/2025-04-25
4592,2025-04-24,RGTIW,581,1,659.0,stop,-1.081547017189077,3.1209567988892175,4.620180474623892,1.5097503043851417,3.1689000000000003,202094.5,0.0,8.572164948453587,TRAIN,2025-04-19/2025-04-25
4609,2025-04-24,TOI,586,1,595.0,stop,-1.022808522808523,4.200176584000531,4.682398920368995,2.9360889656533846,3.32986,1204553.2,0.0,14.086941580756008,TRAIN,2025-04-19/2025-04-25
4607,2025-04-24,TMC,603,1,648.0,stop,-1.0260067114093976,3.7027833001988175,1.2304686239756386,0.6172646469805873,2.73632,9171105.2,0.0,5.74263565891473,TRAIN,2025-04-19/2025-04-25
4552,2025-04-24,ALGS,641,1,689.0,stop,-1.1050141059027818,3.2031586703554824,1.0850553126118538,0.8699173654219663,5.75432,186237.85,0.0,7.841353383458638,TRAIN,2025-04-19/2025-04-25
4618,2025-04-24,ZYBT,663,1,665.0,stop,-1.047905851297847,2.0447451040364077,1.2413466229845624,1.213135432449614,8.89304,578259.65,0.0,15.14961038961038,TRAIN,2025-04-19/2025-04-25
4645,2025-04-25,SNOA,588,1,672.0,stop,-1.0333139455947655,2.914267020789823,1.1507315064969272,0.7789036393178198,4.0943194,3472290.35,0.0,7.141986876640405,TRAIN,2025-04-19/2025-04-25
4635,2025-04-25,NTGR,602,1,955.0,eod,0.9140910882170539,1.4586582118195608,2.0319047440603284,7.585404212136224,24.355260000000005,398782.2,0.0,8.5014745308311,TRAIN,2025-04-19/2025-04-25
