n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,tc,cost,h1,h2,vgross,half_ok,note
179,7.782608695652174,-0.06547683162857082,-0.07525991933694463,0.006116968153921455,-0.6306946652067281,30.434782608695656,8.695652173913043,9,-725.1097626894036,1115.9721040569798,-1172.0352861514166,-3588.8918432016253,-50.95805591962681,40.0,-0.17363471420698678,18.435754189944134,F2 T11:00 X7%,VAL,-0.5185839567783371,0.07159379978249225,0.03928963173631976,0.09362662569370775,0.006116968153921455,True,
192,3.6226415094339623,0.07794255634541232,0.065604205047689,0.14057513448831382,0.75304351927784,47.16981132075472,9.433962264150944,4,-728.3293677124154,1460.3156381608735,1496.4970818319161,-1789.6304753887146,28.23579399682861,58.333333333333336,-0.0267991323723422,25.0,F2 T11:00 X8%,TRAIN,0.6049059883274607,0.06263257814290156,0.10438692963278326,0.17830326295471804,0.024784669558728323,True,
142,6.173913043478261,-0.0471758009726029,-0.05808344134960441,0.024784669558728323,-0.39511000533560164,30.434782608695656,8.695652173913043,9,-725.1097626894036,980.8078747459457,-669.8963738109611,-3227.938535766549,-29.125929296128742,40.0,-0.16818901479413412,21.12676056338028,F2 T11:00 X8%,VAL,-0.34364762992843145,0.07196047053133124,0.10438692963278326,0.17830326295471804,0.024784669558728323,True,
176,3.3207547169811322,0.014419433975634822,0.006656061159342899,0.07465956399152847,0.13875643505120586,32.075471698113205,13.20754716981132,7,-486.39013375397303,1501.914909869055,253.78203797117254,-2652.258358516338,4.788340339078728,58.333333333333336,-0.09182190649842013,14.204545454545455,F2 T12:00 X6%,TRAIN,0.12181315765100273,0.06024013001589365,0.31364593308220495,-0.16982074461847388,-0.0844876521118324,False,
118,5.130434782608695,-0.15572757803706602,-0.1632715913207186,-0.0844876521118324,-1.2444396119443066,30.434782608695656,13.043478260869565,7,-591.1992728062419,744.7479565103386,-1837.5854208373794,-1837.5854208373794,-79.89501829727736,20.0,-0.2702702946447403,14.40677966101695,F2 T12:00 X6%,VAL,-1.2857886807886991,0.07123992592523365,0.31364593308220495,-0.16982074461847388,-0.0844876521118324,False,
134,2.5283018867924527,0.06194292558272153,0.05160725565477103,0.1253072548428217,0.5112687616074852,32.075471698113205,13.20754716981132,7,-479.5790742489767,1607.983823937849,830.0352028084678,-2235.784276018337,15.661041562423922,50.0,-0.04413875086973114,17.91044776119403,F2 T12:00 X7%,TRAIN,0.4352245270081123,0.06336432926010023,0.3860055160572584,-0.15143397629250346,-0.08380442861435076,False,
90,3.9130434782608696,-0.15349226269704308,-0.15981889739895666,-0.08380442861435076,-1.0528559327072469,30.434782608695656,13.043478260869565,7,-589.7958894918936,548.4795023201519,-1381.430364273388,-1723.394563376028,-60.062189751016874,20.0,-0.27920577345752645,14.444444444444443,F2 T12:00 X7%,VAL,-1.0783939950727464,0.06968783408269236,0.3860055160572584,-0.15143397629250346,-0.08380442861435076,False,
107,2.018867924528302,0.12020601910044114,0.10780947464282079,0.18439862700511978,0.8820791265646609,37.735849056603776,16.9811320754717,6,-479.5790742489767,1265.9173369450887,1286.2044043747208,-1938.5155684985639,24.26800762971171,50.0,0.00940572149375737,19.626168224299064,F2 T12:00 X8%,TRAIN,0.7625422587982161,0.06419260790467858,0.4869094632279935,-0.13556475746138144,-0.19618071027759867,False,
75,3.260869565217391,-0.2671857801553028,-0.27332869157231526,-0.19618071027759867,-1.7123954594110027,26.08695652173913,13.043478260869565,7,-589.7958894918936,665.9985712872552,-2003.8933511647715,-2003.8933511647715,-87.1257978767292,20.0,-0.3942375663416069,14.666666666666666,F2 T12:00 X8%,VAL,-1.5811365929051688,0.07100506987770423,0.4869094632279935,-0.13556475746138144,-0.19618071027759867,False,
90,1.6981132075471699,-0.31631852705609986,-0.32269045814936254,-0.25445258649672065,-2.4701868201776405,26.41509433962264,26.41509433962264,4,-607.4586120282339,372.3321742504375,-2846.866743504898,-3289.9187435940494,-53.71446685858298,16.666666666666664,-0.4511779952982978,13.333333333333334,F2 T13:00 X6%,TRAIN,-2.2996635972897574,0.06186594055937922,-0.23731785696483096,-0.27403513453316597,-0.02446609027003844,False,
52,2.260869565217391,-0.09254009094766692,-0.09947195400518519,-0.02446609027003844,-0.506711554187455,43.47826086956522,21.73913043478261,2,-595.3111652504753,326.9156197042811,-481.2084729278678,-723.7112444323,-20.922107518602946,40.0,-0.2197372901469905,17.307692307692307,F2 T13:00 X6%,VAL,-0.47268601373760516,0.06807400067762845,-0.23731785696483096,-0.27403513453316597,-0.02446609027003844,False,
65,1.2264150943396226,-0.2091558324923169,-0.21885876175992586,-0.14543258369160783,-1.3156922604320818,22.641509433962266,33.9622641509434,3,-383.6230704710569,477.0079480505803,-1359.5129112000598,-1802.5649112892102,-25.651187003774712,16.666666666666664,-0.3524499982452791,20.0,F2 T13:00 X7%,TRAIN,-1.1877471469087009,0.06372324880070898,-0.2251249064251135,-0.0580281006935694,0.07248682141886405,False,
40,1.7391304347826086,0.0036026746744886153,-0.004754213635755444,0.07248682141886405,0.016464103681571043,43.47826086956522,21.73913043478261,2,-364.7041029978261,234.50337067658683,14.410698697954672,-684.7093844301767,0.626552117302377,60.0,-0.10081116112083931,20.0,F2 T13:00 X7%,VAL,0.01668239205372829,0.06888414674437542,-0.2251249064251135,-0.0580281006935694,0.07248682141886405,False,
47,0.8867924528301887,-0.17903704792901243,-0.19102152708541345,-0.11221351807506755,-0.9905572175754734,22.641509433962266,47.16981132075472,3,-371.1180572206795,281.8419531681961,-841.4741252663582,-1284.526125355509,-15.876870288044495,20.0,-0.3253765372124433,21.27659574468085,F2 T13:00 X8%,TRAIN,-0.9062736270938465,0.06682352985394485,-0.20600318815012322,-0.00563434753523156,0.11287283923213853,False,
37,1.608695652173913,0.04531746398623143,0.036282990137318914,0.11287283923213853,0.19715659535050042,43.47826086956522,21.73913043478261,2,-336.4799419076522,234.50337067658683,167.67461674905633,-699.8761343088859,7.29020072821984,60.0,-0.06566242691659645,21.62162162162162,F2 T13:00 X8%,VAL,0.2022818681287704,0.06755537524590711,-0.20600318815012322,-0.00563434753523156,0.11287283923213853,False,
