key,exit,slots,TRAIN_n,VAL_n,TEST_n,TRAIN_meanR,VAL_meanR,TEST_meanR,TRAIN_t,VAL_t,TEST_t,min_t,all_pos
"F5 {""K"": 5, ""X"": 0.06}",e4,4,1000.0,408.0,272.0,0.03185937200105933,0.120376882134596,0.051582078547897564,0.572642905841803,1.3378756681815127,0.5064987308561767,0.5064987308561767,True
"F5 {""K"": 5, ""X"": 0.02}",e4,4,1000.0,408.0,272.0,0.03107383364083013,0.04900657692171979,0.14391685543428695,0.4244809276608434,0.4617625042731649,0.9203009780650808,0.4244809276608434,True
"F5 {""K"": 3, ""X"": 0.04}",e4,4,1000.0,408.0,272.0,0.12525720447666322,0.11856862225585303,0.029616554432998658,1.5965548799502112,1.2423572819389788,0.233057499219705,0.233057499219705,True
"F3 {""M"": 15, ""P"": 0.05}",e4,4,1000.0,408.0,272.0,0.039437882632616175,0.028953808804702844,0.22470960170056062,0.2972516735144454,0.1545863885894747,1.1904636176020968,0.1545863885894747,True
"F3 {""M"": 30, ""P"": 0.05}",e4,4,1000.0,408.0,272.0,0.039437882632616175,0.028953808804702844,0.22470960170056062,0.2972516735144454,0.1545863885894747,1.1904636176020968,0.1545863885894747,True
F7 {},e4,4,999.0,408.0,272.0,0.002259965041184523,0.20370499678278242,0.2812567567587547,0.021682906505220863,1.2036694868711466,1.9337136337586147,0.021682906505220863,True
"F5 {""K"": 3, ""X"": 0.06}",e4,4,1000.0,408.0,272.0,3.4667726792733336e-05,0.15421989016332688,0.0908714202061669,0.0005574665253084444,1.6629483904123585,0.7714902987344989,0.0005574665253084444,True
"F5 {""K"": 5, ""X"": 0.02}",e1c,4,1000.0,408.0,272.0,-0.00013939860957259498,0.046879528292066826,0.10453315377332319,-0.002982003348422855,0.63639791890172,1.1388737852046789,-0.002982003348422855,False
"F2 {""P"": 0.08}",e4,20,4162.0,1852.0,1239.0,0.06605135533425091,0.04595513976150339,-0.013356330890253568,0.6847631484768733,0.3392489886492361,-0.11687361575724059,-0.11687361575724059,False
"F5 {""K"": 3, ""X"": 0.04}",e1c,4,1000.0,408.0,272.0,0.021501503990664313,0.04899222151040796,-0.013372137289571547,0.48396818352761206,0.7255059906061411,-0.15779355203907883,-0.15779355203907883,False
"F1 {""P"": 0.05}",e4,4,1000.0,408.0,272.0,0.26157409361590045,0.02020605319806295,-0.02768474925182581,1.2677729287113657,0.1394797780969558,-0.1594246752777437,-0.1594246752777437,False
"F8 {""N"": 5}",e4,20,5000.0,2040.0,1360.0,0.047527891045529506,0.052866049188509553,-0.007410110116472834,2.10128556524452,1.8614914026707134,-0.1957667736423371,-0.1957667736423371,False
"F5 {""K"": 3, ""X"": 0.06}",e1c,20,5000.0,2040.0,1360.0,0.00040095492767419074,0.06674399234512267,-0.007741062367529207,0.02072729698111081,2.203838405151766,-0.21253709949684577,-0.21253709949684577,False
"F1 {""P"": 0.08}",e4,4,1000.0,408.0,272.0,0.04995614385118279,-0.01611389819372936,-0.03948807526147169,0.46391881893497294,-0.11275074343596864,-0.22899204231643516,-0.22899204231643516,False
"F5 {""K"": 8, ""X"": 0.02}",e4,4,1000.0,408.0,272.0,0.02033886518147971,0.034728482090861386,-0.028527045685740056,0.2933905882496538,0.3321096531839609,-0.25491324087262063,-0.25491324087262063,False
"F5 {""K"": 5, ""X"": 0.04}",e1c,20,5000.0,2040.0,1360.0,-0.0053328670148566435,0.06157499078255121,0.1155899467016748,-0.2738709063548097,2.0464767439863984,3.0888853883106435,-0.2738709063548097,False
"F9 {""G"": 0.05}",e4,4,990.0,408.0,272.0,-0.013994734085854752,0.14486872529065298,0.0010054772550464257,-0.3049206193829904,1.5805189370241486,0.010760807124984537,-0.3049206193829904,False
"F5 {""K"": 3, ""X"": 0.04}",e1c,20,5000.0,2040.0,1360.0,-0.006814143695307157,0.015655028707866635,0.06628404042035206,-0.33579959259114345,0.4974700985270802,1.708907276586572,-0.33579959259114345,False
"F5 {""K"": 8, ""X"": 0.06}",e1c,4,1000.0,408.0,272.0,0.024618748022865383,0.0013653842914216412,-0.024451655105022854,0.6876729675690109,0.024223741373470054,-0.35872670653669875,-0.35872670653669875,False
"F5 {""K"": 5, ""X"": 0.02}",e4,20,4998.0,2040.0,1360.0,-0.011695423086339569,-0.018364291607141574,-0.003356464337199591,-0.32764642892935797,-0.36321004480661623,-0.05791833599292005,-0.36321004480661623,False
"F5 {""K"": 8, ""X"": 0.04}",e4,20,5000.0,2040.0,1360.0,0.07343807399991645,-0.01609084125168964,0.049883517135766754,2.4954993743633254,-0.4758152587584208,1.240826287328217,-0.4758152587584208,False
"F3 {""M"": 30, ""P"": 0.1}",e4,20,2640.0,1404.0,993.0,0.10233272474031185,-0.041346973822996784,-0.059249301172757826,0.7884259194004236,-0.46625216232294686,-0.5785739205168088,-0.5785739205168088,False
"F5 {""K"": 8, ""X"": 0.04}",e1c,20,5000.0,2040.0,1360.0,0.012134485571288081,-0.01758387411485975,0.060035441800924995,0.6437985028275595,-0.6244286580582448,1.7210700219718116,-0.6244286580582448,False
"F5 {""K"": 8, ""X"": 0.06}",e4,4,1000.0,408.0,272.0,0.03678800240495899,0.004785852277562681,-0.047108287039038764,0.8568180082752979,0.07748240589403092,-0.6721446261409744,-0.6721446261409744,False
"F2 {""P"": 0.08}",e4,4,999.0,408.0,272.0,-0.054300098134668406,-0.04844543774995804,-0.13680674679985666,-0.3153054881158791,-0.2853405507321589,-0.6772637736408392,-0.6772637736408392,False
"F8 {""N"": 15}",e1c,20,5000.0,2040.0,1360.0,0.04006308847383605,0.03068298925759849,-0.01693553510584865,3.031397254850626,1.5555338688692584,-0.7314960757415097,-0.7314960757415097,False
F4 {},e4,4,1000.0,408.0,272.0,0.021325954970351804,-0.0946947443663964,0.17195321913787093,0.12035489758996502,-0.7532578086742461,0.9251346329151195,-0.7532578086742461,False
"F5 {""K"": 3, ""X"": 0.02}",e1c,4,1000.0,408.0,272.0,0.049463205915261696,-0.05740287650917056,0.14868492355786814,0.9977497759819433,-0.7674500693996112,1.572037434296176,-0.7674500693996112,False
"F9 {""G"": 0.05}",e1c,4,990.0,408.0,272.0,-0.011281157395374481,0.09636659814348812,-0.05369845346095297,-0.3076173979959652,1.6395374401524712,-0.801876021650098,-0.801876021650098,False
"F3 {""M"": 15, ""P"": 0.05}",e4,20,4678.0,2029.0,1340.0,-0.04019550394089753,-0.06311267742370405,-0.036802848125806004,-0.6679841614193238,-0.8995594560661624,-0.47814786739474013,-0.8995594560661624,False
"F5 {""K"": 5, ""X"": 0.06}",e1c,4,1000.0,408.0,272.0,-0.038471678274562535,0.08549054646492894,0.04490130115277963,-1.0136040427308095,1.4374193282755041,0.5888722952568841,-1.0136040427308095,False
"F3 {""M"": 30, ""P"": 0.05}",e4,20,4852.0,2040.0,1348.0,-0.034338563707067206,-0.07221197475571277,-0.03799812706893537,-0.5826931972564638,-1.035577890098321,-0.49481017399555455,-1.035577890098321,False
"F1 {""P"": 0.05}",e1c,4,1000.0,408.0,272.0,-0.054389444829437805,-0.07609221118060594,-0.004610058832145278,-1.1251877351919035,-1.0019753731787986,-0.04913094736309453,-1.1251877351919035,False
"F2 {""P"": 0.05}",e4,20,4982.0,2040.0,1360.0,-0.07592098438025002,0.024685135616742973,-0.09528730719341476,-1.1165822209000307,0.30371741496341426,-1.1875703398230184,-1.1875703398230184,False
"F8 {""N"": 15}",e4,20,5000.0,2040.0,1360.0,0.059220354684625616,0.03599402823330159,-0.02802907385146015,3.7515684892557526,1.7003770671428944,-1.2122080923879668,-1.2122080923879668,False
F4 {},e4,20,3950.0,1705.0,1184.0,-0.08335173778752733,0.05198005036090688,-0.011058908779497187,-1.2159209313477262,0.5099861075458493,-0.12332124404193419,-1.2159209313477262,False
"F1 {""P"": 0.12}",e4,4,946.0,400.0,268.0,0.20654131937032164,-0.10954989160402916,-0.2136684744794744,1.4305327733066902,-0.6730554289622163,-1.2227968944258842,-1.2227968944258842,False
"F3 {""M"": 15, ""P"": 0.1}",e4,20,1846.0,1061.0,777.0,0.09844068104766808,-0.12495171485247956,0.15027541040021697,0.8181214227046595,-1.2681303564764301,1.1813394721120163,-1.2681303564764301,False
"F2 {""P"": 0.05}",e4,4,1000.0,408.0,272.0,-0.011646002020259722,-0.08261446291183261,-0.23853629498677645,-0.06809722089506083,-0.5240672732837177,-1.2775126446994025,-1.2775126446994025,False
"F2 {""P"": 0.12}",e4,4,966.0,405.0,268.0,0.47984960545358774,0.03520896260341893,-0.2808355942812868,1.405399610578786,0.14940262023280018,-1.2815445600566582,-1.2815445600566582,False
"F9 {""G"": 0.05}",e4,20,3156.0,1659.0,1112.0,-0.02508629307079695,0.10916059674757495,-0.04987409941131923,-0.9206541602463837,2.472089748767914,-1.2952448564046957,-1.2952448564046957,False
"F8 {""N"": 5}",e4,4,1000.0,408.0,272.0,0.08775165072779118,0.05633565405292472,-0.10336190104954515,1.9100630075034457,0.8131865241246987,-1.4120809018156795,-1.4120809018156795,False
"F5 {""K"": 8, ""X"": 0.02}",e1c,4,1000.0,408.0,272.0,-0.001620427587148436,-0.1012361707274744,-0.046941896863080104,-0.03523299432875513,-1.462469334296048,-0.5458820393794483,-1.462469334296048,False
"F8 {""N"": 5}",e1c,20,5000.0,2040.0,1360.0,0.01163590640571243,0.045460294664249994,-0.04369348079066024,0.7333602237552707,1.8746800465569213,-1.495300885211163,-1.495300885211163,False
"F1 {""P"": 0.08}",e4,20,4077.0,1840.0,1254.0,0.09387669249624463,-0.10843475772090146,-0.09917278394748644,1.0445077797821463,-1.5321070871380937,-1.1885050116287672,-1.5321070871380937,False
"F8 {""N"": 15}",e1c,4,1000.0,408.0,272.0,0.01218613310374862,-0.06458539245718335,-0.04208530019056808,0.4117415691726681,-1.5381834112394535,-0.812515122478984,-1.5381834112394535,False
"F5 {""K"": 3, ""X"": 0.06}",e1c,4,1000.0,408.0,272.0,-0.06344166763687557,0.12114803425632137,0.08410907210655887,-1.571704516986801,1.798771734181231,1.0268773905729918,-1.571704516986801,False
"F1 {""P"": 0.12}",e1c,20,1647.0,780.0,601.0,0.026489753160645974,-0.08709535445919084,-0.08228997614497931,0.6744066613254068,-1.58149905777234,-1.2943726030381635,-1.58149905777234,False
"F8 {""N"": 15}",e4,4,1000.0,408.0,272.0,0.03102872582407057,-0.07115488311137563,-0.05054764859413918,0.8984615119692162,-1.6634628875489679,-0.9905842144254552,-1.6634628875489679,False
"F2 {""P"": 0.12}",e4,20,1898.0,932.0,661.0,0.47261836053528533,0.35340494717245835,-0.22461115757360056,2.2814456504884215,1.4109669853540068,-1.6956618661914067,-1.6956618661914067,False
"F5 {""K"": 3, ""X"": 0.02}",e1c,20,4999.0,2040.0,1360.0,-0.037582591741513384,-0.03190554181402645,0.060192940129856536,-1.7209749005211041,-0.9371284676886066,1.424666981966419,-1.7209749005211041,False
"F8 {""N"": 5}",e1c,4,1000.0,408.0,272.0,0.04463408851467809,0.03247717611312698,-0.11506065309687946,1.2834006327408642,0.5995920579435919,-1.848918711935668,-1.848918711935668,False
"F1 {""P"": 0.12}",e4,20,1647.0,780.0,601.0,0.2807521535072221,-0.006763216801068052,-0.23694062983732203,2.2516458416313627,-0.056491970496843714,-1.9040370130341941,-1.9040370130341941,False
"F1 {""P"": 0.08}",e1c,4,1000.0,408.0,272.0,-0.023692053545861912,-0.13991691826194638,-0.022533670653009787,-0.48779546382046535,-1.9058254095520861,-0.23903862292692782,-1.9058254095520861,False
"F1 {""P"": 0.05}",e4,20,5000.0,2040.0,1360.0,0.007678658730166342,-0.12205597077743027,0.17648266127948986,0.13236596577856152,-2.0320965125987676,1.619526025364805,-2.0320965125987676,False
"F1 {""P"": 0.12}",e1c,4,946.0,400.0,268.0,-0.006266195401088552,-0.17346961219438284,-0.037326587137652655,-0.12022542122103422,-2.304881137971192,-0.39994092215894317,-2.304881137971192,False
"F9 {""G"": 0.05}",e1c,20,3156.0,1659.0,1112.0,-0.046062622598933574,0.07061886452448991,-0.035433910012977604,-2.3457624299365585,2.5903075505618065,-1.0688754697925957,-2.3457624299365585,False
"F5 {""K"": 5, ""X"": 0.02}",e1c,20,4998.0,2040.0,1360.0,-0.05113054290541236,-0.05302974648425248,0.07099607714298138,-2.4183738223756213,-1.6135061965425428,1.7201830230750839,-2.4183738223756213,False
"F3 {""M"": 15, ""P"": 0.1}",e1c,4,947.0,400.0,266.0,-0.13810430233122165,-0.14251350391496825,-0.08871209765202646,-2.836904162531663,-1.899435591858318,-0.9340086796264097,-2.836904162531663,False
"F8 {""N"": 30}",e1c,4,1000.0,408.0,272.0,-0.02688716239287328,0.04354680556923922,-0.10990917701722817,-1.1017535747238127,1.19522525052408,-2.9019459374257233,-2.9019459374257233,False
"F8 {""N"": 30}",e4,4,1000.0,408.0,272.0,-0.004914771142538676,0.037635736839809676,-0.11068798326211206,-0.17278183348912327,1.0242110226871564,-2.920896811228732,-2.920896811228732,False
"F3 {""M"": 30, ""P"": 0.1}",e1c,4,986.0,407.0,270.0,-0.13962831941354617,-0.144904005944328,-0.1052687279515732,-2.9223654275666338,-1.9492236452846334,-1.1206884604891494,-2.9223654275666338,False
"F3 {""M"": 30, ""P"": 0.05}",e1c,4,1000.0,408.0,272.0,-0.14248857668170375,-0.04593345941278592,0.09998333309631773,-3.0366698937627388,-0.6114639771443096,1.041708667458278,-3.0366698937627388,False
"F3 {""M"": 15, ""P"": 0.05}",e1c,4,1000.0,408.0,272.0,-0.14248857668170375,-0.04593345941278592,0.09998333309631773,-3.0366698937627388,-0.6114639771443096,1.041708667458278,-3.0366698937627388,False
F10 {},e1c,4,1000.0,408.0,272.0,-0.11956884068524679,0.040730890681198,-0.19929315682561735,-3.0373890209498517,0.6485437925221712,-2.73651683986754,-3.0373890209498517,False
F10 {},e1c,20,5000.0,2040.0,1360.0,-0.036519650677312374,-0.003067135054517042,-0.10494414476868935,-2.0798477469483156,-0.1101769545246535,-3.10585094498806,-3.10585094498806,False
"F3 {""M"": 15, ""P"": 0.1}",e4,4,947.0,400.0,266.0,0.18484082446354008,-0.3673603263875124,-0.08441354140392307,0.9429310753896885,-3.154441185282489,-0.42722444098949447,-3.154441185282489,False
"F8 {""N"": 30}",e1c,20,5000.0,2040.0,1360.0,-0.013280967793569966,0.056555393721300425,-0.0588725593697765,-1.2078805986693288,3.3950739733101507,-3.1979911410251245,-3.1979911410251245,False
"F8 {""N"": 30}",e4,20,5000.0,2040.0,1360.0,-0.0029562718382059954,0.0541433359721568,-0.06127905823483751,-0.24210652559199786,3.2073642230619583,-3.2651117218835264,-3.2651117218835264,False
"F3 {""M"": 15, ""P"": 0.1}",e1c,20,1846.0,1061.0,777.0,-0.11638371034466923,-0.09092767818898269,0.010844462312387679,-3.2967207708707527,-1.9184560579216852,0.19218115145356313,-3.2967207708707527,False
"F2 {""P"": 0.12}",e1c,4,966.0,405.0,268.0,-0.16933686672337125,-0.2272166210100506,-0.11508386199557637,-3.3121515849569563,-2.951012322761957,-1.1483537112062523,-3.3121515849569563,False
"F3 {""M"": 30, ""P"": 0.1}",e4,4,986.0,407.0,270.0,0.17983066929588834,-0.3852945095601948,-0.10103385401825654,0.9470198100640705,-3.362472477466255,-0.5185773565349593,-3.362472477466255,False
"F2 {""P"": 0.08}",e1c,4,999.0,408.0,272.0,-0.16445779196640284,-0.12626938234102583,-0.169512472866901,-3.367566325073062,-1.650554154792504,-1.7488839083597283,-3.367566325073062,False
F4 {},e1c,4,1000.0,408.0,272.0,-0.1631119954965235,-0.14026357678125664,0.06964177998757837,-3.5382536975523498,-1.9271283645126134,0.75406468478157,-3.5382536975523498,False
"F5 {""K"": 8, ""X"": 0.02}",e1c,20,4994.0,2040.0,1360.0,-0.07376127701905762,-0.08377479801782652,-0.09196359599400233,-3.5967614729672515,-2.6420988111514165,-2.419816216610558,-3.5967614729672515,False
"F5 {""K"": 8, ""X"": 0.02}",e4,20,4994.0,2040.0,1360.0,-0.03724966832879331,-0.03768799571073523,-0.1664651683350041,-1.169787318651553,-0.8512817708917737,-3.634217687008619,-3.634217687008619,False
F10 {},e4,20,5000.0,2040.0,1360.0,-0.017190165832129668,0.09247908678427665,-0.15088654288917985,-0.7667614741212803,1.5747960060854367,-3.762648399475332,-3.762648399475332,False
"F2 {""P"": 0.12}",e1c,20,1898.0,932.0,661.0,-0.10788917793639201,-0.19945414348412308,-0.09207347404914286,-2.8724267122493448,-3.798331940002469,-1.471424161935346,-3.798331940002469,False
"F2 {""P"": 0.05}",e1c,4,1000.0,408.0,272.0,-0.1854425086088098,-0.15762127126476883,0.008244217767039222,-3.855407258769345,-2.0736831160411713,0.08385268549488523,-3.855407258769345,False
"F1 {""P"": 0.05}",e1c,20,5000.0,2040.0,1360.0,-0.06308447423048846,-0.13412809377994442,0.041972782137798516,-2.879139813436366,-3.983691240266968,0.9823008934671846,-3.983691240266968,False
"F1 {""P"": 0.08}",e1c,20,4077.0,1840.0,1254.0,-0.06310876520081732,-0.14660688435631006,-0.03077687293266356,-2.551699672279749,-4.090484518071197,-0.6818830076604934,-4.090484518071197,False
F7 {},e4,20,4632.0,2000.0,1352.0,-0.16148549361066897,-0.1068823257120056,-0.04816530813373413,-4.2675524203944954,-2.2098342932578654,-0.7925747922925104,-4.2675524203944954,False
"F3 {""M"": 30, ""P"": 0.1}",e1c,20,2640.0,1404.0,993.0,-0.12890458412675954,-0.09127978965776852,-0.060417026929089714,-4.347819883962006,-2.2119810687462955,-1.2245300178090794,-4.347819883962006,False
F10 {},e4,4,1000.0,408.0,272.0,-0.13623974927251215,0.09470364947409197,-0.3226621476495594,-2.7374772705799817,1.2174363025320731,-4.506194621387206,-4.506194621387206,False
"F2 {""P"": 0.08}",e1c,20,4162.0,1852.0,1239.0,-0.13236646621068843,-0.20494557584729697,-0.026608498046952395,-5.328368933958139,-5.61430229450224,-0.5748183940412794,-5.61430229450224,False
"F3 {""M"": 15, ""P"": 0.05}",e1c,20,4678.0,2029.0,1340.0,-0.15254494270178842,-0.15199970512093494,-0.006475013601924534,-6.901986144157958,-4.519833665802787,-0.15120339939298078,-6.901986144157958,False
"F3 {""M"": 30, ""P"": 0.05}",e1c,20,4852.0,2040.0,1348.0,-0.1592338379556705,-0.1435646760652612,-0.007005543519782519,-7.346611547809135,-4.27452144165221,-0.16395280180854924,-7.346611547809135,False
"F2 {""P"": 0.05}",e1c,20,4982.0,2040.0,1360.0,-0.16842067962430798,-0.13168432608068983,0.015404778927743069,-7.651209717910774,-3.8288805669037034,0.35208428253472135,-7.651209717910774,False
F4 {},e1c,20,3950.0,1705.0,1184.0,-0.20520623824926185,-0.1371722446078965,-0.07092095689165541,-8.617492729878283,-3.7329724058660223,-1.5747293336952206,-8.617492729878283,False
F7 {},e1c,20,4632.0,2000.0,1352.0,-0.20368701980952875,-0.16296979977186857,-0.060037452642898385,-12.938723473822629,-6.332197562455621,-1.8136270723409287,-12.938723473822629,False
