day,symbol,split,wk,as_is,r_pct,why,price,cap60,cap60_fill,cap100,cap100_fill
2025-01-16,CNXC,TRAIN,2025-01-11/2025-01-17,-1.0849217895790852,3.4915476,stop,47.61241,0.0,0,-1.072823059521196,1
2025-01-16,DOGZ,TRAIN,2025-01-11/2025-01-17,-0.1230696298035327,11.366982,eod,44.45296,0.0,0,0.0,0
2025-01-16,BCAX,TRAIN,2025-01-11/2025-01-17,-1.2438744874584735,1.2251172,stop,12.95876,-1.3220000062804007,1,-1.3220000062804007,1
2025-01-17,ATRA,TRAIN,2025-01-11/2025-01-17,-1.0393785220900726,7.4296904,stop,7.85349,-1.0389661021965262,1,-1.0389661021965262,1
2025-01-17,QBTS,TRAIN,2025-01-11/2025-01-17,-1.0523924663022457,5.618772,stop,5.82743,-1.055225805515797,1,-1.055225805515797,1
2025-01-17,MESO,TRAIN,2025-01-11/2025-01-17,0.6956787579992669,4.784746,eod,16.72001,0.0,0,0.0,0
2025-01-17,TRAW,TRAIN,2025-01-11/2025-01-17,-1.0561043849960303,5.2535377,stop,6.86052,0.0,0,-1.050762940137686,1
2025-01-21,QURE,TRAIN,2025-01-18/2025-01-24,-1.2445791304102785,1.2216021,stop,14.09215,0.0,0,0.0,0
2025-01-21,TSLQ,TRAIN,2025-01-18/2025-01-24,2.0,3.2171776,target,22.61765,0.0,0,0.0,0
2025-01-21,BTSG,TRAIN,2025-01-18/2025-01-24,2.0,5.609318,target,18.60565,0.0,0,0.0,0
2025-01-21,SMWB,TRAIN,2025-01-18/2025-01-24,-0.1307213588495963,9.669967,eod,15.68692,-0.10291156551380386,1,-0.10291156551380386,1
2025-01-22,APLD,TRAIN,2025-01-18/2025-01-24,-1.219811828159003,1.3586234,stop,9.43823,0.0,0,0.0,0
2025-01-22,BTDR,TRAIN,2025-01-18/2025-01-24,-1.1882775909412795,1.5849733,stop,21.77513,0.0,0,0.0,0
2025-01-22,ENGN,TRAIN,2025-01-18/2025-01-24,-1.1880967600564316,1.5864887,stop,6.99091,-1.23133334062041,1,-1.23133334062041,1
2025-01-22,GLUE,TRAIN,2025-01-18/2025-01-24,2.0,1.3504303,target,5.70707,0.0,0,0.0,0
2025-01-23,TIL,TRAIN,2025-01-18/2025-01-24,2.0,3.787623,target,19.77916,0.0,0,0.0,0
2025-01-23,BTCT,TRAIN,2025-01-18/2025-01-24,2.0,6.1257787,target,6.17848,2.0,1,2.0,1
2025-01-23,CFB,TRAIN,2025-01-18/2025-01-24,0.1226031881027634,5.157691,eod,15.02494,0.07392592792143299,1,0.07392592792143299,1
2025-01-23,NNE,TRAIN,2025-01-18/2025-01-24,2.0,3.171145,target,36.55935,0.0,0,0.0,0
2025-01-24,LFMD,TRAIN,2025-01-18/2025-01-24,-0.4106366779433377,2.2506125,eod,5.17548,0.0,0,0.0,0
2025-01-24,SOUNW,TRAIN,2025-01-18/2025-01-24,-0.4597573316402942,4.257968,eod,9.59871,0.0,0,0.0,0
2025-01-24,YSXT,TRAIN,2025-01-18/2025-01-24,2.0,2.8490896,target,5.568656,0.0,0,0.0,0
2025-01-24,COEP,TRAIN,2025-01-18/2025-01-24,2.0,2.5510738,target,9.76922,2.0,1,2.0,1
2025-01-27,EVAX,TRAIN,2025-01-25/2025-01-31,2.0,7.078102,target,6.04809,0.0,0,0.0,0
2025-01-27,TRML,TRAIN,2025-01-25/2025-01-31,-0.7137405868295804,5.1590953,eod,17.59262,-0.6959999743034693,1,-0.6959999743034693,1
2025-01-27,SLN,TRAIN,2025-01-25/2025-01-31,-1.1108032810951052,5.2666254,stop,5.70707,0.0,0,0.0,0
2025-01-27,COEP,TRAIN,2025-01-25/2025-01-31,2.0,6.326361,target,11.94573,2.0,1,2.0,1
2025-01-28,CCB,TRAIN,2025-01-25/2025-01-31,0.3499066742383996,7.005866,eod,84.39242,0.0,0,0.25873186693829314,1
2025-01-28,FPH,TRAIN,2025-01-25/2025-01-31,-1.1037575521501133,2.863756,stop,6.23866,0.0,0,0.0,0
2025-01-28,WSFS,TRAIN,2025-01-25/2025-01-31,0.4711605706881533,2.3007634,eod,54.95437,0.0,0,0.0,0
2025-01-28,BDMD,TRAIN,2025-01-25/2025-01-31,-0.0549151014573318,6.5564814,eod,7.19151,-0.009644444111624826,1,-0.009644444111624826,1
2025-01-29,BNGO,TRAIN,2025-01-25/2025-01-31,2.0,1.1584575,target,5.08521,0.0,0,0.0,0
2025-01-29,GRAL,TRAIN,2025-01-25/2025-01-31,2.0,2.1806622,target,27.12112,0.0,0,0.0,0
2025-01-29,NTCL,TRAIN,2025-01-25/2025-01-31,2.0,2.670111,target,8.43523,-1.1046249981932421,1,-1.1046249981932421,1
2025-01-29,CFB,TRAIN,2025-01-25/2025-01-31,0.382306635653993,6.054767,eod,15.63677,0.34222564459675897,1,0.34222564459675897,1
2025-01-30,API,TRAIN,2025-01-25/2025-01-31,1.084475958578276,4.2319407,eod,5.79734,0.0,0,0.0,0
2025-01-30,DXF,TRAIN,2025-01-25/2025-01-31,-1.1039366416182286,11.54052,stop,23.03891,-1.0256072047436007,1,-1.0256072047436007,1
2025-01-30,MBLY,TRAIN,2025-01-25/2025-01-31,0.1026000406793998,9.7024975,eod,16.05803,0.09417834639052801,1,0.09417834639052801,1
2025-01-30,BRKL,TRAIN,2025-01-25/2025-01-31,0.3015246802202018,4.518809,eod,12.08615,0.2807387215638509,1,0.2807387215638509,1
2025-01-31,NEUP,TRAIN,2025-01-25/2025-01-31,-1.1279605003011832,2.3262928,stop,5.42623,0.0,0,0.0,0
2025-01-31,JL,TRAIN,2025-01-25/2025-01-31,-1.0445473241400691,6.586547,stop,5.56665,-1.2749142180509438,1,-1.2749142180509438,1
2025-01-31,PDYN,TRAIN,2025-01-25/2025-01-31,-0.0627097749557808,5.136661,eod,8.47535,-0.08719015697727957,1,-0.08719015697727957,1
2025-01-31,CMPR,TRAIN,2025-01-25/2025-01-31,-1.0616354486694357,4.789622,stop,70.37048,0.0,0,-1.0566938776831198,1
2025-02-03,AVBP,TRAIN,2025-02-01/2025-02-07,-1.0334801434301302,8.700667,stop,28.62562,-0.44369233114335727,1,-0.44369233114335727,1
2025-02-03,ZSPC,TRAIN,2025-02-01/2025-02-07,2.0,5.128806,target,17.70295,0.0,0,2.0,1
2025-02-03,ZBIO,TRAIN,2025-02-01/2025-02-07,-1.0671584619560015,4.401509,stop,8.04406,-1.0719090854154136,1,-1.0719090854154136,1
2025-02-03,BCAX,TRAIN,2025-02-01/2025-02-07,-1.18901792150548,4.486224,stop,12.65786,0.0,0,0.0,0
2025-02-04,SLAB,TRAIN,2025-02-01/2025-02-07,2.0,2.5551138,target,135.19437,0.0,0,0.0,0
2025-02-04,DWTX,TRAIN,2025-02-01/2025-02-07,-1.0580521723286629,5.080246,stop,14.22254,-1.055999998521921,1,-1.055999998521921,1
2025-02-04,TDG,TRAIN,2025-02-01/2025-02-07,-0.5076693538985184,7.619061,eod,1356.8384,-0.48747097675391166,1,-0.48747097675391166,1
2025-02-04,EPD,TRAIN,2025-02-01/2025-02-07,-0.2359486936298346,5.048814,eod,33.22939,-0.1877082825025962,1,-0.1877082825025962,1
2025-02-05,DWTX,TRAIN,2025-02-01/2025-02-07,-1.0756869993141482,3.9120111,stop,13.00891,-1.0785306117272977,1,-1.0785306117272977,1
2025-02-05,INKT,TRAIN,2025-02-01/2025-02-07,2.0,1.4875573,target,12.06609,2.0,1,2.0,1
2025-02-05,TKR,TRAIN,2025-02-01/2025-02-07,1.1575635860098763,2.712342,eod,79.14673,0.0,0,0.0,0
2025-02-05,CORZW,TRAIN,2025-02-01/2025-02-07,2.0,1.0268464,target,6.87055,0.0,0,0.0,0
2025-02-06,ACB,TRAIN,2025-02-01/2025-02-07,2.0,2.341393,target,5.38611,0.0,0,0.0,0
2025-02-06,CPAY,TRAIN,2025-02-01/2025-02-07,-0.0670375296041426,4.5752597,eod,389.836,0.0,0,0.0,0
2025-02-06,HBNC,TRAIN,2025-02-01/2025-02-07,0.4068935678384233,4.4750566,eod,17.24157,0.4283420961165747,1,0.4283420961165747,1
2025-02-06,OSBC,TRAIN,2025-02-01/2025-02-07,0.176593811173507,4.982339,eod,19.21748,0.16740932627616129,1,0.16740932627616129,1
2025-02-07,CRNC,TRAIN,2025-02-01/2025-02-07,2.0,4.212011,target,12.77822,0.0,0,0.0,0
2025-02-07,GHRS,TRAIN,2025-02-01/2025-02-07,-1.118377442242422,2.5130382,stop,13.55053,-1.1341000021604901,1,-1.1341000021604901,1
2025-02-07,ACB,TRAIN,2025-02-01/2025-02-07,-1.0599109876721575,4.9252243,stop,6.26875,0.0,0,0.0,0
2025-02-07,TKNO,TRAIN,2025-02-01/2025-02-07,-1.1703085741053392,1.8962635,stop,9.24766,0.0,0,0.0,0
2025-02-10,CLS,TRAIN,2025-02-08/2025-02-14,0.0034143121936537,4.665341,eod,130.0891,0.0,0,-0.1115149125486787,1
2025-02-10,DWTX,TRAIN,2025-02-08/2025-02-14,-1.117715187023258,2.5270557,stop,10.77222,-1.1327053944535428,1,-1.1327053944535428,1
2025-02-10,LUNRW,TRAIN,2025-02-08/2025-02-14,2.0,1.021573,target,6.9207,0.0,0,0.0,0
2025-02-10,MAZE,TRAIN,2025-02-08/2025-02-14,-1.1331388693748277,2.2364893,stop,13.42014,0.0,0,0.0,0
2025-02-11,GFS,TRAIN,2025-02-08/2025-02-14,1.2948759838929795,4.182524,eod,37.85322,0.0,0,0.0,0
2025-02-11,HSAI,TRAIN,2025-02-08/2025-02-14,2.0,1.9325873,target,17.14127,0.0,0,0.0,0
2025-02-11,IRBT,TRAIN,2025-02-08/2025-02-14,1.1633187437960084,3.7859101,eod,9.17745,0.0,0,0.0,0
2025-02-11,LTBR,TRAIN,2025-02-08/2025-02-14,-1.0878965691648674,3.374709,stop,11.70501,0.0,0,0.0,0
2025-02-12,BBAI,TRAIN,2025-02-08/2025-02-14,2.0,5.907278,target,8.024,2.0,1,2.0,1
2025-02-12,ESAB,TRAIN,2025-02-08/2025-02-14,-1.1885452016716311,1.5827355,stop,123.08816,-1.4088473649977005,1,-1.4088473649977005,1
2025-02-12,LTBR,TRAIN,2025-02-08/2025-02-14,2.0,5.1737776,target,10.87252,0.0,0,0.0,0
2025-02-12,TRDA,TRAIN,2025-02-08/2025-02-14,1.6448957170958105,2.1725674,eod,12.27672,1.9395831999119817,1,1.9395831999119817,1
2025-02-13,BDMD,TRAIN,2025-02-08/2025-02-14,2.0,2.3234863,target,5.92773,0.0,0,0.0,0
2025-02-13,MYNZ,TRAIN,2025-02-08/2025-02-14,-1.1587886118447537,1.877481,stop,7.60274,0.0,0,0.0,0
2025-02-13,RFAC,TRAIN,2025-02-08/2025-02-14,2.0,6.675323,target,8.6258,0.0,0,0.0,0
2025-02-13,YOSH,TRAIN,2025-02-08/2025-02-14,2.0,3.6348205,target,13.49035,0.0,0,0.0,0
2025-02-14,ATOM,TRAIN,2025-02-08/2025-02-14,-1.0478104097154135,6.146223,stop,6.66995,0.0,0,-1.0456744184973545,1
2025-02-14,BDMD,TRAIN,2025-02-08/2025-02-14,2.0,2.3728814,target,6.26875,0.0,0,0.0,0
2025-02-14,DUOT,TRAIN,2025-02-08/2025-02-14,2.0,3.023171,target,7.34196,0.0,0,0.0,0
2025-02-14,DWTX,TRAIN,2025-02-08/2025-02-14,-1.2628215367581992,2.8250568,stop,6.73013,-1.1174117680396354,1,-1.1174117680396354,1
2025-02-18,HBNC,TRAIN,2025-02-15/2025-02-21,-0.0689093814745576,4.298732,eod,17.2516,0.0008695651547373229,1,0.0008695651547373229,1
2025-02-18,BDMD,TRAIN,2025-02-15/2025-02-21,-1.1070635828219837,2.7761436,stop,6.45932,0.0,0,0.0,0
2025-02-18,UVSP,TRAIN,2025-02-15/2025-02-21,-0.2150210433514517,11.916591,eod,31.50423,-0.1947595502407313,1,-0.1947595502407313,1
2025-02-18,WYHG,TRAIN,2025-02-15/2025-02-21,2.0,3.0814533,target,8.6258,0.0,0,0.0,0
2025-02-19,AVBP,TRAIN,2025-02-15/2025-02-21,2.0,1.212045,target,26.28863,0.0,0,0.0,0
2025-02-19,JG,TRAIN,2025-02-15/2025-02-21,-1.0505954370765822,5.8144712,stop,11.78525,-1.0532307719758482,1,-1.0532307719758482,1
2025-02-19,KRYS,TRAIN,2025-02-15/2025-02-21,2.0,5.828497,target,157.16006,0.0,0,0.0,0
2025-02-19,QUAD,TRAIN,2025-02-15/2025-02-21,1.2891522915388265,8.536499,eod,7.04106,0.0,0,1.1497499703770517,1
2025-02-20,EQX,TRAIN,2025-02-15/2025-02-21,0.762850140217095,6.4570994,eod,6.8204,0.6876521627348096,1,0.6876521627348096,1
2025-02-20,ESAB,TRAIN,2025-02-15/2025-02-21,-1.1551239346400934,2.9922142,stop,125.50539,-1.1721301423698263,1,-1.1721301423698263,1
2025-02-20,SKBL,TRAIN,2025-02-15/2025-02-21,-1.116821809924556,2.5462167,stop,8.45529,0.0,0,0.0,0
2025-02-20,ETON,TRAIN,2025-02-15/2025-02-21,-0.8318833996657822,4.796721,eod,14.89455,0.0,0,0.0,0
2025-02-21,JTAI,TRAIN,2025-02-15/2025-02-21,-1.065604851055071,4.5041747,stop,7.37205,0.0,0,0.0,0
2025-02-21,CGAU,TRAIN,2025-02-15/2025-02-21,-1.0444821995581808,6.5960016,stop,6.66995,-1.0464999990139008,1,-1.0464999990139008,1
2025-02-21,SOUNW,TRAIN,2025-02-15/2025-02-21,-1.079276940257174,3.7370646,stop,5.23566,-1.0860000017224252,1,-1.0860000017224252,1
2025-02-21,CVS,TRAIN,2025-02-15/2025-02-21,-0.5839741410062939,4.9989376,eod,65.28527,-0.5573705473904891,1,-0.5573705473904891,1
2025-02-24,AVBP,TRAIN,2025-02-22/2025-02-28,-1.2694213426097254,1.1093796,stop,27.15121,-2.276318338127135,1,-2.276318338127135,1
2025-02-24,BDMD,TRAIN,2025-02-22/2025-02-28,-1.1652950930184889,1.804022,stop,5.3159,-1.1759999891872641,1,-1.1759999891872641,1
2025-02-24,CSAI,TRAIN,2025-02-22/2025-02-28,-1.1018140267941745,2.917888,stop,10.69198,-1.113214285150393,1,-1.113214285150393,1
2025-02-24,GRAL,TRAIN,2025-02-22/2025-02-28,-1.0648131288823173,4.55836,stop,40.85219,0.0,0,-1.0601940332580053,1
2025-02-25,AVR,TRAIN,2025-02-22/2025-02-28,2.0,3.19276,target,7.29181,0.0,0,0.0,0
2025-02-25,AXGN,TRAIN,2025-02-22/2025-02-28,1.0356890954533262,10.208298,eod,18.06403,0.0,0,0.0,0
2025-02-25,BBAI,TRAIN,2025-02-22/2025-02-28,-1.0810560684947452,3.6560352,stop,5.95782,0.0,0,0.0,0
2025-02-25,DXF,TRAIN,2025-02-22/2025-02-28,2.0,2.0180836,target,13.38002,0.0,0,0.0,0
2025-02-26,ARHS,TRAIN,2025-02-22/2025-02-28,-1.0399225649774162,7.330904,stop,11.94573,0.0,0,0.0,0
2025-02-26,CWH,TRAIN,2025-02-22/2025-02-28,-0.2453364720025438,4.0858192,eod,20.8624,0.0,0,-0.3438571622321598,1
2025-02-26,JTAI,TRAIN,2025-02-22/2025-02-28,0.3154753990661963,5.9202213,eod,6.76022,2.0,1,2.0,1
2025-02-26,TIC,TRAIN,2025-02-22/2025-02-28,0.1110143269377015,2.5757372,eod,12.7381,0.0,0,-0.041000002128413975,1
2025-02-27,AARD,TRAIN,2025-02-22/2025-02-28,-1.3425108311004166,2.2003403,stop,13.14933,0.0,0,0.0,0
2025-02-27,CSAI,TRAIN,2025-02-22/2025-02-28,-1.143854932565216,2.071038,stop,8.46532,-1.1678000067276881,1,-1.1678000067276881,1
2025-02-27,HAFC,TRAIN,2025-02-22/2025-02-28,0.0339144984718507,5.307492,eod,23.56047,0.09577965611331976,1,0.09577965611331976,1
2025-02-27,RVMD,TRAIN,2025-02-22/2025-02-28,-1.167904312023908,1.776153,stop,40.6215,0.0,0,0.0,0
2025-02-28,ALGS,TRAIN,2025-02-22/2025-02-28,-1.068056804295668,4.3442464,stop,16.81028,-1.0729411782397484,1,-1.0729411782397484,1
2025-02-28,IMNM,TRAIN,2025-02-22/2025-02-28,1.2967972617622916,4.1121855,eod,8.91667,1.4062856707999463,1,1.4062856707999463,1
2025-02-28,UMAC,TRAIN,2025-02-22/2025-02-28,0.5471512019929738,6.249229,eod,6.89061,0.5140909109639504,1,0.5140909109639504,1
2025-02-28,CNTA,TRAIN,2025-02-22/2025-02-28,-1.703979245223401,2.0203664,stop,15.10518,-1.749115509882197,1,-1.749115509882197,1
2025-03-03,CYD,TRAIN,2025-03-01/2025-03-07,-1.0839357333791608,3.5320816,stop,19.17736,-1.0915161284464572,1,-1.0915161284464572,1
2025-03-03,DAVE,TRAIN,2025-03-01/2025-03-07,-1.1186572519955107,4.657179,stop,100.96198,0.0,0,0.0,0
2025-03-03,SION,TRAIN,2025-03-01/2025-03-07,2.0,1.8195957,target,13.81131,0.0,0,0.0,0
2025-03-03,IBIO,TRAIN,2025-03-01/2025-03-07,2.0,4.2324142,target,5.84749,0.0,0,0.0,0
2025-03-04,DNTH,TRAIN,2025-03-01/2025-03-07,-1.0959624589635355,3.09398,stop,19.67886,-1.2331636528925145,1,-1.2331636528925145,1
2025-03-04,DOMH,TRAIN,2025-03-01/2025-03-07,-1.064773223463716,4.5611258,stop,6.56965,2.0,1,2.0,1
2025-03-04,LTBR,TRAIN,2025-03-01/2025-03-07,2.0,2.7486281,target,9.593695,0.0,0,0.0,0
2025-03-04,SION,TRAIN,2025-03-01/2025-03-07,-3.7684713991296346,1.4061217,stop,14.45323,2.0,1,2.0,1
2025-03-05,NUKK,TRAIN,2025-03-01/2025-03-07,2.0,2.3068883,target,17.43214,0.0,0,0.0,0
2025-03-05,JVA,TRAIN,2025-03-01/2025-03-07,2.0,4.0699387,target,6.62983,0.0,0,0.0,0
2025-03-05,SION,TRAIN,2025-03-01/2025-03-07,2.0,2.4547977,target,14.8444,0.0,0,0.0,0
2025-03-05,WYHG,TRAIN,2025-03-01/2025-03-07,-1.2720934510693576,4.571998,stop,10.5315,-1.2910000878740706,1,-1.2910000878740706,1
2025-03-06,ASTS,TRAIN,2025-03-01/2025-03-07,-1.0753888431370089,3.9272714,stop,33.9014,-1.0746468409136256,1,-1.0746468409136256,1
2025-03-06,ATXS,TRAIN,2025-03-01/2025-03-07,2.0,1.7394046,target,6.24869,2.0,1,2.0,1
2025-03-06,IBCP,TRAIN,2025-03-01/2025-03-07,-0.2117018345639117,7.9136386,eod,32.30663,-0.1806585408419184,1,-0.1806585408419184,1
2025-03-06,M,TRAIN,2025-03-01/2025-03-07,-0.2355284659028484,5.6174827,eod,13.34993,-0.1924225329856448,1,-0.1924225329856448,1
2025-03-07,AARD,TRAIN,2025-03-01/2025-03-07,2.0,1.2416532,target,9.54856,0.0,0,0.0,0
2025-03-07,LNSR,TRAIN,2025-03-01/2025-03-07,1.7350783494314614,4.25213,eod,13.71101,1.7492828505696296,1,1.7492828505696296,1
2025-03-07,SION,TRAIN,2025-03-01/2025-03-07,2.0,1.127289,target,15.69695,0.0,0,0.0,0
2025-03-07,SMCL,TRAIN,2025-03-01/2025-03-07,-1.0669056388108904,4.417894,stop,15.29575,-1.0705312475964375,1,-1.0705312475964375,1
2025-03-10,AZTA,TRAIN,2025-03-08/2025-03-14,-0.2405969853052551,4.635909,eod,43.81104,-0.28272558844986617,1,-0.28272558844986617,1
2025-03-10,CRBP,TRAIN,2025-03-08/2025-03-14,-1.1120227536331049,2.6543345,stop,6.81037,-1.1259950120827364,1,-1.1259950120827364,1
2025-03-10,GRRR,TRAIN,2025-03-08/2025-03-14,-1.053268735926461,5.528048,stop,28.49523,0.0,0,-1.0475833382532622,1
2025-03-10,SIBN,TRAIN,2025-03-08/2025-03-14,-1.242841604687238,1.2303066,stop,16.10818,0.0,0,0.0,0
2025-03-11,DWTX,TRAIN,2025-03-08/2025-03-14,2.0,2.791625,target,8.46532,0.0,0,0.0,0
2025-03-11,ELAB,TRAIN,2025-03-08/2025-03-14,-1.122639926701842,2.4264004,stop,5.1755805,0.0,0,0.0,0
2025-03-11,GRRR,TRAIN,2025-03-08/2025-03-14,2.0,2.9354086,target,24.2726,0.0,0,0.0,0
2025-03-11,TIC,TRAIN,2025-03-08/2025-03-14,-1.187347689991872,1.5927994,stop,11.59468,0.0,0,0.0,0
2025-03-12,CDRE,TRAIN,2025-03-08/2025-03-14,0.8530646303443636,6.0396376,eod,33.62056,0.8089711604227136,1,0.8089711604227136,1
2025-03-12,IRON,TRAIN,2025-03-08/2025-03-14,-0.2031796546599097,2.0011778,eod,54.05167,0.0,0,0.0,0
2025-03-12,KRMN,TRAIN,2025-03-08/2025-03-14,2.0,1.844853,target,29.75901,0.0,0,0.0,0
2025-03-12,MYTE,TRAIN,2025-03-08/2025-03-14,-2.4546579073162187,1.484674,stop,8.85649,0.0,0,0.0,0
2025-03-13,NN,TRAIN,2025-03-08/2025-03-14,2.0,4.5706115,target,10.30081,0.0,0,0.0,0
2025-03-13,ASTL,TRAIN,2025-03-08/2025-03-14,1.2135629963061123,5.0939965,eod,5.83746,0.0,0,0.0,0
2025-03-13,AVTX,TRAIN,2025-03-08/2025-03-14,-1.6900123738033423,2.306069,stop,7.7231,0.0,0,0.0,0
2025-03-13,MTRX,TRAIN,2025-03-08/2025-03-14,-1.0798095769163427,3.7124295,stop,12.59768,-1.0866279092926472,1,-1.0866279092926472,1
2025-03-14,EVCM,TRAIN,2025-03-08/2025-03-14,-1.0336663952039924,8.653927,stop,8.97685,-1.0347999978090647,1,-1.0347999978090647,1
2025-03-14,LI,TRAIN,2025-03-08/2025-03-14,-1.0604570823088848,4.881456,stop,28.80616,0.0,0,0.0,0
2025-03-14,SKBL,TRAIN,2025-03-08/2025-03-14,-1.0564299641231558,5.223751,stop,10.76219,0.46932074785701106,1,0.46932074785701106,1
2025-03-14,CRVO,TRAIN,2025-03-08/2025-03-14,-1.0575872081742346,5.1205626,stop,5.80737,0.0,0,0.0,0
2025-03-17,AARD,TRAIN,2025-03-15/2025-03-21,-1.2493441563961636,2.39073,stop,10.04003,0.0,0,0.0,0
2025-03-17,CSAI,TRAIN,2025-03-15/2025-03-21,2.0,1.8630383,target,5.1153,0.0,0,0.0,0
2025-03-17,LZMH,TRAIN,2025-03-15/2025-03-21,2.0,2.76192,target,9.25769,2.0,1,2.0,1
2025-03-17,SEPN,TRAIN,2025-03-15/2025-03-21,-1.3916876142943606,1.5651459,stop,6.3189,0.0,0,0.0,0
2025-03-18,HNRG,TRAIN,2025-03-15/2025-03-21,2.0,3.7730017,target,11.51444,0.0,0,0.0,0
2025-03-18,ROAD,TRAIN,2025-03-15/2025-03-21,-0.3871402664036838,4.7443657,eod,74.01137,0.0,0,-0.42932094894220996,1
2025-03-18,GRPN,TRAIN,2025-03-15/2025-03-21,-0.1930645975475586,3.231482,eod,16.02794,0.0,0,0.0,0
2025-03-18,SKBL,TRAIN,2025-03-15/2025-03-21,-0.8099131846525803,5.649321,eod,11.77522,-0.7991746332943528,1,-0.7991746332943528,1
