day,symbol,split,wk,entry_m,r_pct,price,slip_bps,A_net,A_why,A_xm,B_net,B_why,B_xm,C_net,C_why,C_xm,C_fill
2026-06-24,CRMX,TEST,2026-06-20/2026-06-26,572,4.27125,12.58765,446.21513944222977,-1.255045660216866,stop,619,-1.1303490559372955,stop,619,,nofill,955,0
2026-06-24,DLLL,TEST,2026-06-20/2026-06-26,572,4.264565,198.46361,186.4860767170362,-1.06934715146797,stop,582,-1.0513079600621484,stop,582,,nofill,955,0
2026-06-24,EAF,TEST,2026-06-20/2026-06-26,697,4.843873,7.04106,127.4928774928763,-0.17633882381366836,eod,955,-0.3143321090668958,eod,955,,nofill,955,0
2026-06-24,EDN,TEST,2026-06-20/2026-06-26,576,2.0228117,25.52635,-176.8172888015729,-1.1666557694454534,stop,578,-1.1666557694454534,stop,579,-1.1952272879855612,stop,579,1
2026-06-24,EDSA,TEST,2026-06-20/2026-06-26,579,4.605555,7.66292,-26.17801047120505,0.8833564667199704,eod,958,0.8833564667199704,eod,958,1.0143030450380854,eod,958,1
2026-06-24,EROC,TEST,2026-06-20/2026-06-26,660,4.4460735,17.051,123.52941176470678,-1.1493628922799892,stop,780,-1.1238142061339669,stop,780,,nofill,955,0
2026-06-24,FN,TEST,2026-06-20/2026-06-26,653,5.1769376,585.30066,42.32696405980229,-0.6138898458109743,eod,955,-0.6228899505450197,eod,955,-0.6228899505450197,eod,955,1
2026-06-24,FRHC,TEST,2026-06-20/2026-06-26,669,5.1588054,139.6176,50.28735632183867,-0.6215581902226677,eod,956,-0.6359117991665714,eod,956,-0.6359117991665714,eod,956,1
2026-06-24,KARD,TEST,2026-06-20/2026-06-26,574,2.809557,22.30672,-130.39568345323826,-1.217359305421635,stop,577,-1.217359305421635,stop,577,-1.2430178277756672,stop,577,1
2026-06-24,LASR,TEST,2026-06-20/2026-06-26,605,5.3861895,66.63932,45.15352197471234,-1.0546980031987363,stop,906,-1.0532601617677047,stop,906,-1.0532601617677047,stop,906,1
2026-06-24,LITU,TEST,2026-06-20/2026-06-26,575,3.7673848,20.47123,102.89073983341446,-1.1952108335564715,stop,581,-1.1639673819508058,stop,581,,nofill,955,0
2026-06-24,LOFF,TEST,2026-06-20/2026-06-26,604,7.1750264,21.81525,105.74712643678153,-0.3826101392002358,eod,955,-0.4415953893211272,eod,955,,nofill,955,0
2026-06-24,MUZ,TEST,2026-06-20/2026-06-26,580,6.511918,13.52044,140.94955489614148,0.513969307908328,eod,955,0.29384466988271885,eod,955,,nofill,955,0
2026-06-24,NNAVW,TEST,2026-06-20/2026-06-26,656,12.912908,5.78731,69.32409012131657,-0.2661340216892084,eod,955,-0.28781817584696395,eod,955,,nofill,955,0
2026-06-24,ORCX,TEST,2026-06-20/2026-06-26,578,4.7955427,29.79913,20.195220464489516,-1.0615580917046155,stop,604,-1.0615580917046155,stop,604,-1.0627974139470389,stop,604,1
2026-06-24,PATX,TEST,2026-06-20/2026-06-26,576,1.0226215,6.91067,623.9477503628432,2.0,target,578,-0.613752451989755,eod,957,,nofill,955,0
2026-06-24,PLTG,TEST,2026-06-20/2026-06-26,575,4.791121,9.1273,54.94505494505475,-1.0634434342320374,stop,705,-1.0604113342398973,stop,705,-1.0604113342398973,stop,705,1
2026-06-24,PLTU,TEST,2026-06-20/2026-06-26,575,5.2665462,25.56647,31.38485680659109,-1.0559633282624579,stop,724,-1.0558222241474797,stop,724,-1.0558222241474797,stop,724,1
2026-06-24,PRE,TEST,2026-06-20/2026-06-26,601,3.552395,19.97976,-220.8835341365467,-0.3729704713859103,eod,955,-0.3729704713859103,eod,955,-0.3151384638404296,eod,955,1
2026-06-24,PRIM,TEST,2026-06-20/2026-06-26,571,2.0595658,85.20485,335.4914655679808,2.0,target,572,1.0354942646469434,eod,955,,nofill,955,0
2026-06-24,PSNY,TEST,2026-06-20/2026-06-26,758,6.6143217,20.11015,-9.975062344140806,-0.007796338668801719,eod,955,-0.007796338668801719,eod,955,0.03929133810769597,eod,955,1
2026-06-24,PTIR,TEST,2026-06-20/2026-06-26,575,4.9216943,9.51847,42.14963119072435,-1.0599546188189723,stop,718,-1.0585625005661918,stop,718,-1.0585625005661918,stop,718,1
2026-06-24,QMCO,TEST,2026-06-20/2026-06-26,659,6.4717507,13.85143,123.09920347574055,-0.4340917329773171,eod,955,-0.5053268204016513,eod,955,,nofill,955,0
2026-06-24,RTB,TEST,2026-06-20/2026-06-26,654,8.993021,12.5375,-339.2000000000006,-0.4634811497561743,eod,956,-0.4634811497561743,eod,956,-0.4449541252256771,eod,956,1
2026-06-24,SCLX,TEST,2026-06-20/2026-06-26,650,3.0524704,6.90064,101.74418604651069,-1.5241231012301486,stop,914,-1.4250000361152035,stop,914,,nofill,955,0
2026-06-24,SILO,TEST,2026-06-20/2026-06-26,718,5.5717463,6.25872,-95.67307692307847,-0.2329589355173951,eod,956,-0.2329589355173951,eod,956,-0.1893333333176373,eod,956,1
2026-06-24,SMCZ,TEST,2026-06-20/2026-06-26,580,4.4303555,7.26172,285.35911602209694,2.0,target,826,0.43132016398865497,eod,955,,nofill,955,0
2026-06-24,SMX,TEST,2026-06-20/2026-06-26,581,3.3051634,14.63377,150.78821110349418,-0.0269554442663057,eod,956,-0.2873465632724578,eod,956,,nofill,955,0
2026-06-24,SPAL,TEST,2026-06-20/2026-06-26,604,7.5517464,21.78516,73.6648250460381,-0.41864031760717163,eod,955,-0.4504367722809495,eod,955,,nofill,955,0
2026-06-24,SPAX,TEST,2026-06-20/2026-06-26,604,6.88976,13.07912,84.35582822085897,-0.40536027263019925,eod,955,-0.4488683228650512,eod,955,,nofill,955,0
2026-06-24,SPCF,TEST,2026-06-20/2026-06-26,604,7.2667055,21.81525,85.05747126436702,-0.2768525518787092,eod,955,-0.32778299666435257,eod,955,,nofill,955,0
2026-06-24,SPCH,TEST,2026-06-20/2026-06-26,604,7.36029,13.02897,80.83140877598095,-0.39107370343252085,eod,955,-0.43042927836556827,eod,955,,nofill,955,0
2026-06-24,SPCL,TEST,2026-06-20/2026-06-26,604,7.163587,39.18721,58.86869721013266,-0.3510547702869902,eod,955,-0.3761986454396786,eod,955,-0.3761986454396786,eod,955,1
2026-06-24,SPCM,TEST,2026-06-20/2026-06-26,604,6.9855204,21.83531,137.80431786862613,-0.2681295020435652,eod,955,-0.3659886291991515,eod,955,,nofill,955,0
2026-06-24,SPCU,TEST,2026-06-20/2026-06-26,604,7.3016987,17.42211,103.62694300518172,-0.33169633666799714,eod,955,-0.3929285772151269,eod,955,,nofill,955,0
2026-06-24,TDIC,TEST,2026-06-20/2026-06-26,603,4.640666,6.44929,-15.552099533439057,1.3625961733750578,eod,955,1.3625961733750578,eod,955,2.0,target,740,1
2026-06-24,TROX,TEST,2026-06-20/2026-06-26,649,4.9259405,6.70004,44.91017964071587,0.5198155629057126,eod,955,0.4752353166547033,eod,955,0.4752353166547033,eod,955,1
2026-06-24,TSEG,TEST,2026-06-20/2026-06-26,664,7.4969516,14.03197,-35.739814152967455,-1.1149880135739827,stop,888,-1.1149880135739827,stop,888,-1.1196831689525892,stop,888,1
2026-06-24,WTO,TEST,2026-06-20/2026-06-26,662,8.457932,6.12833,-16.366612111293755,-0.19405911885986046,eod,958,-0.19405911885986046,eod,958,-0.16444000521748448,eod,958,1
2026-06-24,WYY,TEST,2026-06-20/2026-06-26,573,3.694287,15.31581,166.99410609037236,2.0,target,624,2.0,target,633,,nofill,955,0
2026-06-24,ZSQR,TEST,2026-06-20/2026-06-26,628,6.433912,13.42014,89.68609865470879,-0.05441059033114541,eod,955,-0.13463373294376557,eod,955,,nofill,955,0
2026-06-25,ADV,TEST,2026-06-20/2026-06-26,585,2.8675365,43.80101,80.14655369819046,-1.1036194180963328,stop,679,-1.0885322064783165,stop,679,,nofill,955,0
2026-06-25,AIBD,TEST,2026-06-20/2026-06-26,585,4.100696,5.5266304,326.4911653943781,0.6720916457532243,eod,955,-0.029179493782463616,eod,955,,nofill,955,0
2026-06-25,AMIX,TEST,2026-06-20/2026-06-26,615,5.2772336,7.23163,-471.5672676837734,-1.2129110658728917,stop,646,-1.2129110658728917,stop,646,-1.225583305459209,stop,646,1
2026-06-25,APLZ,TEST,2026-06-20/2026-06-26,581,8.787064,15.31581,58.93909626718763,0.5450682974432779,eod,955,0.49588488251882035,eod,955,0.49588488251882035,eod,955,1
2026-06-25,ARQQ,TEST,2026-06-20/2026-06-26,633,12.831338,28.72592,-66.34078212290562,-0.4344022356158992,eod,955,-0.4344022356158992,eod,955,-0.4208555685541936,eod,955,1
2026-06-25,ASTC,TEST,2026-06-20/2026-06-26,608,7.2913675,10.225585,24.521824423735517,-1.0401445452447704,stop,673,-1.0401445452447704,stop,673,-1.0404324334752488,stop,673,1
2026-06-25,ASTN,TEST,2026-06-20/2026-06-26,571,2.4019752,8.08418,508.6848635235741,2.0,target,572,0.17768965556352576,eod,955,,nofill,955,0
2026-06-25,BEZ,TEST,2026-06-20/2026-06-26,595,15.23656,11.31384,106.38297872340274,0.7735824117102604,eod,955,0.6890607659032789,eod,955,,nofill,955,0
2026-06-25,BMGL,TEST,2026-06-20/2026-06-26,681,8.026986,7.05109,-647.2261735419638,-0.3272004411056165,eod,955,-0.3272004411056165,eod,955,-0.30108276353100016,eod,955,1
2026-06-25,BRCB,TEST,2026-06-20/2026-06-26,577,4.403655,7.55259,185.9229747675939,-1.06712522779373,stop,816,-1.0501333325192335,stop,816,,nofill,955,0
2026-06-25,BTCZ,TEST,2026-06-20/2026-06-26,586,4.8081965,6.42923,78.00312012480548,0.3490814086887108,eod,955,0.22677257227332812,eod,955,,nofill,955,0
2026-06-25,CAST,TEST,2026-06-20/2026-06-26,725,11.686851,8.60574,163.51981351981016,0.30629040960390125,eod,955,0.17250682679616722,eod,955,,nofill,955,0
2026-06-25,CBRZ,TEST,2026-06-20/2026-06-26,578,10.045558,29.95961,241.0445262805472,2.0,target,599,1.1796208794048313,eod,956,,nofill,955,0
2026-06-25,CC,TEST,2026-06-20/2026-06-26,636,5.7150702,21.23351,47.23665564478008,0.056878789513168056,eod,955,0.02596799994964187,eod,955,0.02596799994964187,eod,955,1
2026-06-25,CGON,TEST,2026-06-20/2026-06-26,577,4.4484706,68.92616,24.73806752037344,1.1988897265597709,eod,955,1.1988897265597709,eod,955,1.2251551303472614,eod,955,1
2026-06-25,CORD,TEST,2026-06-20/2026-06-26,593,11.540793,5.42623,55.45286506469349,0.29209323759237227,eod,955,0.26425001155932726,eod,955,0.26425001155932726,eod,955,1
2026-06-25,CRCD,TEST,2026-06-20/2026-06-26,571,1.9470514,6.06815,413.2231404958664,2.0,target,572,0.5640000007588218,eod,955,,nofill,955,0
2026-06-25,ETHD,TEST,2026-06-20/2026-06-26,588,6.8423085,93.3793,136.9495166487633,0.3731146575774633,eod,955,0.18771158308496474,eod,955,,nofill,955,0
2026-06-25,FAZ,TEST,2026-06-20/2026-06-26,787,5.615121,39.12703,35.88823378620765,0.1569008742390236,eod,955,0.14490990480501373,eod,955,0.14490990480501373,eod,955,1
2026-06-25,FNGD,TEST,2026-06-20/2026-06-26,583,4.1298494,39.4179,101.78117048345925,0.4381499114838355,eod,955,0.22544503719736195,eod,955,,nofill,955,0
2026-06-25,GDXD,TEST,2026-06-20/2026-06-26,595,8.654451,53.2593,33.860640301317524,-1.042333668376814,stop,734,-1.0421550774662143,stop,734,-1.0421550774662143,stop,734,1
2026-06-25,GEL,TEST,2026-06-20/2026-06-26,584,1.1616915,13.91161,21.629416005768398,2.0,target,681,2.0,target,681,2.0,target,681,1
2026-06-25,HOOZ,TEST,2026-06-20/2026-06-26,572,4.159204,13.60068,235.91445427728397,2.0,target,596,0.8549416229962107,eod,955,,nofill,955,0
2026-06-25,IREZ,TEST,2026-06-20/2026-06-26,580,8.115889,6.78028,162.72189349112233,1.3105318051134789,eod,955,0.9863437520201557,eod,955,,nofill,955,0
2026-06-25,JDST,TEST,2026-06-20/2026-06-26,595,5.321818,43.80101,38.92832608197949,-1.0596573946865346,stop,654,-1.0587088454096425,stop,654,-1.0587088454096425,stop,654,1
2026-06-25,LIFE,TEST,2026-06-20/2026-06-26,574,4.3741703,18.1543,245.85635359116066,-1.0675844353156543,stop,600,-1.0459572924186549,stop,600,,nofill,955,0
2026-06-25,LITZ,TEST,2026-06-20/2026-06-26,589,13.480712,16.68992,-132.21153846153965,-0.3036996094760915,eod,955,-0.3036996094760915,eod,955,-0.2878545391439383,eod,955,1
2026-06-25,LNZA,TEST,2026-06-20/2026-06-26,591,2.7098324,5.80737,241.79620034542327,-1.1097079537465153,stop,644,-1.0625357156817137,stop,644,,nofill,955,0
2026-06-25,LOVE,TEST,2026-06-20/2026-06-26,571,5.647997,16.07809,65.50218340611424,0.08496274216063643,eod,955,0.020860102743742094,eod,955,,nofill,955,0
2026-06-25,MAAS,TEST,2026-06-20/2026-06-26,590,5.7367873,18.31478,284.7207009857611,-1.0647005640917324,stop,661,-1.0454610292661597,stop,661,,nofill,955,0
2026-06-25,MAX,TEST,2026-06-20/2026-06-26,578,4.1907735,10.79228,74.34944237918018,0.3452185293383563,eod,955,0.21663999554336996,eod,955,,nofill,955,0
2026-06-25,MSTZ,TEST,2026-06-20/2026-06-26,571,1.3283617,14.57359,392.29181004817536,2.0,target,572,2.0,target,593,,nofill,955,0
2026-06-25,NBIZ,TEST,2026-06-20/2026-06-26,595,12.527748,8.01397,12.515644555692873,0.16932982627989476,eod,955,0.16932982627989476,eod,955,0.18585859216733913,eod,955,1
2026-06-25,NETG,TEST,2026-06-20/2026-06-26,611,6.001388,11.22357,214.47721179624457,0.3622234750699791,eod,956,0.04220454626259047,eod,956,,nofill,955,0
2026-06-25,OKLS,TEST,2026-06-20/2026-06-26,574,6.105354,23.526367,-57.98047781878313,2.0,target,931,2.0,target,931,2.0,target,923,1
2026-06-25,OSW,TEST,2026-06-20/2026-06-26,572,2.0989168,27.70286,-77.84214337436812,-1.1419308679600815,stop,825,-1.1419308679600815,stop,825,-1.165185324685559,stop,825,1
2026-06-25,PAYP,TEST,2026-06-20/2026-06-26,664,6.6156464,13.93167,32.39740820734305,0.21750372107443122,eod,955,0.21311350779633897,eod,955,0.21311350779633897,eod,955,1
2026-06-25,PPHC,TEST,2026-06-20/2026-06-26,573,1.2078348,7.70304,755.2083333333326,2.0,target,575,-1.0832307729338848,stop,588,,nofill,955,0
2026-06-25,QH,TEST,2026-06-20/2026-06-26,820,25.144693,6.27878,78.27476038338554,-0.3365494718046798,eod,955,-0.34904786554158035,eod,955,,nofill,955,0
2026-06-25,QID,TEST,2026-06-20/2026-06-26,593,4.8185115,14.60368,41.20879120878884,-0.35937835368318954,eod,955,-0.3739444443285205,eod,955,-0.3739444443285205,eod,955,1
2026-06-25,SBIT,TEST,2026-06-20/2026-06-26,586,4.7535677,67.34142,101.28090557044888,0.30423638073256865,eod,955,0.13434790916781433,eod,955,,nofill,955,0
2026-06-25,SMCZ,TEST,2026-06-20/2026-06-26,574,7.8779387,7.65289,183.48623853210898,0.5171826183935057,eod,957,0.27008333971839393,eod,957,,nofill,955,0
2026-06-25,SMX,TEST,2026-06-20/2026-06-26,695,7.714315,14.83437,277.14672075726645,0.5120382783586718,eod,956,0.14550645448392321,eod,956,,nofill,955,0
2026-06-25,SNK,TEST,2026-06-20/2026-06-26,586,8.026393,21.22348,47.25897920605071,0.23720446416668767,eod,955,0.21119541284934776,eod,955,0.21119541284934776,eod,955,1
2026-06-25,SNOU,TEST,2026-06-20/2026-06-26,607,7.7919617,32.6978,134.96932515337346,0.06154501795822139,eod,956,-0.0643875420775194,eod,956,,nofill,955,0
2026-06-25,SNX,TEST,2026-06-20/2026-06-26,572,1.960667,284.06967,216.0860749407001,-1.1520091545377156,stop,591,-1.0790757175830548,stop,591,,nofill,955,0
2026-06-25,SPCG,TEST,2026-06-20/2026-06-26,586,8.182429,21.5645,55.81395348837282,0.23937150667555923,eod,955,0.20151649440003477,eod,955,0.20151649440003477,eod,955,1
2026-06-25,SPCQ,TEST,2026-06-20/2026-06-26,586,8.085491,17.08109,-17.615971814445295,0.2061761515199224,eod,955,0.2061761515199224,eod,955,0.25258646718109384,eod,955,1
2026-06-25,SQQQ,TEST,2026-06-20/2026-06-26,592,7.0523906,40.57135,12.360939431395046,-0.31541902202037464,eod,955,-0.31541902202037464,eod,955,-0.29786013048846355,eod,955,1
2026-06-25,SSG,TEST,2026-06-20/2026-06-26,594,9.058766,12.55756,71.88498402555865,-0.4506796397088409,eod,955,-0.47497479961119965,eod,955,,nofill,955,0
2026-06-25,SSPC,TEST,2026-06-20/2026-06-26,586,8.510676,12.90861,15.540015540014274,0.1689159797620084,eod,955,0.1689159797620084,eod,955,0.18909259728425876,eod,955,1
2026-06-25,TECS,TEST,2026-06-20/2026-06-26,588,8.999753,7.01097,71.53075822603495,-0.24564075027251694,eod,955,-0.2789090981336396,eod,955,,nofill,955,0
2026-06-25,TRLV,TEST,2026-06-20/2026-06-26,710,5.5773854,8.5255,-23.52941176470558,0.09978759362914894,eod,955,0.09978759362914894,eod,955,0.16222222500631572,eod,955,1
2026-06-25,TROX,TEST,2026-06-20/2026-06-26,735,5.6844068,6.87055,43.79562043795637,-0.04939469834087411,eod,955,-0.07189999795131664,eod,955,-0.07189999795131664,eod,955,1
2026-06-26,AAOI,TEST,2026-06-20/2026-06-26,788,8.596716,138.95563,41.86444262819666,-0.2983136076943629,eod,955,-0.3078648066570219,eod,955,-0.3078648066570219,eod,955,1
2026-06-26,AAOX,TEST,2026-06-20/2026-06-26,788,17.05764,28.22442,63.96588486140775,-0.28889645124471436,eod,955,-0.30277800680584493,eod,955,,nofill,955,0
2026-06-26,ADEA,TEST,2026-06-20/2026-06-26,702,4.501768,30.47114,78.99934167215238,0.3484025468625369,eod,955,0.21620412571800826,eod,955,,nofill,955,0
2026-06-26,AEVA,TEST,2026-06-20/2026-06-26,752,6.5829806,20.21045,54.59057071960372,0.22859115290994997,eod,955,0.18440579674430221,eod,955,0.18440579674430221,eod,955,1
2026-06-26,AGMB,TEST,2026-06-20/2026-06-26,588,7.211352,13.47029,55.84512285927046,0.20874150886566026,eod,955,0.16697146947441022,eod,955,0.16697146947441022,eod,955,1
2026-06-26,AGX,TEST,2026-06-20/2026-06-26,625,6.1548276,755.3292,32.46723415432528,0.14412250906300517,eod,955,0.1395601198561622,eod,955,0.1395601198561622,eod,955,1
2026-06-26,AMSC,TEST,2026-06-20/2026-06-26,696,5.893046,40.40084,59.58291956305706,-0.5383148947126082,eod,955,-0.5604159808144056,eod,955,-0.5604159808144056,eod,955,1
2026-06-26,ARQQ,TEST,2026-06-20/2026-06-26,634,6.1928415,27.40196,21.961932650071958,-1.0474430289391388,stop,847,-1.0474430289391388,stop,847,-1.0480388074136935,stop,847,1
2026-06-26,ASST,TEST,2026-06-20/2026-06-26,597,5.104861,11.4342,16.315789473682063,-0.2348267879634773,eod,955,-0.2348267879634773,eod,955,-0.21376024728230653,eod,955,1
2026-06-26,ASTG,TEST,2026-06-20/2026-06-26,575,2.1376774,11.96579,737.5523889354563,2.0,target,580,1.2223658641531765,eod,953,,nofill,955,0
2026-06-26,ASTX,TEST,2026-06-20/2026-06-26,571,3.8530493,15.75713,273.7110120942066,2.0,target,590,2.0,target,601,,nofill,955,0
2026-06-26,ASTY,TEST,2026-06-20/2026-06-26,571,4.0983286,8.68598,161.6628175519619,2.0,target,594,2.0,target,596,,nofill,955,0
2026-06-26,AXTI,TEST,2026-06-20/2026-06-26,782,5.915038,69.26718,12.308137851142487,0.1206404497153496,eod,955,0.1206404497153496,eod,955,0.1551471690881465,eod,955,1
2026-06-26,AXTL,TEST,2026-06-20/2026-06-26,785,10.721891,5.2308455,182.3517823265841,0.20271678791865644,eod,954,0.053224109300425426,eod,954,,nofill,955,0
2026-06-26,AXTU,TEST,2026-06-20/2026-06-26,786,11.588563,7.35199,68.21282401091366,0.16820152958791607,eod,955,0.13095454651055988,eod,955,,nofill,955,0
2026-06-26,AXTX,TEST,2026-06-20/2026-06-26,782,11.541341,13.52044,26.557863501481815,0.2515438585229269,eod,955,0.2515438585229269,eod,955,0.255282413083535,eod,955,1
2026-06-26,BABX,TEST,2026-06-20/2026-06-26,670,6.8720307,13.6408,44.11764705882337,-0.11529934305783496,eod,955,-0.13309638807023974,eod,955,-0.13309638807023974,eod,955,1
2026-06-26,BB,TEST,2026-06-20/2026-06-26,573,4.4452715,10.37102,29.013539651834286,2.0,target,807,2.0,target,807,2.0,target,807,1
2026-06-26,BLZE,TEST,2026-06-20/2026-06-26,587,4.9052544,13.46026,149.0312965722773,1.2163685290421322,eod,955,0.7842195161148431,eod,955,,nofill,955,0
2026-06-26,BMNG,TEST,2026-06-20/2026-06-26,595,6.4561462,9.25769,108.34236186348933,0.34097043552735695,eod,955,0.19602985041191245,eod,955,,nofill,955,0
2026-06-26,BNAI,TEST,2026-06-20/2026-06-26,761,8.180379,18.14427,187.94914317302292,-1.0356731174680283,stop,943,-1.030237287204063,stop,943,,nofill,955,0
2026-06-26,BOT,TEST,2026-06-20/2026-06-26,591,4.7910824,28.49523,-59.83808518127631,2.0,target,795,2.0,target,795,2.0,target,794,1
2026-06-26,BULZ,TEST,2026-06-20/2026-06-26,620,6.0144405,36.21833,38.77042370534323,-0.3401076472844196,eod,955,-0.3495927747430927,eod,955,-0.3495927747430927,eod,955,1
2026-06-26,CBRS,TEST,2026-06-20/2026-06-26,620,4.8604836,169.02556,26.70306195110106,1.3871882283069135,eod,955,1.3871882283069135,eod,955,1.4034559894421994,eod,955,1
2026-06-26,CBRX,TEST,2026-06-20/2026-06-26,615,8.082677,10.204823,212.00465701364914,2.0,target,845,1.504178394284675,eod,958,,nofill,955,0
2026-06-26,CDNL,TEST,2026-06-20/2026-06-26,788,9.210067,92.24591,1.0873110796993934,-0.00416692496950144,eod,955,-0.00416692496950144,eod,955,0.02807290361485795,eod,955,1
2026-06-26,CLPT,TEST,2026-06-20/2026-06-26,637,5.0731993,18.01388,-61.247216035634764,0.5034492743588762,eod,955,0.5034492743588762,eod,955,0.5977674181841225,eod,955,1
2026-06-26,CLSK,TEST,2026-06-20/2026-06-26,622,6.078865,15.91761,47.258979206048494,0.3416198386741869,eod,955,0.3046331587486451,eod,955,0.3046331587486451,eod,955,1
2026-06-26,CLSX,TEST,2026-06-20/2026-06-26,625,11.038589,24.95464,24.11575562700996,0.4303468537292062,eod,955,0.4303468537292062,eod,955,0.4379999766565833,eod,955,1
2026-06-26,CORZ,TEST,2026-06-20/2026-06-26,756,5.710079,27.35181,40.337367070037985,-0.1642412500530836,eod,955,-0.17909434424869397,eod,955,-0.17909434424869397,eod,955,1
2026-06-26,CORZW,TEST,2026-06-20/2026-06-26,756,7.05931,20.5615,9.756097560975618,-0.11892731446745683,eod,955,-0.11892731446745683,eod,955,-0.09293616852211857,eod,955,1
2026-06-26,CRCA,TEST,2026-06-20/2026-06-26,575,4.9477334,16.3489,276.0736196319025,2.0,target,596,1.294628114331832,eod,957,,nofill,955,0
2026-06-26,CRMX,TEST,2026-06-20/2026-06-26,602,6.1845303,11.38405,237.88546255506304,1.8776817831260162,eod,955,1.1548510372717171,eod,955,,nofill,955,0
2026-06-26,CUPR,TEST,2026-06-20/2026-06-26,587,6.987004,5.66695,-601.5929203539827,-0.9301272343515881,eod,957,-0.9301272343515881,eod,957,-0.9269128720739152,eod,957,1
2026-06-26,CYD,TEST,2026-06-20/2026-06-26,573,3.3936327,47.3416,402.54237288135596,-1.0874008455010464,stop,589,-1.0427741453785417,stop,589,,nofill,955,0
2026-06-26,DDS,TEST,2026-06-20/2026-06-26,579,4.7024646,582.9637,15.785073753304957,-0.34780568648584526,eod,955,-0.34780568648584526,eod,955,-0.3274767303228887,eod,955,1
2026-06-26,DRTS,TEST,2026-06-20/2026-06-26,584,5.2796845,11.20351,-116.38316920322467,-0.7200504365678967,eod,955,-0.7200504365678967,eod,955,-0.7031183036045033,eod,955,1
2026-06-26,DUOT,TEST,2026-06-20/2026-06-26,613,5.229367,10.95276,146.520146520146,0.8822796022338938,eod,955,0.5397714154401781,eod,955,,nofill,955,0
2026-06-26,ECOR,TEST,2026-06-20/2026-06-26,592,4.4590845,7.21157,-417.24617524339425,1.4118445747171116,eod,957,1.4118445747171116,eod,957,1.5853999995949253,eod,957,1
2026-06-26,EDSA,TEST,2026-06-20/2026-06-26,582,2.3011286,7.49241,254.35073627844585,2.0,target,635,1.484352987718528,eod,956,,nofill,955,0
2026-06-26,ETHU,TEST,2026-06-20/2026-06-26,595,3.8845694,11.15336,71.94244604316502,0.5408606259301976,eod,955,0.390914766065372,eod,955,,nofill,955,0
2026-06-26,EVMN,TEST,2026-06-20/2026-06-26,571,1.4560132,24.20239,468.29672606713666,2.0,target,572,-0.30887943413226104,eod,955,,nofill,955,0
2026-06-26,FLYT,TEST,2026-06-20/2026-06-26,571,4.7652826,7.61277,26.350461133068936,1.4940718740325738,eod,957,1.4940718740325738,eod,957,1.513277760173228,eod,957,1
2026-06-26,FRMM,TEST,2026-06-20/2026-06-26,573,4.133753,5.2156,249.99999999999912,1.2011538692654395,eod,955,0.4373939109394782,eod,955,,nofill,955,0
2026-06-26,FRVO,TEST,2026-06-20/2026-06-26,683,5.7926974,31.85528,3.148614609569389,0.37989326768557374,eod,955,0.37989326768557374,eod,955,0.446852278738775,eod,955,1
2026-06-26,FTAI,TEST,2026-06-20/2026-06-26,642,7.26405,269.2052,48.43517138598985,-0.5376375706848813,eod,955,-0.5490972478039112,eod,955,-0.5490972478039112,eod,955,1
2026-06-26,FTRE,TEST,2026-06-20/2026-06-26,760,7.0265207,17.76313,50.81874647091978,-0.14313914342363795,eod,955,-0.16778210032933022,eod,955,-0.16778210032933022,eod,955,1
2026-06-26,GLXU,TEST,2026-06-20/2026-06-26,613,10.648322,9.75919,-154.1623843782125,0.48238688947903413,eod,959,0.48238688947903413,eod,959,0.5252871413032228,eod,959,1
2026-06-26,GLXY,TEST,2026-06-20/2026-06-26,612,5.167724,28.34478,35.385704175512345,0.5861156219357998,eod,955,0.5697837842430009,eod,955,0.5697837842430009,eod,955,1
2026-06-26,GRPN,TEST,2026-06-20/2026-06-26,571,2.78291,22.94864,292.7884615384602,-1.1068008271916816,stop,575,-1.0559801598086793,stop,575,,nofill,955,0
2026-06-26,GRRR,TEST,2026-06-20/2026-06-26,690,5.608618,16.9507,32.54437869822269,0.36330976741890286,eod,955,0.3571622994290902,eod,955,0.3571622994290902,eod,955,1
2026-06-26,HAWK,TEST,2026-06-20/2026-06-26,658,5.116796,19.71898,15.259409969481386,1.517950871711986,eod,955,1.517950871711986,eod,955,1.5924694204481695,eod,955,1
2026-06-26,HCAI,TEST,2026-06-20/2026-06-26,636,9.646946,8.48538,295.5082742316795,0.36361654372945085,eod,955,0.06957438473604327,eod,955,,nofill,955,0
2026-06-26,HIMZ,TEST,2026-06-20/2026-06-26,575,6.049487,44.374424,330.7515608540612,2.0,target,598,0.21369608565615927,eod,955,,nofill,955,0
2026-06-26,HQWWW,TEST,2026-06-20/2026-06-26,589,5.7949824,14.19245,459.3639575971742,-1.6459540805277633,stop,643,-1.3723636559137713,stop,643,,nofill,955,0
2026-06-26,HUT,TEST,2026-06-20/2026-06-26,600,7.2208934,118.03304,-20.394289598912874,0.4177962231802319,eod,955,0.4177962231802319,eod,955,0.47914810309789335,eod,955,1
2026-06-26,IESC,TEST,2026-06-20/2026-06-26,606,5.6734357,768.8396,72.79489766135683,-1.0518780118191864,stop,950,-1.0483893175973493,stop,950,,nofill,955,0
2026-06-26,IMDX,TEST,2026-06-20/2026-06-26,581,3.5095072,5.60677,-39.355992844366526,-1.236791908885646,stop,857,-1.236791908885646,stop,857,-1.2586666887811597,stop,857,1
